"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","month","day","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","previousCatalogNumber","fieldNumber","individualCount","relatedCatalogItem"
"20","2021-03-15 16:37:00-03","NY","NYBG","886615","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","P. H. Labiak E.","P. H. Labiak E.","2946","2003","South America","Brazil","Paraná","Buraco do Padre Floresto Ombrófila Mista.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886615","NY00886615_01","(Hedw.) C.V.Morton","05","23","1000","1000",NA,"Ponta Grossa","-49.8","-25.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 01:16:00-03","NY","NYBG","1686454","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"F. B. Matos","1356","2007","South America","Brazil","Bahia","Serra do Peito-de-Moça. Estrada que liga Arataca à Una, ramal ca 22,4 km de Arataca com entrada no assentamento Santo Antônio, RPPN Caminho das Pedras.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1291276' target='other'> <mi>dwc_moreinfo</mi></a>","NY01686454","NY01686454_01",NA,"04","13","1000","1000",NA,"Arataca","-39.3417","-15.1736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3955825","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"J. A. Steyermark","54285","1943","South America","Ecuador",NA,"Santiago-Zamora: Trail between Mirador and Pailas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244599' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955825","NY03955825_01","(Hedw.) C.V.Morton","09","09","2010","2255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3955827","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"A. D. A. Fay","3388","1991","South America","Ecuador","Pichincha","Río Guajalito Reserve. 10 km W of Chiriboga, km 59 of old road Quito-Santo Domingo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244601' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955827",NA,"(Hedw.) C.V.Morton","07","10","1900",NA,NA,"Quito","-78.8","-0.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 18:52:00-03","NY","NYBG","807869","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","C. V. Morton","C. Spannagel","156","1906","South America","Brazil","Santa Catarina",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807869","NY00807869_01",NA,"06",NA,NA,NA,NA,"Lages","-50.3258","-27.8161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","807873","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","C. V. Morton","J. E. Leite","80","1940","South America","Brazil","Rio Grande do Sul","Arredores de Sao Leopoldo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801869' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807873","NY00807873_01","(Hedw.) C.V.Morton",NA,NA,NA,NA,NA,"Sao Leopoldo","-51.18","-29.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","03955807","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"W. Rodriguez","5659","2005","South America","Colombia","Antioquia","Mpio. Medellin. Corregimiento San Antonio de Prado, Vereda Astilleros, Divisoria de aguas de las quebradas Doña María y Ana Díaz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244549' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955807",NA,"(Hedw.) C.V.Morton","10","03","2580","2650",NA,NA,"-75.6694","7.2536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3955814","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"E. P. Killip","11294","1922","South America","Colombia",NA,"Department of El Valle. La Cumbre. Cordillera Occidental.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244588' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955814","NY03955814_01","(Hedw.) C.V.Morton","09","11","1700","2200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 18:01:00-03","NY","NYBG","2063398","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"F. B. Matos","581","2005","South America","Brazil","Paraná","Mananciais da Serra, próximo ao Reservatório do Carvalho.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2463874' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063398","NY02063398_01",NA,"06","05","910",NA,NA,"Piraquara","-48.98","-25.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3955810","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"W. D. Rodríguez-Duque","5212","2005","South America","Colombia","Antioquia","Mpio. Támesis. Vereda San Antonio, Quebrada La Mina, sector cascada velo de novi.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244584' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955810",NA,"(Hedw.) C.V.Morton","02","26","2390",NA,NA,NA,"-75.74778","5.67353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3955809","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"W. D. Rodríguez-Duque","4843","2004","South America","Colombia","Antioquia","Mpio. Fredonia. Vereda Erbe - Microcuenca La Chaparrala.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244583' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955809",NA,"(Hedw.) C.V.Morton","12","20","2150","2250",NA,NA,"-75.64119","5.98361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3955808","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"W. D. Rodríguez-Duque","5626","2013","South America","Colombia","Antioquia","Mpio. Angelópolis. Vereda Romeral, Hacienda La Argentina, Quebrada Las Animas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244582' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955808",NA,"(Hedw.) C.V.Morton","11","20","2050","2130",NA,NA,"-75.6994","6.13969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3955812","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"R. C. Moran","7547","2005","South America","Ecuador","Napo","Baeza, along road leading to radio towers behind town, near radio towers, just within gated entrance.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244586' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955812",NA,"(Hedw.) C.V.Morton","02","24","2500",NA,NA,"Quijos","-77.8997","-1.4833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","807876","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile venustum","C. V. Morton","A. C. Brade","9549","1929","South America","Brazil","Rio de Janeiro",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807876","NY00807876_01","(Desv.) C.V.Morton","10",NA,NA,NA,"venustum","Teresópolis","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:30:49-03","UFRJ","RFA","40952","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Berruezo, L.G.; Reis, A.; Pereira, R.S.","Berruezo, L.G.; Reis, A.; Pereira, R.S.","6","2017",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RFA44318",NA,"(Hedw.) C.V.Morton","01","11","1252","1252",NA,"Teresópolis","-43.008056","-22.272778","2017","01","19","43º0'29''W","22º16'22''S",NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:26:14-03","PUCPR","HUCP","19186","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Fracaro, L","Fracaro, L","s.n.","2008",NA,"Brasil","Paraná","Parque Estadua do Monge",NA,NA,NA,NA,"(Hedw.) C.V. Morton","06","10",NA,NA,NA,"Lapa","-49.7158012390137","-25.7696990966797","2008","06","24",NA,NA,"49965","auto",NA,NA,NA,NA,NA
"36","2019-12-04 15:26:14-03","PUCPR","HUCP","19706","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Michelon, C","Michelon, C","320","2008",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"(Hedw.) C.V. Morton","09","25",NA,NA,NA,"Piraquara","-49.0633010864258","-25.4416999816895","2008","09","29",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"37","2019-12-04 15:26:14-03","PUCPR","HUCP","20406","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Michelon, C","Michelon, C","479","2009",NA,"Brasil","Paraná","Morro do Canal",NA,NA,NA,NA,"(Hedw.) C.V. Morton","08","12","1400","1400",NA,"Piraquara","-49.0633010864258","-25.4416999816895","2009","09","17",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"38","2019-12-04 15:26:14-03","PUCPR","HUCP","19459","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Matos, F","Michelon, C; Kersten, RA","051","2007",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"(Hedw.) C.V. Morton","10","05",NA,NA,NA,"Piraquara","-49.0633010864258","-25.4416999816895","2008","04","25",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"39","2020-11-26 18:08:31-03","CPAN-UFMS","COR","14429","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","E.L.M. Assis","E.L.M. Assis; C.K. Perez; P. Schwartsburd; L. Von Linsenge; L. Wolf; L. Grokovisk","733","2005",NA,"Brasil","Paraná","Parque Estadual de Vila Velha. Mata; ; Formações areníticas - morro.",NA,NA,NA,NA,"(Hedw.) C.V.Morton","10","19",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"40","2020-02-08 10:41:41-03","NBC","NL-BOTANY","L.3549407","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"Smith HH",NA,"1898","Southern America","Colombia",NA,"Santa Marta.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3549407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3549407","NL-L3549407","(Hedw.) C.V.Morton","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"41","2020-02-08 10:41:41-03","NBC","NL-BOTANY","U.1025586","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"Steyermark JA; Delascio F; Dunsterville E",NA,"1970","Southern America","Venezuela",NA,"Estado Lara: Distrito Jimenez: Parque Nacional Yacambu, selva nublada a lo largo del rio de la Quebrada Cedral, regio de El Blanquito, 17 kms. SSE de Sanare.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1025586 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1025586","NL-U1025586","(Hedw.) C.V.Morton","08","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"42","2020-02-08 10:41:41-03","NBC","NL-BOTANY","U.1025587","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"Steyermark JA",NA,"1944","Southern America","Venezuela",NA,"Merida: between Mucuchachi and Canagua.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1025587 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1025587","NL-U1025587","(Hedw.) C.V.Morton","05","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"43","2020-02-08 10:41:41-03","NBC","NL-BOTANY","U.1025588","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"Iltis HH; Iltis CM",NA,"1963","Southern America","Peru",NA,"Dept. Cuzco. Prov. Urubamba. Base of Huayna Picchu, W-end of ruins. Ruinas Machu Picchu, valley of Rio Urubamba, 80 km WNW of Cuzco.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1025588 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1025588","NL-U1025588","(Hedw.) C.V.Morton","01","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA
