"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","month","day","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","previousCatalogNumber","fieldNumber","individualCount","relatedCatalogItem"
"183","2020-09-29 14:53:26-03","UFPR","UPCB","54800","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Labiak, P.H.","Agustini, M.","9","2003",NA,"Brasil","Paraná","Mananciais da Serra.",NA,"Hábitat no estrato inferior. População Densa. Floresta Ombrófila Densa Montana..","UPCB0005366","UPCB0005366","(Hedwig) C.V.Morton","10","04","1000","1000",NA,"Piraquara","-49.0633010864258","-25.4416999816895","2006","11",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"184","2020-09-29 14:53:26-03","UFPR","UPCB","55892","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Sakagami, C.R.","Sakagami, C.R.","381","2005",NA,"Brasil","Paraná","Parque Ecológico da Klabin, Rio Varanal (foz). Floresta Ombrófila Densa.",NA,"Rupícola. Mata ciliar do Rio Tibagi..","UPCB0005364","UPCB0005364","(Hedwig) C.V.Morton","04","20",NA,NA,NA,"Telêmaco Borba","-50.6156005859375","-24.3239002227783","2005","01","01",NA,NA,"35037","auto",NA,NA,NA,NA,NA
"185","2020-09-29 14:53:26-03","UFPR","UPCB","55887","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Sakagami, C.R.","Sakagami, C.R.","313","2005",NA,"Brasil","Paraná","Parque Ecológico da Klabin, Trilha Ecológica. Floresta Ombrófila Densa.",NA,"Junto com briófitas e Selaginella..","UPCB0005365","UPCB0005365","(Hedwig) C.V.Morton","02","01",NA,NA,NA,"Telêmaco Borba","-50.6156005859375","-24.3239002227783","2005","01","01",NA,NA,"35037","auto",NA,NA,NA,NA,NA
"186","2020-09-29 14:53:26-03","UFPR","UPCB","32507","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Sakagami, C.R.","Cislinski, J.","133","1992",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Sobre rochas..","UPCB0005363","UPCB0005363","(Hedwig) C.V.Morton","04","15",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545","2005","04",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"187","2020-09-29 14:53:26-03","UFPR","UPCB","44308","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Sakagami, C.R.","Borgo, M.","403","1999",NA,"Brasil","Paraná","Parque Estadual de Vila Velha, trilha do bosque",NA,"Herbácea rupícola, frequente em locais acima de 3,0m do solo..","UPCB0005361","UPCB0005361","(Hedwig) C.V.Morton","06","26",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545","2005","04",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"188","2020-09-29 14:53:26-03","UFPR","UPCB","79601","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Michelon, C.","Michelon, C. et al.","911","2010",NA,"Brasil","Paraná","Parque Estadual do Guartelá.",NA,"Rupícola no interior de floresta de galeria, beira de córrego. Formando grande população..","UPCB0005375","UPCB0005375","(Hedw.) C.V.Morton","07","14","860","860",NA,"Tibagi","-50.4136009216309","-24.5093994140625","2010","07","14",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"189","2020-09-29 14:53:26-03","UFPR","UPCB","57636","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Labiak, P.H.","Labiak, P.H.","3252","2004",NA,"Brasil","Paraná","Parque Estadual do Marumbi",NA,"Epífita. Floresta Atlântica.","UPCB0005374","UPCB0005374","(Hedwig) C.V.Morton","04","20","800","800",NA,"Morretes","-48.834400177002","-25.476900100708","2006","08",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"190","2020-09-29 14:53:26-03","UFPR","UPCB","57856","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Labiak, P.H.","Labiak, P.H.","3413","2004",NA,"Brasil","Paraná","Parque Estadual do Marumbi",NA,"Epífita. Floresta Atlântica.","UPCB0005371","UPCB0005371","(Hedwig) C.V.Morton","10","15","1200","1200",NA,"Morretes","-48.834400177002","-25.476900100708","2006","08",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"191","2020-09-29 14:53:26-03","UFPR","UPCB","54775","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Matos, F.B.","Labiak, P.H.","1990","2001",NA,"Brasil","Paraná","Parque Estadual do Marumbi, Morro do Facãozinho.",NA,"Epífita em local sombreado. Floresta Ombrófila Densa Allto-montana..","UPCB0034791","UPCB0034791","(Hedwig) C.V.Morton","12","08","1100","1100",NA,"Morretes","-48.834400177002","-25.476900100708","2017",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"192","2020-09-29 14:53:26-03","UFPR","UPCB","69369","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Michelon, C.","Michelon, C.","495","2009",NA,"Brasil","Paraná","Parque Estadual Pico do Marumbi - Morro do Canal",NA,"Epífita no interior de matinha nebular. Topo do morro..",NA,NA,"(Hedwig) C.V.Morton","08","15","1375","1375",NA,"Piraquara","-49.0633010864258","-25.4416999816895","2009","09","17",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"193","2020-09-29 14:53:26-03","UFPR","UPCB","67382","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Michelon, C.","Michelon, C.","518","2009",NA,"Brasil","Paraná","Parque Estadual Pico Paraná, Pico Caratuva.",NA,"Rupícola ao longo da trilha. Floresta ombrófila densa altomontana..","UPCB0005380","UPCB0005380","(Hedwig) C.V.Morton","10","03",NA,NA,NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465","2009","10","07",NA,NA,"55154","auto",NA,NA,NA,NA,NA
"194","2020-09-29 14:53:26-03","UFPR","UPCB","67399","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Michelon, C.","Michelon, C.","565","2009",NA,"Brasil","Paraná","São Luiz do Purunã.",NA,"Rupícola em capão..",NA,NA,"(Hedwig) C.V.Morton","10","23",NA,NA,NA,"Balsa Nova","-49.6356010437012","-25.5839004516602","2009","10","29",NA,NA,"27346","auto",NA,NA,NA,NA,NA
"195","2020-09-29 14:53:26-03","UFPR","UPCB","57682","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Labiak, P.H.","Labiak, P.H.","3514","2005",NA,"Brasil","Paraná","Serra da Prata. Parque Nacional saint-Hilaire/Lange. PR1200.",NA,"Rupícola. Floresta Ombrófila Densa..","UPCB0005373","UPCB0005373","(Hedwig) C.V.Morton","01","26","1200","1200",NA,"Guaratuba","-48.5746994018555","-25.8827991485596","2007","01",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"196","2011-03-22 21:17:00-03","MO","MOBOT","2691806","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Moran, R.C. (AAU)","Benjamin Øllgaard","Øllgaard 99631","1992","South America","Ecuador","Pastaza","Road N of El Topo (Rio Negro-Mera), km ca. 10 (end of road). Montane forest at Río Topo.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","1","23","1400.00000000",NA,NA,NA,"-78.2","-1.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2008-05-27 22:02:00-03","MO","MOBOT","1867180","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Smith A.R.","M. Kessler","Kessler 9815a","1997","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,"(Hedw.) C.V. Morton","6","6","1450.00000000",NA,NA,NA,"-68.48333","-15.03333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2017-11-18 05:19:00-02","MO","MOBOT","100170052","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","I. Jiménez, (LPB)","Iván Jiménez","Jiménez Pérez 4997","2008","South America","Bolivia","La Paz","Parque Nacional Madidi, senda Keara-Mojos, entre Lagunillas y Fuertecillos.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","3","3","1970.00000000",NA,NA,"Franz Tamayo","-68.9333333","-14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"199","2020-05-05 20:43:00-03","MO","MOBOT","100171048","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","A.R. Smith (UC)","Alfredo F. Fuentes|H. Huaylla","Fuentes Claros 13179","2008","South America","Bolivia","La Paz","Madidi, Pelechuco-Apolo, Jocko Tika-Tanhuara Pata",NA,NA,NA,NA,"(Hedw.) C.V. Morton","6","17","2200.00000000",NA,NA,"Franz Tamayo","-68.9625","-14.7583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-104","4",NA
"200","2020-03-28 04:36:00-03","MO","MOBOT","100342591","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"M.E. Acuña Tarazona","Acuña Tarazona 111","2009","South America","Peru","Pasco","Dist. Huancabamba. Parque Nacional Yanachaga-Chemillén. Sector Quebrada Yanachaga. Parcela Permanente 1-Ha.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","10","4","3170.00000000",NA,NA,"Oxapampa","-75.4675","-10.3758334",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3",NA
"201","2008-05-27 22:02:00-03","MO","MOBOT","1006500","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Robbin C. Moran (MO)","Alice Fay|Louis Fay","Fay 3078","1991","South America","Ecuador","Pichincha","Río Guajalito Reserve. 10 km W of Chiriboga, km 59 of old road Quito-Santo Domingo. Wet cloud forest.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","7","7","1900.00000000",NA,NA,"Quito","-78.8","-0.23333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"202","2019-09-03 04:36:00-03","MO","MOBOT","1294725","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Alan R. Smith (UC)","Homero Vargas|Edwin Narváez|Alina Freire","Vargas López 2974","1998","South America","Ecuador","Napo","Reserva Ecológica Antisana. Río Aliso, 8 km al suroeste de Cosanga. Afluente del río Aliso, margen derecha a 1 km. Bosque muy húmedo Montano Bajo; suelo aluvial.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","11","12","2530.00000000",NA,NA,"Quijos","-77.95","-0.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2008-05-27 22:02:00-03","MO","MOBOT","15364","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Robbin C. Moran","H. van der Werff|et al.","van der Werff 8812","1987","South America","Venezuela","Trujillo","Paramo and cloud forest, Paramo de Guaramacal.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","2","3","833.00000000","1000.00000000",NA,NA,"-70.245556","9.172778",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-9","3",NA
"204","2012-04-12 05:10:00-03","MO","MOBOT","1755570","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","M. Kessler","Alfredo F. Fuentes|et al.","Fuentes Claros 4913","2002","South America","Bolivia","La Paz","Parque Nacional Madidi, Mamacona, 38 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas; trayecto de 7.5 km entre Mamacona y campamento Jatun Chiriuno. Bosque yungueño termo-mesotropical pluviestacional húmedo, con Podocarpus oleifolius, Alchornea spp, Melastomataceae spp y Lauraceae spp; en partes matorrales, pajonales y arbustedas secundarios, producto de quemas, con Chusquea, Melastomataceae, Asteraceae, Pteridium arachnoideum y Ericaceae. Terreno montañoso",NA,NA,NA,NA,"(Hedw.) C.V. Morton","7","10","1700.00000000","2100.00000000",NA,"Abel Iturralde","-68.18472","-14.45916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-29","5",NA
"205","2020-04-30 04:37:00-03","MO","MOBOT","1823875","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","W. D. Rodriguez","RODRÍGUEZ","RODRÍGUEZ 3267","2001","South America","Colombia","Antioquia","Vereda pantanillo",NA,NA,NA,NA,"(Hedw.) C.V. Morton","6","28","2545.00000000",NA,NA,"Envigado","-75.50472","6.17861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2011-07-25 13:31:00-03","MO","MOBOT","1823876","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","A. Arbelaez","Lucía Atehortúa","Atehortúa 1056","1980","South America","Colombia","Antioquia","Carretera Sonson-Dorada, paramo de Sonson",NA,NA,NA,NA,"(Hedw.) C.V. Morton","6","5","3250.00000000",NA,NA,"Sonsón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2017-11-18 05:19:00-02","MO","MOBOT","1851013","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Jiménez I.","Iván Jiménez","Jiménez Pérez 766","2001","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,"(Hedw.) C.V. Morton","4","11","2280.00000000",NA,NA,"Franz Tamayo","-68.95","-14.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2017-11-18 05:19:00-02","MO","MOBOT","1851014","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Jiménez I.","Iván Jiménez","Jiménez Pérez 1058","2001","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,"(Hedw.) C.V. Morton","12","11","1660.00000000",NA,NA,"Franz Tamayo","-68.91666","-14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2008-05-27 22:02:00-03","MO","MOBOT","1867191","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Smith A.R.","M. Kessler","Kessler 10235","1997","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,"(Hedw.) C.V. Morton","6","21","1500.00000000",NA,NA,NA,"-68.48333","-15.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2014-04-04 05:51:00-03","MO","MOBOT","1908242","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","A. Smith (UC)","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18594","2003","South America","Peru","Pasco","San Alberto, undisturbed montane forest.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","7","18","2400.00000000",NA,NA,"Oxapampa","-75.35","-10.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"344","3",NA
"211","2014-04-04 05:52:00-03","MO","MOBOT","1918413","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Alan R. Smith (UC)","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18634","2003","South America","Peru","Pasco","San Alberto, undisturbed montane forest.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","7","18","2400.00000000",NA,NA,"Oxapampa","-75.35","-10.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"344","4",NA
"212","2016-04-29 09:42:00-03","MO","MOBOT","1924350","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","I. Jimenez","Alfredo F. Fuentes|Narel Paniagua Zambrana|L. Cayola|Susan Whitehead|Ramiro Cuevas|Rolando Cuevas|Lander Cuevas|Evert Cuevas","Fuentes Claros 5995","2003","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi, Piedra Blanca, 10,4 km en linea recta al S de Pata, camino a Santa Cruz del Valle Ameno.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","11","12","1900.00000000",NA,NA,"Franz Tamayo","-68.6719445","-14.6288889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-16","3",NA
"213","2008-05-27 22:02:00-03","MO","MOBOT","2305550","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"Marko Lewis","Lewis 86-2013",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Hedw.) C.V. Morton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2011-03-22 21:17:00-03","MO","MOBOT","2674992","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Moran, R.C. (AAU)","Benjamin Øllgaard","Øllgaard 99952","1991","South America","Ecuador","Pichincha","Estación Biológica Río Guajalito, in Quebrada Las Palmeras, km 59 along road Chillogallo-Alluriquín. Tall montane forest.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","11","30","2000.00000000","1800.00000000",NA,NA,"-78.78333","-0.23333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2011-03-22 21:15:00-03","MO","MOBOT","2685090","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Navarrete, H. (AAU)","Benjamin Øllgaard|Hugo Navarrete","Øllgaard 1836","1996","South America","Ecuador","Sucumbíos","Sinangue, upstream from Lumbaqui on Río Aguarico, ca 1 km W of village. Tall mature forest in flat terrain.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","10","22","600.00000000",NA,NA,NA,"-77.43333","-0.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2011-03-22 21:15:00-03","MO","MOBOT","2687947","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Navarrete, H. (AAU)","Benjamin Øllgaard|Hugo Navarrete","Øllgaard 3002","1998","South America","Ecuador","Tungurahua","Road N of El Topo, km 9, at suspension bridge over Río Topo. Wet forested river bank.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","3","30","1550.00000000","1600.00000000",NA,NA,"-78.2","-1.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2009-09-13 06:51:00-03","MO","MOBOT","2689507","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Moran, R.C. (AAU)","Benjamin Øllgaard|Jens E. Madsen|L. Ellemann","Øllgaard 90911","1989","South America","Ecuador","Zamora-Chinchipe","Road Loja-Zamora, c. 13 km E of the pass, just before junction with old road.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","3","8","2030.00000000",NA,NA,NA,"-79.08333","-3.96666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2008-05-27 22:02:00-03","MO","MOBOT","30466","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Robbin C. Moran","Robbin C. Moran|Cirri K. Rohrbach","Moran 5372","1991","South America","Ecuador","Zamora-Chinchipe","New road Loja to Zamora, 13 km E of the Pass. Wet forest along creek that crosses the road.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","2","14","2000.00000000",NA,NA,NA,"-79.03333","-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","4",NA
"219","2020-04-30 04:37:00-03","MO","MOBOT","3095133","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"RODRÍGUEZ","RODRÍGUEZ 4843","2004","South America","Colombia","Antioquia",NA,NA,NA,NA,NA,"(Hedw.) C.V. Morton","12","20","2150.00000000","2250.00000000",NA,"Fredonia","-75.64111","5.9875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2012-04-12 05:10:00-03","MO","MOBOT","3134357","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","A.R. Smith (UC)","Alfredo F. Fuentes|M. Cornejo|E. Ticona|Saul Sompero|C. Cuqui","Fuentes Claros 11068","2006","South America","Bolivia","La Paz","Santo Domingo, sector Tintaya, parcela temporal 5. Bosque de yungas subandino superior pluvial con Dictyocaryum lamarckianum en ladera.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","10","17","1463.00000000",NA,NA,"Franz Tamayo","-68.58416","-14.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-70","4",NA
"221","2012-04-12 05:10:00-03","MO","MOBOT","3160369","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","A.C. Smith (UC)","L. Cayola|G. Chive|I. Loza|M. Cornejo|E. Ticona|Alfredo F. Fuentes","Cayola Pérez 2550","2006","South America","Bolivia","La Paz","Región Madidi, Santo Domingo, sector arroyo Tintaya. Bosque yungueño subandino superior pluvial con Dyctiocaryum lamarckianum y Socratea exorrhiza, ladera, pendiente 5%.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","10","22","1468.00000000",NA,NA,"Franz Tamayo","-68.5916666","-14.7791667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-07","4",NA
"222","2008-05-27 22:02:00-03","MO","MOBOT","32107","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Robbin C. Moran","Robbin C. Moran|Cirri K. Rohrbach","Moran 5235","1991","South America","Ecuador","Pichincha","Maquipucuna Biological Field Station, ca. 5 km E of Nanegalito and ca. 25 km N of Quito, cloud forest.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","2","2","1400.00000000","1700.00000000",NA,NA,"-78.58333","0.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-7","3",NA
"223","2011-06-09 17:54:00-03","MO","MOBOT","3323787","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Robert G. Stolze","C. Vargas C.","Vargas Calderón 6290","1947","South America","Peru","Cusco","Convencion. Sahuayaco.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","1","17","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2008-05-27 22:02:00-03","MO","MOBOT","3324018","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","A. Smith","Julian A. Steyermark","Steyermark 55394","1944","South America","Venezuela","Lara","Slopes of mountain between Santo Domingo and Los Quebraditos, south of Las Sabanetas, above Humocaro Bajo,",NA,NA,NA,NA,"(Hedw.) C.V. Morton","2","8","2430.00000000","2745.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-09-04 04:40:00-03","MO","MOBOT","3324149","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Henk van der Werff","Herbert H. Smith","Smith 2600","1898","South America","Colombia",NA,"Plants of Santa Marta,",NA,NA,NA,NA,"(Hedw.) C.V. Morton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2012-12-22 12:47:00-02","MO","MOBOT","3324411","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"Alan R. Smith|Francisco J. Ortega|Robert F. Smith|Raúl Rivero|Tom Lemieux|Gerardo Aymard|Flavia Escalona","Smith 1252","1982","South America","Venezuela","Lara","Dtto. Morán [Andres Eloy Blanco]: 8.7 mi SE of Sanare, in Parque Nacional Yacambú (3.4 mi beyond park entrance); On steep, bare walls of dark stream bank.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","11","13","1500.00000000",NA,NA,NA,"-69.58333","9.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2008-05-27 22:02:00-03","MO","MOBOT","3324582","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Morton","Julian A. Steyermark","Steyermark 56401","1944","South America","Venezuela","Mérida","Slopes bordering and tributary to Río Cabaguá, southwest of Canaguá,",NA,NA,NA,NA,"(Hedw.) C.V. Morton","5","9","1950.00000000","1980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2011-12-29 14:59:00-02","MO","MOBOT","3325259","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Paulo Windisch","Albano Schmalz","Schmalz s.n.","1905","South America","Brazil","Santa Catarina","São Bento.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","3",NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"229","2011-06-09 17:54:00-03","MO","MOBOT","3325463","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Robert G. Stolze","C. Vargas C.","Vargas Calderón 3262","1943","South America","Peru","Cusco","Alturas de Pintobamba, en bosque prefiere lugares secos bajo arboles paumdosos.",NA,NA,NA,NA,"(Hedw.) C.V. Morton","3","4","2700.00000000",NA,NA,"La Convención",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2017-03-09 23:10:00-03","MO","MOBOT","3325676","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Morton","Julian A. Steyermark","Steyermark 56407","1944","South America","Venezuela","Mérida","Slopes bordering and tributry to Río Canaguá, southwest of Canaguá,",NA,NA,NA,NA,"(Hedw.) C.V. Morton","5","9","1950.00000000","1980.00000000",NA,NA,"-71.4666667","8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
