"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber","sex"
"48","2019-11-13 11:33:11-03","USP","SPF","206000","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Goeldi, EA","333","1903","02",NA,NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,"SPF00206000",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-13 11:33:11-03","USP","SPF","198136","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Santos, MF","513","2008","03","17",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","APA Morro da Pedreira","-43.3210983276367","-19.414400100708",NA,NA,"SPF00198136",NA,NA,"Yamamoto, K","22479","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-13 11:33:11-03","USP","SPF","198137","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Santos, MF","239","2008","03","13",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","Parque Nacional da Serra do Cipó","-43.3210983276367","-19.414400100708",NA,NA,"SPF00198137",NA,NA,"Shimizu, GH","22479","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-13 11:33:11-03","USP","SPF","200274","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Freitas, HS","341","2007","03","21",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,"SPF00200274",NA,NA,"Freitas, HS","30784","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-10-07 09:36:12-03","UEFS","HUEFS","184213","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Braga, J.M.A.","4535","1997","11","05",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Estrada próxima a Ponte do Maromba.","-44.5633010864258","-22.4960994720459",NA,"Mata densa","HUEFS0184213","HUEFS0184213",NA,"D.J.P.Gonçalves & G.H.Shimizu","19648","auto","2014","07",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"53","2019-10-07 09:36:12-03","UEFS","HUEFS","184214","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Silva-Neto, S.J.","1847","2003","09","06",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Mata próximo a margem do Rio Campo Belo, onde atravessa para a parcela.","-44.5633010864258","-22.4960994720459",NA,NA,"HUEFS0184214","HUEFS0184214",NA,"D.J.P.Gonçalves & G.H.Shimizu","19648","auto","2014","07",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:36:12-03","UEFS","HUEFS","184227","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Silva-Neto, S.J.","1845","2003","02","22",NA,"Brasil","Rio de Janeiro","Itatiaia","Estrada para o Hotel Simon, próximo ao bambuzal, 10m das estradas.","-44.566667","-22.25",NA,NA,"HUEFS0184227","HUEFS0184227",NA,"D.J.P.Gonçalves & G.H.Shimizu",NA,NA,"2014","07",NA,"44W34'0''","22S15'0''",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"55","2019-10-07 09:36:12-03","UEFS","HUEFS","237403","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Baez, C.","1672","2018","05","17",NA,"Brasil","Rio de Janeiro","Valença","Parque Estadual da Serra da Concórdia. Estrada para as torres.","-43.782222","-22.364167",NA,"Floresta Estacioanl Semidecidual em estágio avançado de regeneração.","HUEFS0237403","HUEFS0237403",NA,NA,NA,NA,NA,NA,NA,"43W46'56''","22S21'51''","1022","1022","Rosanae",NA,NA,NA,NA,NA,NA
"56","2019-10-07 09:36:12-03","UEFS","HUEFS","208854","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Goeldl, E.A.","333","1903","02",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos. Herb; Amaz.333","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0208854","HUEFS0208854","Isótipo",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"57","2019-09-04 19:26:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana",NA,"A. Glaziou","6872","1874","2","12","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"58","2019-01-23 11:10:01-02","F","FMNH-SEEDPLANTS","V0074887F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana",NA,"A. Glaziou","6872","1874","2","12","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0074887F","V0074887F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"59","2019-01-23 11:10:01-02","F","FMNH-SEEDPLANTS","V0074888F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana",NA,"A. Glaziou","6872","1874","2","12","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0074888F","V0074888F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"60","2020-07-23 12:24:40-03","CEPLAC","CEPEC","135851","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana",NA,"E. A. Goeldi","333","2003","09","20",NA,"Brasil","Rio de Janeiro","rio de janeiro","Sera dos Órgãos. Herb; Amaz.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Isótipo","E. A. Goeldi","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-23 12:24:40-03","CEPLAC","CEPEC","133437","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana",NA,"J. E. Meireles","569",NA,NA,NA,NA,"Brasil","Rio de Janeiro","friburgo",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"J. E. Meireles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2016-08-23 11:00:33-03","NHMLondon","NHM-LONDON-BOT","BM000566755","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","E.A. Goeldi","333","1903","02",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"-42.64735","-22.531489",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/d94ea933c2b99300680cf469443e6284e2b9440d/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Isotype",NA,NA,NA,"1947",NA,NA,"-42.64735","-22.531489",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4979497",NA
"63","2019-11-01 15:12:00-03","UnB","UB","164190","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Gomes, V","2783","1968","01","02","Southern America","Brasil","Minas Gerais","Juiz de Fora","Fazenda de São Mateus.","-43.3502998352051","-21.7642002105713",NA,"Árvore de 25 metros de altura e diâmetro de 20 cm.",NA,NA,NA,"Shimizu, GH","36144","auto","2014","12","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2010-08-16 16:42:39-03","GH","HU-HERB","GH 00045253","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warming","A. F. M. Glaziou","6872",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6872",NA,NA,"undetermined"
"65","2014-09-23 10:59:55-03","G","G","G00343258","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Goeldi, E.","333","1903",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=246212&base=img&lang=en","G00343258","G00343258","TYPUS of Vochysia goeldii Huber","?",NA,NA,NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,NA,NA,NA
