"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount"
"11","2020-02-08 09:05:22-03","NBC","NL-BOTANY","L.1870376","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.",NA,NA,NA,NA,"Hatschbach GG",NA,"1966","12","13","Brazil",NA,NA,"Parana, Mun Palmas.",NA,NA,NA,NA,NA,NA,"NL-L1870376","NL-L1870376",NA,"Escalloniales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1870376 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"12","2020-02-08 09:05:22-03","NBC","NL-BOTANY","WAG.1930351","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.",NA,NA,NA,NA,"Hatschbach GG",NA,"1966","12","13","Brazil",NA,NA,"Parana, Mun Palmas.",NA,NA,NA,NA,NA,NA,"NL-WAG1930351","NL-WAG1930351",NA,"Escalloniales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1930351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"13","2020-11-04 11:07:12-03","ESALQ","ESA","13943","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima",NA,NA,NA,NA,NA,"Hatschbach, G.","53660.0","1989","12","05","Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"ESA013943","ESA013943","Magnoliophyta",NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA
"14","2020-11-04 11:07:12-03","ESALQ","ESA","31384","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.","Lima, M.I.R.G.",NA,NA,NA,"Kiehl, J. ; Franco, C.M.","5203.0","1939","10","19","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA031384",NA,"Magnoliophyta",NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA
"15","2020-12-21 16:37:26-03","IAP","PACA-AGP","6844","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.","Emrich-Rambo","1954","09","17","Bruxel, A.",NA,"1935",NA,NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"PACA006844",NA,"Magnoliophyta","Saxifragales",NA,NA,"Habitat: In silvula humida Fenofase: flor","70701","auto","Magnoliatae",NA,NA,NA
"16","2019-08-27 13:32:53-03","IAP","PACA-AGP","49625","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.","Emrich-Rambo","1954","09","17","Rambo, B.",NA,"1951","01","10","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"PACA049625",NA,"Magnoliophyta","Saxifragales",NA,NA,"Habitat: Ad rivum in silvula Fenofase: flor e fruto semievoluto","70701","auto","Magnoliatae",NA,NA,NA
"17","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0031300","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.","G. Hatschbach",NA,NA,NA,"G. Hatschbach; V. Nicolack","53660","1989","12","5","Brazil","Parana",NA,"Sto. Agostinho (mun. Palmas).","-52","-26.5",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Escalloniales",NA,NA,"Arbusto 1 m, untuoso ao tacto, flores vermelhas.",NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:23:54-03","MBM","MBM","428104","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.","Lozano, E.D.","2017",NA,NA,"Lozano, E.D.; Engels, M.E.; Engels, M.E.","2351","2013","12","13","Brazil","Paraná","Palmas","Refúgio de Vida Silvestre de Palmas, Fazenda Capão Alto","-51.607111","-26.53325","-51.607111","-26.53325",NA,NA,"MBM428104",NA,NA,NA,"Southern America",NA,"Arvoreta, 2 m, flores róseas, borda de capão.; Campos de Palmas.",NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:44:54-03","MBM","MBM","16080","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Ravenna, P.; Ravenna, P.","23099",NA,NA,NA,"Brazil","Paraná","Guarapuava","Entre Rios","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM016080","MBM016080",NA,NA,"Southern America",NA,NA,"53832","auto",NA,NA,NA,NA
"20","2020-12-21 16:44:54-03","MBM","MBM","24549","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","30723",NA,NA,NA,"Brazil","Paraná","Palmas","Morro da Baliza","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"MBM024549","MBM024549",NA,NA,"Southern America",NA,NA,"46666","auto",NA,NA,NA,NA
"21","2020-12-21 16:44:54-03","MBM","MBM","132824","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Nicolack, V.; Nicolack, V.","53660",NA,NA,NA,"Brazil","Paraná","Palmas","Santo Agostinho","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"MBM132824","MBM132824",NA,NA,"Southern America",NA,NA,"46666","auto",NA,NA,NA,NA
"22","2020-12-21 16:44:54-03","MBM","MBM","1514","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.","Sleumer, H.","1967","11",NA,"Hatschbach, G.","15407",NA,NA,NA,"Brazil","Paraná","Palmas","Santo Agostinho","-51.9906005859375","-26.4841995239258",NA,NA,"1000","1000","MBM001514","MBM001514",NA,NA,"Southern America",NA,"= 53595&nf;Arbusto 1,50m, flor vermelha; zona de campo, beira de córrego.","46666","auto",NA,NA,NA,NA
"23","2020-12-21 16:44:54-03","MBM","MBM","53595","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.","Sleumer, H.",NA,NA,NA,"Hatschbach, G.","15407",NA,NA,NA,"Brazil","Paraná","Palmas","Santo Agostinho","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"MBM053595","MBM053595",NA,NA,"Southern America",NA,"= 1514","46666","auto",NA,NA,NA,NA
"24","2020-12-21 16:44:54-03","MBM","MBM","62776","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.","Rambo, B.",NA,NA,NA,"Rambo, B.","49625",NA,NA,NA,"Brazil","Santa Catarina","Lages","Lages","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"MBM062776","MBM062776",NA,NA,"Southern America",NA,NA,"70701","auto",NA,NA,NA,NA
"25","2015-10-28 06:32:34-02","MNHN","RECOLNAT_MNHN_P","P00709566","PreservedSpecimen",NA,"Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.","Sleumer",NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,NA,"Province de San Paolo",NA,NA,NA,NA,NA,NA,"P00709566","P00709566_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00709566' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"holotype","834",NA
"26","2015-09-04 05:05:33-03","MNHN","RECOLNAT_MNHN_P","P02575796","PreservedSpecimen",NA,"Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.",NA,NA,NA,NA,"Sellow",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02575796","P02575796_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02575796' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"4968",NA
"27","2015-09-04 05:05:33-03","MNHN","RECOLNAT_MNHN_P","P02575792","PreservedSpecimen",NA,"Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.",NA,NA,NA,NA,"Hatschbach, G.",NA,"1966","12","13","Brasil","Paraná","Palmas","S. Agostinho.","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"P02575792","P02575792_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02575792' target='other'> <mi>dwc_moreinfo</mi></a>","46666","auto",NA,NA,"15407",NA
"28","2020-12-11 11:35:11-03","UFMG","BHCB","28919","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:35:11-03","UFMG","BHCB","28919","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-11 17:18:49-03","UFPR","UPCB","6759","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.","Sleumer, H.O.","1967","12",NA,"Hatschbach, G.","15407","1966","12","13","Brasil","Paraná","Palmas","Santo Agostinho","-51.9906005859375","-26.4841995239258",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,"Arbusto, 1,50m, flor vermelha. Campo, beira de córrego..","46666","auto",NA,NA,NA,NA
"31","2021-02-11 17:18:49-03","UFPR","UPCB","18954","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.","Hatschbach, G.","1990","01","01","Hatschbach, G.","53660","1989","12","05","Brasil","Paraná","Palmas","Santo Agostinho","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto, 1m, untuoso ao tato, flor vermelha. Campo, solo turfoso junto a córrego..","46666","auto",NA,NA,NA,NA
"32","2010-08-24 16:24:00-03","MO","MOBOT","100299255","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.","F. Zapata (MO)",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 3099","1969","12","4","Brazil","Paraná","Guarapuava","Entre Rios.","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"53832","auto",NA,NA,NA,"1"
"33","2010-08-24 16:22:00-03","MO","MOBOT","100299254","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.","F. Zapata (MO)",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 15407","1966","12","13","Brazil","Paraná","Palmas","S. Agostinho.","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"46666","auto",NA,NA,NA,"1"
"34","2010-08-24 16:27:00-03","MO","MOBOT","100299258","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.","F. Zapata (MO)",NA,NA,NA,"A. Saint-Hilaire","Saint-Hilaire s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1"
"35","2013-05-21 10:23:34-03","CPQBA","CPMA","1437","S","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","St Hill",NA,NA,NA,NA,"Pirez/Ramos",NA,"1982","10","10","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"somente no herbário","23900","auto",NA,NA,"CPQBA 1010",NA
"36","2020-09-12 05:00:02-03","US","US","3233599","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach & V. Nicolack","53660","1989","12","5","Brazil","Palmas",NA,"Sto. Agostinho",NA,NA,NA,NA,NA,NA,"US01351590","US01351590_01",NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","2705987","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach","30723","1972","11","19","Brazil","Palmas",NA,"Morro da Beliza.",NA,NA,NA,NA,NA,NA,"US01351591","US01351591_01",NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","2269190","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.",NA,NA,NA,NA,"L. Smith & Klein, R.","8441","1956","12","7","Brazil","Mafra",NA,"Campo west of Mafra on the road to Barracas",NA,NA,NA,NA,"800",NA,"US01351595","US01351595_01",NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","2055059","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.",NA,NA,NA,NA,"B. Rambo","49625","1951","1","10","Brazil","Lages",NA,NA,NA,NA,NA,NA,NA,NA,"US01351596","US01351596_01",NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","2269512","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.",NA,NA,NA,NA,"L. Smith & Klein, R.","10628","1957","2","2","Brazil","Mafra",NA,"10km west of Tinguá on the road to Mafra",NA,NA,NA,NA,"800",NA,"US01351594","US01351594_01",NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"41","2020-09-12 05:00:02-03","US","US","2706892","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach","23099","1969","12","4","Brazil","Guarapuava",NA,"Entre Rios",NA,NA,NA,NA,NA,NA,"US01351592","US01351592_01",NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","2564548","PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtusissima","Escallonia obtusissima","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach","15407","1966","12","13","Brazil","Palmas",NA,"S. Agostinho",NA,NA,NA,NA,"1000",NA,"US01351593","US01351593_01",NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"43","2021-03-15 18:26:48-03","USP","SPF","225435","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.","Zapata, F","2008","03","16","Fonseca, LHM","73","2008","03","16","Brasil","Santa Catarina","Mafra","Estrada para Barracas.","-49.825083","-26.099972","-49.825083","-26.099972","780","780","SPF00225435","SPF00225435",NA,NA,NA,NA,"Arbusto ca. 1,5 m. Estéril (em álcool).",NA,NA,NA,NA,NA,NA
"44","2019-09-04 19:11:50-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Saxifragaceae","Escallonia","obtussissima","Escallonia obtussissima",NA,NA,NA,NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA
"45","2019-01-25 15:34:48-02","IAC","IAC","5203","S","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.","V.C. Souza","2000","08","19","J. Kiehl & C.M. Franco","s/nº","1939","10","19","Brasil","São Paulo","Cunha",NA,"-44.9597","-23.0744","-44.9597","-23.0744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-08-20 20:38:41-03","UFSC","FLOR","20758","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.","Hatschbach, G.","1990",NA,NA,"Hatschbach, G.; Nicolack, V.","53660","1989","12","05","Brasil","Paraná","Palmas","Sto. Agostinho.","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"FLOR0020758",NA,NA,"Escalloniales",NA,NA,"arbusto, untuoso ao tacto, flor vermelha, 1m altura","46666","auto",NA,NA,NA,NA
"47","2020-08-20 14:55:53-03","UFSC","FLOR","24699","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.",NA,NA,NA,NA,"Klein, R.M.","3483","1962","12","07","Brasil","Santa Catarina","Caçador","Fazenda Carneiros.","-51.0149993896484","-26.7752990722656",NA,NA,"1100","1100","FLOR0024699",NA,NA,"Escalloniales",NA,NA,"flor vermelha","38516","auto",NA,NA,NA,NA
"48","2021-03-04 15:43:00-03","IF","SPSF","13432","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.","G.Hatschbach",NA,NA,NA,"G.Hatschbach & V.Nicolack","53660","1989","12","05","Brasil","PR","Palmas","Santo Agostinho","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Escalloniales","América do Sul",NA,"COLETA: Arbusto de 1 m de altura. Untuoso ao tato. Flores vermelhas.; GEOGRAFIA: Zona de Campo. Solo turfoso. Junto a córrego.;","46666","auto","Magnoliopsida",NA,NA,NA
"49","2017-09-11 17:09:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.",NA,NA,NA,NA,"Gaudichaud Beaupré, C","s.n.",NA,NA,NA,"Brazil",NA,NA,"Habitat in prov. S. Pauli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:09:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.",NA,NA,NA,NA,"Sello, HL","s.n.",NA,NA,NA,"Brazil",NA,NA,"Habitat in prov. S. Pauli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-03-12 10:23:53-03","IBt","SP","141311","S","Plantae","Escalloniaceae","Escallonia","obtusissima","Escallonia obtusissima","A.St.-Hil.","Pereira, E","1975","04","05","Hatschbach, G","15407","1966","12","13","Brasil","Paraná","Palmas","S. Agostinho","-51.9906005859375","-26.4841995239258",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA
