"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","phylum","order","scientificNameAuthorship","typeStatus","county","minimumElevationInMeters","maximumElevationInMeters","imagecode","decimalLongitude","decimalLatitude","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00996784","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","R. S. Santos","24240","1963","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996784","Minas Gerais","Entre Pirapora e Montes Claros.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,NA,NA,NA,"NY00996784_01",NA,NA,"A. G. M. W. A. Robyns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01131838","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","D. C. Zappi","1282","2008","08","19","South America","Brazil","sheet",NA,"Projeto Flora Cristalino. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281551' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131838","Mato Grosso","Parque Estadual Cristalino. Serra do Rochedo, acesso pela Fazenda AJJ.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,"Novo Mundo","355","355","NY01131838_01","-55.229367","-9.668978","D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","44233","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","M. J. G. Hopkins","110","1983","07","26","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00044233","Santa Cruz","Taperas. Ca. 95 km N of San Ignacio & ca. 32 km S of San Simon","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,"José Miguel de Velasco",NA,NA,NA,"-60.97","-15.73","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00996781","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","G. T. Prance","19212","1973","10","19","South America","Brazil","sheet",NA,"See fruit collection. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996781","Mato Grosso","Road behind Veu de Noiva. Chapada dos Guimarães.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,NA,"720","720","NY00996781_01","-55.832445","-15.40761","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","402502","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","B. Maguire","56148","1963","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=762772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402502","Tocantins","Frequent between Cristalandia and Gurupi, in Savanna.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,NA,"304.8","304.8","NY00402502_01",NA,NA,"J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00996782","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","G. T. Prance","19212","1973","10","19","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996782","Mato Grosso","Road behind Veu de Noiva. Chapada dos Guimarães.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,NA,"720","720","NY00996782_01","-55.832445","-15.40761","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00996779","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","C. A. Cid Ferreira","6412","1985","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996779","Mato Grosso","Faz. Codeara Serra da Viúva, a 12 km S da Cidade.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,"Santa Terezinha",NA,NA,"NY00996779_01","-50.58","-10.67","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00996780","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","C. A. Cid Ferreira","6412","1985","10","10","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996780","Mato Grosso","Faz. Codeara Serra da Viúva, a 12 km S da Cidade.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,"Santa Terezinha",NA,NA,"NY00996780_01","-50.58","-10.67","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00996778","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","J. A. Ratter","R.3740",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117335' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996778","Distrito Federal","Fazenda Agua Limpa (University of Barasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower. On the margin of rather dry gallery forest (cabeceira below the Olho de Agua da Onça).","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,"Brasília",NA,NA,"NY00996778_01","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00996777","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","J. A. Ratter","R.265","1967","08","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117331' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996777","Mato Grosso","c. 6 km SW of Xavantina.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,NA,NA,NA,"NY00996777_01","-52.33","-14.67","J. A. Ratter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00996786","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","F. C. A. Oliveira","624","1996","06","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996786","Goiás","Morro à esquerda do trevo para Macedo Velho.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,"Niquelândia",NA,NA,"NY00996786_01","-48.4194","-14.3583","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00996783","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","S. A. Mori","16783","1984","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996783","Mato Grosso","Poconé-Pirizal H'wy, 4 km E of Poconé.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,"Poconé","100","100","NY00996783_01","-56.6228","-16.2569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","402501","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","A. M. Amorim","572","1992","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=762774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402501","Bahia","Estrada para Brasília, BR 242. Entrada no Km 70 a partir da sede do município, ca. 23 Km em direçao a Cooperativa de Cotia; Cachoeira do Acaba Vida no Rio de Janeiro.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,"Barreiras",NA,NA,"NY00402501_01","-44.99","-12.15","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1596502","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","C. S. Rosário","70","1978","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1847955' target='other'> <mi>dwc_moreinfo</mi></a>","NY01596502","Pará","Ponto 8, folha 22 VD.","Magnoliophyta","Malvales","(Mart. & Zucc.) A.Robyns",NA,"São Félix do Xingu",NA,NA,"NY01596502_01","-51.9949989318848","-6.64472007751465","J. A. Kallunki","354043","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-01-28 13:11:22-03","MCN-PUC-MINAS","HPUC-MG","CARP406","S","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","M.F.Vasconcelos","12 - 075",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Proximidade do Riacho dos Machados",NA,NA,NA,NA,"Riacho dos Machados",NA,NA,NA,"-16.033333","-43.133333",NA,NA,NA,"16°02' W","43°08' S",NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 11:07:43-03","UNESP-IBB","BOTU","15975","PreservedSpecimen","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Janssen, A.","468","1980","08","15",NA,"Brasil",NA,NA,NA,"BOTU015975","Amazonas","Tenharins km 132 pela Transamazônica em direção ao Pará",NA,NA,"(Mart. & Zucc.) A.Robyns",NA,"Humaitá",NA,NA,NA,"-63.166667","-7.516667",NA,NA,NA,"63º10'w","07°31's",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:44:01-03","EAO","IAN","145237","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Richards, PW","6577","1968","08","31","Southern America","Brasil",NA,NA,"Flowers white with rather unpleasant smell.&nf;Tree, c. 3 m high. leafless. Bark thin scaling, wood soft irregularly marked pink and white. fruit collected near Anaconda pool.","IAN145237","Mato Grosso","Cerrado. Cerrado by path to camp 2 & 3/8/68.","Dicotiledônea",NA,"(Mart. & Zucc.) A.Robyns",NA,"Xavantina",NA,NA,NA,NA,NA,"Carvalho Sobrinho",NA,NA,NA,NA,"2015","12",NA,NA,NA,NA,NA
"28","2021-03-30 12:44:01-03","EAO","IAN","150377","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Cordeiro, MR","713","1976","09","01","Southern America","Brasil",NA,NA,"Árvorte de 10m e 1m de circunferência; frutos verdes.","IAN150377","Rondônia","Sub-base do Projeto RADAM. SC-20-VD. Ponto 28.","Dicotiledônea",NA,"(Mart. & Zucc.) A.Robyns",NA,NA,NA,NA,NA,NA,NA,"Carvalho Sobrinho",NA,NA,NA,NA,"2015","12",NA,NA,NA,NA,NA
"29","2021-03-30 12:44:01-03","EAO","IAN","150377a","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Cordeiro, MR","713","1976","09","01","Southern America","Brasil",NA,NA,"Árvore de 10m e 1m de circ. Frutos verdes. Coleção de madeira.","IAN150377a","Rondônia","Sub-base Projeto Radam sc-20-vd-Ponto 28.","Dicotiledônea",NA,"(Mart. & Zucc.) A.Robyns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","07","18",NA,NA,NA,NA
"30","2021-03-30 12:44:01-03","EAO","IAN","79892","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Fróes, RL","29893","1953","06","17","Southern America","Brasil",NA,NA,"Planta de 1 metro.","IAN079892","Pará","Região do Araguáia; campos gerais.","Dicotiledônea",NA,"(Mart. & Zucc.) A.Robyns",NA,"Alto dos Montes",NA,NA,NA,NA,NA,"Carvalho Sobrinho",NA,NA,NA,NA,"2015","12",NA,NA,NA,NA,NA
"31","2019-02-20 13:41:54-03","INPA","INPA-CARPOTECA","53065","Carpo","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Lisbôa, PLB","479","1975","09","29","Southern America","Brasil",NA,NA,NA,"INPA0053065","Mato Grosso","Dardanelos, mata que cerca o salto das Andorinhas.","Dicotyledon Com-Clade","Malvales","(Mart. & Zucc.) A.Robyns",NA,"Aripuanã",NA,NA,"INPA0053065 INPA0053065_e INPA0053065_nd INPA0053065_num","-59.459400177002","-10.1667003631592","Carvalho-Sobrinho, JG de","273871","auto",NA,NA,"2011","06",NA,NA,NA,NA,NA
"32","2019-02-20 13:41:54-03","INPA","INPA-CARPOTECA","138048","Carpo","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Ferreira, CAC","6412","1985","10","10","Southern America","Brasil",NA,NA,NA,"INPA0138048","Mato Grosso","Fazenda Codeara, Serra da Viúva, 12 km S da cidade, Faz. Codeara Serra da Viúva, a 12 km S da cidade.","Dicotyledon Com-Clade","Malvales","(Mart. & Zucc.) A.Robyns",NA,"Santa Terezinha",NA,NA,"INPA0138048 INPA0138048_1 INPA0138048_1e INPA0138048_e INPA0138048_e1","-50.583333","-10.666667","Carvalho-Sobrinho, JG de",NA,NA,"-50.583333","-10.666667","2015","12",NA,NA,NA,NA,NA
"33","2021-03-02 16:29:05-03","CPAN-UFMS","COR","13168","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Damasceno-Júnior, G. A.; Milliken, W.; Urquiza, M. V. S. & Alves, F. M.","3459","2005","02","23",NA,"Brasil",NA,NA,"Árvore com 8 m de altura Habito: Árvore",NA,"Mato Grosso do Sul","Mineração Corumbaense; paredão próximo ao paiol de explosivos",NA,NA,"(Mart.) A.Robyns",NA,"Corumbá",NA,NA,NA,"-57.581111","-19.204167","Damasceno-Júnior, G. A.",NA,NA,"57º34'52''W","19º12'15''S","2005","02","23",NA,NA,NA,NA
"34","2021-03-02 16:29:04-03","CPAN-UFMS","COR","11806","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","3693","2005","09","02",NA,"Brasil",NA,NA,"Árvore, 20 m de altura; flor branca Habito: Árvore",NA,"Mato Grosso do Sul","Fazenda Remanso",NA,NA,"(Mart.) A.Robyns",NA,"Bonito","365","365",NA,"-56.735833","-20.825278","Duarte, M. C.",NA,NA,"56º44'9''W","20º49'31''S","2008","05","28",NA,NA,NA,NA
"35","2020-11-26 18:08:48-03","CPAN-UFMS","COR","13813","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Ishii, I.H.; Alves, F.M.; Urquiza, M.V.S.; Porfírio, G.E.O.","514","2004","06","23",NA,"Brasil",NA,NA,"Com Flor: branca",NA,"Mato Grosso do Sul","Cerrado da Parcela 3 - Vales. Cerrado; ferrícola; morro.",NA,NA,"(Mart.) A.Robyns",NA,"Corumbá",NA,NA,NA,"-57.6533012390137","-19.0091991424561",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-26 18:08:48-03","CPAN-UFMS","COR","13515","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Ishii,I.H.; Porfírio,G.; Sciamarelli, A.; Alves,F.;Gonçalves,P.","255","2002","10","18",NA,"Brasil",NA,NA,NA,NA,"Mato Grosso do Sul","margem baia Mandioré.",NA,NA,"(Mart.) A.Robyns",NA,"Corumbá","105","105",NA,"-57.6533012390137","-19.0091991424561","J.Semir","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-02 16:29:05-03","CPAN-UFMS","COR","13175","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Damasceno-Júnior, G. A.; Milliken, W.; Urquiza, M. V. S. & Alves, F. M.","3459","2005","02","23",NA,"Brasil",NA,NA,"Árvore com 8 m de altura Habito: Árvore",NA,"Mato Grosso do Sul","Mineração Corumbaense; paredão próximo ao paiol de explosivos",NA,NA,"(Mart.) A.Robyns",NA,"Corumbá",NA,NA,NA,"-57.6533012390137","-19.0091991424561","Damasceno-Júnior, G. A.","295160","auto",NA,NA,"2005","02","23",NA,NA,NA,NA
"38","2020-11-26 18:08:48-03","CPAN-UFMS","COR","11111","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Damasceno Júnior, G.A.; Bortolotto, I.M.; Ishii, I.H.; Nakajima, J.N.; Sciamareli, A.; Assis, E. L.M.; Velasques, J.S.; Gonçalves, P.V.; Cruz, H. D.; Porfirio, G.E.O.; Rodriguez, D.P.; Nascimento, V. L.; Alves, F. M. & Sales, J. L.","2653","2002","10","21",NA,"Brasil",NA,NA,"Com Flor: creme avermelhada",NA,"Mato Grosso do Sul","Morro da Penha. Mata semidecídua - transição para cerrado; litólico; Morro.",NA,NA,"(Mart.) A.Robyns",NA,"Corumbá","800","800",NA,"-57.6533012390137","-19.0091991424561","J.Semir","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-26 18:08:48-03","CPAN-UFMS","COR","9240","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Damasceno Júnior, G.A.; Bortolotto, I.M.; Ishii, I.H.; Nakajima, J.N.; Sciamareli, A.; Assis, E. L.M.; Velasques, J.S.; Gonçalves, P.V.; Cruz, H. D.; Porfirio, G.E.O.; Rodriguez, D.P.; Nascimento, V. L.; Alves, F. M. & Sales, J. L.","2545","2002","10","18",NA,"Brasil",NA,NA,"Com fruto:marrom avermelhado",NA,"Mato Grosso do Sul","Morro na margem da Baía Mandioré. Cerrado; litólico com afloramento de rochas quartzozas; Morro.",NA,NA,"(Mart.) A.Robyns",NA,"Corumbá",NA,NA,NA,"-57.6533012390137","-19.0091991424561","J.Semir","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:19:44-03","UFBA","ALCB","16108","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Guedes, ML","783","1983","07","17","Southern America","Brasil",NA,NA,"Ca. de 8 m. sem folhas. Flor branca com pétalas uma listra verde musgo e outros ramos.",NA,"Bahia","Oeste, Margens da Cachoeira Acaba Vida","Dicotyledon",NA,"(Mart.) A.Robyns",NA,"Barreiras",NA,NA,NA,"-44.983333","-12.15","Bocage, A",NA,NA,"-44.983333","-12.15","1995","02",NA,NA,NA,NA,NA
"41","2019-10-09 11:19:44-03","UFBA","ALCB","89948","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Guedes, ML; Gomes, FS","15875","2009","08","06","Southern America","Brasil",NA,NA,"Ca. de 8 m de alt. Decidua. Frutos verdes.",NA,"Bahia","Serra Geral, 16 km de Urandi para Licínio de Almeida","Dicotyledon",NA,"(Mart.) A.Robyns",NA,"Urandi","710","710",NA,"-42.629444","-14.756111","Carvalho-Sobrinho, JG de",NA,NA,"-42.629444","-14.756111","2011","01",NA,NA,NA,NA,NA
