"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","individualCount","relatedCatalogItem","sex"
"11","2013-11-22 14:39:15-02","EBDA","BAH","3916","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Mª do Socorro G. Ferreira","218","1981","09","22",NA,"Brasil",NA,NA,"Subarbusto de cerca de 50cm de altura, flor lilás, muito frequente.",NA,NA,NA,"Benth.","Vinicius C. Souza","Bahia","Itaberaba","Pasto Barreiro, Faz. Serra da Monta","-40.3069","-12.5275",NA,NA,"39857","auto","1988","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2013-11-22 14:39:15-02","EBDA","BAH","2720","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Berenice C. Bastos","137","1981","07","18",NA,"Brasil",NA,NA,"Erva com flores e botões lilás; pegajosa; pouco frequente.IMPORT. PLANTA: Invasora",NA,NA,NA,"Benth.","Vinicius C. Souza","Bahia","Alagoinhas","Aramarí, Pasto da Cisterna","-38.4192","-12.1356",NA,NA,"24621","auto","1988","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2013-11-22 14:39:15-02","EBDA","BAH","4561","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","H.P. Bautista","784","1983","05","27",NA,"Brasil",NA,NA,"Erva ereta aproximadamente 60cm de altura. Flores axilares, abundantes, personadas, de cor lilás. Frequente.",NA,NA,NA,"Benth.","G.C.P. Pinto et H.P. Bautista","Bahia","Itiúba","Serra de Itiúba. Adro (vila)","-39.8","-10.716667",NA,NA,NA,NA,"1983","06",NA,"39W 48'","10S 43'","700","700",NA,NA,NA,NA,NA
"14","2013-11-22 14:39:15-02","EBDA","BAH","844","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Dinorá R. Espinosa",NA,"1954","03","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","Graziela M. Barroso","Bahia","Salvador","Armação","-38.5108","-12.9711",NA,NA,"26018","auto","1954","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2013-11-22 14:39:15-02","EBDA","BAH","6623","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Álvaro C.C. Jr.","4","1986","02","20",NA,"Brasil",NA,NA,"IMPORT. PLANTA: Invasora",NA,NA,NA,"Benth.","Vinicius C. Souza","Bahia","Mata de São João",NA,"-38.2992","-12.5303",NA,NA,"47329","auto","1988","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2013-11-22 14:39:15-02","EBDA","BAH","8241","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Cassia V. A. Moruz","65","1988","01","20",NA,"Brasil",NA,NA,"Herbácea, folhas aveludadas opostas, flor lilás. Visitada por abelhas.",NA,NA,NA,"Benth.","J.D.C. Arouck Ferreira","Bahia","Lençóis","Coqueiro","-41.39","-12.5631",NA,NA,"47385","auto","1989","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2013-11-22 14:39:15-02","EBDA","BAH","8666","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","L.A. Mattos Silva","1935","1985","11","21",NA,"Brasil",NA,NA,"Subarbusto, aproximadamente 80cm de altura. Flores violetas.",NA,NA,NA,"Benth.","V.C. Souza","Bahia","Cairu","Km 4 da rodovia Cairu / Nilo Peçanha.","-39.0439","-13.4869",NA,NA,"24756","auto","1988","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:22:49-03","UFBA","ALCB","08637","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Delivaldo, AC","17",NA,NA,NA,"Southern America","Brasil",NA,NA,"De mais ou menos 1m de altura de inflorescência axilares com flores azuis.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Mata de São João","Litoral Norte","-41.45","-12.466667",NA,NA,NA,NA,"2016","10","05","-41.45","-12.466667",NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:22:49-03","UFBA","ALCB","028772","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Guedes, ML; Reitermajer, D; Viana, JC","4003","1996","09","21","Southern America","Brasil",NA,NA,"De 1m. Folhas membranáceas, tomentosas. Flor de cor lilás.; Restinga arbórea com presença de áreas úmidas. Restinga com presença de Dunas com ca. de 10m. Substrato arenoso.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Mata de São João","Litoral Norte, Santo Antônio.","-41.45","-12.466667",NA,NA,NA,NA,"2016","10","05","-41.45","-12.466667",NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:22:49-03","UFBA","ALCB","83338","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Lima, JA","16","2008","04","04","Southern America","Brasil",NA,NA,"Herbácea: Folhas discolores, simples, membranáceas e crassas.; Floresta Ombrófila Antropizada",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Ilha dos Frades","Paramana, Travessa do Torto","-38.621389","-12.772222",NA,NA,NA,NA,"2016","10","05","-38.621389","-12.772222",NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 21:32:55-03","UFBA","ALCB","03831","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Azevedo, CT de","s/n","1975","11","03","Southern America","Brasil",NA,NA,"De pequeno porte, coletada em zona alagadiça.; Lago. Terrestre.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Salvador","Instituto de Biologia.","-38.5","-12.966667",NA,NA,NA,NA,"2016","10","05","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:22:49-03","UFBA","ALCB","025261","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Mesquita, P","02","1994","06","12","Southern America","Brasil",NA,NA,"Folhas membranáceas discolores, flor cor lilás.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Salvador","Sítio moça branca.","-38.5","-12.966667",NA,NA,NA,NA,"2016","10","05","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-08 21:32:55-03","UFBA","ALCB","026183","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Bandeira, FP; Jesus, AR","s/n","1994","11","24","Southern America","Brasil",NA,NA,"Com folhas membranáceas, pilosas, frutos maduros frequentes.; Vegetação campestre, solo argilo-arenoso.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:22:49-03","UFBA","ALCB","026301","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Santos, ES","02","1992","08","15","Southern America","Brasil",NA,NA,"De flores azuis.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Camaçari","Dunas de Jauá.","-38.316667","-12.683333",NA,NA,NA,NA,"2016","10","05","-38.316667","-12.683333",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:22:49-03","UFBA","ALCB","023149","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Ribeiro, AJ","283","1991","05","26","Southern America","Brasil",NA,NA,"1,5m de altura. Flores lilases.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Livramento do Brumado","Entre o asfalto e o encontro do Rio do Paulo com o Brumado.","-41.833333","-13.633333",NA,NA,NA,NA,"2016","10","05","-41.833333","-13.633333",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:22:49-03","UFBA","ALCB","028651","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Guedes, ML; Accioly, J; et al.","3837","1996","04","20","Southern America","Brasil",NA,NA,"Procumbente. Folhas simples, membranáceas, discolores. Flores com corola de cor lilás.; Restinga arbustiva antropizada. Substrato arenoso.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Entre Rios","Porto de Sauipe.","-37.891667","-12.404722",NA,NA,NA,NA,"2016","10","05","-37.891667","-12.404722",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:22:49-03","UFBA","ALCB","029604","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Guedes, ML","4846","1997","01","24","Southern America","Brasil",NA,NA,"Ca. 1,5m, tomentoso. Folhas crassas, discolores. Flores lilases. Frequência: Ocasional.; Área antropizada.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Salvador","Campus Universitário de Ondina, UFBA.","-38.5","-12.966667",NA,NA,NA,NA,"2016","10","05","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:22:49-03","UFBA","ALCB","029605","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Guedes, ML","4847","1997","01","24","Southern America","Brasil",NA,NA,"Ca. 1,5m, tomentoso, pelos glandulíferos no caule. Folhas crassas, discolores, pelos glandulíferos. Botões esverdeados, flores roxo-claro.; Área antropizada.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Salvador","Campus Universitário de Ondina, UFBA.","-38.5","-12.966667",NA,NA,NA,NA,"2016","10","05","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:22:49-03","UFBA","ALCB","034218","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Guedes, ML; Orlandi, RP; Stradmann, MTS; Poveda, A","PCD481","1994","08","29","Southern America","Brasil",NA,NA,"ca. 1,0 m alt. Folhas simples, membranáceas, discolores. Flores com pétalas lilás.; Vegetação rupícola em degraus rochosos. Afloramento rochoso de arenito.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.470833","-12.472222",NA,NA,NA,NA,"2016","10","05","-41.470833","-12.472222","1100","1100",NA,NA,NA,NA,NA
"30","2019-10-09 11:22:49-03","UFBA","ALCB","03825","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Noblick, LR","1492","1979","08","18","Southern America","Brasil",NA,NA,"Flores azuis. Anteras brancas. Planta 1m.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Salvador","Dunas de Itapuã perto do aeroporto.","-38.5","-12.966667",NA,NA,NA,NA,"2016","10","05","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 21:32:55-03","UFBA","ALCB","03826","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Costa, AL","s/n","1975","03","27","Southern America","Brasil",NA,NA,"Alguns exemplares como o presente, apresentam as folhas com colorido vinhoso.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Itaparica","Bom Despacho. Ilha.","-38.666667","-12.883333",NA,NA,NA,NA,"2016","10","05","-38.666667","-12.883333",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-08 21:32:55-03","UFBA","ALCB","03827","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Torrend, Padre CSJ","s/n","1935",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"2016","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:22:49-03","UFBA","ALCB","03828","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Noblick, LR","1095","1979","03","24","Southern America","Brasil",NA,NA,"Flores azuis.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Salvador","Dunas entre Jardim de Allah e Pituba.","-38.5","-12.966667",NA,NA,NA,NA,"2016","10","05","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:22:49-03","UFBA","ALCB","03829","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Noblick, LR","1569","1979","09","05","Southern America","Brasil",NA,NA,"Mata.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Salvador","Museu de Ciência e Technologia. Boca do Rio.","-38.5","-12.966667",NA,NA,NA,NA,"2016","10","05","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:22:49-03","UFBA","ALCB","03833","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Costa, AL","958",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Salvador","Dunas da Pituba.","-38.5","-12.966667",NA,NA,NA,NA,"2016","10","05","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"36","2021-02-24 18:14:02-03","UFBA","ALCB","039529","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Nascimento, AFS; Guedes, ML; Vilas Bôas-Bastos, SB; Lima, SS dos; Silva, MB da","18","1998","10","17","Southern America","Brasil",NA,NA,"1,5 m. Folhas membran ceas, discolores, verticiladas, pilosas, bordo serreado. InflorescÆncia axilar, botäes esverdeados, flores com pétalas lilases. Ocasional.; restinga antropizada, com  reas alagadas e mata ciliar.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","São Sebastião do Passé","Recôncavo, Ponto 1, ao lado da Caraiba Metais","-38.483333","-12.5",NA,NA,NA,NA,"2016","10","05","-38.483333","-12.5",NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:22:49-03","UFBA","ALCB","039865","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Atkins, S; Salimena-Pires, FR; Conceição, AA; Lima, R; Roque, N; Nobre, PH; Stannard, B; A","PCD2387","1996","03","14","Southern America","Brasil",NA,NA,"0,30 m. Folhas simples. Flores azuis, fauce alva, tubo lilás com linhas purpúreas. Ocasional.; Solo arenoso com afloramentos rochosos",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Morro do Chapéu","Piemonte da Diamantina, A 5 km ao sul de Morro do Chapéu","-41.208056","-11.591389",NA,NA,NA,NA,"2016","10","05","-41.208056","-11.591389","1400","1400",NA,NA,NA,NA,NA
"38","2019-10-09 11:22:49-03","UFBA","ALCB","043981","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Passos Júnior, LA; Guedes, ML; et al.","317","1999","08","07","Southern America","Brasil",NA,NA,"1,50 m. Folhas membran ceas discolores, tomentosas com pelos viscosos. Folres de corola labiada lil s claro e fauce alva. Ocasional.; com porte arbustivo-arb¢reo médio de 7,50 m. Solo areno-argiloso.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Ibicoara","Chapada Diamantina, Fazenda Ribeirão da Serra, margem do Rio Sincor , ca. de 2 Km a Nordeste da sede","-41.283333","-13.4",NA,NA,NA,NA,"2016","10","05","-41.283333","-13.4","900","900",NA,NA,NA,NA,NA
"39","2019-10-09 11:22:49-03","UFBA","ALCB","054564","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Nunes, TS; Carneiro, AS; Andrade, BS; Rocha, AC; Silva, BM","442","2001","06","15","Southern America","Brasil",NA,NA,"Ca. 20cm de altura, muito ramificado. Folhas membranáceas. Flores com cálice verde, corola lilás-azulado com centro alvo, anteras escuras, filetes alvos.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Campo Alegre de Lourdes","Estrada para Remanso, ca. 12km de Campo Alegre de Lourdes. Beira de estrada.","-42.904167","-9.586111",NA,NA,NA,NA,"2016","10","05","-42.904167","-9.586111","529","529",NA,NA,NA,NA,NA
"40","2019-10-09 11:22:49-03","UFBA","ALCB","07421","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Guedes, ML; Queiroz, LP de","144","1981","02","11","Southern America","Brasil",NA,NA,"De mais de 1,0m de altura, com folhas pilosas, discolor e flores azuladas.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Salvador","Arredores do Jardim Zoológico.","-38.5","-12.966667",NA,NA,NA,NA,"2016","10","05","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:22:49-03","UFBA","ALCB","08915","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Pinto, GCP","42246","1974","03",NA,"Southern America","Brasil",NA,NA,"Espécie ruderal abundantemente ocorrente no Recôncavo.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Cruz das Almas",NA,"-39.1","-12.666667",NA,NA,NA,NA,"2016","10","05","-39.1","-12.666667",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:22:49-03","UFBA","ALCB","101922","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","18884","2011","04","24","Southern America","Brasil",NA,NA,"Folhas membranáceas, discolores, face abaxial tomentosa. Flores liláses.",NA,"Dicotyledon",NA,"Benth.","Guedes, ML","Bahia","Piatã","Chapada Diamantina, Antes de chegar em Piatã","-41.759167","-13.241944",NA,NA,NA,NA,"2012","01",NA,"-41.759167","-13.241944",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 21:32:55-03","UFBA","ALCB","10203","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Brito, Y","s/n","1974","11","15","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","São Felipe","Arredores.","-39.083333","-12.833333",NA,NA,NA,NA,"2016","10","05","-39.083333","-12.833333",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:22:49-03","UFBA","ALCB","106842","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Gomes, FS; Guedes, ML","1218","2012","10","23","Southern America","Brasil",NA,NA,"Folhas tomentosas, margem serreadas. Inflorescência com flores com pétalas róseas.",NA,"Dicotyledon",NA,"Benth.","Guedes, ML","Bahia","Maracás","Sudoeste, Margem do Rio de Contas, onde a Embasa faz a captação","-40.416667","-13.433333",NA,NA,NA,NA,"2013","02",NA,"-40.416667","-13.433333",NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:22:49-03","UFBA","ALCB","107853","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Guedes, ML; Mattos Andrade, PE de; Alunos de Botânica III","20561","2013","03","10","Southern America","Brasil",NA,NA,"Folhas vilosas. Flores liláses.",NA,"Dicotyledon",NA,"Benth.","Guedes, ML","Bahia","Morro do Chapéu","Piemonte da Diamantina, Caminho para Barra II (Barra dos Negros)","-41.193889","-11.440278",NA,NA,NA,NA,"2013","03",NA,"-41.193889","-11.440278","1075","1075",NA,NA,NA,NA,NA
"46","2019-10-09 11:22:49-03","UFBA","ALCB","110608","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Melo, E; Silva, M; et al.","10935","2012","03","06","Southern America","Brasil",NA,NA,"40-60cm de altura. Folhas membranáceas. Flores lilases. Frutos verdes.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Paraíba","Alagoa Nova","faz. Capim-acú, próximo ao açude, beira de estrada. beira d'água.","-35.72","-7.032778",NA,NA,NA,NA,"2016","10","05","-35.72","-7.032778","338","338",NA,NA,NA,NA,NA
"47","2019-10-09 11:22:49-03","UFBA","ALCB","119104","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Guedes, ML; Costa, TF; Medeiros, A","23256","2015","02","07","Southern America","Brasil",NA,NA,"Folhas membranáceas, pubescente. Inflorescência axilar. Flores com corola lilás.",NA,"Dicotyledon",NA,"Benth.","Scatigna, AV","Bahia","Varzedo","Recôncavo Sul, Fazenda do Sr. Getúlio. Rio Cai Camarão.","-39.446389","-12.960833",NA,NA,NA,NA,"2016","10","05","-39.446389","-12.960833",NA,NA,NA,NA,NA,NA,NA
"48","2019-10-09 11:22:49-03","UFBA","ALCB","122765","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Roque, N; Alunos de Sistemática Evolução de Espermatófitas","4755","2016","04","16","Southern America","Brasil",NA,NA,"ca. 1,0m alt. Folhas discolores. Cálice verde, corola roxa.","ALCB012836","Dicotyledon",NA,"Benth.","Colletta, GD","Bahia","Mucugê","trilha para a Cachoeira da Sibéria.","-41.348333","-12.989722","ALCB012836",NA,NA,NA,"2019","06","10","-41.348333","-12.989722","903","903",NA,NA,NA,NA,NA
