"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","typeStatus","eventTime","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"49","2020-09-12 05:00:02-03","US","US","1706138","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R. Knuth",NA,"Glaziou, --","1878","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US01884486","US01884486_01 US01884486_02","9448","3","5","Rio de Janeiro","Praia Grande (Stª Rosa)","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","1706122","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R. Knuth",NA,"Riedel, --",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01884489","US01884489_01 US01884489_02","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2020-09-12 05:00:02-03","US","US","2343345","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R. Knuth",NA,"Glaziou, --",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01884487","US01884487_01 US01884487_02","17684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"52","2015-03-06 21:25:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2018-05-14 17:19:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,"RRC ID Flag","A. Glaziou","1878","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"9448","3","9",NA,NA,"-42.5","-22",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"9448",NA
"54","2019-03-22 11:45:54-03","F","FMNH-SEEDPLANTS","V0172528F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,NA,"C. Farney","1992","South America","Brazil",NA,NA,NA,"V0172528F","V0172528F_01","3073","3","21",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-12-06 09:00:51-03","F","FMNH-SEEDPLANTS","V0172529F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,NA,"V. L. Gomes-Klein","1990","South America","Brazil",NA,NA,NA,"V0172529F","V0172529F_01","1044","10","23",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-03-22 11:52:01-03","F","FMNH-SEEDPLANTS","V0172530F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,NA,"A. Glaziou","1878","South America","Brazil",NA,NA,NA,"V0172530F","V0172530F_01","9448","3","9",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-03-24 21:17:53-03","F","FMNH-SEEDPLANTS","V0172531F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,NA,"A. Glaziou","1889","South America","Brazil",NA,NA,NA,"V0172531F","V0172531F_01","17684","4","3",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-03-24 21:18:47-03","F","FMNH-SEEDPLANTS","V0172532F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,NA,"A. Glaziou","1889","South America","Brazil",NA,NA,NA,"V0172532F","V0172532F_01","17684","4","3",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-03-22 12:17:16-03","F","FMNH-SEEDPLANTS","V0172533F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,NA,"C. Angeli","1963","South America","Brazil",NA,NA,NA,"V0172533F","V0172533F_01","360","8","22",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-03-22 12:18:45-03","F","FMNH-SEEDPLANTS","V0172534F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,NA,"A. Castellanos","1963","South America","Brazil",NA,NA,NA,"V0172534F","V0172534F_01","23949","5","27",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-03-24 21:25:25-03","F","FMNH-SEEDPLANTS","V0172535F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,NA,"L. Riedel","1830","South America","Brazil",NA,NA,NA,"V0172535F","V0172535F_01","359",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-03-24 21:46:06-03","F","FMNH-SEEDPLANTS","V0172540F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,NA,"J. B. E. Pohl & H. W. Schott",NA,"South America","Brazil",NA,NA,NA,"V0172540F","V0172540F_01","5782",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-09-04 19:46:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","rufescens","Couratari rufescens",NA,NA,"A. Saint-Hilaire",NA,"South America","Brazil",NA,NA,NA,NA,NA,"111",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA
"64","2019-09-04 18:11:02-03","F","FMNH-SEEDPLANTS","V0061845F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","rufescens","Couratari rufescens",NA,NA,"A. Saint-Hilaire",NA,"South America","Brazil",NA,NA,NA,"V0061845F","V0061845F_01","111",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA
"65","2019-01-23 11:11:08-02","F","FMNH-SEEDPLANTS","V0061846F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Couratari","rufescens","Couratari rufescens",NA,NA,"A. Saint-Hilaire",NA,"South America","Brazil",NA,NA,NA,"V0061846F","V0061846F_01","111",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA
"66","2020-07-23 12:09:46-03","CEPLAC","CEPEC","77481","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,"V. L. G. Klein","V. L. G. Klein","1990",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"1044","10","23","PARATY","Apa-cairuçu, Trindade.","-44.5","-23.166667",NA,NA,NA,NA,NA,"30/12/1990",NA,NA,NA,NA,NA,"44W30'","23S10'",NA,NA
"67","2020-07-23 12:09:46-03","CEPLAC","CEPEC","77579","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,"C. Farney","C. Farney","1992",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"3073","03","21","PARATY","Apa-cairuçu, Praia Negra, trilha para o Pico do Cairuçu.","-44.5","-23.166667",NA,NA,NA,NA,NA,"30/12/1992",NA,NA,NA,NA,NA,"44W30'","23S10'",NA,NA
"68","2020-07-23 12:09:46-03","CEPLAC","CEPEC","147676","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata",NA,"M. Ribeiro","M. Ribeiro",NA,NA,"Brasil","Rio de Janeiro",NA,"<ll>dwc_commonname:</ll>",NA,NA,"991",NA,NA,"rio de janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-02-20 10:39:51-03","IBt","SP","127295","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth","Mori, SA","Angeli, C","1963",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"360","08","22","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-02-20 10:39:51-03","IBt","SP","127296","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Castellanos, A","1963",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"23949","05","27","Rio de Janeiro","Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2016-01-18 15:25:53-02","UM","RECOLNAT_UM_MPU","MPU009933","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Couratari","rufescens","Couratari rufescens","Cambess.","Cambessèdes","Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu009933' target='other'> <mi>dwc_moreinfo</mi></a>","MPU009933","MPU009933_01 MPU009933_02",NA,NA,NA,NA,"In sylvis provinciae Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA,"A2 111",NA
