"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","previousCatalogNumber","individualCount","fieldNumber","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01132046","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,NA,NA,NA,"H. C. de Lima","6496","2007","02","12","Brazil","Rio de Janeiro","Sao Pedro da Aldeia","Via Lagos, km. 39.5, antes do SOS Via Lagos.","-42.2986","-22.8158",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1288073' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132046","NY01132046_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","7132","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.",NA,NA,NA,NA,"Brusarosco, M.C.","14","1979","11","28","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU007132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","33494","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey","Fortuna-Perez, A.P.","2016","04","18","Monteiro, T.C.","13","2016","03","16","Brasil","São Paulo","Botucatu","Rubião Júnior, morro da Igreja Santo Antonio",NA,NA,"9999","9999",NA,NA,NA,"BOTU033494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","1786","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Simões, H.","1972","09","08","Simões, H.","12","1972","08","12","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Flor amarela","BOTU001786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","25316","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Santos, L.B.",NA,NA,NA,"Santos, L.B.","6","2006","03","20","Brasil","São Paulo","Botucatu",NA,"-48.485","-22.88375","48°29'6w","22°53'01,5s",NA,NA,"Erva, pequenas flores amarelas, folhas trifolioladas, fruto com uma pequena ponta.; Coleção: Jardim Botânico UNESP Botucatu","BOTU025316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","7787","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.",NA,NA,NA,NA,"Freire, E.S.","16","1980","11","23","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Flores amarelas, palpilonadas, cheiro agradável, erva","BOTU007787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","7794","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.",NA,NA,NA,NA,"Izatto, I.C.","38","1980","10","18","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Flores amarelas, palpilonadas, cheiro agradável, erva","BOTU007794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-02 11:47:58-03","UNESP-IBB","BOTU","1825","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Monteiro, T.C.","2016","05","30","Sica, A.C.",NA,"1971","10","17","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Flores amareladas","BOTU001825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","1660","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Ferreira, M.G.B.","1972","11","19","Ferreira, M.G.B.","46","1972","11","17","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Arbusto, pequeno porte","BOTU001660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","33679","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.",NA,NA,NA,NA,"Moura, T.M.","1234","2019","03","22","Brasil","Paraná","Campina do Simão","Coletadas próximo a cidade em local antropizado",NA,NA,"9999","9999",NA,NA,NA,"BOTU033679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","1789","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Monteiro, T.C.",NA,NA,NA,"Müller","41","1972","11","11","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Arbusto","BOTU001789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","7040","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.",NA,NA,NA,NA,"Rodrigues, E.A.M.","1","1977","11","16","Brasil","São Paulo","Ribeirão Preto",NA,NA,NA,"9999","9999",NA,NA,"Planta rasteira, flor amarela com listas marrons","BOTU007040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","4301","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,"2014","08","09","Mattos, V.S","1","1974","10","30","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Flores amarelas, plantas com vagens + ou - 40 cm de altura","BOTU004301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","1843","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Santos, M.T.",NA,NA,NA,"Santos, M.T.","27","1971","11","17","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Arbusto","BOTU001843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","1826","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Barros, C.M.",NA,NA,NA,"Barros, C.M.",NA,"1971","11","05","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Flores amarelas","BOTU001826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","1853","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.",NA,NA,NA,NA,"Pereira, R.T.L.","29","1971","10","20","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Flores amareladas","BOTU001853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","22354","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,NA,NA,NA,"Bicudo, L.R.H.","126","1998","10","14","Brasil","São Paulo","Panorama",NA,"-51.906944","-21.504694","51°54'25w","21°30'16.9s",NA,NA,"Frutos verdes.","BOTU022354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-18 09:29:39-03","UNESP-IBB","BOTU","1830","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Figueiredo, H.M.F.",NA,NA,NA,"Figueiredo, H.M.F.","29","1971","11","13","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Flores amarelas","BOTU001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-24 17:10:40-03","UTFPR","DVPR","861","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Dias, MC","2002",NA,NA,"Ronque, AW","s.n.","2001","04","08","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Subarbusto 0,6m, flores amarelas, frutos roxos.; Beira da estrada.","DVPR000861","DVPR000861","Magnoliophyta",NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"30","2020-12-15 11:14:41-03","FUNED","FUNED-POL","1271","PreservedSpecimen","Plantae","Fabaceae (Leguminosae)","Crotalaria","lanceolata","Crotalaria lanceolata",NA,NA,NA,NA,NA,NA,NA,"1989","10","23","Brasil","MG",NA,"Campus ESAL/ Lavras/ PAMG/Funed",NA,NA,NA,NA,NA,NA,NA,"POL001271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-15 11:14:41-03","FUNED","FUNED-POL","1272","PreservedSpecimen","Plantae","Fabaceae (Leguminosae)","Crotalaria","lanceolata","Crotalaria lanceolata",NA,NA,NA,NA,NA,NA,NA,"1989","10","23","Brasil","MG",NA,"Campus ESAL/ Lavras/ PAMG/Funed",NA,NA,NA,NA,NA,NA,NA,"POL001272","POL001272_p01 POL001272_p02 POL001272_p03 POL001272_p05 POL001272_p06 POL001272_p07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:41:24-03","EAO","IAN","190954","PreservedSpecimen","Plantae","Leguminosae-Pap.","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Queiroz, RT de","2013","02",NA,"Simon, MF","1376","2011","10","19","Brasil","Rondônia","Porto Velho","Área aberta. Solo argiloso, relevo plano, ocasional, frequente. Área pertubada próximo a Córrego, Linha de Transmissão Jirau - Porto Velho. Crescendo na beira de riacho. Crescendo em pastagem.","-64.196389","-9.163889","-64.196389","-9.163889","104","104","Erva ereta bastante ramificada 80 cm cálice verde, pétalas amarelas, guias de nectar vermelhos, frutos maduros escuros.","IAN190954",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-08 17:41:24-03","EAO","IAN","85572","PreservedSpecimen","Plantae","Leguminosae-Pap.","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Windler, DR","1982",NA,NA,"Melo, CAM","44","1947","09","06","Brasil","Paraíba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN085572",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-08 17:41:24-03","EAO","IAN","82475","PreservedSpecimen","Plantae","Leguminosae-Pap.","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Windler, DR","1981",NA,NA,"Moraes, JC de","886","1953","10","02","Brasil","Paraíba","Areia","Escola de Agronomia. Lugares baixos e humidos, terrenos incultos.","-35.6916999816895","-6.96332979202271",NA,NA,NA,NA,"Erva. Planta exótica.","IAN082475",NA,"Dicotiledônea",NA,"Southern America",NA,"15425","auto",NA,NA,NA,NA,NA,NA
"35","2021-04-08 17:41:24-03","EAO","IAN","186878","PreservedSpecimen","Plantae","Leguminosae-Pap.","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Fugoe, ES; Ishibachi, L",NA,NA,NA,"Ishibachi, LT; Fugo, ES","07","1993","04","07","Brasil","Paraná","Londrina","Campo Universitário UEL.","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Herbácea subarbustiva ereta 40-60cm; flor amarela; interior do cafezal; chocalho-de-cascavel.","IAN186878",NA,"Dicotiledônea",NA,"Southern America",NA,"63728","auto",NA,NA,NA,NA,NA,NA
"36","2021-04-08 17:41:24-03","EAO","IAN","35494","PreservedSpecimen","Plantae","Leguminosae-Pap.","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Flores, A","2003","07","09","Souza, AJ","6221","1941","02","20","Brasil","São Paulo","Campinas","Col. Leg.Santa Elisa.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Herbáceo","IAN035494","IAN035494 IAN035494_e","Dicotiledônea",NA,"Southern America",NA,"23900","auto",NA,NA,NA,NA,NA,NA
"37","2021-04-08 17:41:24-03","EAO","IAN","35495","PreservedSpecimen","Plantae","Leguminosae-Pap.","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Windler, DR","1981",NA,NA,"Souza, AJ","6222","1941","02","20","Brasil","São Paulo","Campinas","Fazenda Santa Elisa.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Herbáceo","IAN035495","IAN035495 IAN035495_e","Dicotiledônea",NA,"Southern America",NA,"23900","auto",NA,NA,NA,NA,NA,NA
"38","2013-07-03 10:54:11-03","EBDA","BAH","7537","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,NA,NA,NA,"J. L. Hage & E. B. dos Santos","2081","1986","06","17","Brasil","Bahia","Ilhéus","Município de Ilhéus/Itabuna (BR-415). Região de Mata Higrófila Sul Baiana. 50m de alt. Quadra D'Plantação de cacau.","-39.0494","-14.7889",NA,NA,NA,NA,"Subarbusto, 80cm de altura. Flores amarelas e frutos imaturos de coloração verde.",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"39","2013-07-03 10:54:11-03","EBDA","BAH","7259","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,NA,NA,NA,"J. L. Hage & H. S. Brito","2018","1986","05","19","Brasil","Bahia","Ilhéus","Município de Ilhéus. Área do CEPEC, Km 22 da Rodovia Ilhéus/Itabuna (BR-415). Região de Mata Higrófila Sul Baiana. 5m alt. Quadra C'. Plantação de cacau.","-39.0494","-14.7889",NA,NA,NA,NA,"Planta herbácea, 60cm de altura. Flores amarelas e frutos imaturos, de coloração verde.",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"40","2013-07-03 10:54:11-03","EBDA","BAH","7382","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Kátia C. L. de M. Abreu","1986","11",NA,"Bastos, B.C.","715","1986","10","14","Brasil","Bahia","Salvador","Campus Universitário do Instituto de Biologia, Ondina, Salvador - BA.","-38.5108","-12.9711",NA,NA,NA,NA,"Planta herbácea ereta; caule glabro; inflorescências terminais em racemos alongados de 12-20cm de comp.; flores pediceladas de cor amarelas; vagem cilíndrica. Muito frequente.",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA
"41","2013-07-03 10:54:11-03","EBDA","BAH","8564","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Marta F. Neves","1988",NA,NA,"Neves, M.F.","84","1988","07","07","Brasil","Bahia","Salvador","Campus Universitária, Ondina, Salvador - BA.","-38.5108","-12.9711",NA,NA,NA,NA,"IMPORT. PLANTA: Planta daninha. Suspeita de causar toxidez.",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA
"42","2013-07-03 10:54:11-03","EBDA","BAH","7290","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,NA,NA,NA,"J. L. Hage & H. S. Brito","1911","1986","02","18","Brasil","Bahia","Ilhéus","Município de Ilhéus. Área do CEPEC, Km 22 da Rodovia Ilhéus/Itabuna (BR-415). Região de Mata Higrófila Sul Baiana. 5m alt. Quadra C'. Plantação de cacau.","-39.0494","-14.7889",NA,NA,NA,NA,"Planta herbácea. Flores amarelas e frutos imaturos, de coloração verde. Muito frequente no local.",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:25:11-03","PUCPR","HUCP","22171","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","Mey, E.",NA,NA,NA,NA,"Busnardo, S","020","2012","05","18","Brasil","Paraná","Campina Grande do Sul","Rio Capivari","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"HUCP00011498","HUCP00011498","Eudicotiledonea",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:25:11-03","PUCPR","HUCP","17212","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","Mey, E.","Selusniaki, M","2009","05","18","Seluem, M","701",NA,NA,NA,"Brasil","São Paulo","Mairiporã","Mato Dentro","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,NA,"HUCP00011377","HUCP00011377","Eudicotiledonea",NA,NA,NA,"15840","auto",NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:25:11-03","PUCPR","HUCP","21449","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","Mey, E.","Miotto, STS",NA,NA,NA,"Hatschbach, GG","76803","2004","02","18","Brasil","Paraná","Cândido de Abreu",NA,"-51.3333015441895","-24.5669002532959",NA,NA,NA,NA,NA,"HUCP00011429","HUCP00011429","Eudicotiledonea",NA,NA,NA,"55411","auto",NA,NA,NA,NA,NA,NA
"46","2019-12-04 15:25:11-03","PUCPR","HUCP","15810","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","Mey, E.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","063","2004","05","15","Brasil","Paraná","Curitiba","Cidade Industrial","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00011439","HUCP00011439","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"47","2019-12-04 15:25:11-03","PUCPR","HUCP","16095","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","Mey, E.","Selusniaki, M",NA,NA,NA,"Malinski, C","s.n.","2001","04","28","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,NA,NA,NA,"HUCP00011491","HUCP00011491","Eudicotiledonea",NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA
"48","2021-03-02 16:28:54-03","CPAN-UFMS","COR","17685","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Lima, L.C.P.","2017","07","04","Lima, L.C.P.","701","2015","11","04","Brasil","Paraná","Foz do Iguaçu","Avenida Tarquínio Joslin dos Santos, próximo ao rio Almada.","-54.575833","-25.462778","54º34'33''W","25º27'46''S",NA,NA,"Habito: Subarbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-10-09 11:15:50-03","UFBA","ALCB","124851","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","L.","Guedes, ML","2016","09",NA,"Guedes, ML; Alunos de Botânica Econômica","24752","2016","04","29","Brasil","Bahia","Porto Seguro","Trancoso","-39.05","-16.433333","-39.05","-16.433333",NA,NA,"Folhas trifolioladas, folíolos lanceolados, glabros. Inflorescência terminal, flores com pétalas amarelas com estrias vináceas.Frutos deiscentes, inflados.","ALCB021991","ALCB021991","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-10-09 11:15:50-03","UFBA","ALCB","136365","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","L.","Guedes, ML","2019","07",NA,"Guedes, ML; Alunos de Botânica Econômica","31662","2019","05","18","Brasil","Bahia","Ilhéus","Fazenda Aritagúa.","-39.066667","-15.3","-39.066667","-15.3",NA,NA,"Folhas trifolioladas, folíolos membranáceos. Inflorescência com flores amarelas. Frutos cáosulas.","ALCb059458",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
