"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","previousCatalogNumber","individualCount","fieldNumber","relatedCatalogItem","sex"
"281","2020-12-21 16:26:06-03","MBM","MBM","121120","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Flores, A.",NA,NA,NA,"Hatschbach, G.; Manosso, A.; Manosso, A.","51687",NA,NA,NA,"Brazil","Paraná","Santo Inácio","Rio Paranapanema","-51.7938995361328","-22.6977996826172",NA,NA,NA,NA,NA,"MBM121120","MBM121120",NA,NA,"Southern America",NA,"16493","auto",NA,NA,NA,NA,NA,NA
"282","2020-12-21 16:26:06-03","MBM","MBM","165561","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Flores, A.",NA,NA,NA,"Hatschbach, G.; Barboza, E.; Barboza, E.","60575",NA,NA,NA,"Brazil","Paraná","Tomazina","Estrada para Salto Cavalcante","-49.9496994018555","-23.778299331665",NA,NA,NA,NA,NA,"MBM165561","MBM165561",NA,NA,"Southern America",NA,"29630","auto",NA,NA,NA,NA,NA,NA
"283","2020-12-21 16:26:06-03","MBM","MBM","219642","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Flores, A.",NA,NA,NA,"Ribas, O.S.; Hirai, R.Y.; Hirai, R.Y.","s.n.",NA,NA,NA,"Brazil","São Paulo","Eldorado","Rod. SP-139, 3km L da Fazenda Pinheiros","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"MBM219642","MBM219642",NA,NA,"Southern America",NA,"38804","auto",NA,NA,NA,NA,NA,NA
"284","2020-12-21 16:26:06-03","MBM","MBM","79859","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Flores, A.",NA,NA,NA,"Hatschbach, G.","46099",NA,NA,NA,"Brazil","São Paulo","Santo Anastácio","Rodovia Raposo Tavares","-51.6500015258789","-21.9699993133545",NA,NA,NA,NA,NA,"MBM079859","MBM079859",NA,NA,"Southern America",NA,"31681","auto",NA,NA,NA,NA,NA,NA
"285","2020-12-21 16:26:06-03","MBM","MBM","158662","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Queiróz, L.P. de",NA,NA,NA,"Queiróz, L.P. de","2582",NA,NA,NA,"Brazil","São Paulo","São Sebastião","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"MBM158662","MBM158662",NA,NA,"Southern America",NA,"41977","auto",NA,NA,NA,NA,NA,NA
"286","2019-08-15 09:02:57-03","UESC","UESC","21850","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata",NA,NA,NA,NA,NA,"Cid Edson M. Póvoas,","1","2017","02","05","Brasil","Bahia","Ilhéus",NA,"-39.026944","-14.868889","39W1'37''","14S52'8''","45","45","Subarbusto, 0,7 m de altura, inflorescência atinge 1 m.","UESC0021850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-10-01 14:20:04-03","JBB","HEPH","26544","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Paiva, VF","2010",NA,NA,"Paiva, VF","651","2010","03","26","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília - Atrás do orquidário.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon","Fabales","Southern America",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"288","2020-10-01 14:20:04-03","JBB","HEPH","27677","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Paiva, VF; Oliveira, MS","2011","03",NA,"Paiva, VF","743","2011","03","24","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília - Descendo Alameda das Nações.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon","Fabales","Southern America",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"289","2020-10-01 14:20:04-03","JBB","HEPH","23069","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Caxambu, MG","2006",NA,NA,"Silva, JR","s.n.","2005","10","01","Brasil","Paraná","Quinta do Sol","Fazenda Santa Rita de Cássia","-52.1296997070312","-23.8521995544434",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon","Fabales","Southern America",NA,"16558","auto",NA,NA,NA,NA,NA,NA
"290","2020-12-11 11:35:55-03","UFMG","BHCB","198972","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,"2018","03","10","Quaresma, AS; Mendes, MS","s.n.","2018","02","27","Brasil","Minas Gerais","Ouro Preto","Antiga Estação Ferroviária Dom Bosco, Proximidades da Estação","-43","-20.436389","-43","-20.436389",NA,NA,"Coordenadas aproximadas.","BHCB198972",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-12-11 11:35:55-03","UFMG","BHCB","196156","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,"2018","05","16","Lopes, ADC; Stehmann, JR","150","2018","01","18","Brasil","Minas Gerais","Belo Horizonte","Parque da Serra do Curral, Trilha ecológica na crista da Serra","-43.91","-19.960556","-43.91","-19.960556","1416","1416","Subarbusto, ca. 90 cm de altura. Terrícola. Corola amarela com listras avermelhadas.; Canga","BHCB196156","BHCB196156 BHCB196156_v1","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-12-11 11:35:55-03","UFMG","BHCB","46693","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,NA,NA,NA,"Tozzi, AMGA; Fillettaz, AM; Mendonça, CV; Galvão, JC; Moreira, JLA; Santos, K dos","85","1998","11","30","Brasil","São Paulo","Iperó","Estrada para a pedreira, em direção a Bacaetava","-47.666667","-23.4","-47.666667","-23.4",NA,NA,"Subarbusto, 0,4m. Corola amarela, estandarte com estrias vináceas, asas com mancha vinácea na base. Duas duplicatas. Flora Fanerogâmica do Estado de São Paulo",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-12-11 11:35:55-03","UFMG","BHCB","50538","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-12-11 11:35:55-03","UFMG","BHCB","29461","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA
"295","2021-02-11 17:18:58-03","UFPR","UPCB","43501","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey","Filliettaz, A.M.","1998","01","01","Kozera, C.","1167","1998","10","19","Brasil","São Paulo","Campinas","Campus da Universidade Estadual de Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Ruderal com flores amarelas..",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"296","2021-02-11 17:18:58-03","UFPR","UPCB","10494","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey","Guimarães, O.A.","1979","02",NA,"Lima, V.C.",NA,"1979","02","04","Brasil","Paraná",NA,"Estrada Curitiba-São Paulo, BR116, próximo a divisa com São Paulo",NA,NA,NA,NA,NA,NA,"Erva, 60cm..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2021-02-11 17:18:58-03","UFPR","UPCB","72053","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey","Snak, C.","2009","10",NA,"Snak, C.","252","2009","10","07","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy.","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Erva ca. 30cm alt. Lâmina levemente discolor. Cálice verde, corola amarela, estandarte com estrias marrons. Fruto imaturo, verde..",NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"298","2008-05-27 22:02:00-03","MO","MOBOT","1967885","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","J. C. Marrugo",NA,NA,NA,"* MEDEL","MEDEL 21","2001","3","22","Colombia","Antioquia","Medellín","Belen. bh-P","-75.56666","6.25",NA,NA,"1500.00000000","1550.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2011-03-11 08:11:00-03","MO","MOBOT","3179034","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","R. Vanni",NA,NA,NA,"Aurelio Schinini|Guillermo Norrmann|Malvina Urbani|F. Espinoza","Schinini Cacace 29285","1995",NA,NA,"Paraguay","Amambay",NA,"Ruta 3, 7 Km N del rio Aquidaban, Ea. Soberana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2009-12-06 08:39:00-02","MO","MOBOT","3179039","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","J. Grimes",NA,NA,NA,"William R. Anderson|Mary T. Kalin Arroyo|Steven R. Hill|R. Reis dos Santos|R. Souza","Anderson 6821","1973","3","11","Brazil","Goiás",NA,"24 km by road SW of Monte Alegre de Goias; cerrado.",NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2008-05-27 22:02:00-03","MO","MOBOT","3179041","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Donald R. Windler",NA,NA,NA,"Thomas B. Croat","Croat 38435","1976","8","22","Venezuela","Táchira",NA,"Along road between San Cristobal and choro del Indio. Disturbed roadside.","-72","7.728",NA,NA,"950.00000000","1050.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2008-08-14 11:55:00-03","MO","MOBOT","3460113","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","M. Nee (NY)",NA,NA,NA,"Michael H. Nee","Nee 54208","2006","2","22","Bolivia","Santa Cruz","Ichilo","4 km W of Puerto Avaroa, highway from Buena Vista to Villa Tunari.","-64.2211111","-17.2577778",NA,NA,"240.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA,NA,NA
"303","2016-03-08 11:12:00-03","MO","MOBOT","987167","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 42576","1995","5","25","Paraguay","Alto Paraná",NA,"Estancia Río Bonito. Forest III. Tall forest.","-54.8138889","-25.6302778",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"4","1000",NA,NA
"304","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","08006","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","A.M. Filliettaz",NA,NA,NA,"Silva, M.R.",NA,NA,NA,NA,"Brasil","São Paulo","Adolfo","ca. 6 km de Adolfo, sentido Sales","-49.6399993896484","-21.2299995422363",NA,NA,NA,NA,"Flor amarela, 50 cm de altura.;",NA,NA,"Tracheophyta","Fabales","América do Sul",NA,"15627","auto","Magnoliopsida",NA,NA,NA,NA,NA
"305","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","07973","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","A.M. Filliettaz",NA,NA,NA,"Silva, M.R.",NA,NA,NA,NA,"Brasil","São Paulo","Sales","ca. 9 km do trevo de Sales, Estância Rodeio","-49.4799995422363","-21.3400001525879",NA,NA,NA,NA,"Margem do grotão, flor amarela, ca. 50 cm de altura.;",NA,NA,"Tracheophyta","Fabales","América do Sul",NA,"14081","auto","Magnoliopsida",NA,NA,NA,NA,NA
"306","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","06173","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","A.M. Filliettaz",NA,NA,NA,"Amorim L.",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","cidade","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","América do Sul",NA,"20305","auto","Magnoliopsida",NA,NA,NA,NA,NA
"307","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","01353","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","A.M. Filliettaz",NA,NA,NA,"Marina A. Coleman",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","IBILCE","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","América do Sul",NA,"20305","auto","Magnoliopsida",NA,NA,NA,NA,NA
"308","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","01342","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","A.M. Filliettaz",NA,NA,NA,"Marina A. Coleman",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","IBILCE","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","América do Sul",NA,"20305","auto","Magnoliopsida",NA,NA,NA,NA,NA
"309","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","01359","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","A.M. Filliettaz",NA,NA,NA,"Marina A. Coleman",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","IBILCE","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","América do Sul",NA,"20305","auto","Magnoliopsida",NA,NA,NA,NA,NA
"310","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","01362","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","A.M. Filliettaz",NA,NA,NA,"Marina A. Coleman",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","IBILCE","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","América do Sul",NA,"20305","auto","Magnoliopsida",NA,NA,NA,NA,NA
"311","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","01361","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","A.M. Filliettaz",NA,NA,NA,"Marina A. Coleman",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","IBILCE","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","América do Sul",NA,"20305","auto","Magnoliopsida",NA,NA,NA,NA,NA
"312","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","04409","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","A.M. Filliettaz",NA,NA,NA,"Lauri Amorim",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","Jardim Nazaré","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"Terreno baldio;",NA,NA,"Tracheophyta","Fabales","América do Sul",NA,"20305","auto","Magnoliopsida",NA,NA,NA,NA,NA
"313","2017-02-01 11:30:58-02","UNIOESTE","UNOP","3736","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Caxambu, M.G.","2004","08","17","Caxambu, M.G.","510","2004","07","21","Brasil","Paraná","Campo Mourão","Pesqueiro do Lírio","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"Planta herbácea, ereta, trifoliolada, com flores amarelas com nervuras escuras.",NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"314","2020-08-31 09:15:40-03","INPA","INPA","193492","S","Plantae","Leguminosae-Pap","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Mitja, D","1997","03",NA,"Mitja, D","3861","1997","03","05","Brasil","Pará","Marabá","Comunidade de Pau Seco. Propriedade do Sr. Elias Pereira da Cunha.","-49.081389","-5.079444","-49.081389","-5.079444",NA,NA,NA,"INPA0193492","INPA0193492 INPA0193492_e","Dicotyledon Rosids","Fabales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-08-31 09:15:40-03","INPA","INPA","198245","S","Plantae","Leguminosae-Pap","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Flores, AS","2010","06",NA,"Barbosa, EM","159","1997",NA,NA,"Brasil","Pará","Oriximinã","Mina Saracá, Mineração Rio do Norte, Porto Trombetas - Mina Saracá","-56.45","1.7","-56.45","1.7",NA,NA,NA,"INPA0198245","INPA0198245 INPA0198245_e INPA0198245_e1","Dicotyledon Rosids","Fabales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-08-31 09:15:40-03","INPA","INPA","234670","S","Plantae","Leguminosae-Pap","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Ramos, JF; Cortês, A","2010","05","19","Souza, LAG de","12_10","2010","04","16","Brasil","Amazonas","Coari","Coletada na Estrada de Porto Evandro, Base Petrolífera de Urucu.","-65.035278","-4.807778","-65.035278","-4.807778",NA,NA,NA,"INPA0234670","INPA0234670 INPA0234670_e","Dicotyledon Rosids","Fabales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-08-31 09:15:40-03","INPA","INPA","240058","S","Plantae","Leguminosae-Pap","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Cordeiro, M dos R.; Mitja, D",NA,NA,NA,"Mitja, D","10102","2006","03","15","Brasil","Pará",NA,"Benfica, Pastagem","-49.841667","-5.268333","-49.841667","-5.268333",NA,NA,NA,"INPA0240058","INPA0240058 INPA0240058_e","Dicotyledon Rosids","Fabales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2021-01-10 20:50:12-03","INPA","INPA","211035","S","Plantae","Leguminosae-Pap","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Flores, AS","2010","06",NA,"Kinupp, VF","2257","2002","03","02","Brasil","Mato Grosso","Jauru","Reserva Florestal da A.H.E. Jauru. Expedição Aquarap/2002, Sítio 3, Ponto 5.","-58.716667","-15.216667","-58.716667","-15.216667","367","367",NA,"INPA0211035","INPA0211035 INPA0211035_e INPA0211035_e1","Dicotyledon Rosids","Fabales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-08-31 09:15:40-03","INPA","INPA","208184","S","Plantae","Leguminosae-Pap","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Flores, AS","2002",NA,NA,"Queiróz, JBN de","308","2000","10","21","Brasil","Acre","Rio Branco","PAD Humaitá, PAD humaitá, ramal do paulista km 8.5, próximo a igreja.","-67.63","-9.75","-67.63","-9.75",NA,NA,NA,"INPA0208184","INPA0208184 INPA0208184_e INPA0208184_e1","Dicotyledon Rosids","Fabales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2020-08-31 09:15:40-03","INPA","INPA","245394","S","Plantae","Leguminosae-Pap","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Queiroz, RT de","2013","02",NA,"Simon, MF","1376","2011","10","19","Brasil","Rondônia","Porto Velho","UHE Jirau, Área pertubada próximo a Córrego, Linha de Transmissão Jirau - Porto Velho.","-64.196389","-9.163889","-64.196389","-9.163889","104","104",NA,"INPA0245394","INPA0245394 INPA0245394_e INPA0245394_num","Dicotyledon Rosids","Fabales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2020-08-31 09:15:40-03","INPA","INPA","77965","S","Plantae","Leguminosae-Pap","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Flores, AS","2002",NA,NA,"Leitão Filho, HF","1586","1976","01","28","Brasil","São Paulo","Campinas","Nativo em pastagem próximo ao Aeroporto de Viracopos","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"INPA0077965","INPA0077965 INPA0077965_e INPA0077965_e1","Dicotyledon Rosids","Fabales","Southern America",NA,"23900","auto",NA,NA,NA,NA,NA,NA
"322","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","2800",NA,"Plantae","Leguminosae Faboideae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey","A. M. Carvalho/Dez.1995",NA,NA,NA,"R. M. Pizziolo","143","1984","06","07","Brasil","Espírito Santo","Santa Teresa","Rio Saltinho","-40.506944","-19.936111","40W30'25","19S56'10",NA,NA,"Arbusto de 30cm, flores vermelho a amarela, frutos maduros.","MBML002800","MBML002800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","51726",NA,"Plantae","Leguminosae Faboideae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey","M.F. Devecchi/Jan.2017",NA,NA,NA,"G.M. Antar; F.G. Costa & C. Farhat","1212","2017","01","01","Brasil","Rio de Janeiro","Paraty","Riacho, próximo a Rua das Aroeiras. Área antropizada próxima ao riacho","-44.75405","-23.223167","44W45'14,58","23S13'23,4","10","10","Arbusto ca 60cm alt., flores amarelas, frutos imaturos verdes, passando a castanhos","MBML051726","MBML051726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2021-03-04 11:05:21-03","UFRB","HURB","14924","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey",NA,NA,NA,NA,"Guedes, M.L","24752","2016","04","29","Brasil","Bahia","Porto Seguro","Trancoso;","-40.783333","-7.35","40°47'W","7°21'S",NA,NA,NA,"HURB000014924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2021-03-04 11:05:21-03","UFRB","HURB","21743","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.",NA,NA,NA,NA,"Póvoas, C.E.M.","1","2017","02","05","Brasil","Bahia","Ilhéus","Reserva Scopel Brisa do Mar II; Ao lado direito da Rod. Ilhéus - Canavieiras, Km 5, coletado dentro do condomínio","-39.026944","-14.868889","39º1'37W","14º52'8S","45","45","UESC 21850. <ll>dwc_commonname:</ll> Guizo-de-cascavel; Chocalho-de-cobra; xique-xique ou feijão -de-guizo","HURB000021743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2020-06-15 15:30:38-03","UNESP-RC","HRCB","51178","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Biral, L.","2009","05",NA,"Biral, L.","253","2009","05","14","Brasil","São Paulo","Botucatu","Parque Ecológico da Pavuna","-46.511111","-22.8375","46º30'40W","22º50'15S","750","750","Herbácea, 0,4m, beira de lago, folhas discolores, membranáceas, corola amarela, rajada de vermelho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2020-06-15 15:30:38-03","UNESP-RC","HRCB","51119","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Biral, L.","2009","06",NA,"Biral, L.","194","2009","04","23","Brasil","São Paulo","Botucatu","Parque Ecológico da Pavuna","-46.511111","-22.8375","46º30'40W","22º50'15S","750","750","Herbácea, 0,4m, folhas verde-amareladas, frutos imaturos verdes, maduros enegrecidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2020-06-15 15:30:38-03","UNESP-RC","HRCB","48047","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Braga, P.A.","2007","04","16","Braga, P.A.","46","2006","08","28","Brasil","São Paulo","Rio Claro","Campus UNESP","-47.533333","-22.383333","47º32'W","22º23'S","626","626","Cálice verde, corola amarela, altura 30 cm. <ll>dwc_commonname:</ll> Guizo de cascavel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-06-15 15:30:38-03","UNESP-RC","HRCB","72750","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey.","Sabino, G.P.",NA,NA,NA,"Shima",NA,NA,NA,NA,"Brasil","São Paulo","Rio Claro","Parque Geológico de Assistência","-47.58475","-22.507361","47º35'05.1W","22º30'26.5S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2020-06-15 15:30:38-03","UNESP-RC","HRCB","4420","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, A.M.","1997","03","18","Corso, G.M.","s.n.","1981","02","24","Brasil","São Paulo","Botucatu","Estrada entre Botucatu e Rubião Júnior","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"Arbusto com mais ou menos 60 cm de altura, cálice verde claro, corola com estrias, fruto legume preto",NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"331","2020-06-15 15:30:38-03","UNESP-RC","HRCB","47706","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey",NA,NA,NA,NA,"Lombardi","6738","2007","06","12","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758","46º56'08.8W","23º13'49,6S","985","985","borda da trilha. Erva, folíolos herbáceos, flores amarelas, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
