"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","1546324","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","maricaensis","Eugenia maricaensis","G.M.Barroso",NA,"J. V. Azevedo","s.n. [=herb. RB 286965]","1989","10","26","South America","Brazil","Rio de Janeiro","Maricá, na segunda rua paralela ao canall, ca. 200 m da margem da estrada","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1835088' target='other'> <mi>dwc_moreinfo</mi></a>","NY01546324","NY01546324_01","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"20726","auto","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","557803","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","velutiflora","Eugenia velutiflora","Kiaersk.","G. M. Barroso; E. F. Guimarães","A. P. Duarte","169","1946","07","23","South America","Brazil","Rio de Janeiro","Guanabara, Dois Irmaos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557803","NY00557803_01",NA,"-43.241306","-22.991674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","405048","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","velutiflora","Eugenia velutiflora","Kiaersk.",NA,"A. F. M. Glaziou","16064","1886","12","08","South America","Brazil","Rio de Janeiro","Corcovado","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=44312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405048","NY00405048_01","Rio de Janeiro","-43.212076","-22.951842",NA,NA,NA,NA,"possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","557802","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","velutiflora","Eugenia velutiflora","Kiaersk.","E. F. Guimarães; C. L. F. Ichaso","B. D. Sucre","9166","1972","05","28","South America","Brazil","Rio de Janeiro","Guanabara, Mata do Rumo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557802","NY00557802_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","557996","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","velutiflora","Eugenia velutiflora","Kiaersk.","F. F. Mazine","L. R. Landrum","4146","1982","01","19","South America","Brazil","Rio de Janeiro","Alto da Boa Vista, Estrada da Vista Chinesa, mata atras do DECAM","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557996","NY00557996_01","Rio de Janeiro","-43.273873","-22.971901","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1145495","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","velutiflora","Eugenia velutiflora","Kiaersk.",NA,"D. S. Farias","351","1994","12","20","South America","Brazil","Rio de Janeiro","Reserva Biológica de Poço das Antas. Trilha .. direita após a Casa do Morcego.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320075' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145495","NY01145495_01","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:20:21-03","UFRJ","RFA","25261","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"A. Quinet","^29/33","2000","09","11",NA,"Brasil","Rio de Janeiro","Jacarepaguá Taquara.",NA,"Arvore, 5m de altura, 8cm de DAP, folha verde e comum no local.","RFA41988",NA,"Rio de Janeiro","-42.450278","-22.925278",NA,NA,NA,NA,NA,"42º27'1''W","22º55'31''S",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:36-03","UFRJ","RFA","23256","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","maricaensis","Eugenia maricaensis","G.M.Barroso","G. Barroso","Geruza",NA,"1989","10","26",NA,"Brasil","Rio de Janeiro","Maricá, coletada a 200 m do canal, na 2ª rua",NA,"Arbusto com ca. 6 m de altura (sp. nova)","RFA46515",NA,"Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:31:38-03","UFRJ","RFA","17742","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","velutiflora","Eugenia velutiflora","Kiaerse","E.F. Guimarães","D. Sucre; J.F. da Silva","9166","1972","05","28",NA,"Brasil","Rio de Janeiro","Mata do Rumo",NA,"Árvore 14 m de altura; lâmina face ventral verde escuro lúcida nervura media verde amarelada, face dorsal verde pálido levemente lúcida. Fruto ainda verde com pedicelo castanho, cor verde escuro fosco com pilosidade, ferrugineas, cálice","RFA14950",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,"1975","10","20",NA,NA,NA,NA,NA
"20","2020-06-29 11:31:38-03","UFRJ","RFA","17743","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","velutiflora","Eugenia velutiflora","Kiaerse","Graziela e Elsie G.M.Barroso","D. Sucre; P.I.S. Braga 1313","4436","1969","01","18",NA,"Brasil","Rio de Janeiro","Mata da Pedra do Marinheiro",NA,"Pequena árvore com ca. 6 m de altura; flor branca","RFA14951",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:45:56-03","EAO","IAN","93578","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","velutiflora","Eugenia velutiflora","Kiaersk.",NA,"Glaziou, AFM","10791",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,NA,NA,"IAN093578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:21:12-03","UFBA","ALCB","021509","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta, A","Pereira, OJ; Gomes, JML; Fabris, LC","1318","1987","10","27","Southern America","Brasil","Espírito Santo","Rodovia do Sol ES060, Km32, Setiba-Guarapari.",NA,"com 2m de altura.","ALCB058005",NA,"Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,"2019","05","17",NA,NA,NA,NA,NA
"23","2019-10-09 11:21:12-03","UFBA","ALCB","032338","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Faria Júnior, JEQ de","Fonseca, MR; Guedes, ML","1076","1997","11","29","Southern America","Brasil","Bahia","Extremo Sul",NA,"ca. 5 m. Folhas simples, discolores, cartáceas. Frutos imaturos laranja.; substrato areno-argiloso.","ALCB057772",NA,"Prado","-39.183333","-17.266667",NA,NA,NA,NA,NA,"-39.183333","-17.266667","2010","09",NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:21:12-03","UFBA","ALCB","041169","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Faria Júnior, JEQ de","Lima, SS dos; Guedes, ML; Pereira, PA de; Oliveira, H","39","1999","03","30","Southern America","Brasil","Bahia","Extremo Sul, Mata cara-branca, projeto CEDRO",NA,"6,0 m. Folhas discolores, coriáceas. Frutos imaturos verdes, maduros amarelos.; Mata em estádio secundário de regeneração. Substrato argilo-arenoso.","ALCB057773",NA,"Santa Cruz Cabrália","-39.016667","-16.266667",NA,NA,NA,NA,NA,"-39.016667","-16.266667","2010","09","17",NA,NA,NA,NA,NA
"25","2019-10-09 11:21:12-03","UFBA","ALCB","043436","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Faria Júnior, JEQ de","Mattos Silva, LA; Araújo, M; Brito, TA; Hora, S da; Santos, BR dos","3963","1999","04","15","Southern America","Brasil","Bahia","Litoral Sul, Parque Ecoturístico de Una, próx. a REBIO (reserva de UNA). Zona do Barro Vermelho, margeando do rio Maruim",NA,"6 m x 15 cm. Folhas de face adaxial verde-escuro-brilhante, abaxial verde-claro-opaco. Frutos imaturos verde-escuro.; solo arenoso, km 6","ALCB057774",NA,"Una","-39.066667","-15.283333","60","60",NA,NA,NA,"-39.066667","-15.283333","2010","09",NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:21:12-03","UFBA","ALCB","101483","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Guedes, ML","Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; Gomes, FS","18670","2011","07","05","Southern America","Brasil","Bahia","Pedreira Carangi.",NA,"de ca 4 m de altura. Folhas cartáceas, discolores. Frutos imaturos verdes.","ALCB008565","ALCB008565","Salvador","-38.5","-12.966667",NA,NA,NA,NA,NA,"-38.5","-12.966667","2011","10",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:06:07-03","NBC","NL-BOTANY","WAG.1115053","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Hatschbach GG; Hatschbach M; Silva JM",NA,"1993","11","10","Southern America","Brazil",NA,"Ligação rodovia BR-101 a Ponta do Ipiranga, Sede (mun. São Mateus) Espírito Santo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1115053","NL-WAG1115053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-11-04 11:14:28-03","ESALQ","ESA","108533","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis",NA,"Sobral, M.","Harley, R.M.","18480.0","1977","02","02",NA,"Brasil","Bahia","5km SE of Maraú",NA,NA,"ESA108533","ESA108533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 10:56:23-03","ESALQ","ESA","136485","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","A. Giaetta","V. Demuner","1190.0","2000","06","20",NA,"Brasil","Espírito Santo",NA,NA,NA,"ESA136485",NA,"Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"23813","auto",NA,NA,NA,"2020","05","15",NA,NA,NA,NA,NA
"30","2020-11-04 11:14:28-03","ESALQ","ESA","135789","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Valdemarin, K.S.","C.P. Caliari","2545.0","2009","07","10",NA,"Brasil","São Paulo",NA,NA,NA,"ESA135789",NA,"iguape","-47.5499992370605","-24.7000007629395",NA,NA,"55628","auto",NA,NA,NA,"2019","10","31",NA,NA,NA,NA,NA
"31","2020-11-04 11:14:28-03","ESALQ","ESA","52726","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Lucas, E.","Souza, V.C. ; Caliari, C.P.","32478.0","2006","11","29",NA,"Brasil","Espírito Santo","Estrada entre Marataízes e Piúma. Floresta de restinga ao lado da área da marinha.",NA,"Árvore, ca. 6 m alt.; pétalas alvas; frutos imaturos verde-amarelados.","ESA052726","ESA052726","Piúma","-40.7219009399414","-20.8377990722656",NA,NA,"11958","auto",NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 10:56:23-03","ESALQ","ESA","56894","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta, A.","Demuner, V.","663.0","2000","02","01",NA,"Brasil","Espírito Santo",NA,NA,NA,"ESA056894","ESA056894","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-24 17:09:31-03","UFES","SAMES","10461","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Menezes,L.F.T.","2632","2021","02","18",NA,"Brasil","Espírito Santo",NA,NA,"Arbusto, com flores brancas,pecíolo longo. Habitat: Restinga pleistocênica.Formação arbustiva aberta não inundável. Habito: Arbusto","SAMES10461",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,"-397475000.0","-186836111.0",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-24 17:09:31-03","UFES","SAMES","3800","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Souza,M.C.;Giaretta,A.","Martins,R.F.A.","223","2007","12","14",NA,"Brasil","Espírito Santo","Itaúnas. Mata de restinga na propriedade da pousada do Celsão, localizada em Riacho Doce.",NA,"Planta de 6m com flores albo.","SAMES03800",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,"2011","09","08",NA,NA,NA,NA,NA
"35","2021-03-24 17:09:31-03","UFES","SAMES","3799","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Giaretta,A.O.",NA,"2009","03","23",NA,"Brasil","Espírito Santo","Itaúnas. Parque Estadual de Itaúnas. Mata de restinga sobre feixe de cordão arenoso. Atrás da fazenda Jequitaia.",NA,"Flores alvas. Habito: Árvore","SAMES03799",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,"-397191667.0","-184205556.0",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-24 17:09:31-03","UFES","SAMES","3789","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta,A.","Menezes,L.F.T.; Pereira,O.J.;Martins,R.F.A.;Giaretta,A.O.","1672","2007","03","29",NA,"Brasil","Espírito Santo","Degredo. Vegetação de restinga. Mata de cordão arenoso não inundável. Sítio do Chiquinho (Fazenda Ralph).",NA,"Arbusto de 2m com frutos verdes.","SAMES03789",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,"2011","06","30",NA,NA,NA,NA,NA
"37","2021-03-24 17:09:31-03","UFES","SAMES","10286","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Pereira, O.J.; Penha, J.S.; Lemes, B.X.; Firmino, A.","9415","2019","12","17",NA,"Brasil","Espírito Santo","Reserva Biológica de Comboios. Restinga Holocênica. Reserva Biológica de Comboios",NA,"Planta com 7 m altura. Botão albo esverdeado.","SAMES10286",NA,"Aracruz","-40.2733001708984","-19.8202991485596",NA,NA,"37987","auto",NA,"-399322223.0","-196966666.0",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-24 17:09:31-03","UFES","SAMES","10276","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Souza, M.C.","Pereira, O.J.; Penha, J.S.; Lemes, B.X.; Firmino, A.","9405","2019","12","05",NA,"Brasil","Espírito Santo","APA de Conceição da Barra. Restinga Holocênica.",NA,"Planta com 7 m altura. Flor alba. Tronco com casca rugosa com ritidoma soltando mas não deixando o caula liso.","SAMES10276",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,"-397461111.0","-186808334.0",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-24 17:09:31-03","UFES","SAMES","3802","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta,A.","Giaretta,A.O.","1122","2011","09","30",NA,"Brasil","Espírito Santo","Área de Proteção Ambiental de Conceição da Barra. Bairro Quadrado. Floresta de restinga seca sobre cordão arenoso.",NA,"Flores alvas. Pétalas carnosas, abrem-se rasgando na base. Habito: Árvore","SAMES03802",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,"-397922222.0","-186877777.0","2012",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-24 17:09:31-03","UFES","SAMES","3801","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta,A.","Giaretta,A.O.","1168","2012","01","24",NA,"Brasil","Espírito Santo","Área de Proteção Ambiental de Conceição da Barra. Bairro Quadrado. Floresta de restinga seca sobre cordão arenoso.",NA,"Botões verdes. Habito: Árvore","SAMES03801",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,"-397830556.0","-186933333.0","2012",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-24 17:09:31-03","UFES","SAMES","9955","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Souza, M.C.","Ribeiro, M.","1606","2011","03","19",NA,"Brasil","Espírito Santo","Floresta Alta, km 4 na estrada que circunda a reserva, trecho conservado, sub-bosque sombreado.",NA,"Planta com 7 m alt. x 15 cm CAP. Tronco não laminado ou escamoso. Estéril. Transecto 9 planta 30. Habitat: Floresta de Tabuleiro Habito: Árvore","SAMES09955",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,"-398194445.0","-182555556.0","2018",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-24 17:09:31-03","UFES","SAMES","3791","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giareta,A.","Ribeiro,M.","368","2010","11","21",NA,"Brasil","Espírito Santo","Floresta Nacional do Rio Preto. Floresta de tabuleiro em regime de regeneração após fogo. Mata ciliar delimitada por córrego.",NA,"Árvore de 4,5 metros de altura. Flores: cálice amarelo muito claro, corola e verticilos reprodutivos brancos. Odor doce.","SAMES03791",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,"-398461111.0","-183858333.0",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-24 17:09:31-03","UFES","SAMES","3788","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta,A.","Martins,R.F.A.","221","2007","12","14",NA,"Brasil","Espírito Santo","Itaúnas. Mata de restinga na propriedade da Pousada do Celsão localizada em Riacho Doce.",NA,"Planta de 4m com flores albo.","SAMES03788",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-24 17:09:31-03","UFES","SAMES","3796","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Giaretta,A.O.; Rocha,T.L.","957","2011","02","11",NA,"Brasil","Espírito Santo","Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.",NA,"Frutos verdes. Habito: Árvore","SAMES03796",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
