"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","yearIdentified","monthIdentified","barcode","phylum","dayIdentified","coordinatePrecision","geoFlag","individualCount","order","class","imagecode"
"19","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","126331","S","Plantae","Cephaloziellaceae","Cylindrocolea","obtusifolia","Cylindrocolea obtusifolia","Fulford",NA,"Griffin III, D.G.; Vital, D.M.; Yano, O.","720","1974","08","06","BRASIL","Amazonas","Manaus","along the road Manaus-Caracaraí","-60.025","-3.101944","-60.025","-3.101944","90","90","pau podre, clareira","Southern America",NA,NA,"SP067590",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","173599","S","Plantae","Cephaloziellaceae","Cylindrocolea","obtusifolia","Cylindrocolea obtusifolia","Fulford","Grolle, R.","Vital, D.M.","10404","1982","05","05","BRASIL","São Paulo","Santo André","Reserva Biológica do Alto da Serra de Paranapiacaba","-46.538333","-23.663889","-46.538333","-23.663889","800","800","On very humid sandy soilin open área with low grass coverca 2,6 Km W of the main house","Southern America",NA,NA,"SP081309",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-09-03 11:18:21-03","IBt","SP-BRYOPHYTA","227120","S","Plantae","Cephaloziellaceae","Cylindrocolea","obtusifolia","Cylindrocolea obtusifolia","Fulford",NA,"Yano, O.; Yano, T.","12242","1992","02","04","BRASIL","São Paulo","Itanhaém","Km 325 rodovia Pe Manoel da Nóbrega","-46.472","-24.1059","-46.472","-24.1059","5","5","Sobre tronco de Tabebuia sp. perto do mangue","Southern America",NA,NA,"SP093117",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","086595","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Peralta, D.F.","Vital, D.M.","363","1965","04","17","BRASIL","Espírito Santo","Itapemirim","Ilha dos Franceses","-40.8339004516602","-21.011100769043",NA,NA,NA,NA,"sobre restos de uma carniça de bode","Southern America","2007","08","SP060967",NA,NA,"28626","auto",NA,NA,NA,NA
"23","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","087115","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Peralta, D.F.","Vital, D.M.","1211","1967","03","13","BRASIL","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó, Km 137 along the road","-43.425","-19.037222","-43.425","-19.037222","700","700","nos barrancos areno-pedregoso do rio Cipó","Southern America","2006","08","SP061485",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","088296","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Fulford","Vital, D.M.","2705","1973","10","19","BRASIL","São Paulo","Brotas",NA,"-48.120278","-22.28","-48.120278","-22.28","700","700","Associado a Erpodium sp. Growing mixed with a moss on ground and base of shurubby trunks in a low and sparse forest (cerrado)","Southern America",NA,NA,"SP062697",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","088299","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Fulford","Vital, D.M.","2723","1973","10","20","BRASIL","São Paulo","Agudos",NA,"-49.000833","-22.469722","-49.000833","-22.469722","590","590","Growing mixed with Bryum Capillana, on base of shurub trunks, in a low and sparse forest (cerrado)","Southern America",NA,NA,"SP062700",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","126764","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Yano, O.; Peralta, D.F.","Vital, D.M.","4961","1974","12","19","BRASIL","Goiás","Itaberaí",NA,"-49.810278","-16.020278","-49.810278","-16.020278","700","700","on burned log in a small area of a remnant forest","Southern America","2005","08","SP068022",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","127003","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster",NA,"Vital, D.M.","5465","1976","02","06","BRASIL","São Paulo","Porto Ferreira",NA,"-47.479167","-21.853889","-47.479167","-21.853889","560","560","On a rotten log under a shrubby tree","Southern America",NA,NA,"SP068257",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","131804","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Fulford","Vital, D.M.","5903","1976","03","30","BRASIL","Minas Gerais","Medina","Along BR - 116, Km 808","-41.476944","-16.2225","-41.476944","-16.2225","580","580","growing on trunk and branches of an isolated tree","Southern America",NA,NA,"SP068438",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","131878","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster",NA,"Vital, D.M.","6084","1976","04","07","BRASIL","Bahia","Cristopolis","Along BR 252, ca 20km W Cristópolis","-44.420833","-12.233611","-44.420833","-12.233611","690","690","On soil and base of a termite nest","Southern America",NA,NA,"SP068512",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","132391","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Vital, D.M.","Vital, D.M.","6892","1977","01","22","BRASIL","São Paulo","Mogi-Guaçu","Estação Experimental de Mogi Guaçu","-46.942222","-22.372222","-46.942222","-22.372222","600","600","on base of a tree trunk","Southern America",NA,NA,"SP069017",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","173583","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Vital, D.M.","Vital, D.M.","10363","1982","03","23","BRASIL","São Paulo","Cananéia","Ilha do Cardoso","-47.939722","-25.016389","-47.939722","-25.016389","20","20","ObsSobre tronco de árvore morta ao longo do rio Pardona fazenda Amália21º46'S-47º19'W","Southern America",NA,NA,"SP081293",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","173741","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster",NA,"Yano, O.","3530","1981","07","02","BRASIL","Espírito Santo","Guarapari","km 305 da BR 101","-40.4975","-20.666667","-40.4975","-20.666667","2","2","Sobre toco podre na mata perto da plantação de seringueira","Southern America",NA,NA,"SP081357",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-12 09:32:47-03","IBt","SP-BRYOPHYTA","181393","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Peralta, D.F.","Vital, D.M.","10949","1983","03","24","BRASIL","São Paulo","Cananéia","Ilha do Cardoso","-47.939722","-25.016389","-47.939722","-25.016389","20","20","Growing on sandy banks","Southern America","2008","05","SP082775",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","189875","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster",NA,"Vital, D.M.","11115","1983","08","24","BRASIL","São Paulo","Lençóis Paulista","ca 4km W de lençois Paulistas","-48.800278","-22.598611","-48.800278","-22.598611","550","550","No solo debaixo de uma moita de capim","Southern America",NA,NA,"SP084797",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","207740","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster",NA,"Vital, D.M.","12777","1985","01","01","BRASIL","Goiás","Formoso","Serra Dourada","-48.881944","-13.653611","-48.881944","-13.653611","560","560","In partial shade, on rocks at base of waterfall associado a Lophocolea bidentata (L.) Dum., Jungermannia hyalina Lyell.","Southern America",NA,NA,"SP089216",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","208181","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster",NA,"Vital, D.M.","13235","1985","10","14","BRASIL","São Paulo","Cubatão",NA,"-46.419722","-23.89","-46.419722","-23.89","5","5","In partial shade, on a litter along the border of a ravine","Southern America",NA,NA,"SP089937",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","180785","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster",NA,"Vital, D.M.; Pirani, J.R.; Favalli, E.","10765","1982","12","16","BRASIL","Minas Gerais","São Bras do Suaçui","Ca 4km SW de S. Brás do Suaçui","-43.9491996765137","-20.625",NA,NA,NA,NA,"No chão um pouco humoso, debaixo de uma moita de arbustos no cerrado típico","Southern America",NA,NA,"SP082170",NA,NA,"9336","auto",NA,NA,NA,NA
"38","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","132412","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Vital, D.M.","Vital, D.M.","6941","1977","02","01","BRASIL","São Paulo","Mogi-Guaçu","Estação Experimental de Mogi Guaçu","-46.942222","-22.372222","-46.942222","-22.372222","600","600","on a fallen log under, in cerrado vegetation","Southern America",NA,NA,"SP069038",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","132447","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Vital, D.M.","Vital, D.M.","7012","1977","02","08","BRASIL","São Paulo","Mogi-Guaçu","Estação Experimental de Mogi Guaçu","-46.942222","-22.372222","-46.942222","-22.372222","600","600","associado a Octoblepharum albidum Hedw. On a rotten branch of Diospyros hispida, in a cerrado vegetation","Southern America",NA,NA,"SP069072",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","132450","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Vital, D.M.","Vital, D.M.","7031","1977","02","11","BRASIL","São Paulo","Mogi-Guaçu","Estação Experimental de Mogi Guaçu","-46.942222","-22.372222","-46.942222","-22.372222","600","600","on a rotten fallen tree trunk, around the main house","Southern America",NA,NA,"SP069075",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-05-02 10:52:45-03","IBt","SP-BRYOPHYTA","132104","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster",NA,"Vital, D.M.","6618","1976","10","05","BRASIL","São Paulo","Mogi-Guaçu","Reserva Biológica da Fazenda Campininha","-46.942222","-22.372222","-46.942222","-22.372222","600","600","associado a Cololejeunea minutissima (S.M) Schiffn. On base of a shurub and on soil covered with dead branches and leaves, under a shurub, in a cerrado vegetation","Southern America",NA,NA,"SP068732",NA,NA,NA,NA,NA,NA,NA,NA
"42","2018-02-11 18:08:00-02","MO","MOBOT","101029282","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","S.R. Gradstein","Jaime Aguirre|S.R. Gradstein|E. Santana","Aguirre Ceballos 3039","1982","8","17","Colombia","Casanare","Sacama","Protected due to name conservation status","-72.23","6.08",NA,NA,"1310.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"43","2021-02-25 10:11:17-03","CVRD","CVRD","7588","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) Schust.",NA,"Yano, O.","26347","2000","10","16","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"No solo humoso <ll>dwc_commonname:</ll> Cylindrocolea rhizantha","América do Sul",NA,NA,"CVRD007588",NA,NA,"48094","auto",NA,NA,NA,NA
"44","2020-09-25 10:43:51-03","UFPE","UFP","22476","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Pôrto, KC","Pôrto, KC","s.n.","1998","08","09","Brasil","Pernambuco","Brejo da Madre de Deus",NA,"-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,"Substrato: barranco.; Substrato: barranco.",NA,NA,NA,"UFP022476","Marchantiophyta",NA,"34231","auto",NA,"Jungermanniales",NA,NA
"45","2021-03-01 11:56:36-03","UFPE","UFP","85024d","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Batista, WVSM","Batista, WVM","174d","2017","02","14","Brasil","Ceará","Barbalha",NA,"-39.297778","-7.366111","-39.297778","-7.366111","768","768","Substrato: Tronco.; Floresta úmida.",NA,NA,NA,"UFP85024d","Marchantiophyta",NA,NA,NA,NA,"Jungermanniales",NA,NA
"46","2021-03-01 11:56:36-03","UFPE","UFP","49303","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Silva, MPP","Pôrto, KC","s.n.","2004","12","02","Brasil","Alagoas","Murici",NA,"-36.533333","-9.266667","-36.533333","-9.266667",NA,NA,"Substrato: tronco morto.; Substrato: tronco morto.",NA,NA,NA,"UFP049303","Marchantiophyta",NA,NA,NA,NA,"Jungermanniales",NA,NA
"47","2021-03-01 11:56:36-03","UFPE","UFP","49304","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Silva, MPP","Pôrto, KC","s.n.","2004","12","02","Brasil","Alagoas","Murici",NA,"-36.533333","-9.266667","-36.533333","-9.266667",NA,NA,"Substrato: tronco morto.; Substrato: tronco morto.",NA,NA,NA,"UFP049304","Marchantiophyta",NA,NA,NA,NA,"Jungermanniales",NA,NA
"48","2021-03-01 11:56:36-03","UFPE","UFP","49300","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Silva, MPP","Pôrto, KC","s.n.","2004","12","02","Brasil","Alagoas","Murici",NA,"-36.533333","-9.266667","-36.533333","-9.266667",NA,NA,"Substrato: tronco morto.; Substrato: tronco morto.",NA,NA,NA,"UFP049300","Marchantiophyta",NA,NA,NA,NA,"Jungermanniales",NA,NA
"49","2021-03-01 11:56:36-03","UFPE","UFP","47832","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Silva, MPP","Pôrto, KC","s.n.","2004","12","02","Brasil","Alagoas","Murici",NA,"-36.35","-9.366667","-36.35","-9.366667",NA,NA,"Substrato: tronco morto.; Substrato: tronco morto.",NA,NA,NA,"UFP047832","Marchantiophyta",NA,NA,NA,NA,"Jungermanniales",NA,NA
"50","2021-03-01 11:56:36-03","UFPE","UFP","56214","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Silva, MPP","Silva, MPP","146","2008","07","03","Brasil","Alagoas","Murici",NA,"-35.8775","-9.210833","-35.8775","-9.210833",NA,NA,"Substrato: tronco vivo. 1ª ramificação.; Substrato: tronco vivo. 1ª ramificação.",NA,"2008","07","UFP056214","Marchantiophyta","18",NA,NA,NA,"Jungermanniales",NA,NA
"51","2021-03-01 11:56:36-03","UFPE","UFP","56243","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Silva, MPP","Silva, MPP","147","2008","07","03","Brasil","Alagoas","Murici",NA,"-35.8775","-9.210833","-35.8775","-9.210833",NA,NA,"Substrato: tronco vivo. 2ª ramificação.; Substrato: tronco vivo. 2ª ramificação.",NA,NA,NA,"UFP056243","Marchantiophyta",NA,NA,NA,NA,"Jungermanniales",NA,NA
"52","2021-03-01 11:56:36-03","UFPE","UFP","22477","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Germano, SR","Germano, SR","s.n.","1998","08","09","Brasil","Pernambuco","Brejo da Madre de Deus",NA,"-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,"Substrato: barranco (Mato); Substrato: barranco (Mato)",NA,NA,NA,"UFP022477","Marchantiophyta",NA,"34231","auto",NA,"Jungermanniales",NA,NA
