"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"12","2021-03-15 16:37:00-03","NY","NYBG","559650","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.",NA,"R. Reitz","4237","1957","05","26","South America","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca, Joinville","-48.8456","-26.3044","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559650","NY00559650_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","559647","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","R. Callejas Posada","R. Kummrow","1979","1982","09","02","South America","Brazil","Paraná","Lapa","Johanisdorf","-49.7156","-25.7697","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559647","NY00559647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","559652","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.",NA,"J. B. E. Pohl","4781",NA,NA,NA,"South America","Brazil",NA,NA,"Serra de Macacu",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191352' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559652","NY00559652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01240728","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","G. Mathieu","W. W. Thomas","12616","2001","10","25","South America","Brazil","Bahia","Boa Nova","Fazenda Sao José entrance 8.8 km E of Boa Nova on road to Dario Meira","-40.145367","-14.39383","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=225259' target='other'> <mi>dwc_moreinfo</mi></a>","NY01240728","NY01240728_01","860","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","559651","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Magé","Pr. Mand.","-43.0406","-22.6531","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559651","NY00559651_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","559668","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","T. G. Yuncker","R. Reitz","3137","1956","04","13","South America","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P., Ibirama","-49.5178","-27.0569","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559668","NY00559668_01","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","559646","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.",NA,"G. G. Hatschbach","10889","1964","01","12","South America","Brazil","Paraná","Morretes","Estrada da Graciosa, Grota Funda","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559646","NY00559646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","559666","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.",NA,"J. B. E. Pohl","4785.5039",NA,NA,NA,"South America","Brazil",NA,NA,"Serra d'Estrella, Coralfalsa et S. Joao Marcos",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559666","NY00559666_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","559661","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","T. G. Yuncker","R. Reitz","4237","1957","05","26","South America","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca, Joinville","-48.8456","-26.3044","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559661","NY00559661_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","559663","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.",NA,"G. G. Hatschbach","9261","1962","09","30","South America","Brazil","Paraná","Paranaguá","Sitio do Meio","-48.5092","-25.5203","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559663","NY00559663_01","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","559649","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","R. Callejas Posada","G. G. Hatschbach","10420","1963","11","09","South America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional","-54.5881","-25.5481","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191335' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559649","NY00559649_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00559671","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","T. G. Yuncker","E. P. Heringer","s.n.","1947","05","23","South America","Brazil","Minas Gerais",NA,"Pomba",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559671","NY00559671_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","559662","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","T. G. Yuncker","L. B. Smith","7542","1956","11","12","South America","Brazil","Santa Catarina","Ibirama","Horto Florestal, Ibirama","-49.5178","-27.0569","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559662","NY00559662_01","450","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","559667","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.",NA,"R. Reitz","4400","1957","06","21","South America","Brazil","Santa Catarina","Joinville","Estrada Dona Francisco, Joinville","-48.8456","-26.3044","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559667","NY00559667_01","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","559665","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.",NA,"C. A. W. Schwacke","IV83","1884","06","29","South America","Brazil","Santa Catarina","Blumenau","Blumenau","-49.0658","-26.9194","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559665","NY00559665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","559657","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","T. G. Yuncker","G. G. Hatschbach","4073","1957","08","25","South America","Brazil","Paraná","Morretes","Grota Funda","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559657","NY00559657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01197929","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","G. Mathieu","P. Fiaschi","2630","2004","11","11","South America","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada de acesso à serra.","-39.5361","-14.7703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317716' target='other'> <mi>dwc_moreinfo</mi></a>","NY01197929","NY01197929_01","600","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:26:07-03","PUCPR","HUCP","18407","S","Plantae","Magnoliidae",NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C. DC.","Kersten, RA","Kersten, RA","1156","2006","08","20",NA,"Brasil","Paraná","Antonina","Reserva Natural Morro da Mina","-48.7118988037109","-25.4286003112793",NA,NA,"HUCP00016058","HUCP00016058",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:07-03","PUCPR","HUCP","22709","S","Plantae","Magnoliidae",NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C. DC.","Keller, H","Keller, H","062","2009","04","04",NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,"HUCP00016467","HUCP00016467",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:10:25-03","NBC","NL-BOTANY","L.1541264","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","tenuissima","Peperomia tenuissima","C.DC.",NA,"Hatschbach GG",NA,"1957","08","25","Southern America","Brazil",NA,NA,"Est. Parama, Mun. Morretes, Grote Funda.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1541264 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1541264","NL-L1541264",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 12:18:04-03","ESALQ","ESA","84937","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C. DC.","Souza, V.C.","Medeiros, D.A.; Silva, D.G.R.; Damasceno, A.C.F; França, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.","73.0","2003","04","19",NA,"Brasil","São Paulo","Ribeirão Grande","Trilha saindo 500m antes da sede do Núcleo Barra Grande em direção à E.E. Xiutê. Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e com exploração de palmito.","-48.35",NA,NA,"inflorescência pequena verde claro","ESA084937","ESA084937","788","788",NA,NA,NA,"2003","01","01","-48.35","-24,466,667",NA,NA,NA,NA
"33","2020-11-04 12:18:04-03","ESALQ","ESA","128858","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia","pseudoestrelensis","Peperomia pseudoestrelensis",NA,"Colletta, G.D.","Colletta, G.D.","1227.0","2013","06","17",NA,"Brasil","São Paulo","Ilhabela","Trilha para castelhanos, Poço da ducha","-45.3499984741211","-23.7700004577637",NA,"Erva, epífita, espiguetas verdes","ESA128858",NA,NA,NA,"23719","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 12:18:04-03","ESALQ","ESA","96532","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis",NA,"Vanini, A.","Oriani, A. et al.","559.0","2005","03","23",NA,"Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,"ESA096532","ESA096532",NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 12:18:04-03","ESALQ","ESA","79889","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C. DC.","Gomes, S.M.","Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","372.0","2002","04","24",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Trilha do Rio Taquaral 2.","-47.9900016784668","-23.8700008392334",NA,"Epífita a 1m de altura sobre árvore, coletada no interior da mata. Espigas de coloração verde.","ESA079889","ESA079889",NA,NA,"27904","auto",NA,"2002","04","29","-47,986,944","-24,062,222",NA,NA,NA,NA
"36","2019-11-21 14:41:36-03","UFJF","CESJ","11685","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","E.F.Guimarães","U.C. Câmara","11685","1972","04",NA,"América do Sul","Brasil","Rio de Janeiro",NA,"Parque Nacional de Itatiaia",NA,NA,NA,"Na encosta, lugares úmidos, barranco.","CESJ011685",NA,NA,NA,NA,NA,NA,"1980","01",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:41:36-03","UFJF","CESJ","60768","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","D. Monteiro","D.E.F. Barbosa; L. Menini Neto; F.R. Silva","18","2011","07","16","América do Sul","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água","-43.182222","-21.655833",NA,"Interior de floresta, próximo ao curso d'água. Epífita a 1m de altura, frutos castanho.","CESJ060768",NA,"750","800",NA,NA,NA,"2012","03","15","-43.182222","-21.655833",NA,NA,NA,NA
"38","2019-11-21 14:41:36-03","UFJF","CESJ","60769","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","D. Monteiro","D.E.F. Barbosa; L. Menini Neto","32","2012","01","19","América do Sul","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água","-43.182222","-21.655833",NA,"Interior de floresta, próximo ao curso d'água. Epífita em tronco caido, caule verde matizado de vináceo, folha discolor, inflorescência verde claro.","CESJ060769",NA,"750","800",NA,NA,NA,"2012","03",NA,"-43.182222","-21.655833",NA,NA,NA,NA
"39","2019-11-21 14:41:36-03","UFJF","CESJ","60770","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","L. Menini Neto","D.E.F. Barbosa; L. Menini Neto; G. Alves","89","2012","04","28","América do Sul","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água","-43.182222","-21.655833",NA,"Interior de floresta, próximo ao curso d'água. Epífita reptante, frutos castanhos, folha discolor.","CESJ060770",NA,"750","800",NA,NA,NA,"2012","04","28","-43.182222","-21.655833",NA,NA,NA,NA
"40","2019-11-21 14:41:36-03","UFJF","CESJ","42334","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","E.F. Guimarães","F.R.G. Salimena; K. Antunes; C.N. Matozinhos; O.J. Bastos Neto; P.H. Nobre","1340","2004","05","21","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Cânion, Vilarejo do Funil","-43.8278007507324","-22.0891990661621",NA,"Epífita, no interior do cânion. Espigas verdes.","CESJ042334",NA,NA,NA,"20815","auto",NA,"2004","11","05",NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:41:36-03","UFJF","CESJ","10557","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","D. Monteiro","L. Krieger","CESJ10557","1971","05","14","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Dias Tavares","-43.3502998352051","-21.7642002105713",NA,"Epífita, folhas não muito carnosas.","CESJ010557",NA,NA,NA,"36144","auto",NA,"2008","08",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-08 08:54:47-03","FURB","FURB","35996","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Cadorin, TJ","Cadorin, T.J.; Oliveira, C.P.L.","3246","2011","04","25",NA,"Brasil","Santa Catarina","Joinville",NA,"-49.1538889","-26.3005556",NA,NA,"FURB37551","FURB37551","650","650",NA,NA,NA,"2011","04","25","-49.1538889","-26.3005556",NA,NA,NA,NA
"43","2020-10-14 10:04:40-03","FURB","FURB","12787","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Guimarães, E","Verdi, M.; Hasckel, R.P. & Klemz, G.","2362","2009","06","16",NA,"Brasil","Santa Catarina","Anitápolis","Pousada Recanto das Cachoeiras.","-49.1280556","-27.8591667",NA,"Florística IFFSC 9996(Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37559","FURB37559","567","567",NA,NA,NA,"2011","02",NA,"-49.1280556","-27.8591667",NA,NA,NA,NA
"44","2020-10-14 10:04:40-03","FURB","FURB","11476","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Guimarães, E","Stival-Santos, A.; Silveira, S.","574","2009","03","25",NA,"Brasil","Santa Catarina","Água Doce","Hereiliópolis.","-51.4825","-26.8180556",NA,"Florística IFFSC 723(Epífita) Habitat: Floresta Ombrófila Mista; interior do fragmento Habito: epífita;","FURB37550","FURB37550","1315","1315",NA,NA,NA,"2009","08",NA,"-51.4825000","-26.8180556",NA,NA,NA,NA
"45","2020-10-14 10:04:40-03","FURB","FURB","47460","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Pastório, FF","Pastório, F.F.","53","2015","07","27",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacioanl da Serra do Itajaí - Trilha da chuva.","-49.0808334","-27.0594444",NA,NA,"FURB37524","FURB37524","419","419",NA,NA,NA,"2015","08","03","-49.0808334","-27.0594444",NA,NA,NA,NA
