"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"322","2012-05-04 05:16:00-03","MO","MOBOT","100464120","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula breviseta","Cyril Allen","Allen 357","1924","8","10","South America","Colombia",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)",NA,NA,"Magdalena Valley. Savana, Rincon Hondo.",NA,NA,NA,"D.J. Rosen",NA,NA,NA,NA,"breviseta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"323","2012-06-04 13:31:00-03","MO","MOBOT","100476259","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula breviseta","Julian A. Steyermark|Ronald L. Liesner","Steyermark 119299","1979","7","31","South America","Venezuela",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Táchira",NA,"Level area in valley, open pastures and fields with natural swampy depressions, between La Rochela and La Espuma, SW of Santo Domingo.","-72.05","7.5166667",NA,"D.J. Rosen","300.00000000",NA,NA,NA,"breviseta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"324","2012-03-29 10:55:00-03","MO","MOBOT","1152515","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula breviseta","J. Richard Abbott","Abbott 16837","1995","5","18","South America","Bolivia",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Santa Cruz","Velasco","'Noel Kempff Mercado' National Park; ca. 4 km east of Los Fierros encampment.","-60.8833333","-14.5833333",NA,"D.J. Rosen","200.00000000",NA,NA,NA,"breviseta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"325","2012-06-04 13:32:00-03","MO","MOBOT","269215","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula breviseta","Gerrit Davidse","Davidse 4355","1973","11","22","South America","Venezuela",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Bolívar",NA,"14 km SE of Caicara along Highway 19 to Ciudad Bolivar. Hill partially covered with Trachypogon-Curatella savanna and partially forested, very rocky soil.",NA,NA,NA,"D.J. Rosen","160.00000000",NA,NA,NA,"breviseta",NA,NA,NA,NA,NA,NA,NA,NA,"831","1",NA
"326","2012-04-05 15:15:00-03","MO","MOBOT","1338498","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula neotropica","John L. Clark|et al.","Clark 5122","1998","4","24","South America","Ecuador",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Napo","Archidona","Reserva Ecologica Antisana. Comunidad Shamato. Entrada por km 21- Shamato. Plot #1. Tropical Montane/Premontane Wet Forest.","-77.8166667","-0.7166667",NA,"D.J. Rosen","1700.00000000",NA,NA,NA,"neotropica",NA,NA,NA,NA,NA,NA,NA,NA,"55","7",NA
"327","2012-05-14 13:44:00-03","MO","MOBOT","1914926","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula neotropica","Timothy C. Plowman|Phillip M. Rury","Plowman 11288A","1981","12","10","South America","Peru",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Huánuco","Leoncio Prado","3 km SE of Pucayacu, on road from Tingo María to Tocache Nuevo, ca. 75 km NW of Tingo María.",NA,NA,NA,"D.J. Rosen",NA,NA,NA,NA,"neotropica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2013-05-13 16:07:00-03","MO","MOBOT","1930154","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula neotropica","Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 18552","1974","3","23","South America","Peru",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Loreto","Maynas","Dtto. Iquitos, Iquitos, prolongacion Yavari, Versailes-Paina.",NA,NA,NA,"D.J. Rosen","120.00000000",NA,NA,NA,"neotropica",NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"1",NA
"329","2013-07-15 09:29:00-03","MO","MOBOT","264550","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula neotropica","Juan Ruíz","Ruíz 1262","1988","4","22","South America","Peru",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Loreto","Maynas","Distrito Iquitos, Caserío Nina Rumy, Río Nanay.","-73.4166667","-3.8",NA,"D.J. Rosen","123.00000000",NA,NA,NA,"neotropica",NA,NA,NA,NA,NA,NA,NA,NA,"16","2",NA
"330","2012-05-14 13:44:00-03","MO","MOBOT","266714","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula neotropica","Camilo Díaz S.","Díaz Santibáñez 368","1978","5","26","South America","Peru",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Loreto","Maynas","Inmediaciones de la Guarnicion militar de Gueppi, sobre la Margen izquierda del Río Putumayo, border with Ecuador.","-75.25","-0.1166667",NA,"D.J. Rosen","130.00000000",NA,NA,NA,"neotropica",NA,NA,NA,NA,NA,NA,NA,NA,"91","2",NA
"331","2012-05-14 13:44:00-03","MO","MOBOT","769335","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula neotropica","Philip J. Barbour","Barbour 4355","1978","10","31","South America","Peru",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Amazonas","Bagua","3.9 km northeast od Chiriaco, along roadside from Chiriaco and Puenta Venezuela.","-78.3208334","-5.1188889",NA,"D.J. Rosen","182.88000000","243.84000000",NA,NA,"neotropica",NA,NA,NA,NA,NA,NA,NA,NA,"52","3",NA
"332","2012-04-05 15:15:00-03","MO","MOBOT","917905","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula neotropica","Walter A. Palacios","Palacios Cuenca 12171","1994","2",NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Pastaza","Pastaza","Villano. Campamento Base de Arco. Pantano al noreste de la pista. Bosque húmedo Tropical. Potrero sobre suelo aluvial.","-77.45","-1.4833333",NA,"D.J. Rosen","350.00000000",NA,NA,NA,"neotropica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"333","2012-06-04 13:29:00-03","MO","MOBOT","100476278","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Franciso Delascio C.|Rubén A. Montes|Gerrit Davidse","Delascio Chitty 11566","1981","12",NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Guárico",NA,"Dtto. Infante: Parque Nacional Aguaro-Guariquito: Morichal Indio Viejo.","-67.8666667","9.8",NA,NA,"100.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"334","2012-03-29 10:58:00-03","MO","MOBOT","100461936","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Nur Ritter|et al.","Ritter 4255","1998","6","19","South America","Bolivia",NA,NA,NA,NA,NA,NA,"D.J. Riosen (TAES)","Santa Cruz","Velasco","The road to San Ignacio, app. 5 km W of Santa Rosa de la Roca","-61.5166667","-15.8925",NA,NA,"360.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"335","2012-04-05 15:19:00-03","MO","MOBOT","100463733","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Walter A. Palacios|et al.","Palacios Cuenca 144","1985","2","20","South America","Ecuador",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Pastaza","Mera","Hacienda San Antonio de Baron von Humboldt, 2 km al NE de Mera. Bosque pluvial premontano.","-78.1","-1.45",NA,NA,"1100.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"336","2019-01-01 04:34:00-02","MO","MOBOT","100464117","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Philip A. Silverstone-Sopkin|Jorge Giraldo G.|Jesús E. Arroyo V.","Silverstone-Sopkin 5504","1989","8","22","South America","Colombia",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Risaralda","Pereira","Hacienda Alejandría, km 6 carretera La Virginia-Cerrito, extremo norte de parte ancha del Valle del Río Cauca, lomas bajas.",NA,NA,NA,NA,NA,NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"337","2012-05-30 15:47:00-03","MO","MOBOT","100476244","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Erik L. Ekman","Ekman 1295","1907","12","17","South America","Argentina",NA,NA,NA,NA,NA,NA,"D.J. Rosen",NA,NA,"Pr. praedium La Granja, in fossa von profunda.",NA,NA,NA,NA,NA,NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"338","2012-06-04 13:33:00-03","MO","MOBOT","100476245","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Basil Stergios","Stergios 2387","1980","10","25","South America","Venezuela",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Apure",NA,"Módulos F. Corrales de la UNELLEZ, Mantecal. Esteros y pantanos cerca de los diques y el caño Matorral.","-69.5","7.5",NA,NA,NA,NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"339","2012-06-04 13:32:00-03","MO","MOBOT","100476246","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Basil Stergios","Stergios 7051","1984","9","6","South America","Venezuela",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Portuguesa",NA,"Dtto. Guanare, terrenos de la UNELLEZ.","-69.8166667","9.0666667",NA,NA,NA,NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"340","2012-05-30 15:57:00-03","MO","MOBOT","100476247","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Troels M. Pedersen","Pedersen 3054","1954","12","17","South America","Argentina",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Corrientes","Mburucuyá","Estancia Santa Teresa, Canada Portillo.",NA,NA,NA,NA,NA,NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"341","2012-06-04 13:30:00-03","MO","MOBOT","100476273","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Franciso Delascio C.|Rubén A. Montes|Gerrit Davidse","Delascio Chitty 11099","1981","12",NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Guárico",NA,"Dtto. Infante: Parque Nacional Aguaro-Guariquito: Sabanas de Juan Paulino, via Los Arroyuelos.",NA,NA,NA,NA,"60.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"342","2012-06-04 13:29:00-03","MO","MOBOT","100476391","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Terry W. Henkel|R. James","Henkel 3976","1993","8","3","South America","Guyana",NA,NA,NA,NA,NA,NA,"D.J. Rosen",NA,NA,"Region: U. Takutu-U. Essequibo. South Rupununi savanna; Aishalton village.","-59.3333333","2.5166667",NA,NA,"200.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"343","2012-06-04 13:27:00-03","MO","MOBOT","100476394","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Terry W. Henkel|R. James","Henkel 3769","1994","4","26","South America","Guyana",NA,NA,NA,NA,NA,NA,"D.J. Rosen",NA,NA,"Region: U. Takutu-U. Essequibo. South Rupununi; Toot River, 40 km SE Aishalton village along Marudi Road.","-59.1666667","2.25",NA,NA,"250.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"344","2012-05-31 10:57:00-03","MO","MOBOT","100476398","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Rubén A. Montes","Montes 1343","1982","9","19","South America","Venezuela",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Guárico",NA,"Estero del Rio Oritico, 25 km Sur de La Estación Biologica de Los Llanuras Calaboro.",NA,NA,NA,NA,NA,NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"345","2018-05-09 13:05:00-03","MO","MOBOT","101045130","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","H. A. Keller|A. Pirondo|E.C. Lattar|M.M. Franco","Keller 10909","2012","3","19","South America","Argentina",NA,NA,NA,NA,NA,NA,"Gomez, G. Noemí, I.M. Gabriela L.","Corrientes","Concepción","Camino desde El Tránsito hacia Yahaveré.","-57.6966666","-28.4311111",NA,NA,"60.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"346","2012-03-29 11:01:00-03","MO","MOBOT","1521249","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Michael H. Nee","Nee 39625","1990","10","31","South America","Bolivia",NA,NA,NA,NA,NA,NA,"D.J. Riosen (TAES)","Santa Cruz","Ichilo","7 km N of Buena Vista, N end of Laguna Madrejon (Laguna Candelaria on topographic map).","-63.6666667","-17.3833333",NA,NA,"295.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"347","2012-05-30 17:16:00-03","MO","MOBOT","1812309","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11466","1976","3","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Minas Gerais",NA,"Ca. 10 km W of the Rio Doce at Governador Valadares, Typha marsh.",NA,NA,NA,NA,"200.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,"1185","1",NA
"348","2012-05-30 17:15:00-03","MO","MOBOT","1813938","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11595","1976","3","30","South America","Brazil",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Minas Gerais",NA,"21 km N of Medina along Highway BR-116. Marsh with open water in center and grassy margin.",NA,NA,NA,NA,"670.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,"1194","1",NA
"349","2012-05-31 10:59:00-03","MO","MOBOT","2193905","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Troels M. Pedersen","Pedersen 14072","1985","2","19","South America","Argentina",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Corrientes","Concepción","Carambola",NA,NA,NA,NA,NA,NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"350","2012-05-31 11:00:00-03","MO","MOBOT","2442778","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Rosa Guaglianone|Nuncia M. Tur|E.P. Carrillo F.","Guaglianone 867","1983","1","22","South America","Argentina",NA,NA,NA,NA,NA,NA,"D.J. Rosen","Misiones","Apóstoles","Ruta 14, 10 km al N de San José, bañado ácido.",NA,NA,NA,NA,NA,NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"351","2012-04-07 18:20:00-03","MO","MOBOT","267862","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Ricardo Callejas|Julio C. Betancur B.|Francisco J. Roldán","Callejas Posada 3486","1987","5","14","South America","Colombia",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Antioquia","Valdivia","Corregimiento de Puerto Valdivia, Km 11 de Pto Valdivia, Mina de Oro Canarias","-75.4333333","7.4166667",NA,NA,NA,NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"352","2018-01-17 12:17:00-02","MO","MOBOT","267874","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Ramiro Fonnegra G.|et al.","Fonnegra G. 1830","1987","3","7","South America","Colombia",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Antioquia","Mutatá","Carretera Mutatá-Pavarando, Hacienda El Darién","-76.46667","7.25",NA,NA,"150.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"353","2015-08-23 05:45:00-03","MO","MOBOT","269295","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Simon Lægaard|S.A. Renvoize","Lægaard 70909","1988","4","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Napo",NA,"Junction (Archidona) - Coca km 9.3. Roadside.","-77.75","-0.75",NA,NA,"1350.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"354","2020-02-20 19:09:00-03","MO","MOBOT","273638","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula acutangula","Alan E. Brant|Francisco J. Roldán","Brant 1461","1987","10","22","South America","Colombia",NA,NA,NA,NA,NA,NA,"D.J. Rosen (TAES)","Antioquia","Guatapé","road to San Rafael ca 4 km E of Guatapé-Santa Rita road (Finca Montepinar). Secondary forest and wetland ca 1 km N of road.","-75.1333333","6.25",NA,NA,"1850.00000000",NA,NA,NA,"acutangula",NA,NA,NA,NA,NA,NA,NA,NA,"87-34","7",NA
"355","2012-11-06 15:16:00-02","MO","MOBOT","100534654","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","fistulosa","Eleocharis fistulosa","Philipp Salzmann","Salzmann s.n.","1827",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"G. Davidse (MO)","Bahia",NA,"Bahia, in fossis.",NA,NA,NA,"Link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,"1",NA
"356","2008-05-27 22:02:00-03","MO","MOBOT","2834737","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","fistulosa","Eleocharis fistulosa","Timothy J. Killeen","Killeen 1650","1986","1","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"M.T. Strong","Santa Cruz","Nuflo de Chavez","Est. Santa Maria, 5 km S of Concepción. Eroded tertiary planation surface overlying precambrian shield, mosaic of semideciduous forest, wooded savanna and savanna wetland.","-62","-16.16666",NA,"Link","480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2008-05-27 22:02:00-03","MO","MOBOT","1517852","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","fistulosa","Eleocharis fistulosa","Nélida Soria","Soria Rey 3749","1989","5","8","South America","Paraguay",NA,NA,NA,NA,NA,NA,"F. Mereles, 2001 (FCQ)","Amambay",NA,"Ao. Estrella. Prop. de Heisecke. Orillas de tajamares; suelo humedo","-56.33333","-22.33333",NA,"Schult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2008-05-27 22:02:00-03","MO","MOBOT","1717985","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","fistulosa","Eleocharis fistulosa","Robin B. Foster","Foster 12403","1992","11","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"S.Smith, 97","Beni",NA,NA,NA,NA,NA,"Schult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2010-04-27 17:03:00-03","MO","MOBOT","2429274","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","fistulosa","Eleocharis fistulosa","Maria M. Arbo|Sergio Cáceres M.|Victor Maruñak","Arbo 6903","1996","12","2","South America","Argentina",NA,NA,NA,NA,NA,NA,"López, M. G., //","Corrientes","Concepción","Estancia Yatay Corá, 50 km NE de Chavarría, camino a Concepción; 4 km al SW del casco",NA,NA,NA,"Schult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2013-10-15 10:28:00-03","MO","MOBOT","262912","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","fistulosa","Eleocharis fistulosa","Elsa M. Zardini|C. Velázquez","Zardini 26642","1991","2","23","South America","Paraguay",NA,NA,NA,NA,NA,NA,"F. Mereles (FCQ)","Cordillera",NA,"Tobatí. Ybytú Silla mesa. Middle area.","-57.1166667","-25.2",NA,"Schult.","297.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"555","4",NA
"361","2013-10-15 10:33:00-03","MO","MOBOT","263365","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","fistulosa","Eleocharis fistulosa","Elsa M. Zardini|Ru. Velázquez","Zardini 26710","1991","2","23","South America","Paraguay",NA,NA,NA,NA,NA,NA,"F. Mereles (FCQ)","Cordillera",NA,"Tobatí. Ybytú Silla mesa. Southern area.","-57.1166667","-25.2",NA,"Schult.","297.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"557","4",NA
"362","2013-10-15 11:06:00-03","MO","MOBOT","263781","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","fistulosa","Eleocharis fistulosa","Elsa M. Zardini|R. Velázquez","Zardini 20588","1990","5","26","South America","Paraguay",NA,NA,NA,NA,NA,NA,"F. Mereles (FCQ)","Cordillera",NA,"1 km E of Nueva Colombia on road to Atyra. On a plain.","-57.2166667","-25.1666667",NA,"Schult.","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"331","4",NA
"363","2011-06-08 17:16:00-03","MO","MOBOT","3105688","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","fistulosa","Eleocharis fistulosa","José Steinbach","Steinbach G. 7444","1926",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Foster's catalog note file","Santa Cruz","Sara","Buenavista","-63.75","-17.6",NA,"Schult.","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2008-05-27 22:02:00-03","MO","MOBOT","3312683","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","fistulosa","Eleocharis fistulosa","Timothy J. Killeen","Killeen 2248","1986","11","26","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"Santa Cruz","Nuflo de Chavez","Est. La Pachanga, 5 km south of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna and savanna wetland.","-62.08333","-16.13333",NA,"Schult.","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2008-05-27 22:02:00-03","MO","MOBOT","1092172","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","fistulosa","Eleocharis fistulosa","E. Gutiérrez","Gutiérrez Crespo 2063","1996","6","4","South America","Bolivia",NA,NA,NA,NA,NA,NA,"E. Gutiérrez","Beni","Moxos","Territorio Indigena. Parque Nacional Isiboro Sécure. Bajíos de pampa, con totora.","-65.26666","-15.81666",NA,"Schult.","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-03-29 10:41:19-03","UFSM","HDCF","7242","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Tust, M. A.",NA,"2015","04","17","América","Brasil",NA,NA,"RS-517-2-1-H",NA,NA,NA,"Bertuzzi, T.","Rio Grande do Sul","São Sepé",NA,"-53.82","-30.24",NA,"(Roxb.) Schult.",NA,NA,NA,NA,NA,"-53.82","-30.24","2016","04","04",NA,NA,NA,NA,NA,NA
"367","2016-04-07 14:03:39-03","UNIOESTE","UNOP","7923","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Brotto, M.L.; et al.; et al.","969","2013","02","15",NA,"Brasil",NA,NA,"Erva. Estepe Gramíneo-Lenhosa (campo-limpo). Alt: 1124 m. WGS84 24°23'46.32#?#S/ 49°51'37.87#?#W",NA,NA,NA,"Barbosa, E.; Brotto, M.L.","Paraná","Piraí do Sul","Beira da Rodoviaria","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,"37171","auto",NA,NA,NA,"2013","02","18",NA,NA,NA,NA,NA,NA
"368","2015-05-20 10:34:28-03","UFERSA","MOSS","2666","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Oliveira, O.F. de","372","1980","04","15","América do Sul","Brasil",NA,NA,"erva hidrófila; coletada em capoeira de algodão; solo encharcado; ocasional; flor verde.",NA,NA,NA,"Ribeiro, A.R.O.","Rio Grande do Norte","São Tomé","Fazenda Pedra do Navio.","-36.333333","-5.983333",NA,"(Roxb.) Schult.","100","100",NA,NA,NA,"36W20'00","5S59'00","2008","04","18",NA,NA,NA,NA,NA,NA
"369","2015-05-20 10:34:28-03","UFERSA","MOSS","13640","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Ribeiro, A.R.O.","251","2010","05","30","América do Sul","Brasil",NA,NA,"Erva rizomatosa e cespitosa; coletada em lagoa temporária; substrato areno-argiloso; relevo levemente ondulado; abundante.",NA,NA,NA,"Ribeiro, A.R.O.","Rio Grande do Norte","Jardim do Seridó","BR 427, Caicó - Jardim do Seridó.","-36.8925","-6.533889",NA,"(Roxb.) Schult.",NA,NA,NA,NA,NA,"36W53'33","6S32'02","2010","06","10",NA,NA,NA,NA,NA,NA
"370","2015-05-20 10:34:28-03","UFERSA","MOSS","2685","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Oliveira, O.F. de","600","1980","04","27","América do Sul","Brasil",NA,NA,"erva hidrófila; solo inundado.",NA,NA,NA,"Prata, A.P.","Rio Grande do Norte","Apodi","Sítio Baixa Grande.","-37.822222","-5.725",NA,"(Roxb.) Schult.","40","40",NA,NA,NA,"37W49'20","5S43'30","2008","04","01",NA,NA,NA,NA,NA,NA
"371","2015-05-20 10:34:28-03","UFERSA","MOSS","2693","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Oliveira, O.F. de","601","1980","04","27","América do Sul","Brasil",NA,NA,"erva hidrófila; solo inundado.",NA,NA,NA,"Prata, A.P.","Rio Grande do Norte","Apodi","Sítio Baixa Grande.","-37.822222","-5.725",NA,"(Roxb.) Schult.","40","40",NA,NA,NA,"37W49'20","5S43'30","2008","04","01",NA,NA,NA,NA,NA,NA
