"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","imagecode","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"117","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"Lusitanis",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"118","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,"Extra fines nostros in Africa",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"119","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"Ab indigenis",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"120","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,"et in Europa meridionali obvia",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"121","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,"Extra fines nostros in Africa et in Europa meridionali obvia",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"122","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"Lusitanis",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"123","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"Pohl, JBE",NA,NA,NA,"Brazil","Minas Gerais",NA,"ad Estrema prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,"3189","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"124","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax lanceolata","L.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Quinta prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"4334","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata"
"125","2021-02-08 12:52:39-03","UFRGS","ICN","033886","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Lorscheitter, ML","1971","04","04","Brasil","RS","Porto Alegre","Morro Santa Tereza","-51.2299995422363","-30.0331001281738",NA,NA,"Mais de 2m altura; Em terreno seco",NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"29946",NA,"auto",NA,NA,NA,NA,NA
"126","2021-02-08 12:52:39-03","UFRGS","ICN","137725","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Longhi-Wagner, HM","2005","06","30","Ferreira, AL",NA,NA,NA,"Brasil","ES","Ilha dos Franceses",NA,NA,NA,NA,NA,"Exótica.; 2 a 4m de altura, formação taquaral.; Restinga rupestre.",NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-02-08 12:52:39-03","UFRGS","ICN","144955","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Bordignon, SAL",NA,NA,NA,"Bordignon, SAL","2003","05","20","Brasil","RS","Porto Alegre","Campus da Agronomia UFRGS","-51.2299995422363","-30.0331001281738",NA,NA,"Material testemunho de tese de doutorado de Gilberto Dolejal Zanetti",NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"29946",NA,"auto",NA,NA,NA,NA,NA
"128","2021-02-08 12:52:39-03","UFRGS","ICN","023908","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Longhi-Wagner, HM",NA,NA,NA,"Longhi-Wagner, HM","1972","05","04","Brasil","RS","Porto Alegre","Estrada do Forte. Coletada na beira da estrada","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Monocotyledon",NA,"22","América do Sul",NA,NA,NA,"29946",NA,"auto",NA,NA,NA,NA,NA
"129","2021-02-08 12:52:39-03","UFRGS","ICN","025485","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Porto, ML",NA,NA,NA,"Porto, ML","1972","04",NA,"Brasil","RS","Porto Alegre","Faculdade de Agronomia","-51.2299995422363","-30.0331001281738",NA,NA,"Cultivada mais ou menos 10m de altura",NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"29946",NA,"auto",NA,NA,NA,NA,NA
"130","2021-02-08 12:52:39-03","UFRGS","ICN","137049","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Longhi-Wagner, HM","2005","04","23","Brasil","RS","Porto Alegre","Petrópolis","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Monocotyledon",NA,"9747","América do Sul",NA,NA,NA,"29946",NA,"auto",NA,NA,NA,NA,NA
"131","2020-05-19 11:38:25-03","FEPAGRO","BLA","8398","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","I. Boldrini",NA,NA,NA,"I. Boldrini","1971","04","11","Brasil","Rio Grande do Sul","Dois Irmãos","BR 116 - Km 71","-51.0853004455566","-29.5802993774414",NA,NA,"Habitat: Beira da estrada","BLA008398","Spermatophyta",NA,NA,NA,NA,NA,NA,"7716",NA,"auto",NA,NA,NA,NA,NA
"132","2021-03-22 16:23:20-03","FEPAGRO","BLA","8356","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","L. A. Arzivenco",NA,NA,NA,"L. A. Arzivenco","1971","03","04","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: Cultivado","BLA008356","Spermatophyta",NA,NA,NA,NA,NA,NA,"29946",NA,"auto",NA,NA,NA,NA,NA
"133","2021-03-22 16:23:20-03","FEPAGRO","BLA","16215","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","V. H. Gandolfi",NA,NA,NA,"V. H. Gandolfi","1972","04","20","Brasil","Rio Grande do Sul","Porto Alegre","Faculdade de Agronomia","-51.2299995422363","-30.0331001281738",NA,NA,"<ll>dwc_commonname:</ll> cana-do-reino","BLA016215","Spermatophyta",NA,NA,NA,NA,NA,NA,"29946",NA,"auto",NA,NA,NA,NA,NA
"134","2021-02-18 17:08:45-03","FEPAGRO","BLA","16216","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","O. M. F. Mikusinski",NA,NA,NA,"O. M. F. Mikusinski","1972","04","20","Brasil","Rio Grande do Sul","Porto Alegre","F.A.V. UFRGS","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: Cultivado <ll>dwc_commonname:</ll> cana-do-reino","BLA016216","Spermatophyta",NA,NA,NA,"5","5",NA,"29946",NA,"auto",NA,NA,NA,NA,NA
"135","2020-12-29 16:52:38-03","FEPAGRO","BLA","7607","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"L. A.","1971","04","05","Brasil","Rio Grande do Sul","Porto Alegre","Perto do D. P. A.","-51.2299995422363","-30.0331001281738",NA,NA,"Cultivado","BLA007607","Spermatophyta",NA,"42",NA,NA,NA,NA,"29946",NA,"auto",NA,NA,NA,NA,NA
"136","2019-11-21 10:14:46-03","IBt","SP","107711","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Crutchfield, PJ","1967","10","29","Estados Unidos","North Carolina",NA,"Cumberland County. East on Manchester Rd. 8.7 miles. Creekbank and roadside.",NA,NA,NA,NA,NA,"SP040985",NA,NA,"5583",NA,NA,NA,NA,NA,"SP040985",NA,NA,NA,NA,NA,NA
"137","2019-11-21 10:14:46-03","IBt","SP","174672","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Filgueiras, TS","1983","11","22","Gemtchújnicov, I","1974","03","24","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"SP040987",NA,NA,"s.n.",NA,NA,NA,NA,NA,"SP040987",NA,NA,NA,NA,NA,NA
"138","2019-11-21 10:14:46-03","IBt","SP","174672a","Extra","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Filgueiras, TS","1983","11","22","Gemtchújnicov, I","1974","03","24","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"SP040988",NA,NA,"s.n.",NA,NA,NA,NA,NA,"SP040988",NA,NA,NA,NA,NA,NA
"139","2019-11-21 10:14:46-03","IBt","SP","318889","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Valls, J","1973",NA,NA,"Ferreira, AG","1973","03","19","Brasil","Rio Grande do Sul","Montenegro","Entre montenegro e Salvador do Sul. Cultivada à beira da estrada.","-51.4611015319824","-29.6886005401611",NA,NA,NA,"SP040986",NA,NA,"634",NA,NA,NA,NA,"21601","SP040986","auto",NA,NA,NA,NA,NA
"140","2019-11-21 10:14:46-03","IBt","SP","429399","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Shirasuna, RT","2011",NA,NA,"Shirasuna, RT; Shirasuna, MI","2011","03","12","Brasil","São Paulo","Arujá","Margem de estrada em campo antrópico.","-46.3199996948242","-23.3899993896484",NA,NA,NA,"SP040989",NA,NA,"2923",NA,NA,NA,NA,"7742","SP040989","auto",NA,NA,NA,NA,NA
