"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","imagecode","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"15","2020-02-08 10:16:15-03","NBC","NL-BOTANY","U.1493101","PreservedSpecimen","Plantae","Gramineae","Arundo","donax","Arundo donax","L.","Judziewicz EJ","2006","04","01","Oldenburger FHF; Mecenas VV","1975","09","24","Brazil","Distrito Federal",NA,"D.F. BrasÝlia, University Campus.",NA,NA,NA,NA,"Cerrado<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493101 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493101",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"NL-U1493101",NA,"Magnoliopsidae","U 0123499",NA,NA,NA
"16","2020-02-08 10:16:15-03","NBC","NL-BOTANY","U.1493102","PreservedSpecimen","Plantae","Gramineae","Arundo","donax","Arundo donax","L.","Judziewicz EJ","2006","04","01","Oldenburger FHF; Mecenas VV","1975","09","24","Brazil","Distrito Federal",NA,"D.F. BrasÝlia, University Campus.",NA,NA,NA,NA,"Cerrado<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493102 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493102",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"NL-U1493102",NA,"Magnoliopsidae","U 0123498",NA,NA,NA
"17","2020-11-04 12:18:35-03","ESALQ","ESA","1674","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Longhi-Wagner, H.M.",NA,NA,NA,NA,"1935","04","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA001674","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"ESA001674",NA,NA,NA,NA,NA,NA
"18","2021-03-12 01:36:08-03","UFPI","TEPB","2364","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","Linn.","Lopes, A.J","1981","03","27","Heringer, E.P","1979","11","27","Brasil","Distrito Federal","Brasília","Lago Norte","-47.9296989440918","-15.7797002792358",NA,NA,"<ll>dwc_commonname:</ll> Grajaú",NA,NA,NA,NA,NA,NA,NA,NA,"70570",NA,"auto",NA,NA,NA,NA,NA
"19","2019-02-15 11:47:26-02","IPA","IPA","18702","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Tenório, E.C.","1970","12",NA,"Tenório, E.C.","1969","02","05","Brasil","Paraíba","Areia","Campus da Escola de Agronomia do Nordeste.","-35.6916999816895","-6.96332979202271",NA,NA,NA,"IPA0018702","Plantae",NA,"596","Southern America",NA,NA,NA,"15425",NA,"auto",NA,NA,NA,NA,NA
"20","2019-02-15 11:47:26-02","IPA","IPA","18701","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Tenório, E.C.","1970","12",NA,"Tenório, E.C.","1969","02","05","Brasil","Paraíba","Areia","Campus da Escola de Agronomia do Nordeste.","-35.6916999816895","-6.96332979202271",NA,NA,NA,"IPA0018701","Plantae",NA,"596","Southern America",NA,NA,NA,"15425",NA,"auto",NA,NA,NA,NA,NA
"21","2019-02-15 11:47:26-02","IPA","IPA","14703","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Tenório, E.C.","1968","03","08","Tenório, E.C.","1967","02","24","Brasil","Pernambuco","Recife","Parque Amorim, Cultivado.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"IPA0014703","Plantae",NA,"250","Southern America",NA,NA,NA,"18865",NA,"auto",NA,NA,NA,NA,NA
"22","2019-07-26 11:40:52-03","IPA","IPA","52400","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Ataíde, M.","1990","11","28","Trindade, A.","1990","10",NA,"Brasil","Rio Grande do Norte","Natal","Dunas de Natal","-35.209400177002","-5.79500007629395",NA,NA,NA,"IPA0052400","Plantae",NA,"52400","Southern America",NA,NA,NA,"12751",NA,"auto",NA,NA,NA,NA,NA
"23","2019-07-26 11:40:52-03","IPA","IPA","60424","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Costa e Silva, M.B.","2002","12",NA,"Lira, O.","2002","12",NA,"Brasil","Rio Grande do Norte","Natal","Parque das Dunas","-35.209400177002","-5.79500007629395",NA,NA,"Fixador de dunas.","IPA0060424","Plantae",NA,"60424","Southern America",NA,NA,NA,"12751",NA,"auto",NA,NA,NA,NA,NA
"24","2019-08-27 13:25:45-03","IAP","PACA-AGP","60987","PreservedSpecimen","Plantae","Gramineae","Arundo","donax","Arundo donax","L.","Emrich-Rambo","1957","08","19","Camargo, O. R.","1957","05","18","Brasil","RS","Farroupilha","Sta. Rita","-51.3478012084961","-29.2250003814697",NA,NA,"Habitat: culta Fenofase: sterilis","PACA060987","Magnoliophyta","Cyperales","1439",NA,NA,NA,NA,"19545",NA,"auto","Liliatae",NA,NA,NA,NA
"25","2019-08-27 13:25:45-03","IAP","PACA-AGP","112633","PreservedSpecimen","Plantae","Gramineae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,NA,"1934","03","04","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Herbarium Riograndense - Seminarii S.J. RS&nf;988 Habitat: In hortis","PACA112633","Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,"29946",NA,"auto","Liliatae",NA,NA,NA,NA
"26","2019-08-27 13:25:45-03","IAP","PACA-AGP","988","PreservedSpecimen","Plantae","Gramineae","Arundo","donax","Arundo donax","L.","A. Chase",NA,NA,NA,"C. Orth SJ","1934","03","04","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: culta Fenofase: flor","PACA000988","Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,"29946",NA,"auto","Liliatae",NA,NA,NA,NA
"27","2019-08-27 13:25:45-03","IAP","PACA-AGP","72334","PreservedSpecimen","Plantae","Gramineae","Arundo","donax","Arundo donax","L.","A. Sehnem",NA,NA,NA,"Sehnem, A.","1961","04","06","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: in cultura","PACA072334","Magnoliophyta","Cyperales","7836",NA,NA,NA,NA,"10287",NA,"auto","Liliatae",NA,NA,NA,NA
"28","2019-11-21 14:42:08-03","UFJF","CESJ","62999","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","B.E. Conde","2013","05","20","B.E. Conde","2013","05","15","Brasil","Minas Gerais","Santos Dumont","São Bento","-43.5525016784668","-21.4566993713379",NA,NA,"Arbusto de caule oco, com folhas lineares-aciculadas com nervura central discreta e bainha evidente.","CESJ062999","Angiosperma",NA,"275","América do Sul",NA,NA,NA,"25699",NA,"auto",NA,NA,NA,NA,NA
"29","2020-05-16 21:27:34-03","UFPB","JPB","2661","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Heringer, EP","1969","04",NA,"Brasil","Distrito Federal","Brasília","Instituto de Biologia","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Angiosperma","Monocotyledon","JPB2661","Southern America",NA,NA,NA,"70570",NA,"auto",NA,NA,NA,NA,NA
"30","2020-10-14 10:04:54-03","FURB","FURB","48271","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Funez, L.A.","2015","09","18","Funez, L.A.","2015","09","18","Brasil","Santa Catarina","Florianópolis",NA,"-48.5277778","-27.6261111","-48.5277778","-27.6261111",NA,"FURB48271",NA,NA,"4532",NA,"5","5",NA,NA,"FURB48271_1",NA,NA,NA,NA,NA,NA
"31","2020-10-14 10:04:54-03","FURB","FURB","53413","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Funez, L.A.","2017","05","03","Schneiders, A.","2017","03","20","Brasil","Santa Catarina","Itapiranga","Bairro Conceição.","-53.7163889","-27.0252778","-53.7163889","-27.0252778","Habitat: Borda da estrada Habito: Erva","FURB53413",NA,NA,"23",NA,"477","477",NA,NA,"FURB53413_1 FURB53413_2",NA,NA,NA,NA,NA,NA
"32","2019-11-08 08:55:00-03","FURB","FURB","59559","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","FUNEZ, L.A.","2019","05","13","Kassner-Filho, A.","2018","07","07","Brasil","Santa Catarina","Garopaba","Ouvidor - Praia Vermelha.","-48.6338889","-28.1116667","-48.6338889","-28.1116667",NA,"FURB59559",NA,NA,"3053",NA,"23","23",NA,NA,"FURB59559_1 FURB59559_2",NA,NA,NA,NA,NA,NA
"33","2021-03-16 17:54:27-03","UCS","HUCS","24328","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Fernandez, C.",NA,NA,NA,"Fernandez, C.","1982","01","15","Espanha","Jaen","Jaen",NA,NA,NA,NA,NA,"Herbário JAEN - 961321",NA,"Angiospermae","Poales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-16 17:54:27-03","UCS","HUCS","15522","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Smith, S.F.","2000","10",NA,"Kegler, A.","2000","05","13","Brasil","Rio Grande do Sul","Caxias do Sul","Nova Palmira","-51.1794013977051","-29.1681003570557",NA,NA,"na capoeira",NA,"Angiospermae","Poales","998",NA,NA,NA,NA,"49662",NA,"auto",NA,NA,NA,NA,NA
"35","2020-12-21 16:40:03-03","MBM","MBM","300030","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Ariza Espinar, L.","2004",NA,NA,"Ariza Espinar, L.","1973","04","15","Argentina","Córdoba","Córdoba","Ciudad de Córdoba: Barrio San Rafael",NA,NA,NA,NA,NA,"MBM300030",NA,NA,"2819","Southern America",NA,NA,NA,NA,"MBM300030",NA,NA,NA,NA,NA,NA
"36","2020-10-01 14:26:46-03","JBB","HEPH","11260","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Oliveira, RC","1994",NA,NA,"Nóbrega, MGG","1994","03","21","Brasil","Distrito Federal","Brasília","Área de cascalheira abandonada com a presença de gramineas","-47.85","-15.866667","-47.85","-15.866667","Formando touceiras.",NA,"Monocotyledon","Poales","337A","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-01 14:26:46-03","JBB","HEPH","12487","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Rodrigues Silva, R","1997",NA,NA,"Vasconcelos, A","1997","01","14","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Cascalheira","-47.85","-15.866667","-47.85","-15.866667","Parcela 10",NA,"Monocotyledon","Poales","21","Southern America","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:44:59-03","UFMG","BHCB","107732","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Scur, L","2000","05","13","Brasil","Rio Grande do Sul","Caxias do Sul",NA,"-51.1794013977051","-29.1681003570557",NA,NA,"Em orla de capoeira.",NA,"Monocotyledon",NA,"785","Southern America",NA,NA,NA,"49662",NA,"auto",NA,NA,NA,NA,NA
"39","2021-02-11 17:21:16-03","UFPR","UPCB","42374","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Schwarz, E.A. & Gaertner, P.",NA,NA,NA,"Schwarz, E.A.","1998","02","27","Brasil","Paraná","Capitão Leônidas Marques","Usina Hidrelétrica de Salto Caxias","-53.614200592041","-25.4792003631592",NA,NA,"2,5 a 3m de altura, inflorescência verde arroxeada, com sementes..","UPCB0037976",NA,NA,"593",NA,NA,NA,NA,"14258",NA,"auto",NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","230816","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Simon Lægaard","1985","4","7","Ecuador","El Oro",NA,"Along road NE of Puerto Inca.","-79.51666","-2.51666",NA,NA,NA,NA,NA,NA,"Lægaard 54118","South America","10.00000000","25.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-28 13:29:00-03","MO","MOBOT","249842","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"H. Balslev","1984","2","27","Ecuador","Napo",NA,"San Pablo de los Secoyas on the Río Aguarico. Plants cultivated by the Secoya-tribe in area of tropical rain forest.","-76.3333333","-0.3",NA,NA,NA,NA,NA,NA,"Balslev 4881","South America","300.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"42","2010-01-04 14:38:00-02","MO","MOBOT","100238669","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","K.M. Meyer (MO)",NA,NA,NA,"Karen M. Meyer|G. Chait","2008","6","24","Peru","La Libertad","Trujillo","Mercado Mayorista - bought plants.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,"Meyer 389","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1","116",NA
"43","2010-04-19 15:34:00-03","MO","MOBOT","100268208","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Karen M. Meyer|Andrew Townesmith|Jennifer Truppner","2010","1","15","Peru","La Libertad","Trujillo","Purchased in Mayorista Market. Medicinal Plant Vendors.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,"Meyer 906","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1","155",NA
"44","2019-09-03 04:36:00-03","MO","MOBOT","1065989","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Homero Vargas|D. Sandoval","1995","3","13","Ecuador","Tungurahua","Santiago de Píllaro","Los Llanganates. Cerro Aucacocha, a 4 Km de la Laguna Pisayambo. Bosque pluvial Subalpino. Vegetación arbustiva y paramal.","-78.33333","-1.1",NA,NA,NA,NA,NA,NA,"Vargas López 404","South America","3730.00000000","3930.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2009-09-21 11:36:00-03","MO","MOBOT","1424673","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Michael H. Nee","1989","1","30","Bolivia","Santa Cruz","Andrés Ibáñez","Jardin Botánico de Santa Cruz, 12 km al E del centro de Santa Cruz, en el camino a Cotoca","-63.0666667","-17.7666667",NA,NA,NA,NA,NA,NA,"Nee 37783","South America","375.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","1528209","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","M. Nee",NA,NA,NA,"Michael H. Nee","1998","5","8","Bolivia","Santa Cruz","Florida","Along highway from Santa Cruz to Samaipata, 2 km (by road) SE of Bermejo, gorge of Río Bermejo. Steep slopes with dry forest and roadside","-63.61666","-18.13333",NA,NA,NA,NA,NA,NA,"Nee 49225","South America","875.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","1531571","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","M. Nee",NA,NA,NA,"Michael H. Nee","1998","2","22","Bolivia","Santa Cruz",NA,"Prov. Santa Cruz. The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.36666","-17.35",NA,NA,NA,NA,NA,NA,"Nee 48429","South America","280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","1537217","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","M. Nee",NA,NA,NA,"Michael H. Nee|Israel G. Vargas C.","1988","12","31","Bolivia","Santa Cruz","Vallegrande","5.5 km S of Vallegrande, vic. Santa Rosita, Quebrada Huasa Canada","-64.1","-18.53333",NA,NA,NA,NA,NA,NA,"Nee 37499","South America","2050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2011-06-09 16:55:00-03","MO","MOBOT","1707387","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","C.E. Cerón",NA,NA,NA,"Carlos E. Cerón","1991","6","19","Ecuador","Azuay","Giron","Parroquia San Gerardo. Bosque Seco Premontano. Informantes: J.L. Querido Yunda & M.L. Hernandez.","-79.20166","-3.13444",NA,NA,NA,NA,NA,NA,"Cerón Martínez 15322","South America","2820.00000000",NA,NA,NA,NA,NA,NA,NA,"3","24",NA
"50","2013-12-22 19:26:00-02","MO","MOBOT","1714117","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","S.F. Smith",NA,NA,NA,"A. Kegler","2000","5","13","Brazil","Rio Grande do Sul",NA,"Mun. de Caxias do Sul - Nova Palmira; na capoeira",NA,NA,NA,NA,NA,NA,NA,NA,"Kegler 998","South America","780.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2018-05-17 05:28:00-03","MO","MOBOT","1714122","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","F. Zuloaga",NA,NA,NA,"Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","1996","4","17","Argentina","Misiones",NA,"Dpto. Gral. Manuel Belgrano: Ruta Nac. 101, 2 km pasando paraje 130 hacia Iguazú","-53.8666667","-26",NA,NA,NA,NA,NA,NA,"Zuloaga 5606","South America","600.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"52","2011-06-09 16:53:00-03","MO","MOBOT","1718202","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Carlos E. Cerón","1991","8","8","Ecuador","Azuay","Nabón","Parroquia Cochapata. Bosque Húmedo Montano Bajo. Informantes: M. Sn. Martin, R. Rodriquez, R. Putiño y R. Oña.","-79.08333","-3.38333",NA,NA,NA,NA,NA,NA,"Cerón Martínez 16063","South America","2720.00000000",NA,NA,NA,NA,NA,NA,NA,"3","45",NA
"53","2011-06-09 16:53:00-03","MO","MOBOT","1753058","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","C. Cerón (QAP)",NA,NA,NA,"Carlos E. Cerón","1991","11","4","Ecuador","Cañar","Cañar","Parroquia Chontamarca. Bosque húmedo premontano. Informantes: A. Saiteros, E. Vuyara (curandera), M. Tenesaca.","-79.08833","-2.42166",NA,NA,NA,NA,NA,NA,"Cerón Martínez 17389","South America","970.00000000",NA,NA,NA,NA,NA,NA,NA,"3","144",NA
"54","2009-08-21 07:03:00-03","MO","MOBOT","1768454","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Émile Hassler","1913",NA,NA,"Paraguay","Paraguarí",NA,"Paraguaria centralis: in regione lacus Ypacaray",NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 12575","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-08-13 05:51:00-03","MO","MOBOT","1768455","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"A.S. Hitchcock","1923","12","25","Bolivia","La Paz","Nor Yungas","Nor-Yungas, Coroico. Rather abundant along rivers and streams",NA,NA,NA,NA,NA,NA,NA,NA,"Hitchcock 22724","South America","1560.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2012-04-02 13:09:00-03","MO","MOBOT","1768456","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Edwin Anderson","1946","4","11","Peru","Lima",NA,"Paramonga, Hyato-Accqua, Madre at Parshal",NA,NA,NA,NA,NA,NA,NA,NA,"Anderson 483","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
