"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","typeStatus","recordNumber","continentOcean","preparationType","imagecode","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","685061","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.","M. H. Nee",NA,NA,NA,"M. H. Nee",NA,NA,NA,"Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"190","190","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685061","Magnoliophyta","Caryophyllales",NA,NA,"41720","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 20:16:00-03","NY","NYBG","685063","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida",NA,"R. L. Liesner",NA,NA,NA,"E. M. Zardini","1990","06","23","Paraguay","Paraguarí",NA,"Estero del Ypoá, northern part, 10 km E of Nueva Italia on Arroyo Cañabe.","-57.4","-25.62",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685063","Magnoliophyta","Caryophyllales",NA,NA,"21675","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1163848","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scandens","Microtea scandens","Rusby",NA,NA,NA,NA,"M. Cárdenas","1921","12","18","Bolivia","La Paz","Abel Iturralde","Ixiamas",NA,NA,NA,NA,"244","244","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391300' target='other'> <mi>dwc_moreinfo</mi></a>","NY01163848","Magnoliophyta","Caryophyllales",NA,"holotype","1942","South America","sheet","NY01163848_01 NY01163848_02",NA,NA,NA,NA,NA,NA,NA
"14","2021-01-06 11:42:41-03","UFPI-MRV","HDELTA","242","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.","Marchieretto, M. S.","1997","10","11","Araujo, F. S.","1995","02","21","Brasil","Ceará","Planalto da Ibiapaba",NA,NA,NA,NA,NA,NA,NA,NA,"HDELTA000242",NA,NA,NA,NA,"22347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:46:44-03","EAO","IAN","60790","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Schwarz, GJ","1947","07","05","Argentina","Gob. Misiones","San Ignacio","Santo Pipó",NA,NA,NA,NA,NA,NA,NA,"IAN060790","Dicotiledônea",NA,NA,NA,"4703","Southern America",NA,"IAN060790 IAN060790_e IAN060790_f",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-26 18:08:53-03","CPAN-UFMS","COR","17278","PreservedSpecimen","Plantae","Microteaceae","Microtea","scabrida","Microtea scabrida","Urb.","André, C.B.D.S.",NA,NA,NA,"André, C.B.D.S.; Urquiza, M.V.S.; Silva, I.P.","2015","07","29","Brasil","Mato Grosso do Sul","Corumbá","Parque Municipal Piraputangas. Bancada Laterítica.","-57.6375","-19.242778","57º38'15''W","19º14'34''S",NA,NA,"Flor amarela. Habito: Erva",NA,NA,NA,NA,NA,"189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-26 18:09:07-03","CPAN-UFMS","COR","15037","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Takahasi, A.; Ribas, S. M.","2005","11","24","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Figueira. esparsa no lajedo; raso; plano.","-57.645278","-19.236111","57º38'43''W","19º14'10''S","198","198","Com Flor: amarelada-esverdeada; Com fruto:preto com frisos Habitat: Lajedo Habito: erva de 30-40 cm",NA,NA,NA,NA,NA,"789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-26 18:08:53-03","CPAN-UFMS","COR","16964","PreservedSpecimen","Plantae","Microteaceae","Microtea","scabrida","Microtea scabrida","Urb.","Urquiza, M. V. S.",NA,NA,NA,"Urquiza, M. V. S.; Rodrigues, A.","2012","12","04","Brasil","Mato Grosso do Sul","Ladário","Estrada Parque; fazenda Estância Alegrete","-57.555833","-19.158611","57º33'21''W","19º9'31''S","165","165","Erva ereta com 35 cm de altura; flores e frutos de tamanho reduzido Habitat: terrestre Habito: Erva",NA,NA,NA,NA,NA,"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-26 18:08:53-03","CPAN-UFMS","COR","10220","PreservedSpecimen","Plantae","Microteaceae","Microtea","scabrida","Microtea scabrida","Urb.","Urquiza, M.V.S.",NA,NA,NA,"Ieda M. Bortolotto, Geraldo A. Damasceno-Júnior, Iria H. Ishii, Elton M. de Assis, Celso Rosso, Valdemar Magalhães","2004","11","04","Brasil","Mato Grosso do Sul","Corumbá","Área de inundação da baia do Taquaral. Próximo à comunidade do Amolar. campo inundável; ;.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Com Flor: botões verdes",NA,NA,NA,NA,NA,"1596",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"20","2020-11-26 18:09:07-03","CPAN-UFMS","COR","17355","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.","Takahasi, A.",NA,NA,NA,"Takahasi, A.; Ribas, S.M.; Silva, R.H.","2006","01","24","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Figueira.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"inflorescência esverdeada na flor pistilada; estames amarelos e aclamídea na flor estaminada, ráquis. Fruto imaturo. Habito: Erva",NA,NA,NA,NA,NA,"910",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"21","2020-11-26 18:09:07-03","CPAN-UFMS","COR","15081","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Takahasi, A.; Ribas, S.M.; Silva, E.V.","2006","01","19","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São João. esparsa no lajedo; litólico; plano.","-57.6533012390137","-19.0091991424561",NA,NA,"88","88","aspecto da planta é amarelado; Com Flor: amarelo-esverdeada; Com fruto:verdes",NA,NA,NA,NA,NA,"879",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"22","2020-11-26 18:08:53-03","CPAN-UFMS","COR","13629","PreservedSpecimen","Plantae","Microteaceae","Microtea","scabrida","Microtea scabrida","Urb.","Urquiza, M.V.S.",NA,NA,NA,"Damasceno,G.A.Jr;Ferreira,V.L.;Teixeira,L.L.;Ercília","1998","02","19","Brasil","Mato Grosso do Sul","Ladário","Estrada da Manga próx. a faz. Bandalta. Bancada Laterítica (Lagedo); Litólico e rico em Fe; Plano - levemente inclinado.","-57.6016998291016","-19.0046997070312",NA,NA,"150","150",NA,NA,NA,NA,NA,NA,"1334",NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"23","2019-10-09 11:22:34-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urban","Marchioretto, MS","1995","11",NA,"Grupo Pedra do Cavalo","1980","07",NA,"Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale dos Rios Jacuípe e Paraguaçú. Estação da Mata","-39.083333","-12.533333","-39.083333","-12.533333","120","120","ca. 50cm de altura. Flores alvas e pequenas, dispostas em espigas alongadas.",NA,"Dicotyledon",NA,NA,NA,"424","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1678240","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.","Sukhorukov AP","2017","09","25","Hatschbach GG","1960","02","09","Brazil",NA,NA,"Parana(Brasil). Min. Cerro Azul. Ribeirão do Veado.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1678240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1678240",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-L1678240",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1678243","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Fiebrig K","1903","01","14","Paraguay",NA,NA,"Paraguayenses. Corros de Tobatti.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1678243 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1678243",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-L1678243",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1678245","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Fiebrig K","1909","01","01","Paraguay",NA,NA,"Paraguayenses. In regione fluminis Alto Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1678245 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1678245",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-L1678245",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1698802","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Pedersen TM","1976","12","14","Argentina",NA,NA,"Isla Lagrana, in the R.Parana a little N of the mouth of the Arroyo Sombrero.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1698802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1698802",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-L1698802",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1698803","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Pedersen TM","1976","12","14","Argentina",NA,NA,"Isla Lagrana, in the R.Parana a little N of the mouth of the Arroyo Sombrero.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1698803 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1698803",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-L1698803",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1698804","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Pedersen TM","1972","03","30","Paraguay",NA,NA,"Colonia Independencia. Dep. Gualra.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1698804 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1698804",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-L1698804",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1698806","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Pedersen TM","1967","03","31","Argentina",NA,NA,"Estancia 'La Selmira'. Dep. Uruguay. Prov. Entre Rios.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1698806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1698806",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-L1698806",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1698807","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Hatschbach GG; Haas H","1967","01","20","Brazil",NA,NA,"Estr, p/Pto, Camargo (Mun. Icaraima) Parana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1698807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1698807",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-L1698807",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473447","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Hatschbach GG","1963","02","18","Brazil",NA,NA,"Parana, Foz do Iguacu, Parque Nacional.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473447",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-U1473447",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473448","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas H","1965","12","10","Brazil",NA,NA,"Altonia (mun. Xambre) Parana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473448",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-U1473448",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473449","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","01","20","Brazil",NA,NA,"Brasiliae Australis, Est. Parana, By road from Icaraima to Porto Camarago.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473449",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-U1473449",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473450","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","01","23","Brazil",NA,NA,"Brasiliae Australis, Est. Parana, roadside near Porto Byington.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473450",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-U1473450",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473451","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","06","25","Brazil",NA,NA,"Brasiliae Australis, Est Parana, forest on steep slope towards varzea of Rio Parana near Porto Byington.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473451",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-U1473451",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473457","PreservedSpecimen","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.","Sukhorukov AP","2017","08","01","Steinbach J","1926","03","08","Bolivia","Santa Cruz",NA,"Rio Japacaui.",NA,NA,NA,NA,NA,NA,"Camino en el bosque virgen.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473457",NA,"Caryophyllales",NA,NA,NA,"Southern America",NA,"NL-U1473457",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2019-12-19 08:08:15-03","FPS","FPS","449","MachineObservation","Plantae","Microteaceae","Microtea","scabrida","Microtea scabrida","Urb.","Schwirkowski, P.","2014","12","06","Schwirkowski, P.","2014","12","06","Brasil","Santa Catarina","São Bento do Sul","Rio Natal - Trilhos - Rabo do macaco","-49.307949","-26.341276","-49.307949","-26.341276",NA,NA,NA,"FPS00449",NA,NA,NA,NA,"684",NA,NA,"FPS00449_v01 FPS00449_v02 FPS00449_v03 FPS00449_v04",NA,NA,NA,NA,NA,NA,NA
"39","2019-12-19 08:08:15-03","FPS","FPS","525","MachineObservation","Plantae","Microteaceae","Microtea","scabrida","Microtea scabrida","Urb.","Schwirkowski, P.","2014","12","26","Schwirkowski, P.","2014","12","26","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho - Propriedade de Leonardo Pilz","-49.371093","-26.31941","-49.371093","-26.31941",NA,NA,NA,"FPS00525",NA,NA,NA,NA,"765",NA,NA,"FPS00525_v01 FPS00525_v02 FPS00525_v03 FPS00525_v04 FPS00525_v05",NA,NA,NA,NA,NA,NA,NA
"40","2019-12-19 08:08:15-03","FPS","FPS","450","MachineObservation","Plantae","Microteaceae","Microtea","scabrida","Microtea scabrida","Urb.","Schwirkowski, P.","2014","12","06","Schwirkowski, P.","2014","12","06","Brasil","Santa Catarina","São Bento do Sul","Rio Natal - Trilhos - Rabo do macaco","-49.307949","-26.341276","-49.307949","-26.341276",NA,NA,NA,"FPS00450",NA,NA,NA,NA,"685",NA,NA,"FPS00450_v01 FPS00450_v02 FPS00450_v03",NA,NA,NA,NA,NA,NA,NA
"41","2019-12-19 08:08:15-03","FPS","FPS","27","MachineObservation","Plantae","Microteaceae","Microtea","scabrida","Microtea scabrida","Urb.","Brotto, M.L.","2014","08","20","Schwirkowski, P.","2013","12","14","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, Trilhos próx. à CEPA","-49.312692","-26.324471","-49.312692","-26.324471",NA,NA,NA,"FPS00027,MBM391938,FURB36981",NA,NA,NA,NA,"128",NA,NA,"FPS00027_v01 FPS00027_v02 FPS00027_v03 FPS00027_v04 FURB36981 MBM391938",NA,NA,NA,"voucher","MBM 391938, FURB 46432",NA,NA
"42","2019-12-19 08:08:15-03","FPS","FPS","2425","MachineObservation","Plantae","Microteaceae","Microtea","scabrida","Microtea scabrida","Urb.","Schwirkowski, P.","2016","09","23","Schwirkowski, P.","2016","09","23","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Trilha do Parque das Aves","-49.276775","-26.362928","-49.276775","-26.362928",NA,NA,NA,"FPS02425,FURB51967",NA,NA,NA,NA,"1860",NA,NA,"FPS02425_v01 FPS02425_v02 FPS02425_v03 FPS02425_v04 FURB51967",NA,NA,NA,"voucher","FURB 51967",NA,NA
"43","2019-02-15 11:47:10-02","IPA","IPA","21246","S","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.","Andrade-Lima","1963","01","11","Andrade-Lima","1958","09","07","Brasil","Pernambuco","Recife","Curado, invasora de lavoura de cana.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,NA,"IPA0021246","Plantae",NA,NA,NA,"58-5957","Southern America",NA,NA,"18865","auto",NA,NA,NA,NA,NA
"44","2019-02-15 11:47:10-02","IPA","IPA","18048","S","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.","Giulietti, A.M.","1970","05","12","Coelho, M.","1970","05","11","Brasil","Pernambuco","Ipojuca","Estação Experimental do Litoral","-35.0638999938965","-8.39888954162598",NA,NA,NA,NA,"Erva ca. 50cm de altura.","IPA0018048","Plantae",NA,NA,NA,"s.n.","Southern America",NA,NA,"22847","auto",NA,NA,NA,NA,NA
"45","2019-02-15 11:47:10-02","IPA","IPA","45411","S","Plantae","Phytolaccaceae","Microtea","scabrida","Microtea scabrida","Urb.","Rita Pereira","1981",NA,NA,"Cavalcanti, G.","1981",NA,NA,"Brasil","Pernambuco","Trindade","Barra de São Pedro, lagoa das bestas.","-40.2677993774414","-7.76194000244141",NA,NA,NA,NA,"Caatinga.","IPA0045411","Plantae",NA,NA,NA,"s.n.","Southern America",NA,NA,"14845","auto",NA,NA,NA,NA,NA
