"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2020-02-08 08:47:01-03","NBC","NL-BOTANY","L.1534215","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.",NA,NA,NA,NA,"Balansa B",NA,"1881","12","01","Paraguay",NA,NA,NA,NA,NA,NA,"NL-L1534215","NL-L1534215",NA,"Asparagales","Southern America","Pl. du Paraguay, Santa-barbara, prés de Billa-Roica.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1534215 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"12","2020-02-08 08:47:01-03","NBC","NL-BOTANY","L.1534216","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.",NA,NA,NA,NA,"Balansa B",NA,"1881","12","01","Paraguay",NA,NA,NA,NA,NA,NA,"NL-L1534216","NL-L1534216",NA,"Asparagales","Southern America","Pl. du Paraguay, Santa-barbara, prés de Billa-Roica.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1534216 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"13","2020-02-08 08:47:01-03","NBC","NL-BOTANY","L.1534217","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.",NA,NA,NA,NA,"Balansa B",NA,"1881","12","01","Paraguay",NA,NA,NA,NA,NA,NA,"NL-L1534217","NL-L1534217",NA,"Asparagales","Southern America","Pl. du Paraguay, Santa-barbara, prés de Billa-Roica.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1534217 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"14","2020-02-08 08:47:01-03","NBC","NL-BOTANY","L.1534218","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.",NA,NA,NA,NA,"Balansa B",NA,"1881","12","01","Paraguay",NA,NA,NA,NA,NA,NA,"NL-L1534218","NL-L1534218",NA,"Asparagales","Southern America","Pl. du Paraguay, Santa-barbara, prés de Billa-Roica.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1534218 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 08:47:01-03","NBC","NL-BOTANY","U 0094699","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.",NA,NA,NA,NA,"Ek RC",NA,NA,NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,"NL-U0094699",NA,NA,"Asparagales","Southern America","Guyana, Mabura",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200094699 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-02-08 08:47:01-03","NBC","NL-BOTANY","U.1468852","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Maas PJM; Born MG",NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","03","13","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1468852","NL-U1468852",NA,"Asparagales","Southern America","Est. Paranß. Fazenda Reserva, c. 85 km SW. of Guarapuava.",NA,NA,NA,"Wood island on slope of creek valley.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1468852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","U 0123873",NA,NA,NA,NA
"17","2020-02-08 08:47:01-03","NBC","NL-BOTANY","U.1468853","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Maas PJM; Born MG",NA,NA,NA,"Mamede MCH; et al.",NA,"1990","12","18","Brazil","São Paulo",NA,NA,NA,NA,NA,"NL-U1468853","NL-U1468853",NA,"Asparagales","Southern America","Brasil, Sao Paulo, Iguape, Reserva Ecol¾gica da JurÚia, trilha para Figueira Grande.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1468853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","U 0123874",NA,NA,NA,NA
"18","2020-11-04 12:17:40-03","ESALQ","ESA","121346","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla",NA,"Forster, W.",NA,NA,NA,"Garcia, L.C.","500.0","2010","02","01","Brasil","São Paulo","Campinas","-46.926084","-22.833228","-46.926084","-22.833228","ESA121346","ESA121346","Magnoliophyta",NA,NA,"Distrito de Souzas.","711","711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 12:17:40-03","ESALQ","ESA","121347","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla",NA,"Forster, W.",NA,NA,NA,"Garcia, L.C.","450.0","2009","12","01","Brasil","São Paulo","Campinas","-46.926084","-22.833228","-46.926084","-22.833228","ESA121347","ESA121347","Magnoliophyta",NA,NA,"Distrito de Souzas.","711","711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 12:17:40-03","ESALQ","ESA","68515","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Ribas, O.S.",NA,NA,NA,"Kozera, C. ; Dittrich, V.A.O.","667.0","1998","12","18","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"ESA068515","ESA068515","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:17:40-03","ESALQ","ESA","68514","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","Rchb.f.","Ribas, O.S.",NA,NA,NA,"Kozera, C. et al.","921.0","1999","01","25","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"ESA068514","ESA068514","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"22","2020-11-04 12:17:40-03","ESALQ","ESA","11183","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla",NA,NA,NA,NA,NA,"Bernacci, L.C. et al.","28446.0",NA,NA,NA,"Brasil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"ESA011183",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-04 12:17:40-03","ESALQ","ESA","91352","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla",NA,NA,NA,NA,NA,"Souza, V.C. ; Kinupp, V.F.","30563.0","2005","01","22","Brasil","Rio Grande do Sul","Dom Pedro de Alcântara","-49.8497009277344","-29.3694000244141",NA,NA,"ESA091352","ESA091352","Magnoliophyta",NA,NA,"BLOQUEADO",NA,NA,NA,"Erva saprófita, inteiramente creme.","7549","auto",NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:41:19-03","MN","R","25168","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb. f.","Brade, A.C.",NA,NA,NA,"Brade, A.C.","11262","1932","01","11","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:26:39-03","IAP","PACA-AGP","61366","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb. f.","Emrich-Rambo","1958","09","30","Pivetta","1146","1956","02","10","Brasil","RS","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,"PACA061366",NA,"Magnoliophyta","Orchidales",NA,"Dr. Pestana",NA,NA,NA,"Habitat: In silva Fenofase: flor","36807","auto","Liliatae",NA,NA,NA,NA,NA
"26","2019-08-27 13:26:39-03","IAP","PACA-AGP","63629","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb. f.","Emrich-Rambo","1958","09","17","Rambo, B.",NA,"1958","01","23","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"PACA063629",NA,"Magnoliophyta","Orchidales",NA,"Fazenda do Arroio",NA,NA,NA,"Habitat: In silva paludosa Fenofase: flor e fruto","27350","auto","Liliatae",NA,NA,NA,NA,NA
"27","2019-08-27 13:26:39-03","IAP","PACA-AGP","2701","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb. f.","J. Dutra","1954","09","04","C. Orth SJ",NA,"1936","01","15","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA002701",NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Habitat: In silva campestri Fenofase: flor e fruto","10287","auto","Liliatae",NA,NA,NA,NA,NA
"28","2019-08-27 13:26:39-03","IAP","PACA-AGP","46442","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb. f.","G. Pabst","1950","03","19","G. Pabst",NA,"1950","03","19","Brasil","RS","Taquara","-50.7806015014648","-29.6506004333496",NA,NA,"PACA046442",NA,"Magnoliophyta","Orchidales",NA,"Morungava",NA,NA,NA,"Habitat: In silva primaeva Fenofase: flor e fruto","22252","auto","Liliatae",NA,NA,NA,NA,NA
"29","2019-08-27 13:26:39-03","IAP","PACA-AGP","67572","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb. f.","G. Pabst","1968",NA,NA,"R. M. Klein","7120","1967","01","18","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"PACA067572",NA,"Magnoliophyta","Orchidales",NA,"Saco Grande",NA,NA,NA,"Habitat: Terrícola de mata","27000","auto","Liliatae",NA,NA,NA,NA,NA
"30","2019-08-27 13:26:39-03","IAP","PACA-AGP","49971","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb. f.","Emrich-Rambo","1954","09","04","Rambo, B.",NA,"1951","02","12","Brasil","RS","Palmeira",NA,NA,NA,NA,"PACA049971",NA,"Magnoliophyta","Orchidales",NA,"Ad fl. Uruguay",NA,NA,NA,"Habitat: In araucarieto Fenofase: flor",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"31","2019-08-27 13:26:39-03","IAP","PACA-AGP","71128","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb. f.","V.F. Nunes",NA,NA,NA,"V. F. Nunes et al.","1235","1991","11","01","Brasil","RS","Sapiranga","-51.0069007873535","-29.6380996704102",NA,NA,"PACA071128",NA,"Magnoliophyta","Orchidales",NA,"Recanto da Cascata - Picada Verão",NA,NA,NA,"Planta amarelo-pálida, incluindo as flores. Habitat: Terrícola, saprófita, higrófita, luz difusa Fenofase: flor","11711","auto","Liliatae",NA,NA,NA,NA,NA
"32","2020-12-20 21:18:47-03","UFV","VIC","4946","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","Rchb.f.","Pabst, G.",NA,NA,NA,"Hatschbach; Guimarães, O.G.","16053","1967","02","24","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"VIC004946","VIC004946",NA,NA,NA,"Parque V. Velha",NA,NA,NA,"Saprófita alva, interior do capão.","46557","auto",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:20:19-03","UNICAMP","UEC","172345","S","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Foster, W",NA,NA,NA,"Garcia, LC","48","2009","02","06","Brazil","São Paulo","Campinas","-47.55","-23.391667","-47.55","-23.391667","UEC016562","UEC016562","Liliopsida",NA,NA,"DIstrito de Souzas, cond. Colinas do Atibaia, Mata ribeirão cachoeira.","711","711",NA,"Herbácea de 0.15m., flores e fruto, flor branca.; Mata atlântica, floresta estacional semidecídua.",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:01:02-03","UNICAMP","UEC","110175","S","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Ribas, OS","1999","02",NA,"Kozera, C; Dittrich, VAO","921","1999","01","25","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"UEC001521","UEC001521","Liliopsida",NA,NA,"Ilha do Mel, Morro Bento Alves. Sub-bosque, Floresta Ombrófila Densa de Encosta.",NA,NA,NA,"Herbácea terrestre com frutos.","24916","auto",NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:01:02-03","UNICAMP","UEC","62820","S","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Borba, EL","1995","09",NA,"Bernacci, LC; et al.","28446",NA,NA,NA,"Brazil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"UEC001522","UEC001522","Liliopsida",NA,NA,"Parque Municipal da Grota Funda, Mata mesófila de altitude com afloramentos rochosos no interior ou expostos. No interior da mata de alt.",NA,NA,NA,"Erva saprófita ca. 0,1 - 0,2 m alt., caule aclorofilado; flores de cor clara.","21675","auto",NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:01:02-03","UNICAMP","UEC","116124","S","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Pansarin, ER","2004","05",NA,"Pansarin, ER","707","2000","03","03","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC001523","UEC001523","Liliopsida",NA,NA,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:01:02-03","UNICAMP","UEC","129631","S","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Pansarin, ER","2004","05",NA,"Pansarin, ER; Mickeliunas, L","1000","2003","02","26","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC001524","UEC001524","Liliopsida",NA,NA,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"38","2019-08-20 10:01:02-03","UNICAMP","UEC","133864","S","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Pansarin, ER","2004","05",NA,"Pansarin, ER; Mickeliunas, L","1118","2004","02","03","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC001517","UEC001517","Liliopsida",NA,NA,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:01:02-03","UNICAMP","UEC","95453","S","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Pansarin, ER","2004","05",NA,"Pansarin, ER","130","1998","01","10","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC001519","UEC001519","Liliopsida",NA,NA,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:04:26-03","FURB","FURB","64166","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Kassner-Filho, A.","2019","03","12","Kassner-Filho, A.","5146","2019","03","12","Brasil","Santa Catarina","Xavantina","-52.3794445","-27.045","-52.3794445","-27.0450000","FURB64166","FURB64166",NA,NA,NA,"Linha Guararapes.","898","898",NA,"fruto imaturo Habitat: interior do fragmento Habito: erva terrícola",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:04:26-03","FURB","FURB","41841","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Colla, FB","2013","04","25","Verdi, M.; Malysz, M.","6397","2013","04","25","Brasil","Rio Grande do Sul","Mato Castelhano","-52.1916999816895","-28.278299331665",NA,NA,"FURB04177","FURB04177",NA,NA,NA,"Floresta Nacional de Passo Fundo.",NA,NA,NA,"florestas nativas, nativas plantadas e pinus Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: erva terrícola;","13310","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-16 17:50:19-03","UCS","HUCS","23686","PreservedSpecimen","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","Rchb.f.","Hatschbach, G.","2004",NA,NA,"Hatschbach, G.","76832","2002","02","19","Brasil","Paraná","Santa Maria do Oeste","-51.8624992370605","-24.9391994476318",NA,NA,NA,NA,"Angiospermae","Asparagales",NA,"arredores",NA,NA,NA,"ereta , flor totalmente ala; saprófita do araucarieto","29384","auto",NA,NA,NA,NA,NA,NA
"43","2020-04-27 16:10:58-03","UFES","VIES","19493","S","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Krahl, A.H.","2009","01","03","Krahl, A.H.","155","2009","01","03","Brasil","Espírito Santo","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086",NA,NA,"VIES019493","VIES019493",NA,NA,NA,"Burarama - Barra Alegre.",NA,NA,NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA
"44","2020-04-27 16:10:58-03","UFES","VIES","19490","S","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Krahl, A.H.","2009","01","03","Krahl, A.H.","154","2009","01","03","Brasil","Espírito Santo","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086",NA,NA,"VIES019490","VIES019490",NA,NA,NA,"Burarama - Barra Alegre.",NA,NA,NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA
"45","2020-04-27 16:10:58-03","UFES","VIES","19491","S","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Krahl, A.H.","2009","01","03","Krahl, A.H.","156","2009","01","03","Brasil","Espírito Santo","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086",NA,NA,"VIES019491","VIES019491",NA,NA,NA,"Burarama - Barra Alegre.",NA,NA,NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA
"46","2020-04-27 16:10:58-03","UFES","VIES","19492","S","Plantae","Orchidaceae","Wullschlaegelia","aphylla","Wullschlaegelia aphylla","(Sw.) Rchb.f.","Krahl, A.H.","2009","01","03","Krahl, A.H.","153","2009","01","03","Brasil","Espírito Santo","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086",NA,NA,"VIES019492","VIES019492",NA,NA,NA,"Burarama - Barra Alegre.",NA,NA,NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA
