"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","dayIdentified","infraspecificEpithet"
"15","2020-11-19 10:24:10-03","CPAP","CPAP","16291","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","C. L. Cristobal","Hatschbach, G.","63617","1995","10","20",NA,"Brasil","MT","Chapa dos Guimarães","Arredores de Chapada dos Guimarães",NA,NA,NA,"Xilopodífera, ascendente. FLOR: creme. AMBIENTE: Campo limpo, seco.",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:51:01-02","IPA","IPA","17535","S","Plantae","Plantae",NA,"Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, C.L.","Giulietti, A.M.","226","1968","10","02","Southern America","Brasil","Goiás",NA,"desvio no Km 25 da estrada Jataí-Caiapônia. 22 km da estrada principal. Fazenda Matalta.",NA,NA,NA,"Subarbusto com flores arroxeadas.","IPA0017535",NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:34:20-03","IAP","PACA-AGP","3496","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Rambo, B.",NA,"1940","01","17",NA,"Brasil","GO","Vianópolis",NA,"-48.5163993835449","-16.7418994903564",NA,"Habitat: in aerodromo","PACA003496",NA,NA,NA,NA,NA,"Magnoliopsida","43219","auto",NA,NA,NA,NA,NA,NA
"18","2020-12-20 21:19:33-03","UFV","VIC","003586","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Shymoya, C.","s.n.","1945","01","19",NA,"Brasil","Goiás","Rio Verde",NA,"-50.9281005859375","-17.7980995178223",NA,"Erva de 1 m de altura, terreno de cultura.","VIC003586","VIC003586",NA,NA,NA,NA,NA,"96378","auto",NA,NA,NA,NA,NA,NA
"19","2021-04-07 11:45:48-03","UFMS","CGMS","67347","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","V.J. Pott X.2001","V.J. Pott; L.C.P. Lima","4979","2001","10","09",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Anel Viário, Indubrasil para Sidrolândia cerca de 20Km da Embrapa.","-54.7016667","-20.5355555",NA,"Flor creme. Pétalas de base arroxeada. Habitat: Brejo de Buriti com Eleocharis e pequenas ilhas(murunduns) de vegetação arbustiva. Solo argiloso. Relevo plano. Frequente. Habito: Subarbusto aquático emergente, 1-1,8m de altura.","CGMS1100308",NA,NA,NA,NA,NA,NA,NA,NA,"-54,7016667","-20,5355555",NA,NA,NA,NA
"20","2021-04-07 11:45:48-03","UFMS","CGMS","60817","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"A.L.B. Sartori; A.C.M. Cristaldo; J.F. dos Santos.","739","2001","04","03",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Embrapa.","-54.6769445","-20.4247223",NA,NA,"CGMS1093821",NA,"517","517",NA,NA,NA,NA,NA,"-54,6769445","-20,4247223",NA,NA,NA,NA
"21","2020-12-21 16:33:05-03","MBM","MBM","38726","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, C.L.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","37739",NA,NA,NA,"Southern America","Brazil","Goiás","Anápolis","Anápolis, arredores","-48.9528007507324","-16.3267002105713",NA,NA,"MBM038726","MBM038726",NA,NA,NA,NA,NA,"31830","auto",NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:33:05-03","MBM","MBM","97552","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, C.L.","Hatschbach, G.; et al.; et al.","49174",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Bela Vista","Bela Vista, 10-15km O","-56.5210990905762","-22.1089000701904",NA,NA,"MBM097552","MBM097552",NA,NA,NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:33:05-03","MBM","MBM","16505","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, C.L.","Hatschbach, G.","25227",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Brilhante","Campo Alegre",NA,NA,NA,NA,"MBM016505","MBM016505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:33:05-03","MBM","MBM","28853","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, C.L.","Hatschbach, G.","33387",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Monte Alegre","Monte Alegre, arredores",NA,NA,NA,NA,"MBM028853","MBM028853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:33:05-03","MBM","MBM","65427","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, C.L.","Irwin, H.S.; et al.; et al.","7531",NA,NA,NA,"Southern America","Brazil","Mato Grosso",NA,"60km S of Caiapônia",NA,NA,NA,NA,"MBM065427","MBM065427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:33:05-03","MBM","MBM","37394","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, C.L.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","37288",NA,NA,NA,"Southern America","Brazil","Goiás","Morrinhos","Rod. BR-153, km 146","-49.0993995666504","-17.7311000823975",NA,NA,"MBM037394","MBM037394",NA,NA,NA,NA,NA,"45214","auto",NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:33:05-03","MBM","MBM","184960","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, C.L.","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63167",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães, arredores","-55.749698638916","-15.460599899292",NA,NA,"MBM184960","MBM184960",NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:33:05-03","MBM","MBM","33164","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, C.L.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","34935",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Comendador Gomes","Rod. BR-157","-49.0806007385254","-19.698299407959",NA,NA,"MBM033164","MBM033164",NA,NA,NA,NA,NA,"33550","auto",NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:33:05-03","MBM","MBM","33157","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, C.L.","Ferreira, L.F.","94",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Santa Amélia","-49.2731018066406","-25.4277992248535",NA,NA,"MBM033157","MBM033157",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"30","2015-09-04 19:19:51-03","MNHN","RECOLNAT_MNHN_P","P06723203","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06723203' target='other'> <mi>dwc_moreinfo</mi></a>","P06723203","P06723203_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4365",NA,NA,NA
"31","2015-09-04 19:19:51-03","MNHN","RECOLNAT_MNHN_P","P06723204","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,"In regione fluminis Tapiraguay.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06723204' target='other'> <mi>dwc_moreinfo</mi></a>","P06723204","P06723204_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4365",NA,NA,NA
"32","2015-09-04 19:19:51-03","MNHN","RECOLNAT_MNHN_P","P06723206","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Sellow",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06723206' target='other'> <mi>dwc_moreinfo</mi></a>","P06723206","P06723206_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 19:19:51-03","MNHN","RECOLNAT_MNHN_P","P06723205","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Philcox, D.|Ferreira, A.|Bertoldo, J.",NA,"1967","11","28",NA,"Brasil","Mato Grosso",NA,"C 2km W from km 259 Xavantina - Cachimbo road.","-51.76667","-12.81667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06723205' target='other'> <mi>dwc_moreinfo</mi></a>","P06723205","P06723205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3279",NA,NA,NA
"34","2020-12-11 11:37:45-03","UFMG","BHCB","65466","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barreto, HLM","7871","1934","08","16","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico","-43.2075004577637","-22.9027996063232",NA,"Arbusto; 2,00 metros; Cultivada","BHCB044495",NA,NA,NA,"1934",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"35","2015-01-19 16:04:00-02","MO","MOBOT","3056927","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","C.L. Cristobal","Tadashi Sano","Sano 177","1980","10","19","South America","Paraguay","Amambay",NA,"Pedro Juan Caballero, a plain 25km ES from Pedro Juan Caballero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2009-12-04 16:24:00-02","MO","MOBOT","3057035","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","C.L. Cristobal","Gert G. Hatschbach|J.M. Silva","Hatschbach 49174","1985","3","17","South America","Brazil","Mato Grosso do Sul",NA,"Bela Vosta, 10-15 km O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2009-08-21 06:48:00-03","MO","MOBOT","3057218","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","C.L. Cristobal","Howard S. Irwin|Thomas R. Soderstrom","Irwin 7531","1964","10","29","South America","Brazil",NA,NA,"Among cerrado grasses, ca. 60km S. of Caiaponia on road to Jataí.","-51.78333","-17.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","3057304","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","C.L. Cristobal","* RALERT","RALERT 610","1902","10","9","South America","Brazil",NA,NA,"S. Anna da Chapada, Matto Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-08-10 05:49:00-03","MO","MOBOT","3057391","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","C.L. Cristobal","Amaro Macedo","Macedo 2672","1950",NA,NA,"South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2009-07-17 14:12:00-03","MO","MOBOT","3057563","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","C.L. Cristobal","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 10787","1965","11","30","South America","Brazil","Goiás",NA,"Rocky cerrado, canga soil, ca. 14 km S. of Corumbá de Goiás.","-49.0004333","-16.0003333",NA,NA,NA,NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","964912","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","L.J. Dorr (US)","Timothy J. Killeen|et al.","Killeen 7191","1994","11","23","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Serranía Caparuch, senda de GEOBOL, encima de la meseta, aproximadamente 15 km SE de Los Fierros. Campo rupestre, pastizal abierto, sobre suelos pedregosos, dominado por Axonopus brasiliensis. Recien quemado.","-60.76138","-14.55833",NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"42","2013-08-23 04:12:00-03","MO","MOBOT","979862","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","C. Cristóbal (CTES)","A. Rodríguez O.|et al.","Rodríguez Olmos 646","1995","11","3","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado, Huanchaca I, desde pequeñas islas de bosques hasta campo cerrado.","-60.81277","-13.89861",NA,NA,NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA
"43","2020-08-31 09:05:22-03","INPA","INPA","177174","S","Plantae","Dicotyledon Com-Clade","Malvales","Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Lima, J","Macêdo, M","3346","1993","10","23","Southern America","Brasil","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães, Mirante.","-55.7","-14.8",NA,NA,"INPA0177174","INPA0177174 INPA0177174_e",NA,NA,NA,NA,NA,NA,NA,"-55.7","-14.8",NA,NA,NA,NA
"44","2020-08-31 09:05:22-03","INPA","INPA","93440","S","Plantae","Dicotyledon Com-Clade","Malvales","Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, CL","Irwin, HS","7316","1964","10","24","Southern America","Brasil","Goiás",NA,NA,"-51.78","-17.2",NA,NA,"INPA0093440","INPA0093440 INPA0093440_e",NA,NA,"1979",NA,NA,NA,NA,"-51.78","-17.2",NA,NA,NA,NA
"45","2020-08-31 09:05:22-03","INPA","INPA","42679","S","Plantae","Dicotyledon Com-Clade","Malvales","Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Prance, GT","19188","1973","10","18","Southern America","Brasil","Mato Grosso","Chapada dos Guimarães","Véu de Noiva, Road behind Véu de Noiva.","-55.832445","-15.40761",NA,NA,"INPA0042679","INPA0042679 INPA0042679_e INPA0042679_e1","720","720","1982","10",NA,NA,NA,"-55.832445","-15.40761",NA,NA,"15",NA
"46","2020-09-12 05:00:02-03","US","US","3332537","PreservedSpecimen","Plantae",NA,"Malvales","Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"T. J. Killeen & O. Peña","7191","1994","11","23","South America - Neotropics","Bolivia",NA,NA,"Santa Cruz, Velasco Province. Parque Nacional Noel Kempff Mercado. Serrania Caparuch, senda de GEOBOL, encima de la meseta, aproximadamente 15km SE de Los Fierros","-60.7614","-14.5583",NA,NA,"US01872765",NA,"700",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"47","2020-09-12 05:00:02-03","US","US","3076534","PreservedSpecimen","Plantae",NA,"Malvales","Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"G. Hatschbach & J. M. Silva","49174","1985","3","17","South America - Neotropics","Brazil","Mato Grosso do Sul",NA,"Bela Vista, 10-15km O",NA,NA,NA,NA,"US01872767","US01872767_01 US01872767_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"48","2020-09-12 05:00:02-03","US","US","1481995","PreservedSpecimen","Plantae",NA,"Malvales","Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"G. O. A. Malme","2050 c","1902","8","8","South America - Neotropics","Brazil","Mato Grosso","Chapada dos Guimarães","Santa Anna da Chapada","-55.749698638916","-15.460599899292",NA,NA,"US01872766","US01872766_01 US01872766_02",NA,NA,NA,NA,"Dicotyledonae","107042","auto",NA,NA,NA,"1",NA,NA
"49","2020-09-12 05:00:02-03","US","US","2569851","PreservedSpecimen","Plantae",NA,"Malvales","Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"H. S. Irwin, R. Souza & R. R. Santos","10787","1965","11","30","South America - Neotropics","Brazil","Goiás",NA,"Ca. 14km S. of Corumbá de Goiás",NA,NA,NA,NA,"US01872761","US01872761_01 US01872761_02","975",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"50","2020-09-12 05:00:02-03","US","US","2706955","PreservedSpecimen","Plantae",NA,"Malvales","Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"G. Hatschbach","25227","1970","10","26","South America - Neotropics","Brazil","Mato Grosso do Sul","Rio Brilhante","Campo Alegre","-54.5463981628418","-21.8019008636475",NA,NA,"US01872760","US01872760_01 US01872760_02",NA,NA,NA,NA,"Dicotyledonae","65544","auto",NA,NA,NA,"1",NA,NA
"51","2020-09-12 05:00:02-03","US","US","2934307","PreservedSpecimen","Plantae",NA,"Malvales","Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"H. S. Irwin & T. R. Soderstrom","7531","1964","10","29","South America - Neotropics","Brazil","Goiás",NA,"Ca. 60km S. of Caiaponia on road to Jataí",NA,NA,NA,NA,"US01872762","US01872762_01 US01872762_02","800","1000",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
