"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","dayIdentified","infraspecificEpithet"
"106","2019-05-06 11:58:58-03","UFU","HUFU","39372","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","1428","2002","10","29",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, A 300 metros da BR 497, na altura do km 5.","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 2 m. Branca.; Vereda.","HUFU00014914","HUFU00014914",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"107","2019-05-06 11:58:58-03","UFU","HUFU","39373","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","1146","2002","09","27",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, A 300 metros da BR 497, na altura do km 5.","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 2,10 m. Branca.; Vereda.","HUFU00014913","HUFU00014913",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"108","2019-05-06 11:58:58-03","UFU","HUFU","39374","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","2443","2003","01","22",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, A 300 metros da BR 497, na altura do km 5.","-48.2771987915039","-18.9186000823975",NA,"Arbusto, ca. 1,5 m. Branca.; Vereda.","HUFU00014911","HUFU00014911",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"109","2019-05-06 11:58:58-03","UFU","HUFU","45537","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.","s.n.","2004","11","08",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Erva com flores creme.; Vereda.","HUFU00014940","HUFU00014940",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"110","2019-05-06 11:58:58-03","UFU","HUFU","45477","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.","s.n.","2004","10","25",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 1,70 m. Flores esverdeadas.; Vereda.","HUFU00014937","HUFU00014937",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"111","2019-05-06 11:58:58-03","UFU","HUFU","45454","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.","s.n.","2004","10","25",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 0,60 m. Flores esverdeadas.; Vereda.","HUFU00014938","HUFU00014938",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"112","2020-08-04 12:48:25-03","UFU","HUFU","44881","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Arantes, A.A.A.; Lemes, D.S.","1800","2006","03","24",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Arbusto, ca. 2 m. Frutos verdes, flores alva-esverdeadas.","HUFU00014942","HUFU00014942",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"113","2020-08-04 12:48:25-03","UFU","HUFU","44267","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Arantes, A.A.A.; Donçalves, D.J.P.","1774","2006","02","23",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Flores creme, filetes roxos, folhas curvinérveas, frutos verdes e rugosos.","HUFU00014941","HUFU00014941",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"114","2020-08-04 12:48:25-03","UFU","HUFU","44215","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Arantes, A.A.A.; Gonçalves, D.J.P.","1568","2006","01","26",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Subarbusto, ca. 2 m. Flores com corola creme e estilete vinho.","HUFU00014939","HUFU00014939",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"115","2019-05-06 11:58:58-03","UFU","HUFU","32486","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.","s.n.","2003","01","24",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Subarbusto com flores creme.; Vereda.","HUFU00014943","HUFU00014943",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"116","2019-05-06 11:58:58-03","UFU","HUFU","32281","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Barbosa, A.A.A.","Barbosa, A.A.A.; Silva, M.R.","s.n.","1999","11","16",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Subarbusto. Corola branca e estames vermelhos.; Vereda.","HUFU00014945","HUFU00014945",NA,NA,"1999","11",NA,"58223","auto",NA,NA,NA,NA,"16",NA
"117","2019-05-06 11:58:56-03","UFU","HUFU","17183","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Araújo, G.M.; Barbosa, A.A.A.","1760","1997","09","05",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Frutos imaturos.; Vereda.","HUFU00014934","HUFU00014934",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"118","2019-05-06 11:58:58-03","UFU","HUFU","39376","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","1667","2002","11","26",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 2,10 m. Branca ou arroxeada.; Vereda.","HUFU00014910","HUFU00014910",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"119","2019-05-06 11:58:58-03","UFU","HUFU","39377","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","2011","2002","12","23",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 2 m. Branca.; Vereda.","HUFU00014909","HUFU00014909",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"120","2019-05-06 11:58:58-03","UFU","HUFU","39378","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","797","2002","06","22",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Arbusto, ca. 1,2 m. Branca.; Vereda.","HUFU00014908","HUFU00014908",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"121","2019-05-06 11:58:58-03","UFU","HUFU","39380","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","937","2002","07","25",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. 2,10 m. Flor branca.; Vereda.","HUFU00014906","HUFU00014906",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"122","2019-05-06 11:58:56-03","UFU","HUFU","19906","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.; Amaral, A.F.","1969","1999","02","05",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Fundo esquerda da vereda 1.","-48.2771987915039","-18.9186000823975",NA,"Subarbusto com flores creme.; Vereda.","HUFU00014954","HUFU00014954",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"123","2019-05-06 11:58:56-03","UFU","HUFU","21028","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.","2244","1999","08","13",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Fundo esquerdo da vereda 1.","-48.2771987915039","-18.9186000823975",NA,"Subarbusto com flor creme.; Vereda.","HUFU00014953","HUFU00014953",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"124","2019-05-06 11:58:56-03","UFU","HUFU","21617","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.; Mendes, S.","2439","1999","11","05",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Meio, fundo e borda direita da vereda 1.","-48.2771987915039","-18.9186000823975",NA,"Subarbusto com flor creme e frutos verdes.; Vereda.","HUFU00014951","HUFU00014951",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"125","2017-09-11 17:10:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Buettneria","oblongata","Buettneria oblongata","Pohl",NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil","Goiás","Montes Claros de Goiás",NA,"-51.3967","-16.0078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.3967","-16.0078",NA,NA,NA,NA
"126","2017-09-11 17:10:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"in pascuis montosis siccis ad Montes Claros Brasiliae provinciae Goyaz",NA,NA,NA,"Floret Januario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Byttneria","scalpellata","Byttneria scalpellata sessilis","K.Schum.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"in arenosis subhumidis prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sessilis"
"128","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Byttneria","scalpellata","Byttneria scalpellata sessilis","K.Schum.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"in arenosis subhumidis prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sessilis"
"129","2017-09-11 17:10:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Byttneria","scalpellata","Byttneria scalpellata sessilis","K.Schum.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"prov. Minas Geraës",NA,NA,NA,"Floret Octobri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sessilis"
"130","2019-11-21 10:09:22-03","IBt","SP","14008","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, CL","Loefgren, A","CGG4402","1899","04","15",NA,"Brasil","São Paulo","Araraquara","Cerrado, Lageado.","-48.1699981689453","-21.7900009155273",NA,NA,"SP032417","SP032417",NA,NA,"1975",NA,NA,"29178","auto",NA,NA,NA,NA,NA,NA
