"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"11","2020-11-04 11:14:55-03","ESALQ","ESA","29507","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","Legrand","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M. ; Gomes, A.","1062.0","1995","12","07","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029507","ESA029507","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA
"12","2020-11-04 11:14:55-03","ESALQ","ESA","104483","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringi","Myrcia heringi",NA,"Aguiar, O.T.","2002","03","17","Aguiar, O.T.","1018.0","2002","03","14","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA104483","ESA104483","Magnoliophyta",NA,NA,NA,NA,"27904","auto",NA,NA,NA
"13","2020-11-04 11:14:55-03","ESALQ","ESA","68783","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Kawasaki, M.L.",NA,NA,NA,"Oliveira, A.A.; Gandolfi, S.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3612.0","2000","04","19","Brasil","São Paulo","São Sebastião","-45.34","-23.44","-45.34","-23.44","600","600","Arvoreta 4m, frutos imaturos verde.","ESA068783","ESA068783","Magnoliophyta",NA,NA,"Parque Estadual da Serra do Mar. Trilha entre a Estrada Intermediária e a cabeceira do Ribeirão de Itu, Sítio Dito Cachimbo. Floresta Ombrófila Densa de Planalto, com perturbação. Interior de floresta",NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:55-03","ESALQ","ESA","4752","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","Legrand","Kawasaki, M.L.",NA,NA,NA,"Catharino, E.L.M.","581.0","1986","01","13","Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"ESA004752","ESA004752","Magnoliophyta",NA,NA,NA,NA,"21922","auto",NA,NA,NA
"15","2020-11-04 11:14:55-03","ESALQ","ESA","7150","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","Legrand","Barroso, G.M.",NA,NA,NA,"Moraes, P.L.R.","640.0","1992","01","18","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA007150","ESA007150","Magnoliophyta",NA,NA,NA,NA,"27904","auto",NA,NA,NA
"16","2020-11-04 11:14:55-03","ESALQ","ESA","73231","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand","Souza, V.C.",NA,NA,NA,"Ivanauskas, N.M. et al.","4520.0","2001","09","16","Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"ESA073231",NA,"Magnoliophyta",NA,NA,NA,NA,"41977","auto",NA,NA,NA
"17","2020-11-04 11:14:55-03","ESALQ","ESA","39437","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","Legrand",NA,NA,NA,NA,"Sakai, L. et al.","33376.0","1995","02","10","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA039437","ESA039437","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA
"18","2020-11-04 11:14:55-03","ESALQ","ESA","2341","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","Legrand","Hatschbach, G.",NA,NA,NA,"Hatschbach, G. ; Callejas, R.","47148.0","1983","11","29","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"ESA002341","ESA002341","Magnoliophyta",NA,NA,NA,NA,"38300","auto",NA,NA,NA
"19","2020-11-04 11:14:55-03","ESALQ","ESA","28975","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","Legrand","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","513.0","1995","10","21","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA028975","ESA028975","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA
"20","2020-11-04 11:14:55-03","ESALQ","ESA","25777","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","Legrand","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","443.0","1995","09","29","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA025777","ESA025777","Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA
"21","2020-11-04 11:14:55-03","ESALQ","ESA","44971","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","Legrand",NA,NA,NA,NA,"Sakai, L. et al.","33376.0","1995","02","10","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA044971",NA,"Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA
"22","2020-11-04 11:14:55-03","ESALQ","ESA","128479","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii",NA,NA,NA,NA,NA,"Virillo, C.B.","216.0","2013","04","02","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,"463","463",NA,"ESA128479",NA,"Magnoliophyta",NA,NA,"Reserva Particular da Votorantim (CBA). UHE Serraria - Trilha da Igrejinha",NA,"41034","auto",NA,NA,NA
"23","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand",NA,NA,NA,NA,"G. Hatschbach","13064","1965","10","29","Brazil","Parana",NA,"-49.052184","-25.306314",NA,NA,NA,NA,"PHOTO-MICH; Arvoreta flor alva,",NA,NA,"Magnoliophyta","Myrtales",NA,"Mun. Campina Gde. do Sul; Rio Pardinho.",NA,NA,NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0056164","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand","Specieslink at MBM",NA,NA,NA,"A. Krapovickas; C. L. Cristobal","42121","1988","1","25","Brazil","Santa Catarina",NA,"-48.7","-26.6833",NA,NA,NA,NA,"Coor from www.fallingrain.com/world; Arbusto, ramas apoyantes, ca. 2 m de alto; frutos maduros negros.",NA,NA,"Magnoliophyta","Myrtales",NA,"Itajuba.",NA,NA,NA,NA,NA,NA
"25","2021-03-25 09:28:14-03","UNICAMP","UEC","072989","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand",NA,NA,NA,NA,"Sakai, L; et al.","33376","1995","02","10","Brazil","São Paulo","Pariquera-Açu","-48.467372","-25.194656","-48.467372","-25.194656",NA,NA,"Árvore 4m, frutos imaturos arroxeados.","UEC103473","UEC103473","Magnoliopsida",NA,NA,"Estação do IAC.",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:36:40-03","UNICAMP","UEC","073000","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand",NA,NA,NA,NA,"Fernandes, GD; et al.","32656","1995","02","08","Brazil","São Paulo","Barra do Turvo","-48.466944","-24.79375","-48.466944","-24.79375",NA,NA,"Árvore 3m, frutos imaturos verdes, coletada no sub bosque.; Mata Atlântica de Encosta.","UEC103472","UEC103472","Magnoliopsida",NA,NA,"BR 116, entrada para Bairro dos Barreiros.",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:36:40-03","UNICAMP","UEC","116178","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Kawasaki, ML","2000",NA,NA,"Oliveira, AA; et al.","3612","2000","04","19","Brazil","São Paulo","São Sebastião","-45.55","-23.733333","-45.55","-23.733333",NA,NA,"Arvoreta 4, frutos imaturos verdes.; Floresta Ombrófila Densa de Encosta com perturbação.","UEC103476","UEC103476","Magnoliopsida",NA,NA,"Parque Estadual da Serra do Mar. Estrada do Ribeirão de Itu, km 13.",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:36:40-03","UNICAMP","UEC","149348","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Silva, MJ",NA,NA,NA,"Urbanetz, C","388","2004","04","28","Brazil","São Paulo","Cananéia","-47.931944","-24.885278","-47.931944","-24.885278",NA,NA,"Arbusto de 1m de altura. Frutos bordô.; Floresta Ombrófila Densa.","UEC103475","UEC103475","Magnoliopsida",NA,NA,"km 31 da rodovia SP-226, Fazenda Folha Larga.",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:36:40-03","UNICAMP","UEC","91313","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","513","1995","10","21","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"Árvore de 3m. Flores.; Floresta Atlântica","UEC103477","UEC103477","Magnoliopsida",NA,NA,"Estação Experimental do Instituto Agronômico.",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:36:40-03","UNICAMP","UEC","81895","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Lima, DF","2016","06",NA,"Toniato, MTZ","33670","1992","11","09","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Mata de brejo.","UEC104556","UEC104556","Magnoliopsida",NA,NA,"Altura km 139 da Ro. D. Pedro I.",NA,"23900","auto",NA,NA,NA
"31","2021-03-01 16:36:40-03","UNICAMP","UEC","072766","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Arantes, AA","1996","07",NA,"Bernacci, LC; Andrade, PRP; Belinello, R; Falivene, SMP; Silva, AMC","1035","1995","01","10","Brazil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"Arvoreta ca. 3m alt., flores brancas.; Floresta Alta.","UEC103470","UEC103470","Magnoliopsida",NA,NA,"Estação Experimental do IAC.",NA,"17990","auto",NA,NA,NA
"32","2021-03-26 10:43:29-03","UDESC","LUSC","7166","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","SOBRAL, M.",NA,NA,NA,"N.M.Ivanauskas; et al.","4520","2001","09","16","Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"LUSC008622","LUSC008622",NA,NA,NA,"Sertão de Barra do Una, Fazenda Abras do Una, propriedade de Flávio Andrade. Trilha dos Poções, na margem do rio Pouso Alto. Floresta Ombrófila Densa.",NA,"41977","auto",NA,NA,NA
"33","2020-10-14 10:03:32-03","FURB","FURB","34842","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Sobral, M","2010",NA,NA,"Dreveck, S.; Carneiro, F.E.","2501","2009","08","10","Brasil","Santa Catarina","Garuva","-48.78","-26.0086111","-48.7800000","-26.0086111","39","39","Voucher estéril IFFSC 1073 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;","FURB32493","FURB32493",NA,NA,NA,"Mina Velha/Palmital.",NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:03:32-03","FURB","FURB","37956","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Uller, HF","2012","02","25","Uller, H.F.","269","2012","02","25","Brasil","Santa Catarina","Itajaí","-48.68","-26.9775","-48.6800000","-26.9775000",NA,NA,"Caule liso e escamoso Habitat: sub-bosque Habito: arvoreta; flor branca e verde","FURB02537","FURB02537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:03:32-03","FURB","FURB","45804","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Oliveira, AA de","2015","02","10","Oliveira, A.A. de","1158","2015","02","10","Brasil","Santa Catarina","Navegantes","-48.7786111","-26.8225","-48.7786111","-26.8225000","178","178","Regeneração IFFSC 753 /S/187 Habitat: Floresta Ombrófila Densa; Habito: Fruto verde claro;","FURB32494","FURB32494",NA,NA,NA,"Leiteiro.",NA,NA,NA,NA,NA,NA
"36","2021-03-16 17:53:58-03","UCS","HUCS","38892","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand","Uller, H.F.","2012","02","25","Uller, H.F.","269","2012","02","25","Brasil","Santa Catarina","Itajaí","-48.679894","-26.977408","-48.679894","-26.977408",NA,NA,"arvoreta flor branca, alt. 3m.; sub-bosque",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:37:14-03","MBM","MBM","86787","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","47148","1983","11","29","Brazil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM086787","MBM086787",NA,NA,"Southern America","Pinheirinho",NA,"38300","auto",NA,NA,NA
"38","2020-12-21 16:37:14-03","MBM","MBM","421","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","13064","1965","10","29","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM000421","MBM000421",NA,NA,"Southern America","Rio Pardinho",NA,"55154","auto",NA,NA,NA
"39","2020-12-21 16:37:14-03","MBM","MBM","49508","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","13064","1965","10","29","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM049508","MBM049508",NA,NA,"Southern America","Rio Pardinho",NA,"55154","auto",NA,NA,NA
"40","2020-12-21 16:37:14-03","MBM","MBM","49509","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","9818","1962","11","11","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM049509","MBM049509",NA,NA,"Southern America","Rio da Divisa",NA,"41937","auto",NA,NA,NA
"41","2020-12-21 16:37:14-03","MBM","MBM","9615","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","20194","1968","11","05","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM009615","MBM009615",NA,NA,"Southern America","Colônia Floresta",NA,"30514","auto",NA,NA,NA
"42","2020-12-21 16:37:14-03","MBM","MBM","235410","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.; et al.; et al.","1062","1995","12","07","Brazil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"MBM235410","MBM235410",NA,NA,"Southern America","Estação Experimental do Instituto Agronômico",NA,"17990","auto",NA,NA,NA
"43","2020-12-21 16:37:14-03","MBM","MBM","49507","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","9445","1962","11","02","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM049507","MBM049507",NA,NA,"Southern America","Serra da Prata",NA,"24916","auto",NA,NA,NA
"44","2020-12-21 16:37:14-03","MBM","MBM","148895","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand",NA,NA,NA,NA,"Krapovickas, A.; et al.; et al.","42121","1988","01","25","Brazil","Santa Catarina","Barra Velha","-48.684700012207","-26.6322002410889",NA,NA,NA,NA,NA,"MBM148895","MBM148895",NA,NA,"Southern America","Itajuba",NA,"15216","auto",NA,NA,NA
"45","2020-12-21 16:37:14-03","MBM","MBM","215879","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Sposito, T.",NA,NA,NA,"Leitão Filho, H.F.; et al.; et al.","33111","1996","02","08","Brazil","São Paulo","Barra do Turvo","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,"MBM215879","MBM215879",NA,NA,"Southern America","Barra do Turvo",NA,"38172","auto",NA,NA,NA
"46","2020-12-21 16:37:14-03","MBM","MBM","170419","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand",NA,NA,NA,NA,"Sobral, M.; et al.; et al.","7575","1993","10",NA,"Brazil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"MBM170419","MBM170419",NA,NA,"Southern America","Estação Ecológica da Juréia",NA,"21922","auto",NA,NA,NA
"47","2015-10-04 06:10:20-03","MNHN","RECOLNAT_MNHN_P","P00549057","PreservedSpecimen",NA,"Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Hatschbach",NA,NA,NA,"Hatschbach, G.",NA,"1965","10","29","Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549057' target='other'> <mi>dwc_moreinfo</mi></a>","P00549057","P00549057_01",NA,NA,NA,"Parana, Campino Gde do Sul, Rio Pardinho","hb",NA,NA,NA,"13064",NA
"48","2020-12-11 11:39:26-03","UFMG","BHCB","102742","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand",NA,"2000",NA,NA,"Oiveira, AA de; Gandolfi, G; Batista, FRQ; Micheletto, F; Liesenfeld, MVA; San Martin-Gajardo,","3612","2000","04","19","Brasil","São Paulo","São Sebastião","-45.55","-23.733333","-45.55","-23.733333",NA,NA,"Arvoreta 4, frutos imaturos verde.","BHCB012644",NA,"Dicotyledon",NA,"Southern America","Parque Estadual da Serra do Mar, Floresta ombrófila densa de encosta com perturbação. Interior de floresta alterada. Estrada do Ribeirão de Itu, Km 13.",NA,NA,NA,NA,NA,NA
"49","2021-02-11 17:20:43-03","UFPR","UPCB","7598","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aff. heringii","Myrcia aff. heringii","C.D.Legrand","Hatschbach, G.","1969","03",NA,"Hatschbach, G.","20194","1968","11","05","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arvoreta, 4m, flor alva. Mata pluvial encosta de morro..","UPCB0024076","UPCB0024076",NA,NA,NA,"Colônia Floresta",NA,"30514","auto",NA,NA,NA
"50","2021-02-11 17:20:44-03","UFPR","UPCB","4464","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","C.D.Legrand","Legrand, C.D.",NA,NA,NA,"Hatschbach, G.","9818","1962","11","11","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arvoreta, flor alva. Mata pluvial, base litorânea da Serra do Mar..","UPCB0024062","UPCB0024062",NA,NA,NA,"Rio da Divisa",NA,"41937","auto",NA,NA,NA
"51","2021-02-11 17:20:44-03","UFPR","UPCB","5246","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","C.D.Legrand","Hatschbach, G.","1966","03",NA,"Hatschbach, G.","13064","1965","10","29","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arvoreta, flor alva. Mata..","UPCB0024067","UPCB0024067",NA,NA,NA,"Rio Pardinho",NA,"55154","auto",NA,NA,NA
"52","2021-02-11 17:20:44-03","UFPR","UPCB","4402","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","C.D.Legrand","Legrand, C.D.",NA,NA,NA,"Hatschbach, G.","9445","1962","11","02","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arvoreta, flor alva. Mata pluvial da vertente atlântica..","UPCB0024066","UPCB0024066",NA,NA,NA,"Serra da Prata",NA,"24916","auto",NA,NA,NA
