"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2016-09-29 21:54:00-03","NY","NYBG","885591","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","peucedanifolium","Isostigma peucedanifolium peucedanifolium","(Spreng.) Less.","G. Peter","F. C. Hoehne","s.n.","1936","11","18","South America","Brazil","São Paulo","Moji-Mirim",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885591","NY00885591_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 21:54:00-03","NY","NYBG","885590","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","peucedanifolium","Isostigma peucedanifolium peucedanifolium","(Spreng.) Less.","G. Peter","L. B. Smith","14923","1965","01","21","South America","Brazil","Paraná","Ponta Grossa","Above Rio Tibagi at Rodovia do Café","-50","-25.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885590","NY00885590_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 21:54:00-03","NY","NYBG","885592","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","peucedanifolium","Isostigma peucedanifolium peucedanifolium","(Spreng.) Less.","G. Peter","J. B. E. Pohl","387",NA,NA,NA,"South America","Brazil",NA,NA,"Ad Formiga et Padrocinio.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885592","NY00885592_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 21:54:00-03","NY","NYBG","885586","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","strictum","Isostigma peucedanifolium strictum","Guad.Peter","G. Peter","L. Riedel","53","1824","09",NA,"South America","Brazil",NA,NA,"In campis siccis graminosis pr. Caethe.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885586","NY00885586_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","885583","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","strictum","Isostigma peucedanifolium strictum","Guad.Peter","G. Peter","B. Maguire","44644","1959","12","19","South America","Brazil","Minas Gerais",NA,"Serra do Cipo, 3.5 miles from Hotel Chapeu de Sol",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885583","NY00885583_01","3500","3500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 21:54:00-03","NY","NYBG","885584","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","strictum","Isostigma peucedanifolium strictum","Guad.Peter","G. Peter","L. Riedel","595","1824","10",NA,"South America","Brazil",NA,NA,"Cravo dos Campos. Camp. gram. pr. St. Luzia.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885584","NY00885584_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00924507","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","peucedanifolium","Isostigma peucedanifolium peucedanifolium","(Spreng.) Less.","G. Peter","R. M. Harley","10613","1968","10","11","South America","Brazil","Mato Grosso",NA,"R10, c. 12 km. S.W. of base camp.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003945' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924507","NY00924507_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00924531","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","peucedanifolium","Isostigma peucedanifolium peucedanifolium","(Spreng.) Less.","G. Peter","R. M. Harley","10624","1968","10","11","South America","Brazil","Mato Grosso",NA,"R10, c. 12 km. S.W. of base camp.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003949' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924531","NY00924531_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00924532","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","peucedanifolium","Isostigma peucedanifolium peucedanifolium","(Spreng.) Less.","G. Peter","G. T. Prance","18964","1973","10","14","South America","Brazil","Mato Grosso","Chapada dos Guimarães","Vicinity of Veu de Noiva.","-55.832445","-15.40761","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924532","NY00924532_01","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","885589","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","peucedanifolium","Isostigma peucedanifolium peucedanifolium","(Spreng.) Less.","G. Peter","M. Kuhlmann","4248","1957","10","30","South America","Brazil","São Paulo","Moji-Guaçu","Reserva Florestal (Fazenda Campininha)","-47.164784","-22.242395","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885589","NY00885589_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 21:56:00-03","NY","NYBG","00924534","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","peucedanifolium","Isostigma peucedanifolium peucedanifolium","(Spreng.) Less.","G. Peter","G. M. Felippe","30","1961","10","08","South America","Brazil","Minas Gerais","Caeté","Fazenda Geriza","-43.7","-19.95","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924534","NY00924534_01","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","274183","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","peucedanifolium","Isostigma peucedanifolium peucedanifolium","(Spreng.) Less.","G. Peter","F. Sellow","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"[Rio Grande]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=655399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00274183","NY00274183_01",NA,NA,"not a type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","274184","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","peucedanifolium","Isostigma peucedanifolium peucedanifolium","(Spreng.) Less.","G. Peter","F. Sellow","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"[Rio Grande]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=655400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00274184","NY00274184_01",NA,NA,"not a type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 21:56:00-03","NY","NYBG","00924509","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","peucedanifolium","peucedanifolium","Isostigma peucedanifolium peucedanifolium","(Spreng.) Less.","G. Peter","C. A. Cid Ferreira","6532","1985","10","21","South America","Brazil","Mato Grosso","Cuiabá","Rio Caxipozinho, próx. a Cachoeira Véu de Noiva. Área da Chapada dos Guimarães.","-55.5","-15.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924509","NY00924509_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","797908","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","speciosum",NA,"Isostigma speciosum","Less.",NA,"P. K. H. Dusén","7626","1909","02","03","South America","Brazil","Paraná",NA,"Capao Grande",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=218629' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797908","NY00797908_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","797906","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","speciosum",NA,"Isostigma speciosum","Less.",NA,"G. G. Hatschbach","23047","1969","12","03","South America","Brazil","Paraná","Ponta Grossa","Rio Guavirova","-50.1617","-25.095","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=218628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797906","NY00797906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","797907","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","speciosum",NA,"Isostigma speciosum","Less.","P. K. H. Dusén","P. K. H. Dusén","16444","1915","01","17","South America","Brazil","Paraná",NA,"Jaguariahyva opp.","-49.713647","-24.340602","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=218627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797907","NY00797907_01","735","735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-26 23:43:00-03","NY","NYBG","797910","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","speciosum",NA,"Isostigma speciosum",NA,NA,"E. Hassler","9238","1905","03",NA,"South America","Paraguay",NA,NA,"In viciniis Caaguazú",NA,NA,"sheet","Dr. E. Hassler, Plantar Paraguarienses,- 1905 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=218631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","797909","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Isostigma","speciosum",NA,"Isostigma speciosum","Less.",NA,"L. Riedel","229","1826","02",NA,"South America","Brazil",NA,NA,"In montosis graminosis pr. Fachina",NA,NA,"sheet","L. Riedel: Iter Brasiliense 1824-29 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=218630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797909","NY00797909_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","10517","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","megapotamicum",NA,"Isostigma megapotamicum","(Spreng.) Sherff","Magenta, M.","Gottsberger, I.S.","125","1974","10","24",NA,"Brasil","São Paulo","Botucatu","A 18 km ao Norte de Botucatu, 14 km a leste de São Manuel, ao longo da estrada São Manuel-Piracicaba, próximo a estação 13 de Maio",NA,NA,NA,NA,"BOTU010517","BOTU010517",NA,NA,NA,"2000","12","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:29:17-03","UFRJ","RFA","39430","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","megapotamicum",NA,"Isostigma megapotamicum","(Spreng.) Sherff","J. Tannus","J.L.S. Tannus; M.C. Daher","265","1998","11","11",NA,"Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,"Erva; brácteas roxas, capítulos roxos","RFA38837",NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:29:17-03","UFRJ","RFA","5853","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","V.R. Bueno","A.P. Duarte","4607","1958","12",NA,NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Cipó, Chapéu do Sol",NA,NA,NA,"Capítulos purpureos","RFA39231",NA,NA,NA,NA,"2018","12",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
"33","2020-11-13 09:19:03-03","UFRJ","RFA","6875","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","V.R. Bueno","A.P. Duarte","4554","1958","12","00",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Cipó, Chapéu do Sol",NA,NA,NA,NA,"RFA26623",NA,NA,NA,NA,"2018","12",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
"34","2020-06-29 11:29:17-03","UFRJ","RFA","5148","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.",NA,"Mendes Magalhães","9917","1957","09","26",NA,"Brasil","Minas Gerais","Barão de Cocais","Caete e Barão de Cocais","-43.4872016906738","-19.94580078125",NA,"Subarbusto, flor cor de vinho. Frequente. pequenos grupos esparsos Habito: Subarbusto","RFA25533",NA,NA,NA,NA,NA,NA,NA,NA,"21378","auto",NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:29:17-03","UFRJ","RFA","8343","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","speciosum",NA,"Isostigma speciosum","Baker","G. Hatschbach","E. Pereira; G. Hatschbach 10732","8136","1963","11","23",NA,"Brasil","Paraná","Ponta Grossa","Parqie Vila Velha, Furnas","-50.1618995666504","-25.0949993133545",NA,"Flor atro-purpúrea","RFA27500",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:34:53-03","EAO","IAN","76974","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Isostigma","crithmifolium",NA,"Isostigma crithmifolium","Less.",NA,"Gaudichaud","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN076974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:34:53-03","EAO","IAN","43728","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Isostigma","megapotamicum",NA,"Isostigma megapotamicum","(Spreng.) Sherff",NA,"Santoro, J; Pompeu, J","3189","1938","12","18","Southern America","Brasil","São Paulo","Campinas","Fazenda Campo Grande.","-47.060001373291","-22.8999996185303",NA,"Herbáceo.","IAN043728",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:34:53-03","EAO","IAN","34661","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN034661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:34:53-03","EAO","IAN","14725","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Barreto, M","Magalhães, MG","911","1941","07","18","Southern America","Brasil","Minas Gerais","Belo Horizonte","Campo, serra do Taquaril.","-43.937801361084","-19.9207992553711",NA,"Herbácea, flores vermelho-escuro, muito frequente.","IAN014725","IAN014725 IAN014725_e",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:34:53-03","EAO","IAN","102536","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.",NA,"Magalhães, MG","2570","1942","11","25","Southern America","Brasil","Minas Gerais","Caeté","Campo queimado e pedregos, cerrado, Campo dos Coelhos.","-43.6697006225586","-19.8799991607666",NA,"Erva; flor vermalha-escura.","IAN102536",NA,NA,NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:34:53-03","EAO","IAN","69028","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Barroso, GM","Black, GA","11191","1951","01","21","Southern America","Brasil","São Paulo","Itirapina","Campo Alegre","-47.8199996948242","-22.25",NA,"Flor roxo-escura, pétala violácea-morena.","IAN069028",NA,NA,NA,NA,"1958",NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:34:53-03","EAO","IAN","76972","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Isostigma","speciosum",NA,"Isostigma speciosum","Less.",NA,"Gaudichaud","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN076972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:10:31-03","UFBA","ALCB","114945","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Alves, M","Motta, JT; Dombrowski, LT; Cordeiro, J; Saridakis, DP","4143","2013","12","18","Southern America","Brasil","Paraná","Palmeira","Recanto dos Papagaios","-49.768333","-25.465278",NA,"Erva xilopodífera. Capítulos vermelhos.; Campo limpo seco.",NA,NA,"957","957",NA,"2019","02","-49.768333","-25.465278",NA,NA,"27",NA,NA,NA,NA,NA
"44","2019-10-09 11:10:31-03","UFBA","ALCB","50168","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G","Hatschbach, G; Ziller, SR","68962","1999","02","04","Southern America","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, fundos da capela","-50.15","-25.083333",NA,"xilopodífera, ereta. Flores bordô.; seco.",NA,NA,NA,NA,NA,"1999",NA,"-50.15","-25.083333",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:10:31-03","UFBA","ALCB","86088","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G","Silva, JM; Ribas, OS; Batista, JAN","6304","2008","02","06","Southern America","Brasil","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,"xilopodífera, 1 m. Capitulo bordô.",NA,NA,NA,NA,NA,"2008",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
