"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordedBy","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","previousCatalogNumber"
"34","2015-09-25 11:46:15-03","MNHN","RECOLNAT_MNHN_P","P00640539","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,NA,NA,"Brésil",NA,"Serra de Bica, près de Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640539' target='other'> <mi>dwc_moreinfo</mi></a>","P00640539","P00640539_01 P00640539_02",NA,"Glaziou, A.","1884","1","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15198",NA,NA
"35","2021-02-11 17:21:42-03","UFPR","UPCB","88284","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"970",NA,"Brasil","Paraná","Estrada para o P.E. das Lauráceas",NA,"Árvore 18 m alt.; frutos verdes cobertos de tricomas ferrugíneos; látex branco, grudento; beira de estrada em Floresta Ombrófila Densa Montana..","UPCB0030073","UPCB0030073","Völtz, R.R.","Völtz, R.R. et al.","2016","09","26","Adrianópolis","-48.781111","-24.896111",NA,NA,"2016","09","26","-48.781111","-24.896111","986","986",NA,NA,NA,NA
"36","2021-02-11 17:21:42-03","UFPR","UPCB","84720","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"3603",NA,"Brasil","São Paulo","Bela Vista.",NA,"Árvore, 15m, flor alva. Floresta atlântica..","UPCB0036456","UPCB0036456","Völtz, R.R.","Silva, J.M.","2002","04","06","Barra do Turvo","-48.5046997070312","-24.7563991546631","38172","auto","2018","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-11 17:21:42-03","UFPR","UPCB","7916","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"22123",NA,"Brasil","Paraná","Colônia Floresta",NA,"Árvore, 10-15m x 40cm, lacticifera, fruto amarelo. Mata pluvial vertente atlântica..","UPCB0036459","UPCB0036459","Völtz, R.R.","Hatschbach, G.","1969","09","02","Morretes","-48.834400177002","-25.476900100708","30514","auto","2018","05",NA,NA,NA,"50","150",NA,NA,NA,NA
"38","2011-03-07 12:37:00-03","MO","MOBOT","2136819","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S. Moore) Baehni","Isotype","Bowie 314","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"George Pilz","James Bowie|Allan Cunningham","1814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2010-04-30 10:05:00-03","MO","MOBOT","407511","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S. Moore) Baehni",NA,"Peixoto 3318","South America","Brazil","Espírito Santo","Reserva Florestal da CVRD. Transect 8",NA,NA,NA,NA,"A. Alves-Araújo","Ariane L. Peixoto|et al.","1985","2","2","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,"85-17","3",NA
"40","2021-01-10 20:43:15-03","INPA","INPA","136186","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"3921","Southern America","Brasil","São Paulo","Reserva Biologica do alto da serra Paranapicaba. Extensao 361 ha. Temp. media anual 25º, pluv. anual 3000 a 4000 mm.",NA,NA,"INPA0136186","INPA0136186 INPA0136186_e INPA0136186_e1",NA,"Rosa, NA","1980","11","26","Santo André","-45","-23.75",NA,NA,NA,NA,NA,"-45","-23.75","750","750",NA,NA,NA,NA
"41","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","12399",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"921",NA,"Brasil","Espírito Santo","São Lourenço, Vargem Alta",NA,"Arvore 16m, DAP 35cm, fuste 12m, frutos amarelos. Latex branco. Interior de mata, proximo a cachoeira.","MBML012399",NA,"A.Alves Araujo/2014","V. Demuner; et al","2000","04","19","Santa Teresa","-40.65","-19.915556",NA,NA,NA,NA,NA,"40W38'60","19S54'56",NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","6919",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"875",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Altura 16m, PAP 80cm, caule interno branco, látex branco, frutos ferrugíneos.","MBML006919",NA,"A. Alves Araújo/25-03-2014","L. D. Thomaz","1993","04","20","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","7847",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"254",NA,"Brasil","Espírito Santo","Goiapaba-Açu",NA,"Mata de encosta. Árvore 12m. DAP 40cm. Frutos verdes.","MBML007847",NA,"Cláudia E. Carneiro/Abril-2000","L. Kollmann; E. Bausen & W. Pizziolo","1998","07","15","Fundão","-40.472222","-19.914167",NA,NA,NA,NA,NA,"40W28'20","19S54'51",NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","7937",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"268",NA,"Brasil","Espírito Santo","Dois Pinheiros",NA,"Mata de encosta. Arvoreto 7m. Frutos secos ferrugíneos.","MBML007937",NA,"Cláudia E. Carneiro/Abril-2000","L. Kollmann; E. Bausen & W. Pizziolo","1998","07","16","Santa Teresa","-40.59","-19.933333",NA,NA,NA,NA,NA,"40W35'24","19S56'0",NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","8489",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"206",NA,"Brasil","Espírito Santo","Penha. Sítio do Zurlo",NA,"Chapada. Árvore 18m. DAP 50cm. Folhas com nervuras ferrugíneas por baixo. Frutos verdes.","MBML008489",NA,"Cláudia E. Carneiro/Abril-2000","L. Kollmann; E. Bausen & W. Pizziolo","1998","07","09","Santa Teresa","-40.534444","-19.950556",NA,NA,NA,NA,NA,"40W32'4","19S57'2",NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","47838",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S. Moore) Baehni",NA,"275",NA,"Brasil","Espírito Santo","Reserva Natural da Vale",NA,"Mata de Tabuleiro. Estrada Orelha de Onça. Arbóreo, terrestre. Botão marrom, flor branca, cor exsudação branca, descamação em placas. 1200m, fuste cilíndrico, superfície casca sulcada, altura total 20m, fuste 14m, Cap fuste 141,37cm. D","MBML047838",NA,"Domingos A. Folli/31-10-1994","I. A. Silva","1981","12","02","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","47844",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"6279",NA,"Brasil","Espírito Santo","Reserva Natural da Vale",NA,"Mata de Tabuleiro. Estrada Bicuíba. Arbóreo, terrestre. botão e flor verde claro, cor exsudação branca, descamação em escamas. Forma cilíndrico, superfície casca sulcada, altura total 19m, fuste 10m, Cap fuste 120cm. Diâmetro Copa 8m.","MBML047844",NA,"Domingos A. Folli/09-01-2009","D. A. Folli","2009","01","09","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","47979",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S. Moore) Baehni",NA,"2978",NA,"Brasil","Espírito Santo","Reserva Natural da Vale",NA,"Nome vulgar: Bapeba preta. Mata de Tabuleiro. Estrada Flamengo. Arbóreo, terrestre, fruto maduro amarelo e imaturo verde. Cor exsudação branco e descamação em escamas. 9300m. Fuste cilíndrico. Superfície da casca sulcada. Altura total","MBML047979",NA,"A.L. Peixoto/02-12-1994","D. A. Folli","1997","04","04","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
