"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","previousCatalogNumber","sex"
"11","2020-04-22 16:25:58-03","UFPB","JPB","34062","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm.",NA,NA,NA,"Lourenço, AR","2004","12","08","Brasil","Rio Grande do Norte","Baía Formosa","RPPN Mata Estrela","-35.023558","-6.374122",NA,NA,"; DESC: Escapo com inflorescência roxa.",NA,"32","Southern America",NA,NA,NA,NA,"-35.023558","-6.374122","54","54",NA,NA,NA,NA
"12","2008-05-27 22:02:00-03","MO","MOBOT","2778714","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B. Sm.","Bruce K. Holst",NA,NA,"Baker","1939","2","24","Brazil","Pernambuco",NA,"In dry sandy area with low brush(taboleira) between Afogados and Bõa Viagem, just south of Recife",NA,NA,NA,NA,NA,NA,"Baker s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2008-05-27 22:02:00-03","MO","MOBOT","2778722","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B. Sm.","Bruce K. Holst",NA,NA,"RAMAGE","1887","10",NA,"Brazil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,"RAMAGE s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-04 11:04:38-03","UFRB","HURB","21670","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(arruda) L.B.Sm.","R.A.Pontes","2016","03","Pontes, R.A.","2016","03","07","Brasil","Alagoas","São Luís do Quintude","Serra da Cachoeira; Fazenda Lagoa Vermelha","-35.670556","-9.331944",NA,NA,"UFRN 22449. <ll>dwc_commonname:</ll> Bromélia",NA,"1143",NA,NA,"HURB000021670","HURB000021670","10","35º40'14W","9º19'55S","220","220",NA,NA,NA,NA
"15","2021-03-04 11:04:38-03","UFRB","HURB","23627","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm.","J.A.Siqueira Filho","2018","10","Siqueira Filho, J.A.; Leme, E.M.C.; Souza, E.H. & Buneker, H.M.","2018","10","08","Brasil","Rio Grande do Norte","Baía Formosa","RPPN Mata Estrela, área típica de mata de restinga.; Área prioritária para conservação: MA-568-Mamanguape/Baía Formosa-1-Extremamente alta","-35.013889","-6.392861",NA,NA,"População numerosa toda terrícola em início de floração. Flores lilases tubulosas com ápice reflexo.",NA,"4155",NA,NA,"HURB000023627","HURB000023627","08","35º00'50W","06º23'34,30S","63","63",NA,NA,NA,NA
"16","2021-01-26 13:52:56-03","IMA","MAC","21340","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm","R.P.Lyra-Lemos",NA,NA,"A.C.Martins-Monteiro; A.S.Costa; E.Rodrigues","2004","09","24","Brasil","Alagoas","Maceió","Usina Cachoeira, Fazenda Boa Vista, margem do Rio Saúde.","-35.708947","-9.649847",NA,NA,"Erva ca. 1 m de altura. Flores roxas-azuladas.; Mata Atlântica.",NA,"89",NA,NA,"MAC0021340",NA,NA,"-35.708947","-9.649847",NA,NA,NA,NA,NA,NA
"17","2021-01-26 13:52:56-03","IMA","MAC","63820","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm",NA,NA,NA,"J.W.Alves-Silva","2015","09","26","Brasil","Alagoas","Murici","Serra Jitituba, Fazenda Bela Vista.","-35.939472","-9.290528",NA,NA,"Em substrato rochoso. Folhas com cerosidade.; Mata Atlântica.",NA,"1541",NA,NA,"MAC0063820",NA,NA,"-35.939472","-9.290528",NA,NA,NA,NA,NA,NA
"18","2021-01-26 13:52:56-03","IMA","MAC","43667","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm","E.C.O.Chagas","2009","08","Chagas-Mota; V.G.Ramalho","2009","08","29","Brasil","Alagoas","Paripueira","RPPN Sabiá.","-35.916667","-9.785278",NA,NA,"Erva ca. 1,5 m de altura. Infrutescência passada.; Mata Pluvial Atlântica.",NA,"5171",NA,NA,"MAC0043667",NA,"29","-35.916667","-9.785278",NA,NA,NA,NA,NA,NA
"19","2021-01-26 13:52:56-03","IMA","MAC","35825","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm","E.C.O.Chagas","2009","02","Chagas-Mota; K.E.D.Farias","2009","02","05","Brasil","Alagoas","Maceió","Serra da Saudinha, Fazenda Cela.","-35.7352981567383","-9.6658296585083","34538",NA,"Erva roseta. Infrutescência verde.; Mata Pluvial Atlântica.","auto","1947",NA,NA,"MAC0035825",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 11:55:10-03","UFPE","UFP","81440","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda & CAMARA) L.B. Sm.",NA,NA,NA,"Maciel, JR; Oliveira, JB; Soares, T","2013","06","01","Brasil","Pernambuco","Cabo de Santo Agostinho",NA,"-34.964722","-8.214722",NA,NA,"Terrícola ou epífita.; Bainhas marrons. Lâmina foliar 150-200x7-12cm. Inflorescência esverdeada.; Restinga.",NA,"1745",NA,NA,"UFP081440",NA,NA,"-34.964722","-8.214722",NA,NA,NA,NA,NA,NA
"21","2021-03-01 11:55:10-03","UFPE","UFP","18698","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda & CAMARA) L.B. Sm.","Siqueira-Filho, JA","1997","05","Siqueira-Filho, JA","1997","05","15","Brasil","Pernambuco",NA,NA,"-35.233333","-8.066667",NA,NA,"Epífita em Pau d'arco, Pau-brasil entre 20-30m de altura, acidentalmente rupícola sobre grandes lagedos no interior da mata. Espécie considerada em vias de extinção, mas bem representada no local. Distribui-se entre PE e AL (restinga).",NA,"609",NA,NA,"UFP018698",NA,"15","-35.233333","-8.066667","85","85",NA,NA,NA,NA
"22","2021-03-01 11:55:10-03","UFPE","UFP","21420","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda & CAMARA) L.B. Sm.","Siqueira-Filho, JA","1998","06","Baracho, GS; Siqueira-Filho, JA","1998","06","20","Brasil","Pernambuco","Paulista",NA,"-34.866667","-7.933333",NA,NA,"Espécie com frutificação passada, terrestre, isolada ou esparsamente distribuída em pequenas populações no interior da capoeira. Folhas ca. 135cm, lanceolatas, margens armadas com espinhos negros, retrosos na sua maioria, ápice agudo;",NA,"738",NA,NA,"UFP021420",NA,"20","-34.866667","-7.933333","14","14",NA,NA,NA,NA
"23","2021-03-01 11:55:10-03","UFPE","UFP","28921","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda & CAMARA) L.B. Sm.","Siqueira-Filho, JA",NA,NA,"Siqueira-Filho, JA","2001","01","04","Brasil","Alagoas","Paripuera",NA,NA,NA,NA,NA,"Epífita em final de floração. Inflorescência esverdeada, indumentada. FLores tubulosas, azuis. Material cultivado no Bromeliário Biouniverso sobo nº 349; Epífita em final de floração. Inflorescência esverdeada, indumentada. FLores tubu",NA,"1147",NA,NA,"UFP028921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 11:55:10-03","UFPE","UFP","33810","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda & CAMARA) L.B. Sm.","Siqueira-Filho, JA","2002","10","Siqueira-Filho, JA","2002","10","30","Brasil","Alagoas",NA,NA,"-35.727778","-9.393944",NA,NA,"Inflorescência simples, subcilíndrica, muricada com flores apicais em final de floração. Flores tubulosas, alvas na base da corola tornando-se azuis em direção ao ápice. Corola reflexa. Estames inclusos. Material depositado no Bromeliá",NA,"1296",NA,NA,"UFP033810",NA,"30","-35.727778","-9.393944","191","191",NA,NA,NA,NA
"25","2021-03-01 11:55:10-03","UFPE","UFP","51391","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda & CAMARA) L.B. Sm.","Siqueira-Filho, JA","2004","12","Siqueira-Filho, JA; Leite, MS; Oliveira, JB","2004","12","14","Brasil","Pernambuco",NA,NA,"-34.965917","-8.213611",NA,NA,"População terrestre em fim da floração na borda da mata. População com oito plantas floridas. FLores azuis longo-tubulosas, pilhada por Trigona spinipes (aripuá). Folhas medindo 140-166X6-7cm comp., sendo a bainha 21,5-23X10,5-12,5cm c",NA,"1443",NA,NA,"UFP051391",NA,"14","-34.965917","-8.213611","19","19",NA,NA,NA,NA
"26","2021-03-01 11:55:10-03","UFPE","UFP","52368","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda & CAMARA) L.B. Sm.","Sobral-Leite, M","2008","06","Sobral-Leite, M; Wanderley, AM","2008","05","18","Brasil","Pernambuco","Cabo de Santo Agostinho",NA,"-35.004889","-8.2205",NA,NA,"Rupícola formadora de ilhas de vegetação. População composta por ca. de 15 a 20 indivíduos, poucos em frutificação. Fruto em cone espinescente cinza-amarronzado.; Rupícola formadora de ilhas de vegetação. População composta por ca. de",NA,"791",NA,NA,"UFP052368",NA,"09","-35.004889","-8.2205","112","112",NA,NA,NA,NA
"27","2020-09-25 10:42:45-03","UFPE","UFP","79135","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda & CAMARA) L.B. Sm.",NA,NA,NA,"Maciel, JR","2015","05","17","Brasil","Pernambuco","Igarassu",NA,"-35.005556","-7.8425",NA,NA,"Roseta crateriforme com 10-15 folhas. Inflorescência inserta na roseta. Flores roxas.; Mata de Piedade. Floresta Atlântica de Terras Baixas. Epífita ou terrícola.",NA,"2028",NA,NA,"UFP079135",NA,NA,"-35.005556","-7.8425",NA,NA,NA,NA,NA,NA
"28","2021-03-01 11:55:10-03","UFPE","UFP","32718","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda & CAMARA) L.B. Sm.","Siqueira-Filho, JA","2002","05","Siqueira-Filho, JA; Leme, EMC","2002","05","28","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454","24709",NA,"Epífita sob tronco caído na mata. Folhas com espinhos negros cnspícuos. Lâmina foliar com cerosidade esbranquiçada. Folhas com 67cm comp. Bainha foliar esbranquiçada 22X13cm. Inflorescência passada com 67cm comp. Brácteas escapais com","auto","1216",NA,NA,"UFP032718",NA,"28",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 11:55:10-03","UFPE","UFP","22482","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda & CAMARA) L.B. Sm.","Sousa G.M.",NA,NA,"Lopes, AV","1998","11","18","Brasil","Pernambuco","São Lourenço da Mata",NA,"-35.0182991027832","-8.00222015380859","21764",NA,"Flores liláses, tubulosas, epifitas pu terrestres.; Flores liláses, tubulosas, epifitas pu terrestres.","auto","s.n.",NA,NA,"UFP022482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 11:55:10-03","UFPE","UFP","15288","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda & CAMARA) L.B. Sm.","Souza, GM","2003","03","Sousa, GM","1995","11","22","Brasil","Pernambuco","São Lourenço da Mata",NA,"-35.0182991027832","-8.00222015380859","21764",NA,"Epífita. Inflorescência estrobilácea esverdeada. Brácteas escapais creme, brácteas floral verde. Sépalas verdes, pétalas brancas com ápice roxo.; Epífita. Inflorescência estrobilácea esverdeada. Brácteas escapais creme, brácteas floral","auto","169",NA,NA,"UFP015288","UFP015288_01 UFP015288_02","13",NA,NA,NA,NA,"neotype",NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","1952427","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B. Sm.",NA,NA,NA,"M. B. Foster",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"1",NA,NA,"2429","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA
"32","2020-09-12 05:00:02-03","US","US","1952426","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B. Sm.",NA,NA,NA,"M. B. Foster","1948","10","13","Brazil","Pernambuco",NA,"Low salty land, Recife.",NA,NA,NA,"1",NA,NA,"2429","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA
"33","2019-07-09 12:55:27-03","F","FMNH-SEEDPLANTS","V0401768F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata",NA,NA,NA,NA,"D. Andrade-Lima","1955","9","14","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"55-2135","South America",NA,"V0401768F","V0401768F_01",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"34","2019-09-04 18:18:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Aechmea","stephanophora","Aechmea stephanophora",NA,NA,NA,NA,"H. N. Ridley & G. A. Ramage",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","Monocotyledoneae",NA,NA
"35","2019-07-09 12:55:45-03","F","FMNH-SEEDPLANTS","V0401843F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Aechmea","stephanophora","Aechmea stephanophora",NA,NA,NA,NA,"K. F. Baker","1939","2","24","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"South America",NA,"V0401843F","V0401843F_01",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"36","2019-07-09 12:55:28-03","F","FMNH-SEEDPLANTS","V0401844F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Aechmea","stephanophora","Aechmea stephanophora",NA,NA,NA,NA,"K. F. Baker","1939","2","24","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"South America",NA,"V0401844F","V0401844F_01",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"37","2019-01-25 15:39:06-02","IAC","IAC","3371","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","stephanophora","Aechmea stephanophora","E.Morr. ex Baker","F.C. Camargo","1939","03","Collins & Baker","1939","03","15","Brasil","Pernambuco","Recife","Ao sul da cidade de Recife","-34.8811","-8.0539",NA,NA,"Revisão: L.B. Smith em novembro de 1940",NA,"s/nº",NA,NA,NA,NA,"15","-34.8811","-8.0539",NA,NA,NA,NA,NA,NA
"38","2015-02-26 09:28:55-03","NHMLondon","NHM-LONDON-BOT","BM000596982","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm.",NA,NA,NA,"G.A. Ramage",NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,"Type",NA,"NHMUK:ecatalogue:4982043",NA
"39","2021-04-05 12:31:00-03","UNIVASF","HVASF","1660","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm.","J.A. Siqueira Filho","2004","12","J.A. Siqueira Filho","2004","12","14","Brasil","Pernambuco","Jaboatão dos Guararapes","Fábrica da Pólvora Elefante, Portaria B",NA,NA,NA,NA,"População terrestre em fim da floração na borda da mata. População com oito plantas floridas. Flores azuis longo-tubulosas, pilhada por Trigona spinipes (aripuá). Folhas medindo 140-166 x 6-7cm comp., sendo a bainha 21,5-23x10,5-12,5cm comp. Inflorescência medindo 21-30cm. Escapo floral medindo 35-40 cm altura. Material cultivado no Bromeliário Biouniverso 574.",NA,"1443","América do Sul",NA,"HVASF001660",NA,"14","9999.000000","9999.000000","19","19",NA,NA,NA,"U"
"40","2021-04-05 12:31:00-03","UNIVASF","HVASF","1397","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm.","J.A. Siqueira Filho","1998","06","J.A. Siqueira Filho","1998","06","18","Brasil","Pernambuco","Paulista","Cova de Onça, Sìtio Pankararu",NA,NA,NA,NA,"Espécie com frutificação passada, terrestre, isolada isolada ou esparsamente distribuída em pequenas populações no interior da capoeira. Folhas ca. 135cm, lanceoladas, margens armadas com espinhos negros, retorsos na sua maioria, ápice agudo; bainha caq. 16 x 23cm, suavemente castanha em ambas as faces, se destacam in sicco. Escapo floral ca. 56cm, 40cm até a formação do estróbilo, passado, palhoso.",NA,"804","América do Sul",NA,"HVASF001397",NA,"20","9999.000000","9999.000000","14","14",NA,NA,NA,"U"
"41","2021-04-05 12:31:00-03","UNIVASF","HVASF","23724","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm.","J.A. Siqueira Filho","2018","10","J.A. Siqueira Filho","2018","10","08","Brasil","Rio Grande do Norte","Baía Formosa","RPPN Mata da Estrela, área típica de mata de restinga",NA,NA,NA,NA,"População numerosa toda terrícola em início de flroação . Flores lilases tubulosas com ápice reflexo",NA,"4155","América do Sul",NA,"HVASF023724",NA,"08","9999.000000","9999.000000","63","63",NA,NA,NA,"U"
"42","2021-04-05 12:31:00-03","UNIVASF","HVASF","1543","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm.","J.A. Siqueira Filho","2002","05","J.A. Siqueira Filho","2002","05","28","Brasil","Pernambuco","Igarassu","Usina S. José, Mata Engenho D'água",NA,NA,NA,NA,"Epífita sob tronco caído na mata. Folhas com espinhos negros conspícuos. Lâmina foliar com cerosidade esbranquiçada 22 x 13 cm. Inflorescência passada com 67cm comp. Brácteas escapais com ápice agudo 21 x 5 cm. Material cultivado no Bromeliário Biouniverso sob n° 451.",NA,"1216","América do Sul",NA,"HVASF001543",NA,"28","9999.000000","9999.000000","130","130",NA,NA,NA,"U"
"43","2019-11-21 10:02:25-03","IBt","SP","238048","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm.",NA,NA,NA,"Esteves, GL; et al.","1989","03","10","Brasil","Alagoas","Marechal Deodoro",NA,"-35.8950004577637","-9.710280418396","15565",NA,NA,"auto","2168",NA,NA,"SP050278","SP050278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:02:25-03","IBt","SP","41740","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm.","Sousa, GM","1996","07","Baker, KF; Collins, JL","1939","02","24","Brasil","Pernambuco","Recife","Area between Afogados and Boa Viagem just north of Recife.","-34.8810997009277","-8.05389022827148","18865",NA,NA,"auto","s.n.",NA,NA,"SP050279","SP050279","03",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:02:25-03","IBt","SP","41740a","Extra","Plantae",NA,NA,"Bromeliaceae","Aechmea","muricata","Aechmea muricata","(Arruda) L.B.Sm.","Sousa, GM","1996","07","Baker, KF; Collins, JL","1939","02","24","Brasil","Pernambuco","Recife","Area between Afogados and Boa Viagem just north of Recife.","-34.8810997009277","-8.05389022827148","18865",NA,NA,"auto","s.n.",NA,NA,"SP050280","SP050280","03",NA,NA,NA,NA,NA,NA,NA,NA
