"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","locality","phylum","order","scientificNameAuthorship","identifiedBy","typeStatus","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"16","2021-03-15 16:37:00-03","NY","NYBG","929239","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","cinereum","Zanthoxylum cinereum","G. T. Prance","1979","06","09","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929239","26136","Vicinity of Acurizal","Magnoliophyta","Sapindales","Engl.","J. A. Kallunki",NA,NA,"-57.53","-17.87","NY00929239_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","929237","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","cinereum","Zanthoxylum cinereum","H. S. Irwin","1966","05","08","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929237","15717","Rio Contagem, ca. 35 km N. of Brasília","Magnoliophyta","Sapindales","Engl.","B. W. P. de Albuquerque",NA,"Brasília","-47.88","-15.48","NY00929237_01",NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","929242","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","cinereum","Zanthoxylum cinereum","E. P. Heringer","1955","06","06","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929242","s.n.","Horto Florestal de Paraopeba.","Magnoliophyta","Sapindales","Engl.","J. A. Kallunki",NA,"Paraopeba","-44.4042","-19.2744","NY00929242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","929334","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","latespinosum","Zanthoxylum latespinosum","G. G. Hatschbach","1990","02","14","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1035607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929334","53984","Rod. GO-218, próx. ao rio Sucuri.","Magnoliophyta","Sapindales","Engl.","J. R. Pirani",NA,"Monte Alegre de Goiás","-46.9006","-13.2567","NY00929334_01",NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","929245","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","latespinosum","Zanthoxylum latespinosum","M. Macedo","1980","02","12","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929245","1482","Estrada Cuiabá-Cárceres, km 40, lado esquerdo.","Magnoliophyta","Sapindales","Engl.","J. R. Pirani",NA,NA,NA,NA,"NY00929245_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","756363","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","prancei","Zanthoxylum prancei","D. C. Daly","1994","04","03","South America","Brazil","Acre","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=285883' target='other'> <mi>dwc_moreinfo</mi></a>","NY00756363","8175","Basin of Rio Purus, Rio Macaua. Colocação Apuí. River descending, 3m below high water mark","Magnoliophyta","Sapindales","(Albuq.) Waterman","J. R. Pirani",NA,"Sena Madureira","-68.9","-9.48","NY00756363_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","382750","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","J. R. Pirani","1980","04","21","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382750","480","Estrada para Rio Lageado","Magnoliophyta","Sapindales","Engl.","C. R. Reynel",NA,"Penápolis","-50.0697","-21.4203","NY00382750_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","929246","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","J. A. Ratter","1968","06","22","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1037478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929246","R.1900","8 km. E. of the Base Camp of the Expedition, c. 270 km N. of Xavantina on the Xavantina-São-Félix road.","Magnoliophyta","Sapindales","Engl.","C. R. Reynel",NA,NA,"-51.87","-12.9","NY00929246_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","929244","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","E. P. Heringer","1980","05","06","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929244","4644","Bacia do Rio S. Bartolomeu.","Magnoliophyta","Sapindales","Engl.","C. R. Reynel",NA,"Brasília","-47.9294","-15.7797","NY00929244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","382748","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","A. P. Duarte","1949","05","12","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382748","1710","Parque Nacional do Ihguassú, próximo ao Hotel das Cataratas.","Magnoliophyta","Sapindales","Engl.","C. R. Reynel",NA,"Foz do Iguaçu","-54.5881","-25.5481","NY00382748_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1019157","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","P. G. Delprete","2006","06","08","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1279644' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019157","9858","Faz. Quebra Rabicho, propriedade d e Duila Oliveira ca. 20 km de Pirenópolis, Córrego das Contenas.","Magnoliophyta","Sapindales","Engl.","J. R. Pirani",NA,"Pirenópolis","-49.0486","-15.7481","NY01019157_01",NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","756367","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","R. Saraiva","1991","07","24","South America","Brazil","Acre","sheet",NA,"FUNTAC herb. no. 870 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=184356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00756367","1320","EMBRAPA-UEPAE","Magnoliophyta","Sapindales","Engl.","C. R. Reynel",NA,"Rio Branco","-67.8097","-9.9747","NY00756367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","929241","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","J. R. Pirani","1996","04","02","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033912' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929241","3698","Cardel Mota, Serra do Cipó, Morro da Pedreira, segundo grupo (grande afloramento de metacalcário).","Magnoliophyta","Sapindales","Engl.","J. R. Pirani",NA,"Santana do Riacho","-43.67","-19.33","NY00929241_01",NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-27 02:44:00-03","NY","NYBG","382755","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","E. M. Zardini","1991","11","04","South America","Paraguay","Central","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382755","28525","Estero del Ypoá Peninsula south of Pindoty along eastern coast on Lake Yabeby.","Magnoliophyta","Sapindales",NA,"C. R. Reynel",NA,NA,"-57.48","-25.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","929234","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum riedelianum","R. Goodland","1967",NA,NA,"South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929234","s.n.","Triângulo region.","Magnoliophyta","Sapindales","Engl.","C. R. Reynel",NA,NA,NA,NA,"NY00929234_01","riedelianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","382752","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","H. S. Irwin","1970","03","10","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382752","27363","Serra do Cabral. Ca. 2 km N of Joaquim Felício.","Magnoliophyta","Sapindales","Engl.","C. R. Reynel",NA,"Joaquim Felício","-44.1719","-17.7575","NY00382752_01",NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","382747","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","H. de F. Leitão Filho","1980","06","19","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382747","11234","Distrito de Barao Geraldo.","Magnoliophyta","Sapindales","Engl.","C. R. Reynel",NA,"Campinas","-47.06","-22.9","NY00382747_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","382749","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","J. R. Pirani","1980","04","21","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382749","380","Estrada para Rio Lageado","Magnoliophyta","Sapindales","Engl.","C. R. Reynel",NA,"Penápolis","-50.0697","-21.4203","NY00382749_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","929240","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","J. R. Pirani","2001","01","26","South America","Brazil","Mato Grosso do Sul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929240","4870","Estrada não pavimentada para Guia Lopes.","Magnoliophyta","Sapindales","Engl.","J. R. Pirani",NA,"Bonito","-56.43308","-21.18539","NY00929240_01",NA,"307","307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","382753","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","M. G. da Silva","1977","05","15","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382753","3077","Rio Tocantins, Jacunda, Jatobal, estaçao da, antiga estrada de ferro de Tucurui.","Magnoliophyta","Sapindales","Engl.","C. R. Reynel",NA,NA,"-49.3927664","-4.6157373","NY00382753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","382754","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","D. N. Smith","1983","01","31","South America","Peru","Pasco","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382754","3162","5 km SE of Oxapampa. Oswaldo Müller property.","Magnoliophyta","Sapindales","Engl.","R. E. Gereau",NA,"Oxapampa","-75.38","-10.6",NA,NA,"1850","1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","929345","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","J. A. Ratter","1982","08","15","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1040899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929345","R.4729","Rio Praim (affluent of the Rio Paranã).","Magnoliophyta","Sapindales","Engl.",NA,NA,NA,"-47","-16.67","NY00929345_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","382751","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","P. K. H. Dusén","1910","04","06","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382751","9777","Itararé","Magnoliophyta","Sapindales","Engl.","J. R. Pirani",NA,"Itararé","-49.34","-24.1103","NY00382751_01 NY00382751_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","929235","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum riedelianum","A. P. Duarte","1966","03","21","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929235","9615",NA,"Magnoliophyta","Sapindales","Engl.","C. R. Reynel",NA,"Lagoa Santa","-43.8894","-19.6272","NY00929235_01","riedelianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-03-20 11:47:24-03","MCN-PUC-MINAS","HPUC-MG","ANG1426","S","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","M.F.Vasconcelos","2012","07","12",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"12-035","Riacho dos Machados",NA,NA,NA,NA,NA,"Riacho dos Machados","-43.116667","-16.033333",NA,NA,NA,NA,"43°07'W","16°02'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:30:41-03","UNESP-IBB","BOTU","21624","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Salvador, J.L.G.","1998","06","18",NA,"Brasil","Mato Grosso do Sul",NA,NA,"árvore de 12m de alt., flores brancas, caule rugosos, ao sol.","BOTU021624","24",NA,NA,NA,"Engl.",NA,NA,"Anaurilândia",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:32:28-03","UFRJ","RFA","34932","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","C. M. Vieira; E. A. Santos","2003","08","21",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Árvore ocasional na mata. Frutos verdes, sementes negras","RFA48273","1423","Morro do Urucum, beira da estrada de acesso à Planta 1. UTM 21K 435754 e 7877837",NA,NA,"Engl.","C. M. Vieira",NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-11-24 17:11:02-03","UTFPR","DVPR","4548","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Caxambu, MG; Silva, AR","2007","07","30",NA,"Brasil","Mato Grosso do Sul",NA,NA,"arvoreta heliófita ca. 4 m. Casca lisa com acúleos. Flores esverdeadas.; Relevo: plano - Solo: arenoso.","DVPR004548","1607","Margens da MS - 243.","Magnoliophyta",NA,"Engl.","Cordeiro, J; Fagundes-Filho, CA",NA,"Miranda","-56.46013","-20.04564",NA,NA,"118","118","-56.46013","-20.04564",NA,NA,"2011",NA,NA,NA,NA,NA,NA
"44","2021-04-08 17:43:40-03","EAO","IAN","9732","PreservedSpecimen","Plantae","Rutaceae","Fagara","cinerea","Fagara cinerea","Warming, JEB",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN009732","s.n.",NA,"Dicotiledônea",NA,"Engl.",NA,NA,NA,NA,NA,"IAN009732_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
