"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"31","2019-02-15 11:40:52-02","IPA","IPA","65700","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Oliveira, M.; Grillo, A.A.; Grillo, A.A.","1346","Southern America","Brasil",NA,NA,"Arbusto ca. 2m de altura; frutos esverdeados, cálice persistente vermelho. Frequente.; Vegetação arbustiva-arbórea densa. Solo humoso. Mata em bom estado de conservação.","IPA0065700","Plantae",NA,"(Meisn.) Mez","Moraes, P.L.R.","2003","04","08","Alagoas","Ibateguara","Usina Serra Grande, mata da cobra (encanamento), interior da mata.","-35.9393997192383","-8.97249984741211",NA,"2014","02","10",NA,NA,NA,NA,"16798","auto",NA,NA,NA,NA,NA
"32","2019-02-15 11:40:52-02","IPA","IPA","75995","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Monteiro, M.T.","22707","Southern America","Brasil",NA,NA,"Frutos ovais mais ou menos grandes.","IPA0075995","Plantae",NA,"(Meisn.) Mez","Barreto, R.","1968","08","17","Alagoas","Rio Largo","Fazenda Cachoeira","-35.8532981872559","-9.4783296585083",NA,"1984","10","24",NA,NA,NA,NA,"13982","auto",NA,NA,NA,NA,NA
"33","2019-02-15 11:40:52-02","IPA","IPA","31973","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Roxana Barreto; Chiappeta, A.; Lima, R.; Chiappeta, A.; Lima, R.","04","Southern America","Brasil",NA,NA,"Árvore em regeneração, ca. 6m de altura, linheira, com 8cm de diâmetro; ramos angulosos nas partes terminais.","IPA0031973","Plantae",NA,"(Meisn.) Mez","Roxana Barreto","1983","12","07","Pernambuco","Amaragi","Engenho Trindade, mata da encrenca.","-35.4524993896484","-8.38306045532227",NA,"1984","11","06",NA,NA,NA,NA,"14542","auto",NA,NA,NA,NA,NA
"34","2019-02-15 11:40:52-02","IPA","IPA","27297","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Zoé Brito","06","Southern America","Brasil",NA,NA,"Arbusto ca. 3,5m de altura. Fruto com cálice persistente de cor vermelha. Rara.; Capoeira. Solo argiloso.","IPA0027297","Plantae",NA,"(Meisn.) Mez","Roxana Barreto","1980","09","02","Pernambuco","Quipapá","Engenho Brejinho, próximo a cachoeira.","-36.0116996765137","-8.82777976989746",NA,"1984","01","24",NA,NA,NA,NA,"11788","auto",NA,NA,NA,NA,NA
"35","2019-02-15 11:40:52-02","IPA","IPA","28686","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Andrade-Lima","71-6763","Southern America","Brasil",NA,NA,NA,"IPA0028686","Plantae",NA,"(Meisn.) Mez","Roxana Barreto","1971","11","16","Pernambuco","Recife","Curado, mata do Curado.","-34.8810997009277","-8.05389022827148",NA,"1984","10","17",NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA
"36","2019-02-15 11:40:52-02","IPA","IPA","31974","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Roxana Barreto; Gallindo, F.; Lima, R.; Gallindo, F.; Lima, R.","23","Southern America","Brasil",NA,NA,"Árvore ca. 9m de altura.","IPA0031974","Plantae",NA,"(Meisn.) Mez","Roxana Barreto","1983","08","18","Pernambuco","Rio Formoso","Estação Experimental de Saltinho","-35.1585998535156","-8.66361045837402",NA,"1984","01","24",NA,NA,NA,NA,"21734","auto",NA,NA,NA,NA,NA
"37","2019-02-15 11:40:52-02","IPA","IPA","13114","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Handro, O.","822","Southern America","Brasil",NA,NA,"Árvore pequena. Flores amareladas.","IPA0013114","Plantae",NA,"(Meisn.) Mez","Teixeira, B.C.","1958","12","10","São Paulo","São Paulo","Jardim Botânico, nativa no Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"38","2019-02-15 11:40:52-02","IPA","IPA","65779","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Oliveira, M.; Grillo, A.A.; Grillo, A.A.","1485","Southern America","Brasil",NA,NA,"Arvoreta ca. 3m de altura; flores esverdeadas.; Vegetação arbustivo-arbórea densa. Solo humoso. Mata em bom estado de conservação.","IPA0065779","Plantae",NA,"(Meisn.) Mez","Moraes, P.L.R. de","2003","12","16","Alagoas","Ibateguara","Usina Serra Grande, fragmento da cobra, interior da mata, área de topo.","-35.9393997192383","-8.97249984741211",NA,"2014","02","10",NA,NA,NA,NA,"16798","auto",NA,NA,NA,NA,NA
"39","2019-11-21 14:38:10-03","UFJF","CESJ","39624","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"L.C.S. Assis; F.P.C. Faria; V.R. Almeida","733","América do Sul","Brasil",NA,NA,"Arbusto ca 1.5 m na borda da mata e à beira do curso d'água, folhas concolores, cúpula vinácea e frutos verdes a negros.","CESJ039624","Angiosperma",NA,"(Meisn.) Mez","L.C.S. Assis","2003","03","08","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"2003","03","15",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"40","2019-11-21 14:38:10-03","UFJF","CESJ","31405","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"F.R.G. Salimena; S.M.S. Verardo; P.C. Zampa","s.n.","América do Sul","Brasil",NA,NA,"Árvore, 7m, flores em botão, no interior da mata.","CESJ031405","Angiosperma",NA,"(Meisn.) Mez","L.C.S. Assis","2000","09","30","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"2003","03","15",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"41","2019-11-21 14:38:10-03","UFJF","CESJ","31120","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"P.C.L. Faria; P.C. Zampa; F. Magalhães; P.O. Costa; L.F.A. Fazza; L.D. Meireles; S.M.S. Verar","95","América do Sul","Brasil",NA,NA,"Arvoreta, 3m. frutos escuros e cálice avermelhado, beira do curso d'água.","CESJ031120","Angiosperma",NA,"(Meisn.) Mez","L.C.S. Assis","2000","04","15","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"2003","03","15",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"42","2019-11-21 14:38:10-03","UFJF","CESJ","31088","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"P.C. Zampa","95","América do Sul","Brasil",NA,NA,"Arvoreta 2.5m, frutos verdes e pretos com base vermelha.","CESJ031088","Angiosperma",NA,"(Meisn.) Mez","H.van der Werff","2000","03","17","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"2001","12",NA,NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"43","2019-11-21 14:38:10-03","UFJF","CESJ","39625","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"L.C.S. Assis; F.P.C. Faria; V.R. Almeida","747","América do Sul","Brasil",NA,NA,"Arvoreta ca 3m no interior da mata, folhas discolores, cúpula vinácea e frutos negros.","CESJ039625","Angiosperma",NA,"(Meisn.) Mez","L.C.S. Assis","2003","03","09","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"2003","03","15",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"44","2019-11-21 14:38:10-03","UFJF","CESJ","39064","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"L.C.S. Assis; M.O.D. Pivari; A.V. Lopes","603","América do Sul","Brasil",NA,NA,"Arvoreta ca 2 m, na borda da mata, à beira do curso d'água, folhas discolores, receptáculo verde, perianto amarelo. Frequente.","CESJ039064","Angiosperma",NA,"(Meisn.) Mez","L.C.S. Assis","2002","11","02","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"2003","03","03",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"45","2019-11-21 14:38:10-03","UFJF","CESJ","36348","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"R.C. Forzza; V.R. Scalon; A.V. Lopes","2069","América do Sul","Brasil",NA,NA,"Arbusto no interior de mata, ca 1.7 m alt. Folhas discolores. Hipanto vermelho; restos do perianto verde; frutos negros.","CESJ036348","Angiosperma",NA,"(Meisn.) Mez","L.C.S. Assis","2002","03","02","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"2002","04","19",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"46","2019-11-21 14:38:10-03","UFJF","CESJ","35014","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"R.M. Castro; R.C. Forzza; V.R. Almeida; J.O. Austim","666","América do Sul","Brasil",NA,NA,"Arvoreta na borda da mata e do curso d'água. Flores alvas.","CESJ035014","Angiosperma",NA,"(Meisn.) Mez","L.C.S. Assis","2001","11","10","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"2002","04","19",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"47","2019-11-21 14:38:10-03","UFJF","CESJ","31419","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"L.D. Meireles; S.M.S. Verardo; F. Magalhães; P.O. Costa; P.C. Zampa; L.F.A. Fazza","s.n.","América do Sul","Brasil",NA,NA,"Arvoreta, 3m, com folhas discolores.","CESJ031419","Angiosperma",NA,"(Meisn.) Mez","H.van der Werff","2000","10","21","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"2001","12",NA,NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
