"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"888","2019-12-09 17:31:04-03","UFPR","EFC","12817","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Caxambu, M.G.","Siqueira, E.L.","597","2012","09","27","Brasil","Paraná","Guarapuava","-51.1544","-25.2208","-51.1544","-25.2208","EFC012817",NA,"2012","10","18","estrada de terra próxima à Polícia","1205","1205","arbusto ca. 2m, ciófilo. Frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","2019-12-09 17:31:04-03","UFPR","EFC","3027","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Ziller, S.R.; Bonatto, F.","242","1992","10","08","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"EFC003027",NA,"1992","12","18","Rio Iraí",NA,NA,"Arbusto comum em floresta de galeria, 900m s.n.m. Flores creme. __COMMOM_NAME__: Imbira",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"890","2019-12-09 17:31:04-03","UFPR","EFC","13150","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Vieira, R.S.","Vieira, R.S.","552","2014","10","05","Brasil","Paraná","Curitiba","-49.3321","-25.4631","-49.3321","-25.4631","EFC013150",NA,"2014","10","05","Bairro Campo Comprido",NA,NA,"Arbusto com 1 m. no subosque de floresta secundária. Com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","2019-12-09 17:31:04-03","UFPR","EFC","16596","PreservedSpecimen","Plantae","Thymeliaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","C. Kozera","C. Kozera","3476","2009","10","22","Brasil","Paraná","Araucária","-49.3455","-25.5779","-49.3455","-25.5779","EFC016596",NA,"2009","11","01","REPAR","886","886","Arbusto com cerca de 1m, frutos brancos. Floresta Ombrófila Mista Aluvial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","2019-12-09 17:31:04-03","UFPR","EFC","10033","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Kersten, R.","1078","2005","07","26","Brasil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,"EFC010033",NA,NA,NA,NA,NA,NA,NA,"Herbácea terrícola abundante no subosque da floresta aluvial.",NA,NA,NA,NA,NA,NA,"21346","auto",NA,NA,NA,NA,NA,NA
"893","2019-12-09 17:31:04-03","UFPR","EFC","10128","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Kersten, R.","1078","2005","07","26","Brasil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,"EFC010128",NA,NA,NA,NA,"Rio Iguaçu","900","900","Herbácea terrícola abundante no subosque da floresta aluvial, 900m s.n.m.. Vegetação ribeirinha secundária.",NA,NA,NA,NA,NA,NA,"21346","auto",NA,NA,NA,NA,NA,NA
"894","2019-12-09 17:31:04-03","UFPR","EFC","10178","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Roderjan, C.V.","Roderjan, C.V.; Curcio, G.R.","1778","2007","09","07","Brasil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"EFC010178",NA,NA,NA,NA,"Faz. R. Maack",NA,NA,"Arvoreta 1,5m comum no interior de capão com araucária, 1000m s.n.m. Flores creme. __COMMOM_NAME__: Embira",NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA
"895","2019-12-09 17:31:04-03","UFPR","EFC","8461","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Koehler, A.","140","1998","07","13","Brasil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"EFC008461",NA,NA,NA,NA,NA,NA,NA,"Árvore isolada em beira de capão __COMMOM_NAME__: Embira-branca",NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"896","2019-11-13 11:32:27-03","USP","SPF","127878","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Tressens, SG","Arbo, MM","6856","1996","10","25","Argentina","Corrientes","San Roque",NA,NA,NA,NA,"SPF00127878",NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","2019-11-13 11:32:27-03","USP","SPF","137343","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Pirani, JR","Melo, E","2506","1998","11","08","Brasil","Paraná","Quatro Barras","-48.926667","-25.331944","-48.926667","-25.331944","SPF00137343",NA,"1999","11",NA,NA,"850","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","2019-11-13 11:32:27-03","USP","SPF","186701","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Sevegnami, L","Gasper, AL","894","2007","11","06","Brasil","Santa Catarina","Bela Vista do Toldo","-50.488139","-26.370306","-50.488139","-26.370306","SPF00186701",NA,"2007","12","07",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","2019-11-13 11:32:27-03","USP","SPF","19448","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G","Hatschbach, G","37031","1975","08","27","Brasil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,"SPF00019448",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA
"900","2019-11-13 11:32:27-03","USP","SPF","38092","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Zappi, DC","Pirani, JR","944","1984","09","04","Brasil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"SPF00038092",NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"901","2019-11-13 11:32:27-03","USP","SPF","138195","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Pirani, JR","Fiaschi, P","25","1999","07","29","Brasil","Paraná","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"SPF00138195",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA
"902","2019-11-13 11:32:27-03","USP","SPF","134281","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Dias, MC","Miyati, CK","s.n.","1996","09","14","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"SPF00134281",NA,"1998",NA,NA,"Cânion Guartelá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"903","2021-03-15 18:30:14-03","USP","SPF","15585","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hoehne, W","Hoehne, W","s.n.","1955","09","18","Brasil","São Paulo","São Vicente","-46.3899993896484","-23.9599990844727",NA,NA,"SPF00015585",NA,NA,NA,NA,NA,NA,NA,"Arbusto do brejo.",NA,NA,NA,NA,NA,NA,"25482","auto",NA,NA,NA,NA,NA,NA
"904","2014-04-04 18:28:47-03","PNFM","IRAI","754","S","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Dunaiski Jr, A.","Dunaiski Jr, A.","s.n.","2009","08","03","Brasil","Paraná","Pinhais","-49.118556","-25.385361","-49.118556","-25.385361","IRAI00000754",NA,"2009","01","01","Centro Paranaense de Referência em Agroecologia, Jardim Boa Vista",NA,NA,"Arbusto, aproximadamente 3 m, flor creme","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","2014-04-04 18:28:47-03","PNFM","IRAI","1179","S","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Dunaiski Jr, A.","Ristow, R.","220","2009","09","26","Brasil","Paraná","São José dos Pinhais","-49.182694","-25.527333","-49.182694","-25.527333","IRAI00001179",NA,"2009","01","01","Aeroporto Afonso Pena",NA,NA,"Árvore, 4 m, frutos junto ao galho, capão","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","2021-03-25 13:53:46-03","UNIVILLE","JOI","9574","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","M.G. Silva","J. Rigon","18","2009","09","04","Brasil","Paraná","Curitiba","-49.236667","-25.442222","49º14'12''W","25º26'32''S","JOI009574",NA,NA,NA,NA,"Jardim Botânico.",NA,NA,"; HABITO: arbusto; TIPO VEGETACIONAL: Floresta Ombrófila Mista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","2021-03-25 13:53:46-03","UNIVILLE","JOI","9779","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","W.S. Mancinelli & B. Kellermann","B.D. Kellermann","24","2009","09","04","Brasil","Paraná","Curitiba","-49.236944","-25.442222","49º14'13''W","25º26'32''S","JOI009779",NA,"2009","10","04","Capão do Jardim Botânico.","929","929","; HABITO: arbusto; TIPO VEGETACIONAL: FOM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","2021-03-25 13:53:46-03","UNIVILLE","JOI","10669","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","A. Korte","A. Korte & A. Kniess","4260",NA,NA,NA,"Brasil","Santa Catarina","Doutor Pedrinho","-49.590556","-26.640278","49º35'26''W","26º38'25''S","JOI010669",NA,"1905","07","02","Cerro Azul",NA,NA,"Cor/Flor: Amarela Habitat: Interior do fragmento Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","2021-03-25 13:53:46-03","UNIVILLE","JOI","15046","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","M. Grizzon","M. Grizzon","93","2012","09","08","Brasil","Rio Grande do Sul","Caxias do Sul","-50.932222","-28.961111","50º55'56''W","28º57'40''S","JOI015046",NA,"2012","09","18","Fazenda Pedro Hoffmann.","827","827","; HABITAT: fragmento da mata; HABITO: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","2021-03-25 13:53:46-03","UNIVILLE","JOI","9859","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Cestaro, D.C.","Marcilio, V.","15","2009","09","04","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"JOI009859",NA,NA,NA,NA,"Jardim Botânico.",NA,NA,"Flores unissexuadas, hipanto longo, caule difícil de ser quebrado, folha quase séssil; TIPO VEGETACIONAL: Floresta Ombrófila Mista",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"911","2021-03-25 13:53:46-03","UNIVILLE","JOI","9860","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","C. Snak","B. Kellermann","118","2009","10","09","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"JOI009860",NA,NA,NA,NA,"mananciais da Serra. Mata de Branquilho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"912","2021-03-25 13:53:46-03","UNIVILLE","JOI","3724","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Sevegnani, L.","Gasper, A. L.",NA,"2006","11","02","Brasil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,"JOI003724",NA,"2006","11","23",NA,NA,NA,"; TIPO VEGETACIONAL: FOM",NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA
"913","2019-10-07 09:33:42-03","UEFS","HUEFS","16673","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Hatschbach, G.","57879","1992","08","20","Brasil","Santa Catarina","Araranguá","-49.4858016967773","-28.934700012207",NA,NA,"HUEFS0016673",NA,NA,NA,NA,NA,"3","5",NA,"Angiospermae","Malvales",NA,NA,NA,NA,"19353","auto","Rosanae",NA,NA,NA,NA,NA
"914","2019-10-07 09:33:42-03","UEFS","HUEFS","195411","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Bolson, M.","365","2010","08","16","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"HUEFS0195411","HUEFS0195411",NA,NA,NA,"Reserva Mata Viva.",NA,NA,"Floresta Ombrófila Mista.","Angiospermae","Malvales",NA,NA,NA,NA,"25180","auto","Rosanae",NA,NA,NA,NA,NA
"915","2019-10-07 09:33:42-03","UEFS","HUEFS","235701","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Popovkin, A.V.","2020",NA,NA,NA,"Brasil","Bahia","Entre Rios",NA,"-12.166667","37W58'100''","12S10'","HUEFS0235701","HUEFS0235701",NA,NA,NA,"Algodão",NA,NA,NA,"Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"916","2019-10-07 09:33:42-03","UEFS","HUEFS","188930","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Matos, E.N.de","3259","2011","10","05","Brasil","Bahia","Nilo Peçanha","-39.017222","-13.704167","39W1'2''","13S42'15''","HUEFS0188930","HUEFS0188930",NA,NA,NA,"Pratigi",NA,NA,"Restinga. Floresta.","Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"917","2019-10-07 09:33:42-03","UEFS","HUEFS","196376","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","L.P.Queiroz & J.F.C.Oliveira","Queiroz, L.P.de","15424","2012","04","14","Brasil","Bahia","Nilo Peçanha","-39.043056","-13.685278","39W2'35''","13S41'7''","HUEFS0196376","HUEFS0196376","2016","07",NA,"Comunidade quilombola Jatimane, ao longo do rio Jatimane. Lourenço.","20","20","Mata ciliar em área de restinga arbórea.","Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"918","2019-10-07 09:33:42-03","UEFS","HUEFS","196717","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Popovkin, A.V.","1447","2013","05","29","Brasil","Bahia","Entre Rios","-37.966667","-12.166667","37W58'0''","12S10'","HUEFS0196717","HUEFS0196717",NA,NA,NA,"Algodão.","120","120","Atlantic forest.","Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"919","2019-10-07 09:33:42-03","UEFS","HUEFS","208220","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Popovkin, A.V.","1716",NA,NA,NA,"Brasil","Bahia","Entre Rios","-37.966667","-12.166667","37W58'0''","12S10'","HUEFS0208220","HUEFS0208220",NA,NA,NA,"Algodão.","120","120",NA,"Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"920","2019-10-07 09:33:42-03","UEFS","HUEFS","217983","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Popovkin, A.V.","1900",NA,NA,NA,"Brasil","Bahia","Entre Rios","-37.966667","-12.166667","37W58'0''","12S10'0''","HUEFS0217983","HUEFS0217983",NA,NA,NA,"Algodão.","150","150",NA,"Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"921","2019-10-07 09:33:42-03","UEFS","HUEFS","235883","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","W.A.Medina","Medina, W.A.","395","2013","08","04","Argentina","Corrientes","Paso de los Libres","-57.051389","-29.641944","57W3'5''","29S38'31''","HUEFS0235883","HUEFS0235883","2013",NA,NA,"8 Km N de Paso de los Libres, dentro de predio forestal.",NA,NA,"Parque chaquenõ.","Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"922","2019-10-07 09:33:42-03","UEFS","HUEFS","247927","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Rosina, A.","109","2012","09","21","Brasil","Santa Catarina","São Sebastião do Sul","-50.3","-26.616667","50W18'","26S37'","HUEFS0247927","HUEFS0247927",NA,NA,NA,"Serra do Espigão.","1260","1260",NA,"Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"923","2019-10-07 09:33:42-03","UEFS","HUEFS","19361","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Hatschbach, G.","48079","1983","10","02","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"HUEFS0019361",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Malvales",NA,NA,NA,NA,"25180","auto","Rosanae",NA,NA,NA,NA,NA
"924","2019-10-07 09:33:42-03","UEFS","HUEFS","11640","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Queiroz, L.P.de","2813","1991","07","15","Brasil","São Paulo","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,"HUEFS0011640",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Malvales",NA,NA,NA,NA,"26585","auto","Rosanae",NA,NA,NA,NA,NA
"925","2019-10-07 09:33:42-03","UEFS","HUEFS","138506","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Silveira, E.",NA,"2008","01","23","Brasil","Ceará","Guaramiranga","-38.9331016540527","-4.26332998275757",NA,NA,"HUEFS0138506","HUEFS0138506",NA,NA,NA,"Trilha do remonso, trilha pequena.",NA,NA,NA,"Angiospermae","Malvales",NA,NA,NA,NA,"13198","auto","Rosanae",NA,NA,NA,NA,NA
"926","2019-01-25 15:37:23-02","IAC","IAC","10337","S","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","J.M.F. Toledo","J.A. Deslandes","s/nº","1948","09","15","Brasil","Rio Grande do Sul","Pelotas","-52.3425","-31.7719","-52.3425","-31.7719",NA,NA,"1948","12","30","IAS",NA,NA,"Nome popular: embirra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","2019-01-25 15:47:24-02","IAC","IAC","47725","S","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","L.C. Bernacci & O. Kotchetkoff-Henriques","O. Kotchetkoff-Henriques & M. Oliveira (2)","631",NA,NA,NA,"Brasil","São Paulo","Ribeirão Preto","-47.940923","-21.344747","-47.940923","-21.344747",NA,NA,NA,NA,NA,"Margem córrego da Onça",NA,NA,"UTM W0194949, S7636816, zona 23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","2019-01-25 15:47:24-02","IAC","IAC","47726","S","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","L.C. Bernacci & O. Kotchetkoff-Henriques","O. Kotchetkoff-Henriques & M. Oliveira (2)","630","2001","08","16","Brasil","São Paulo","Ribeirão Preto","-47.895417","-21.36231","-47.895417","-21.362310",NA,NA,"2001","08","16","Margem córrego da Onça",NA,NA,"UTM W0199708, S7634958, zona 23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","2020-07-23 12:23:47-03","CEPLAC","CEPEC","61740","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa",NA,"J. O. Garcia G.","J. G. Jardim","417","1994","04","28","Brasil","Bahia","URUÇUCA","-49.016667","-14.416667","49W1'","14S25'",NA,NA,NA,NA,NA,"Distrito de Serra Grande. 7,3Km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/2010",NA,NA,NA,NA
"930","2020-07-23 12:23:47-03","CEPLAC","CEPEC","131240","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa",NA,"A. E. Muelbert","A. E. Muelbert","6","2008","08","29","Brasil","Paraná","piraquara","-49.062778","-25.440833","49W3'46","25S26'27",NA,NA,NA,NA,NA,"Mananciais da Serra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2008",NA,NA,NA,NA
"931","2020-07-23 12:23:47-03","CEPLAC","CEPEC","109275","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa",NA,"Sem Informação","Amorim, A. M.","4990","2005","05","14","Brasil","Bahia","arataca","-39.341667","-15.173611","39W20'30","15S10'25",NA,NA,NA,NA,NA,"Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 km de Arataca com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras.","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","2020-07-23 12:23:47-03","CEPLAC","CEPEC","39324","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa",NA,"L. Rossi","T. S. dos Santos","4025","1986","02","26","Brasil","Bahia","UNA","-38.3","-15.066667","38W18'","15S4'",NA,NA,NA,NA,NA,"Ramal com entrada no Km 5 Rod. São José/Una, então 1Km ao S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996",NA,NA,NA,NA
"933","2020-07-23 12:23:47-03","CEPLAC","CEPEC","52035","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa",NA,"J. D. Garcia G.","A. M. de Carvalho","3529","1991","09","11","Brasil","Bahia","URUÇUCA","-39.016667","-14.416667","39W1'","14S25'",NA,NA,NA,NA,NA,"Distrito de Serra Grande. 7.3Km na estrada Serra Grande/Itacaré. Faz. Lagoa do Conj. Sta. Cruz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/2010",NA,NA,NA,NA
"934","2020-07-23 12:23:47-03","CEPLAC","CEPEC","59173","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa",NA,"J. D. Garcia G.","W. W. Thomas","9806","2000","05","08","Brasil","Bahia","URUÇUCA","-39.016667","-14.416667","39W1'","14S25'",NA,NA,NA,NA,NA,"7,3Km ao N de Serra Grande Rod. p/ Itacaré, Faz. Lagoa do Conj. Sta. Cruz. Área de estudo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/2010",NA,NA,NA,NA
"935","2020-07-23 12:23:47-03","CEPLAC","CEPEC","69113","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa",NA,"J. O. Garcia G.","W. W. Thomas","10820","1995","05","08","Brasil","Bahia","URUÇUCA","-39.060556","-14.423333","39W3'38","14S25'24",NA,NA,NA,NA,NA,"7,4Km ao N de Serra Grande Rod. p/ Itacaré. Faz. Lagoa do Conj. Sta. Cruz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/2010",NA,NA,NA,NA
"936","2020-07-23 12:23:47-03","CEPLAC","CEPEC","81457","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa",NA,"J. D. Garcia G.","A. M. Amorim","2334","1998","02","23","Brasil","Bahia","JUSSARÍ","-39.528611","-15.158056","39W31'43","15S9'29",NA,NA,NA,NA,NA,"Rod. Jussarí/Palmira. Entrada ca. 7,5Km de Hussarí, Faz. Teimoso. RPPN Serra do Teimoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/2010",NA,NA,NA,NA
"937","2020-07-23 12:23:47-03","CEPLAC","CEPEC","6837","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa",NA,"L. Rossi","T. S. dos Santos","1691","1971","05","24","Brasil","Bahia","CAMACAN","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,NA,NA,NA,"BR-101, ao Rio Pardo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22686","auto",NA,"30/12/1996",NA,NA,NA,NA
"938","2020-07-23 12:23:47-03","CEPLAC","CEPEC","80970","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa",NA,"S. Barker","L. A. Mattos-Silva","2397","1992","05","05","Brasil","Bahia","JUSSARÍ","-39.4953002929688","-15.1913995742798",NA,NA,NA,NA,NA,NA,NA,"Faz. Teimoso. Ramal c/ entrada no Km 8 Rod. Jussari/Palmira, à esquerda.",NA,NA,"<ll>dwc_commonname:</ll> Imbira-branca, imbira-pimenta",NA,NA,NA,NA,NA,NA,"21386","auto",NA,"30/12/1997",NA,NA,NA,NA
"939","2020-07-23 12:23:47-03","CEPLAC","CEPEC","58551","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa",NA,"L. P. de Queiroz","L. P. de Queiroz","2813","1991","07","15","Brasil","São Paulo","BROTAS","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,NA,NA,"Prox. ao viveiro de produção de mudas da prefeitura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26585","auto",NA,"30/12/1981",NA,NA,NA,NA
