"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"29","2019-08-27 13:33:39-03","IAP","PACA-AGP","39631","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","megapotamicum","Hypericum megapotamicum","Malme","Emrich-Rambo","Rambo, B.",NA,"1949","01","07",NA,"Brasil","RS","Gravataí","Cachoeirinha","-50.9919013977051","-29.9444007873535",NA,NA,NA,"SEM MATERIAL Habitat: in paludosis dumetosis Fenofase: flor","PACA039631",NA,"25424","auto","Magnoliatae","1954","08","04",NA,NA,NA,NA
"30","2019-08-27 13:33:39-03","IAP","PACA-AGP","39808","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Hypericum","megapotamicum","Hypericum megapotamicum","Malme","Emrich-Rambo","Rambo, B.",NA,"1949","01","14",NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,"SEM MATERIAL Habitat: In paludosis dumetosis Fenofase: flor e fruto","PACA039808",NA,"21601","auto","Magnoliatae","1954","08","04",NA,NA,NA,NA
"31","2020-12-20 21:17:59-03","UFV","VIC","50397","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Bordignon, S.; Knob, A.","1618","1999","03","23",NA,"Brasil","Rio Grande do Sul","Fontoura Xavier.",NA,"-52.3457984924316","-28.9827995300293",NA,NA,NA,"Herbário ICN.; Herbário ICN.","VIC050397","VIC050397","20220","auto",NA,"2001","12","11",NA,NA,NA,NA
"32","2020-03-09 19:24:32-03","UFJF","CESJ","73069","PreservedSpecimen","Plantae","Angiosperma",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel-Ely","S.A.L. Bordignon; R.M.V. Cancelli","s.n.","2006","01","01","América do Sul","Brasil","Rio Grande do Sul","Glorinha",NA,"-50.7831001281738","-29.8805999755859",NA,NA,NA,"Vala úmida. Subarbustos de 1m alt.","CESJ073069",NA,"13560","auto",NA,"2013","11","06",NA,NA,NA,NA
"33","2020-02-07 19:03:02-03","UFJF","CESJ","39292","PreservedSpecimen","Plantae","Angiosperma",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel-Ely","G. Hatschbach; A.C. Cervi; E. Barbosa","71711","2000","12","09","América do Sul","Brasil","Santa Catarina","Pericó (arredores)","Alt.:1200m.",NA,NA,NA,NA,NA,"Ereta, flor amarela. Campo remanejado.","CESJ039292",NA,NA,NA,NA,"2019","03","19",NA,NA,NA,NA
"34","2020-03-09 19:24:32-03","UFJF","CESJ","73072","PreservedSpecimen","Plantae","Angiosperma",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel-Ely","C. Vogel-Ely; S.A.L. Bordignon; R.B. Macedo","171","2013","01","15","América do Sul","Brasil","Rio Grande do Sul","Unistalda","margem da BR-287","-55.189722","-29.047222","325","325",NA,"Banhado bem conservado na beira da estrada. Datum das coordenadas WGS-84. Subarbustos de até 1m alt. com flores amarelas de ca. 15mm diâm.","CESJ073072",NA,NA,NA,NA,"2013","11","06","-55.189722","-29.047222",NA,NA
"35","2020-03-09 19:24:32-03","UFJF","CESJ","73073","PreservedSpecimen","Plantae","Angiosperma",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel-Ely","C. Vogel-Ely; S.A.L. Bordignon; R.B. Macedo","177","2013","01","14","América do Sul","Brasil","Rio Grande do Sul","Quevedos","Passo Maria Inácia","-54.098056","-29.351111","296","296",NA,"Banhado na margem da estrada. Datum das coordenadas WGS-84. Subarbustos de ca. 1m alt. e flores amarelas de 18-20mm diâm.","CESJ073073",NA,NA,NA,NA,"2013","11","06","-54.098056","-29.351111",NA,NA
"36","2021-03-01 16:31:51-03","UNICAMP","UEC","202867","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel Ely","Bordignon, S","s.n.","2009","11","18",NA,"Brazil","Rio Grande do Sul","Arroio dos Ratos","Brasil, RS, Arroio dos Ratos:estrada para Minas do faxinal.","-51.7291984558105","-30.0771999359131",NA,NA,NA,"Solo úmido.","UEC163862","UEC163862","29956","auto",NA,"2013","11","06",NA,NA,NA,NA
"37","2019-08-20 10:15:52-03","UNICAMP","UEC","202869","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel Ely","Bordignon, S","2371","2001","12","10",NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","Brasil, RS, São Francisco de Paula:Lagueado Grande","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"UEC163863","UEC163863","76715","auto",NA,"2013","11","08",NA,NA,NA,NA
"38","2019-08-20 10:15:52-03","UNICAMP","UEC","45297","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel Ely","Monteiro, RF","17940","1985","11","20",NA,"Brazil","São Paulo","Campinas","Mata Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"Flores, Erva 1m, flores amarelas, brejoso borda da mata.","UEC114212","UEC114212","23900","auto",NA,"2019","03","19",NA,NA,NA,NA
"39","2019-01-17 11:26:18-02","PUCRS","MPUC","11551","S","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel Ely",NA,NA,"1988","02","23","South America","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","2013","01","01","-51.3280556000","-30.1011667000","1",NA
"40","2019-01-17 11:26:18-02","PUCRS","MPUC","14465","S","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel Ely",NA,NA,"2009","11","05","South America","Brasil","RS","Canoas",".","-51.1836111","-29.9180556",NA,NA,NA,"Na margem do banhado",NA,NA,NA,NA,"Magnoliopsida","2013","01","01","-51.1836111000","-29.9180556000","1","378"
"41","2019-01-17 11:26:18-02","PUCRS","MPUC","12149","S","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel Ely",NA,NA,"1989","02","21","South America","Argentina","Misiones",NA,".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","2013","01","01",NA,NA,"1",NA
"42","2019-01-17 11:26:18-02","PUCRS","MPUC","21605","S","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel Ely",NA,NA,"1999","03","23","South America","Brasil","Rio Grande do Sul","Fontoura Xavier",".","-52.3457984924316","-28.9827995300293",NA,NA,NA,NA,NA,NA,"20220","auto","Magnoliopsida",NA,NA,NA,NA,NA,"1","1618"
"43","2019-01-17 11:26:18-02","PUCRS","MPUC","9047","S","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel Ely",NA,NA,"1988","01","12","South America","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"-51.3280556000","-30.1011667000","1",NA
"44","2019-01-17 11:26:18-02","PUCRS","MPUC","5549","S","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel Ely",NA,NA,"1943","11","15","South America","Brasil","RS","Pelotas",".","-52.3422222","-31.7719444",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","2013","01","01","-52.3422222000","-31.7719444000","1",NA
"45","2019-01-17 11:26:18-02","PUCRS","MPUC","19764","S","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel Ely",NA,NA,"1999","01","10","South America","Brasil","RS","Capão do Leão","Próximo a pedreira do DEPREC.","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,NA,NA,"28605","auto","Magnoliopsida","2013","01","01",NA,NA,"2","1529"
"46","2019-01-17 11:26:18-02","PUCRS","MPUC","19740","S","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel Ely","M. Backes",NA,"2010","01","02","South America","Brasil","RS","Paraíso do Sul","Vila Paraíso","-53.1488990783691","-29.6686000823975",NA,NA,NA,NA,NA,NA,"20630","auto","Magnoliopsida","2013","01","01",NA,NA,"2",NA
"47","2020-10-14 10:01:59-03","FURB","FURB","37336","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel Ely, C","Caetano, J.O.",NA,"2012","01","14",NA,"Brasil","Santa Catarina","Benedito Novo","Bairro da Liberdade, próximo a fazenda Campo do Zinco.","-49.4722223","-26.8947222","773","773",NA,NA,"FURB26301","FURB26301",NA,NA,NA,"2013","12","10","-49.4722223","-26.8947222",NA,NA
"48","2019-11-08 08:52:32-03","FURB","FURB","43782","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Funez, L.A.","Gasper, A.L. de; Funez, L.A.","3558","2014","02","25",NA,"Brasil","Santa Catarina","Campo Alegre","Campos do Quiriri.","-48.9769445","-26.0247223","1300","1300",NA,"Projeto REFLORA FAPESC 14843/2011-1 Habitat: Campos naturais; beira da estrada Habito: arbustiva;","FURB26292","FURB26292",NA,NA,NA,"2014","11","19","-48.9769445","-26.0247223",NA,NA
"49","2019-11-08 08:52:32-03","FURB","FURB","48608","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C.; Ferreira, G.E.","325","2012","11","29",NA,"Brasil","Rio Grande do Sul","Pinheiro Machado","RS_473.","-53.5013889","-31.6402777","367","367",NA,NA,"FURB48608","FURB48608",NA,NA,NA,"2013","01","09","-53.5013889","-31.6402777",NA,NA
"50","2020-02-27 12:51:39-03","FURB","FURB","66160","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Dani, J.G.","Dani, J.G.","19","2018","11","27",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Parque Jardim da Lagoa - Desvio Rizzo.","-51.2363889","-29.1847222","740","740",NA,"entorno de banhado","FURB66160","FURB66160",NA,NA,NA,"2019","03","20","-51.2363889","-29.1847222",NA,NA
"51","2020-10-14 10:01:59-03","FURB","FURB","9541","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel Ely, C","Gasper, A.L. de; Brogni, E.","1150","2007","12","12",NA,"Brasil","Santa Catarina","Monte Castelo","Serra do Espigão.","-50.31","-26.73","1110","1110",NA,"Florística IFFSC 793. Habitat: Floresta Ombrófila Mista; Habito: herbácea; flor amarela","FURB04831","FURB04831",NA,NA,NA,"2013","10","25","-50.3100000","-26.7300000",NA,NA
"52","2019-11-08 08:52:32-03","FURB","FURB","48607","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Bordignon, S.","2330","2001","09","01",NA,"Brasil","Rio Grande do Sul","Cachoeira do Sul","BR-153.","-52.8939018249512","-30.0391998291016",NA,NA,NA,NA,"FURB48607","FURB48607","71201","auto",NA,"2013","12","11",NA,NA,NA,NA
"53","2019-11-08 08:52:32-03","FURB","FURB","48605","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Bordignon, S.",NA,"2009","11","27",NA,"Brasil","Rio Grande do Sul","Canoas","Campus da Ulbra.","-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,"FURB48605","FURB48605","8037","auto",NA,"2013","01","09",NA,NA,NA,NA
