"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","recordNumber","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2020-09-23 10:40:48-03","E","E","125298","PreservedSpecimen","Plantae","Leguminosae","Platymiscium","praecox","Platymiscium praecox",NA,NA,NA,NA,NA,"Gifford, D.R. & da Fonsêca, Sidney G.","1971","08","31","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00125298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00125298",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:132604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:40:48-03","E","E","125299","PreservedSpecimen","Plantae","Leguminosae","Platymiscium","praecox","Platymiscium praecox",NA,NA,NA,NA,NA,"Dusen, P.","1909","10","30","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00125299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00125299","8864",NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:132605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","605480","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel",NA,NA,NA,NA,"R. M. Harley","1988","10","25","Brazil","Bahia",NA,"Livramento do Brumado. 5 km da cidade na estrada para Rio de Contas.","-41.82","-13.62",NA,NA,"Colab.:IBUSP, Univ. de Sao Paulo (SPF), CEPLAC (CEPEC) Bahia & R.B.G.Kew (K)- Patrocínio do Nat. Geographic Soc. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39623' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605480","25611","NY00605480_01","600","600","South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","605510","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum latifolium","(Benth.) Benth.","B. B. Klitgaard",NA,NA,NA,"W. Hoehne","1946","12","01","Brazil","São Paulo","Sao Paulo","Barragem da Cantareira.","-46.63","-23.5403",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605510","s.n.","NY00605510_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","latifolium",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","885180","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","H. C. de Lima",NA,NA,NA,"J. M. A. Braga","2001","12","02","Brazil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, proximidades da Cia. Furnas","-41.9447","-22.5269",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885180","6998","NY00885180_01","20","40","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","605486","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","B. A. S. Pereira",NA,NA,NA,"B. A. S. Pereira","1995","03","17","Brazil","Goiás","Padre Bernardo","Km 1 da estrada para Niquelandia.","-48.2839","-15.1606",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605486","2760","NY00605486_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","605489","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","G. G. Hatschbach",NA,NA,NA,"R. X. Lima","1993","11","16","Brazil","Paraná","Guaraqueçaba","Rio Guaraqueçaba","-48.32","-25.27",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605489","150","NY00605489_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","605494","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","R. C. Barneby",NA,NA,NA,"S. A. da M. Souza","1996","09","11","Brazil","Goiás","Guarinos","Estrada Itapeci/Guarinos.","-49.67","-14.83",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605494","67","NY00605494_01","700","700","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","821879","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","R. J. F. Garcia",NA,NA,NA,"R. J. F. Garcia","1993","12","09","Brazil","São Paulo","Sao Paulo","Parque Santo Dias. Trilha da Figueira.","-46.7725","-23.6630556",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=907927' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821879","441","NY00821879_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","605488","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","H. C. de Lima",NA,NA,NA,"G. Martinelli","1977","05","10","Brazil","Espírito Santo","Linhares","Reserva Florestal da Cia. Vale do Rio Doce.","-39.961174","-19.138199",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605488","J857","NY00605488_01","50","50","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","605490","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","B. A. S. Pereira",NA,NA,NA,"B. A. S. Pereira","1995","03","16","Brazil","Goiás","Niquelândia","Km 13 da estrada Niquelandia/Padre Bernardo.","-48.4594","-14.4742",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605490","2750","NY00605490_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1015052","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,"C. Luchiari","1996","11","25","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Est. Juturnaiba, direita - Km 1.","-42.3917","-22.6508",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098906' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015052","753","NY01015052_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02679303","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,"J. E. Meireles","2006","02","05","Brazil","Bahia","Feira de Santana","Serra de São José, trilha dos romeiros","-38.9667015075684","-12.2666997909546",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2946776' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679303","440","NY02679303_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,"46325","auto",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02714011","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,"M. Gomes","1987","01","14","Brazil","Rio de Janeiro","Rio de Janeiro","Mundo Novo, propriedade da Universidade Santa Úrsula.","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005675' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714011","109","NY02714011_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,"57442","auto",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02707643","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,"Gaui­, T. D.","2015","08","26","Brazil","Rio de Janeiro","Saquarema","conglomerado 7-2-3-20. UTM do Ponto Central: E (760756m) N (7462249m). Fuso do GPS (23K).","-42.5102996826172","-22.9200000762939",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2991548' target='other'> <mi>dwc_moreinfo</mi></a>","NY02707643","298","NY02707643_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,"17036","auto",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","605481","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","G. P. Lewis",NA,NA,NA,"G. G. Hatschbach","1994","11","02","Brazil","Paraná","Guaratuba","Pedra Branca de Araraquara.","-48.90806","-25.93389",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605481","61208","NY00605481_01","50","50","South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","605484","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","B. B. Klitgaard",NA,NA,NA,"R. M. Klein","1954","11","29","Brazil","Santa Catarina","Itajaí","Cunhas.","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605484","873","NY00605484_01","10","10","South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","605495","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","B. B. Klitgaard",NA,NA,NA,"L. Riederer","1823","11",NA,"Brazil",NA,NA,"Fragoro.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605495","2357","NY00605495_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","605493","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","B. B. Klitgaard",NA,NA,NA,"R. M. Klein","1954","11","30","Brazil","Santa Catarina","Itajaí","Morro da Fazenda.","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605493","903","NY00605493_01","50","50","South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","605500","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","B. B. Klitgaard",NA,NA,NA,"R. P. Belém","1965","03","25","Brazil","Bahia","Ilhéus","Centro de Pesquisas do Cacau; CEPLAC, CEPEC.","-39.2273659","-14.771874",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39613' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605500","548","NY00605500_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","605485","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","B. B. Klitgaard",NA,NA,NA,"R. M. Klein","1955","11","13","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luis Alves.","-48.941177","-26.748537",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605485","1074","NY00605485_01","350","350","South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","605497","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","B. B. Klitgaard",NA,NA,NA,"E. Pereira","1964","09","12","Brazil","Rio de Janeiro",NA,"Areal.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605497","9144","NY00605497_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","533295","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","S. M. Silva",NA,NA,NA,"I. Isernhagen","1998","11","23","Brazil","Paraná","Guaraqueçaba","PR 405, Cacatu-Guaraqueçaba. A margem do Rio Guaraqueçaba.","-48.32","-25.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533295","220","NY00533295_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01096211","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","H. C. de Lima",NA,NA,NA,"S. J. da Silva Neto","2002","10","24","Brazil","Rio de Janeiro","Nova Iguaçú","Rebio do Tinguá, Estrada do Ouro, após o retificador.","-43.4661","-22.5753",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1234785' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096211","1713","NY01096211_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","605491","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","B. B. Klitgaard",NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605491","1142","NY00605491_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","605502","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","B. B. Klitgaard",NA,NA,NA,"R. M. Klein","1949","11","03","Brazil","Santa Catarina","Brusque","Mata da Azambuja.","-48.910147","-27.126635",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605502","216","NY00605502_01","50","50","South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","605483","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","B. B. Klitgaard",NA,NA,NA,"B. B. Klitgaard","1993","11","02","Brazil","Rio de Janeiro","Silva Jardim","Rd. BR 101 Vitoria-Rio de Janeiro, km 18 from Rio San Joao.","-42.42","-22.67",NA,NA,"Institute of Biological Sciences, Department of Systematic Botany, University of Aarhus (AAU), Denmark in collaboration with the Royal Botanic Gardens, Kew (K), United Kingdom, and the Botanic Garden of Rio de Janeiro (RB), Brazil. Add. mat. in K/RB/AAU: wood sample, leaves and flowers in FAA, leaves in silicagel, and photos. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605483","1","NY00605483_01","30","60","South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","605498","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","B. B. Klitgaard",NA,NA,NA,"E. Pereira","1964","09","12","Brazil","Rio de Janeiro",NA,"Areal.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605498","9144","NY00605498_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","floribundum",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","605512","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum latifolium","(Benth.) Benth.","B. B. Klitgaard",NA,NA,NA,"F. C. Hoehne","1932","10","19","Brazil","São Paulo","Sao Paulo","Butantan, no Jardim Botânico de Sao Paulo.","-46.63","-23.5403",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605512","s.n.","NY00605512_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","latifolium",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","605507","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum latifolium","(Benth.) Benth.","B. B. Klitgaard",NA,NA,NA,"O. C. Goés","1943","10",NA,"Brazil","Rio de Janeiro","Correias","Petropolis.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605507","645","NY00605507_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","latifolium",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","605511","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum latifolium","(Benth.) Benth.","B. B. Klitgaard",NA,NA,NA,"W. Hoehne","1944","10","19","Brazil","São Paulo","Sao Paulo","Parque Estadual de S.P.","-46.621883","-23.654505",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605511","s.n.","NY00605511_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","latifolium",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","605504","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum latifolium","(Benth.) Benth.","B. B. Klitgaard",NA,NA,NA,"B. B. Klitgaard","1993","12","16","Brazil","Paraná","Antonina","Reserva Biológica de Sapidandura.","-48.7","-25.42",NA,NA,"Institute of Biological Sciences, Department of Systematic Botany, University of Aarhus (AAU), Denmark in collaboration with the Royal Botanic Gardens, Kew (K), United Kingdom, and the Botanic Garden of Rio de Janeiro (RB), Brazil. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605504","49","NY00605504_01","200","300","South America","sheet",NA,"Magnoliophyta","Fabales","latifolium",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","605517","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum latifolium","(Benth.) Benth.","R. C. Barneby",NA,NA,NA,"M. Aparecida da Silva","1996","08","27","Brazil","Goiás","Corumbá de Goiás","GO-225. 08 Km em direçao a Pirenópolis.","-48.85","-15.9",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605517","3058","NY00605517_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","latifolium",NA,NA,NA,NA,NA,NA,NA,NA
