"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","typeStatus","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber"
"812","2020-08-20 20:42:04-03","UFSC","FLOR","28693","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Cervi, A.C.","1997",NA,NA,"Cervi, A.C.","1997","08","26","Brasil","Paraná","Guaraqueçaba","Salto Morato, Reserva Ecológica da Fundação O Boticário.","-48.3288993835449","-25.3066997528076",NA,NA,"arvoreta, flor botões alvos, 2,5m altura","FLOR0028693",NA,"6291",NA,NA,"37295","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"813","2020-08-20 20:42:04-03","UFSC","FLOR","30965","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Hatschbach, G.","1998",NA,NA,"Silva, J.M.; Barbosa, E.","1998","08","28","Brasil","Paraná","Guaratuba","Estrada para a Colônia Limeira.","-48.5746994018555","-25.8827991485596",NA,NA,"árvore, 4m altura","FLOR0030965",NA,"2436",NA,NA,"41937","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"814","2020-08-20 20:42:04-03","UFSC","FLOR","23310","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Falkenberg, D.B.","1994",NA,NA,"Falkenberg, D.B.","1993","11","03","Brasil","Paraná","Londrina","Reserva dos Macacos, Campus da UEL.","-51.1627998352051","-23.3103008270264",NA,NA,"árvore, 30 cm dap, flor em botão, 12m altura. Limbo com glândulas translúcidas","FLOR0023310",NA,"6344","650","650","63728","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"815","2020-08-20 20:42:04-03","UFSC","FLOR","19863","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pennington, T.D.","1989",NA,NA,"Kummrow, R.; Los, M.M. & Cordeiro, J.","1985","02","13","Brasil","Paraná","Morretes","Véu de Noiva.","-48.834400177002","-25.476900100708",NA,NA,"árvore, flor creme-esverdeada, 6m altura","FLOR0019863",NA,"2580",NA,NA,"30514","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"816","2020-08-20 20:42:04-03","UFSC","FLOR","27354","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Sobral, M.; Jarenkow, J.A.","1995",NA,NA,"Jarenkow, J.A.; Sobral, M.","1995","12","17","Brasil","Rio Grande do Sul","Morrinhos do Sul","Morro do Forno, trilha de acesso ao planalto.","-49.934700012207","-29.3649997711182",NA,NA,"arvoreta, flor branco-amareladacoloração verde, 4m altura","FLOR0027354",NA,"2936",NA,NA,"12766","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"817","2020-08-20 20:42:04-03","UFSC","FLOR","27516","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Jarenkow, J.A.","1994",NA,NA,"Jarenkow, J.A.","1992","12","22","Brasil","Rio Grande do Sul","Vale do Sol","Linha XV de Novembro.","-52.6831016540527","-29.6035995483398",NA,NA,"árvore, flor branco-verdosa, 12m altura","FLOR0027516",NA,"2246",NA,NA,"19833","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"818","2020-08-20 20:42:04-03","UFSC","FLOR","4951","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Klein, R.M.","1983",NA,NA,"Klein, R.M.; Bresolin, A.","1972","12","14","Brasil","Santa Catarina","Anitápolis","Povoado.","-49.1286010742188","-27.9018993377686",NA,NA,"arbusto, 3m altura","FLOR0004951",NA,"10584","500","500","20462","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"819","2020-08-20 15:00:27-03","UFSC","FLOR","40105","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Falkenberg, D.B.; Souza, M.L.","1983","09","09","Brasil","Santa Catarina","Florianópolis","Cachoeira do Sertão, Trindade. Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"árvore, 6m altura","FLOR0040105",NA,"766","60","60","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"820","2020-08-20 15:00:27-03","UFSC","FLOR","17665","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Della, A.P.; et alii","2015","04","07","Bresolin, A.","1979","12","19","Brasil","Santa Catarina","Florianópolis","Lagoa do Peri, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arvoreta, flor branco-esverdeada, 6m altura","FLOR0017665",NA,"1365","100","100","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"821","2020-08-20 15:00:27-03","UFSC","FLOR","3123","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Klein, R.M.","1968","12","18","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arbusto, flor branca, 3m altura","FLOR0003123",NA,"8045","490","490","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"822","2020-08-20 15:00:27-03","UFSC","FLOR","3124","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Klein, R.M.","1968","12","18","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arbusto, flor branca, 2m altura","FLOR0003124",NA,"8042","490","490","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"823","2020-08-20 15:00:27-03","UFSC","FLOR","3131","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Klein, R.M.","1966","12","21","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arbusto, flor esverdeada, 3m altura","FLOR0003131",NA,"7017","200","200","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"824","2020-08-20 20:42:04-03","UFSC","FLOR","37206","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Falkenberg, D.B.","2008",NA,NA,"Falkenberg, D.B.; Oliveira, C.P.L. de","2008","08","30","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arbusto, 2m altura, flor verde, folíolos discolores, com domácias","FLOR0037206",NA,"11057","470","470","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"825","2020-08-20 15:00:27-03","UFSC","FLOR","37250","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Falkenberg, D.B.; Oliveira, C.P.L. de","2008","12","06","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa, próximo da igrejinha, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arbusto, pétalas creme-esverdeadasquase arredondado, 2,5m altura. Folíolos discolores, bem mais claros no hipofilo. 3 cm de DAP","FLOR0037250",NA,"11101","60","60","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"826","2020-08-20 15:00:27-03","UFSC","FLOR","16433","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Michelena, E.; et alii","2015","04","07","Falkenberg, D.B.","1986","10","04","Brasil","Santa Catarina","Florianópolis","Morro do Córrego Grande (Poção), Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arbusto, 3m altura","FLOR0016433",NA,"3965","100","100","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"827","2020-08-20 15:00:27-03","UFSC","FLOR","3132","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Klein, R.M.","1967","01","16","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arbusto, flor verde, 2m altura","FLOR0003132",NA,"7066","300","300","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"828","2020-08-20 15:00:27-03","UFSC","FLOR","15969","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Della, A.P.; et alii","2015","04","07","Falkenberg, D.B.","1986","03","01","Brasil","Santa Catarina","Florianópolis","Propriedade prof. Danilo Wilhelm, Rio Tavares, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arbusto, 3m altura","FLOR0015969",NA,"3418",NA,NA,"27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"829","2020-08-20 15:00:27-03","UFSC","FLOR","3133","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","1966","09","14","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arbusto, flor esverdeada, 2m altura","FLOR0003133",NA,"6807","100","100","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"830","2020-08-20 15:00:27-03","UFSC","FLOR","40097","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Amaral, L.G.","1985","03","15","Amaral, L.G.","1985","03","15","Brasil","Santa Catarina","Florianópolis","Sertão da Trindade, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arvoreta, flor verde; arilo laranjado, 4m altura","FLOR0040097",NA,"212","60","60","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"831","2020-08-20 15:00:27-03","UFSC","FLOR","40103","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Amaral, L.G.","1983","11","08","Brasil","Santa Catarina","Florianópolis","Sertão da Trindade, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arvoreta, flor verde, 4m altura","FLOR0040103",NA,"207","25","25","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"832","2020-08-20 15:00:27-03","UFSC","FLOR","3125","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.","1968","12","17","Brasil","Santa Catarina","Florianópolis","Tapera, Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arbusto, flor branca, 3m altura","FLOR0003125",NA,"8008","100","100","27000","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"833","2020-08-20 15:00:27-03","UFSC","FLOR","54575","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Mello, A.S.","2009","10","15","Mello, A.S.; Daltrini, C. & Aguiar, T.","2009","10","15","Brasil","Santa Catarina","Itapema","Ilhota.","-48.611400604248","-27.0902996063232",NA,NA,"arvoreta de 3 metros, caule fino, botão esverdeado. Local de diagnóstico para criação de Unidade de Conservação.","FLOR0054575",NA,"477",NA,NA,"9090","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"834","2020-08-20 15:00:27-03","UFSC","FLOR","54544","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Mello, A.S.","2009","04","16","Mello, A.S.; Daltrini, C. & Aguiar, T.","2009","04","16","Brasil","Santa Catarina","Itapema","Ilhota.","-48.611400604248","-27.0902996063232",NA,NA,"Árvore, presença de fruto. Local de diagnóstico para criação de Unidade de Conservação.","FLOR0054544",NA,"123",NA,NA,"9090","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"835","2020-08-20 15:00:27-03","UFSC","FLOR","54556","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Mello, A.S.","2009","06","23","Mello, A.S.; Daltrini, C. & Aguiar, T.","2009","06","23","Brasil","Santa Catarina","Itapema","Praia Grossa.","-48.611400604248","-27.0902996063232",NA,NA,"arbóreo 10 metros , fruto verdes. Local de diagnóstico para criação de Unidade de Conservação.","FLOR0054556",NA,"219",NA,NA,"9090","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"836","2020-08-20 15:00:27-03","UFSC","FLOR","24561","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Reitz, R.; Klein, R.M.","1958","01","14","Brasil","Santa Catarina","Jaraguá do Sul","Corupá.","-49.0666999816895","-26.4860992431641",NA,NA,"arbusto, flor esbranquiçada, 3m altura","FLOR0024561",NA,"6186","50","50","33840","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"837","2020-08-20 15:00:27-03","UFSC","FLOR","4952","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Klein, R.M.","1971","05","20","Brasil","Santa Catarina","Paulo Lopes","Costa do Morro de Paulo Lopes.","-48.6836013793945","-27.9617004394531",NA,NA,"arbusto, Fruto Imaturo, verde, 3m altura","FLOR0004952",NA,"9502","200","200","23385","auto",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA
"838","2021-03-04 15:46:27-03","IF","SPSF","23201","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"G. Hatschbach","1993","10","12","Brasil","PR","Dr.Ulysses","Serra de Paranapiacaba",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"59221",NA,NA,NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"839","2021-03-04 15:46:27-03","IF","SPSF","31845","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"S.Bortoleto et al.","2002","04","22","Brasil","SP","Sete Barras","Núcleo Sete Barras, PECB","-47.926389","-24.183611",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Floresta Ombrófila Densa Submontana;",NA,NA,"103","300","300",NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"840","2021-03-04 15:46:27-03","IF","SPSF","33856","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"D.A.Medeiros","2003","04","20","Brasil","SP","Ribeirão Grande","Parque Estadual Intervales","-48.4","-24.266667",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"151","830","830",NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"841","2021-03-04 15:46:27-03","IF","SPSF","33859","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"D.A.Medeiros","2003","04","20","Brasil","SP","Ribeirão Grande","Parque Estadual Intervales","-48.4","-24.266667",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"131","830","830",NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"842","2021-03-04 15:46:27-03","IF","SPSF","33900","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"A.C.Aguiar","2003","04","16","Brasil","SP","Ribeirão Grande","Parque Estadual Intervales","-48.35","-24.291361",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila&nf;;",NA,NA,"143","790","790",NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"843","2021-03-04 15:46:27-03","IF","SPSF","36083","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"J.E.Meireles","2005","03","28","Brasil","SP","Eldorado","P.E.Jacupiranga- Núcleo Caverna do Diabo","-48.384167","-24.618611",NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta ombrofila densa baixo montana&nf;;",NA,NA,"295",NA,NA,NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"844","2021-03-04 15:46:27-03","IF","SPSF","36093","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"J.E.Meireles","2005","03","22","Brasil","SP","Eldorado","P.E.Jacupiranga- Núcleo Caverna do Diabo","-48.400278","-24.643333",NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta ombrofila densa baixo montana&nf;;",NA,NA,"192",NA,NA,NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"845","2021-03-04 15:46:27-03","IF","SPSF","36166","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"J.C.Braidotti","2005","03","30","Brasil","SP","Barra do Turvo","P.E.Jacupiranga, Núcleo Cedro","-48.452222","-24.72",NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta ombrófila densa montana&nf;;",NA,NA,"124",NA,NA,NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"846","2021-03-04 15:46:27-03","IF","SPSF","36306","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"A.C.C.Destefani","2005","03","28","Brasil","SP","Eldorado","P.E.Jacupiranga- Núcleo Caverna do Diabo","-48.386111","-24.5675",NA,NA,"COLETA: XLS: SPSFNovo;",NA,NA,"157",NA,NA,NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"847","2021-03-04 15:46:27-03","IF","SPSF","36309","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"A.C.C.Destefani","2005","03","28","Brasil","SP","Eldorado","P.E.Jacupiranga- Núcleo Caverna do Diabo","-48.386111","-24.5675",NA,NA,"COLETA: XLS: SPSFNovo;",NA,NA,"156",NA,NA,NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"848","2021-03-04 15:46:27-03","IF","SPSF","43246","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","J.A. Pastore","2009","09","08","F.M.Souza & N. M. Ivanauskas & D.Souza & A.Modesto & L.H.Sartre","2009","09","04","Brasil","SP","Iporanga","Parque Estadual Turistico do Alto Ribeira","-48.511389","-24.336667",NA,NA,"COLETA: Arvoreta, 2m. Frutos imaturos verdes.; GEOGRAFIA: Núcleo Bulha d'água, Trilha do Bueno, Floresta Ombrófila Densa Montana.;",NA,NA,"1137","569","569",NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"849","2021-03-04 15:46:27-03","IF","SPSF","43248","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","J.A. Pastore","2010","01","20","R.L.Miashike & N. M. Ivanauskas & J.B.Silva & S.D.Machado","2009","12","05","Brasil","SP","Apiaí","Parque Estadual Turístico do Alto Ribeira - Núcleo Caboclos","-48.562222","-24.412222",NA,NA,"COLETA: Arvoreta, 2m. Flores velhas.; GEOGRAFIA: Trilha da Pescaria e Desmoronado, Floresta Ombrófila Densa Montana.;",NA,NA,"22","603","603",NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"850","2021-03-04 15:46:27-03","IF","SPSF","43249","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","G.A.D.C. Franco","2010","01","29","J.R.L.Godoy & N. M. Ivanauskas & J.B.Silva & V.A.Costa & A.Mota","2009","09","27","Brasil","SP","Iporanga","PETAR, Núcleo Santana","-48.669722","-24.517778",NA,NA,"COLETA: Arbusto, 4m. Botões verdes. Frutos verdes imaturos.; GEOGRAFIA: Trilha da Onça Parda (Sítio do Luizinho), Floresta Ombrófila Densa Montana.;",NA,NA,"505","487","487",NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"851","2021-03-04 15:46:27-03","IF","SPSF","43250","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","J.A. Pastore","2010","01","21","J.R.L.Godoy & N. M. Ivanauskas & J.B.Silva & V.A.Costa & A.Mota","2009","09","30","Brasil","SP","Iporanga","Parque Estadual Turistico do Alto Ribeira","-48.675278","-24.541667",NA,NA,"COLETA: Árvore, 8m. Frutos maduros deiscentes. Sementes com arilo vermelho.; GEOGRAFIA: Núcleo Ouro Grosso, Trilha Garrafão da Ouro Grosso, Floresta Ombrófila Densa Submontana.;",NA,NA,"530","313","313",NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"852","2021-03-04 15:46:27-03","IF","SPSF","44258","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","J.A.Pastore","2010","10","14","R.L.Miashike & N.M.Ivanauskas & B.M.Beisiegel & Y.E.Tuermorezow & L.A.Ribeiro & E.T.R.Costa","2010","06","27","Brasil","SP","Iporanga","Parque Estadual de Intervales","-48.410278","-24.308333",NA,NA,"COLETA: Floresta Ombrófila Densa.&nf;Arvoreta 2,5m altura, frutos imaturos verdes.; GEOGRAFIA: Base do Carmo.&nf;Trilha do Carmo Acima;",NA,NA,"91","575","575",NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"853","2021-03-04 15:46:27-03","IF","SPSF","48185","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","D.A.Folli","2011","12","06","D.A.Folli","2011","12","06","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-39.918056","-19.1175",NA,NA,"COLETA: Nome Vulgar - Cedro Amargoso&nf;Planta de porte arbóreo, terrestre; botão branco, flor amarela.Altura 5m; fuste cilíndrico, altura 1,5m, CAP 18cm; diâmetro da copa 3m.&nf;1 DUPLICATA; GEOGRAFIA: Mata de Tabuleiro;",NA,NA,"6827","48","48",NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"854","2021-03-04 15:46:27-03","IF","SPSF","47308","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","F.A.R.D.P.Arzolla","2012","10","28","F.A.R.D.P.Arzolla & N.M.Ivanauskas & A.A.de Oliveira","2012","10","09","Brasil","SP","Iporanga","Sem Fim","-48.722778","-24.577222",NA,NA,"COLETA: Árvore com flores.; GEOGRAFIA: Floresta Ombrófila Densa Montana.;",NA,NA,"1597","490","490",NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"855","2021-03-04 15:46:25-03","IF","SPSF","09287","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"A.Sartori","1996","08","22","Brasil","Espirito Santo","Linhares","Reserva Florestal de Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de tabuleiro&nf;;",NA,NA,"209",NA,NA,"48094","auto","Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"856","2021-03-04 15:46:27-03","IF","SPSF","41331","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","J.A.Pastore","2009","03","23","G.Hatschbach & M.Hatschbach & J.M.Silva","1996","01","16","Brasil","MG","Várzea da Palma","Estrada que liga Várzea da Palma à Serra do Cabral","-44.7308006286621","-17.5981006622314",NA,NA,"COLETA: Arbusto 2m.&nf;Mata às margens de campo;",NA,NA,"64142",NA,NA,"60948","auto","Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"857","2021-03-04 15:46:26-03","IF","SPSF","13906","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"J.M.Silva & J.Cordeiro","1990","03","02","Brasil","PR","Morretes","estrada da Graciosa, serra da Graciosa","-48.834400177002","-25.476900100708",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"788",NA,NA,"30514","auto","Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"858","2021-03-04 15:46:26-03","IF","SPSF","20632","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"A.B.Martins","1994","03","21","Brasil","SP","Águas da Prata","R.E.Instituto Florestal","-46.7099990844727","-21.9300003051758",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"31402",NA,NA,"13435","auto","Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"859","2021-03-04 15:46:25-03","IF","SPSF","13201","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"S.A.C.Chiea","1987","10","19","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"567",NA,NA,"37574","auto","Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"860","2021-03-04 15:46:25-03","IF","SPSF","13204","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,NA,NA,NA,NA,"M. Kirizawa","1982","09","21","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"779",NA,NA,"37574","auto","Magnoliophyta","Sapindales","América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA
