"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","relatedCatalogItem"
"11","2021-04-08 17:41:54-03","EAO","IAN","2945","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","minor","Ormosia minor",NA,"Sellow, F","Southern America","Brasil",NA,NA,NA,NA,"IAN002945","Dicotiledônea",NA,"Vogel",NA,"353",NA,NA,NA,NA,NA,NA,"IAN002945_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:14:05-03","NBC","NL-BOTANY","U.1312352","PreservedSpecimen","Plantae","Leguminosae-Pap.","Ormosia","minor","Ormosia minor",NA,"Prance GT","Southern America","Brazil","State of São Paulo. Alto da Biological reserve, Paranapiacaba, São Paulo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1312352 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1312352",NA,"Fabales","Vogel",NA,NA,"1969","04","02",NA,NA,NA,"NL-U1312352",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:10:12-03","ESALQ","ESA","104255","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Aguiar, O.T.",NA,"Brasil",NA,NA,NA,NA,"ESA104255","Magnoliophyta",NA,NA,"Souza, V.C.","1149.0","2002","03","12","São Paulo","-47.9900016784668","-23.8700008392334","ESA104255",NA,NA,"São Miguel Arcanjo","27904","auto",NA,NA,NA,"2012","03","30",NA,NA,NA
"14","2020-11-04 11:10:12-03","ESALQ","ESA","108687","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Dias, A.C.",NA,"Brasil",NA,NA,NA,NA,"ESA108687","Magnoliophyta",NA,NA,"Souza, V.C.","518.0","1994","04","06","São Paulo","-47.9900016784668","-23.8700008392334","ESA108687",NA,NA,"São Miguel Arcanjo","27904","auto",NA,NA,NA,"2012","03","30",NA,NA,NA
"15","2020-11-04 11:10:12-03","ESALQ","ESA","14800","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Moraes, P.L.R. et al.",NA,"Brasil",NA,NA,NA,NA,"ESA014800","Magnoliophyta",NA,"Vogel","Souza, V.C.","950.0","1994","04","23","São Paulo","-47.9900016784668","-23.8700008392334","ESA014800",NA,NA,"São Miguel Arcanjo","27904","auto",NA,NA,NA,"2012","03","30",NA,NA,NA
"16","2020-11-04 11:10:12-03","ESALQ","ESA","7515","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Moraes, P.L.R.",NA,"Brasil",NA,NA,NA,NA,"ESA007515","Magnoliophyta",NA,"Vogel","Lima, H.C.","686.0","1992","05","15","São Paulo","-47.9900016784668","-23.8700008392334","ESA007515",NA,NA,"São Miguel Arcanjo","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 10:55:49-03","ESALQ","ESA","116279","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Lima, H.C.",NA,"Brasil",NA,NA,NA,NA,"ESA116279",NA,NA,NA,"Meireles, J.E.","5025.0","1995","03","01","Rio de Janeiro",NA,NA,"ESA116279",NA,NA,"Casemiro de Abreu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:10:12-03","ESALQ","ESA","13238","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Barreto, K.D. et al.",NA,"Brasil",NA,NA,NA,NA,"ESA013238","Magnoliophyta",NA,NA,NA,"544.0","1993","05","21","São Paulo","-47.7700004577637","-22.5100002288818","ESA013238",NA,NA,"Charqueada","12465","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:10:12-03","ESALQ","ESA","7256","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Rodrigues, R.R.",NA,"Brasil",NA,NA,NA,NA,"ESA007256","Magnoliophyta",NA,"Vogel",NA,NA,"1986","04","30","São Paulo","-46.8800010681152","-23.1800003051758","ESA007256",NA,NA,"Jundiaí","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:10:12-03","ESALQ","ESA","7245","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Rodrigues, R.R. ; Morellato-Fonzar, L.P.C.",NA,"Brasil",NA,NA,NA,NA,"ESA007245","Magnoliophyta",NA,"Vogel","Lima, H.C.",NA,"1985","02","05","São Paulo","-46.8800010681152","-23.1800003051758",NA,NA,NA,"Jundiaí","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:10:12-03","ESALQ","ESA","123617","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Colletta, G.D. ; Souza, V.C.",NA,"Brasil","Reserva Particular da Votorantim (CBA). UHE da Barra.",NA,NA,"Trepadeira","ESA123617","Magnoliophyta",NA,NA,NA,"1005.0","2013","04","29","São Paulo","-47.5","-23.9599990844727",NA,NA,NA,"Tapiraí","41034","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:30:07-03","MN","R","1557","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Andrade, N.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Vogel","Rudd, V.E.","s.n.","1915","12",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959",NA,NA,NA,NA,NA
"23","2019-08-20 10:14:33-03","UNICAMP","UEC","201441","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Silva, BG; Bissoli, VF; Duarte, LSC",NA,"Brazil",NA,NA,NA,NA,"UEC177931","Magnoliopsida",NA,"Vogel","Silva, BG","433","2018","04","26","São Paulo","-47.569864","-23.413194","UEC177931 UEC177931_v01 UEC177931_v02 UEC177931_v03 UEC177931_v04 UEC177931_v05 UEC177931_v06",NA,NA,"Jundiaí",NA,NA,"-47.569864","-23.413194",NA,"2018","06","22",NA,NA,NA
"24","2021-03-01 16:31:07-03","UNICAMP","UEC","128390","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Moraes, PLR",NA,"Brazil","Parque Estadual Carlos Botelho",NA,NA,"Árvore, +- 25m de altura, meio de encosta, frutos cápsula, marrom-claro.","UEC044664","Magnoliopsida",NA,"Vogel","Lima, HC","686","1992","05","15","São Paulo","-47.989722","-24.058333","UEC044664",NA,NA,"São Miguel Arcanjo",NA,NA,"-47.989722","-24.058333",NA,"2001","02",NA,NA,NA,NA
"25","2020-05-29 15:48:18-03","UNICAMP","UEC","80424","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Leite, EC; Oliveira, A",NA,"Brazil","Mata da Câmara, mata mesófila semidecídual",NA,NA,"folha, 5m alt., nome popular: olho de cabra","UEC195603","Magnoliopsida",NA,"Vogel","Lima, HC","185","1993","09","01","São Paulo","-48.080556","-23.523889","UEC195603",NA,NA,"São Roque",NA,NA,"-48.080556","-23.523889",NA,"2001","02",NA,NA,NA,NA
"26","2021-03-01 16:31:07-03","UNICAMP","UEC","200157","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Padgurschi, MCG; Belinello, R",NA,"Brazil","Parque Estadual da Serra do Mar",NA,NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 8 metros de altura. Frequência da espécie na parcela: n=9","UEC177665","Magnoliopsida",NA,"Vogel",NA,"M152","2009",NA,NA,"São Paulo","-45.183333","-23.4","UEC177665","990","1045","São Luiz do Paraitinga",NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:31:07-03","UNICAMP","UEC","189055","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD",NA,"Brazil","Parque Estadual Carlos Botelho",NA,NA,"Árvore, 12 m de altura e 18,5 cm de DAP; Floresta Ombrófila Densa","UEC119395","Magnoliopsida",NA,"Vogel",NA,"188","2015","01","06","São Paulo","-47.999167","-24.065278","UEC119395","800","800","São Miguel Arcanjo",NA,NA,"-47.999167","-24.065278",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:31:07-03","UNICAMP","UEC","186034","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R",NA,"Brazil","PESM - Núcleo Santa Virgínia - Parcela K",NA,NA,"Árvore, ca. 12m, material vegetativo. Projeto Biota Gradiente Funcional: Parcela K, indivíduo K0083; Floresta Ombrófila Densa Montana","UEC109361","Magnoliopsida",NA,"Vogel","Silva, E","78","2008","07","12","São Paulo","-45.068333","-23.325","UEC109361","1073","1093","São Luiz do Paraitinga",NA,NA,"-45.068333","-23.325",NA,"2009",NA,NA,NA,NA,NA
"29","2019-08-20 10:14:33-03","UNICAMP","UEC","115103","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Leite, EC",NA,"Brazil","Reserva Biológica Municipal da Serra do",NA,NA,"folha, 8,5m.","UEC089018","Magnoliopsida",NA,"Vogel",NA,"816","1999","02","02","São Paulo","-46.25","-23.25","UEC089018",NA,NA,"Jundiaí",NA,NA,"-46.25","-23.25",NA,NA,NA,NA,NA,NA,NA
"30","2019-09-30 10:29:02-03","UNICAMP","UEC","192516","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Purgato, NCS; Silva, ED",NA,"Brazil","Brasil, São Paulo, Jundiaí, Serra do Japi.",NA,NA,NA,"UEC161987","Magnoliopsida",NA,"Vogel","Reis, TR","8a","2011","06","01","São Paulo","-46.8800010681152","-23.1800003051758","UEC161987",NA,NA,"Jundiaí","17840","auto",NA,NA,NA,"2012","08",NA,NA,NA,NA
"31","2021-03-01 16:31:07-03","UNICAMP","UEC","199813","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Reis, TR; Silva, ED; Lima, JL; Purgato, NCS; Galvão, JC",NA,"Brazil","Caminho para o Marco Geodésico.",NA,NA,"Árvore, 5m. Frutos.","UEC160739","Magnoliopsida",NA,"Vogel","Reis, TR","16","2011","06","01","São Paulo","-46.8800010681152","-23.1800003051758","UEC160739",NA,NA,"Jundiaí","17840","auto",NA,NA,NA,"2012","08",NA,NA,NA,NA
"32","2021-03-01 16:31:07-03","UNICAMP","UEC","199814","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Reis, TR; Silva, ED; Lima, JL; Purgato, NCS; Galvão, JC",NA,"Brazil","Marco Geodésico.",NA,NA,"Árvore, 5m. Vegetativo.","UEC160747","Magnoliopsida",NA,"Vogel","Reis, TR","14","2011","06","01","São Paulo","-46.8800010681152","-23.1800003051758","UEC160747","1200","1200","Jundiaí","17840","auto",NA,NA,NA,"2012","08",NA,NA,NA,NA
"33","2019-08-20 10:14:33-03","UNICAMP","UEC","8658","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Leitão Filho, HF; Martins, FR; Semir, J; Shepherd, GJ; Gibbs, PE",NA,"Brazil","Nativo em mata no alto da Serra do Japi.",NA,NA,"fruto, Árvore 5 metros, fim frutificação, sementes vermelhas.","UEC031000","Magnoliopsida",NA,"Vogel","Rodrigues, RR","1608","1976","01","21","São Paulo","-46.8800010681152","-23.1800003051758","UEC031000",NA,NA,"Jundiaí","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-10 17:52:55-03","UNICAMP","UEC","34026","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Sugiyama, M; Chiea, SAC",NA,"Brazil","Serra do Japi.",NA,NA,"fruto, Árvore de 10m de alt., com frutos.","UEC066240","Magnoliopsida",NA,"Vogel","Mantovani, W","15553","1983","09","22","São Paulo","-46.8800010681152","-23.1800003051758","UEC066240",NA,NA,"Jundiaí","17840","auto",NA,NA,NA,"1983","11",NA,NA,NA,NA
"35","2019-08-20 10:14:33-03","UNICAMP","UEC","40333","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Morellato-Fonzar, LPC; Rodrigues, RR",NA,"Brazil","Serra do Japi, Mirante",NA,NA,"flor, Árvore de 3m de altura, flores cor lilás.","UEC089016","Magnoliopsida",NA,"Vogel",NA,"16828","1985","01","23","São Paulo","-46.8800010681152","-23.1800003051758","UEC089016",NA,NA,"Jundiaí","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:31:07-03","UNICAMP","UEC","128391","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Pirani, JR; Mello-Silva, R; et al.",NA,"Brazil","Trilha do Mirante",NA,NA,"Árvore 6m alt., na mata semidecídua de altitude, solo pedregoso, perto do velho observatório astronômico, a ca. 1150m altitude. Frutos imaturos.","UEC066237","Magnoliopsida",NA,"Vogel","Lima, HC","s.n.","1995","07","18","São Paulo","-46.8800010681152","-23.1800003051758","UEC066237",NA,NA,"Jundiaí","17840","auto",NA,NA,NA,"2001","02",NA,NA,NA,NA
"37","2021-03-01 16:31:07-03","UNICAMP","UEC","172634","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Silva, ED",NA,"Brazil","Núcleo Santa Virgínia, Parque Estadual da Serra do Mar.",NA,NA,"Árvore 12m, frutos maduros.; Trilha do Poço do Pito, floresta ombrófila densa montana.","UEC016721","Magnoliopsida",NA,"Vogel","Silva, ED","617","2006","12","19","São Paulo","-45.0699996948242","-23.4300003051758","UEC016721",NA,NA,"Ubatuba","34265","auto",NA,NA,NA,"2007","01",NA,NA,NA,NA
"38","2020-12-21 16:27:40-03","MBM","MBM","251486","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Rodrigues, R.R.; et al.; et al.","Southern America","Brazil","Serra do Japi",NA,NA,NA,"MBM251486",NA,NA,"Vogel","Sartori, A.","s.n.","1986","04","30","São Paulo","-46.8800010681152","-23.1800003051758","MBM251486",NA,NA,"Jundiaí","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:27:40-03","MBM","MBM","91247","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Hoehne, F.C.","Southern America","Brazil","Parque Estadual",NA,NA,NA,"MBM091247",NA,NA,"Vogel","Ducke, A.","s.n.",NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","MBM091247",NA,NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:27:40-03","MBM","MBM","218375","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Hoehne, F.C.","Southern America","Brazil","Parque Estadual",NA,NA,NA,"MBM218375",NA,NA,"Vogel",NA,"s.n.",NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-04 02:38:25-03","MNHN","RECOLNAT_MNHN_P","P03101167","PreservedSpecimen",NA,"Fabaceae","Ormosia","minor","Ormosia minor",NA,"Hoehne, F.C.",NA,"Brasil","Jardim Botânico","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03101167' target='other'> <mi>dwc_moreinfo</mi></a>","P03101167",NA,NA,"Vogel",NA,NA,"1932","1","12","São Paulo",NA,NA,"P03101167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:36:18-03","UFMG","BHCB","60518","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Oliveira, AA; Stella, A; Siqueira, LP; Muniz, MRA; Souza, PCA; Vaz da Silva, PP; Souza, SC; P","Southern America","Brasil","Parque Estadual da Serra do Mar, estrada intermediária, Km 45",NA,NA,"Árvore, 4m altura. Frutos imaturos castanhos; Interior de mata. Floresta ombrófila densa com diferentes graus de degradação","BHCB023127","Dicotyledon",NA,"Vogel",NA,"3691","2000","04","25","São Paulo","-45.683333","-23.633333",NA,"1060","1130","Salesópolis",NA,NA,"-45.683333","-23.633333",NA,"2014","10","10",NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","3205707","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"S. Paulo","South America","Brazil","Capital.",NA,NA,NA,NA,NA,NA,"Vogel","C.H. Stirton","Paulo 3715","1950","2","7","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","3205786","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"S. Paulo","South America","Brazil","Capital.",NA,NA,NA,NA,NA,NA,"Vogel","C.H. Stirton.","Paulo 3094","1950","7","17","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2011-06-27 08:43:00-03","MO","MOBOT","3205831","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"F. Sellow","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Vogel","C.H. Stirton","Sellow 353","1814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","3205872","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"F.C. Hoehne","South America","Brazil","Capital, nativa no Parque do Estado e jardim Botânico.",NA,NA,NA,NA,NA,NA,"Vogel","A. Ducke","Hoehne s.n.","1932","1","12","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-08-31 09:16:15-03","INPA","INPA","139167","S","Plantae","Leguminosae-Pap","Ormosia","minor","Ormosia minor",NA,"Lima, HC de","Southern America","Brasil","Estrada para Glicério, próximo a Represa de Macabú.",NA,NA,NA,"INPA0139167","Dicotyledon Rosids","Fabales","Vogel","Lima, HC de; Fontella, J","2640","1985","12","02","Rio de Janeiro","-41.7868995666504","-22.3708000183105","INPA0139167 INPA0139167_e",NA,NA,"Macaé","47209","auto",NA,NA,NA,"1986",NA,NA,NA,NA,NA
"48","2020-07-10 09:46:54-03","MBML","MBML-HERBARIO","42709",NA,"Plantae","Leguminosae Faboideae","Ormosia","minor","Ormosia minor",NA,"H. C. de Lima; F. Garcia & G. Laurentino",NA,"Brasil","Serra Mar, ca 5km, Faz. Santa Rosa, margens do Rio Macaé",NA,NA,"Árvore 8m alt., tronco com casca pardacenta, levemente fissurada. Frutos jovens ferrugineo-pilosos. Ocasional","MBML042709",NA,NA,"Vog.","J.E. Meireles & H.C. de Lima/VI-2011","5025","1995","03","18","Rio de Janeiro","-42.2042007446289","-22.4806003570557","MBML042709",NA,NA,"Casimiro de Abreu","24732","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","2676490","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"G. T. Prance","South America - Neotropics","Brazil","State of Sao Paulo, Alto da Biological Reserva, Paranapiacaba, Sao Paulo, Montane forest",NA,NA,NA,"US02274210",NA,"Rosales","Vogel",NA,"10458","1969","4","2","São Paulo",NA,NA,"US02274210_01","800",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"50","2020-09-12 05:00:02-03","US","US","2561442","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"G. T. Prance","South America - Neotropics","Brazil","State of Sao Paulo, Alto da Biological Reserva, Paranapiacaba, Sao Paulo, Montane forest",NA,NA,NA,"US02274211",NA,"Rosales","Vogel",NA,"10458","1969","4","2","São Paulo",NA,NA,"US02274211_01","800",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"51","2020-09-12 05:00:02-03","US","US","1604297","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"F. C. Hoehne","South America - Neotropics","Brazil","Jardim Botanico, Sao Paulo",NA,NA,NA,"US02274207",NA,"Rosales","Vogel",NA,"N28688","1932","1","12","São Paulo",NA,NA,"US02274207_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
