"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02098709","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","tricolor","Croton tricolor","Griseb.","P. E. Berry","W. W. Thomas","11140","1996","03","25","South America","Brazil","Bahia","Itambé","37.5 km west of Itapetinga on BR 415 to Itambé.","-40.5747","-15.2647","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591351' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098709","NY02098709_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","801761","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","tricolor","Croton tricolor","Griseb.","R. Riina","M. H. Nee","48043","1998","01","17","South America","Bolivia","Santa Cruz","Florida","14.2 km (by steep windy road) NE of Achira Camping resort on road to Banegas and Barrientos.","-63.8","-18.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801761",NA,"1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","870373","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","tricolor","Croton tricolor","Griseb.","R. Riina","M. H. Nee","52068","2002","03","30","South America","Bolivia","Santa Cruz","Florida","3.7 km N of Campamento La Yunga ranger station of Parque Nacional Amboró, 6.5 km (by air) NE of Mairana.","-63.92","-18.07","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=27709' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870373",NA,"2150","2150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","870374","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","tricolor","Croton tricolor","Griseb.","R. Riina","M. H. Nee","52027","2002","03","29","South America","Bolivia","Santa Cruz","Florida","Parque Nacional Amboró, 8 km (by air) NE of Mairana, along trails on and near ridgetop, 5.5 km N of Campamento La Yunga park station","-63.92","-18.0583333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=27708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870374",NA,"2300","2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","801808","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","tricolor","Croton tricolor","Griseb.","R. Riina","M. H. Nee","49326","1998","05","09","South America","Bolivia","Santa Cruz","Florida","6 km ENE of Río Achiras crossing near Achiras Camping, on dirt road to Barrientos and Banegas.","-63.8","-18.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591346' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801808",NA,"1925","1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","504754","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","tricolor","Croton tricolor","Müll.Arg.","A. Radcliffe-Smith","R. M. Harley","16154",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-39.039072","-15.159747","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504754","NY00504754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-19 15:43:56-03","UNEB","HUNEB","10987","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müell. Arg.",NA,"Guedes, M.L.","ALCB 75814","2006","12","23",NA,"Brasil","Bahia","Miguel Calmon","Piemonte da Diamantina, entorno da Entrada do Parque Sete Passagens. Água Branca Ponto 09.","-40.583056","-11.381111",NA,NA,"HUNEB0010987",NA,NA,NA,NA,"Dicotyledoneae","40W34'59''","11S22'52''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-19 15:43:56-03","UNEB","HUNEB","3315","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll. Arg.",NA,"Guedes, M.L.","46281","1999","12","20",NA,"Brasil","Bahia","Pindobaçu","Piemonte Diamantina, margem direita do Rio Itapicuru-açu.","-40.35","-10.733333",NA,NA,"HUNEB0003315",NA,NA,NA,NA,"Dicotyledoneae","40W21'","10S44'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:38:17-03","EAO","IAN","5528","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.",NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN005528","IAN005528_ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:38:21-03","EAO","IAN","5520","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Müll.Arg.",NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN005520","IAN005520_ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2013-07-03 10:46:04-03","EBDA","BAH","6018","S","Plantae",NA,NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Oliveira, E.L.P.G. de","Passos, M.N.G.","3","1985","03","21",NA,"Brasil","Bahia","Jacobina","Jacobina - Ba. Margem esquerda do Rio Jacuípe.","-40.5183","-11.1806",NA,"Subarbusto de flor branca.",NA,NA,NA,NA,NA,NA,NA,NA,"1985","03","62396","auto",NA,NA,NA,NA,NA,NA
"22","2013-07-03 10:46:04-03","EBDA","BAH","7404","S","Plantae",NA,NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","G. Pinto & H. P. Bautista","H. P. Bautista et O. A. Salgado","909","1984","03","30",NA,"Brasil","Bahia","Xique-xique","Brasil, bahia, Mun. de Xique-xique, copixaba","-42.7311","-10.8217",NA,"Arbusto com até 80 cm de altura, (fanerófita); inflorescências terminais; flores masculinas em botões e femininas em frutos; folhas discolor. Muito frequente.",NA,NA,"400","400",NA,NA,NA,NA,"1984","10","100560","auto",NA,NA,NA,NA,NA,NA
"23","2013-07-03 10:46:04-03","EBDA","BAH","7046","S","Plantae",NA,NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Oliveira, E.L.P.G. de","Bastos, B.C.","423","1985","03","28",NA,"Brasil","Bahia","Jacobina","Jacobina - Ba. Margem esquerda do Rio Jacuípe.","-40.5183","-11.1806",NA,"Subarbusto com flores esbranquiçadas; mata rala. Frequentíssima. Invasora, melífera.",NA,NA,NA,NA,NA,NA,NA,NA,"1985","05","62396","auto",NA,NA,NA,NA,NA,NA
"24","2013-07-03 10:46:04-03","EBDA","BAH","8449","S","Plantae",NA,NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","G. C. P. Pinto","G. C. P. Pinto,","54/84","1984","02","15",NA,"Brasil","Bahia","Itaberaba","Brasil, Bahia, Itaberaba.","-40.3069","-12.5275",NA,"Arbusto 1-2m de altura, muito frequente;",NA,NA,NA,NA,NA,NA,NA,NA,"1988","07","39857","auto",NA,NA,NA,NA,NA,NA
"25","2020-08-11 00:15:51-03","UFBA","ALCB","08524","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Guedes, ML","Souza, Padre JP de","s/n","1980","10","10","Southern America","Brasil","Bahia","São José","Km 39927,2",NA,NA,NA,"flores discolores, tomentosa com inflorescência de flores alvas.","ALCB051390","ALCB051390",NA,NA,NA,NA,NA,NA,"1981","06",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:14:10-03","UFBA","ALCB","53985","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Guedes, ML","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","8916","2001","06","03","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Assentamento Rio Bonito,  rea de cultivo coletivo","-41.159167","-12.344444",NA,"1,5m Folhas cartáceas, discolores, face abaxial cinerea. Frequente.",NA,NA,NA,NA,NA,NA,"-41.159167","-12.344444","2001","09",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:14:10-03","UFBA","ALCB","54675","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Guedes, ML","Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL","259","2001","08","05","Southern America","Brasil","Bahia","Caém","Piemonte da Diamantina, Assentamento Engano","-40.140556","-11.116944",NA,"2,0m. Folhas membranáceas, discolores, face abaxial prateada. Inflorescência com flores masculinas em botões. Frequente.; arbustiva.",NA,NA,NA,NA,NA,NA,"-40.140556","-11.116944","2001","11",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:14:10-03","UFBA","ALCB","23191","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Queiroz, LP de","Gouveia, EP de","s/n","1983","12","22","Southern America","Brasil","Bahia","Brumado","Serra Geral, Ituaçu, Morro da Mangabeira","-41.6652984619141","-14.2035999298096",NA,"Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,"1984","05","38387","auto",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:14:10-03","UFBA","ALCB","025028","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Guedes, ML","Bastos, C","s/n","1994","08","22","Southern America","Brasil","Bahia","São Sebastião do Passé","Recôncavo","-38.4953002929688","-12.5124998092651",NA,"entre 1 e 2 metros de altura. Folhas discolores com a face abaxial amarelada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18909","auto",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:14:10-03","UFBA","ALCB","74991","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Guedes, ML","Sessegolo, GC; et al.","60","2006","01","15","Southern America","Brasil","Bahia","Jeremoabo","Nordeste, APA Serra Branca Faz. Nova Esperança","-38.35","-10.066667",NA,"Flores brancas.","ALCB052409",NA,NA,NA,NA,NA,"-38.35","-10.066667","2007","01",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:14:10-03","UFBA","ALCB","23192","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Queiroz, LP de","Gouveia, EP de","s/n","1983","12","22","Southern America","Brasil","Bahia","Brumado","Serra Geral, Ituaçu, Morro da Mangabeira","-41.6652984619141","-14.2035999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984","05","38387","auto",NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:14:10-03","UFBA","ALCB","23192","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Queiroz, LP de","Gouveia, EP de","s/n","1983","12","22","Southern America","Brasil","Bahia","Brumado","Serra Geral, Ituaçu, Morro da Mangabeira","-41.6652984619141","-14.2035999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984","05","38387","auto",NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:14:10-03","UFBA","ALCB","23191","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Queiroz, LP de","Gouveia, EP de","s/n","1983","12","22","Southern America","Brasil","Bahia","Brumado","Serra Geral, Ituaçu, Morro da Mangabeira","-41.6652984619141","-14.2035999298096",NA,"Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,"1984","05","38387","auto",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:14:22-03","UFBA","ALCB","031808","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Carneiro-Torres, DS","Fonseca, MR","988","1997","11","02","Southern America","Brasil","Bahia","Ibicoara","Chapada Diamantina, Cascavel","-41","-13",NA,"ca de 3 metros de altura. Folhas discolores, brilhantes, face abaxial prateada.; Mata ciliar do Rio riachão","ALCB052478",NA,NA,NA,NA,NA,"-41","-13","2012","09",NA,NA,"03",NA,NA,NA,NA,NA
"35","2019-10-09 11:14:22-03","UFBA","ALCB","118555","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Hurbath, F","Hurbath, F; Alves, M; Cordeiro, I; Roque, N; Borges, RL","606","2014","02","21","Southern America","Brasil","Bahia","Licínio de Almeida","Serra Geral, Fazenda Tabuleiro (Mata do Xaxá).","-42.546667","-14.6525",NA,"ca. 1,5 m. Folhas discolores com face abaxial argentea, flores e frutos argenteos, estigmas ferrugíneos. Látex não visto.","ALCB052481",NA,"924","924",NA,NA,"-42.546667","-14.6525","2014","02",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:14:22-03","UFBA","ALCB","02046","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Carneiro-Torres, DS","Torrend, Padre CSJ","s/n",NA,NA,NA,"Southern America","Brasil","Bahia","Vitória da Conquista","Sudoeste","-40.833333","-14.85",NA,NA,"ALCB052476",NA,NA,NA,NA,NA,"-40.833333","-14.85","2012","09",NA,NA,"03",NA,NA,NA,NA,NA
"37","2019-10-09 11:14:22-03","UFBA","ALCB","02047","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Carneiro-Torres, DS","Torrend, Padre CSJ","s/n","1935","02",NA,"Southern America","Brasil","Bahia","Vitória da Conquista","Sudoeste","-40.833333","-14.85",NA,NA,"ALCB052477",NA,NA,NA,NA,NA,"-40.833333","-14.85","2012","09",NA,NA,"03",NA,NA,NA,NA,NA
"38","2019-10-09 11:14:22-03","UFBA","ALCB","02048","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Carneiro-Torres, DS","Torrend, Padre CSJ","s/n","1935","02",NA,"Southern America","Brasil","Bahia","Vitória da Conquista","Sudoeste","-40.833333","-14.85",NA,NA,"ALCB052493",NA,NA,NA,NA,NA,"-40.833333","-14.85","2012","09",NA,NA,"03",NA,NA,NA,NA,NA
"39","2019-10-09 11:14:22-03","UFBA","ALCB","021714","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Carneiro-Torres, DS","Carvalho, AM de; Leuenberger, B","1706","1983","04","14","Southern America","Brasil","Bahia","Caculé","Serra Geral, km 43 da estrada Brumado/Caetité","-42.199722","-14.511667",NA,"ca de 2,5 metros de altura. Folhas discolores com a face inferior alvascenta. Flores alvo esverdeadas, frutos iamturos, verdes.; Caatinga","ALCB052482",NA,NA,NA,NA,NA,"-42.199722","-14.511667","2012","09",NA,NA,"03",NA,NA,NA,NA,NA
"40","2020-08-11 00:15:51-03","UFBA","ALCB","037391","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Carneiro-Torres, DS","Guedes, ML; Harley, RM; Stannard, B; Woodgyer, EM","PCD2904","1996","04","07","Southern America","Brasil","Bahia","Saúde","Piemonte da Diamantina, Caminho para cachoeira Paiaió","-40.448611","-10.900556",NA,"2,0 m. Folhas discolores, face adaxial verde e abaxial branco-prateada com tom de cobre. Flores masculinas de sépalas ferrugíneas, pétalas alvas; estames alvos. Frequente.; Mata antropizada. Solo areno-pedregoso.","ALCB052479",NA,"650","650",NA,NA,"-40.448611","-10.900556","2012","09",NA,NA,"03",NA,NA,NA,NA,NA
"41","2020-08-11 00:15:51-03","UFBA","ALCB","037426","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Carneiro-Torres, DS","Woodgyer, EM; Salimena-Pires, FR; Lima, R; Conceição, AA; Roque, N; Stannard, B; Atkins, S; N","PCD2343","1996","03","13","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Próximo ao rio Ferro-doido, ao lado da trilha para descer a cachoeira","-41.001111","-11.628056",NA,"3,0 m. Folhas discolores, face abaxial castanho-dourada. Inflorescência castanho-dourada, tépalas com face adaxial verde, abaxial castanho-dourada. Ocasional.; Solo areno-rochoso","ALCB052491",NA,"1000","1000",NA,NA,"-41.001111","-11.628056","2012","09",NA,NA,"03",NA,NA,NA,NA,NA
"42","2019-10-09 11:14:22-03","UFBA","ALCB","041207","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Carneiro-Torres, DS","Guedes, ML; Passos Júnior, LA; Velozo, ES","6302","1999","02","02","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, estrada Palmeiras-Capão, trilha para a Cachoeira do Riachinho","-41.55","-12.516667",NA,"2 m. Folhas discolores, face abaxial ferruginosa. Flores esbranquiçadas.","ALCB052480",NA,"900","900",NA,NA,"-41.55","-12.516667","2012","09",NA,NA,"03",NA,NA,NA,NA,NA
"43","2019-10-09 11:14:22-03","UFBA","ALCB","108472","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Hurbath, F","Hurbath, F; Roque, N; Borges, LM; Stadnik, A; Alves, M","484","2013","02","24","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Morrão.","-41.2075","-11.591667",NA,"ca. 1,6 m. Folhas discolores, face abaxial glauca a ferrugíneo, tricomas ferrugíneos. Flores masculinas creme.","ALCB052474",NA,"1279","1279",NA,NA,"-41.2075","-11.591667","2015","01",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:14:22-03","UFBA","ALCB","110505","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Guedes, ML","Guedes, ML; Silva, MS dos; et al.","20715","2013","08","17","Southern America","Brasil","Bahia","Santa Teresinha","Recôncavo Sul, ao redor da Torre.","-39.516667","-12.766667",NA,"Folhas cartáceas, discolores, face abaxial com escamas lepdotas, ferrugíneas. Inflorescência terminal, flores ferrugíneas..","ALCB052407",NA,NA,NA,NA,NA,"-39.516667","-12.766667","2014","01",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:14:22-03","UFBA","ALCB","114137","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Hurbath, F","Hurbath, F; Borges, RL; Stadnik, A; Ogasawara, HA","462","2013","01","23","Southern America","Brasil","Bahia","Licínio de Almeida","Serra Geral. Trilha Xaxá-Cachoeirão.","-42.549722","-14.686389",NA,"ca. 1,3 m. Folhas discolores, face abaxial grísea com pontos e tricomas ferrugíneos, também na inflorescência. Estames creme.",NA,NA,"1006","1006",NA,NA,"-42.549722","-14.686389","2014","01",NA,NA,NA,NA,NA,NA,NA,NA
