"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","typeStatus"
"252","2019-05-06 11:59:23-03","UFU","HUFU","14324","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Miranda, V.F.O.","4023","1997","04","16",NA,"Brasil",NA,NA,"Subarbusto, ca. 0,3 m. Corola rósea com a base creme. Estames amarelos.; Campo limpo, solo hidromórfico.","HUFU00037750",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Nascente do córrego dos Peixes.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"253","2019-05-06 11:59:23-03","UFU","HUFU","23746","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N.","3397","1996","03","22",NA,"Brasil",NA,NA,"Subarbusto, ca. 0,3 m. Corola rósea, base das pétalas creme. Anteras maiores avermelhadas, anteras menores e conectivo amarelados.; Campo rupestre.","HUFU00037756",NA,NA,"Cham.","Minas Gerais","Serra Brava","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"254","2019-05-06 11:59:23-03","UFU","HUFU","23594","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Ribas, O.S.","2770","1998","11","02",NA,"Brasil",NA,NA,"Arbusto 1,50 m. Flores róseas.; Campo cerrado. Depressões de solo turfoso e úmido.","HUFU00061031",NA,NA,"Cham.","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"Goldemberg, R.","Jaguariaíva","HUFU00061031","44368","auto","1999",NA,NA,NA,NA,NA,NA,NA
"255","2019-05-06 11:59:23-03","UFU","HUFU","46280","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Tannus, J.L.S.","853","2005","08","26",NA,"Brasil",NA,NA,"Campo úmido.","HUFU00061029",NA,NA,"Cham.","São Paulo","Unidade de Pesquisa e Desenvolvimento de Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"Romero, R.","Itararé","HUFU00061029","27729","auto","2006","11",NA,NA,NA,NA,NA,NA
"256","2020-08-20 14:57:43-03","UFSC","FLOR","47777","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Baumgratz, J.F.A.; Mynssen, C.; Pinheiro, F.M.; Meneguzzo, T. & Ribeiro, R.","1168","2011","10","06",NA,"Brasil",NA,NA,"subarbusto, 0,7m altura. Ramos castanhos-cinéreos quando adultos, os mais jovens verdes; folhas verdes discolores; cápsulas do tipo ruptídio, maduras, castanhas.","FLOR0047777",NA,"Myrtales","Cham.","São Paulo","Parque Nacional da Serra da Bocaina, Lageado, Trilha da cachoira São Isidro. Floresta Ombrófila Densa Montana Atomontana.","-44.615","-22.7475","1478","1478",NA,"São José do Barreiro",NA,NA,NA,NA,NA,NA,"44º36'54''W","22º44'51''S",NA,NA,NA
"257","2020-08-20 20:39:59-03","UFSC","FLOR","57891","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Lozano, E.D.","2446","2013","12","18",NA,"Brasil",NA,NA,"Arbusto, 50 cm, flores róseas","FLOR0057891",NA,"Myrtales","Cham.","Paraná","Parque Estadual de Vila Velha.","-49.991944","-25.2475",NA,NA,"Meyer, F.S.","Ponta Grossa",NA,NA,NA,"2014",NA,NA,"49º59'31''W","25º14'51''S",NA,NA,NA
"258","2020-08-20 14:57:43-03","UFSC","FLOR","6675","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Smith, L.B.; Klein, R.M. & Hatschbach, G.","14409","1965","01","14",NA,"Brasil",NA,NA,NA,"FLOR0006675",NA,"Myrtales","Cham.","Paraná",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,"Balsa Nova",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-08-20 20:39:59-03","UFSC","FLOR","21548","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Cordeiro, J.; Nicolack, V.","684","1990","01","12",NA,"Brasil",NA,NA,"subarbusto, flor rosada, 0,75m altura","FLOR0021548",NA,"Myrtales","Cham.","Paraná","Serra São Luiz do Purunã.","-49.5283012390137","-25.4585990905762",NA,NA,"Hatschbach, G.","Campo Largo",NA,"53742","auto","1990",NA,NA,NA,NA,NA,NA,NA
"260","2020-08-20 20:39:59-03","UFSC","FLOR","27643","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J.M.; Cordeiro, J. & Poliquesi, C.B.","1875","1996","12","18",NA,"Brasil",NA,NA,"xilopodífero, flor rosada","FLOR0027643",NA,"Myrtales","Cham.","Paraná","Rodovia Castro a Tibagi, km 21.","-50.0119018554688","-24.7910995483398",NA,NA,"Hatschbach, G.","Castro",NA,"50779","auto","1996",NA,NA,NA,NA,NA,NA,NA
"261","2020-08-20 20:39:59-03","UFSC","FLOR","24019","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Hatschbach, G.; Barbosa, E.","58174","1992","11","10",NA,"Brasil",NA,NA,"flor rosada, anteras creme","FLOR0024019",NA,"Myrtales","Cham.","Paraná","Quartelá, Canyon Rio Iapó.","-50.4136009216309","-24.5093994140625","900","900","Hatschbach, G.","Tibagi",NA,"56988","auto","1993",NA,NA,NA,NA,NA,NA,NA
"262","2017-09-11 17:10:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Lavoisiera","australis","Lavoisiera australis","Glaziou, AFM","8377",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Naudin","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P14P3N0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2017-09-11 17:10:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Lavoisiera","australis","Lavoisiera australis","Gaudichaud Beaupré, C","807",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Naudin","São Paulo","Habitat in paludosis prope Igreja Velha partis austrlioris prov. S.Paulo dictae Campos Geraes.",NA,NA,NA,NA,NA,NA,"P14P3N0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2017-09-11 17:10:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Langsdorff, GB","2070",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"P14P3N0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2017-09-11 17:10:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Lhotsky, J","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"P14P3N0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2017-09-11 17:10:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Sello, HL","4523",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"P14P3N0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2017-09-11 17:10:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Weir, JR","386",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo","in prov. S.Paulo et Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"P14P3N0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2017-09-11 17:10:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Sello, HL","5144",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo","in locis humidis prov. S. Paulo.",NA,NA,NA,NA,NA,NA,"P14P3N0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2017-09-11 17:10:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Riedel, L","356",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"P14P3N0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2016-05-26 11:42:55-03","CAS","CAS-BOT","505414","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Gibbs, P.; Leitao Filho, H. F.; Semir, J","1.744","1976","10",NA,"South America","Brazil",NA,NA,"Berbaceo até 40 cm., flores rosadas.",NA,"Magnoliophyta","Myrtales","Cham.","São Paulo","15 Km. S de Itararé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"271","2016-05-26 12:01:15-03","CAS","CAS-BOT","505402","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, V. C.; Yamamoto, K.; Stehmann, J. R.; Dutilh, J. A.","4815","1993","9",NA,"South America","Brazil",NA,NA,"Arbusto, 50cm alt., pétalas róseas, filetes alvos, anteras amarelas. ESA 12713",NA,"Magnoliophyta","Myrtales","Cham.","São Paulo","Estrada Itararé-Bonsucesso, Fazenda Ibiti (Ripasa).","-49.2666666667","-24.2333333333","1200",NA,NA,"Itarare",NA,NA,NA,NA,NA,NA,"49° 16' W","24° 14' S","Magnoliopsida",NA,NA
"272","2016-05-31 09:23:41-03","CAS","CAS-BOT","506122","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Barreto, K. D.; Fernandes, G. D.; Gouveia, J.","2896","1994","8",NA,"South America","Brazil",NA,NA,"Arbusto; frutos castanhos.",NA,"Magnoliophyta","Myrtales","Cham.","São Paulo","Estação Experimental do IAC.","-49.2155555556","-24.2834444444",NA,NA,NA,"Itarare",NA,NA,NA,NA,NA,NA,"49° 12' 56.0 W","24° 17' 00.4 S","Magnoliopsida",NA,NA
"273","2016-05-26 12:00:25-03","CAS","CAS-BOT","505403","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, V. C.; Miyagi, P. H.; Souza, J. P.; Nakagomi, M. Y.","7376","1994","11",NA,"South America","Brazil",NA,NA,"Subarbusto, até 40 cm alt.; pétalas róseas; filetes alvos; anteras amarelas. Banhado. ESA no. 18.087",NA,"Magnoliophyta","Myrtales","Cham.","São Paulo","Estrada Itararé - Bonsucesso. Fazenda Santa Maria do Espinho","-49.2658333333","-24.2616666667",NA,NA,NA,"Itarare",NA,NA,NA,NA,NA,NA,"49° 15' 57 W","24° 15' 42 S","Magnoliopsida",NA,NA
"274","2016-05-31 09:35:55-03","CAS","CAS-BOT","506123","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Hoehne, F. C.","23444","1928","11",NA,"South America","Brazil",NA,NA,"Fl. rosea. Martins & Almeda determined that this is a mixed collection. The other species collected is identified as Lavoisiera imbricata.",NA,"Magnoliophyta","Myrtales","Cham.","Paraná","Jaguariahyva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"275","2016-05-31 09:18:49-03","CAS","CAS-BOT","506121","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J. M.; Ruas, P.","1080","1992","2",NA,"South America","Brazil",NA,NA,"Flor rosada.",NA,"Magnoliophyta","Myrtales","Cham.","Paraná","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,"Palmeira",NA,"35166","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"276","2016-05-31 09:06:13-03","CAS","CAS-BOT","506120","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, V. C.; Scaramuzza, C. A.M.; Shimabukuro, M. T.","3512","1993","5",NA,"South America","Brazil",NA,NA,"Arbusto, ca, 40 cm de altura, pétalas róseas, filetes e conectivos alvos, anteras amarelas ou vinho.",NA,"Magnoliophyta","Myrtales","Cham.","São Paulo","Fazenda Santa Maria do Espinho","-49.2858333333","-24.2755555556",NA,NA,NA,"Itarare",NA,NA,NA,NA,NA,NA,"49° 17' 09 W","24° 16' 32 S","Magnoliopsida",NA,NA
"277","2014-12-02 13:34:40-02","CAS","CAS-BOT","398145","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9830","2009","3",NA,"South America","Brazil",NA,NA,"Wiry shrub to 3 dm tall. Petals pale pink with a white U-shaped patch at the base. Large anthers maroon. Small anthers and appendages yellow. Locally common.",NA,"Magnoliophyta","Myrtales","Cham.","São Paulo","Municipio São Jose do Barreiro. Road from São Jose do Barreiro (SP-221) to the entrance of Parque Nacional Serra da Bocaina between Km 24 and Km 27.","-44.61657","-22.73318","1493","1509",NA,NA,NA,NA,NA,NA,NA,NA,"44.61657° W","22.73318° S","Magnoliopsida",NA,NA
"278","2016-05-26 11:37:38-03","CAS","CAS-BOT","505415","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kuhlmann, M.","s.n.","1939","8",NA,"South America","Brazil",NA,NA,"Herb. No. 77344",NA,"Magnoliophyta","Myrtales","Cham.","Paraná","Serra de São Luiz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"279","2016-05-26 11:48:02-03","CAS","CAS-BOT","505401","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, V. C.; Yamamoto, K.; Stehmann, J. R.; Dutilh, J. A.","4740","1993","9",NA,"South America","Brazil",NA,NA,"Arbusto, ca 0,60m alt; pétalas róseas, estames amarelos. ESA 12476",NA,"Magnoliophyta","Myrtales","Cham.","São Paulo","Fazenda Espinho","-49.3400001525879","-24.1100006103516",NA,NA,NA,"Itarare",NA,"27729","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"280","2020-08-26 10:49:44-03","MCN-FZBRS","HAS","91865","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Cordeiro, J.","250","1986","04",NA,NA,"Brasil",NA,NA,"Subarbusto 50cm, flor rosada. Campo depressões úmidas.","HAS0091865","Magnoliophyta",NA,"Cham.","Paraná","Rod. do Café","-50.0064010620117","-25.4293994903564",NA,NA,"Hatschbach, G.","Palmeira",NA,"35166","auto","1986","08",NA,NA,NA,NA,NA,NA
"281","2021-02-25 09:38:41-03","IBt","SP","4233","S","Plantae","Melastomataceae","Lavoisiera","australis","Lavoisiera australis","Loefgren, A","CGGs.n.","1894","04",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Naudin","São Paulo","Campos de Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-11-21 10:09:44-03","IBt","SP","143344","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Koyama, T; Hatschbach, G; Koyama, M; Lima, E","13839","1970","03","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná","Road from Curitiba to Vila Vellia, Fazenda Santo Amelia, highway BR at km 70",NA,NA,NA,NA,"Martins, AB",NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,NA,NA
"283","2019-11-21 10:09:44-03","IBt","SP","301899","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, VC; Miyagi, PH; Souza, JP; Nakagomi, MY","7376","1994","11","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo","Estrada Itararé - Bonsucesso. Fazenda Santa Maria do Espinho","-49.263056","-24.261667",NA,NA,"Martins, AB","Itararé",NA,NA,NA,NA,NA,NA,"-49.263056","-24.261667",NA,NA,NA
"284","2019-11-21 10:09:44-03","IBt","SP","329136","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Krieger, L","11186","1971","12","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná",NA,NA,NA,NA,NA,"Martins, AB","Vila Velha",NA,NA,NA,"2013","07",NA,NA,NA,NA,NA,NA
"285","2019-11-21 10:09:44-03","IBt","SP","487510","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Martins, SE; Shirasuna, RT; Sugiyama, M; Aragaki, S","1251","2009","03","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo","Serra da Bocaina","-44.638722","-22.731028","1540","1540","Pastore, JA","São José do Barreiro",NA,NA,NA,"2016","09","06","-44.638722","-22.731028",NA,NA,NA
"286","2019-11-21 10:09:44-03","IBt","SP","77344","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kuhlmann, M","s.n.","1939","08","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná","Serra de São Luíz",NA,NA,NA,NA,"Martins, AB",NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,NA,NA
"287","2019-11-21 10:09:44-03","IBt","SP","3718","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Gehrt, G","s.n.","1920","01",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná",NA,"-49.2731018066406","-25.4277992248535",NA,NA,"Martins, AB","Curitiba",NA,"25180","auto","2013","07",NA,NA,NA,NA,NA,NA
"288","2019-11-21 10:09:44-03","IBt","SP","23444","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Hoehne, FC","s.n.","1928","11","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná",NA,"-49.7057991027832","-24.2511005401611",NA,NA,"Martins, AB","Jaguariaíva",NA,"44368","auto","2013","07",NA,NA,NA,NA,NA,NA
"289","2019-11-21 10:09:44-03","IBt","SP","329247","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Hatschbach, G; Barbosa, E; Deodato, F","67093","1997","10","15",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná","Morro Cajuru","-49.7057991027832","-24.2511005401611",NA,NA,"Martins, AB","Jaguariaíva",NA,"44368","auto","2013","07",NA,NA,NA,NA,NA,NA
"290","2019-11-21 10:09:44-03","IBt","SP","138119","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kummrow, R","811","1974","12","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná","Rio Samambaia","-49.7057991027832","-24.2511005401611",NA,NA,"Martins, AB","Jaguariaíva",NA,"44368","auto","2013","07",NA,NA,NA,NA,NA,NA
"291","2019-11-21 10:09:44-03","IBt","SP","329140","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Krieger, L","7726","1969","12","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"Martins, AB","Ponta Grossa",NA,"46557","auto","2013","07",NA,NA,NA,NA,NA,NA
"292","2019-11-21 10:09:44-03","IBt","SP","338626","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Canevari, R","s.n.","1991","11","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná",NA,"-50.4136009216309","-24.5093994140625",NA,NA,"Martins, AB","Tibagi",NA,"56988","auto","2013","07",NA,NA,NA,NA,NA,NA
"293","2019-11-21 10:09:44-03","IBt","SP","412899","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kirizawa, M","3667","2009","04","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná","Fazenda Noir e Rosa, km 31 da rod. PR-340 (Tibagi-Castro), proximidades de afluente do rio Iapó","-50.4136009216309","-24.5093994140625",NA,NA,"Martins, AB","Tibagi",NA,"56988","auto","2013","07","08",NA,NA,NA,NA,NA
"294","2019-11-21 10:09:44-03","IBt","SP","301898","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, VC; Miyagi, PH; Souza, JP; Nakagomi, MY","7203","1994","11","13",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo","Estrada Itararé - Bonsucesso. Fazenda Ibiti (Ripasa)","-49.3400001525879","-24.1100006103516",NA,NA,"Martins, AB","Itararé",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-11-21 10:09:44-03","IBt","SP","78201","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kuhlmann, M","4409","1958","05","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo","Campos da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,"Martins, AB","São José do Barreiro",NA,"30784","auto","2013","07",NA,NA,NA,NA,NA,NA
"296","2019-11-21 10:09:44-03","IBt","SP","301886","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Rossi, L; Catharino, ELM","1540","1994","07","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo","Parque Nacional da Bocaina, Fazenda Floresta","-44.5699996948242","-22.6399993896484","1560","1560","Martins, AB","São José do Barreiro",NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA
"297","2019-11-21 10:09:44-03","IBt","SP","312592","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Simão Bianchini, R; Bianchini, S","1119","1997","05","03",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo","Serra da Bocaina, Alto do Pico da Vista Bonita","-44.5699996948242","-22.6399993896484",NA,NA,"Mamede, MCH","São José do Barreiro",NA,"30784","auto","2010","03",NA,NA,NA,NA,NA,NA
"298","2019-11-21 10:09:44-03","IBt","SP","344445","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Garcia, RJF; Proença, SL; Vieira, S; Fiaschi, P","1991","2000","04","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo","Serra da Bocaina, Estrada para Silveiras","-44.5699996948242","-22.6399993896484","1800","1800","Martins, AB","São José do Barreiro",NA,"30784","auto","2013","07",NA,NA,NA,NA,NA,NA
