"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","monthIdentified","class","coordinatePrecision","geoFlag","dayIdentified","individualCount","fieldNumber"
"11","2021-03-30 12:53:26-03","EAO","IAN","66839","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro) Ekman","Boechat, SC","1987","Chase, A","1930","02","18","Brasil","Mato Grosso","Dourado",NA,NA,NA,NA,NA,NA,"IAN066839",NA,"Monocotiledônea",NA,"10962","Southern America",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:17:43-03","NBC","NL-BOTANY","L.1267218","PreservedSpecimen","Plantae","Gramineae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman",NA,NA,"Balansa B","1875","02","28","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1267218","NL-L1267218",NA,"Poales",NA,"Southern America","Plaine de Patino - cue, dans les paturages.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1267218 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"13","2021-04-07 11:47:24-03","UFMS","CGMS","55048","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman",NA,NA,"V.J. Pott; A. Pott","2005","03","20","Brasil","Mato Grosso do Sul","Amambai","-55.2222223","-22.945","-55,2222223","-22,945",NA,NA,"CGMS1085016",NA,NA,NA,"7588",NA,"Rodovia BR-386, Rio Amambai, 21 Km de Amambai.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:01:21-03","UNICAMP","UEC","16923","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro) Ekman","Parodi, L","1953","Hatschbach, G","1953","02","15","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"UEC071219","UEC071219","Liliopsida",NA,"3010",NA,"Rincão, Brejo.",NA,NA,NA,NA,"45291","auto",NA,NA,NA
"15","2019-01-17 11:23:31-02","PUCRS","MPUC","10310","S","Plantae","Poaceae","Gymnopogon","burchelli","Gymnopogon burchelli","(Munro ex Döll) Ekman","F.J.M. Caporal","2003",NA,"2003","01","31","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"Poales",NA,"South America","CPCN Pró-Mata",NA,NA,"01","Liliopsida",NA,NA,"01","1",NA
"16","2019-01-17 11:23:31-02","PUCRS","MPUC","19166","S","Plantae","Poaceae","Gymnopogon","burchelli","Gymnopogon burchelli","(Munro ex Döll) Ekman","J.F.M. Valls","1999","S.T.S. Miotto","1999","05","02","Brasil","RS","Rosário do Sul","-54.7947222","-30.2397222","-54.7947222000","-30.2397222000",NA,NA,NA,NA,NA,"Poales",NA,"South America","BR 290, gramado em frente ao monumento Passo do Rosário, na BR 290.",NA,"Área de campo natural protegido em torno de monumento. Solo Arenoso compactado, mas sem estruturas","01","Liliopsida",NA,NA,"01","1",NA
"17","2019-01-17 11:23:31-02","PUCRS","MPUC","10332","S","Plantae","Poaceae","Gymnopogon","burchelli","Gymnopogon burchelli","(Munro ex Döll) Ekman","F.J.M. Caporal","2008",NA,"2000","04","07","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"Poales",NA,"South America","CPCN Pró-Mata",NA,NA,"01","Liliopsida",NA,NA,"01","1",NA
"18","2019-01-17 11:23:31-02","PUCRS","MPUC","10309","S","Plantae","Poaceae","Gymnopogon","burchelli","Gymnopogon burchelli","(Munro ex Döll) Ekman","L. Eggers","2003",NA,"2002","09","21","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"Poales",NA,"South America","CPCN Pró-Mata",NA,NA,"01","Liliopsida",NA,NA,"01","1",NA
"19","2019-01-17 11:23:31-02","PUCRS","MPUC","10311","S","Plantae","Poaceae","Gymnopogon","burchelli","Gymnopogon burchelli","(Munro ex Döll) Ekman","F.J.M. Caporal","2003",NA,"2003","01","31","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"Poales",NA,"South America","CPCN Pró-Mata",NA,NA,"01","Liliopsida",NA,NA,"01","1",NA
"20","2020-10-14 10:04:58-03","FURB","FURB","42371","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Funez, L.A.","2017","Lima, P.G.S.","2013","02","03","Brasil","Santa Catarina","Campo Alegre","-49.2625","-26.2469444","-49.2625000","-26.2469444","949","949","FURB39653","FURB39653",NA,NA,"83",NA,"Rio Vermelho.",NA,NA,"03",NA,NA,NA,"03",NA,NA
"21","2020-11-19 17:20:36-03","UFSM","SMDB","17115","S","Plantae","Poaceae","Gymnopogon","burchelli","Gymnopogon burchelli","(Munro ex Döll) Ekman","Scherer, HJ","2016","Scherer, HJ","2014","08","26","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB017115",NA,NA,NA,"146",NA,"Morro Pedra do Lagarto, Distrito de Santo Antão",NA,"Espiguetas lanceoladas, comprimidas lateralmente. Material testemunho de trabalho de Conclusão do Curso de Ciências Biológicas / Bacharelado - UFSM. Aluna: Hulia J. Scherer . Orientadora: Profa. Dra. Liliana Essi","05",NA,"37819","auto","02",NA,NA
"22","2020-12-21 16:40:25-03","MBM","MBM","95827","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro) Ekman","Parodi, L.R.",NA,"Schulz, A.G.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM095827","MBM095827",NA,NA,"11516","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:40:25-03","MBM","MBM","201749","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro) Ekman",NA,NA,"Clayton, W.D.",NA,NA,NA,"Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM201749",NA,NA,NA,"4311","Southern America","Rio Taquari",NA,NA,NA,NA,"17116","auto",NA,NA,NA
"24","2020-12-21 16:40:25-03","MBM","MBM","402491","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro) Ekman","Barboza, E.","2016","Barboza, E.","2016","02","25","Brazil","Paraná","Curitiba","-49.2375","-25.443611","-49.2375","-25.443611","920","920","MBM402491",NA,NA,NA,"4443","Southern America","Jardim Botânico Municipal, Coleção do Campo Nativo",NA,"Planta formando touceiras.; Estepe gramíneo-lenhosa (Campos de Curitiba).","05",NA,NA,NA,"11",NA,NA
"25","2020-12-21 16:40:25-03","MBM","MBM","25464","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro) Ekman","Valls, J.F.M.",NA,"Hatschbach, G.; Clayton, W.D.; Clayton, W.D.",NA,NA,NA,"Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM025464","MBM025464",NA,NA,"12342","Southern America","Rio Taquari",NA,NA,NA,NA,"17116","auto",NA,NA,NA
"26","2020-12-21 16:40:25-03","MBM","MBM","26112","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro) Ekman","Parodi, L.R.",NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM026112","MBM026112",NA,NA,"3010","Southern America","Rincão",NA,NA,NA,NA,"45291","auto",NA,NA,NA
"27","2021-02-11 17:21:17-03","UFPR","UPCB","60845","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Doell) Ekman","Kozera, C.","2006","Kozera, C.","2006","02","14","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"UPCB0037825","UPCB0037825",NA,NA,"3050",NA,"Ponte dos Arcos.",NA,"Herbácea, cespitosa sobre planície inundável periodicamente..","01",NA,"27346","auto","01",NA,NA
"28","2009-06-24 20:49:00-03","MO","MOBOT","1412911","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","G. Davidse, Apr 2000 (MO)",NA,"Jason R. Swallen","1946","1",NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swallen 8410A","South America","Punta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1418811","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","G. Davidse, Apr 2000 (MO)",NA,"Schulz, A.","1935","12",NA,"Argentina","Chaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schulz 1055","South America","Dpto. 1ºde Mayo, Colonia Benitez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2009-06-24 20:49:00-03","MO","MOBOT","1418819","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","G. Davidse, Apr 2000 (MO)",NA,"Jason R. Swallen","1946","3","20","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swallen 8897","South America","Guarapuava; Banhado, Fazenda Capao Redondo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","1418826","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","G. Davidse, Apr 2000 (MO)",NA,"Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","1976","3","10","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,"Davidse 11081","South America","21 km NE of Santa Cecilia along Highway BR-116 to Curitiba. Open grassland with rock outcrops, marshy areas, and small patches of trees.",NA,NA,NA,NA,NA,NA,NA,NA,"1150"
"32","2008-05-27 22:02:00-03","MO","MOBOT","1418830","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","G. Davidse, Apr 2000 (MO)",NA,"Howard S. Irwin|et al.","1966","2","20","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,"Irwin 13073","South America","Gallery forest ca. 25 km SW of Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","1418832","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","G. Davidse, Apr 2000 (MO)",NA,"Agnes Chase","1925","3","7","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chase 8762","South America","Lavras",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2009-06-24 20:49:00-03","MO","MOBOT","1418833","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","G. Davidse, Apr 2000 (MO)",NA,"Jason R. Swallen","1946","1","31","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swallen 8385","South America","Ponta Grossa; Estacao Experimental, in wet places",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-08-23 05:45:00-03","MO","MOBOT","2030726","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman",NA,NA,"S.A. Renvoize|Thomas A. Cope","1981","3","23","Bolivia","Santa Cruz","Florida","-63.86666","-18.15",NA,NA,NA,NA,NA,NA,NA,NA,"Renvoize 4054","South America","Samaipata",NA,NA,NA,NA,NA,NA,NA,"1",NA
"36","2010-04-12 16:25:00-03","MO","MOBOT","2227504","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman",NA,NA,"August G. Schulz",NA,NA,NA,"Argentina","Chaco","1 de Mayo","-58.93333","-27.33333",NA,NA,NA,NA,NA,NA,NA,NA,"Schulz 11516","South America","Colonia Benítez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2012-04-05 14:30:00-03","MO","MOBOT","2480388","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman",NA,NA,"José F.M. Valls","1986","3","19","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valls 9843","South America","Passo Fundo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-11-24 14:12:04-02","UFLA","ESAL","320","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Pilger",NA,"Brade, CA",NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,NA,"15133",NA,NA,NA,"; ; ;",NA,NA,"19648","auto",NA,NA,NA
"39","2020-09-02 16:36:38-03","Cenargen","CEN","5372","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","J. F. M. Valls","2014","L. A. F. Matthes","1981","01","13","Brasil","MG","POCOS DE CALDAS",NA,NA,"-46564722.0","-21838888.0",NA,NA,"CEN00005372","CEN00005372",NA,NA,"688",NA,"Campo do saco.","Exsicatas","Doação Unicamp. Flora de Poços de Caldas.","08",NA,NA,NA,NA,"1",NA
"40","2020-09-02 16:36:38-03","Cenargen","CEN","56758","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","R. Lerina","2005","Hilda Maria Longhi Wagner","2005","03","10","Brasil","PR","PALMAS","-51.555277","-26.589444","-51.555277","-26.589444","1300","1300","CEN00056758","CEN00056758",NA,NA,"9518",NA,NA,"Exsicatas","Inflorescência grande, vinácea, apoiante sobre a vegetação, Doação - Herb. UFRGS - Porto Alegre ICN:136810. Duplicatas: CEN, SI.","04",NA,NA,NA,NA,"1",NA
"41","2020-09-02 16:36:38-03","Cenargen","CEN","65496","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","G. H. Rua","2006","João Luís Sanches Tannus","2006","04","04","Brasil","SP","ITARARE","-49.205277","-24.268333","-49.205277","-24.268333",NA,NA,"CEN00065496","CEN00065496",NA,NA,"1173",NA,"Unidade de Pesquisa e Desenvolimento de Itararé.","Exsicatas","Inflorescência vinácea. Campo altimontano, Doação do Herbario Rioclarense - HRCB - Rio Claro, São Paulo.","12",NA,NA,NA,NA,"1",NA
"42","2020-09-02 16:36:38-03","Cenargen","CEN","8229","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","L. R. Parodi","1961","August Gustavo Schulz","1961","02","16","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"CEN00008229","CEN00008229",NA,NA,"11516",NA,"Chaco, Dep. 1o. de Mayo, Colonia Benítez.","Exsicatas","En campo-prado, suelo alto, fértil, nom vulg. tacuarilla rizoma medicinal, Doação do Herbário A. G. Schulz - Colonia Benitez- Chaco - Argentina.","03",NA,NA,NA,NA,"1",NA
"43","2020-09-02 16:36:38-03","Cenargen","CEN","34795","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","J. F. M. Valls","1999","José Francisco Montenegro Valls","1999","05","02","Brasil","RS","ROSARIO DO SUL","-54.9141998291016","-30.25830078125","-5479472.0","-3023972.0","120","120","CEN00034795","CEN00034795",NA,NA,"14307",NA,"Gramado frente ao monumento do Passo do Rosário, a leste de Rosário, na BR-290.","Exsicatas","Lâminas das folhas horizontais.","05",NA,"71660","auto",NA,"3",NA
"44","2019-12-09 17:30:41-03","UFPR","EFC","10396","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Kozera, C.","2006","Kozera, C.; Kozera, O.P.","2006","01","31","Brasil","Paraná","Balsa Nova","-49.8071","-25.5527","-49.8071","-25.5527","830","830","EFC010396",NA,NA,NA,"2982",NA,"Ponte dos Arcos",NA,"Herbácea cespitosa, várzea.","01",NA,NA,NA,"01",NA,NA
"45","2021-02-12 15:02:24-03","UFSCar","SPSC","7230","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","Ekman","I.A. Silva",NA,"I. A. Silva","2007","02",NA,"Brasil","São Paulo","São Carlos",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,"UFSCar.",NA,"Planta de aproximadamente 0,3 metro de altura.;Cerrado",NA,NA,NA,NA,NA,NA,NA
"46","2019-11-01 15:16:16-03","UnB","UB","76916","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Valls, JFM","1985","Irwin, HS","1966","02","20","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"1000","1000","UB0025879","UB0025879","Monocotyledonae",NA,"13073a","Southern America","Ca. 25km SW of Brasília",NA,"Gallery forest","06",NA,NA,NA,"14",NA,NA
"47","2019-11-01 15:16:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman",NA,"1985","Irwin, HS; Grear Junior, JW; Souza, R; Santos, RR","1966","02","22","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"950","950",NA,NA,"Monocotyledonae",NA,"13097","Southern America","Ribeirão Torto, ca. 1o Km. NE of Brasília",NA,"Caespitose, the culms to ca. 1 m. tall; Gallery forest and adjacent cerrado","06",NA,"70570","auto","14",NA,NA
"48","2020-08-20 20:41:30-03","UFSC","FLOR","34469","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Longhi-Wagner, H.M.","2006","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","2006","03","08","Brasil","Santa Catarina","Urubici","-49.3375","-27.9475","49º20'15''W","27º56'51''S","1508","1508","FLOR0034469","FLOR0034469",NA,"Poales","855",NA,"Campo dos Padres, em direção ao Morro Boa Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-08-20 20:41:30-03","UFSC","FLOR","34473","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Longhi-Wagner, H.M.","2006","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","2006","03","08","Brasil","Santa Catarina","Urubici","-49.3375","-27.9475","49º20'15''W","27º56'51''S","1508","1508","FLOR0034473","FLOR0034473",NA,"Poales","859",NA,"Campo dos Padres, em direção ao Morro Boa Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-04 15:42:11-03","IF","SPSF","52959","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) (Ekman)","T.S.Filgueiras",NA,"R.T.Shirasuna","2014","02","17","Brasil","SP","Guarulhos","-46.424722","-23.390556",NA,NA,"795","795",NA,NA,"Magnoliophyta","Poales","3186","América do Sul","Bonsucesso",NA,"COLETA: Herbácea cespitosa com aprox. 45 cm de altura. Inflorescência madura acastanhada.; GEOGRAFIA: Perene em campo. Rodoanel norte, lote 6, OAE 604.;",NA,"Liliopsida",NA,NA,NA,NA,NA
"51","2021-02-08 12:53:37-03","UFRGS","ICN","082711","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman",NA,NA,"Valls, J","1984","11",NA,"Brasil","SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"8000","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-08 12:53:37-03","UFRGS","ICN","131734","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman",NA,NA,"Longhi-Wagner, HM","1999","04","08","Brasil","MG","Monte Verde",NA,NA,NA,NA,"1200","1200",NA,NA,"Monocotyledon",NA,"6208","América do Sul","campo seco à direitada rua do Terreiro",NA,"colmos flácida e apoiantes",NA,NA,NA,NA,NA,NA,NA
"53","2021-02-08 12:53:37-03","UFRGS","ICN","136810","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Lerina, R",NA,"Longhi-Wagner, HM; Zuloaga; Guglieri","2005","03","10","Brasil","PR","Palmas","-51.555278","-26.589444","-51.555278","-26.589444","1300","1300",NA,NA,"Monocotyledon",NA,"9518","América do Sul","BR 280. Lat. 26°35'22 S long. 51°33'19 W",NA,"Dupl. CEN, SI.; Inflorescência grande, vinácea, apoiante sobre a vegetação.; Baixada úmida.",NA,NA,NA,NA,NA,NA,NA
