"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","typeStatus","fieldNumber","infraspecificEpithet","sex"
"13","2020-11-26 18:07:54-03","CPAN-UFMS","COR","11500","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","R.C. Sodré","Damasceno Júnior,G.A.;Maria,V.R.;Batilani,J.;Pott,A;Velasques,J.","2005","12","13","Brasil","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,"4127",NA,"Fazenda Harmonia. próximo à lagoa temporária; ; campo inundável com afloramento rochoso.","513","513",NA,NA,"185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:14:22-03","UFBA","ALCB","036813","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, MBR","Souza, VC; Sakuragui; Miyagi, PM; Levensteinas, B; Bérgamo, P; Cardoso, WP","1993","09","10","Brasil","São Paulo","Itararé","-49.316667","-24.1","-49.316667","-24.1","ALCB052376","ALCB052376","Dicotyledon",NA,"4039","Southern America",NA,NA,NA,NA,"ca de 60 cm de altura, flores cremes.",NA,NA,"2006","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:14:22-03","UFBA","ALCB","86038","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Barbosa, E; Cordeiro, J","Cordeiro, J; Barbosa, E","2006","04","14","Brasil","Paraná","Campo Mourão","-52.366667","-24.033333","-52.366667","-24.033333",NA,NA,"Dicotyledon",NA,"2007","Southern America",NA,NA,NA,NA,"terrestre, heliófita, ca. de 0,7 metros de altura. Frutos de cor verde e flores amarelas.",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U.1267041","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.",NA,"Bernardi L","1978","12","09","Paraguay",NA,NA,NA,NA,NA,NA,"NL-U1267041","NL-U1267041",NA,"Malpighiales",NA,"Southern America","Cerro Corá versus Cerro Guazú, km 18-22, Amambay.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267041 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U.1267042","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.","Punt W","Hatschbach GG","1983","02","14","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,"NL-U1267042","NL-U1267042",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267042 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1997","11","Magnoliopsidae","01","U 0021081",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U.1267043","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.",NA,"Lindeman JC; Haas JH de","1967","01","26","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1267043","NL-U1267043",NA,"Malpighiales",NA,"Southern America","Flora Brasiliae Australis. Est. Paraná. 3 km N. of Campo Mourão; campo cerrado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267043 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U.1267044","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.","Punt W","Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R","1983","03","18","Paraguay","Amambay",NA,NA,NA,NA,NA,"NL-U1267044","NL-U1267044",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1986","07","Magnoliopsidae","01","U 0141890",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U.1267045","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.","Punt W","Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R","1983","03","18","Paraguay","Amambay",NA,NA,NA,NA,NA,"NL-U1267045","NL-U1267045",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1986","07","Magnoliopsidae","01","U 0141889",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U.1272219","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.",NA,"Schwarz","1946","07","06","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1272219","NL-U1272219",NA,"Malpighiales",NA,"Southern America","Gob.Misiones. Dep. San Ignacio. Localidad Makako.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1272219 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U.1272220","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.",NA,"Schwarz","1946","06","15","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1272220","NL-U1272220",NA,"Malpighiales",NA,"Southern America","Gob.Misiones. Dep. San Ignacio. Localidad El Colorado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1272220 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:47:53-03","NBC","NL-BOTANY","U.1272221","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.",NA,"Rodriguez","1910","04","02","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1272221","NL-U1272221",NA,"Malpighiales",NA,"Southern America","Gob.on Misiones. Localidad Bonpland.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1272221 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2211331","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.","Hatschbach GG","Hatschbach GG","1969","10","28","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-L2211331","NL-L2211331",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2211331 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,"L 0234371 | 131269",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2211329","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.","Smith LB","Reitz R; Klein RM","1962","10","26","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NL-L2211329","NL-L2211329",NA,"Malpighiales",NA,"Southern America","Fazenda Frui Rogério, Porto Uniao",NA,NA,NA,"Campo umido<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2211329 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,"L 0234369 | 449674",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2211330","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.",NA,"Hatschbach GG","1966","10","16","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2211330","NL-L2211330",NA,"Malpighiales",NA,"Southern America","Estr. p/Porto Vitoria (Uniao da Vitoria)",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2211330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,"L 0234370 | 131078",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:47:59-03","NBC","NL-BOTANY","U.1267729","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.",NA,"Lindeman JC; Haas JH de","1967","01","10","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1267729","NL-U1267729",NA,"Malpighiales",NA,"Southern America","Flora Brasiliae Australis, Est. Paraná,Parquw S.maria near Tamandare, 15 km N. of Curitiba.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:47:59-03","NBC","NL-BOTANY","WAG.1796657","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.",NA,"Hatschbach GG","1966","10","16","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1796657","NL-WAG1796657",NA,"Malpighiales",NA,"Southern America","Estr. p/Porto Vitoria (Uniao da Vitoria)",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1796657 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-19 08:08:06-03","FPS","FPS","300","MachineObservation","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Schwirkowski, P.","Schwirkowski, P.","2014","10","26","Brasil","Santa Catarina","São Bento do Sul","-49.2879","-26.285191","-49.2879","-26.285191","FPS00300","FPS00300_v01 FPS00300_v02",NA,NA,"519",NA,"Serra Alta. Vila Pilz. Após a entrada da estrada sentido Rio Negrinho, na linha férrea.",NA,NA,NA,NA,NA,NA,"2014","10",NA,"26",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:43:15-03","UFMS","CGMS","56842","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.","A. Schinini","G. Hatschbach; A. Schinini; J.M. Silva","1993","02","07","Brasil","Mato Grosso do Sul","Iguatemi","-54.5611000061035","-23.6802997589111",NA,NA,"CGMS1085757",NA,NA,NA,"58582",NA,"Rodovia MS-295, 15 km L de Iguatemi.",NA,NA,NA,"Flor alvacenta. Habitat: Campo Cerrado Habito: Sufrútice. 50 cm de altura.","71460","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:43:19-03","UFMS","CGMS","47146","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Rodolfo C. Sodré","A.G.S. Arruda; A. Pott; A.C. Gomes; D.J. Machate; T.C. Piva","2014","12","04","Brasil","Mato Grosso do Sul","Nova Andradina","-53.3627778","-22.0361111","-53,3627778","-22,0361111","CGMS1077115",NA,NA,NA,"37",NA,"RPPN - Cabeceira do Mimoso, Fazenda Laranjal.","387","387",NA,"Flor verde com estames laranjados. Infrutescência verde claro. Habitat: Cerrado aberto. Solo arenoso. Antropizado. Habito: Erva.",NA,NA,"2016","09",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:43:19-03","UFMS","CGMS","29070","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","I. Cordeiro","A. Pott; V.J. Pott; C. Grosso; R. Bastos","2001","08","18","Brasil","Mato Grosso do Sul","Nioaque","-55.7269445","-20.8480555","-55,7269445","-20,8480555","CGMS1058512",NA,NA,NA,"9351",NA,"Assentamento Andalúcia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:43:19-03","UFMS","CGMS","46885","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Rodolfo C. Sodré","B.A. Coutinho; A.L. Simal; P.P. Vaz; V.H.S. Brito; A. Pott","2014","12","01","Brasil","Mato Grosso do Sul","Nova Andradina","-53.3888889","-22.0613889","-53,3888889","-22,0613889","CGMS1076859",NA,NA,NA,"79",NA,"Reserva ecológica da Fazenda Laranjal, campo com predominância de guavira.","395","395",NA,"Flor roxa. Fruto ausente. Habitat: Cerrado sensu stricto. Habito: Erva.",NA,NA,"2018","06",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:43:19-03","UFMS","CGMS","70609","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","V.J. Pott","A. Pott; V.J. Pott & L.C.P. Lima","2008","09","25","Brasil","Mato Grosso do Sul","Ponta Porã","-55.6152778","-22.6211111","-55,6152778","-22,6211111","CGMS1103010",NA,NA,NA,"15181",NA,"Sanga Puitã, Rodovia BR-463.","645","645",NA,"Flor esbranquiçada. Habitat: Campo natural perturbado. Relevo plano. Habito: Erva ereta com xilopódio. Esparsa.",NA,NA,"2017","03",NA,"06",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-07 11:43:19-03","UFMS","CGMS","56840","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.",NA,"G. Hatschbach","1983","02","14","Brasil","Mato Grosso do Sul","Amambai","-55.2257995605469","-23.1042003631592",NA,NA,"CGMS1085390",NA,NA,NA,"46222",NA,"Área Indígena.",NA,NA,NA,"Flor alvacenta. Habitat: Campo Cerrado Habito: Subarbusto. 50 cm de altura.","73676","auto","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:43:19-03","UFMS","CGMS","5244","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","I. Cordeiro","Douglas","1987","04",NA,"Brasil","Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,"CGMS1012021",NA,NA,NA,NA,NA,"Vila Trindade.",NA,NA,NA,"Flor rósea. Habitat: Cerrado.","212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:43:19-03","UFMS","CGMS","2677","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","I. Cordeiro","C.A. Conceição","1990","01","19","Brasil","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,"CGMS1019082",NA,NA,NA,"2577",NA,"Chácara Cambará.",NA,NA,NA,"Flor amarelada. Folhas membranaceas, argêntia pilosa com látex incolor. Habitat: Terrestre. Habito: Subarbusto.","161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-07 11:43:19-03","UFMS","CGMS","3363","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","I. Cordeiro","A. Oliveira","1990","11","01","Brasil","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,"CGMS1019081",NA,NA,NA,NA,NA,"Margem da BR-262 próximo a Penitenciária CG/MS.",NA,NA,NA,"Flor amarelo-pálido. Habitat: Terrestre. Habito: Herbáceo.","161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:43:19-03","UFMS","CGMS","54839","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Rodolfo C. Sodré","A. Pott; V.J. Pott","2004","12","19","Brasil","Mato Grosso do Sul","Ponta Porã","-55.7256011962891","-22.5361003875732",NA,NA,"CGMS1084804",NA,NA,NA,"12481",NA,"Sanga Puitã, rodovia BR-463.",NA,NA,NA,"Planta acinzentada. Habitat: Campo natural perturbado. Solo arenoso. Relevo quase plano. Esparsa. Habito: Erva 30-50 cm altura.","102608","auto","2018","06",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-20 10:11:17-03","UNICAMP","UEC","4675","S","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.","Webster, GL","Heringer, EP; Mendonça, RC; Paula, JE; Heringer-Salles, AE","1979","01","29","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,"UEC142198","UEC142198","Magnoliopsida",NA,"978",NA,"Estrada para Três Lagoas",NA,NA,NA,"flor, Fruto jovem de cor verde recoberto por bracteas pilosas, flores amarelas",NA,NA,"1984","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 10:11:17-03","UNICAMP","UEC","4612","S","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.",NA,"Irwin, HS; Smith, GL; Marley, RM","1971","04","04","Brazil","Bahia","Barreiras","-44.9900016784668","-12.1527996063232",NA,NA,"UEC142190","UEC142190","Magnoliopsida",NA,"31510",NA,"Herb to ca 25 cm tall. Cerrado on brown","650","650",NA,"flor, Flowers white. Fruit green","152720","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:11:17-03","UNICAMP","UEC","138380","S","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.",NA,"Prado, AL","1992","10","22","Brazil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"UEC143736","UEC143736","Magnoliopsida",NA,"3047",NA,"Faz. Sta. Isabel, ca de 13 km da rodovia",NA,NA,NA,"Erva ca de 30 cm de altura; Folhas verdes, acinzentadas, não atavadas por insetos","200792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:11:21-03","UNICAMP","UEC","84912","S","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, MBR; Caruzo, MBR","Souza, VC; Miyagi, OH","1994","06","03","Brazil","São Paulo","Itararé","-49.271667","-24.240833","-49.271667","-24.240833","UEC146113","UEC146113","Magnoliopsida",NA,"6063",NA,"Fazenda Ibiti (RIPASA)",NA,NA,NA,"ori, Arbusto até 1,8 m alt. tépalas verdes-claras, estames alvos",NA,NA,"2006","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:11:21-03","UNICAMP","UEC","4673","S","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Pereira, APN","Hatschbach, G","1970","08","10","Brazil","Paraná","Cândido de Abreu","-51.3333015441895","-24.5669002532959",NA,NA,"UEC115000","UEC115000","Magnoliopsida",NA,"24454",NA,"Serra da Prata",NA,NA,NA,"ori, Arbusto 1 m, orla da mata","55411","auto","2018","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
