"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00960064","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","maranonica","Chamaecrista ensiformis maranonica","(H.S.Irwin) H.S.Irwin & Barneby",NA,"G. G. Hatschbach","38396","1976","03","South America","Brazil","5 km S de Estreito","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960064","NY00960064_01","26","Tocantins","Tocantinópolis","-47.4164","-6.3294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","633862","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"B. D. Sucre","5091","1969","05","South America","Brazil","Itaipu: Restinga da Praia de Itaipu","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633862","NY00633862_01","27","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","633864","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"W. Hoehne","5642","1964","03","South America","Brazil","Estr. litoranea, prox. Barra da Tijuca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633864","NY00633864_01","24","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","633861","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"T. C. Plowman","2791","1969","05","South America","Brazil","Itaipu: Restinga da praia de Itaipu","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633861","NY00633861_01","27","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00960063","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","maranonica","Chamaecrista ensiformis maranonica","(H.S.Irwin) H.S.Irwin & Barneby",NA,"B. Maguire","56079","1963","08","South America","Brazil","Km. 345, along Belem-Brasilia Highway","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960063","NY00960063_01","09",NA,NA,"-47.460914","-3.444747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","515346","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"J. R. Pirani","984","1985","01","South America","Brazil","Barra de Maricá-Lagoa da Barra","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515346","NY00515346_01","08","Rio de Janeiro","Maricá","-42.827875","-22.923546",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02714008","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis",NA,"Chamaecrista ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"S. J. da Silva Neto","1271","1999","02","South America","Brazil","Trilha paralela a cerca em direção ao marco A. (vide mapa). Reserva da Petrobras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005672' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714008","NY02714008_01","11","Rio de Janeiro","Duque de Caxias","-43.266667","-22.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00960144","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"J. E. de Paula","73","1965","04","South America","Brazil","Paraopeba, Horto Florestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960144","NY00960144_01","05","Minas Gerais","Paraopeba","-44.4042","-19.2744",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","515322","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis",NA,"Chamaecrista ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"A. M. V. de Carvalho","6197","1996","06","South America","Brazil","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA 001 Ilhéus/Una","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515322","NY00515322_01","06","Bahia","Una","-39.08","-15.15",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00960094","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","maranonica","Chamaecrista ensiformis maranonica","(H.S.Irwin) H.S.Irwin & Barneby",NA,"G. T. Prance","58976","1964","08","South America","Brazil","15 km. south of border Pará - Maranhão, Belém-Brasília.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960094","NY00960094_01","31","Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00960137","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"E. Pereira","7303","1963","03","South America","Brazil","Sete Lagoas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960137","NY00960137_01","26","Minas Gerais","Sete Lagoas","-44.2467","-19.4658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","633866","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"P. Rosa",NA,"1936","07","South America","Brazil","Guanabara: Horto Florestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633866","NY00633866_01","30","Rio de Janeiro","Cabo Frio","-42.0183","-22.8794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","515337","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"L. Riedel","1201","1832","12","South America","Brazil","Corcovado","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331209' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515337","NY00515337_01",NA,"Rio de Janeiro","Rio de Janeiro","-43.212076","-22.951842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00979105","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis",NA,"Chamaecrista ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"E. Pereira","9637","1965","01","South America","Brazil","Perto de Maraú","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979105","NY00979105_01","22","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","515316","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"A. M. Amorim","2145","1998","01","South America","Brazil","Rodovia de acesso ao município, a partir da BR. Coletas efetuadas a 8 km do município","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515316","NY00515316_01","25","Bahia","Lençóis","-41.3897","-12.5633",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01046048","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"W. W. Thomas","8294","1991","07","South America","Brazil","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest.","sheet","Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591079' target='other'> <mi>dwc_moreinfo</mi></a>","NY01046048","NY01046048_01","01","Bahia","Uruçuca","-39.0617","-14.4231",NA,NA,"Í. A. C. Coutinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","633868","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","plurifoliolata","Chamaecrista ensiformis plurifoliolata","(Hoehne) H.S.Irwin & Barneby",NA,"C. F. S. Muniz","311","1981","03","South America","Brazil","35 km W em direçao a Rosana","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=581644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633868","NY00633868_01","11","São Paulo","Teodoro Sampaio","-52.1597","-22.5303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","515342","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"A. S. Moreira","87","1965","12","South America","Brazil","Recreio dos Bandeirantes, pr. Reserva Biológica","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515342","NY00515342_01","20","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00960143","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis",NA,"Chamaecrista ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"G. E. Schatz","945","1983","03","South America","Brazil","27 km S of Entroncamento, the intersection of Hwy. 006 and Hwy. 222, along Hwy. 006.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960143","NY00960143_01","20","Maranhão","Santa Luzia","-46.23","-4.38",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","515345","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"P. Clausen","8",NA,NA,"South America","Brazil","Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515345","NY00515345_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","593267","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis",NA,"Chamaecrista ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"K. Almeida","82","2000","11","South America","Brazil","Estaçao Ecológica do Tapacurá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=228740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593267","NY00593267_01","07","Pernambuco","Sao Lourenço da Mata","-34.95027778","-8.0127778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-27 19:41:00-03","NY","NYBG","633854","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"A. P. Duarte","8862","1965","02","South America","Brazil","Entre Linhares e S. Matheus","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633854",NA,"22","Espírito Santo","Linhares","-39.961364","-19.055875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00960140","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"J. E. de Paula","73","1965","04","South America","Brazil","Paraopeba, Horto Florestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033883' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960140","NY00960140_01","05","Minas Gerais","Paraopeba","-44.4042","-19.2744",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1135517","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","maranonica","Chamaecrista ensiformis maranonica","(H.S.Irwin) H.S.Irwin & Barneby",NA,"U. N. Maciel","410","1979","12","South America","Brazil","Itinga do Pará, Fazenda Caboré.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373567' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135517","NY01135517_01","03","Pará","Paragominas","-47.538503","-4.436442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","633857","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"A. F. M. Glaziou","8940",NA,NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633857","NY00633857_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00960065","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","maranonica","Chamaecrista ensiformis maranonica","(H.S.Irwin) H.S.Irwin & Barneby",NA,"N. A. Rosa","2580","1978","07","South America","Brazil","Sao José de Ribamar; margem direita da estrada de Ribamar, km 10.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960065","NY00960065_01","11","Maranhão","São José de Ribamar","-44.0542","-2.5619",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","633865","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"A. P. Duarte","9016","1965","02","South America","Brazil","Entre Cabo Frio e Araruma","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633865","NY00633865_01","27","Rio de Janeiro","Cabo Frio","-42.0183","-22.8794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1135516","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","maranonica","Chamaecrista ensiformis maranonica","(H.S.Irwin) H.S.Irwin & Barneby",NA,"M. G. da Silva","2747","1976","09","South America","Brazil","Paragominas, Rodovia BR-010, Itinga do Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371990' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135516","NY01135516_01","03","Pará",NA,"-47.536261","-4.435682",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00960131","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"C. Porto","2175","1932","02","South America","Brazil","Arredores de Belo Horizonte","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960131","NY00960131_01","22","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00749132","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis",NA,"Chamaecrista ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"F. Chagas e Silva","47","1979","07","South America","Brazil","Arredores de Terezina próximo ao estádio Alberto","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=888545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749132","NY00749132_01","27","Goiás",NA,NA,NA,NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00960147","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"C. Lage","s.n.","1938","01","South America","Brazil","Hôrto Florestal do Distrito Federal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960147","NY00960147_01","06","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
