"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","class","infraspecificEpithet","relatedCatalogItem"
"11","2020-11-04 11:14:28-03","ESALQ","ESA","109835","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29362.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109835","ESA109835",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:14:28-03","ESALQ","ESA","104498","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cf. viridiflora","Eugenia cf. viridiflora","Cambess.","Costa, R.F.","Aguiar, O.T.","1013.0","2002","03","14",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA104498",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:14:28-03","ESALQ","ESA","36415","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cf. viridiflora","Eugenia cf. viridiflora","Cambess.","Costa, R.F.","Moraes, P.L.R.","408.0","1991","01","14",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA036415",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:42-03","ESALQ","ESA","104761","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora",NA,NA,"Lima, R.A.F.","748.0","2008","03","12",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,"ESA104761","ESA104761",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:14:42-03","ESALQ","ESA","28901","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Kawasaki, M.L.","Ivanauskas, N.M.","733.0","1996","01","01",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028901","ESA028901",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:42-03","ESALQ","ESA","17445","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Kawasaki, M.L.","Moraes, P.L.R. et al.","1145.0","1995","01","19",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017445","ESA017445",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:42-03","ESALQ","ESA","7156","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Kawasaki, M.L.","Moraes, P.L.R.","647.0","1992","01","20",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA007156","ESA007156",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:14:42-03","ESALQ","ESA","79490","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Mazine, F.F.","Farah, F.T.","1703.0","2000","01","01",NA,"Brasil","São Paulo","Orlândia","Faz. Vale do Rosário","-47.8800010681152","-20.7199993133545",NA,NA,"ESA079490","ESA079490",NA,NA,NA,"16147","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:42-03","ESALQ","ESA","7850","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Mazine, F.F.","Moraes, P. L. de R.","762.0","1992","11","18",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA007850","ESA007850",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034034","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","M. Sobral, 2000.","J. M. Silva; E. Barbosa, L.A. Ferreira","3060","1999","9","29",NA,"Brazil","Parana","Morretes","Serra da Plata, trilha para o cume.","-48.8167","-25.4667",NA,"Coor from www.fallingrain.com/world; Arvore, 10m, fruto imaturo. Floresta atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:36:14-03","UNICAMP","UEC","178212","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","et al.; Gomes, JAMA","Gomes, JAMA; Santos, OA; Santos, S; Benedetti, FJ","50362","2007","10","10",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba).","-45.143086","-23.619469",NA,"Árvore 9m alt., 43,4cm PAP.&nf;; Floresta Ombrófila Densa Submontana.","UEC002725","UEC002725","350","350",NA,NA,NA,NA,NA,"-45.143086","-23.619469",NA,NA,NA,NA,NA
"22","2021-03-01 16:36:14-03","UNICAMP","UEC","189003","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Mazine, FF","Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","291","2015","02","12",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.986667","-24.064722",NA,"Árvore, 22 m de altura e 1,91 cm de DAP; Floresta Ombrófila Densa","UEC119542","UEC119542","800","800","2015",NA,NA,NA,NA,"-47.986667","-24.064722",NA,NA,NA,NA,NA
"23","2020-12-04 13:19:27-03","UDESC","LUSC","7987","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg",NA,"Duarte, A.R.","511",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho.","-47.9199981689453","-24.3799991607666",NA,NA,"LUSC006939","LUSC006939",NA,NA,"1996","34059","auto","10","10",NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:03:22-03","FURB","FURB","32164","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M","Korte, A.; Kniess, A.","4121","2010","08","18",NA,"Brasil","Santa Catarina","Joinville","Barragem do 8º Salto - Serra do Piraí.","-49.0505556","-26.2802778",NA,"Fito IFFSC 1026 /N/29 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto verde;","FURB02429","FURB02429","698","698","2010",NA,NA,"10","25","-49.0505556","-26.2802778",NA,NA,NA,NA,NA
"25","2020-10-14 10:03:22-03","FURB","FURB","60451","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3354","2018","08","31",NA,"Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória.","-48.69","-26.19",NA,"fruto imaturo Habitat: interior da unidade amostral Habito: árvore","FURB60451","FURB60451",NA,NA,"2018",NA,NA,"08","31","-48.6900000","-26.1900000",NA,NA,NA,NA,NA
"26","2021-03-16 17:53:52-03","UCS","HUCS","16799","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O. Berg","Sobral, M.","Silva, J.M.","3060","1999","09","29",NA,"Brasil","Paraná","Morretes","Serra da Prata, trilha para o cume","-48.834400177002","-25.476900100708",NA,"árvore, 10m, fruto imaturo.; Floresta Atlântica",NA,NA,NA,NA,"2000","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:36:28-03","MBM","MBM","345115","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Ribas, O.S.","Ribas, O.S.; Lopes, C.V.G.; Lopes, C.V.G.","7879","2007","09","01","Southern America","Brazil","Paraná","Doutor Ulysses","Mata dos Lima, Varzeão.","-49.4197006225586","-24.5680999755859",NA,"Arvoreta, 4m, fruto imaturo. Transição Floresta Ombrófila Densa - Floresta Ombrófila Mista.","MBM345115","MBM345115",NA,NA,"2008","32237","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:36:28-03","MBM","MBM","162871","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","60099","1993","11","11","Southern America","Brazil","Espírito Santo","Marechal Floriano","Rod. BR-262","-40.6831016540527","-20.4127998352051",NA,NA,"MBM162871","MBM162871",NA,NA,NA,"23038","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:36:28-03","MBM","MBM","64930","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M.","Hatschbach, G.","41785","1978","12","14","Southern America","Brazil","Paraná","Antonina","Rio Pequeno","-48.7118988037109","-25.4286003112793",NA,NA,"MBM064930","MBM064930",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:36:28-03","MBM","MBM","2453","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M.","Hatschbach, G.","16254","1967","04","07","Southern America","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,"MBM002453","MBM002453",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:36:28-03","MBM","MBM","1177","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","14724","1966","09","15","Southern America","Brazil","Paraná","Morretes","Rio Ipiranga","-48.834400177002","-25.476900100708",NA,NA,"MBM001177","MBM001177",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:36:28-03","MBM","MBM","9208","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","20779","1969","01","15","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Capivari","-49.0553016662598","-25.3055992126465",NA,NA,"MBM009208","MBM009208",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:36:28-03","MBM","MBM","345116","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Ribas, O.S.","Ribas, O.S.; Lopes, C.V.G.; Lopes, C.V.G.","7861","2007","07","19","Southern America","Brazil","Paraná","Doutor Ulysses","Mata da Porda, Varzeão","-49.4197006225586","-24.5680999755859",NA,"Árvore, 5m, fruto imaturo. Floresta Ombrófila Densa.","MBM345116","MBM345116",NA,NA,"2008","32237","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:36:28-03","MBM","MBM","6606","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M.","Hatschbach, G.","18136","1967","12","14","Southern America","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,"MBM006606","MBM006606",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:36:28-03","MBM","MBM","241048","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M.","Silva, J.M.; Barboza, E.; Ferreira, L.A.; Barboza, E.; Ferreira, L.A.","3060","1999","09","29","Southern America","Brazil","Paraná","Morretes","Serra da Prata, trilha para o cume","-48.834400177002","-25.476900100708",NA,NA,"MBM241048","MBM241048",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:36:28-03","MBM","MBM","73206","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M.","Hatschbach, G.","44582","1982","02","18","Southern America","Brazil","Paraná","Morretes","Serra Marumbi, picada frontal","-48.834400177002","-25.476900100708",NA,NA,"MBM073206","MBM073206",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:36:28-03","MBM","MBM","9056","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M.","Hatschbach, G.","20137","1968","10","24","Southern America","Brazil","Paraná","Paranaguá","Rio Cambará","-48.5092010498047","-25.5200004577637",NA,NA,"MBM009056","MBM009056",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:36:47-03","MBM","MBM","53742","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Sobral, M.","Hatschbach, G.","9605","1961","12","21","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha, Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,"MBM053742","MBM053742",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-16 15:16:27-03","MNHN","RECOLNAT_MNHN_P","P01902690","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","var. β <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902690' target='other'> <mi>dwc_moreinfo</mi></a>","P01902690","P01902690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","B1 1607",NA,NA,NA
"40","2015-11-07 07:19:22-02","MNHN","RECOLNAT_MNHN_P","P01902691","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","var. α <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902691' target='other'> <mi>dwc_moreinfo</mi></a>","P01902691","P01902691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","B1 1564",NA,NA,NA
"41","2015-04-24 16:31:56-03","MNHN","RECOLNAT_MNHN_P","P01902692","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","var. α <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902692' target='other'> <mi>dwc_moreinfo</mi></a>","P01902692","P01902692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","B1 1564",NA,NA,NA
"42","2015-04-24 16:31:40-03","MNHN","RECOLNAT_MNHN_P","P01902693","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","var. β <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902693' target='other'> <mi>dwc_moreinfo</mi></a>","P01902693","P01902693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","B1 1607",NA,NA,NA
"43","2015-04-24 16:31:52-03","MNHN","RECOLNAT_MNHN_P","P01902694","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","var. β <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902694' target='other'> <mi>dwc_moreinfo</mi></a>","P01902694","P01902694_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","B1 1607",NA,NA,NA
"44","2015-04-24 16:32:00-03","MNHN","RECOLNAT_MNHN_P","P01902695","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","var. α <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902695' target='other'> <mi>dwc_moreinfo</mi></a>","P01902695","P01902695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","B1 1564",NA,NA,NA
"45","2020-12-11 11:39:08-03","UFMG","BHCB","97313","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg",NA,"Zipparro, VB","1842","2000","01","11","Southern America","Brasil","São Paulo","Sete Barras","Parque Intervales - Base Saibadela","-47.9199981689453","-24.3799991607666",NA,"Árvore com cerca 9m de altura; presença de botões e flores brancas.",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:39:08-03","UFMG","BHCB","59533","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg",NA,"Silva, JM; et al.","3060","1999","09","29","Southern America","Brasil","Paraná","Morretes","Serra da Prata, Trilha para o Cume","-48.834400177002","-25.476900100708",NA,"Árvore, 10m, fruto imaturo. Floresta atlântica.","BHCB001907","BHCB001907",NA,NA,"2000","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2018-05-28 17:23:58-03","UNIOESTE","UNOP","6340","S","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O. Berg","Ribas, O.S.","Ribas, O.S.; Lopes, C.V.G.; Lopes, C.V.G.","7861","2007","07","19",NA,"Brasil","Paraná","Doutor Ulysses","Mata da Porda,Varzeao.","-49.4197006225586","-24.5680999755859",NA,"Árvore, 5 m, frutos imaturos. Floresta Ombrófila Densa.",NA,NA,NA,NA,"2008","32237","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-08-31 09:07:47-03","INPA","INPA","268757","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Kawasaki, ML","Moraes, PLR de","1145","1995","01","19","Southern America","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho.","-47.9900016784668","-23.8700008392334",NA,NA,"INPA0268757",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-26 13:56:42-03","IMA","MAC","57641","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","M.Sobral","L.Nusbaumer; A.Cailliau","4433","2014","11","26",NA,"Brasil","Pernambuco","Lagoa do Ouro","Reserva Biológica de Pedra Talhada, Floresta ombrófila submontana de planície.","-36.736558","-9.359558",NA,"Árvore ca. 8 m. Fruto em esfera achatada verde, tornando-se amarelo.; Mata Atlântica.","MAC0057641","MAC0057641",NA,NA,"2017",NA,NA,NA,NA,"-36.736558","-9.359558",NA,NA,NA,NA,NA
"50","2021-01-26 13:56:42-03","IMA","MAC","57693","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","M.Sobral","L.Nusbaumer","4254","2014","10","28",NA,"Brasil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada, Floresta ombrófila submontana de planície.","-36.735094","-9.369617",NA,"Arbusto ca. 8 m. Fruto esférico amarelo com 4 sépalas.; Mata Atlântica.","MAC0057693","MAC0057693",NA,NA,"2017",NA,NA,NA,NA,"-36.735094","-9.369617",NA,NA,NA,NA,NA
