"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","relatedCatalogItem","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"11","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469928","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris","(Lindl.) Barb.Rodr.","Steen J van der",NA,NA,NA,"Donselaar J van; Donselaar- Bokkel Huinink WAE van",NA,"1958","08","01","Surinam",NA,NA,"Lobin-savanna inter Zanderij I et Hannover.",NA,NA,NA,NA,NA,NA,NA,"On sandy loam, among Trachypogon plumosus.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469928 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-U1469928","NL-U1469928","U 0181792",NA,NA,NA,NA
"12","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469929","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris","(Lindl.) Barb.Rodr.","Steen J van der",NA,NA,NA,"Kramer KU; Hekking WHAM",NA,"1961","02","19","Surinam","Saramacca",NA,"Kappel-savanna prope pedem australem montis. Tafelberg (distr. Saramacca).",NA,NA,NA,NA,NA,NA,NA,"Moist,open place in Bactris-thickets in the s. part, sand (plot 4, A 10 in pt.).<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469929 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-U1469929","NL-U1469929","U 0181791",NA,NA,NA,NA
"13","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469930","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris","(Lindl.) Barb.Rodr.","Steen J van der",NA,NA,NA,"Oldenburger FHF; Norde R; Schulz JP",NA,"1968","10","11","Surinam",NA,NA,"Sipaliwini savanna area on Brazilian frontier. S. of 4-Gebroeders' Mts.",NA,NA,NA,NA,NA,NA,NA,"On Paspalum albidulum hill. Soil surface fine sand. Vegetation: Paspalum albidulum; Bulbostylis spadicea ; Tibouchina aspera.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-U1469930","NL-U1469930","U 0181790",NA,NA,NA,NA
"14","2020-02-08 08:46:55-03","NBC","NL-BOTANY","L.1526936","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Spiranthes","rupestris","Spiranthes rupestris","Lindl.",NA,NA,NA,NA,"Hatschbach GG",NA,"1962","03","25","Brazil",NA,NA,"Parana(Brasil). Ponta Grossa. Rod. Gov. Lupion, Rio Tibagi.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1526936 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-L1526936","NL-L1526936",NA,NA,NA,NA,NA
"15","2020-11-04 12:17:40-03","ESALQ","ESA","131742","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola",NA,"Vieira, T.L.","2014","02","11","Mota, R.C. et al.","2519.0","2003","08","08","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,NA,"auto",NA,NA,"ESA131742","ESA131742",NA,NA,NA,NA,NA
"16","2020-12-20 21:18:47-03","UFV","VIC","45799","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Guimarães, L.R.S.","2010","09","13","Paula, C.C. de; et al.","311","2002","09","21","Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco, Area 2","-43.638611","-20.506389","-43.638611","-20.506389",NA,"1323","1323","Terrestre; campo graminóide; erva de 0,27m; frequencia de 1 indivíduo num raio de aprox. 5m, Folhas verde; tépalas de branco a verde; labelo verde com bordo branco; escapo e ovário verdes; brácteas escapais e florais verde claro.; Folh",NA,NA,NA,"VIC045799","VIC045799",NA,NA,NA,NA,NA
"17","2019-11-27 13:51:19-03","UFS","ASE","19646","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F. Barros","Santos, LAS","2011","01",NA,"Santos, LAS; Carregosa, T; Nascimento - Júnior, JE; Menezes, IRN; Melo, DS","447","2010","12","22","Brasil","Sergipe","São Domingos","Serra da Miaba, Morro próximo ao poço 17","-37.567778","-10.791667","-37.567778","-10.791667",NA,NA,NA,"Erva terrestre, aproximadamente 20 cm de altura. Presença de pêlos bem finos por todo o caule, folhas amplexicaules verde claro, planta em vários tons de verde, presença de lista verde escuro nas sépalas e pétalas, labelo em forma de",NA,"Southern America",NA,"ASE0008581","ASE0008581",NA,NA,NA,NA,NA
"18","2019-08-20 10:01:02-03","UNICAMP","UEC","101984","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Sarcoglottis","cogniauxiana","Sarcoglottis cogniauxiana","(Barb.Rodr.) Schltr.","Singer, RB","2005","05","14","Kinoshita, LS; Pansarin, ER; Santos, SL","98/509","1998","10","07","Brazil","Minas Gerais","Carrancas","Vargem Grande, Entre rochas.","-44.6425018310547","-21.4874992370605",NA,NA,"21143",NA,NA,NA,"auto",NA,NA,"UEC027116","UEC027116",NA,NA,NA,NA,NA
"19","2021-03-01 16:20:19-03","UNICAMP","UEC","157141","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris","(Lindl.) Barb.Rodr.","Borba, EL","1995","06",NA,"Stehmann, JR; Zappi, DC","s.n.","1990","09","11","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça, Gruta do Padre Caio.","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,"Herbáceo, flores esverdeadas.; Campo rupestre.","auto",NA,NA,"UEC008406","UEC008406",NA,NA,NA,NA,NA
"20","2019-08-20 10:01:02-03","UNICAMP","UEC","117745","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Sarcoglottis","rupicola","Sarcoglottis rupicola","Garay",NA,NA,NA,NA,"Koehler, S","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,"Data de floração: 1.I.2005. Material coletado para extração de DNA.","auto",NA,NA,"UEC027098","UEC027098",NA,NA,NA,NA,NA
"21","2019-11-06 09:56:54-03","UFOP","OUPR","21856","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupestris","Veyretia rupestris","(Barb.Rodr.) Szlach.","Berg, C. van den","2009",NA,NA,"Messias, M.C.T.B.","2137","2008","08","08","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Alegria 7, Samarco Mineração","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva geófita, 25cm, flores barncas, escapo verde claro, carnoso. Campos ferruginosos","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:38:42-03","MBM","MBM","129853","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Pelexia","aphylla","Pelexia aphylla","(Vell.) Schltr.","Buzatto, C.R.","2010","11","02","Hatschbach, G.; Nicolack, V.; Nicolack, V.","53092","1989","05","22","Brazil","Minas Gerais","Gouveia","Rod. BR 259, próximo ao trevo para Datas","-43.7407989501953","-18.4543991088867",NA,NA,"37970","1100","1100","Campo rupestre. Flor verde, ápice alvescente","auto","Southern America",NA,"MBM129853","MBM129853",NA,NA,NA,NA,NA
"23","2020-12-21 16:38:51-03","MBM","MBM","32354","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris","(Rodr.) Schltr.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","34711","1974","07","23","Brazil","Mato Grosso","Rondonópolis","Serra da Petrovina","-54.6356010437012","-16.4708003997803",NA,NA,"69781",NA,NA,NA,"auto","Southern America",NA,"MBM032354","MBM032354",NA,NA,NA,NA,NA
"24","2020-12-21 16:38:51-03","MBM","MBM","32353","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris","(Rodr.) Schltr.","Pabst, G.",NA,NA,NA,"Hatschbach, G.; Ferreira, L.B.; Ferreira, L.B.","35390","1974","10","26","Brazil","Mato Grosso","Morro do Pilar","Morro do Pilar, arredores",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"MBM032353","MBM032353",NA,NA,NA,NA,NA
"25","2020-12-21 16:38:51-03","MBM","MBM","59911","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris","(Rodr.) Schltr.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","41632","1978","10","21","Brazil","Minas Gerais","Grão Mogol","Córrego do Pasto","-42.8897018432617","-16.5594005584717",NA,NA,"67219",NA,NA,NA,"auto","Southern America",NA,"MBM059911","MBM059911",NA,NA,NA,NA,NA
"26","2020-12-21 16:38:49-03","MBM","MBM","18929","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris","(Rodr.) Schltr.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","27482","1971","09","08","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto","Southern America",NA,"MBM018929","MBM018929",NA,NA,NA,NA,NA
"27","2015-12-14 12:15:44-02","MNHN","RECOLNAT_MNHN_P","P00362940","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Batista",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00362940' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00362940","P00362940_01",NA,"B1 2036",NA,NA,NA
"28","2020-10-01 14:26:14-03","JBB","HEPH","21107","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Meneguzzo, TEC","2010","07","20","Salles, AEH","3308","2004","11","13","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó. Próximo a Estátua do Juquinha","-43.541389","-19.256944","-43.541389","-19.256944",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-10-01 14:26:14-03","JBB","HEPH","6864","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Meneguzzo, TEC","2009","12","20","Batista, JAN","5","1989","08","27","Brasil","Distrito Federal","Brasília","Lago Norte","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-01 14:26:14-03","JBB","HEPH","3966","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Meneguzzo, TEC","2009","12","20","Bianchetti, LB","428","1979","06","18","Brasil","Distrito Federal","Brasília","MLN-QL 14","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:44:54-03","UFMG","BHCB","134661","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Batista, JAN","2930","2008","10","04","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.547778","-19.271583","-43.547778","-19.271583",NA,"1240","1240","Erva terrestre, em mancha de campo limpo associado a campo rupestre com afloramento de quartzito. Rara no local. Flores verde-esbranquiçadas.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:44:54-03","UFMG","BHCB","141947","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Oliveira, CT; Giacomin, LL","16","2008","08","26","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Coletada na subida para o Pico Conceição.","-43.526667","-20.100833","-43.526667","-20.100833",NA,"1547","1547","Erva de 25cm, flores brancas e verdes.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:44:54-03","UFMG","BHCB","155632","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,"2016","07","11","Giorni, VT","s.n.","2010","08","13","Brasil","Minas Gerais","Mariana","Samarco - Complexo do Germano","-43.469444","-20.230278","-43.469444","-20.230278",NA,"1002","1002","Herbáceo; Campo rupestre sobre canga",NA,"Southern America",NA,"BHCB030077",NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:44:54-03","UFMG","BHCB","194916","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Vidal, CV","s.n.","2018","08","21","Brasil","Minas Gerais","Catas Altas",NA,"-43.686917","-20.388258","-43.686917","-20.388258",NA,"1596","1596","Campo Rupestre sobre Canga",NA,"Southern America",NA,"BHCB194916",NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:44:54-03","UFMG","BHCB","159761","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,"2016","07","11","Mansur, T; Tameirão Neto, E; Vidal, CV","222","2011","09","08","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.988261","-20.117611","-43.988261","-20.117611",NA,NA,NA,"Herbáceo; Campo rupestre sobre quartzito",NA,"Southern America",NA,"BHCB029365",NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:44:54-03","UFMG","BHCB","163280","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,"2013","02",NA,"Tameirão Neto, E; Vidal, CV","5152","2012","08","16","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.370833","-19.084722","-43.370833","-19.084722",NA,NA,NA,"Campo rupestre sobre formação ferrífera; Herbáceo",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:44:54-03","UFMG","BHCB","135688","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Soares, PN; Romero, R; Mello, FNA; Rosa, PO","8074","2008","09","23","Brasil","Minas Gerais","Diamantina","Estrada Diamantina- Curvelo0, ca. de 15 km de Gouveia.","-43.835278","-18.559361","-43.835278","-18.559361",NA,"1057","1057","Campo rupestre. terrestre, ca. 0,4m. Tépalas verde e brancas.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:44:54-03","UFMG","BHCB","180143","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,"2013","09","12","Batista, JAN; Carvalho, BM de; Paula, MV de","3284","2013","09","12","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Próximo a área dos alojamentos.","-43.343611","-18.120283","-43.343611","-18.120283",NA,"824","824","Erva terrestre. Ocasional. Sem folhas . Em plena floração. Ovário verde, bráctea verde-claro. Sépalas com a base verde, do meio para o ápice branccom uma linha longitudinal central verde; pétalas brancas, com uma linha central longitu",NA,"Southern America",NA,"BHCB032466",NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:44:54-03","UFMG","BHCB","49241","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Lombardi, JA","3204","1999","10","01","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, próximo à estrada junto ao Juquita","-43.551111","-19.258056","-43.551111","-19.258056",NA,NA,NA,"Campo rupestre; erva; sem folhas; tépalas brancas com centro verde.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:44:54-03","UFMG","BHCB","48591","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,"2006","03",NA,"Nogueira, MM; et al.","s.n.","1998","09","25","Brasil","Minas Gerais","Diamantina","Biribiri","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"flores brancas com listras verdes; labelo branco; toda base da flor e haste floral verde; Campo rupestre; em solo arenoso","auto","Southern America",NA,"BHCB001569","BHCB001569",NA,NA,NA,NA,NA
"41","2020-12-11 11:44:54-03","UFMG","BHCB","92491","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Mota, RC da","2612","2002","07","24","Brasil","Minas Gerais","Serro","Milho Verde","-43.3793983459473","-18.604700088501",NA,NA,"37754",NA,NA,"Planta coletada em campo limpo; erva terrestre; flores esverdeadas.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:44:54-03","UFMG","BHCB","92398","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Mota, RC da; et al.","2519","2003","08","08","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,"Planta coletada em campo sujo; erva terrestre; perianto verde-claro com uma listra central verde-escuro em cada segmento.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:44:54-03","UFMG","BHCB","92409","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Mota, RC da; et al.","2530","2003","08","01","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,"Planta coletada em campo rupestre; erva terrestre; flores verde-claras.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:44:54-03","UFMG","BHCB","105155","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Mota, RC da; et al.","3133","2006","09","15","Brasil","Minas Gerais","São Gonçalo do Rio Preto","PE do Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,"26697",NA,NA,"Planta coletada em campo limpo; erva terrestre; flores brancas com listras verdes.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:44:54-03","UFMG","BHCB","29571","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Teixeira, WA","s.n.","1995","08","07","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,"Campo rupestre; canga; herbáceo; coletada na Serra dos Inconfidentes, MBR; flores esbranquiçadas.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:44:54-03","UFMG","BHCB","98799","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Tameirão Neto, E","4005","2005","10","09","Brasil","Minas Gerais","Grão Mogol","Plantar MG-15, Fazenda Tamanduá.","-42.8897018432617","-16.5594005584717",NA,NA,"67219",NA,NA,"Cerrado; herbáceo.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:44:54-03","UFMG","BHCB","16541","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Pequeno, PHA; et al.","s.n.","1989","10","04","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,"14750",NA,NA,"Campo rupestre; herbáceo; flores brancas.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
