"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount"
"24","2019-11-21 14:54:20-03","UFJF","CESJ","64218","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","J.H.C. Ribeiro; L.D. Santana","371","2014","05","12","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, Chapadão.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Erva no campo de altitude.","CESJ064218",NA,"Baependi",NA,"V.A.O. Dittrich",NA,NA,NA,NA,NA,NA,"29865","auto",NA,NA,NA
"25","2019-11-21 14:54:20-03","UFJF","CESJ","25495","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","R.F. Novelino","206","1984","06","02","América do Sul","Brasil","São Paulo","Caminho para São José dos Alpes. 1800msm.","-45.5900001525879","-22.7299995422363",NA,NA,NA,"No barranco, heliófila.","CESJ025495",NA,"Campos do Jordão",NA,"R.F. Novelino","1984","06","11",NA,NA,NA,"21048","auto",NA,NA,NA
"26","2019-11-21 14:54:20-03","UFJF","CESJ","64257","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","V.A.O. Dittrich; A.A. Vale; J.H.C. Ribeiro; L.D. Santana","1889","2014","05","11","América do Sul","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Picada para o Pico do Papagaio","-44.641972","-22.043806","2037","2037",NA,"Rupícola em afloramento rochoso em domínio de Floresta Atlântica","CESJ064257",NA,"Aiuruoca",NA,"V.A.O. Dittrich","2014","05",NA,"-44.641972","-22.043806",NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:54:20-03","UFJF","CESJ","3214","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Lanstyack","s.n.","1937","04",NA,"América do Sul","Brasil","São Paulo","Monte Serrat","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"CESJ003214",NA,"Campos do Jordão",NA,"A.C. Brade","1944",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA
"28","2019-11-21 14:54:20-03","UFJF","CESJ","3407","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","A.C. Brade","s.n.","1935","05","21","América do Sul","Brasil","Rio de Janeiro","Monte Serrat","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Sobre pedras.","CESJ003407",NA,"Itatiaia",NA,"A.C. Brade","1935",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"29","2020-01-03 19:05:27-03","UFJF","CESJ","3215","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Lytoneuron","itatiaiense","Lytoneuron itatiaiense","(Fée) Yesilyurt","A.C. Brade","15513","1937","03",NA,"América do Sul","Brasil","Rio de Janeiro","2200msm.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"CESJ003215",NA,"Itatiaia",NA,"N.S. Smith-Braga","2019","12","11",NA,NA,NA,"19648","auto",NA,NA,NA
"30","2019-12-18 15:50:54-03","UFOP","OUPR","11570","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","itatiaiense","Lytoneuron itatiaiense","(Fée) Yesilyurt","Badini, J.","s.n.","1975","02","01",NA,"Brasil",NA,"Agulhas Negras",NA,NA,NA,NA,NA,"Erva. Debaixo da rocha. Ex Herbário da Escola Federal de Farmácia e Bioquímica de Ouro Preto No. 22338.",NA,NA,NA,NA,"Smith-Braga, N.S.","2019","12","02",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 19:17:48-03","UCS","HUCS","51598","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","itatiaiense","Lytoneuron itatiaiense","(Fée) Yesilyurt","Gonzatti, F.","4025","2017","11","19",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia","-44.732778","-22.361111","2200","2200",NA,"Rosetada em campo rupestre de altitude. Solo seco. Trilha para Prateleiras.","HUCS007608",NA,"Itatiaia",NA,"Gonzatti, F.","2021","02",NA,"-44.732778","-22.361111",NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:42:19-03","MBM","MBM","409810","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","Christ","Canestraro, B.K.; Pereira, J.; Matos, F.; Pereira, J.; Matos, F.","509","2013","02","11","Southern America","Brazil","Minas Gerais","Parque Nacional de Itatiaia, parte alta, trilha para as Agulhas Negras","-44.8699989318848","-22.283899307251",NA,NA,NA,"Humícola, heliófita, na trilha, frondes dimorfas.; Campos de Altitude.","MBM409810","MBM409810","Itamonte",NA,"Canestraro, B.K.","2013","04","26",NA,NA,NA,"26914","auto",NA,NA,NA
"33","2015-09-19 07:00:54-03","MNHN","RECOLNAT_MNHN_P","P00507778","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Glaziou, A.",NA,"1870","6","6",NA,"Brésil",NA,"Rio Janeiro, Itatiaia",NA,NA,NA,NA,"hb","Herb. A. Glaziou <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507778' target='other'> <mi>dwc_moreinfo</mi></a>","P00507778","P00507778_01 P00507778_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5348",NA
"34","2015-09-19 06:54:53-03","MNHN","RECOLNAT_MNHN_P","P00507779","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Glaziou, A.",NA,"1870","6","6",NA,"Brésil",NA,"Rio Janeiro, Itatiaia",NA,NA,NA,NA,"hb","reçu le 10 janvier 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507779' target='other'> <mi>dwc_moreinfo</mi></a>","P00507779","P00507779_01 P00507779_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5348",NA
"35","2015-09-17 00:31:03-03","MNHN","RECOLNAT_MNHN_P","P00507780","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Glaziou, A.",NA,"1870","6","6",NA,"Brésil",NA,"Rio Janeiro, Itatiaia",NA,NA,NA,NA,"hb","Herb. E. Cosson, Herb. A. Fée <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507780' target='other'> <mi>dwc_moreinfo</mi></a>","P00507780","P00507780_01 P00507780_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5348",NA
"36","2015-09-03 16:32:30-03","MNHN","RECOLNAT_MNHN_P","P01248529","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Brade, A.C.",NA,"1951","4","25",NA,"Brésil",NA,"Estado de Sao Paulo, Serra da Bocaina. Alto da Boa Vista",NA,NA,"1900",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248529' target='other'> <mi>dwc_moreinfo</mi></a>","P01248529","P01248529_01",NA,NA,"Brade",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20724",NA
"37","2015-09-03 16:32:30-03","MNHN","RECOLNAT_MNHN_P","P01248530","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Dusén, P.K.H.",NA,"1902","5","30",NA,"Brésil",NA,"Sa do Itatiaia",NA,NA,"2200",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248530' target='other'> <mi>dwc_moreinfo</mi></a>","P01248530","P01248530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1135",NA
"38","2015-09-03 16:32:30-03","MNHN","RECOLNAT_MNHN_P","P01248531","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Ule, E.",NA,"1894","3","1",NA,"Brasil","Rio de Janeiro","Serra de Itatiaia.","-44.5633010864258","-22.4960994720459",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248531' target='other'> <mi>dwc_moreinfo</mi></a>","P01248531","P01248531_01","Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"39","2020-09-29 14:53:44-03","UFPR","UPCB","61056","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Labiak, P.H.","4443","2008","01","11",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, subida para o Pico das Agulhas Negras.","-44.663056","-22.38","2650","2650",NA,"Rupícola. Campos de altitude..","UPCB0008396","UPCB0008396","Itatiaia",NA,"Labiak, P.H.","2008","01",NA,"-44.663056","-22.38",NA,NA,NA,NA,NA,NA
"40","2020-09-29 14:53:44-03","UFPR","UPCB","61100","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Labiak, P.H.","4284","2008","01","06",NA,"Brasil","São Paulo","Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.","-44.616667","-22.741944","1450","1450",NA,"Rupícola. Floresta Atlântica..","UPCB0008395","UPCB0008395","São José do Barreiro",NA,"Labiak, P.H.","2008","01",NA,"-44.616667","-22.741944",NA,NA,NA,NA,NA,NA
"41","2020-09-29 14:53:44-03","UFPR","UPCB","81901","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Matos, F.B.","2204","2013","02","12",NA,"Brasil","Rio de Janeiro","Serra da Mantiqueira, Parque Nacional do Itatiaia, trilha para o Pico Asa de Hermes Campo de altitude. 2400m","-44.675","-22.384",NA,NA,NA,"Terrestrial among rocks, along the trail to the summit.","UPCB0008398","UPCB0008398","Itatiaia",NA,"Matos, F.B.","2013","02",NA,"-44.675","-22.384",NA,NA,NA,NA,NA,NA
"42","2020-09-29 14:53:44-03","UFPR","UPCB","81883","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Matos, F.B.","2210","2013","02","12",NA,"Brasil","Rio de Janeiro","Serra da Mantiqueira, Parque Nacional do Itatiaia, trilha para o Pico das Agulhas Negras Campo de altitude.","-44.672","-22.384",NA,NA,NA,"Terrestrial among rocks, along the trail to the summit.","UPCB0008397","UPCB0008397","Itatiaia",NA,"Matos, F.B.","2013","11",NA,"-44.672","-22.384",NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","3316792","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","* EUGENIO","EUGENIO 3876","1946","1",NA,"South America","Brazil","São Paulo","Monte Itapeva. Campos do Jordão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J. Cislinski-Yesilyurt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2010-04-15 17:18:00-03","MO","MOBOT","3316985","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Alexander C. Brade","Brade 15512","1937","3",NA,"South America","Brazil","Rio de Janeiro","Estado do Rio - Statiaia, planals.",NA,NA,"2200.00000000",NA,NA,NA,NA,NA,NA,NA,"J. Cislinski-Yesilyurt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2010-04-15 17:18:00-03","MO","MOBOT","3317255","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Alexander C. Brade","Brade 20724","1951","4","26","South America","Brazil","São Paulo","Serra da Bocaina - Alto da Bõa Vista.",NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,NA,"J. Cislinski-Yesilyurt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
