"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","individualCount","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","class","typeStatus","relatedCatalogItem"
"19","2019-02-15 11:35:49-02","IPA","IPA","29776","S","Plantae","Plantae",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F. Ritter) N.P. Taylor & Zappi","Taylor, N.P.; Zappi, D.C.","1990",NA,NA,"Andrade-Lima","1974",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74-7544","Southern America",NA,"IPA0029776",NA,"pleurocarpus",NA,NA,NA
"20","2020-12-20 21:16:31-03","UFV","VIC","37998","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis","(Werderm.) F.Ritter",NA,NA,NA,NA,"Guarçoni, E.","2012","09","12","Brasil","Minas Gerais","Santana do Riacho","Lapinha, Morro do Lapinha.",NA,NA,NA,NA,"Rasteiro sépalas vermelhas, pétalas amarelas.",NA,"-43.7144012451172","-19.1688995361328","26557","auto","1974",NA,NA,"VIC037998","VIC037998",NA,NA,NA,NA
"21","2020-12-20 21:16:31-03","UFV","VIC","39915","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis leiocarpus","Taylor .N.P & Zappi","Santos, M.R.","2010","11","28","Santos, M.R.","2010","11","28","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Colunar, sobre areia , cascalho ou rocha.",NA,NA,NA,NA,NA,"29",NA,NA,"VIC039915","VIC039915","leiocarpus",NA,NA,NA
"22","2020-12-20 21:16:31-03","UFV","VIC","39928","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis leiocarpus","N.P Taylor & Zappi",NA,NA,NA,NA,"Santos, M.R.","2011","07","15","Brasil","Minas Gerais","Penha do França","Campo rupestre.",NA,NA,NA,NA,"Sobre areia cascalho ou rocha",NA,NA,NA,NA,NA,"129",NA,NA,"VIC039928",NA,"leiocarpus",NA,NA,NA
"23","2020-12-20 21:16:31-03","UFV","VIC","39932","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis leiocarpus","N.P Taylor & Zappi","Santos, M.R.","2010","11","25","Santos, M.R.","2010","11","25","Brasil","Minas Gerais","Conceição do Mato Dentro","Campo rupestre.",NA,NA,NA,NA,"colunar, sobre areia cascalho ou rocha.",NA,"-43.4249992370605","-19.0372009277344","60318","auto","26",NA,NA,"VIC039932","VIC039932","leiocarpus",NA,NA,NA
"24","2020-12-20 21:16:31-03","UFV","VIC","39916","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis minensis","(Werdm) F.Ritter","Santos, M.R.","2010","11","29","Santos, M.R.","2010","11","29","Brasil","Minas Gerais","Serra do Cipó","Campo rupestre.",NA,NA,NA,NA,"Colunar, sobre areia , cascalho ou rocha.",NA,NA,NA,NA,NA,"27",NA,NA,"VIC039916","VIC039916","minensis",NA,NA,NA
"25","2021-03-25 09:27:02-03","UNICAMP","UEC","114519","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis","F.Ritter","Aona, LYS",NA,NA,NA,"Aona, LYS; Belinello, R","2000","08","16","Brazil","Minas Gerais","Grão Mogol","Parque. Afloramento.","-43.491944","-16.944986","800","800","Botão com epiderme azulada.",NA,"-43.491944","-16.944986",NA,NA,"708",NA,NA,"UEC041408","UEC041408",NA,NA,NA,NA
"26","2021-03-01 16:27:13-03","UNICAMP","UEC","132038","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis","F.Ritter","Zappi, DC","2003",NA,NA,"Souza, VC; Souza, JP; Romão, GO; Araújo, AO","2001","07","09","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Joaquim Felício - Várzea da Palma, ca. 12 km de Joaquim Felício.","-44.198333","-17.69","1050","1050","Planta de ca. 1,2 m de altura; cladódio acinzentado; botões azul-escuros. Entre rochas.; Afloramento rochoso com campo alagável adjacente.",NA,"-44.198333","-17.69",NA,NA,"25553",NA,NA,"UEC041412","UEC041412",NA,NA,NA,NA
"27","2021-03-01 16:27:13-03","UNICAMP","UEC","39555","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis","F.Ritter","Zappi, DC","1999",NA,NA,"Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","1985","06","05","Brazil","Minas Gerais",NA,"Estrada Diamantina Km 5, Biri-Biri.",NA,NA,NA,NA,"Planta 0,5 m sobre pedras, flores azuis arroxeadas.",NA,NA,NA,NA,NA,"17603",NA,NA,"UEC041402","UEC041402",NA,NA,NA,NA
"28","2020-02-18 09:33:39-03","UNICAMP","UEC","103444","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F.Ritter) N.P.Taylor & Zappi","Aona, LYS",NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Belinello, R","1998","12","15","Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó, 500m após a entrada para a estrada da Usina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98/05",NA,NA,"UEC041398","UEC041398","pleurocarpus",NA,NA,NA
"29","2020-02-18 09:33:39-03","UNICAMP","UEC","103447","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F.Ritter) N.P.Taylor & Zappi","Aona, LYS",NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Belinello, R","1998","12","15","Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98/11",NA,NA,"UEC041410","UEC041410","pleurocarpus",NA,NA,NA
"30","2020-02-18 09:33:39-03","UNICAMP","UEC","103448","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F.Ritter) N.P.Taylor & Zappi",NA,NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Belinello, R","1998","12","16","Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó, Afloramento rochoso no Juquinha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98/13",NA,NA,"UEC041397","UEC041397","pleurocarpus",NA,NA,NA
"31","2020-02-18 09:33:39-03","UNICAMP","UEC","103452","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F.Ritter) N.P.Taylor & Zappi",NA,NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Belinello, R","1998","12","15","Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó, Afloramento rochoso no Juquinha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98/15",NA,NA,"UEC041395","UEC041395","pleurocarpus",NA,NA,NA
"32","2019-08-20 10:08:42-03","UNICAMP","UEC","103452","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F.Ritter) N.P.Taylor & Zappi",NA,NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Mendonça, T; Belinello, R","1998","12","15","Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó, Afloramento rochoso no Juquinha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98/15",NA,NA,"UEC041395","UEC041395","pleurocarpus",NA,NA,NA
"33","2021-03-01 16:27:13-03","UNICAMP","UEC","103454","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F.Ritter) N.P.Taylor & Zappi","Aona, LYS",NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Belinello, R","1998","12","16","Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó",NA,NA,NA,NA,"Afloramento rochoso no Juquinha.",NA,NA,NA,NA,NA,"98/14",NA,NA,"UEC041407","UEC041407","pleurocarpus",NA,NA,NA
"34","2020-02-18 09:33:39-03","UNICAMP","UEC","103415","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F.Ritter) N.P.Taylor & Zappi","Aona, LYS",NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Belinello, R","1998","12","18","Brazil","Minas Gerais","Diamantina","9,5 Km da estrada de terra para Corinto a partir da estrada Diamantina-Belo Horizonte.",NA,NA,NA,NA,NA,NA,"-43.6002998352051","-18.2493991851807","101169","auto","98/32",NA,NA,"UEC041401","UEC041401","pleurocarpus",NA,NA,NA
"35","2021-03-01 16:27:13-03","UNICAMP","UEC","51474","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis","F.Ritter","Zappi, DC","1999","12",NA,"Leitão Filho, HF; Bernacci, LC; Araújo, GM; Carvalho-Okano, RM; Vasconcellos, MB; Gomes, MJIR","1989","07","04","Brazil","Minas Gerais","Diamantina","A 15 Km N da cidade, Mata.",NA,NA,NA,NA,"Planta com 1,5 - 2m de altura, botões azul-enegrecidos, pétalas creme. Rupícola.",NA,"-43.6002998352051","-18.2493991851807","101169","auto","21874",NA,NA,"UEC041399","UEC041399",NA,NA,NA,NA
"36","2020-02-18 09:33:39-03","UNICAMP","UEC","103450","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F.Ritter) N.P.Taylor & Zappi",NA,NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Belinello, R","1998","12","17","Brazil","Minas Gerais","Diamantina","Sentido a Biri-Biri, a 10 km do Trevo de Diamantina.",NA,NA,NA,NA,NA,NA,"-43.6002998352051","-18.2493991851807","101169","auto","98/25",NA,NA,"UEC041403","UEC041403","pleurocarpus",NA,NA,NA
"37","2021-03-01 16:27:12-03","UNICAMP","UEC","103445","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis","F.Ritter",NA,NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Belinello, R","1998","12","17","Brazil","Minas Gerais","Diamantina","Sentido a Biri-Biri, afloramento rochoso a 5 Km do Trevo de Diamantina.",NA,NA,NA,NA,"Frutos azulados.",NA,"-43.6002998352051","-18.2493991851807","101169","auto","98/28",NA,NA,"UEC041404","UEC041404",NA,NA,NA,NA
"38","2021-03-01 16:27:13-03","UNICAMP","UEC","103451","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F.Ritter) N.P.Taylor & Zappi",NA,NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Belinello, R","1998","12","16","Brazil","Minas Gerais","Santana do Riacho",NA,NA,NA,NA,NA,"Em afloramento rochoso.",NA,"-43.7144012451172","-19.1688995361328","26557","auto","98/16",NA,NA,"UEC041405","UEC041405","pleurocarpus",NA,NA,NA
"39","2020-02-18 09:33:39-03","UNICAMP","UEC","103446","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F.Ritter) N.P.Taylor & Zappi","Aona, LYS",NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Belinello, R","1998","12","16","Brazil","Minas Gerais","Santana do Riacho","Em afloramento rochoso.",NA,NA,NA,NA,NA,NA,"-43.7144012451172","-19.1688995361328","26557","auto","98/17",NA,NA,"UEC041400","UEC041400","pleurocarpus",NA,NA,NA
"40","2021-03-01 16:27:12-03","UNICAMP","UEC","125536","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis","F.Ritter","Aona, LYS",NA,NA,NA,"Kinoshita, LS; Aona, LYS","2000","11","23","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Serra da Lapinha, campo rupestre localizado próximo a Cachoeira.",NA,NA,NA,NA,"12 costelas, medula lignificada, ocorrendo junto com Pilosocereus aurisetus subsp. aurisetus.",NA,"-43.7144012451172","-19.1688995361328","26557","auto","00/313",NA,NA,"UEC041409","UEC041409",NA,NA,NA,NA
"41","2020-02-18 09:33:39-03","UNICAMP","UEC","103449","S","Plantae","Magnoliopsida",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis pleurocarpus","(F.Ritter) N.P.Taylor & Zappi",NA,NA,NA,NA,"Aona, LYS; Faria, AD; Mansanares, ME; Feres, FR; Belinello, R","1998","12","17","Brazil","Minas Gerais","Serro","Sentido Serro-Milho Verde, a 10,4 Km do Posto de Carga Pesada.",NA,NA,NA,NA,NA,NA,"-43.3793983459473","-18.604700088501","37754","auto","98/23",NA,NA,"UEC041406","UEC041406","pleurocarpus",NA,NA,NA
"42","2019-11-05 16:46:30-03","UFOP","OUPR","25598","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis","(Werderm.) F.Ritter",NA,NA,NA,NA,"Martins, C.","2011","08","14","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.343583","-18.12025","800","800","Arbusto, 1,5m, fruto imaturo azul. Cerrado, afloramento rochoso.",NA,"-43.343583","-18.12025",NA,NA,"132",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:19:44-03","MBM","MBM","143700","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis","(Werd.) Ritter","Taylor, N.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","1985","05","23","Brazil","Minas Gerais","Datas","Córrego Água Limpa",NA,NA,NA,NA,NA,NA,"-43.6557998657227","-18.4456005096436","23532","auto","53108","Southern America",NA,"MBM143700","MBM143700",NA,NA,NA,NA
"44","2020-12-21 16:19:44-03","MBM","MBM","23392","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis plerocarpus","(Ritter) Taylor & Zappi","Zappi, D.C.",NA,NA,NA,"Hatschbach, G.","1972","08","05","Brazil","Paraná","Jaboticatubas","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29886","Southern America",NA,"MBM023392","MBM023392","plerocarpus",NA,NA,NA
"45","2020-12-11 11:34:14-03","UFMG","BHCB","49766","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis minensis","(Werderm.) Ritter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"minensis",NA,NA,NA
"46","2020-12-11 11:34:14-03","UFMG","BHCB","49896","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis minensis","(Werderm.) Ritter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"minensis",NA,NA,NA
"47","2020-12-11 11:34:14-03","UFMG","BHCB","120996","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis leiocarpus","N.P.Taylor & Zappi",NA,NA,NA,NA,"Almeida, TE; Souza, DT; Echternacht, LA; Viana, MM","2008","06","21","Brasil","Minas Gerais","Diamantina","Parque Nacional das Sempre Vivas, Região do rio e da Cachoeira Inhá-Cica. Campos limpos, Cerrados rupestre e Campos rupestres","-43.620861","-43.632361","690","690","Erva rupícola em afloramento rochoso no campo limpo. Frutos maduros azuis, recobertos por cera.",NA,"-43.620861","-43.632361",NA,NA,"1427","Southern America",NA,NA,NA,"leiocarpus",NA,NA,NA
