"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","continentOcean","preparationType","barcode","imagecode","typeStatus","class","fieldNumber"
"13","2021-03-15 16:37:00-03","NY","NYBG","02597085","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"A. Salino","1820","1993","08","28","Brazil","São Paulo","Analândia","Serra do Cuscuzeiro","-47.65","-22.13",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870636' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"950","950","Polypodiales","South America","sheet","NY02597085","NY02597085_01",NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02239932","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"T. E. Almeida","420","2006","10","02","Brazil","Minas Gerais","Diamantina","Parque Estadual do Biribiri. Estrada para a Fazenda Duas Pontes.","-43.58425","-18.1605",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2495635' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1036",NA,"Polypodiales","South America","sheet","NY02239932","NY02239932_01",NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02681319","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"F. B. Matos","2229","2013","02","13","Brazil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pico da Pedra Branca.","-46.3703","-21.975",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972919' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1650",NA,"Polypodiales","South America","sheet","NY02681319","NY02681319_01",NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2597092","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"R. de F. Novelino","783","1990","10","14","Brazil","Minas Gerais",NA,"Serra do Cipó, km 5 da estrada para Carmésia.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870644' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Polypodiales","South America","sheet","NY02597092","NY02597092_01",NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2597093","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"R. de F. Novelino","783","1990","10","14","Brazil","Minas Gerais",NA,"Serra do Cipó, km 5 da estrada para Carmésia.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870645' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Polypodiales","South America","sheet","NY02597093","NY02597093_01",NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","875307","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R. de F. N. Camargo",NA,NA,NA,"A. Salino","1570","1992","12","09","Brazil","Minas Gerais","Diamantina","Gruta do Salitre.","-43.6003","-18.2494",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959402' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Polypodiales","South America","sheet","NY00875307",NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2597132","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"A. Salino","395","1988","02","16","Brazil","Mato Grosso","Chapada dos Guimarães","Veu das Noivas.","-55.749698638916","-15.460599899292","107042",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870717' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,"500",NA,"Polypodiales","South America","sheet","NY02597132","NY02597132_01",NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2597087","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"M. C. Brügger","s.n.","1993","12","03","Brazil","Minas Gerais","Tiradentes","Serra de São José, Morro da Calçada.","-44.1781005859375","-21.1103000640869","10355",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870638' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,NA,NA,"Polypodiales","South America","sheet","NY02597087","NY02597087_01",NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02239927","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"T. E. Almeida","940","2007","04","30","Brazil","Minas Gerais","Bocaiúva","Parque Naiconal das Sempre Vivas. Mata do Beija-Flor e campo para a Mata do Beija-Flor.","-43.67136","-17.87886",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2495623' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1120",NA,"Polypodiales","South America","sheet","NY02239927","NY02239927_01",NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1039736","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"E. Schuettpelz","1418","2010","01","14","Brazil","Minas Gerais","Santo Antônio de Itambé","Serra do Espinhaço: about 3 km W of Santo Antônio do Itambé, near the Cachoeira da Fumaça.","-43.33445","-18.45475",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1490688' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"865",NA,"Polypodiales","South America","sheet","NY01039736","NY01039736_01",NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2597086","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"J. E. Z. Oliveira","387","1993","10","16","Brazil","Minas Gerais",NA,"Parque Florestal Estadual do Ibitipoca. Mata em frente a casa dos Pesquisadores, Próximo à cisterna, num paredão rochoso.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870637' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1385",NA,"Polypodiales","South America","sheet","NY02597086","NY02597086_01",NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","875303","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"L. C. N. Melo","168","2001","10","19","Brazil","Minas Gerais","Camanducaia","Pinheirão.","-46.1447","-22.7553",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959381' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1720","1720","Polypodiales","South America","sheet","NY00875303","NY00875303_01",NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","720447","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"A. Salino","11704","2007","03","12","Brazil","Minas Gerais","Rio Pardo de Minas","Distrito de Serra Nova, Parque Estadual da Serra Nova. Cadeia do Espinhaço.","-42.73583","-15.61547",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505301' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"810",NA,"Polypodiales","South America","sheet","NY00720447","NY00720447_01",NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2597089","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"P. L. Krieger","s.n.","1987","04","19","Brazil","Minas Gerais",NA,"Santa Rita do Ibitipoca.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870641' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Polypodiales","South America","sheet","NY02597089","NY02597089_01",NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","720615","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","F. B. Matos",NA,NA,NA,"A. Salino","12182","2007","06","17","Brazil","Minas Gerais","Lavras","Parque Florestal Quedas do Rio Bonito, trilha do Sauá.","-44.96828","-21.32983",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519112' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1000",NA,"Polypodiales","South America","sheet","NY00720615","NY00720615_01",NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","875306","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R. de F. N. Camargo",NA,NA,NA,"A. Salino","2095","1995","02","26","Brazil","Minas Gerais","Sapucaí-Mirim","Serra de Campestre.","-45.7425","-22.7481",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959396' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Polypodiales","South America","sheet","NY00875306","NY00875306_01",NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2597088","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"R. de F. Novelino","788","1990","10","14","Brazil","Minas Gerais",NA,"Serra do Cipó, km 5 da estrada para Carmésia.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870639' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Polypodiales","South America","sheet","NY02597088","NY02597088_01",NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","720582","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"A. Salino","9495","2004","03","08","Brazil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, Fazenda Duas Barras.","-40.06081","-16.39839",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2518025' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"725",NA,"Polypodiales","South America","sheet","NY00720582","NY00720582_01",NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2597094","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"R. de F. Novelino","695","1989","09","18","Brazil","Minas Gerais","Ouro Preto","Morro de São João.","-43.5080986022949","-20.2875003814697","44599",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870646' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,NA,NA,"Polypodiales","South America","sheet","NY02597094","NY02597094_01",NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2597091","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"R. de F. Novelino","695","1989","09","18","Brazil","Minas Gerais","Ouro Preto","Morro de São João.","-43.5080986022949","-20.2875003814697","44599",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870643' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,NA,NA,"Polypodiales","South America","sheet","NY02597091","NY02597091_01",NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2597090","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"R. de F. Novelino","806","1990","10","15","Brazil","Minas Gerais","Ouro Preto","Morro de São Sebastião.","-43.5080986022949","-20.2875003814697","44599",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870642' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,NA,NA,"Polypodiales","South America","sheet","NY02597090","NY02597090_01",NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","875305","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R. C. Moran",NA,NA,NA,"L. C. N. Melo","138","2001","07","19","Brazil","Minas Gerais","Camanducaia","Fazenda Quinzim, Rio Jaguari, Mata Ciliar da estrada para bairro Juncal.","-45.95036","-22.76994",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959390' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1425","1425","Polypodiales","South America","sheet","NY00875305","NY00875305_01",NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","875287","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","F. A. Carvalho; L. Teixeira",NA,NA,NA,"F. A. Carvalho","111","2000","03","15","Brazil","Minas Gerais","Nova Lima","Mata da Mutuca.","-43.8467","-19.9858",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958863' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Polypodiales","South America","sheet","NY00875287","NY00875287_01",NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","875320","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","R. C. Moran",NA,NA,NA,"A. Salino","3217","1997","07","14","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Casca Dánta.","-46.52022","-20.3056",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959543' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Polypodiales","South America","sheet","NY00875320","NY00875320_01",NA,NA,NA
"37","2019-12-04 15:26:12-03","PUCPR","HUCP","24425","S","Plantae","Monilofita","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Michelon, C","2010","05","26","Michelon, C","727","2010","05","08","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625","56988",NA,"Beira de riacho.","auto",NA,NA,NA,NA,NA,NA,NA,"HUCP00000511","HUCP00000511",NA,NA,NA
"38","2016-02-02 14:38:58-02","BGBM","B","B 20 0069924","S","Plantae",NA,"Polypodiaceae","Elaphoglossum","blanchetii","Elaphoglossum blanchetii","C.Chr.",NA,NA,NA,NA,"J. S. Blanchet","3932","1855","01",NA,"Brazil",NA,NA,"opp. Caldas in .. capoeira.",NA,NA,NA,NA,"plant material on the right <a href=http://herbarium.bgbm.org/object/B200069924 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,"Middle and South America",NA,"B200069924","B200069924","syntype",NA,NA
"39","2019-08-27 13:35:17-03","IAP","PACA-AGP","68781","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gertii","Elaphoglossum gertii","Sehnem","A. Sehnem SJ","1964",NA,NA,"Hatschbach, G.","10794","1963","12","22","Brasil","PR","Porto Amazonas","Fazenda São Luiz","-49.8903007507324","-25.5447006225586","14684",NA,"dos afloramentos rochosos, junto a córrego; ASSL 13731; Habitat: zona de campo","auto",NA,NA,"780","780","Polypodiales",NA,NA,"PACA068781","PACA068781","Holotipo","Filicopsida",NA
"40","2019-08-27 13:35:20-03","IAP","PACA-AGP","79235","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","A. Sehnem SJ","1973",NA,NA,"Hatschbach, G.","24112","1970","04","06","Brasil","PR","Arapoti","Rio das Perdizes","-49.8266983032227","-24.1578006744385","41852",NA,"Confirmado por Kieling-Rubio em 07.10.2011. Habitat: barrancos sombrios do rio","auto",NA,NA,NA,NA,"Polypodiales",NA,NA,"PACA079235",NA,NA,"Filicopsida",NA
"41","2019-08-27 13:35:20-03","IAP","PACA-AGP","79230","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","A. Sehnem SJ","1973",NA,NA,"Sehnem, A.","667","1935","09","13","Brasil","RS","São Leopoldo","Morro das Pedras","-51.1472015380859","-29.7602996826172","10287",NA,"Confirmado por Kieling-Rubio em 07.10.2011. Habitat: ad rupes in silvatico","auto",NA,NA,"150","150","Polypodiales",NA,NA,"PACA079230",NA,NA,"Filicopsida",NA
"42","2019-08-27 13:35:20-03","IAP","PACA-AGP","99711","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Kieling- Rubio, M. A.","2011","10","07","C. Steffens","236","2004","08","22","Brasil","RS",NA,"Tabaí, Morro Cabeça de Elefante.",NA,NA,NA,NA,"Em parede vertical, com substrato e com umidade, afloramento rochoso arenítico. Ciófita. Habitat: rupícola",NA,NA,NA,NA,NA,"Polypodiales",NA,NA,"PACA099711",NA,NA,"Filicopsida",NA
"43","2019-08-27 13:35:20-03","IAP","PACA-AGP","79236","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","A. Sehnem SJ","1971","11","15","Hatschbach, G.","26744","1971","04","15","Brasil","PR","Senges","Rio Itararé","-49.4636001586914","-24.1128005981445","55682",NA,"Confirmado por Kieling-Rubio em 07.10.2011. Habitat: paredões de arenito às margens rio","auto",NA,NA,NA,NA,"Polypodiales",NA,NA,"PACA079236",NA,NA,"Filicopsida",NA
