"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","continentOcean","preparationType","barcode","imagecode","typeStatus","class","fieldNumber"
"90","2019-11-21 14:52:34-03","UFJF","CESJ","24095","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","L.C.N. Melo","2008","05",NA,"R.F. Novelino; L. Krieger; J.L.Silva","CESJ761","1989","09","19","Brasil","Minas Gerais","Mariana","Serra do Frazão, km 7. Nas pedras, dentro da mata.","-43.4160995483398","-20.377799987793","33524",NA,"Fértil.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ024095",NA,NA,NA,NA
"91","2021-04-07 11:43:02-03","UFMS","CGMS","15485","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","C.R. Lehn","2006","05","30","C.R. Lehn","1065","2006","05","14","Brasil","Mato Grosso do Sul","Aquidauana","Piraputanga, Prox. Retiro Igreja Batista.","-55.7872009277344","-20.4710998535156","212961",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"CGMS1044969",NA,NA,NA,NA
"92","2020-03-12 10:29:06-03","UFOP","OUPR","17170","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","Matos, F.B.","2019","12","02","Rolim, L.B.; Silva, J.L.","s.n.","2003","06","02","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Tesoureiro.","-43.5080986022949","-20.2875003814697","44599",NA,"Saxícola. Mata de galeria, sobre rocha.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-10-14 10:01:07-03","FURB","FURB","36178","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","Gasper, AL de","2011","03","30","Gasper, A.L. de; Salino, A.; Bueno, M.L.; Leal, B.S.S. & Rezende, V.L.","2647","2011","03","17","Brasil","Minas Gerais","Delfim Moreira","Fazenda da Onça, Trilha do Pico do Carrasco.","-45.3433333","-22.6080556",NA,NA,"estava a 0,4 cm do chão Habitat: Floresta Ombrófila Mista; interior do fragmento Habito: epífita;",NA,"-45.3433333","-22.6080556","1687","1687",NA,NA,NA,"FURB00096","FURB00096",NA,NA,NA
"94","2021-03-16 17:56:41-03","UCS","HUCS","46308","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Gonzatti, F.","2017","09",NA,"Gonzatti, F.","3521","2017","04","13","Brasil","Pernambuco","Jaqueira","RPPN Frei Caneca, Mata do Quengo","-35.850333","-8.717389",NA,NA,"erva rizomatosa ereta, sobre tronco caído na mata ombrófila densa. Interior da mata, topo de morro.",NA,"-35.850333","-8.717389","753","753","Polypodiales",NA,NA,"HUCS001232","HUCS001232 HUCS001232_01",NA,NA,NA
"95","2021-03-16 17:56:41-03","UCS","HUCS","28833","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Gonzatti, F.","2014","10",NA,"Sartori, M.","67","2006","05","01","Brasil","Paraná","Lapa","Pedra da gruta do Monge","-49.7158012390137","-25.7696990966797","49965",NA,"sobre rochedos, interior da mata","auto",NA,NA,"800","800","Polypodiales",NA,NA,"HUCS001233","HUCS001233",NA,NA,NA
"96","2020-02-10 08:20:57-03","UTFPR","HCF","30496","S","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","J.M.A. Jesus","2019","10","24","V. Ariati","1703","2019","07","10","Brasil","PR","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625","56988",NA,"rupícola em margem de córrego no interior da floresta. Floresta Ombrófila Mista.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:23:04-03","MBM","MBM","21506","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gertii","Elaphoglossum gertii","Sehnem","Sehnem, A.","1979",NA,NA,"Hatschbach, G.","10794","1963","12","22","Brazil","Paraná","Porto Amazonas","Fazenda São Luiz","-49.8903007507324","-25.5447006225586","14684",NA,"Zona de campo, dos afloramentos de arenito junto a córrego (locaes escuros).","auto",NA,NA,"780","780",NA,"Southern America",NA,"MBM021506","MBM021506","ISOTYPE",NA,NA
"98","2020-12-21 16:23:04-03","MBM","MBM","60193","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","gertii","Elaphoglossum gertii","Sehnem","Sehnem, A.","1980",NA,NA,"Occhioni, P.","8683","1979","01","17","Brazil","Rio de Janeiro",NA,"Estrada para Agulhas Negras",NA,NA,NA,NA,"Rupestre",NA,NA,NA,NA,NA,NA,"Southern America",NA,"MBM060193","MBM060193",NA,NA,NA
"99","2020-12-21 16:23:06-03","MBM","MBM","351362","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Melo, L.C.N.","2008","05",NA,"Souza, F.S.; et al.; et al.","326","2007","12","08","Brazil","Minas Gerais","Rio Preto","RPPN São Lourenço do Funil","-43.8278007507324","-22.0891990661621","20815",NA,"Terrestre em campo rupestre","auto",NA,NA,"1139","1139",NA,"Southern America",NA,"MBM351362","MBM351362",NA,NA,NA
"100","2020-12-21 16:23:06-03","MBM","MBM","323423","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore",NA,NA,NA,NA,"Schwartsburd, P.B.; et al.; et al.","623","2005","01","12","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila velha","-50.1618995666504","-25.0949993133545","46557",NA,"Formações Areníticas (ambiente sombrio). Rupícola","auto",NA,NA,"1000","1000",NA,"Southern America",NA,"MBM323423","MBM323423",NA,NA,NA
"101","2020-12-21 16:23:06-03","MBM","MBM","323422","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore",NA,NA,NA,NA,"Schwartsburd, P.B.; et al.; et al.","677","2005","03","06","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,"Caão da Fortaleza, entre o Platô de arenitos. Ambiente muito úmido. Rupícola, grande população. Floresta Ombrófila Mista","auto",NA,NA,"1000","1000",NA,"Southern America",NA,"MBM323422","MBM323422",NA,NA,NA
"102","2020-12-21 16:23:06-03","MBM","MBM","387248","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Michelon, C.",NA,NA,NA,"Michelon, C.","1286","2012","03","26","Brazil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556",NA,NA,"Rupícola.; Interior de floresta em beira de riacho.",NA,"-50.706944","-24.100556","520","750",NA,"Southern America",NA,"MBM387248","MBM387248",NA,NA,NA
"103","2020-12-21 16:23:06-03","MBM","MBM","420955","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Matos, F.B.","2019","09",NA,"Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","3939","2018","11","14","Brazil","Minas Gerais","Mariana","Samarco","-43.468333","-20.227222",NA,NA,"Erva rupícola, crescendo em afloramento rochoso parcialmente sombreado; Vegetação secundária média/avançada",NA,"-43.468333","-20.227222","1005","1005",NA,"Southern America",NA,"MBM420955",NA,NA,NA,NA
"104","2020-12-21 16:23:06-03","MBM","MBM","424696","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Matos, F.B.","2019","09",NA,"Engels, M.E.; Silva, L.S.; Freitas, J.A.O.; Silva, L.S.; Freitas, J.A.O.","5178","2017","04","11","Brazil","Mato Grosso","Itaúba","Resgate da Flora da UHE Colíder","-55.641944","-10.960556",NA,NA,"Rupícola, sobre rochas no subosque da floresta. Pouco frequente.; Floresta do Planalto dos Parecís, região de ecótono entre Floresta Amazônica e Cerrado.",NA,"-55.641944","-10.960556","273","273",NA,"Southern America",NA,"MBM424696",NA,NA,NA,NA
"105","2020-12-21 16:23:06-03","MBM","MBM","424697","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Matos, F.B.","2019","09",NA,"Engels, M.E.; Silva, L.S.; Freitas, J.A.O.; Silva, L.S.; Freitas, J.A.O.","5200","2017","04","12","Brazil","Mato Grosso","Nova Canaã do Norte","Resgate da Flora da UHE Colíder","-55.736667","-10.969444",NA,NA,"Rupícola, às margens de riacho lajeado e encachoeirado, no subosque. Pouco frequente.; Floresta do Planalto dos Parecís, região de ecótono entre Floresta Amazônica e Cerrado.",NA,"-55.736667","-10.969444","273","273",NA,"Southern America",NA,"MBM424697",NA,NA,NA,NA
"106","2020-12-21 16:23:06-03","MBM","MBM","425971","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Matos, F.B.","2018",NA,NA,"Lozano, E.D.; Noguchi, G.; Silva, J.M.; Noguchi, G.; Silva, J.M.","3746","2017","08","10","Brazil","Paraná","Castro","Rio Iapó","-50.129556","-24.726528",NA,NA,"Terrícola em barranco, caoule prostrado, 80 cm, interior da mata.; Floresta Ombrófila Mista Aluvial.",NA,"-50.129556","-24.726528",NA,NA,NA,"Southern America",NA,"MBM425971",NA,NA,NA,NA
"107","2020-12-21 16:23:06-03","MBM","MBM","393739","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Michelon, C.","2013","07","06","Canestraro, B.K.; Lozano, E.D.; Engels, M.E.; Michelon, C.; Ariati, V.; Felitto,; Lozano, E.D.; Engels, M.E.; Michelon, C.; Ariati, V.; Felitto, G.; Larocca, P.","660","2013","07","06","Brazil","Paraná","Tibagi","Canyon També","-50.4136009216309","-24.5093994140625","56988",NA,"Saxícola, ciófila.; Campos Gerais, interior de floresta.","auto",NA,NA,NA,NA,NA,"Southern America",NA,"MBM393739","MBM393739",NA,NA,NA
"108","2020-12-21 16:23:06-03","MBM","MBM","424166","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Jesus, J.M.A.","2019","10","24","Ariati, V.; Roher, D.; Bittencourt, L.S.; Roher, D.; Bittencourt, L.S.","1703","2019","07","10","Brazil","Paraná","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625","56988",NA,"Rupícola em margem de córrego no interior da floresta.; Floresta Ombrófila Mista.","auto",NA,NA,NA,NA,NA,"Southern America",NA,"MBM424166",NA,NA,NA,NA
"109","2017-06-07 10:45:43-03","MNHN","RECOLNAT_MNHN_P","P00249840","PreservedSpecimen",NA,NA,"Pteridophyta","Elaphoglossum","blanchetii","Elaphoglossum blanchetii","(Mett.) C.Chr.","Novelino",NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249840' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00249840","P00249840_01",NA,NA,"3923"
"110","2015-09-19 09:00:15-03","MNHN","RECOLNAT_MNHN_P","P00249841","PreservedSpecimen",NA,NA,"Pteridophyta","Elaphoglossum","blanchetii","Elaphoglossum blanchetii","(Mett.) C.Chr.","Novelino",NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249841' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00249841","P00249841_01",NA,NA,"3923"
"111","2017-06-07 10:45:43-03","MNHN","RECOLNAT_MNHN_P","P00249842","PreservedSpecimen",NA,NA,"Pteridophyta","Elaphoglossum","blanchetii","Elaphoglossum blanchetii","(Mett.) C.Chr.","Novelino",NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249842' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00249842","P00249842_01",NA,NA,"3923"
"112","2015-09-19 09:00:36-03","MNHN","RECOLNAT_MNHN_P","P00249843","PreservedSpecimen",NA,NA,"Pteridophyta","Elaphoglossum","blanchetii","Elaphoglossum blanchetii","(Mett.) C.Chr.",NA,NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249843' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00249843","P00249843_01",NA,NA,"3923"
"113","2015-09-20 02:11:33-03","MNHN","RECOLNAT_MNHN_P","P00249908","PreservedSpecimen",NA,NA,"Pteridophyta","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","Cremers",NA,NA,NA,"Vauthier, M.",NA,NA,"8",NA,"Brésil",NA,NA,"Minas Geraes, bois de Villa Rica, sur de vieilles murailles",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249908' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00249908","P00249908_01",NA,NA,NA
"114","2015-09-19 10:45:55-03","MNHN","RECOLNAT_MNHN_P","P00249909","PreservedSpecimen",NA,NA,"Pteridophyta","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore",NA,NA,NA,NA,"Glaziou, A.",NA,"1869","3","23","Brésil",NA,NA,"Serra do Tingua",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249909' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00249909","P00249909_01",NA,NA,"2434"
"115","2020-10-01 14:14:57-03","JBB","HEPH","1553","S","Plantae",NA,"Dryopteridaceae","Elaphoglossum","blanchetii","Elaphoglossum blanchetii","(Mett.) C.Chr.","Novelino, RF","2007","01","29","Ferreira, MB","1173A","1972","04","21","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polypodiales","Southern America",NA,NA,NA,NA,NA,NA
"116","2020-09-29 14:53:20-03","UFPR","UPCB","54365","PreservedSpecimen","Plantae","Polypodiophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","Schwartsburd, P.B.","2006","01","01","Labiak, P.H.","3071","2004","01","07","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50","-25.233333",NA,NA,"Rupícola, arenitos. Floresta com Araucária, entremeada por campos naturais, formações areníticas..",NA,"-50","-25.233333","100","100",NA,NA,NA,"UPCB0004299","UPCB0004299",NA,NA,NA
"117","2021-02-11 17:18:45-03","UFPR","UPCB","94056","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore.","Nunes, M.G.",NA,NA,NA,"Nunes, M.G. | Andrade, E.","308","2018","10","04","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.400041","-24.094828",NA,NA,"Formações arenítica. Rupícola.",NA,"-49.400041","-24.094828","755","755",NA,NA,NA,"UPCB0042058","UPCB0042058",NA,NA,NA
"118","2020-09-29 14:53:20-03","UFPR","UPCB","80798","PreservedSpecimen","Plantae","Polypodiophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","T.Moore","Michelon, C.","2013","03","27","Michelon, C.","1805","2013","03","19","Brasil","Paraná","Carambeí","Mangabeira.","-50.181","-24.874",NA,NA,"Rupícola no interior de floresta de galeria, beira de córrego..",NA,"-50.181","-24.874","1038","1038",NA,NA,NA,"UPCB0004296","UPCB0004296",NA,NA,NA
"119","2020-09-29 14:53:20-03","UFPR","UPCB","81847","PreservedSpecimen","Plantae","Polypodiophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","Matos, F.B.","2013","02",NA,"Matos, F.B.","2229","2013","02","13","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pico da Pedra Branca. Campo de altitude","-46.37","-21.975",NA,NA,"Terrestrial among rocks along the trail to the summit.",NA,"-46.370","-21.975",NA,NA,NA,NA,NA,"UPCB0004297","UPCB0004297",NA,NA,NA
"120","2021-02-11 17:18:45-03","UFPR","UPCB","96136","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","Matos, F. B.","2017","09",NA,"Matos, F.B. | Meyer, F.S. | Brotto, M.L.","2555","2017","08","15","Brasil","Paraná","Mauá da Serra","Rodovia do Café (BR-376) logo antes do trevo para a PR-445, no sentido Mauá da Serra-Londrina.","-51.14","-23.936111",NA,NA,"Epipetric on road bank",NA,"-51.140000","-23.936111","1030","1030",NA,NA,NA,"UPCB0043780","UPCB0043780",NA,NA,NA
"121","2020-09-29 14:53:20-03","UFPR","UPCB","76487","PreservedSpecimen","Plantae","Polypodiophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","Michelon, C.","2011","01","10","Michelon, C.","1023","2010","12","31","Brasil","Paraná","Tibagi","870m. Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625","56988",NA,"Rupícola em floresta de galeria, beira de riacho..","auto",NA,NA,NA,NA,NA,NA,NA,"UPCB0004295","UPCB0004295",NA,NA,NA
"122","2020-09-29 14:53:20-03","UFPR","UPCB","54366","PreservedSpecimen","Plantae","Polypodiophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","Schwartsburd, P.B.","2006","01","01","Schwartsburd, P.B.","891","2005","09","21","Brasil","Paraná","Ponta Grossa","Furnas Gêmeas","-50.1618995666504","-25.0949993133545","46557",NA,"Rupícola do paredão de arenito. Floresta ombrófila mista, campos gerais e formações areníticas..","auto",NA,NA,NA,NA,NA,NA,NA,"UPCB0004298","UPCB0004298",NA,NA,NA
"123","2020-09-29 14:53:20-03","UFPR","UPCB","55896","PreservedSpecimen","Plantae","Polypodiophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","Sakagami, C.R.","2005","01","01","Sakagami, C.R.","233","2005","01","18","Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin, Trilha Ecológica. Floresta Ombrófila Densa.","-50.6156005859375","-24.3239002227783","35037",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"UPCB0004300","UPCB0004300",NA,NA,NA
"124","2020-09-29 14:53:20-03","UFPR","UPCB","76499","PreservedSpecimen","Plantae","Polypodiophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","Michelon, C.","2010","09","30","Michelon, C.","968","2010","09","25","Brasil","Paraná","Tibagi","1030m. Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625","56988",NA,"Terrícola associada aos afloramentos de arenito em meio ao campo, local úmido e sombreado..","auto",NA,NA,NA,NA,NA,NA,NA,"UPCB0004294","UPCB0004294",NA,NA,NA
"125","2020-09-29 14:53:20-03","UFPR","UPCB","75788","PreservedSpecimen","Plantae","Polypodiophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Feé)","Michelon, C.",NA,NA,NA,"Michelon, C.","1172","2011",NA,NA,"Brasil","Paraná","Ortigueira","Rupícola no interior de floresta","-50.9494018554688","-24.2082996368408","46016",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"UPCB0004293","UPCB0004293",NA,NA,NA
"126","2012-10-19 09:11:00-03","MO","MOBOT","100331731","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","M.A. Kieling-Rubio",NA,NA,NA,"Per Dusén","Dusén 15202","1914","6","8","Brazil","Paraná",NA,"Jaguariahyva in silva primaeva ad saxa.",NA,NA,NA,"1",NA,NA,NA,NA,"730.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA
"127","2019-06-18 13:59:00-03","MO","MOBOT","101136788","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","F. B. Matos",NA,NA,NA,"Fernando B. Matos|et al.","Matos 2229","2013","2","13","Brazil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pico da Pedra Branca. Campo de altitude.","-46.3702778","-21.975",NA,"1",NA,NA,NA,NA,"1650.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA
"128","2020-09-09 17:47:00-03","MO","MOBOT","31098","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","F. Matos (UPCB) & J.Mickel (NY)",NA,NA,NA,"Elsa M. Zardini|et al.","Zardini 10301","1989","1","27","Paraguay","Paraguarí",NA,"Parque Nacional Ybycu'í. Gallery forest along Arroyo Mina, 3 kms N of Salto Cristal.","-56.8333333","-26.05",NA,"2",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"33"
"129","2012-11-29 09:29:00-02","MO","MOBOT","100331745","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","M.A. Kieling-Rubio",NA,NA,NA,"M.R.P. da Silva","Silva 1868","1995","6","15","Brazil","São Paulo","São Roque","Munic. São Roque da Fartura. Complexo da Serra da mantiqueira, Serra dos Pocos, Rodovia SP 342 ca. 4 km da divisa com Minas Gerais.","-46.7666667","-21.85",NA,"1",NA,NA,NA,NA,"1100.00000000","1150.00000000",NA,"South America",NA,NA,NA,NA,NA,NA
"130","2008-05-27 22:02:00-03","MO","MOBOT","3316273","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","A. Salino",NA,NA,NA,"A. Salino","Salino 6872","2001","6","1","Brazil","Minas Gerais",NA,"Camanducaia, Mata do Trevo de acesso á Camanducaia, á.","-46.15444","-2.89555",NA,NA,NA,NA,NA,NA,"1180.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA
"131","2021-03-01 11:48:34-03","UFPE","UFP","59614","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","Barros, ICL","2003",NA,NA,"Gueiros, RAG","219","2003","03","26","Brasil","Pernambuco","Jaqueira",NA,"-35.833611","-8.710278",NA,NA,"Terrestre.",NA,"-35.833611","-8.710278","600","700",NA,NA,NA,"UFP059614",NA,NA,NA,NA
"132","2021-03-01 11:48:34-03","UFPE","UFP","37083","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","Lopes, MS","2001","10","19","Lopes, MS; Pietrobom, MRS","496","2001","10","19","Brasil","Pernambuco","Jaqueira",NA,"-35.838944","-8.717222",NA,NA,"epífita em jaqueira, á margem da barragem das moças.; epífita em jaqueira, á margem da barragem das moças.; Mata Atlântica.",NA,"-35.838944","-8.717222","652","652",NA,NA,NA,"UFP037083",NA,NA,NA,NA
"133","2021-03-01 11:48:34-03","UFPE","UFP","37084","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","Lopes, MS","2001","12","06","Lopes, MS; Pietrobom, MRS","516","2001","12","06","Brasil","Pernambuco","Jaqueira",NA,"-35.838944","-8.717222",NA,NA,"Epífita em árvore caída em exposição ao sol, no interior da mata.; Epífita em árvore caída em exposição ao sol, no interior da mata.; Mata Atlântica.",NA,"-35.838944","-8.717222","652","652",NA,NA,NA,"UFP037084",NA,NA,NA,NA
"134","2021-03-01 11:48:34-03","UFPE","UFP","37199","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","Lopes, MS","2001","12","06","Lopes, MS; Pietrobom, MRS","523","2001","12","06","Brasil","Pernambuco","Jaqueira",NA,"-35.838944","-8.717222",NA,NA,"Epífita caída no interior da mata.; Epífita caída no interior da mata.; Mata Atlântica.",NA,"-35.838944","-8.717222","652","652",NA,NA,NA,"UFP037199",NA,NA,NA,NA
"135","2020-09-12 05:00:02-03","US","US","2291473","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","blanchetii","Elaphoglossum blanchetii","(Mett.) C. Chr.",NA,NA,NA,NA,"N. Yensen","14508","1956","4","21","Brazil","Goiás",NA,"Region of the Chapada dos Veadeiros, gallery forest along stream 18 km. north of Sao Joao da Alianca","-47.5","-14.5",NA,"1",NA,NA,NA,NA,NA,NA,"Polypodiales","South America - Neotropics",NA,"US01566149","US01566149_01",NA,"Pteridophyte",NA
"136","2020-09-12 05:00:02-03","US","US","2549382","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","blanchetii","Elaphoglossum blanchetii","(Mett.) C. Chr.",NA,NA,NA,NA,"E. P. Heringer","7683",NA,NA,NA,"Brazil",NA,NA,"Fazenda do Brejão, Cordoburgo, MG. Mata ciliar, região de cerrado",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"Polypodiales","South America",NA,"US01566150","US01566150_01",NA,"Pteridophyte",NA
"137","2020-09-12 05:00:02-03","US","US","2294319","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore",NA,NA,NA,NA,"J. A. Rohr","1147","1951",NA,NA,"Brazil","Santa Catarina",NA,"Brazil: Ilha de Santa Catarina.",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"Polypodiales","South America",NA,"US01567313","US01567313_01",NA,"Pteridophyte",NA
