"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","fieldNumber","individualCount","class","typeStatus","relatedCatalogItem"
"24","2020-12-21 16:29:12-03","MBM","MBM","233982","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Hatschbach, G.","Hatschbach, G.; Spichiger, R.; Loizeau, P.A.; Spichiger, R.; Loizeau, P.A.","68805",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Rod. BR-277, Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM233982","MBM233982","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:29:12-03","MBM","MBM","46671","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Kummrow, R.","961",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Rio Tibagi, Rodovia do Café","-50.1618995666504","-25.0949993133545",NA,NA,"MBM046671","MBM046671","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:29:12-03","MBM","MBM","196932","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Mattos, A.","4335",NA,NA,NA,"Southern America","Brazil","Paraná","Porto Amazonas","Chácara Dr. A. Franco","-49.8903007507324","-25.5447006225586",NA,NA,"MBM196932",NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:29:12-03","MBM","MBM","265434","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Hatschbach, G.","Silva, J.M.; Ribas, O.S.; Ribas, O.S.","3482","2001","10","05","Southern America","Brazil","Paraná","Porto Amazonas","Rod. BR-277, Recanto dos Papagaios","-49.8903007507324","-25.5447006225586",NA,NA,"MBM265434","MBM265434","14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:29:12-03","MBM","MBM","395726","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Barboza, E.","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","1863","2013","11","03","Southern America","Brazil","Paraná","Porto Amazonas","Rodovia BR 277, margem da rodovia","-49.8903007507324","-25.5447006225586",NA,"Caule e folhas verdes. Flores alaranjadas. Face adaxial das pétalas com pintas mais escuras.; Campo, em barranco/beiral/peral.","MBM395726","MBM395726","14684","auto","2015",NA,NA,"02",NA,NA,"12",NA,NA,NA,NA,NA
"29","2020-12-21 16:29:12-03","MBM","MBM","265443","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Hatschbach, G.; Ribas, O.S.; Knapik, B.; Ribas, O.S.; Knapik, B.","72797","2001","12","08","Southern America","Brazil","Paraná","União da Vitória","Cachoeira Campo Alto","-51.0863990783691","-26.2299995422363",NA,NA,"MBM265443","MBM265443","35297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:29:12-03","MBM","MBM","178243","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Waechter, J.L.","Jarenkow, J.A.; et al.; et al.","668",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Canguçu","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,"MBM178243","MBM178243","68702","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:29:12-03","MBM","MBM","196933","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Sacco, J.C.","1226",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Pelotas","Pedreira Santa Luzia","-52.3424987792969","-31.771900177002",NA,NA,"MBM196933",NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:29:12-03","MBM","MBM","178245","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Waechter, J.L.","Jarenkow, J.A.","1026",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Pelotas","Três Cerros","-52.3424987792969","-31.771900177002",NA,NA,"MBM178245","MBM178245","51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:29:12-03","MBM","MBM","227165","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Jarenkow, J.A.","Jarenkow, J.A.","3589",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Piratini","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,"MBM227165","MBM227165","62286","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:29:12-03","MBM","MBM","24646","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","31172",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Torres","Lagoa Itapeva, Porto de Colônia","-49.7268981933594","-29.3353004455566",NA,NA,"MBM024646","MBM024646","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:29:12-03","MBM","MBM","172821","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","61365",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Três Forquilhas","Aratinga, descida para Três Forquilhas","-50.0643997192383","-29.5368995666504",NA,NA,"MBM172821","MBM172821","22285","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:29:12-03","MBM","MBM","172822","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","61239",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Praia Grande","Rod. SC-450, subida para Serra do Faxinal","-49.9502983093262","-29.1966991424561",NA,NA,"MBM172822","MBM172822","21549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:29:12-03","MBM","MBM","106418","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Sehnem, A.","3630",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul",NA,"Linha Júlio de Castilho",NA,NA,NA,NA,"MBM106418","MBM106418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:29:12-03","MBM","MBM","408869","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Barboza, E.","Silva, J.M.; Bayeri, I.; Bayeri, I.","9191","2015","12","12","Southern America","Brazil","Paraná","Reserva do Iguaçu","UHE Ney Braga, Salto Segredo","-52.1075","-25.800556",NA,"Erva rupícola; flor alaranjada.; Em paredão úmido.","MBM408869",NA,NA,NA,"2017","-52.1075","-25.800556","03","757","757","31",NA,NA,NA,NA,NA
"39","2020-12-21 16:29:12-03","MBM","MBM","414424","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Silva, J.M.","Silva, J.M.; Noguchi, G.; Sayden, D.; Noguchi, G.; Sayden, D.","9971","2017","12","01","Southern America","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111",NA,"Erva bulbosa.; Em paredão úmido na beira do rio encachoeirado.","MBM414424",NA,NA,NA,"2018","-50.142222","-24.716111","06","975","975","20",NA,NA,NA,NA,NA
"40","2020-12-21 16:29:12-03","MBM","MBM","243837","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Thomas, W.W.; et al.; et al.","11936",NA,NA,NA,"Southern America","Brazil","Bahia","Jussari","Fazenda São Roque","-39.4953002929688","-15.1913995742798",NA,NA,"MBM243837","MBM243837","21386","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:29:12-03","MBM","MBM","40088","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Hatschbach, G.","625",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Largo","Rio das Pombas","-49.5283012390137","-25.4585990905762",NA,NA,"MBM040088","MBM040088","53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:29:12-03","MBM","MBM","40089","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Hatschbach, G.","1035",NA,NA,NA,"Southern America","Brazil","Paraná","Lapa","Serrinha","-49.7158012390137","-25.7696990966797",NA,NA,"MBM040089","MBM040089","49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:29:12-03","MBM","MBM","203527","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Carneiro, J.","317",NA,NA,NA,"Southern America","Brazil","Paraná","Ortigueira","Serra do Cadeado","-50.9494018554688","-24.2082996368408",NA,NA,"MBM203527","MBM203527","46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:29:12-03","MBM","MBM","210515","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Motta, J.T.","Dombrowski, L.T.","14053",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,"MBM210515","MBM210515","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:29:12-03","MBM","MBM","276545","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Barboza, E.; Cunha, E.M.; Cunha, E.M.","723","2003","01","05","Southern America","Brazil","Santa Catarina","Itaiópolis","Rio do Toldo","-49.9063987731934","-26.3363990783691",NA,NA,"MBM276545","MBM276545","51919","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:29:12-03","MBM","MBM","78376","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A.","Hatschbach, G.","45655",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,"MBM078376","MBM078376","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:29:12-03","MBM","MBM","132243","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Hatschbach, G.","Kummrow, R.; Chautems, A.; Cordeiro, J.; Chautems, A.; Cordeiro, J.","3130",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM132243","MBM132243","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:29:12-03","MBM","MBM","250699","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Hatschbach, G.","Ziller, S.R.; et al.; et al.","1912","1999","10","10","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda das Almas, Capela Nossa Senhora das Pedras","-50.1618995666504","-25.0949993133545",NA,NA,"MBM250699","MBM250699","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2015-09-04 12:09:44-03","MNHN","RECOLNAT_MNHN_P","P04048634","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04048634' target='other'> <mi>dwc_moreinfo</mi></a>","P04048634","P04048634_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 934",NA,NA,NA,NA
"50","2015-09-04 12:09:44-03","MNHN","RECOLNAT_MNHN_P","P04048635","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore",NA,"Balansa|Benjamin",NA,"1881","4","1",NA,"Paraguay","Paraguarí",NA,"Cordillère de Mbatobi, près de Paraguari","-57.1","-25.56666","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04048635' target='other'> <mi>dwc_moreinfo</mi></a>","P04048635","P04048635_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
