"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","typeStatus","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","650341","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","L. G. Clark","J. N. Rose","20481","1915","07","26","South America","Brazil","Rio de Janeiro","Vicinity of Itatiaya","-44.5631","-22.4961",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650341","NY00650341_01","Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00861902","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. G. Clark","658","1990","02","10","South America","Brazil","Minas Gerais","Parque Nacional de Itatiaia, Pico das Agulhas Negras, near abrigo Rebouças, Rio Campo Belo","-44.63","-22.38","2300","2300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938078' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861902","NY00861902_01","Itamonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","651032","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. G. Clark","658","1990","02","10","South America","Brazil","Minas Gerais","Parque Nacional de Itatiaia, Pico das Agulhas Negras, near abrigo Rebouças, Rio Campo Belo","-44.63","-22.38","2300","2300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00651032","NY00651032_01","Itamonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:32:00-03","UFRJ","RFA","30785","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"K.T.Ribeiro; B.Medina","229","1999","10","24",NA,"Brasil","Rio de Janeiro","Planalto do Itatiaia. Parque Nacional do Itatiaia. Maciço das Prateleiras","-44.666667","-22.5",NA,NA,NA,"Parte da touceira com frutos secos Habito: Arbusto","RFA30665",NA,"Itatiaia","44º40'W","22º30'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:53:12-03","EAO","IAN","103891","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Londoño, X","Dansereau, P","4609","1969","12","22","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN103891",NA,NA,NA,NA,"1992","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:53:12-03","EAO","IAN","93545","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Londoño, X","Glaziou, AFM","6444",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN093545",NA,NA,NA,NA,"1992","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:53:12-03","EAO","IAN","65390","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Londoño, X","Sampaio, AJ de","4759","1926","05",NA,"Southern America","Brasil","Rio de Janeiro",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"IAN065390",NA,"Itatiaia",NA,NA,"1992","04","19648","auto",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:53:12-03","EAO","IAN","103833","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Londoño, X","Brade, AK","14061","1934","09",NA,"Southern America","Brasil","Rio de Janeiro","Rio D'Ouro.","-44.5633010864258","-22.4960994720459","1000","1000",NA,NA,"IAN103833",NA,"Itatiaia",NA,NA,"1992","04","19648","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:16:50-03","NBC","NL-BOTANY","L.1233800","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Soderstrom TR",NA,"1972","04","04","Southern America","Brazil",NA,"State of Rio de Janeiro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1233800 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1233800","NL-L1233800",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:16:50-03","NBC","NL-BOTANY","U.1497857","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Camerik AM",NA,"1975","03","15","Southern America","Brazil",NA,"Est.Rio de Janeiro parque Nac dp Itataia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1497857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1497857","NL-U1497857",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:18:36-03","ESALQ","ESA","102218","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla",NA,"Viana, P.L.","Echternacht, L.","970.0","2005","05","18",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"ESA102218","ESA102218","Airuoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-11-21 10:17:28-02","BGBM","B","B 10 0248039","S","Plantae",NA,NA,"Gramineae","Chusquea","heterophylla","Chusquea heterophylla var. elongata","Döll",NA,"A. F. M. Glaziou","2831",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Chusquea pinifolia; specimen sheet contains also material of Chusquea heterophylla var. elongata Döll, Riedel s.n.; Herbar C. Döll; two lectotypes exist (US, B) <a href=http://herbarium.bgbm.org/object/B100248039 target=other class","B100248039","B100248039",NA,NA,NA,NA,NA,NA,NA,NA,"var. elongata","type",NA,NA,NA,NA
"23","2018-11-21 10:17:28-02","BGBM","B","B 10 0248039","S","Plantae",NA,NA,"Gramineae","Chusquea","heterophylla","Chusquea heterophylla var. elongata","Döll",NA,"A. F. M. Glaziou","2831",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Chusquea pinifolia; specimen sheet contains also material of Chusquea heterophylla var. elongata Döll, Riedel s.n.; Herbar C. Döll; two lectotypes exist (US, B) <a href=http://herbarium.bgbm.org/object/B100248039 target=other class","B100248039","B100248039",NA,NA,NA,NA,NA,NA,NA,NA,"var. elongata","type",NA,NA,NA,NA
"24","2020-12-20 21:18:56-03","UFV","VIC","47892","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Santos, A.G.; et al.","489","2002","03","12",NA,"Brasil","Rio de Janeiro","Parque Estadual da Serra dos Orgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Bambu lignificado ,alguns colmos de algumas touceiras, florescendo formando touceiras densas entrenós 1,1-1,5 cm.","VIC047892","VIC047892","Teresópolis",NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-20 21:18:56-03","UFV","VIC","47896","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Santos-Gonçalves A. P; Tião; Mônica","569","2003","11","07",NA,"Brasil",NA,"parque Nacional do Itatiaia",NA,NA,NA,NA,NA,"Bambu lignificado em áreas abertas na região das Agulhas negras, vários individuos avistados com flor.","VIC047896","VIC047896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-20 21:18:56-03","UFV","VIC","42392","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Pianissola, E.M.","32","2013","07","05",NA,"Brasil","Minas Gerais","PESB, Lado esquerdo fora da trilha,embaixo da aba do boné","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Planta ereta e levemente inclinada, distância dos entrenós 4 cm, 1,1 m de altura, ambiente sombreado, com muito vento, ocorrendo sobre rocha, altitude 1826 m.","VIC042392","VIC042392","Araponga",NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:42:26-03","UFJF","CESJ","65243","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","E.M. Pianissola","V.A.O. Dittrich; L.V. Lima; E.J.O. Furtado","1919","2014","09","14","América do Sul","Brasil","Minas Gerais","Serra da Bandeira","-44.000056","-22.020944","1640","1640",NA,"Bambu arbustivo lignificado de aproximadamente 2,3m de altura em orla de mata de grotão em campo de altitude","CESJ065243",NA,"Rio Preto","-44.000056","-22.020944","2016","06",NA,NA,NA,NA,NA,"07",NA,NA,NA
"28","2019-11-21 14:42:26-03","UFJF","CESJ","66771","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","E.M. Pianissola","V.A.O. Dittrich; L.V. Lima; E. Landroz","2069","2015","03","24","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, Trilha da Macieira ao Retiro dos Pedros","-44.67925","-22.062194","2165","2165",NA,"Bambu lenhoso de aproximadamente 2m de altura em Floresta Ombrófila Densa Alto-montana","CESJ066771",NA,"Baependi","-44.67925","-22.062194","2016","06",NA,NA,NA,NA,NA,"07",NA,NA,NA
"29","2019-11-21 14:42:26-03","UFJF","CESJ","61032","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","F.M. Ferreira","D.S. Santiago; K. Antunes; R.J.V. Alves","285","2012","11","24","América do Sul","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Pico do Santo Agostinho (Garrafão). Campo de altitude (topo).","-44.6418991088867","-22.1706008911133",NA,NA,NA,"Subarbusto, ca. 30 cm.","CESJ061032",NA,"Alagoa",NA,NA,"2013","10","13155","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:01:14-03","UNICAMP","UEC","16803","S","Plantae","Liliopsida",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Clark, LG","Shepherd, GJ; Kirszenzaft, SL","9969","1979","04","13",NA,"Brazil","Rio de Janeiro","Parque Nacional de Itatiaia, Perto do abrigo Rebonças.",NA,NA,NA,NA,NA,"Arbusto de 2m, flores ainda não abertas, em campo e entre pedras.",NA,NA,NA,NA,NA,"1992","03",NA,NA,NA,NA,NA,"05",NA,NA,NA
"31","2021-03-16 17:54:30-03","UCS","HUCS","7517","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Clark, J.G.","Hatschbach, G.","29043","1972",NA,NA,NA,"Brasil","Minas Gerais","Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,NA,"caespitosa, trepadeira; margem do rio encachoeirado",NA,NA,"Diamantina",NA,NA,"1990",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:40:11-03","MBM","MBM","63010","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Clark, L.G.","Shepherd, G.J.; et al.; et al.","9969",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Parque Nacional de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"MBM063010","MBM063010","Itatiaia",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:40:11-03","MBM","MBM","194592","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Clark, L.G.","Clark, L.G.; et al.; et al.","791",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Parque Nacional da Serra dos Orgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"MBM194592","MBM194592","Teresópolis",NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:40:11-03","MBM","MBM","194593","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Clark, L.G.","Clark, L.G.; et al.; et al.","803",NA,NA,NA,"Southern America","Brazil","São Paulo","Pico de Caledônia, Reserva da Petrobrás",NA,NA,NA,NA,NA,NA,"MBM194593","MBM194593","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:40:11-03","MBM","MBM","20306","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Clark, L.G.","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","29043",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM020306","MBM020306","Diamantina",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:40:11-03","MBM","MBM","239214","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Viana, P.L.","Frenzen, R.","12",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Cespitosa, 70cm; solo rochoso.","MBM239214","MBM239214","Itatiaia",NA,NA,"2008","12","19648","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:40:11-03","MBM","MBM","194591","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Clark, L.G.","Clark, L.G.; et al.; et al.","804",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Pico de Caledônia, Reserva da Petrobrás","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"MBM194591","MBM194591","Nova Friburgo",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"38","2017-04-20 10:50:29-03","MNHN","RECOLNAT_MNHN_P","P02663156","PreservedSpecimen",NA,NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Soderstrom, T.R.",NA,"1972","4","4",NA,"Brasil","Rio de Janeiro","Boundary of Municipios of Petrópolis and Teresópolis. Serra dos Órgãos: Morro Açu.","-43.03333","-22.46667","2232",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02663156' target='other'> <mi>dwc_moreinfo</mi></a>","P02663156","P02663156_01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1928",NA,NA
"39","2020-12-11 11:45:03-03","UFMG","BHCB","36909","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Clark, LG; Morel, M","634","1990","01","16","Southern America","Brasil","Minas Gerais","Fazenda Alsene, Estrada para o Pico das Agulhas Negras, Km 13-14.","-44.65","-22.383333","2400","2400",NA,"Very common, sometimes forming large colonies in swales, also occuring as scattered clumps. Plansts shrubby, culms to 1-2m tall, 1-1,5 cm diam., erect at base, tips inclined to slightly arching. Internodes short. Branching extravagina","BHCB019655",NA,"Itamonte","-44.65","-22.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:45:03-03","UFMG","BHCB","115420","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Viana, PL; Mota, NFO; Andrade, LE","3186","2007","11","07","Southern America","Brasil","Minas Gerais","Parque Estadual do Papagaio, Pico da Boa Vista e arredores","-44.750278","-22.2925","2137","2137",NA,"Planta com ápice dos colmos e complementos de ramos tentendo a escandentes; Em borda de mata nebular. Presente também em campo de altitude","BHCB019658",NA,"Itamonte","-44.750278","-22.2925","2007","11",NA,NA,NA,NA,NA,"07",NA,NA,NA
"41","2020-12-11 11:45:03-03","UFMG","BHCB","148552","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Giacomin, LL; Viana, PL; Mota, NFO","950","2009","04","20","Southern America","Brasil","Rio de Janeiro","Pico da Caledônia, Subida para o Pico, região anexo ao Pico","-42.592222","-22.353139","2191","2191",NA,"Ereta com colmo arqueado. Apenas um indivíduo observado em flor","BHCB019654",NA,"Nova Friburgo","-42.592222","-22.353139","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:45:03-03","UFMG","BHCB","153959","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Mota, NFO; Giacomin, LL","2448","2011","12","17","Southern America","Brasil","Minas Gerais","Parque Estadual do Papagaio, Pico de Santo Agostinho. Fazenda Garrafão.","-44.762306","-22.198389","2375","2375",NA,"Bambu terrestre, cespitoso; Campo de alitutde antropizado no alto do Pico","BHCB019656",NA,"Alagoa","-44.762306","-22.198389","2011","12",NA,NA,NA,NA,NA,"17",NA,NA,NA
"43","2020-12-11 11:45:03-03","UFMG","BHCB","92835","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Echternacht, LA; Mota, RC da","970","2005","05","18","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio","-44.642225","-22.042236","2050","2050",NA,"Ereta, ramos oblíquos; Em afloramento graníticos, em campo de altitude","BHCB019657",NA,"Aiuruoca","-44.642225","-22.042236","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:21:17-03","UFPR","UPCB","19207","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Clark, L.G.","Brade, A.C.","14061","1934","09",NA,NA,"Brasil","Rio de Janeiro","Itatiaia, Rio d' Ouro",NA,NA,"2100","2100",NA,NA,"UPCB0039669","UPCB0039669",NA,NA,NA,"1994","03",NA,NA,NA,NA,NA,"07",NA,NA,NA
"45","2013-08-23 04:12:00-03","MO","MOBOT","2833345","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Lynn G. Clark","Clark 658","1990","2","10","South America","Brazil","Minas Gerais","Mun. Itamonte, Parque Nacional de Itatiaia, Pico das Agulhas Negras, near abrigo Reboucas, Rio Campo Belo.","-44.63333","-22.38333","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2010-08-24 09:46:00-03","MO","MOBOT","221696","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2010-08-24 09:46:00-03","MO","MOBOT","221706","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2011-02-28 14:58:00-03","MO","MOBOT","2833613","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Lynn G. Clark|M. Morel","Clark 634","1990","1","16","South America","Brazil","Minas Gerais","Mun. Itamonte, road to Pico das Agulhas Negras, Km 13-14, Fazenda Alsene.",NA,NA,"2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
