"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","coordinatePrecision","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","recordNumber","typeStatus","phylum","order","infraspecificEpithet","class","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","relatedCatalogItem"
"18","2021-03-15 16:37:00-03","NY","NYBG","408641","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","B. Rambo",NA,NA,NA,"E. Henz","1945","09","19","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"NY00408641","NY00408641_01","Montenegro, Pareci Novo",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487416' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"29636",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","408651","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","R. C. Barneby",NA,NA,NA,"J. M. Silva","1998","09","05","Brazil","Paraná","Diamante do Norte","-52.8594","-22.6567",NA,NA,NA,NA,"NY00408651","NY00408651_01 NY00408651_02","Rio Paranapanema. Floresta da bacia do Rio Parana",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487410' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"2478",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","408645","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","R. C. Barneby",NA,NA,NA,"L. B. Smith","1964","10","20","Brazil","Santa Catarina","Sao Miguel do Oeste","-53.57","-26.67",NA,NA,"700","750","NY00408645","NY00408645_01","Canela Gaucha, 8km northwest of Sao Miguel d'Oeste",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487426' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"12764",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1016556","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","S. Leython",NA,NA,NA,"E. Kühn","1959","08","31","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"NY01016556","NY01016556_01","Cultivada no Jardim Botânico.",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179613' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"s.n.",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"22","2016-09-27 03:56:00-03","NY","NYBG","01492648","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii",NA,"R. O. Vanni",NA,NA,NA,"S. G. Tressens","1994","11","30","Argentina","Misiones","Guaraní","-54.25","-26.942",NA,NA,NA,NA,"NY01492648","NY01492648_01","Predio Guarani. Picada al ayo. Soberbio.",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1905612' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"5102",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"23","2016-09-27 19:31:00-03","NY","NYBG","01492644","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii",NA,"R. C. Barneby",NA,NA,NA,"F. M. Rodriguez","1912","11","19","Argentina","Misiones",NA,NA,NA,NA,NA,NA,NA,"NY01492644","NY01492644_01","Santa Ana",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1905370' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"569",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","408640","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.",NA,NA,NA,NA,"E. Friedrichs","1945","09","20","Brazil","Rio Grande do Sul","Montenegro","-51.4608","-29.6886",NA,NA,NA,NA,"NY00408640","NY00408640_01","S. Salvador",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487427' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"29742",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","408653","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","A. E. Burkart",NA,NA,NA,"G. G. Hatschbach","1969","10","25","Brazil","Paraná","Marmeleiro","-53.0258","-26.1494",NA,NA,NA,NA,"NY00408653","NY00408653_01","Estr. Marmeleiro-Campo Ere",NA,"foto <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487422' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"22664",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","408636","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","1971","10","16","Brazil","Santa Catarina","Laguna","-48.781687","-28.480425",NA,NA,NA,NA,"NY00408636","NY00408636_01","Laguna",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487412' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"27516",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","408643","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","A. E. Burkart",NA,NA,NA,"R. Reitz","1956","09","20","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"150","150","NY00408643","NY00408643_01","Nova Bremen",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487421' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"3729",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"28","2016-09-27 19:35:00-03","NY","NYBG","01492649","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii",NA,"R. C. Barneby",NA,NA,NA,"S. A. Renvoize","1978","10","14","Argentina","Misiones",NA,NA,NA,NA,NA,"200","200","NY01492649","NY01492649_01","Apostoles. San Jose, Escuela Agrotecnico Don Bosco",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1905608' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"3083",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","408649","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","R. C. Barneby",NA,NA,NA,"G. K. Gottsberger","1971","10","04","Brazil","São Paulo","Botucatu","-48.4397","-22.88",NA,NA,NA,NA,"NY00408649","NY00408649_01","Botucatu, surroundings",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487428' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"11-41071",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 08:45:00-03","NY","NYBG","01492646","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii",NA,"R. C. Barneby",NA,NA,NA,"J. E. Montes","1944","09","14","Argentina","Misiones","Candelaria",NA,NA,NA,NA,"216","216","NY01492646","NY01492646_01","Loreto",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1905563' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"396",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"31","2016-09-26 23:39:00-03","NY","NYBG","01492650","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii",NA,"R. O. Vanni",NA,NA,NA,"S. G. Tressens","1995","09","21","Argentina","Misiones","Guaraní","-54.25","-26.942",NA,NA,NA,NA,"NY01492650","NY01492650_01","Predio Guarani. Ayo. Soberbio.",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1905613' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"5490",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","408650","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","1931","10","26","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"NY00408650","NY00408650_01","Jardim Botanico",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487418' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"28403",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","408647","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","R. C. Barneby",NA,NA,NA,"L. B. Smith","1964","10","23","Brazil","Santa Catarina","Abelardo Luz","-52.33","-26.58",NA,NA,"900","1000","NY00408647","NY00408647_01","North bank of Rio Chapeco at Abelardo Luz",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487425' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"12871",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","408646","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","R. C. Barneby",NA,NA,NA,"L. B. Smith","1964","10","21","Brazil","Santa Catarina","Sao Miguel do Oeste","-53.73","-26.53",NA,NA,"300","400","NY00408646","NY00408646_01","Forest above Rio Reperi-guaçu, Peperi",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487424' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"12778",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","408648","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","F. C. Hoehne",NA,NA,NA,"N. de Andrade","1917","10","01","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"NY00408648","NY00408648_01","Noroeste de S. Paulo. Ex. Herv. do serv. Fl. da Camp. Paul. de Estr. Ferro, no. 87",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487417' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"861",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01492643","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","R. C. Barneby",NA,NA,NA,"J. W. C. Harshberger","1927","08","16","Chile","Valparaíso",NA,NA,NA,NA,NA,NA,NA,"NY01492643","NY01492643_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1905365' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"1042",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","408637","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","R. C. Barneby",NA,NA,NA,"J. E. Leite","1941","09",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"NY00408637","NY00408637_01","Vicinity of Sao Leopoldo",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487423' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"554",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01492642","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","R. C. Barneby",NA,NA,NA,"N. M. Castro","1991","07","16","Brazil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"NY01492642","NY01492642_01","Campus Umuarama, Universidade Federal de Uberlandia.","58223","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1905261' target='other'> <mi>dwc_moreinfo</mi></a>","auto","South America","sheet",NA,"s.n.",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","408654","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","1991","06","13","Brazil","Minas Gerais","Pres. Soares","-41.986301","-20.472724",NA,NA,"800","800","NY00408654","NY00408654_01","Rod. MG-111, Vargem Grande",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487409' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"55429",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","11036","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Burkart, A.","1973",NA,NA,"Gottsberger, I.S.","1970","09","26","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"BOTU011036",NA,"Município de Botucatu, 8 km ao Oeste, ao longo da estrada Marechal Rondon. Estrada para Toledo.",NA,"Restos de uma mata de galeria com árvores de 20m de altura. (Erythryna sp.). Arbusto, 4m de alt., 40 cm de circunferência. Flores com filestes brancos na base e vermelhos na ponta. Madeira muito dura. ; Coleção: Cerrado Estação 13 de",NA,NA,NA,NA,"26970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","11035","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Burkart, A.","1973",NA,NA,"Gottsberger, I.S.","1970","09","24","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"BOTU011035",NA,"Marechal Rondon direção São Manuel, 5 km, estrada para Toledo",NA,"Pequeno rio com restos de uma mata de galeria com umas árvores de até 10 m de altura. Arbusto de 4 m de altura, filetes brancos com o último terço vermelho tinto, madeira dura.; Coleção: Cerrado Estação 13 de Maio",NA,NA,NA,NA,"357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","4612","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","Gottsberger, I.S.",NA,NA,NA,"Barretto, S.H.M.","1974","08","26","Brasil","São Paulo","Piracicaba",NA,NA,"9999","9999",NA,NA,"BOTU004612",NA,NA,NA,"Arbusto, com flores possuindo estames compridos de um colorido vermelho",NA,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","18601","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","Gabriel, J.L.C.","1987",NA,NA,"Gabriel, J.L.C.","1987","08","18","Brasil","São Paulo","Bofete",NA,NA,"9999","9999",NA,NA,"BOTU018601",NA,NA,NA,"Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","18744","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","Gabriel, J.L.C.","1987",NA,NA,"Gabriel, J.L.C.","1987","08","18","Brasil","São Paulo","Jaú",NA,NA,"9999","9999",NA,NA,"BOTU018744",NA,NA,NA,"Arbusto, flores vistosas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
