"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","eventTime","sex"
"2668","2020-08-20 20:40:33-03","UFSC","FLOR","45379","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Sobral, M.","2000",NA,NA,"Cloclet, F.A.; Coltro, F.","114","1999","08","28","Brasil","Paraná","Ibiporã","Fazenda Doralice.","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"arvoreta, flores creme e vináceas, 4m altura","FLOR0045379",NA,NA,NA,NA,NA,NA,"Myrtales","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2669","2020-08-20 14:58:24-03","UFSC","FLOR","27747","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima, D.F.","2016","04","15","Bidá, A.; et alii","546","1984","11","15","Brasil","Paraná","Santa Mônica",NA,"-53.1086006164551","-23.1082992553711",NA,NA,NA,NA,"flores alvas","FLOR0027747",NA,NA,NA,NA,NA,NA,"Myrtales","15042","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2670","2020-08-20 14:58:24-03","UFSC","FLOR","46476","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Soares-e-Silva, L.H.","1998","09","22","Medri, C.; Kinupp, V.F. & Francisco, E.M.","358","1997","08","16","Brasil","Paraná","Sapopema","Salto das Orquideas.","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"arvoreta, 5m altura. Botões creme-avermelhado. Encosta rochosa.","FLOR0046476",NA,NA,NA,NA,NA,NA,"Myrtales","21990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2671","2020-08-20 20:40:33-03","UFSC","FLOR","6924","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Sobral, M.","1993",NA,NA,"Klein, R.M.; Pastore, U.","11941","1980","11","21","Brasil","Rio Grande do Sul","Quaraí","Galeria de um afluente do rio Quarai.","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,NA,"FLOR0006924",NA,NA,NA,NA,NA,NA,"Myrtales","74636","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2672","2020-08-20 14:58:24-03","UFSC","FLOR","21701","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima, D.F.","2016","04","15","Falkenberg, D.B.","1902a","1984","11","17","Brasil","Rio Grande do Sul","Torres","Butiazal atrás do posto ESSO (BR 101), próximo da Polícia Rodoviária Federal.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"arbusto, 1,5m altura, pétalas brancas. Frequente no local da coleta.","FLOR0021701",NA,NA,NA,NA,NA,NA,"Myrtales","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2673","2020-08-20 20:40:33-03","UFSC","FLOR","8523","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Sobral, M.","1993",NA,NA,"Smith, L.B.; Reitz, R.","12883","1964","10","23","Brasil","Santa Catarina","Abelardo Luz","4 km ao norte de abelardo.","-52.3283004760742","-26.5646991729736",NA,NA,"900","900",NA,"FLOR0008523",NA,NA,NA,NA,NA,NA,"Myrtales","35836","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2674","2020-08-20 14:58:24-03","UFSC","FLOR","6574","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Silveira, N.","1993","11","23","Smith, L.B.; Klein, R.M.","13353","1964","12","02","Brasil","Santa Catarina","Caçador","Pastured forest, madireira Rio Verdel.","-51.0149993896484","-26.7752990722656",NA,NA,NA,NA,NA,"FLOR0006574",NA,NA,NA,NA,NA,NA,"Myrtales","38516","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2675","2020-08-20 14:58:24-03","UFSC","FLOR","27186","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Sobral, M.",NA,NA,NA,"Cordeiro, J.; Poliquesi, C.B.","942","1992","11","19","Brasil","Santa Catarina","Campo Alegre","Serra do Iquererim.","-49.2655982971191","-26.1924991607666",NA,NA,"1300","1300","arbusto, flor alva, 1,7m altura","FLOR0027186",NA,NA,NA,NA,NA,NA,"Myrtales","37493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2676","2020-08-20 20:40:33-03","UFSC","FLOR","20827","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Klein, R.M.","1981",NA,NA,"Sohn, S.; Campos, J.M.","19","1981","02","12","Brasil","Santa Catarina","Capão Alto","12 km de Capão Alto, em direção a Campo Belo do Sul.","-50.5119018554688","-27.9368991851807",NA,NA,NA,NA,"árvore, flor redondo e quando maduro negro. Com tronco de casca lisa. Folhas pequenas, verde escuro por cima e verde claro por baixo","FLOR0020827",NA,NA,NA,NA,NA,NA,"Myrtales","41668","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2677","2020-08-20 20:40:33-03","UFSC","FLOR","5129","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Klein, R.M.","1981",NA,NA,"Sohn, S.; Campos, J.M.","19","1981","02","12","Brasil","Santa Catarina","Capão Alto","Em direção a Campo Belo do Sul.","-50.5119018554688","-27.9368991851807",NA,NA,NA,NA,"árvore, flor redondo e quando maduro negro. De tronco de casca lisa. Folhas pequenas verde + escuro em cima e verde claro em baixo","FLOR0005129",NA,NA,NA,NA,NA,NA,"Myrtales","41668","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2678","2020-08-20 14:58:24-03","UFSC","FLOR","8721","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Silveira, N.","1993","11","23","Smith, L.B.; Reitz, R.","12907","1964","10","24","Brasil","Santa Catarina","Faxinal dos Guedes",NA,"-52.2602996826172","-26.8528003692627",NA,NA,"500","500",NA,"FLOR0008721",NA,NA,NA,NA,NA,NA,"Myrtales","17065","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2679","2020-08-20 20:40:33-03","UFSC","FLOR","967","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Legrand, C.D.","1961",NA,NA,"Smith, L.B.; Klein, R.M. & Gevieski","7617","1956","11","13","Brasil","Santa Catarina","Ibirama","Along Rio Itajaí do oeste above Ibirama.","-49.5177993774414","-27.0569000244141",NA,NA,"100","100",NA,"FLOR0000967",NA,NA,NA,NA,NA,NA,"Myrtales","18533","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2680","2020-08-20 14:58:24-03","UFSC","FLOR","40211","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima, D.F.","2016","04","15","Poli, C.; Silva Filho, F.A. da","49","2001","12","12","Brasil","Santa Catarina","São Domingos","Beira do Rio Chapecó.","-52.5317001342773","-26.5580997467041",NA,NA,NA,NA,"arbusto, 3m altura, fruto imaturo","FLOR0040211",NA,NA,NA,NA,NA,NA,"Myrtales","17704","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2681","2020-08-20 20:40:33-03","UFSC","FLOR","5495","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","ramulosa","Myrcia ramulosa ramulosa",NA,"Legrand, C.D.","1976",NA,NA,"Bresolin, A.","400","1971","11","15","Brasil","Santa Catarina","Florianópolis","Ingleses, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"150","150","arbusto, 1,5m altura","FLOR0005495",NA,NA,NA,NA,NA,NA,"Myrtales","27000","auto","ramulosa",NA,NA,NA,NA,NA,NA,NA
"2682","2020-08-20 14:58:26-03","UFSC","FLOR","59758","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M.","2017","02","24","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","3953","2014","11","04","Brasil","Santa Catarina","Campo Alegre","Campos do Quiriri.","-48.953333","-26.036667","48º57'12''W","26º2'12''S",NA,NA,"arbusto 1,8m alt., flores brancas","FLOR0059758","FLOR0059758",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683","2020-08-20 14:58:26-03","UFSC","FLOR","34828","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira",NA,NA,NA,NA,"Souza, M.L.; Zanin, A.; Longhi-Wagner, H.M. & Rieper, M.","1637","2006","04","28","Brasil","Santa Catarina","Urubici","Campo dos Padres, Fazenda da Sra. Sonina Munareto, parte Leste dos campos do rio Espraiado.","-49.321389","-27.990556","49º19'17''W","27º59'26''S","1439","1439","arvoreta, 3m altura. Comum. Habitat: próximo à borda do rio espraiado","FLOR0034828","FLOR0034828",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684","2020-08-20 14:58:26-03","UFSC","FLOR","60270","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Falkenberg, D.B.","2016","08","18","Nuernberg, A.","865","2013",NA,NA,"Brasil","Santa Catarina","Florianópolis","PAERVE - Parque Estadual do Rio Vermelho.","-48.420833","-27.526944","48º25'15''W","27º31'37''S","15","15","arbustiva, fruto verde amarelado. Coordenadas do Parque.","FLOR0060270","FLOR0060270",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685","2020-08-20 20:40:33-03","UFSC","FLOR","27989","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Cabral, M.","1993",NA,NA,"Kummrow, R.","2034","1982","09","23","Brasil","Paraná","Curitiba","Parque Iguaçu.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"arvoreta, flor alva, 4m altura","FLOR0027989",NA,NA,NA,NA,NA,NA,"Myrtales","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2686","2020-08-20 20:40:36-03","UFSC","FLOR","30876","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Kawasaki, M.L.","1998",NA,NA,"Hatschbach, G.; Hatschbach, M. & Ribas, O.S.","61294","1994","11","24","Brasil","Rio Grande do Sul","Cambará do Sul","Cambará do Sul, estrada para Fortaleza.","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"arvoreta, flor alva, 5m altura","FLOR0030876",NA,NA,NA,NA,NA,NA,"Myrtales","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2687","2020-08-20 20:40:36-03","UFSC","FLOR","30658","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M.","1998",NA,NA,"Jarenkow, J.A.; Garcia, E.N.","3602","1997","11","01","Brasil","Rio Grande do Sul","Canguçu","Mata ciliar do Rio Camaquã, junto à BR-392.","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"arvoreta, flor branca, 5m altura","FLOR0030658",NA,NA,NA,NA,NA,NA,"Myrtales","68702","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2688","2020-08-20 20:40:33-03","UFSC","FLOR","21088","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M.","1992",NA,NA,"Falkenberg, D.B.","990","1983","09","30","Brasil","Rio Grande do Sul","Itaqui","km 39,5 da BR 472.","-56.5531005859375","-29.1252994537354",NA,NA,NA,NA,"arbusto, flor em botão, 3m altura","FLOR0021088",NA,NA,NA,NA,NA,NA,"Myrtales","99792","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2689","2020-08-20 20:40:33-03","UFSC","FLOR","21744","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M.","1992",NA,NA,"Falkenberg, D.B.","1905","1984","11","17","Brasil","Rio Grande do Sul","Torres","Atrás do posto ESSO, junto à BR 101, próximo do posto da Polícia Rodoviária Federal.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"arbusto, flor em botão, 2m altura","FLOR0021744",NA,NA,NA,NA,NA,NA,"Myrtales","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2690","2020-08-20 20:40:33-03","UFSC","FLOR","21757","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M.","1992",NA,NA,"Falkenberg, D.B.","1895","1984","11","17","Brasil","Rio Grande do Sul","Torres","Propriedade do Seu Clemente, Faxinal.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"arbusto, flor botãojovem, 2m altura. Botão a fruto jovem","FLOR0021757",NA,NA,NA,NA,NA,NA,"Myrtales","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2691","2020-08-20 20:40:36-03","UFSC","FLOR","3605","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira",NA,"2011",NA,NA,"Klein, R.M.","11145","1974","12","26","Brasil","Santa Catarina","Blumenau","Salto Weissbach.","-49.0661010742188","-26.9193992614746",NA,NA,"30","30","arbusto, flor em botão, 3m altura. Frequente","FLOR0003605",NA,NA,NA,NA,NA,NA,"Myrtales","34291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2692","2020-08-20 20:40:36-03","UFSC","FLOR","3603","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira",NA,"2011",NA,NA,"Klein, R.M.","11147","1974","12","26","Brasil","Santa Catarina","Blumenau","Salto Weissbach.","-49.0661010742188","-26.9193992614746",NA,NA,"30","30","arvoreta, Fruto Imaturo, verde, 3 a 4m altura","FLOR0003603",NA,NA,NA,NA,NA,NA,"Myrtales","34291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2693","2020-08-20 14:58:26-03","UFSC","FLOR","64427","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Mondin, C.","2016","11",NA,"Mondin, C.","3719","2016","11","21","Brasil","Santa Catarina","Florianópolis","Local: Naufragados.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Arvoreta com cerca de 6m de altura","FLOR0064427","FLOR0064427",NA,NA,NA,NA,NA,"Myrtales","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2694","2020-08-20 20:40:33-03","UFSC","FLOR","22459","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M.","1992",NA,NA,"Silva Filho, F.A. da; Souza, M.L. & Zanin, A.","216","1984","11","16","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"árvore, flor branca, muito comum, 3m altura","FLOR0022459",NA,NA,NA,NA,NA,NA,"Myrtales","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2695","2020-08-20 20:40:33-03","UFSC","FLOR","22460","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M.","1992",NA,NA,"Souza, M.L.; Falkenberg, D.B.","405","1984","10","26","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"arbusto","FLOR0022460",NA,NA,NA,NA,NA,NA,"Myrtales","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2696","2020-08-20 20:40:36-03","UFSC","FLOR","33571","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M.","1999",NA,NA,"Oliveira, J.S.","22","1984","08","31","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"arbusto, flor verde rosáceos, 2,5m altura","FLOR0033571",NA,NA,NA,NA,NA,NA,"Myrtales","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2697","2020-08-20 14:58:26-03","UFSC","FLOR","38187","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira",NA,NA,NA,NA,"Mattos, J.","32496","1999","12","15","Brasil","Santa Catarina","São Joaquim","Fazenda Araucária, Invernadinha.","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"arbusto, Fruto Imaturo, , 2m altura","FLOR0038187",NA,NA,NA,NA,NA,NA,"Myrtales","48290","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2698","2018-07-27 21:53:04-03","UFMT","UFMT","43713","S","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lannoy, L.C.; Lima, D.F.",NA,NA,NA,"Lannoy, L.C.; Bohn, A.","29","2017","09","22","Brasil","Paraná","Curitiba","Bosque do Jardim Botânico.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2699","2018-07-27 21:53:04-03","UFMT","UFMT","43707","S","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lannoy, L.C.; Lima, D.F.",NA,NA,NA,"Lannoy, L.C.; Bohn, A.","55","2017","10","04","Brasil","Paraná","Tibagi","Parque Estadual de Guartelá, trilha para panelão.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2700","2020-01-31 10:39:10-03","IFAM","EAFM","6915","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana",NA,"Grizzon, M.","2012","09","26","Wasum, R.","1635","2002","11","24","Brasil","Rio Grande do Sul","Mun. de Bom Jesus",NA,NA,NA,NA,NA,NA,NA,"; HABITAT: No interior da mata.; DESC: 1000 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701","2021-03-04 15:45:33-03","IF","SPSF","35612","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,NA,NA,NA,NA,"G. Hatschbach & M.Hatschbach & E.Barbosa","76359","2003","10","15","Brasil","MS","Aquidauana","serra de Maracaju","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: transição mata/cerrado&nf;;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","212961","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2702","2021-03-04 15:45:33-03","IF","SPSF","26672","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,NA,NA,NA,NA,"Antonio","2","1984","11","21","Brasil","PR","Colombo","Floresta Ombrófila Mista","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","13536","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2703","2021-03-04 15:45:33-03","IF","SPSF","14558","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,NA,NA,NA,NA,"G. Hatschbach","4407","1981","09","18","Brasil","PR","Foz do Iguaçú","rio Ocui","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","39570","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2704","2021-03-04 15:45:33-03","IF","SPSF","28206","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,NA,NA,NA,NA,"C.Iramina",NA,"1999","08","28","Brasil","PR","Londrina","margem de rio","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","63728","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2705","2021-03-04 15:45:33-03","IF","SPSF","53290","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","L.H.S.- Silva","2016","12","31","F.C. e Silva & E.M.Francisco","2078","1996","11","05","Brasil","PR","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"COLETA: Árvore de 9 m de altura. Flores brancas. Frutos imaturos verdes.; GEOGRAFIA: Brejo. Arredores de Sapopema.;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","21990","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2706","2021-03-04 15:45:33-03","IF","SPSF","23044","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,NA,NA,NA,NA,"S.I.Elias","141","1997","12","13","Brasil","SP","Apiaí","estrada para Pinhalzinho","-48.8400001525879","-24.5",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","37738","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2707","2021-03-04 15:45:33-03","IF","SPSF","33030","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,NA,NA,NA,NA,"F.A.R.D.P.Arzolla","463","2004","02","13","Brasil","SP","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","21048","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2708","2021-03-04 15:45:33-03","IF","SPSF","11787","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,"O.T. Aguiar","1991","04","19","M.J.Robim","520","1988","02","03","Brasil","SP","Campos do Jordão","Parque Estadual, Sede","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: cambuí&nf;Arvoreta, tronco semelhante à da goiabeira, frutos imaturos verdes e maduros de coloração escura.; GEOGRAFIA: Trilha atrás do viveiro de mudas.;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","21048","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2709","2021-03-04 15:45:33-03","IF","SPSF","12074","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,NA,NA,NA,NA,"S.Honda & L.Rossi","419","1984","11","22","Brasil","SP","Cotia","Cemucan","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","23869","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2710","2021-03-04 15:45:33-03","IF","SPSF","20889","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,NA,NA,NA,NA,"V.C.Souza","4320","1993","09","06","Brasil","SP","Itararé","fazenda Ibiti","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata com araucaria&nf;;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","27729","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2711","2021-03-04 15:45:33-03","IF","SPSF","12076","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,NA,NA,NA,NA,"Rampin & Reiss",NA,"1983","10","20","Brasil","SP","Rio Claro","Horto Florestal","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"COLETA: Árvore até 4m de alt., à beira de rio. Flores brancas.;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","21773","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2712","2021-03-04 15:45:33-03","IF","SPSF","02372","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana var. membranacea",NA,"K.Legraud",NA,NA,NA,"J.P.Coelho",NA,"1945","11","05","Brasil","SP","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","53584","auto","var. membranacea","Magnoliopsida",NA,NA,NA,NA,NA,NA
"2713","2021-03-04 15:45:33-03","IF","SPSF","04134","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,"O.T. Aguiar",NA,NA,NA,"J.P.Coelho",NA,"1945","10","05","Brasil","SP","São Paulo","Parada Sete - Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales","53584","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2714","2021-03-04 15:45:33-03","IF","SPSF","47519","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Camb.",NA,NA,NA,NA,"T.E.Barreto","53","2013","01","11","Brasil","SP","Campos do Jordão","PEMCJ","-45.933333","-23.266667",NA,NA,NA,NA,"COLETA: Árvore.; GEOGRAFIA: FOM/FOD Altomontana;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"2715","2021-03-04 15:45:33-03","IF","SPSF","08052","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana",NA,"O.T. Aguiar","1991","04","19","M.M.Santos","44","1981","02","14","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.590833","-22.738889",NA,NA,"1570","1570","COLETA: Árvore de 8m de altura, frutos verdes, frequencia mediana. Árvore n° 22 (já coletada).;",NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
