"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"400","2019-11-01 14:54:54-03","UnB","UB","15240","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Irwin, HS; Souza, R; Santos, RR","16848","1966","06","10","Southern America","Brasil",NA,NA,"on roots of Byrsonima (Irwin et al. 16857). Scale leaves red-brown; buds reddish.; Parasitic. Flor light yelow; Sandy cerrado.",NA,"Dicotyledoneae",NA,"Mart.","Kirkbride Junior, JH","Mato Grosso",NA,"Ca. 15km S. of Xavantina",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2019-11-01 14:54:54-03","UnB","UB","15241","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Hunt, DR; Ramos, JF","6027","1966","06","16","Southern America","Brasil",NA,NA,"Female inflorescence red, bracts yellowish. Male stamens yellow (no good specimen).; Root parasite; . Solo: Shady forested bank beneath sandstone outcrops.",NA,"Dicotyledoneae",NA,"Mart.",NA,"Mato Grosso",NA,"Serra Azul, about 7 km west of the Barra do Garças - Xavantina road, 77km from Barra",NA,NA,"600","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","2019-11-01 14:54:54-03","UnB","UB","15242","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Anderson, WR; Fryxell, PA; Hill, SR; Santos, RR; Souza, R","9754","1973","05","05","Southern America","Brasil",NA,NA,"on stream bank in forest; flower stalk yellow-white; flower dark red.; Saprophyte or parasite; Gallery forest along stream and brejo (sedge meadow) and cerrado on slopes above. Solo: Sandy soil, sand-stone rocks.",NA,"Dicotyledoneae",NA,"Mart.","Hansen, BF","Mato Grosso",NA,"Eastern base of mountain ca. 9 km NE of Barra do Garças",NA,NA,"450","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2019-11-01 14:54:54-03","UnB","UB","161306","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Faria, JEQ; Cota, MRC; Caires, CS; Zanatta, MRV","328","2008","09","16","Southern America","Brasil",NA,NA,"Indivíduo parasita, parasitando raiz de Magnolia ovata, brácteas envolvendo uma superfície globosa negra, quando essa superfície negra se desprende, observa-se logo abaixo uma massa branca; Mata de galeria",NA,"Dicotyledoneae",NA,"Mart.","Sato, HA","Goiás","Cavalcante","Margem direita da GO-118, sentido sul-norte, entre Alto Paraíso de Goiás e Teresina de Goiás","-47.372222","-13.906389","1259","1259",NA,NA,"-47.372222","-13.906389",NA,NA,"2013","09","27",NA,NA,NA,NA,NA
"404","2019-11-01 14:54:54-03","UnB","UB","181497","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Francener, A; Gonzaga, AFN; Bergamini, LL; Hall, CF","618","2008","07","15","Southern America","Brasil",NA,NA,"Erva, subterrânea anual, com inflorescência estrobiliforme, com as folhas congestas envolvendo a inflorescência.; Área de campo úmido a campo limpo próximo a campo rupestre do Sismógrafo.",NA,"Dicotyledoneae",NA,"Mart.","Francener, A","Goiás","Caldas Novas","Parque Estadual da Serra de Caldas Novas.","-48.686667","-17.743056","946","946",NA,NA,"-48.686667","-17.743056",NA,NA,"2013","02","10",NA,NA,NA,NA,NA
"405","2019-11-01 14:54:54-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Mota, NFO","1105","2007","12","08","Southern America","Brasil",NA,NA,"Parasita, terrestre. Flores vermelhas, bracteas castanhas; Mata de galeria",NA,"Dicotyledoneae",NA,"Mart.","Sato, HA","Pará","Canaã dos Carajás","Floresta Nacional dos Carajás - Serra Sul - Corpos A,B e C","-50.351389","-6.393889",NA,NA,NA,NA,"-50.351389","-6.393889",NA,NA,"2013","09","27",NA,NA,NA,NA,NA
"406","2019-11-01 14:54:54-03","UnB","UB","15237","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Heringer, EP","8359","1961","05","19","Southern America","Brasil",NA,NA,"Planta pequena.; Mata.",NA,"Dicotyledoneae",NA,"Mart.","Smith, LB","Distrito Federal","Brasília","Estrada de Anápolis","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"407","2019-11-01 14:54:54-03","UnB","UB","7180","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gonçalves, EG","37","1996","01","20","Southern America","Brasil",NA,NA,"Fresta de rocha, sobre as raízes de uma árvore, solo úmido.; Parasita. Flor vermelho-vinho; Afloramento de arenito.",NA,"Dicotyledoneae",NA,"Mart.","Gonçalves, EG","Goiás","Mossâmedes","Reserva Ecológica da UFG","-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,NA,NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA,NA
"408","2019-11-01 14:54:54-03","UnB","UB","120324","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Miranda, SC; Pinto, JRR; Silva Júnior, MC; Faria, JEQ","1182","2009","02","04","Southern America","Brasil",NA,NA,"flores femininas e masculinas, flores vináceas; debaixo das pedras",NA,"Dicotyledoneae",NA,"Mart.","Miranda, SC","Goiás","Mossâmedes","Serra Dourada, Estância Quinta da Serra","-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,NA,NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA,NA
"409","2019-11-01 14:54:54-03","UnB","UB","15243","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Oliveira, E","446","1960","01","28","Southern America","Brasil",NA,NA,"Planta pequena.; Flor amarelo-avermelhada; Mata da terra firme.",NA,"Dicotyledoneae",NA,"Mart.","Delprete, PG","Pará",NA,"Km 135 da rodovia Belém - Brasília. Pico 17, km 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA
"410","2019-11-01 14:54:54-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Heringer, EP","14542","1975","04","15","Southern America","Brasil",NA,NA,"Planta parcialmente subterrânea, parasitando uma raiz de árvore com muitas pontas fofas do solo, cor de vinho; Mata ciliar sombreada, fresca",NA,"Dicotyledoneae",NA,"Mart.",NA,"Distrito Federal","Brasília","Parque do Guará","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"411","2019-05-06 11:54:22-03","UFU","HUFU","314","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Vieira, R.C.; Araújo, G.M. & Oliveira, A.","274","1984","07","25",NA,"Brasil",NA,NA,"Parasita de raízes. Inflorescência de cor vinho.; Cerrado.","HUFU00002447",NA,NA,"Mart.","Schiavini, I.","Minas Gerais","Uberlândia","Avenida Antônio Thomáz Rezende, Próximo à Indústria Siquierolli.","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00002447",NA,NA,NA,"58223","auto","1992","08","17",NA,NA,NA,NA,NA
"412","2020-08-04 12:47:42-03","UFU","HUFU","25454","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Arantes, A.A.A.","1083","1999","04","26",NA,"Brasil",NA,NA,"Parasita de raízes, inflorescência alaranjadas.; Cerradão.","HUFU00002441",NA,NA,"Mart.","Camposo, L.","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00002441",NA,NA,NA,"58223","auto","2009","11","06",NA,NA,NA,NA,NA
"413","2019-05-06 11:54:22-03","UFU","HUFU","22923","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Guimarães, A.J.M.","s.n.","1999","06","03",NA,"Brasil",NA,NA,"Vereda.","HUFU00002446",NA,NA,"Mart.",NA,"Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda sul.","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00002446",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"414","2019-05-06 11:54:22-03","UFU","HUFU","35263","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Menezes, C.; Cunha, F.L.R.; Perim, M.A.A. & Nascimento, R.A.","8","2003","05","30",NA,"Brasil",NA,NA,"Interior de cerradão.","HUFU00002444",NA,NA,"Mart.","Fleury-Silva, H.R.","Minas Gerais","Uberlândia","Parque Municipal Victorio Siquierolli","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00002444",NA,NA,NA,"58223","auto","2003","09","15",NA,NA,NA,NA,NA
"415","2019-05-06 11:54:22-03","UFU","HUFU","27431","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Fleury-Silva, H.R.; Nakajima, J.N.; Hattori, E.K.O. & Oliveira, A.","108","2002","05","24",NA,"Brasil",NA,NA,"Parasita subterrâneo, inflorescência roxa.; Cerradão.","HUFU00002445",NA,NA,"Mart.","Fleury-Silva, H.R.","Minas Gerais","Uberlândia","Parque Municipal Victorio Siquierolli, Perto do museu.","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00002445",NA,NA,NA,"58223","auto","2002","09","06",NA,NA,NA,NA,NA
"416","2019-05-06 11:54:22-03","UFU","HUFU","54596","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Siqueira, A.S.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","1029","2008","06","01",NA,"Brasil",NA,NA,"Parasita subterrânea. Flor branca com brácteas vermelhas.","HUFU00002440",NA,NA,"Mart.",NA,"Goiás",NA,"Serra do Facão",NA,NA,NA,NA,"HUFU00002440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2020-08-04 12:47:42-03","UFU","HUFU","56273","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Arantes, A.A.A.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","1029","2008","06","01",NA,"Brasil",NA,NA,"Parasita subterrânea. Flor branca com brácteas vermelhas.","HUFU00002439",NA,NA,"Mart.",NA,"Goiás",NA,"Serra do Facão",NA,NA,NA,NA,"HUFU00002439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2019-11-28 15:44:42-03","UFU","HUFU","79449","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Hemsing, P.K.B.; Dias, A.G.; Marques, C.A. & Castro, E.P. de","1126","2019","05","13",NA,"Brasil",NA,NA,"Planta, ca. 0,2 m.; Cerrado.","HUFU00076997",NA,NA,"Mart.",NA,"Minas Gerais","Uberlândia","Rio Uberabinha, Ponto 61.","-48.4625","-18.828889",NA,NA,NA,NA,"-48.4625","-18.828889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2019-05-06 11:54:22-03","UFU","HUFU","60064","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Coeli, V.O.","s.n","2011","05","14",NA,"Brasil",NA,NA,"Parasita subterrânea. Flores brancas com brácteas rubras.; Vereda.","HUFU00002438",NA,NA,"Mart.",NA,"Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00002438",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"420","2019-05-06 11:54:22-03","UFU","HUFU","3162","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Araújo, G.M.; Nakajima, J.N.; Oliveira, P.E.A.M. & Pereira, P.R.","216","1992","06","05",NA,"Brasil",NA,NA,"Parasita de raízes, inflorescência vermelha, flores creme.; Mata mesófila.","HUFU00002442",NA,NA,"Mart.","Camposo, L.","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00002442",NA,NA,NA,"58223","auto","2009","11","06",NA,NA,NA,NA,NA
"421","2019-05-06 11:54:22-03","UFU","HUFU","3056","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","FEEP","98","1992","05","15",NA,"Brasil",NA,NA,"Inflorescência, ca. 10 cm. Inflorescência vermelha com flores brancas.; Cerradão secundário.","HUFU00002450",NA,NA,"Mart.",NA,"Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00002450",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"422","2019-05-06 11:54:22-03","UFU","HUFU","3035","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","FEEP","78","1992","05","08",NA,"Brasil",NA,NA,"Herbácea. Inflorescência vermelha.; Cerradão.","HUFU00002449",NA,NA,"Mart.","Schiavini, I.","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00002449",NA,NA,NA,"58223","auto","1992","07","05",NA,NA,NA,NA,NA
"423","2019-05-06 11:54:22-03","UFU","HUFU","12092","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Leenza, E.O.; Barbosa, A.A.A.","416","1996","05","03",NA,"Brasil",NA,NA,"Erva com brácteas vináceas, flores.; Cerrado s.s.","HUFU00002443",NA,NA,"Mart.","Camposo, L.","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00002443",NA,NA,NA,"58223","auto","2009","11","06",NA,NA,NA,NA,NA
"424","2020-08-04 12:47:42-03","UFU","HUFU","46584","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Arantes, A.A.A.; Brandão, R.R. & Oliveira, R.S.","1861","2006","07","07",NA,"Brasil",NA,NA,"Erva com inflorescência vermelha-coral, brácteas avermelhadas.","HUFU00002448",NA,NA,"Mart.",NA,"Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00002448",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"425","2020-05-19 17:19:29-03","UFMT","UFMT","31960","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Nave, A.G.; Dario, F.R.; Carneiro, P.H.M.","1213","1997","02","24",NA,"Brasil",NA,NA,"Herbácea com alt. 0,1m, flor vermelha.; Mata de Encosta. Interior da mata.",NA,NA,NA,"Mart.","Nave, A.G.; Souza, V.C.","Mato Grosso","Chapada dos Guimarães","Rancho Paredão da Serra.","-55.727222","-15.485278",NA,NA,NA,NA,"-55.727222","-15.485278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2018-02-26 18:31:54-03","UFMT","UFMT","13456","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Macedo, M.; Godinho, R.","4160","1995","05","09",NA,"Brasil",NA,NA,"Arbusto prostato piloso. Com botões vermelhos e flores creme.; Cerrado. solo arenoso.",NA,NA,NA,"Mart.",NA,"Mato Grosso","Campo Novo do Parecis","Estrada Nambikuara- Reser. Tiracatinga.","-57.8918991088867","-13.6752996444702",NA,NA,NA,NA,NA,NA,"92744","auto",NA,NA,NA,NA,NA,NA,NA,NA
"427","2018-08-09 21:10:47-03","UFMT","UFMT","42437","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Batista, C.A.S.","s.n.","2015","03","28",NA,"Brasil",NA,NA,"Cerrado.",NA,NA,NA,"Mart.",NA,"Mato Grosso","Chapada dos Guimarães","Chapada Aventura. Próximo a àrea APP.","-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA
"428","2018-02-26 18:31:55-03","UFMT","UFMT","1659","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Guarim Neto, G.; Moraes, E.C.C.; Santos, I.F.","390","1981","05","21",NA,"Brasil",NA,NA,"Planta parasita de raízes. com escamas vistosas, amarelados.; Cerrado, transição para vegetação ciliar. Sobre solo arenoso.",NA,NA,NA,"Mart.","Guarim Neto, G.","Mato Grosso","Cuiabá","Serra de São Vicente. ca. de 70 km de Cuiabá. BR 364 (Cuiabá- São Paulo).","-56.0966987609863","-15.5960998535156",NA,NA,NA,NA,NA,NA,"74875","auto","1981",NA,NA,NA,NA,NA,NA,NA
"429","2021-02-12 18:59:09-03","UFMT","UFMT","1660","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Moraes, E.C.C.; Guarim Neto, G.; Cunha, C.N.; Amorim Neto, L.","287","1983","04","23",NA,"Brasil",NA,NA,"Parasita de raízes. Inflorescência amarela.; àrea de grandes afloramentos rochosos. Entre rochas, em material em decomposição.",NA,NA,NA,"Mart.","Guarim Neto, G.","Mato Grosso","Diamantino","Cerca de 20 km após o limite do Município de Diamantino.","-56.4460983276367","-14.4085998535156",NA,NA,NA,NA,NA,NA,"134442","auto","1983",NA,NA,NA,NA,NA,NA,NA
"430","2018-12-06 13:43:18-02","UFMT","UFMT","29512","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Junior, L.G.; Rebellato, L.","56","2003","05","08",NA,"Brasil",NA,NA,"Herbácea, parasita de raiz; flor masculina amarela.; Mata ciliar.",NA,NA,NA,"Mart.","Pott, V.J.","Mato Grosso do Sul","Corumbá","Corrego fundão. Faz. Acorizal- Serra do Amolar.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"431","2021-03-04 15:46:15-03","IF","SPSF","34564","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","F.A.R.D.P.Arzolla & M.Imamoto & F.H.Santos","835","2005","05","30","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFNovo; Parasita de raiz, inflorescências com bráctras e botões vináceos, flores amarelas; GEOGRAFIA: floresta ombrofila densa montana&nf;UTM: X=33940 Y=7410530;",NA,"Magnoliophyta","Santalales",NA,"F. A. R. D. P. Arzolla","SP","Caieiras","Condominio Parque Imperial","-46.7400016784668","-23.3600006103516",NA,NA,NA,NA,NA,NA,"9448","auto","2005","06","14","Magnoliopsida",NA,NA,NA,NA
"432","2021-03-04 15:46:15-03","IF","SPSF","34507","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","F.A.R.D.P.Arzolla & M.Imamoto & R.A. Martins & F.H.dos Santos","828","2005","05","06","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFNovo; Herbácea, flores vinho, parasita de raiz; GEOGRAFIA: floresta ombrofila densa montana&nf;;",NA,"Magnoliophyta","Santalales",NA,"F.A.R.D.P.Arzolla","SP","Caieiras","Condomínio Parque Suiça","-46.695556","-23.402222",NA,NA,NA,NA,NA,NA,NA,NA,"2005","05","16","Magnoliopsida",NA,NA,NA,NA
"433","2017-09-11 17:08:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"P04P2N0001 P04P2N0002 P04P2N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2017-09-11 17:08:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"P04P2N0001 P04P2N0002 P04P2N0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2021-02-08 12:38:47-03","UFRGS","ICN","194645","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Bautista, HP; Rodriguez-Oubiña, J","2459","1998","08","21","América do Sul","Brasil",NA,NA,"HRB 40538; Capítulos com receptacúlo suculente, brácteas de base carnosa, margem cilciada, corola e estigma vermelho-grená, rizoma carnoso, creme. Arenitos da chapada Diamantina, Contato Cerrado/Catinga/Floresta decidual; Parasita de Rais de arvore(M",NA,"Dicotyledon",NA,"Mart.","Bautista, HP","BA","Umburanas","Borda lesta da serra da Gameleira. Margem direita do Riacho da Serra Branca, a alguns km de Lagoinha, em direção a Minas do Mimoso","-40.328611","-10.529167","60","60",NA,NA,"-40.328611","-10.529167",NA,NA,"1998","08",NA,NA,NA,NA,NA,NA
"436","2021-03-03 22:00:02-03","FLAS","FLAS","174663","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gerald F. Guala II","1470",NA,NA,NA,NA,"Brazil","Preserved herbarium specimen",NA,NA,NA,NA,NA,"Mart.",NA,"Goias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2021-04-05 12:30:31-03","UNIVASF","HVASF","10365","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","A. Melo","328","2008","09","20","América do Sul","Brasil",NA,NA,"Erva parasita, com inflorescência congesta. Presente na serrapilheira em decomposição e em troncos de árvores. Abundante no local. Flores lilases a vermelhas.","HVASF010365",NA,NA,"Mart.","A. Melo","Pernambuco","Sirinhaém","Usina Trapiche, Mata das Cobras","-35.170783","-8.571672","82","82",NA,NA,"-35.170783","-8.571672",NA,NA,"2008","10","20",NA,NA,NA,NA,"U"
"438","2021-04-05 12:30:31-03","UNIVASF","HVASF","15652","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","N.M.P. Braga","106","2012","06","14","América do Sul","Brasil",NA,NA,"Erva parasita de raízes arbóreas. Folhas e inflorescência vermelhas.","HVASF015652",NA,NA,"Mart.","E.V.R. Ferreira","Bahia","Sento Sé","Povoado Alegre, margem do riacho do Alegre",NA,NA,"1165","1165",NA,NA,"9999.000000","9999.000000",NA,NA,"2012","07","10",NA,NA,NA,NA,"U"
"439","2021-04-05 12:30:31-03","UNIVASF","HVASF","15037","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","C.R.S. Oliveira","274","2012","02","29","América do Sul","Brasil",NA,NA,"Holoparasita de raízes arbóreas. Inflorescência passada.","HVASF015037",NA,NA,"Mart.","J.A. Siqueira Filho","Pernambuco","Buíque","Parque Nacional do Catimbau. Trilha do Canyon","-37.245972","-8.527555","876","876",NA,NA,"-37.245972","-8.527555",NA,NA,"2012","03","05",NA,NA,NA,NA,"U"
"440","2021-04-05 12:30:30-03","UNIVASF","HVASF","8757","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Marcondes Oliveira","4992","2010","06","26","América do Sul","Brasil",NA,NA,"Saprófita terrestre.Estrutura foliácea avermelhada .Peça floral avermelhada ,com bases alvas.Frequente .","HVASF008757",NA,NA,"Mart.","Marcondes Oliveira","Pernambuco","Buíque","Riachão. Caatinga arbustivo-arbórea semi-aberta. Solo argilo-arenoso.","-37.126666","-8.555333","863","863",NA,NA,"-37.126666","-8.555333",NA,NA,"2010","06","26",NA,NA,NA,NA,"U"
"441","2021-04-05 12:30:31-03","UNIVASF","HVASF","23806","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","V. Rodrigues",NA,"2019","05","31","América do Sul","Brasil",NA,NA,"Erva holoparasita de raiz, carnosa, brácteas vináceas. Material na coleção líquida","HVASF023806",NA,NA,"Mart.","J.A. Siqueira Filho","Ceará","Tianguá","Pousada Sítio do Bosco ao lado da caverna do morcego","-40.9604","-3.661997","738","738","HVASF023806_v01 HVASF023806_v02 HVASF023806_v03 HVASF023806_v04",NA,"-40.960400","-3.661997",NA,NA,"2019","05","31",NA,NA,NA,NA,"U"
"442","2021-04-05 12:30:31-03","UNIVASF","HVASF","15680","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","N.M.P. Braga","134","2012","06","15","América do Sul","Brasil",NA,NA,"Erva parasita de raízes arbóreas. Folhas e inflorescência vermelhas.","HVASF015680",NA,NA,"Mart.","E.V.R. Ferreira","Bahia","Sento Sé","Povoado Alegre, cachoeira do Alegre a ca. de 6Km do povoado",NA,NA,"947","947",NA,NA,"9999.000000","9999.000000",NA,NA,"2012","07","10",NA,NA,NA,NA,"U"
"443","2019-11-21 10:01:40-03","IBt","SP","127462","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Eiten, G; Mimura, I","5362","1963","07","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","Silvestre, MSF","São Paulo","São Paulo","Parque do Estado, Grounds of the Instituto de Botânica. Ca. 10 km. South of center of São Paulo (Praça da Sé)","-46.633333","-23.6","800","800",NA,NA,"-46.633333","-23.6",NA,NA,"1979","06","26",NA,NA,NA,NA,NA
