"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"286","2020-12-11 11:39:52-03","UFMG","BHCB","71162","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Hatschbach, G",NA,NA,"Brasil","Santa Catarina","Laguna",NA,"-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,NA,NA,"71872",NA,"Southern America",NA,NA,"Dicotyledon",NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-12-11 11:39:52-03","UFMG","BHCB","29217","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,"2013","07","29","Stehmann, JR; Vieira, AO; Falkenberg, DB","1994","01","Brasil","Rio Grande do Sul","Caçapava do Sul","BR 153 Km 488, Caçapava>Bagé","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"Flores rosadas. Erva ereta.","BHCB010622",NA,"1338","21","Southern America",NA,NA,"Dicotyledon",NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2021-02-11 17:21:44-03","UFPR","UPCB","41336","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Sosa, M.M.","1999","01","01","Seijo, G.","1998","12","Argentina","Buenos Aires","General Alvear","Buenos Aires, Part. Gral. Alvear, Ruta Prov. 205, km 233, entre Saladillo y Bolívar",NA,NA,NA,NA,NA,NA,"Flor lila. En campo graminoso..",NA,NA,"1307","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2021-02-11 17:21:44-03","UFPR","UPCB","19391","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Souza, V.C.","1994","10","17","Kummrow, R.","1987","02","Brasil","Paraná","Curitiba","Parque Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Flor rosada. Margens de estrada..",NA,NA,"2873","04",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2021-02-11 17:21:44-03","UFPR","UPCB","56108","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Ribas, O.S.","2007","01","01","Reginato, M.","2005","12","Brasil","Paraná","Piraquara","Mananciais da Serra, Represa do Carvalhinho","-48.983333","-25.483333","-48.983333","-25.483333","1100","1100","Herbácea, flor zigomorfa rosa. FOM/FODM..",NA,NA,"661","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2021-02-11 17:21:44-03","UFPR","UPCB","58143","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Ribas, O.S.",NA,NA,NA,"Martins, A.C.","2005","01","Brasil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena","-49.183333","-25.516667","-49.183333","-25.516667","910","910","Herbácea, flores lilás, altura cerca de 30 cm. Campo limpo..",NA,NA,"72","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2021-02-11 17:21:44-03","UFPR","UPCB","58154","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Ribas, O.S.",NA,NA,NA,"Martins, A.C.","2005","02","Brasil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena","-49.183333","-25.516667","-49.183333","-25.516667","910","910","Herbácea, flroes lilás, cerca de 40 cm de altura. Campo limpo..",NA,NA,"83","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2021-02-11 17:21:44-03","UFPR","UPCB","8774","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Souza, V.C.","1994","10","17","Hatschbach, G.","1971","02","Brasil","Paraná","Curitiba","Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Flor rosada. Capoeira..",NA,NA,"26226","01",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2021-02-11 17:21:44-03","UFPR","UPCB","20156","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Souza, V.C.","1994","10","17","Ginzbarg, S.","1988","02","Brasil","Paraná","Curitiba","Guabirotuba, perto do MBM","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Flor lilás-claro..",NA,NA,"695","12",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2021-02-11 17:21:44-03","UFPR","UPCB","3160","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Souza, V.C.","1994","10","17","Mattos, J.","1958","12","Brasil","Rio Grande do Sul","Alegrete","Guarita, próximo da cidade","-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,"25cm. Campo limpo..",NA,NA,"6294","26",NA,NA,NA,NA,NA,"89305","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2021-02-11 17:21:03-03","UFPR","UPCB","86493","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schl.) D'Arcy","Souza, V.C.","2001",NA,NA,"Cordeiro, J | Barbosa, E.","2001","03","Brasil","Paraná","Curitiba","Jardim Botânico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Erva ruderal, flor rosada. Invasora de gramados..",NA,NA,"1927","02",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2021-02-11 17:21:44-03","UFPR","UPCB","32066","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Guimarães, O.A.","1998","01",NA,"Falkenberg, D.B.","1993","02","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Subarbusto, 0,8m, corola rosada. Capoeira..",NA,NA,"6123","26",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2021-02-11 17:21:44-03","UFPR","UPCB","29670","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Kozera, C.","1997","01",NA,"Kozera, C.","1996","12","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Herbácea com flores róseas e frutos. Área degradada..",NA,NA,"446","17",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2021-02-11 17:21:44-03","UFPR","UPCB","44399","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Souza, V.C.","2001","01","01","Hatschbach, G.","2000","12","Brasil","Santa Catarina","Laguna","Praia do Sol","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Ereta, flor alva. Dunas fixas, 3-5m s.n.m..",NA,NA,"71872","13",NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2021-02-11 17:21:44-03","UFPR","UPCB","19045","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Souza, V.C.","1994","10","17","Barbola, I.F.","1991","02","Brasil","Paraná","Lapa","Reserva Florestal Passa Dois","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"Herbácea do campo. Solo seco..",NA,NA,NA,"24",NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2021-02-11 17:21:44-03","UFPR","UPCB","24210","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Guimarães, O.A.","1995","12",NA,"Bidá, A.","1984","02","Brasil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,NA,NA,"276","08",NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2021-02-11 17:21:44-03","UFPR","UPCB","38788","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Guimarães, O.A.","1999","07",NA,"Amaral, W.do","1999","02","Brasil","Paraná","Curitiba","Santo Inácio","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Erva de 0,4m, com flores rosas. Nome vulgar: boca-de-leão-selvagem..",NA,NA,"469","10",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2021-02-11 17:21:44-03","UFPR","UPCB","2775","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Souza, V.C.","1994","10","17","Moreira Filho, H.","1960","02","Brasil","Paraná","Ponta Grossa","Serra de São Luiz do Purunã","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Margem da estrada no alto da Serra..",NA,NA,"199",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2021-02-11 17:21:44-03","UFPR","UPCB","60131","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Cervi, A.C.","2008","01","01","Cervi, A.C.","2007","02","Brasil","Paraná","Curitiba","UFPR, Centro Politécnico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Erva ereta de flores lilases, campo..",NA,NA,"9006","07",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2021-02-11 17:21:44-03","UFPR","UPCB","10336","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schlecht.) D'Arcy","Souza, V.C.","1994","10","17","Kummrow, R.","1974","02","Brasil","Paraná","Tijucas do Sul","Vossoroca","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"Flor lilás. Capoeira..",NA,NA,"357","15",NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2009-07-30 14:26:00-03","MO","MOBOT","100203790","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","A.M. Cialdella",NA,NA,NA,"Silvia S. Denham|Norma B. Deginani","2006","2","Argentina","Misiones","San Javier","Ruta Provincial 2 y Arroyo Itacaruaré.","-55.2666667","-27.8666667",NA,NA,"92.00000000",NA,NA,NA,NA,"Denham 81","22","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"307","2020-03-02 04:36:00-03","MO","MOBOT","100361665","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"W. D. Stevens|Nélida Soria|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","2011","3","Paraguay","Paraguarí",NA,"La Rosada, entrance to Parque Nacional Ybycu'í; roadside and weedy fields","-56.8413889","-26.0986111",NA,NA,"115.00000000",NA,NA,NA,NA,"Stevens 30992","12","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1400",NA,NA,NA
"308","2016-10-17 10:39:00-02","MO","MOBOT","100934366","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","O. Kosovsky",NA,NA,NA,"Miriam Colella|V. Morales|Dennis W. Stevenson","1988","9","Venezuela","Bolívar","Cedeño","6 km al norte de Manipuare.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colella 1223","13","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"309","2011-12-22 05:01:00-02","MO","MOBOT","1070613","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Teodoro Rojas","1945","1","Paraguay","Guairá",NA,"Colonia Independencia.","-56.25","-25.71666",NA,NA,NA,NA,NA,NA,NA,"Rojas 12530","31","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"310","2013-08-20 12:45:00-03","MO","MOBOT","1414166","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer (BKL)",NA,NA,NA,"Elsa M. Zardini|R. Gamarra","1999","10","Paraguay","Itapúa",NA,"Yacyretá Dam Island Reserve: Eastern area. Aña Cua. Collecting area: around two hectares.","-56.6522222","-27.3958333",NA,NA,NA,NA,NA,NA,NA,"Zardini 51861","23","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1182",NA,NA,NA
"311","2019-05-03 06:42:00-03","MO","MOBOT","1420798","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer (BKL)",NA,NA,NA,"Elsa M. Zardini|R. Brítez","1999","12","Paraguay","Caazapá",NA,"Estancia Tapytá of Shell Forestry Limited.","-55.7630556","-26.2738889",NA,NA,"150.00000000",NA,NA,NA,NA,"Zardini 52988","14","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1192",NA,NA,NA
"312","2008-05-27 22:02:00-03","MO","MOBOT","1645067","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"José E. Montes","1958","3","Argentina","Misiones",NA,"Habitat in abra-campestre, lugar alto. Poco abundante. Pl. Anual, altura 0.3-0.45 M. Flores rosadas, frutos cremosos",NA,NA,NA,NA,"260.00000000",NA,NA,NA,NA,"Montes 27528","9","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2018-05-17 05:28:00-03","MO","MOBOT","2231608","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Cialdella, A. M., II-",NA,NA,NA,"María E. Múlgura|F. Biganzoli|H. Illarraga|Andrea S. Vega","1997","12","Argentina","Misiones","San Pedro","Borde de ruta 20 a 5 km del cruce con la ruta 14","-54.06666","-26.53333",NA,NA,"660.00000000",NA,NA,NA,NA,"Múlgura 1847","14","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2008-05-27 22:02:00-03","MO","MOBOT","2231643","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Ariza Espinar, L.",NA,NA,NA,"Luis Ariza Espinar","1960","10","Argentina","Santa Fé","General Obligado","Villa Ocampo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ariza Espinar 1060","26","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2011-02-22 06:39:00-03","MO","MOBOT","2232732","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"F. Biganzoli|Paola Peralta|G. Márquez","2004","1","Argentina","Misiones","Concepción","Estancia de Elsa Prates sobre el río Uruguay. Campo pastoreado","-55.54611","-28.09277",NA,NA,"160.00000000",NA,NA,NA,NA,"Biganzoli 1559","27","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2018-02-24 05:31:00-03","MO","MOBOT","2291592","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Sosa, M. M., //",NA,NA,NA,"M. M. Sosa","1999","12","Argentina","Corrientes","Capital","Hipódromo General San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sosa 28","18","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2011-03-25 20:20:00-03","MO","MOBOT","2291598","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Cocucci, A. A.",NA,NA,NA,"Andrea A. Cocucci|A.N. Sérsic|N. Hempel|A. Dafni|J. Nattero|M. Moré|S. Benítez Vieyra|A. Fluegge","2003","11","Argentina","Entre Ríos","Colón","Parque Nacional El Palmar, Arroyo El Palmar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cocucci 2999","17","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2008-05-27 22:02:00-03","MO","MOBOT","2291798","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Ariza Espinar, L.",NA,NA,NA,"Luis Ariza Espinar","1973","1","Argentina","Córdoba","Colón","El Diquecito","-64.38333","-31.36666",NA,NA,NA,NA,NA,NA,NA,"Ariza Espinar 2783","1","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2011-02-27 07:48:00-03","MO","MOBOT","2337767","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Rossow, R. A.",NA,NA,NA,"Ricardo A. Rossow",NA,NA,"Argentina","Misiones","San Javier","San Javier, Co. Monge","-55.13333","-27.88333",NA,NA,NA,NA,NA,NA,NA,"Rossow 3366",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2011-03-15 06:39:00-03","MO","MOBOT","2337779","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Barboza, G. E.",NA,NA,NA,"Gloria E. Barboza|Franco E. Chiarini|Marisa Matesevach|C. Carrizo García","2002","12","Argentina","Corrientes","Ituzaingó","Entre Villa Olivari e Ituzaingó, por ruta nº 12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barboza 387","6","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2009-05-15 13:24:00-03","MO","MOBOT","3001948","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer",NA,NA,NA,"Pedro Jörgensen",NA,NA,"Paraguay",NA,NA,"Common on meadows.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 4230",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2011-02-22 06:43:00-03","MO","MOBOT","2337804","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Cialdella, A.M.",NA,NA,NA,"F. Biganzoli|Paola Peralta|A. Giallorenzo|V. Moreno|M. Mattioni","1998","9","Argentina","Misiones","Cainguás","Predio UNLP : valle del arroyo Cuña Pirú. Ruta 7, cerca de balneario",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biganzoli 384","26","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2018-02-24 05:31:00-03","MO","MOBOT","2408632","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Sosa, M. M., //",NA,NA,NA,"Sara G. Tressens|Victor Maruñak|M. M. Sosa","1997","3","Argentina","Misiones","Candelaria","Ruta 12, 18 Km NE de Candelaria","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,"Tressens 5724","21","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2008-05-27 22:02:00-03","MO","MOBOT","2429464","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Ariza Espinar, L.",NA,NA,NA,"Luis Ariza Espinar","1960","2","Argentina","Córdoba","Punilla","Villa Carlos Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ariza Espinar 737","26","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2011-03-24 16:21:00-03","MO","MOBOT","2430067","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Maria M. Arbo|Sergio Cáceres M.|M. Silvia Ferrucci|Victor Maruñak","1996","10","Argentina","Corrientes","San Roque","Estancia Caaguazú, 11 Km NE de Chavarría, camino a Tacuaritas. Aprox. 4 km al S del casco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbo 6666","22","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2011-03-26 10:53:00-03","MO","MOBOT","2440648","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Sosa, M. M., //",NA,NA,NA,"Maria M. Arbo|Sara G. Tressens","1999","9","Argentina","Corrientes","San Miguel","Estero Ayucu. Reserva Natural Provincial del Ibera","-57.46666","-28.03333",NA,NA,NA,NA,NA,NA,NA,"Arbo 8323","21","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2011-03-26 11:09:00-03","MO","MOBOT","2440663","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Schinini, A.",NA,NA,NA,"Maria M. Arbo|Aurelio Schinini|Myriam C. Peichoto|M.C. Franceschini|E. Flaschland","2000","1","Argentina","Corrientes","Santo Tomé","Ruta 41, 30 km al N de Galarza",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbo 8627","20","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2011-03-26 12:55:00-03","MO","MOBOT","2440683","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Sosa, M. M., //",NA,NA,NA,"Maria M. Arbo|Aurelio Schinini|Victor Maruñak|J. Sottile","1998","12","Argentina","Corrientes","Mercedes","Macrosistema Iberá. Estancia Rincón del Diablo, alrededores del casco","-58.03333","-28.73333",NA,NA,NA,NA,NA,NA,NA,"Arbo 8221","2","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2018-02-24 05:31:00-03","MO","MOBOT","2444670","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Sosa, M. M., //",NA,NA,NA,"M. M. Sosa","1998","11","Argentina","Corrientes","Saladas","San Lorenzo. Sobre ruta 12, 23 Km de Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sosa 9","8","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2016-11-15 05:15:00-02","MO","MOBOT","2514251","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Schinini, A., //",NA,NA,NA,"Antonio C. Krapovickas|R.M. Harley|Carmen L. Cristóbal|Aurelio Schinini","1994","10","Paraguay","Caaguazú",NA,"14 Km W de Coronel Oviedo","-56.55","-25.46666",NA,NA,NA,NA,NA,NA,NA,"Krapovickas 45714","18","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2018-02-24 05:31:00-03","MO","MOBOT","2514252","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"G.J. Seijo|V.G. Solís Neffa|Myriam C. Peichoto|M. M. Sosa","2001","11","Uruguay","Artigas",NA,"ruta 3 km 586, ayo. Guaviyú","-57.68833","-30.63083",NA,NA,"74.00000000",NA,NA,NA,NA,"Seijo 2421","25","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2009-10-14 20:08:00-03","MO","MOBOT","2514265","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Degen, R.",NA,NA,NA,"Rosa Degen","1992","11","Paraguay","Boquerón",NA,"a 200 m del Dest. de Nueva Asunción",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Degen 2898","18","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2018-02-24 05:31:00-03","MO","MOBOT","2514279","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"G.J. Seijo|V.G. Solís Neffa|Myriam C. Peichoto|M. M. Sosa","2001","11","Uruguay","Tacuarembo",NA,"Ruta 26 km 300, pasando el puente sobre el ayo. Yaguarí","-55.36166","-32.03666",NA,NA,"138.00000000",NA,NA,NA,NA,"Seijo 2542","28","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2010-08-23 14:30:00-03","MO","MOBOT","3000507","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","E. Feltz (MO)",NA,NA,NA,"Roberto Kiesling|Nuncia M. Tur|Emilio A. Ulibarri","1992",NA,"Argentina","Jujuy","Capital","de Jujuy a Cuesta de las Lajitas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kiesling 8139",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
