"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","previousCatalogNumber"
"12","2014-10-14 15:56:24-03","BS","M","M-0029436","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(DC.) Sch.Bip.","NOTATYPE","Martius, C.F.P. von",NA,NA,NA,"Brasil","Habitat in Serra de Piedad. Provinciae Minas Geräes.",NA,NA,"M0029436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"13","2020-12-21 16:16:56-03","MBM","MBM","417606","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch. Bip.",NA,"Loeuille, B.; Costa, F.N.; Araújo, L.M.; Andrino, C.O.; Silva, B.G.; Costa, F.N.; Araújo, L.M.; Andrino, C.O.; Silva, B.G.","517","2010","Southern America","Brazil","Parque Estadual do Rio Preto, Borda da estrada, 100m depois da ponte sobre o Córrego da Lapa",NA,"Campo rupestre.","MBM417606","MBM417606","Loeuille, B.","02","09","Minas Gerais","São Gonçalo do Rio Preto","-43.341667","-18.092722",NA,NA,"2011",NA,NA,"-43.341667","-18.092722","897","897",NA,NA,NA,NA
"14","2015-09-04 05:06:46-03","MNHN","RECOLNAT_MNHN_P","P02511992","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Glaziou, A.",NA,"1892",NA,"Brasil","Brésil, Pinheiro.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511992' target='other'> <mi>dwc_moreinfo</mi></a>","P02511992","P02511992_01","Nakajima","3","26","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19563",NA,NA
"15","2015-09-04 05:06:46-03","MNHN","RECOLNAT_MNHN_P","P02511993","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Glaziou, A.",NA,"1892",NA,"Brasil","Brésil, Pinheiro.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511993' target='other'> <mi>dwc_moreinfo</mi></a>","P02511993","P02511993_01","Nakajima","3","26","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19563",NA,NA
"16","2015-09-04 05:06:46-03","MNHN","RECOLNAT_MNHN_P","P02511994","PreservedSpecimen",NA,NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Glaziou, A.",NA,NA,NA,"Brasil","Brésil.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511994' target='other'> <mi>dwc_moreinfo</mi></a>","P02511994","P02511994_01","Nakajima",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19563",NA,NA
"17","2020-12-11 11:33:23-03","UFMG","BHCB","178224","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","Sch.Bip.",NA,"Augsten, M; Leles, BP","141","2009","Southern America","Brasil","Monumento Natural Estadual Várzea do Lajeado, Lajeado de Milho Verde",NA,"Flor lilás.","BHCB031369",NA,NA,"12","19","Minas Gerais","Serro","-43.4899","-18.469842",NA,NA,NA,NA,NA,"-43.4899","-18.469842","1078","1078",NA,NA,NA,NA
"18","2020-12-11 11:33:23-03","UFMG","BHCB","178228","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","Sch.Bip.",NA,"Augsten, M; Meyer, PB","316","2010","Southern America","Brasil","Monumento Natural Estadual Várzea do Lajeado, Lajeado de Milho Verde",NA,NA,"BHCB031370",NA,NA,"04","02","Minas Gerais","Serro","-43.4899","-18.469842",NA,NA,NA,NA,NA,"-43.4899","-18.469842","1078","1078",NA,NA,NA,NA
"19","2020-12-11 11:33:23-03","UFMG","BHCB","201703","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","Sch.Bip.",NA,"Loeuille, BFP; Costa, FN; Andrino, CO; Silva, B","517","2010","Southern America","Brasil","Parque Estadual do Rio Preto, 100 m depois da ponte sobre o córrego da Lapa",NA,"Arbusto, até 1,5m. Flores roxas; Campo rupestre, borda da estrada","BHCB201703","BHCB201703",NA,"02","09","Minas Gerais","São Gonçalo do Rio Preto","-43.34175","-18.092722",NA,NA,"2011",NA,NA,"-43.34175","-18.092722","897","897",NA,NA,NA,NA
"20","2020-12-11 11:33:23-03","UFMG","BHCB","51281","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","Sch.Bip.",NA,"Lombardi, JA; Morais Lara, AC; Mota, RC da","3683","2000","Southern America","Brasil","Parque Estadual do Rio Preto, Junto ao córrego da Lapa.",NA,"Arbusto, ca.1m, folhas cartáceas, argênteas na face adaxial, frutos imaturos.; Areal, cerrado e mata ciliar.","BHCB052432",NA,NA,"04","07","Minas Gerais","São Gonçalo do Rio Preto","-43.342222","-18.091111",NA,NA,"2011",NA,NA,"-43.342222","-18.091111",NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:33:23-03","UFMG","BHCB","106788","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","Sch.Bip.",NA,"Teles, AM; Mota, RC da; Batista, JAN; Mota, NFO; Viana, PL","332","2007","Southern America","Brasil","Parque Estadual do Rio Preto, Trilha entre o Riacho das Éguas e a sede do Parque.",NA,"Arbusto ereto, ca. 2m. Capítulos com flores lilás.; Campo rupestre.","BHCB025637",NA,NA,"03","20","Minas Gerais","São Gonçalo do Rio Preto","-43.3908004760742","-18.0041999816895","26697","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:33:23-03","UFMG","BHCB","56154","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","Sch.Bip.",NA,"Glaziou, AFM","19565","1892","Southern America","Brasil","Pinheiro perto de Diamantina.",NA,"Arvoreta, flor alva.","BHCB052431",NA,NA,"03","26","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2009-07-27 09:37:00-03","MO","MOBOT","3364337","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","martiana","Piptolepis martiana","(Gardner) Sch. Bip.",NA,"Auguste F.M. Glaziou","Glaziou 19563","1861","South America","Brazil",NA,NA,NA,NA,NA,"Nanda F. F. MacLeish",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-01-31 14:51:00-02","MO","MOBOT","101026381","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(DC.) Sch. Bip.",NA,"B. Loeuille|et al.","Loeuille 517","2010","South America","Brazil","Parque Estadual do Rio Preto. Borda da estrada, 100 m depois da ponte sobre o Córrego da Lapa.",NA,NA,NA,NA,"B. Loeuille","2","9","Minas Gerais","São Gonçalo do Rio Preto","-43.3416666","-18.0927777",NA,NA,NA,NA,NA,NA,NA,"897.00000000",NA,NA,NA,"1",NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","3364314","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(DC.) Sch. Bip.",NA,"William R. Anderson","Anderson 35817","1972","South America","Brazil","Eastern slopes of Pico do Itambe, first large sandstone outcrop below the summit. Sandstone and adjacent meadows, with both sandy soil and overlying humus.",NA,NA,NA,NA,NA,"2","11","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1700.00000000",NA,NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","3676072","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(DC.) Sch. Bip.",NA,"B. Loeuille, F. N. Costa, L. Araujo, C. Andrino & B. Silva","518","2010","South America","Brazil","Sao Concalo do Rio Preto: Parque Estadual do Rio Preto. Entre o Corrego da Lapa",NA,NA,"US01311682","US01311682_01",NA,"2","9","Minas Gerais",NA,"-43.3394","-18.0883",NA,NA,NA,NA,NA,NA,NA,"831",NA,"Dicotyledonae",NA,"1",NA
"27","2020-09-12 05:00:02-03","US","US","3697993","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(DC.) Sch. Bip.",NA,"B. Loeuille, R. Mello-Silva, J. Lovo & S. Alcantara","600","2011","South America","Brazil","Serro: Milho Verde. Estrada para Milho Verde.",NA,NA,"US01863345","US01863345_01",NA,"11","19","Minas Gerais",NA,"-43.4507","-18.5225",NA,NA,NA,NA,NA,"43 27 2.5 W","18 31 21 S","1011",NA,"Dicotyledonae",NA,"1",NA
"28","2020-09-12 05:00:02-03","US","US","3676071","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(DC.) Sch. Bip.",NA,"B. Loeuille, F. N. Costa, L. Araujo, C. Andrino & B. Silva","517","2010","South America","Brazil","Sao Concalo do Rio Preto: Parque Estadual do Rio Preto. Borda do estrada, 100 m depois da ponte sobre o Corrego da Lapa.",NA,NA,"US01311683","US01311683_01",NA,"2","9","Minas Gerais",NA,"-43.3417","-18.0927",NA,NA,NA,NA,NA,NA,NA,"897",NA,"Dicotyledonae",NA,"1",NA
"29","2019-11-13 11:16:30-03","USP","SPF","214776","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Loeuille, B","600","2011",NA,"Brasil","Milho Verde",NA,NA,"SPF00214776",NA,"Robinson, HE","11","19","Minas Gerais","Serro","-43.456944","-18.5225",NA,NA,NA,NA,NA,"-43.456944","-18.5225","1011","1011",NA,NA,NA,NA
"30","2019-11-13 11:16:30-03","USP","SPF","214832","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Loeuille, B","518","2010",NA,"Brasil","Parque Estadual do Rio Preto",NA,NA,"SPF00214832",NA,"Loeuille, B","06","09","Minas Gerais","São Gonçalo do Rio Preto","-43.339389","-18.088333",NA,NA,"2011",NA,NA,"-43.339389","-18.088333","831","831",NA,NA,NA,NA
"31","2019-11-13 11:16:30-03","USP","SPF","214833","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Loeuille, B","517","2010",NA,"Brasil","Parque Estadual do Rio Preto",NA,NA,"SPF00214833",NA,"Loeuille, B","05","09","Minas Gerais","São Gonçalo do Rio Preto","-43.34175","-18.092722",NA,NA,"2011",NA,NA,"-43.34175","-18.092722","897","897",NA,NA,NA,NA
"32","2019-11-13 11:16:30-03","USP","SPF","221143","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Verdi, M","6946","2014",NA,"Brasil","Monumento Estadual Várzea do Lajeado e Serra do Raio/APA Água Vertentes.",NA,NA,"SPF00221143",NA,"Cândido, JB","02","12","Minas Gerais","Serro","-43.489722","-18.470556",NA,NA,"2019","09",NA,"-43.489722","-18.470556","1073","1073",NA,NA,NA,NA
"33","2019-11-13 11:16:30-03","USP","SPF","221260","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Verdi, M","6908","2014",NA,"Brasil","Monumento Natural Estadual Várzea do Lajeado e Serra do Raio/APA Água Vertentes.",NA,NA,"SPF00221260",NA,"Loeuille, B","02","12","Minas Gerais","Serro","-43.488611","-18.471944",NA,NA,"2015",NA,NA,"-43.488611","-18.471944","1068","1068",NA,NA,NA,NA
"34","2019-09-04 18:19:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Vernonia","burchelliana","Vernonia burchelliana",NA,"Isotype","G. Gardner","4754","1842","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"35","2019-09-04 18:19:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Vernonia","martiana","Vernonia martiana",NA,"Isotype","G. Gardner","4754",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"36","2016-08-23 10:58:54-03","NHMLondon","NHM-LONDON-BOT","BM000948022","S","Plantae",NA,NA,"Asteraceae","Piptolepis","martiana","Piptolepis martiana","(Gardner) Sch.Bip.","Holotype","George Gardner; b.1812; d.1849; Gardner","4754/2","1840",NA,"Brasil",NA,NA,"Habitat: Rocky places,<a href=http://www.nhm.ac.uk/services/media-store/asset/f806a97285b9de01875788c17e17a10d23340309/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"João Semir; b.1937; Semir","08",NA,NA,NA,"-53.08982","-10.773109",NA,NA,"1982",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2283835"
"37","2016-08-23 10:58:54-03","NHMLondon","NHM-LONDON-BOT","BM000939737","S","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(DC.) Sch.Bip.","Holotype","George Gardner; b.1812; d.1849; Gardner","4754","1840",NA,"Brasil",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/5a3f54712b637f01adf7a86409dcad7f0b17cb7b/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"João Semir; b.1937; Semir","08",NA,NA,NA,"-53.08982","-10.773109",NA,NA,"1982",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2283843"
"38","2020-11-11 11:03:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Proença, CEB; Faria, JEQ; Caires, CS","5340","2017","Southern America","Brasil","Estrada entre Diamantina e o povoado de Milho Verde",NA,"Arvoreta 1,7m. Folhas ocráceas e caules jovens cinzentos, velutinos. Corolas lilás claro a lilás escuro; Campo rupestre com pedregulhos brancos e solo de areia branca",NA,NA,"Faria, JEQ","02","26","Minas Gerais","Diamantina","-43.55125","-18.3715",NA,NA,"2017","02",NA,"-43.55125","-18.3715","1105","1105",NA,NA,NA,NA
"39","2019-07-03 15:17:16-03","UFU","HUFU","63624","S","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Marques, D.; Franco, I.M. & Silva, K.R.","489","2012",NA,"Brasil","Parque Estadual do Biribiri, Córrego do Marimbeiro.",NA,"Arvoreta, ca. 1,5 m alt. Brácteas involucrais verde-acizentadas, corola lilás, estielte roxo, anteras roxas.; Campo rupestre, afloramentos rochosos.","HUFU00049227","HUFU00049227","Cândido, J.B.","06","29","Minas Gerais","Diamantina","-43.560833","-18.859722",NA,NA,"2019","06","06","-43.560833","-18.859722","707","707",NA,NA,NA,NA
"40","2019-07-03 15:17:16-03","UFU","HUFU","58778","S","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Costa, F.N.; Loeuille, B.; Andrino, C.O.; Araújo, I.M. & Silva, B.G.","1195","2010",NA,"Brasil","Parque Estadual do Rio Preto, Campo próximo à Lapa do Tatu.",NA,"Arbusto ca. 1,8m alt. em solo arenoso. Flores lilases.; Campo rupestre.","HUFU00049236","HUFU00049236","Nakajima, J.N.","02","09","Minas Gerais","São Gonçalo do Rio Preto","-43.339444","-18.088333",NA,NA,"2014",NA,NA,"-43.339444","-18.088333","831","831",NA,NA,NA,NA
"41","2019-07-03 15:17:16-03","UFU","HUFU","59332","S","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Franco, I.M.; Andrino, C.O.","644","2011",NA,"Brasil","Medanha, Caminho para a região dos Barris.",NA,"Arbusto, ca. 1 m alt. Capítulos lilases. Capítulos velhos brancos, estigma lilás.; Campo rupestre, em afloramento rochoso.","HUFU00049229","HUFU00049229","Cândido, J.B.","01","12","Minas Gerais","Diamantina","-43.649444","-18.238056",NA,NA,"2019","06","06","-43.649444","-18.238056",NA,NA,NA,NA,NA,NA
"42","2019-07-03 15:17:16-03","UFU","HUFU","63598","S","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Marques, D.; Franco, I.M. & Silva, K.R.","463","2012",NA,"Brasil","Parque Estadual do Biribiri, Estrada para o P.E. do Biribiri, próximo a Cachoeira da Sentinela do lado esquerdo na direção entrada do Parque-Vila do Biribiri.",NA,"Arvoreta, ca. 1,3 cm alt. Brácteas involucrais acizentadas, corola lilás, estielte branco, ramos roxos, papus marrom.; Campo rupestre, sobre afloramento rochosos.","HUFU00049228","HUFU00049228","Cândido, J.B.","06","26","Minas Gerais","Diamantina","-43.620833","-18.183056",NA,NA,"2019","06","06","-43.620833","-18.183056","1088","1088",NA,NA,NA,NA
"43","2019-08-08 09:59:28-03","UFU","HUFU","70534","S","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Verdi, M.; Pougy, N.; Martinelli, G.; Maurenza, D. & Martins, E.","6908","2014",NA,"Brasil","Monumento Natural Estadual Varzea, Do Lajeado e Serra do Raio / APA Água Vertentes.",NA,"Arbusto. Folhas verdes, discolores, glauca abaxial; flor lilás; frequente.; Campo Rupestre, encontrado em campo limpo com solo arenoso (areia fina e branca) e litólico entre afloramento de rocha; área com histórico de incendios e vi","HUFU00072443","HUFU00072443",NA,"02","12","Minas Gerais","Serro","-43.488611","-18.471944",NA,NA,NA,NA,NA,"-43.488611","-18.471944","1068","1068",NA,NA,NA,NA
"44","2019-07-03 15:17:16-03","UFU","HUFU","51211","S","Plantae",NA,NA,"Asteraceae","Piptolepis","oleaster","Piptolepis oleaster","(Mart. ex DC.) Sch.Bip.",NA,"Mello, F.N.A.; Mello, F.N.A.; Rosa, P.O.; Soares, P.N. & Martins, C.A.","340","2008",NA,"Brasil","Estrada para Biribiri, A 9 km da entrada do Parque.",NA,"Arvoreta, ca. 1,5 m. Brácteas involucrais verdes, corola e ramos do estilete lilás, anteras arroxeadas.; Campo rupestre.","HUFU00049226","HUFU00049226","Cândido, J.B.","05","18","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto","2019","06","06",NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","martiana","Piptolepis martiana","(Gardner) Sch.Bip.",NA,"Martius, C","s.n.",NA,"Southern America","Brazil","Habitat prov. Minas in Serro Frio, e. gr. in campis praealtis ad Itambé",NA,NA,NA,"P06P2N0034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
