"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"17","2021-01-14 15:25:52-03","MN","R","104079","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Fontoura, T.","Mello Filho, L.E.","1413","1957","04","19",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"R010005799","R010005799","1987","07","08",NA,NA,"19648","auto",NA,NA,NA
"18","2021-01-14 15:25:52-03","MN","R","46439","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"Ule, E.H.G.","291","1894","02",NA,NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"R010005564","R010005564",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"19","2021-01-14 15:25:52-03","MN","R","120338","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Fontoura, T.","Lutz, A.","562","1913","10",NA,NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,"Herbario Adolpho Lutz nº 562","R010005796","R010005796","1987","07","08",NA,NA,"19648","auto",NA,NA,NA
"20","2021-01-14 15:25:52-03","MN","R","228643","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Almeida, M.C.","Dias, M.S.","1900","2015","08","22",NA,"Brasil","Rio de Janeiro","Itatiaia","PARNA do Itatiaia- Agulhas Negras.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"R010017577","R010017577","2916","07","13",NA,NA,"19648","auto",NA,NA,NA
"21","2021-01-14 15:25:52-03","MN","R","239938","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Kessous, I.M.","Kessous, I.M. 394; Silva, N.G. & Alves, R.J.V.",NA,"2020","03","14",NA,"Brasil","Minas Gerais","Itamonte","PARNA Itatiaia, Pedra do Eco.","-44.8699989318848","-22.283899307251","2400","2400",NA,NA,"R010071906",NA,"2020","03","14",NA,NA,"26914","auto",NA,NA,NA
"22","2021-01-14 15:25:52-03","MN","R","237785","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Neves, B.F.S.","Neves, B.F.S.","111","2012","10","25",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia, planalto.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"R010067123",NA,"2019","08","21",NA,NA,"19648","auto",NA,NA,NA
"23","2021-01-14 15:25:52-03","MN","R","46438","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"Dusén, P.K.H.","537","1902","05","24",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra do Itatiaia","-44.5633010864258","-22.4960994720459","2200","2200",NA,NA,"R010005565","R010005565",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"24","2021-01-14 15:25:52-03","MN","R","189794","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Fontoura, T.","Castellanos, A.","21896","1958","02","16",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"R010005794","R010005794","1987","07","08",NA,NA,"19648","auto",NA,NA,NA
"25","2019-11-21 14:32:49-03","UFJF","CESJ","72014","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"L.N. Gonçalves; P. Duffles","392","2017","07","22","América do Sul","Brasil","Minas Gerais","Passa-Quatro","Pico do Itaguaré, Antecume","-45.083611","-22.484722","2100","2100",NA,"Folhas discolores, face abaxial esbranquiçada, inflorescência com brácteas avermelhadas e flores com cálice vermelho e máculas brancas e pétalas negras;","CESJ072014",NA,NA,NA,NA,"-45.083611","-22.484722",NA,NA,NA,NA,NA
"26","2019-11-21 14:32:49-03","UFJF","CESJ","54285","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","A.C. Mezzonato","A.C. Mezzonato; et al.","40","2008","12","02","América do Sul","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Coletado durante a disciplina Taxonomia de Campo.","CESJ054285",NA,"2008","12","02",NA,NA,"19648","auto",NA,NA,NA
"27","2021-03-01 16:19:02-03","UNICAMP","UEC","205867","S","Plantae","Liliopsida",NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Streher, NS","Streher, NS; Bergamo, PJ","NS77","2017","03","12",NA,"Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia. Trilha do Couto - planalto","-44.8699989318848","-22.283899307251",NA,NA,NA,"Campos de Altitude","UEC166945","UEC166945","2017","03","12",NA,NA,"26914","auto",NA,NA,NA
"28","2019-08-20 09:59:13-03","UNICAMP","UEC","93388","S","Plantae","Liliopsida",NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Sousa, G; Wanderley, MDGL","Sazima, M; Sazima, I; Vogel, S","35728","1997","05","08",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Pico do Itatiaia, próximo a Prateleiras","-43.2075004577637","-22.9027996063232",NA,NA,NA,"flor, Sobre rochas nas fendas. Flores avermelhadas.","UEC075915","UEC075915","2001","08",NA,NA,NA,"57442","auto",NA,NA,NA
"29","2021-03-21 19:40:01-03","UFC","EAC","21329","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Lima-Verde, L.W.","Cavada, B.S.","s.n.","1994","08","18","Southern America","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Erva epífita.","EAC0021329","EAC0021329","1994","08",NA,NA,NA,"19648","auto",NA,NA,NA
"30","2020-12-21 16:19:25-03","MBM","MBM","5198","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Smith, L.B.","Lindeman, J.; Haas, H.; Haas, H.","5210","1967","04","16","Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"MBM005198","MBM005198 MBM005198_1",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"31","2020-12-21 16:19:25-03","MBM","MBM","33331","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Hatschbach, G.","Hatschbach, G.; Smith, L.B.; Pabst, G.; Pereira, E.; Smith, L.B.; Pabst, G.; Pereira, E.","36653","1975","04","22","Southern America","Brazil","Rio de Janeiro","Itatiaia","Itatiaia, Planalto","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"MBM033331","MBM033331",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"32","2020-12-21 16:19:25-03","MBM","MBM","7632","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Smith, L.B.","Haas, J Lindeman","5607",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"MBM007632","MBM007632",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA
"33","2015-09-03 21:19:08-03","MNHN","RECOLNAT_MNHN_P","P01678118","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"Smith, L.B.",NA,"1928","12","11",NA,"Brasil","Rio de Janeiro",NA,"Brazil, Rio de Janeiro State, Mt. Itatiaya, Estação Biológica. Rio de Janeiro, Sudeste, Brasil, América do Sul","-44.68333","-22.41667","2000","2300","hb","Flora of Brazil, Rio de Janeiro State. . Reçu le 31 octobre 1931 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678118' target='other'> <mi>dwc_moreinfo</mi></a>","P01678118","P01678118_01",NA,NA,NA,NA,NA,NA,NA,NA,"1480",NA
"34","2015-09-03 21:19:08-03","MNHN","RECOLNAT_MNHN_P","P01678119","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"Glaziou, A.",NA,"1871","6","6",NA,"Brasil","Rio de Janeiro","Itatiaia","Brésil. Haut Itatiaia. Itatiaia, Rio de Janeiro, Sudeste, Brasil, América do Sul","-44.5633010864258","-22.4960994720459",NA,NA,"hb",". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678119' target='other'> <mi>dwc_moreinfo</mi></a>","P01678119","P01678119_01",NA,NA,NA,NA,NA,"19648","auto",NA,"5464",NA
"35","2015-09-03 21:19:08-03","MNHN","RECOLNAT_MNHN_P","P01678120","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"Glaziou, A.",NA,"1896","11","21",NA,"Brasil","Rio de Janeiro","Itatiaia","Haut Itatiaia. Bueno Rangel. Itatiaia, Rio de Janeiro, Sudeste, Brasil, América do Sul","-44.5633010864258","-22.4960994720459",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907. Avec le Dr. Jobert et [Witlig], chez Bueno Rangel <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678120' target='other'> <mi>dwc_moreinfo</mi></a>","P01678120","P01678120_01",NA,NA,NA,NA,NA,"19648","auto",NA,"8987",NA
"36","2020-06-15 15:29:40-03","UNESP-RC","HRCB","65113","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","M.T.L. de Oliveira","Grupo Azul",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Estrada para a parte Alta do PARNA do Itatiaia (1800-2200m)","-44.749205","-22.36884","1833","1833",NA,NA,NA,NA,NA,NA,NA,"44°44'57.138W","22°22'7.8234S",NA,NA,NA,NA,NA
"37","2020-06-15 15:29:40-03","UNESP-RC","HRCB","64777","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Kleber R. Silva, Letícia C. Seidinger, Ricardo A. Gonçalves","Grupo Vermelho",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia - Parte Alta/Estrada antes do Abrigo Rebouças","-44.685939","-22.382139",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º41'9.38W","22º22'55.70S",NA,NA,NA,NA,NA
"38","2020-06-15 15:29:40-03","UNESP-RC","HRCB","3733","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","Versieux, L.M.","Cesar, O.","119","1983","12","02",NA,"Brasil","Rio de Janeiro",NA,"Parque Nacional de Itatiaia",NA,NA,NA,NA,NA,"Inflorescência vermelha-estames amarelados.",NA,NA,"2006","05","31",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-17 14:34:31-03","UTFPR-SL","SHPR","1432","PreservedSpecimen","Plantae","Anthophyta",NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","L. Biral","Biral, L. | P.A. Freitas","2500","2020","12","28","América do Sul","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.716667","-22.4",NA,NA,"exsicata","Rupícola, escapo vermelho, brácteas florais ocre.Habitat: Campo de altitude","SHPR001432",NA,"2020","12",NA,"44º43' W","22º24' S",NA,NA,NA,NA,NA
"40","2020-11-18 11:39:53-03","UERJ","HRJ","12748","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker","I.S. Matos","I.S. Matos","147","2015","10","24",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"HRJ00012782",NA,"2015","10","24",NA,NA,"19648","auto",NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","2851617","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"D. Araujo","2056","1978","6","3","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia, na subida para as Prateleiras","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"US01936622","US01936622_01",NA,NA,NA,NA,NA,"19648","auto","Monocotyledonae",NA,"1"
"42","2020-09-12 05:00:02-03","US","US","2967699","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"G. Martinelli & P. Maas","3219","1977","10","11","South America - Neotropics","Brazil","Rio de Janeiro","Resende","Parque Nacional de Itatiaia, planalto próximo ao abrigo Rebouças","-44.4467010498047","-22.468900680542","2400",NA,NA,NA,"US01936621","US01936621_01",NA,NA,NA,NA,NA,"36089","auto","Monocotyledonae",NA,"1"
"43","2020-09-12 05:00:02-03","US","US","2481434","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"S. Vogel","732","1965","3","8","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Planalto de Itatiaia, weg zwischen Rebouças undassena, Serra da Mantiqueira","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"US01936623","US01936623_01",NA,NA,NA,NA,NA,"19648","auto","Monocotyledonae",NA,"1"
"44","2020-09-12 05:00:02-03","US","US","2484132","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"M. Rolla & A. F. Tryon","6720","1965","11","5","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Planalto of Itatiaia (mountain), 150 Km west-northwest of Rio de Janeiro","-44.5633010864258","-22.4960994720459","2300",NA,NA,NA,"US01936624","US01936624_01",NA,NA,NA,NA,NA,"19648","auto","Monocotyledonae",NA,"1"
"45","2020-09-12 05:00:02-03","US","US","1540486","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"L. Smith","1480","1928","12","11","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Open summit,T Itatiaia, Estação Biológica","-44.68","-22.42","2000","2300",NA,NA,"US01936620","US01936620_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"46","2020-09-12 05:00:02-03","US","US","2282853","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"F. Segadas-Vianna, G. Machline, W. T. Ormond, G. Machline & J. Lorêdo Jr.",NA,"1905","5","6","South America - Neotropics","Brazil","Rio de Janeiro","Cabo Frio","Arraial do Cabo. Pontal beach","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"US01936625","US01936625_01",NA,NA,NA,NA,NA,"40069","auto","Monocotyledonae",NA,"1"
"47","2019-07-09 12:56:00-03","F","FMNH-SEEDPLANTS","V0403157F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae",NA,NA,"A. Ginzberger","57","1927","10","27","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0403157F","V0403157F_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"48","2019-07-09 12:56:21-03","F","FMNH-SEEDPLANTS","V0403158F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae",NA,NA,"L. B. Smith","1480","1928","12","11","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0403158F","V0403158F_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"49","2017-09-11 17:09:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"Glaziou, AFM","8987",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in Brasiliae orientalis prov. Rio de Janeiro, summo in. monte Itatiaia",NA,NA,NA,NA,NA,"Floret Martio. (V. s. in herb. Berol., Vindob., Warming.)",NA,"P03P3N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:09:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Fernseea","itatiaiae","Fernseea itatiaiae","(Wawra) Baker",NA,"Glaziou, AFM","5464",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in Brasiliae orientalis prov. Rio de Janeiro, summo in. monte Itatiaia",NA,NA,NA,NA,NA,NA,NA,"P03P3N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
