"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","1181844","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","W. C. Holmes","L. Riedel","758/554","1832","06",NA,"South America","Brazil","Rio de Janeiro","Inter frutices inq. silvulis pr. Rio Janeiro.","-43.448386","-22.913514","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387587' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181844","NY01181844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1181845","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","W. C. Holmes","L. Riedel","758/554","1832","06",NA,"South America","Brazil","Rio de Janeiro","Inter frutices inq. silvulis pr. Rio Janeiro.","-43.448386","-22.913514","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387591' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181845","NY01181845_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG768","S","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae",NA,"Siqueira, J.C.","Simone, Guadalupe, Luzia",NA,"1988","06","30",NA,"Brasil","Minas Gerais","Ville de Montagne - Mata do Jambreiro","-43.8466987609863","-19.9855995178223",NA,"Flores brancas.",NA,NA,"Nova Lima",NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","28790","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Harold, R.","Wasum, R.",NA,"1998","08","24",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,"Sobre arbustos, no barranco","BOTU028790","BOTU028790","Bento Gonçalves",NA,NA,NA,NA,"1998","12","9999","9999",NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:29:18-03","UFRJ","RFA","15172","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Claudia Scawabb","P. Occhioni","5980","1974","06","00",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos, Limoeiro","-43.2075004577637","-22.9027996063232",NA,"Escandente, flores alvas. Habito: Mata primária","RFA13268",NA,"Rio de Janeiro",NA,NA,"57442","auto","2005","08",NA,NA,"19",NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:19:03-03","UFRJ","RFA","25751","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","R. Esteves","Flávio B. Pereira","jan-29","2000","08","18",NA,"Brasil","Rio de Janeiro","1°Distrito. Fazendas Consorciadas.","-42.909444","-22.583889",NA,"Trepadeira, folhas verdes com um leve perfume, flores branco sujo, com perfume forte, comum no local.","RFA37317",NA,"Guapimirim","32","32",NA,NA,"2000","10","42º54'34''W","22º35'2''S","11",NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:29:18-03","UFRJ","RFA","4251","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Graziela Barroso","Liene; Sucre, Duarte; E.Pereira","3929","1958","06","24",NA,"Brasil","Rio de Janeiro","Estrada do Alto para a Mesa do Imperador","-43.2075004577637","-22.9027996063232",NA,"Trepadeira de flores alvas.","RFA24985",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:29:18-03","UFRJ","RFA","8940","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"E. Pereira","3929","1958","06","24",NA,"Brasil","Rio de Janeiro","Mesa do Imperador","-43.2075004577637","-22.9027996063232",NA,NA,"RFA27799",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-15 11:14:27-03","FUNED","FUNED-POL","538","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae",NA,NA,NA,NA,"1990","07","18",NA,"Brasil","MG","Campo Rupestre",NA,NA,NA,NA,"POL000538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-15 11:14:27-03","FUNED","FUNED-POL","537","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae",NA,NA,NA,NA,"1990","07","18",NA,"Brasil","MG","Campo Rupestre",NA,NA,NA,NA,"POL000537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-15 11:14:27-03","FUNED","FUNED-POL","536","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae",NA,NA,NA,NA,"1990","07","18",NA,"Brasil","MG","Campo Rupestre/Funed",NA,NA,NA,NA,"POL000536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:34:56-03","EAO","IAN","25634","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","Mig.",NA,"Jeremin","1819",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN025634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:34:56-03","EAO","IAN","60427","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","Mig.",NA,"Hostmann, FWR","164",NA,NA,NA,"Southern America","Suriname",NA,NA,NA,NA,NA,NA,"IAN060427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:34:56-03","EAO","IAN","120574","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","Mig.",NA,"Belém, RP; Pinheiro, RS","2636","1966","09","22","Southern America","Brasil","Bahia","Rodovia, BR 5, 10km S. Mata virgem.","-39.5802993774414","-16.3775005340576",NA,"Cipó, flores brancas, caule piloso.","IAN120574",NA,"Eunápolis",NA,NA,"37596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:10:51-03","UFBA","ALCB","108590","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Gandara, A","Roque, N; Santana, FA; Borges, RL; Oliveira, GR de; Stadnik, A","3670","2012","07","20","Southern America","Brasil","Bahia",NA,"-43.390556","-14.686667",NA,"folhas discolores. Brácteas involucrais verdes. Flores em botão alvos.",NA,NA,"Licínio de Almeida","1041","1041",NA,NA,"2017","01","-43.390556","-14.686667",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:10:51-03","UFBA","ALCB","105994","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Gandara, A","Ogasawara, HA; Siqueira, GB; Araújo, T; Daneu, L","239","2012","09","26","Southern America","Brasil","Bahia","Extremo Sul, Parque Nacional Pau-Brasil, Estrada Eunápolis-Arraial D'Ajuda","-39.0647010803223","-16.4496994018555",NA,"Folhas discolores; brácteas involucrais verdes; corola e ramos do estilete cremes; tricomas caramelos.",NA,NA,"Porto Seguro",NA,NA,"68835","auto","2017","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:50:25-03","NBC","NL-BOTANY","U.1136950","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"Prance GT; Steward JR; Ramos JF; Farias LG",NA,"1969","02","22","Southern America","Brazil",NA,"Amazonia, Territory of Roraima. Serra dos Sardescas, Northwest of Mission Station. Forest on terra firme.","-63.575","2.741667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1136950 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1136950","NL-U1136950",NA,NA,NA,NA,NA,NA,NA,"-63.575","2.741667",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-11-04 10:55:07-03","ESALQ","ESA","140589","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Gibau, A.","Gibau, A.; Gissi, D.S.; Orlandini, P.","224.0","2017","03","11",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra da Bocaina - Pedra da Macela -","-44.7131004333496","-23.2178001403809",NA,"Liana com látex. Ramos com indumento ocráceo. Inflorescência jovem amarela.","ESA140589",NA,"Paraty",NA,NA,"34470","auto","2017","04",NA,NA,"15",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:01:56-03","ESALQ","ESA","123062","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Oliveira, C.T.","Luize, B.G. ; Zipparro, V.B.","28.0","2007","07","25",NA,"Brasil","São Paulo","Parque Estadual da Ilha Anchieta (PEIA).","-45.0699996948242","-23.4300003051758",NA,NA,"ESA123062","ESA123062","Ubatuba",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:01:56-03","ESALQ","ESA","77028","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Moraes, M.D.","Forster, W.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","306.0","2000","04","25",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar - Estrada Intermediária Km 45. Floresta Ombrófila Densa Montana com perturbação. Borda da mata","-45.41","-23.38",NA,"Liana, fruto maduro seco, a 1,5m do chão","ESA077028","ESA077028","Salesópolis",NA,NA,NA,NA,NA,NA,"-45.41","-23.38",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:01:56-03","ESALQ","ESA","123060","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Oliveira, C.T.","Zipparro, V.B.","2430.0","2008","06","19",NA,"Brasil","São Paulo","Parque Estadual da Ilha Anchieta (PEIA).","-45.0699996948242","-23.4300003051758",NA,NA,"ESA123060","ESA123060","Ubatuba",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 10:55:07-03","ESALQ","ESA","140647","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Gibau, A.","Gibau, A.; Gissi, D.S.; Orlandini, P.","282.0","2017","03","12",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra da Bocaina - Pedra da Macela -","-44.7131004333496","-23.2178001403809",NA,"Liana. Capítulos marrons.","ESA140647",NA,"Paraty",NA,NA,"34470","auto","2017","05",NA,NA,"23",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:01:56-03","ESALQ","ESA","123061","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Oliveira, C.T.","Zipparro, V.B.","2447.0","2008","06","21",NA,"Brasil","São Paulo","Parque Estadual da Ilha Anchieta (PEIA).","-45.0699996948242","-23.4300003051758",NA,NA,"ESA123061","ESA123061","Ubatuba",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:01:56-03","ESALQ","ESA","106694","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Oliveira, C.T.","Romão, G.O. ; Dantas, A.P.T.","1443.0","1905","06","28",NA,"Brasil","Rio de Janeiro","Parque Estadual do Desengano.","-42.0080986022949","-21.9552993774414",NA,"Arbusto escandente; capítulos creme.","ESA106694","ESA106694","Santa Maria Madalena",NA,NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-31 13:36:08-03","MN","R","85880","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"Glaziou, A.F.M.","1413","1867","02","22",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"Plantas do Brasil Central","R000085880","R000085880_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-02-02 14:37:55-02","BGBM","B","B 10 0002013","S","Plantae",NA,NA,"Compositae","Mikania","argyreiae","Mikania argyreiae",NA,NA,"Wasum","8627",NA,NA,NA,"Middle and South America","Brazil",NA,"Rio do Sul.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002013 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002013","B100002013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:27:40-03","IAP","PACA-AGP","86036","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","argyreiae","Mikania argyreiae","DC.","R.A. Wasum","R.A. Wasum","267","1999","11","07",NA,"Brasil","RS","Linha São Paulo","-50.5835990905762","-29.4480991363525",NA,"HUCS 16301 Habitat: em beira de mata","PACA086036",NA,"São Francisco de Paula","830","830","76715","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"38","2020-12-20 21:15:56-03","UFV","VIC","43858","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"Azevedo, I.F.P.","110","2013","08","19",NA,"Brasil","Minas Gerais","Estação de pesquisa treinamento e educação ambient, Trilha caminho das águas.","-42.8819007873535","-20.7539005279541",NA,"Trepadeira ramos estriados ferrugineos, folhas inteiras ovais, menbranáceas corola branca e creme.","VIC043858",NA,"Viçosa",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:15:56-03","UFV","VIC","27609","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.",NA,"Almeida, G.S.S.; Custódio, J.","384","2006","04","19",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Trilha da estrada de cima","-43.5080986022949","-20.2875003814697",NA,"Liana , brácteas involucrais glanduloso pontuadas, flores creme, cipsela esparsamente tomentosa, papilho creme.","VIC027609",NA,"Ouro Preto",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:15:56-03","UFV","VIC","29072","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Nakajima, J.N.","Eiterer, M.","s.n.","2004","11","16",NA,"Brasil","Minas Gerais","Campus da UFV, Mata do Paraíso. Trilha principal próximo a casa do caseiro.","-42.8819007873535","-20.7539005279541",NA,"Flores cremes, visitadas por abelhas, vespas, moscas e borboletas.","VIC029072","VIC029072","Viçosa",NA,NA,"13937","auto","2005","09",NA,NA,"07",NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:15:56-03","UFV","VIC","29070","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Nakajima, J.N.","Eiterer, M.","s.n.","2004","11","16",NA,"Brasil","Minas Gerais","Campus da UFV, Mata do Paraíso. Trilha principal, próximo a casa do caseiro, em meio a gramíneas.","-42.8819007873535","-20.7539005279541",NA,"Trepadeira de flores brancas.","VIC029070","VIC029070","Viçosa",NA,NA,"13937","auto","2005","09",NA,NA,"07",NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:15:56-03","UFV","VIC","28819","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Nakajima, J.N.","Eiterer, M.; Giuslan","s.n.","2003","09","03",NA,"Brasil","Minas Gerais","Campus da UFV, Mata do Paraíso. Trilha principal.","-42.8819007873535","-20.7539005279541",NA,"Flores brancas, tricomas vinhos no caule e folhas. Vespa, Apis mellifera.","VIC028819","VIC028819","Viçosa",NA,NA,"13937","auto","2005","09",NA,NA,"07",NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:15:56-03","UFV","VIC","11648","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Nakajima, J.N.","Vieira, M.F.","715","1992","09","09",NA,"Brasil","Minas Gerais","Mata do Paraíso. Beira de estrada principal, cerca de 100 meros da casa sede.","-42.8819007873535","-20.7539005279541",NA,"Trepadeira de flores creme, visitadas por vespas.","VIC011648","VIC011648","Viçosa",NA,NA,"13937","auto","2005","09",NA,NA,"07",NA,NA,NA,NA,NA,NA
"44","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0022815","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","Harold Robinson","R. Wasum","8627","1992","9","15",NA,"Brazil","Rio Grande do Sul","RS - Novo Hamburgo - Parque Municipal.","-51.141856","-29.684605",NA,"Sobre arbusto.",NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 14:31:58-03","UFJF","CESJ","63864","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","O.S. Ribas","J.M. Silva; J. Cordeiro; V.C. Martins","7722","2011","02","24","América do Sul","Brasil","Paraná","Biscaia","-50.1618995666504","-25.0949993133545",NA,"Volúvel, capítulos creme. Encosta de paredões rochosos.","CESJ063864","CESJ063864","Ponta Grossa",NA,NA,"46557","auto","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-30 18:31:59-03","UFJF","CESJ","29508","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","DC.","S.M.S. Verardo","L.G.Rodela","Q8-187","1996","03","22","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Campo altimontano encharcável, próximo ao Pico do Pião, 1660 m de altitude.","-43.793098449707","-21.8425006866455",NA,"Folhas verdes, com pêlos, caule suculento. Flores brancas, muito pequenas.","CESJ029508","CESJ029508","Lima Duarte",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:24:42-03","UNICAMP","UEC","38564","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Oliveira, CT","Taroda, N; Yamamoto, K; Semir, J","17646","1985","06","16",NA,"Brazil","São Paulo","Praia Dura.",NA,NA,NA,"Trepadeira, capítulos creme.; Borda da mata.","UEC128391","UEC128391",NA,NA,NA,NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:24:42-03","UNICAMP","UEC","203286","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","argyreiae","Mikania argyreiae","A.DC.","Monge, M","Pires, TP; Bissoli, VF; Duarte, LSC","127","2018","03","27",NA,"Brazil","São Paulo","Unidade de Desenvolvimento Ambiental (UNIDAM)","-47.495544","-23.269722",NA,"Hábito: Trepadeira. Altura: _ Látex: Ausente. Cor: Inflorescência pequena e branca. Odor: presente, suave. Outros: _; Local: Em meio a braquiária, a pleno sol. Solo: Arenoso.","UEC178067","UEC178067_v01 UEC178067_v02 UEC178067_v03 UEC178067_v04 UEC178067_v05 UEC178067_v06","Jundiaí",NA,NA,NA,NA,"2018","11","-47.495544","-23.269722","30",NA,NA,NA,NA,NA,NA
