"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","previousCatalogNumber","verbatimLongitude","verbatimLatitude","typeStatus","individualCount"
"11","2019-08-27 13:29:50-03","IAP","PACA-AGP","32156","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Rambo, B.",NA,NA,"Brasil","RS","Serra do Fachinal","-50.5835990905762","-29.4480991363525",NA,"VULNERÁVEL&nf;Cf. por Savassi-Coutinho em 2010. Habitat: in rupestribus prostrata Fenofase: flor semievoluto","PACA032156",NA,"Emrich-Rambo et Burkart","1946","02","14","São Francisco de Paula","Magnoliatae","76715","auto","1954","08","13",NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:29:50-03","IAP","PACA-AGP","49411","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Rambo, B.",NA,NA,"Brasil","RS","Serra do Faxinal","-50.5835990905762","-29.4480991363525",NA,"VULNERÁVEL&nf;Cf. por Savassi-Coutinho em 2010. Habitat: in rupestribus prostrata Fenofase: fruto semievoluto","PACA049411",NA,"Emrich-Rambo et Burkart","1950","12","18","São Francisco de Paula","Magnoliatae","76715","auto","1954","08","13",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:29:50-03","IAP","PACA-AGP","4349","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Rambo, B.",NA,NA,"Brasil","RS","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,"VULNERÁVEL&nf;Cf. por Savassi-Coutinho em 2010. Habitat: in rupestribus prostrata Fenofase: estéril","PACA004349",NA,"A. Burkart","1941","02","07","São Francisco de Paula","Magnoliatae","76715","auto","1954","08","13",NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:29:50-03","IAP","PACA-AGP","52214","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Rambo, B.",NA,NA,"Brasil","RS","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,"EM PERIGO&nf;Sem material Habitat: in rupestribus parce humosis Fenofase: flor","PACA052214",NA,"Emrich-Rambo","1952","04","14","São Francisco de Paula","Magnoliatae","76715","auto","1954","08","13",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:29:50-03","IAP","PACA-AGP","50118","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Rambo, B.",NA,NA,"Brasil","RS","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,"EM PERIGO Habitat: in rupestribus prostrata Fenofase: flor subaperto","PACA050118",NA,"Emrich-Rambo","1951","02","21","São Francisco de Paula","Magnoliatae","76715","auto","1954","08","13",NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:29:50-03","IAP","PACA-AGP","51624","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Rambo, B.",NA,NA,"Brasil","RS","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,"EM PERIGO&nf;Sem material Habitat: in fissuris rupium Fenofase: fruto novo","PACA051624",NA,"Emrich-Rambo","1951","12","27","Vacaria","Magnoliatae","63451","auto","1954","08","13",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-27 16:43:55-03","UFSC","CTBS","131","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Iganci, João Ricardo Vieira; Pennington, T. & Heiden, Gustavo","690",NA,"Brasil","Rio Grande do Sul","PARNA. Aparados da Serra, Itaimbezinho, trilha do tamanduá.","-50.1446990966797","-29.0478000640869",NA,"Planta rasteira sobre as rochas, próximo ao cânion. Folhas acinzentadas e frutos jovens verdes e pilosos.",NA,NA,"Iganci, J.R.V.","2010","08","17","Cambará do Sul",NA,"30776","auto","2010",NA,NA,NA,NA,"ICN: 172305",NA,NA,NA,NA
"18","2021-03-01 16:30:58-03","UNICAMP","UEC","161501","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Savassi-Coutinho, AP; Coutinho, CEB","1224",NA,"Brazil","Rio Grande do Sul","Parque Nacional Aparados da Serra.","-50.098917","-29.170417",NA,"Erva rasteira, cerca de 0,2 m de altura. Brácteas involucrais rosadas, cálice amarelo, corola branca com ápice dos lobos amarelos, filetes brancos e anteras amarelas.; Final da trilha do cotovelo, na beira do cânion sobre afloramento d","UEC024947","UEC024947","Savassi-Coutinho, AP","2007","05","26","Cambará do Sul",NA,NA,NA,NA,NA,NA,"926","926",NA,"-50.098917","-29.170417",NA,NA
"19","2020-10-14 10:01:40-03","FURB","FURB","41613","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Valduga, E.","374",NA,"Brasil","Rio Grande do Sul","Parque Nacional dos Aparados da Serra, borda do penhasco do Itaimbezinho.","-50.5835990905762","-29.4480991363525",NA,NA,"FURB04104","FURB04104","Morales, M","2012","05","19","São Francisco de Paula",NA,"76715","auto","2013",NA,NA,"1000","1000",NA,NA,NA,NA,NA
"20","2021-03-16 17:52:12-03","UCS","HUCS","714","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Dal Pont, V.","s.n.",NA,"Brasil","Rio Grande do Sul","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,"campo",NA,NA,"Morales, M.","1985","04","20","São Francisco de Paula",NA,"76715","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:27:22-03","MBM","MBM","130663","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Falkenberg, D.B.","1225","Southern America","Brazil","Rio Grande do Sul","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"MBM130663","MBM130663","Lins, D.",NA,NA,NA,"Bom Jesus",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-06-13 14:41:29-03","MNHN","RECOLNAT_MNHN_P","P00755989","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Sellow, F.",NA,NA,"Brésil",NA,"Brasilia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00755989' target='other'> <mi>dwc_moreinfo</mi></a>","P00755989","P00755989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA
"23","2019-06-13 14:41:31-03","MNHN","RECOLNAT_MNHN_P","P00755990","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Sellow, F.",NA,NA,"Brésil",NA,"Brasilia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00755990' target='other'> <mi>dwc_moreinfo</mi></a>","P00755990","P00755990_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA
"24","2020-04-14 09:27:00-03","MO","MOBOT","101190571","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","F. Sellow","Sellow s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1"
"25","2009-08-21 06:32:00-03","MO","MOBOT","2455094","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Balduino Rambo","Rambo 49411","South America","Brazil","Rio Grande do Sul","São Francisco de Paula. Taimbé",NA,NA,NA,NA,NA,NA,"Rambo, B.","1950","12","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-06-22 05:25:00-03","MO","MOBOT","2455111","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Pe. Raulino Reitz","Reitz 1470c","South America","Brazil","Santa Catarina","Tainsbesinho",NA,NA,NA,NA,NA,NA,"Burkart, A.","1946","2","14",NA,NA,NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA
"27","2011-06-27 08:43:00-03","MO","MOBOT","2918949","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","F. Sellow","Sellow 368","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","3036906","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","V. Dal Pont & et al.","s.n.","South America","Brazil","Rio Grande do Sul","São Francisco de Paula - Taimbezinho, campo",NA,NA,NA,NA,"US02206349","US02206349_01",NA,"1985","4","20",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"29","2020-09-12 05:00:02-03","US","US","2102109","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","B. Rambo","51624","South America","Brazil","Rio Grande do Sul","Brasilia, RGS, Passo do Socorro p. Vacaria",NA,NA,NA,NA,"US02206350","US02206350_01",NA,"1951","12","27",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"30","2020-09-02 16:29:11-03","Cenargen","CEN","79145","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Mimosoideae","Mimosa","involucrata","Mimosa involucrata","Benth.","João Ricardo Vieira Iganci","690",NA,"Brasil","RS","PARNA Aparados da Serra, Itaimbezinho, trilha do tamanduá.","-50.1446990966797","-29.0478000640869","Exsicatas","Planta sobre as rochas próximo ao cânion, com folhas acinzentadas e frutos jovens pilosos. Doação.","CEN00079145","CEN00079145",NA,"2010","08","17","CAMBARA DO SUL",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"31","2020-09-02 16:29:11-03","Cenargen","CEN","79149","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Mimosoideae","Mimosa","involucrata","Mimosa involucrata","Benth.","João Ricardo Vieira Iganci","694",NA,"Brasil","RS","Serra do Faxinal, na borda da serra, em campo com afloramentos de basalto.","-50.1446990966797","-29.0478000640869","Exsicatas","Planta rasteira sobre as rochas, com folhas verde-acinzentadas e ramos lenhosos robustos, com frutos muito jovens. Doação.","CEN00079149","CEN00079149",NA,"2010","08","18","CAMBARA DO SUL",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"32","2019-12-09 17:29:57-03","UFPR","EFC","10100","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Kuniyoshi, Y.S.","6429",NA,"Brasil","Rio Grande do Sul","P.N. Aparados da Serra","-50.088","-29.1749",NA,"Arbusto, com frutos, 1300m s.n.m.","EFC010100",NA,"Souza, I.","2003","09","27","Cambará do Sul",NA,NA,NA,"2019","05","24",NA,NA,NA,"-50.0880","-29.1749",NA,NA
"33","2019-11-13 11:22:46-03","USP","SPF","214212","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","involucrata","Mimosa involucrata","Benth.","Savassi-Coutinho, AP","1224",NA,"Brasil","Rio Grande do Sul","Parque Nacional da Serra Geral","-50.098917","-29.170417",NA,NA,"SPF00214212",NA,"Savassi-Coutinho, AP","2007","05","23","Cambará do Sul",NA,NA,NA,NA,NA,NA,"926","926",NA,"-50.098917","-29.170417",NA,NA
"34","2019-01-23 11:22:04-02","F","FMNH-SEEDPLANTS","V0058463F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata",NA,"F. Sellow","s.n.","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0058463F","V0058463F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA
"35","2018-05-14 17:36:58-03","F","FMNH-SEEDPLANTS","V0164055F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata",NA,"P. L. Oliveira",NA,"South America","Brazil","Rio Grande do Sul",NA,"-54","-30",NA,NA,"V0164055F","V0164055F_01 V0164055F_02","RRC ID Flag",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-09-04 19:14:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata",NA,"F. Sellow","s.n.","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA
"37","2020-11-12 16:59:34-03","UEL","FUEL","52279","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Mimosa","involucrata","Mimosa involucrata","Benth.","Valduga, E","374",NA,"Brasil","Rio Grande do Sul","Parque Nacional dos Aparados da Serra, Itambezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Morales, M","2012","05","19","Sao Francisco de Paula",NA,"76715","auto","2013",NA,NA,"1000","1000",NA,NA,NA,NA,NA
"38","2020-08-20 20:38:52-03","UFSC","FLOR","17250","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Falkenberg, D.B.","1225",NA,"Brasil","Rio Grande do Sul","Serra da Rocinha.","-50.4166984558105","-28.6678009033203",NA,"subarbusto, 0,5m altura","FLOR0017250",NA,"Lins, D.","1983","10","30","Bom Jesus",NA,"55856","auto","1983",NA,NA,"1300","1300",NA,NA,NA,NA,NA
"39","2020-08-20 20:38:52-03","UFSC","FLOR","50309","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Valduga, E.","374",NA,"Brasil","Rio Grande do Sul","Parque Nacional dos Aparados da Serra.","-50.5835990905762","-29.4480991363525",NA,NA,"FLOR0050309",NA,"Valduga, E.","2012","05","19","São Francisco de Paula",NA,"76715","auto","2013",NA,NA,"1000","1000",NA,NA,NA,NA,NA
"40","2017-09-11 17:10:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Sello, HL","s.n.","Southern America","Brazil",NA,"in Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 12:42:11-03","UFRGS","ICN","059080","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Oliveira, PL; Carvalho, AR","s.n.","América do Sul","Brasil","RS","Rocinha","-50.4166984558105","-28.6678009033203",NA,"Espécie ameaçada de extinção (Em perigo).; Em beira de penhasco.","ICN00018191","ICN00018191 ICN00018191_1","Savassi-Coutinho, AP","1983","10","29","Bom Jesus",NA,"55856","auto","2010","09","25",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:42:11-03","UFRGS","ICN","059074","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Falkenberg, DB","1225","América do Sul","Brasil","RS","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Espécie ameaçada de extinção (Em perigo).","ICN00018189","ICN00018189","Falkenberg, DB; Lins, D","1983","10","30","Bom Jesus",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:42:11-03","UFRGS","ICN","151375","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Baptista, LRM; Santos, MFM","s.n.","América do Sul","Brasil","RS","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Em afloramentos rochosos.","ICN00018187","ICN00018187","Baptista, LRM","2007","08","28","Cambará do Sul",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 12:42:11-03","UFRGS","ICN","130550","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Vianna, EC","s.n.","América do Sul","Brasil","RS","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Espécie ameaçada de extinção (Em perigo).; Flores já secas.","ICN00018195","ICN00018195","Savassi-Coutinho, AP","1966","05","22","Cambará do Sul",NA,"30776","auto","2010","09","25",NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 12:42:11-03","UFRGS","ICN","172305","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Iganci, JRV; Pennington, T; Heiden, G","690","América do Sul","Brasil","RS","PARNA Aparados da Serra, Itaimbezinho, trilha do tamanduá.","-50.1446990966797","-29.0478000640869",NA,"Planta rasteira sobre as rochas, próximo ao cânion. Folhas acinzentadas e frutos jovens verdes e pilosos.","ICN00018190","ICN00018190","Iganci, JRV","2010","08","17","Cambará do Sul",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:42:11-03","UFRGS","ICN","042364","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Waechter, JL; et al.","881","América do Sul","Brasil","RS","Parque Nacional dos Aparados da Serra","-50.1446990966797","-29.0478000640869",NA,"Espécie ameaçada de extinção (Em perigo).; com frutos.; Em campo, junto a afloramento basáltico.","ICN00018186","ICN00018186 ICN00018186_1","Savassi-Coutinho, AP","1978","07","26","Cambará do Sul",NA,"30776","auto","2010","09","25",NA,NA,NA,NA,NA,NA,NA
"47","2021-02-08 12:42:11-03","UFRGS","ICN","122429","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Bortoluzzi, RLC; Pereira, M; Pereira, RP","1208","América do Sul","Brasil","RS","Parque Nacional dos Aparados da Serra. Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Espécie ameaçada de extinção (Em perigo).","ICN00018185","ICN00018185","Baptista, LRM",NA,NA,NA,"Cambará do Sul",NA,"30776","auto","2007","01","16",NA,NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:42:11-03","UFRGS","ICN","051906","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Lins, D","s.n.","América do Sul","Brasil","RS","Perau do Itaimbezinho próximo IBDF","-50.1446990966797","-29.0478000640869",NA,"Espécie ameaçada de extinção (Em perigo).; Prostrado, em flor, com flores amarelo-esbranquiçado.","ICN00018183","ICN00018183 ICN00018183_1","Savassi-Coutinho, AP","1982","05","26","Cambará do Sul",NA,"30776","auto","2010","09","25",NA,NA,NA,NA,NA,NA,NA
"49","2021-02-08 12:42:11-03","UFRGS","ICN","003188","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Baptista, LRM","s.n.","América do Sul","Brasil","RS","Itaimbezinho","-50.5835990905762","-29.4480991363525",NA,"Espécie ameaçada de extinção (Em perigo).","ICN00018193","ICN00018193","Baptista, LRM","1962","11","04","São Francisco de Paula",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-08 12:42:11-03","UFRGS","ICN","172309","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Iganci, JRV; Pennington, T; Heiden, G","694","América do Sul","Brasil","RS","Serra do Faxinal.","-50.1446990966797","-29.0478000640869",NA,"Planta rasteira sobre as rochas. Folhas verde-aconzentadas e ramos lenhosos robustos, com frutos muito jovens.; Borda da serra, em campo com afloramentos de basalto.",NA,NA,"Iganci, JRV","2010","08","18","Cambará do Sul",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-08 12:42:11-03","UFRGS","ICN","164311","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Setubal, R; Kray, J; De Marchi, T","1004","América do Sul","Brasil","RS","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,"herbácea; em campo rupestre","ICN00018188","ICN00018188 ICN00018188_1","Baptista, LRM","2007","02","12","Bom Jesus",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-08 12:42:11-03","UFRGS","ICN","051907","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","involucrata","Mimosa involucrata","Benth.","Sobral, M","747","América do Sul","Brasil","RS","Faxinal","-50.1446990966797","-29.0478000640869",NA,"Espécie ameaçada de extinção (Em perigo).; Sobre pedras.","ICN00018196","ICN00018196 ICN00018196_1","Savassi-Coutinho, AP","1981","10","30","Cambará do Sul",NA,"30776","auto","2010","09","25",NA,NA,NA,NA,NA,NA,NA
