"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","eventTime","fieldNumber","individualCount","sex"
"11","2019-08-27 13:28:01-03","IAP","PACA-AGP","50977","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Sehnem, A.","5487","1951","01","10",NA,"Brasil","SC",NA,"-50.326099395752","-27.8160991668701",NA,"Habitat: in rupestribus tenuiter humosis Fenofase: flor","PACA050977",NA,"Emrich-Rambo","1954","07","Lages",NA,NA,"Magnoliatae",NA,"09","70701","auto",NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:25:24-03","UNICAMP","UEC","101494","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Robim, MJ","466","1987","09","01",NA,"Brazil","São Paulo","Mirante da pedra do baú, em campo de altitude.","-45.5900001525879","-22.7299995422363",NA,"Touceira com brácteas e flores amarelas.","UEC129285",NA,"Rodrigues, TS","1988",NA,"Campos do Jordão",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:25:24-03","UNICAMP","UEC","2901","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Davis, PH; et al.","3013","1976","09","29",NA,"Brazil","São Paulo","Reserva do Instituto Florestal, São José dos Alpes.","-45.5900001525879","-22.7299995422363",NA,"Herbácea 40cm, flores amarelo-alaranjado.; Campo limpo.","UEC129286","UEC129286","Ubiratan, J","1980","01","Campos do Jordão",NA,NA,NA,NA,"04","21048","auto","1900","1900",NA,NA,NA,NA
"14","2014-10-14 15:56:24-03","BS","M","M-0030653","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme","ISOTYPE","Dusén, P.K.H.",NA,"1909","01","31",NA,"Brasil",NA,"Paraná Prov., Tamanduá, in campo.",NA,NA,NA,NA,"M0030653",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"21:00",NA,NA,NA
"15","2020-12-21 16:17:31-03","MBM","MBM","28848","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Kummrow, R.","198","1974","01","30","Southern America","Brazil","Paraná","Rio Atuba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM028848","MBM028848","Cabrera, A.L.",NA,NA,"Curitiba",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:17:31-03","MBM","MBM","191249","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Dombrowski, L.T.","6784","1976","12","13","Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM191249",NA,"Dombrowski, L.T.",NA,NA,"Palmeira",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:17:31-03","MBM","MBM","287144","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Dombrowski, L.T.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","2077","1967","01","18","Southern America","Brazil","Paraná","Palmeira, arredores","-50.0064010620117","-25.4293994903564",NA,NA,"MBM287144","MBM287144","Hatschbach, G.",NA,NA,"Palmeira",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:17:31-03","MBM","MBM","42538","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Hatschbach, G.","894","1948","04","14","Southern America","Brazil","Paraná","Rio das Pombas","-50.0064010620117","-25.4293994903564",NA,NA,"MBM042538","MBM042538","Barroso, G.M.",NA,NA,"Palmeira",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:17:31-03","MBM","MBM","300583","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Silva, J.M.; et al.; et al.","3949","2004","01","27","Southern America","Brazil","Paraná","Rio do Salto","-50.0064010620117","-25.4293994903564",NA,NA,"MBM300583",NA,"Hatschbach, G.",NA,NA,"Palmeira",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:17:31-03","MBM","MBM","182785","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Imaguire, N.","2564","1971","01","20","Southern America","Brazil","Paraná","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,"MBM182785","MBM182785","Imaguire, N.",NA,NA,"Piraquara",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:17:31-03","MBM","MBM","191247","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Imaguire, N.","2564","1971","01","20","Southern America","Brazil","Paraná","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,"MBM191247",NA,"Imaguire, N.",NA,NA,"Piraquara",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:17:31-03","MBM","MBM","191251","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Imaguire, N.","2564","1971","01","20","Southern America","Brazil","Paraná","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,"MBM191251",NA,"Imaguire, N.",NA,NA,"Piraquara",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:17:31-03","MBM","MBM","53615","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Hatschbach, G.","10943","1963","02","09","Southern America","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,"Do campo, capítulos amarelos","MBM053615","MBM053615","Pasini, E.","2010","07","Quatro Barras",NA,NA,NA,NA,"30","17116","auto",NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:17:31-03","MBM","MBM","33543","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Ferreira, L.F.","196","1975","01","29","Southern America","Brazil","Paraná","Taquari","-49.0769004821777","-25.3656005859375",NA,NA,"MBM033543","MBM033543","Zardini, E.M.",NA,NA,"Quatro Barras",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:17:31-03","MBM","MBM","33523","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Hatschbach, G.; Pedersen, T.M.; Pedersen, T.M.","35878","1975","01","02","Southern America","Brazil","Paraná","Córrego da Anta","-50.0064010620117","-25.4293994903564",NA,NA,"MBM033523","MBM033523","Zardini, E.M.",NA,NA,"Palmeira",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:17:31-03","MBM","MBM","6908","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Hatschbach, G.","18423","1968","01","24","Southern America","Brazil","Paraná","Rio Canguiri","-49.2242012023926","-25.2917003631592",NA,NA,"MBM006908","MBM006908","Cabrera, A.L.",NA,NA,"Colombo",NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:17:31-03","MBM","MBM","68216","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Hatschbach, G.","43513","1981","01","14","Southern America","Brazil","Paraná","Palmeira, arredores","-50.0064010620117","-25.4293994903564",NA,NA,"MBM068216","MBM068216","Hatschbach, G.",NA,NA,"Palmeira",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:17:31-03","MBM","MBM","42540","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Hatschbach, G.","9017","1962","03","02","Southern America","Brazil","Paraná","Rodovia Governador Lupion, Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,"MBM042540","MBM042540","Cabrera, A.L.",NA,NA,"Palmeira",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:17:31-03","MBM","MBM","161419","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Tramujas, A.P.; et al.; et al.","466","1993","01","14","Southern America","Brazil","Paraná","Próximo ao Rio Timbu","-49.0633010864258","-25.4416999816895",NA,"Flores amarelas, folhas discolores. Comum no campo próximo ao Rio Timbu","MBM161419","MBM161419","Pasini, E.","2010","07","Piraquara",NA,NA,NA,NA,"30","12577","auto",NA,NA,NA,NA,NA,NA
"30","2015-09-04 06:11:54-03","MNHN","RECOLNAT_MNHN_P","P00455299","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Muller",NA,"1880",NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455299' target='other'> <mi>dwc_moreinfo</mi></a>","P00455299","P00455299_01","Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"224",NA,NA
"31","2015-09-28 02:25:56-03","MNHN","RECOLNAT_MNHN_P","P00455300","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,"hb","Prélèvement de feuille réalisé pour E. Pasini & M. R. Ritter, Univ. Fed. do Rio Grande del Sul (ICN), Porto Alegre, Brésil, sept 2012. D emande colhelper n° 14801 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455300' target='other'> <mi>dwc_moreinfo</mi></a>","P00455300","P00455300_01","Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-11 17:18:10-03","UFPR","UPCB","84753","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Dombrowski, L.T.","2077","1967","01","18",NA,"Brasil","Paraná","Arredores","-50.0064010620117","-25.4293994903564",NA,"Capítulo amarelo-alaranjado. Em campo; frequente..",NA,NA,"Hatschbach, G.","2003",NA,"Palmeira",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"33","2021-02-11 17:18:10-03","UFPR","UPCB","4358","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Hatschbach, G.","9017","1962","03","02",NA,"Brasil","Paraná","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,"Capítulo amarelo-alaranjado. Campo limpo..",NA,NA,"Cabrera, A.L.",NA,NA,"Palmeira",NA,NA,NA,NA,NA,"35166","auto","900","1000",NA,NA,NA,NA
"34","2015-01-26 14:31:00-02","MO","MOBOT","100773050","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Gert G. Hatschbach|Troels M. Pedersen","Hatschbach 35878","1975","1","2","South America","Brazil","Paraná","Corrego da Anta.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"J. Pruski (MO)",NA,NA,"Palmeira",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,"1",NA
"35","2012-09-07 10:27:00-03","MO","MOBOT","100518932","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme","Isotype","Per Dusén","Dusén 7714","1909","2","1","South America","Brazil","Paraná","In campo.",NA,NA,NA,NA,NA,NA,"John Pruski (MO), 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"36","2015-01-26 14:36:00-02","MO","MOBOT","100773052","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Gert G. Hatschbach|Troels M. Pedersen","Hatschbach 43513","1981","1","14","South America","Brazil","Paraná","Palmeira, arredores.",NA,NA,NA,NA,NA,NA,"J. Pruski (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"37","2009-07-09 17:05:00-03","MO","MOBOT","2452356","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Gert G. Hatschbach","Hatschbach 18423",NA,NA,NA,"South America","Brazil","Paraná","Colombo. Rio Canguiri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","2596596","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"O. Handro","177","1950","4","20","South America - Neotropics","Brazil","São Paulo","São Paulo, Jabaquara",NA,NA,NA,NA,"US01618022","US01618022_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","2102288","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"B. Rambo","52013","1952","2","20","South America","Brazil","Rio Grande do Sul","Jaquirana p. S. Frsco de Paula",NA,NA,NA,NA,"US01618023","US01618023_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2020-09-12 05:00:02-03","US","US","1481919","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme","Isotype","P. K. Dusén","7714","1909","2","1","South America","Brazil","Paraná","Tamandua.",NA,NA,NA,NA,"US00119946","US00119946_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","1424307","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"-. Luederwaldt","17026","1907","6",NA,"South America - Neotropics","Brazil","São Paulo","Ypiranga",NA,NA,NA,NA,"US01618019","US01618019_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","2580006","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"O. Handro","177","1950","4","20","South America - Neotropics","Brazil","São Paulo","São Paulo, Jabaquara",NA,NA,NA,NA,"US01618018","US01618018_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2020-09-12 05:00:02-03","US","US","1423977","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"-- Brade","5463","1912","2","18","South America - Neotropics","Brazil","São Paulo","Ypiranga. S. Paulo.",NA,NA,NA,NA,"US01618021","US01618021_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2020-09-12 05:00:02-03","US","US","2850737","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"L. Ferreira","196","1975","1","29","South America","Brazil","Paraná","Taquari (mun. 4 Barras)",NA,NA,NA,NA,"US01618024","US01618024_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","1424308","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Edwall","17029",NA,NA,NA,"South America - Neotropics","Brazil","São Paulo","Ypiranga [interpreted]",NA,NA,NA,NA,"US01618020","US01618020_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2019-09-04 19:38:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia",NA,"Type [status unknown]","P. Dusén","7714","1909",NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:01:29-03","IBt","SP","474022","S","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Mello-Silva, R; Cordeiro, I; Luebert, F","3763","2015","01","29",NA,"Brasil","Santa Catarina","Salto Caveira","-50.483333","-27.811944",NA,NA,NA,NA,"Simão Bianchini, R; Pastore, JA","2015","09","Lages","-50.483333","-27.811944",NA,NA,"01",NA,NA,"854","854",NA,NA,NA,NA
"48","2019-11-21 10:01:29-03","IBt","SP","141272","S","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Hatschbach, G; Pedersen, TM","35378","1975","01","02",NA,"Brasil","Paraná","Córrego da Anta","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Pasini, E","2012","10","Palmeira",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:01:29-03","IBt","SP","6267","S","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Brade, AC","5463","1912","02","18",NA,"Brasil","São Paulo","Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Monge, M","2010","12","São Paulo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"50","2019-11-21 10:01:29-03","IBt","SP","5341","S","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Hoehne, FC","s.n.","1921","03","03",NA,"Brasil","São Paulo","Ipiranga. Campo atrás do Museu Paulista","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Pasini, E","2012","10","São Paulo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"51","2019-11-21 10:01:29-03","IBt","SP","29599","S","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Hauff, I","9b","1932","04","20",NA,"Brasil","São Paulo","Jabaquara","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Monge, M","2010","12","São Paulo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"52","2019-11-21 10:01:29-03","IBt","SP","48303","S","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Handro, O","177","1950","04","20",NA,"Brasil","São Paulo","Jabaquara","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Pasini, E","2012","10","São Paulo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"53","2019-11-21 10:01:29-03","IBt","SP","31739","S","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme",NA,"Gehrt, A","s.n.","1934","04","26",NA,"Brasil","São Paulo","Sacomam","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Pasini, E","2012","10","São Paulo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"54","2010-08-16 16:38:03-03","GH","HU-HERB","GH 00013174","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trichocline","linearifolia","Trichocline linearifolia","Malme","Isotype","P. K. H. Dusén","7714","1909","2","1","South America","Brazil","Paraná","Tamanduá",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7714",NA,"undetermined"
