"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2014-10-14 15:57:05-03","BS","M","M-0172000","S","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum","ISOTYPE","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,"M0172000","Magnoliophyta","Solanales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-06-27 10:26:56-03","UFES","VIES","21790","S","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Dias, H.M.; Kunz, S.H.; Matheus, M.T.; Castro, K.C. & Silva, A.E.","688",NA,"Brasil",NA,NA,NA,"VIES021790",NA,NA,"Mart.","Espírito Santo","Santa Marta.","VIES021790","Giacomin, L.","2012","04","10","Ibitirama","-41.6671981811523","-20.5414009094238",NA,NA,NA,"22282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-16 08:41:11-03","UTFPR","HCF","18571","S","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"G. Hatschbach","55428",NA,"Brasil",NA,NA,"arbusto, ramos longos, 1,50 m, flor creme. Mata pluvial.",NA,NA,NA,"Mart.","MG","Rodovia MG-111, Vargem Grande",NA,"M.V. Lima","1991","06","13","Presidente Soares",NA,NA,"800","800",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:45:30-03","MBM","MBM","228100","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Robim, M.J.; et al.; et al.","220","Southern America","Brazil",NA,NA,NA,"MBM228100",NA,NA,"Mart.","São Paulo","Parque Estadual","MBM228100","Baitello, J.B.",NA,NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:45:30-03","MBM","MBM","405110","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Rigon, L.G.C.","746","Southern America","Brazil",NA,NA,"Subarbusto, com 1,7 m de altura. Fruto imaturo, com 1,0-0,5 cm, oval. Internamente e externamente roso, carnoso, com polpa.; Solo rochoso de cor escuro, no extrato inferior. Em Floresta Estacional Semidecidual.","MBM405110",NA,NA,"Mart.","Rio de Janeiro","Conglomerado 67-3-10-5-RN","MBM405110","Kutschenko, D.C.","2015","10","15","Teresópolis","-43.02","-22.32",NA,NA,NA,NA,NA,"2015","12","14","-43.02","-22.32",NA,NA,NA,NA
"16","2019-11-01 15:28:42-03","PUC-RIO","FCAB","2527","PreservedSpecimen","Plantae","Solanaceae","Cestrum","collinum","Cestrum collinum",NA,"P. Capell S.J.","s.n.",NA,"Brasil",NA,NA,"Sinônimo relevante: Cestrum subpulverulentum Mart.","002527",NA,"Angiospermae","Miers","Rio de Janeiro","Cascata Pinel",NA,NA,"1951","09","17","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-09-04 12:28:00-03","MNHN","RECOLNAT_MNHN_P","P00444703","PreservedSpecimen",NA,"Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Miers, J.",NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444703' target='other'> <mi>dwc_moreinfo</mi></a>","P00444703",NA,NA,"Mart.",NA,"Rio","P00444703_01","Vignoli-Silva","1878","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3908",NA,NA,NA
"18","2015-09-04 12:20:02-03","MNHN","RECOLNAT_MNHN_P","P00444719","PreservedSpecimen",NA,"Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Vauthier",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00444719' target='other'> <mi>dwc_moreinfo</mi></a>","P00444719",NA,NA,"Mart.",NA,"Rio de Janeiro","P00444719_01","Vignoli-Silva","1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-09-16 13:09:45-03","MNHN","RECOLNAT_MNHN_P","P00451546","PreservedSpecimen",NA,"Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Glaziou, A.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00451546' target='other'> <mi>dwc_moreinfo</mi></a>","P00451546",NA,NA,"Mart.",NA,"Petropolis près d'Itamaraty","P00451546_01","Vignoli-Silva","1883","5","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15309",NA,NA,NA
"20","2015-09-20 07:25:57-03","MNHN","RECOLNAT_MNHN_P","P00451741","PreservedSpecimen",NA,"Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum","isotype","Martius, C.F. von",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00451741' target='other'> <mi>dwc_moreinfo</mi></a>","P00451741",NA,NA,"Mart.",NA,"s.l.","P00451741_01 P00451741_02","Nee","1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"243",NA,NA,NA
"21","1996-01-18 11:25:44-02","MNHN","RECOLNAT_MNHN_P","P00451742","PreservedSpecimen",NA,"Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum","isotype","Martius, C.F. von",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00451742' target='other'> <mi>dwc_moreinfo</mi></a>","P00451742",NA,NA,"Mart.",NA,"s.l.","P00451742_01 P00451742_02","Nee","1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"243",NA,NA,NA
"22","2015-09-04 12:41:40-03","MNHN","RECOLNAT_MNHN_P","P00454264","PreservedSpecimen",NA,"Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Vauthier",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00454264' target='other'> <mi>dwc_moreinfo</mi></a>","P00454264",NA,NA,"Mart.",NA,"Rio de Janeiro","P00454264_01",NA,"1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89",NA,NA,NA
"23","2015-09-04 03:18:49-03","MNHN","RECOLNAT_MNHN_P","P00454266","PreservedSpecimen",NA,"Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Glaziou, A.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00454266' target='other'> <mi>dwc_moreinfo</mi></a>","P00454266",NA,NA,"Mart.",NA,"Morro Queimado (Corcovado)","P00454266_01",NA,"1861","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"203",NA,NA,NA
"24","2020-12-11 11:41:48-03","UFMG","BHCB","32547","PreservedSpecimen","Plantae","Solanaceae","Cestrum","glomeratum","Cestrum glomeratum","Typus",NA,"s.n.",NA,NA,NA,NA,"Photo Negative Number: 33029","BHCB035083","Dicotyledon",NA,"Schott & Sendtn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:41:51-03","UFMG","BHCB","32537","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum","Typus",NA,"s.n.","Southern America","Brasil",NA,NA,"Photo Negative Number: 2997","BHCB035082","Dicotyledon",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1838",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:41:51-03","UFMG","BHCB","162349","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Konno, T; et al.","268","Southern America","Brasil",NA,NA,"Arbusto ca. 1,5 m, heliófilo, folha verde discolor; frutos imaturos verdes.","BHCB5549","Dicotyledon",NA,"Mart.","Rio de Janeiro","Faz. São José das Paineiras",NA,NA,"1993","12","11","Mendes","-43.7327995300293","-22.5266990661621",NA,NA,NA,"9614","auto","2015","07","15",NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:41:51-03","UFMG","BHCB","63763","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Salimena, FRG; Nobre, PH","947","Southern America","Brasil",NA,NA,"Beira de mata. Cipó. Frutos verdes",NA,"Dicotyledon",NA,"Mart.","Minas Gerais","Reserva Biológica da Represa do Grama",NA,NA,"2001","10","21","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:41:50-03","UFMG","BHCB","124134","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Giacomin, LL; Stehmann, JR; Kamino, LHY","143","Southern America","Brasil",NA,NA,"Arbusto, frutos imaturos verdes; Mata próxima a córrego","BHCB027205","Dicotyledon",NA,"Mart.","Minas Gerais","Reserva Municipal de Santa Cândida, Subida que sai da estrada de entrada da reserva",NA,NA,"2008","07","09","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,"36144","auto","2011","07",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:41:51-03","UFMG","BHCB","53499","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Costa, LVC","s.n.","Southern America","Brasil",NA,NA,"Sub-bosque de eucaliptos. Arbusto, ca. 2 m","BHCB002071","Dicotyledon",NA,"Mart.","Minas Gerais","RPPN Guilman-Amorim.","BHCB002071",NA,NA,NA,NA,"Nova Era","-43.0374984741211","-19.75",NA,NA,NA,"21093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:41:51-03","UFMG","BHCB","45270","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Drummond, O; Alvim, P; Magalhães, GM","s.n.","Southern America","Brasil",NA,NA,"Mata, margem de córrego. Arbusto 2 m, flor esverdeada",NA,"Dicotyledon",NA,"Mart.","Minas Gerais","Serra do Brigadeiro. Fazenda Pedro Dutra.",NA,NA,"1945","06","18","Ervália","-42.6571998596191","-20.8400001525879",NA,NA,NA,"19783","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:41:51-03","UFMG","BHCB","162839","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Souza, VC de; Ferrucci, MS; Angulo, MB; Caliari, CP; Colletta, GD; Flores, TB; Rodrigues, O","33589","Southern America","Brasil",NA,NA,"Arbusto, ca. 2m alt; flores verdes.; Floresta com transição para campo de altitude.","BHCB006423","Dicotyledon",NA,"Mart.","Rio de Janeiro","Subida para a Pedra Dubois.",NA,NA,"2009","05","09","Santa Maria Madalena","-42.0080986022949","-21.9552993774414",NA,NA,NA,"30526","auto","2015","10","23",NA,NA,NA,NA,NA,NA
"32","2021-02-11 17:21:49-03","UFPR","UPCB","66067","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Forzza, R.C.","5310",NA,"Brasil",NA,NA,"Arbusto, ca. 1m alt. Frutos verdes..",NA,NA,NA,"Mart.","Espírito Santo","BLOQUEADO",NA,"Stehmann, J.R.","2008","10","14","Castelo",NA,NA,"1100","1500",NA,NA,NA,"2016","04","19","9999","9999",NA,NA,NA,NA
"33","2021-02-11 17:21:49-03","UFPR","UPCB","69671","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Fontana, A.P.","4800",NA,"Brasil",NA,NA,"Arbusto, na sombra. Frutos pretos. Material prensado em alcool..",NA,NA,NA,"Mart.","Espírito Santo","BLOQUEADO",NA,"Stehmann, J.R.","2008","02","12","Castelo",NA,NA,"1100","1400",NA,NA,NA,"2016","04","20","9999","9999",NA,NA,NA,NA
"34","2011-03-14 17:02:00-03","MO","MOBOT","469299","PreservedSpecimen","Plantae","Solanaceae","Cestrum","glomeratum","Cestrum glomeratum",NA,"H.W. Schott","Schott 4980","South America","Brazil",NA,NA,NA,NA,NA,NA,"Sendtn.",NA,NA,NA,NA,"1817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"35","2013-05-07 06:03:00-03","MO","MOBOT","2932400","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Ynés Mexia","Mexia 4679a","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.","Minas Gerais","Vicosa. Fazenda de Faziuma; cut-over woods on slope.",NA,"Morton","1930","5","10",NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2011-03-02 10:37:00-03","MO","MOBOT","2932529","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Johan F. Widgren","Widgren s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-19 04:30:00-03","MO","MOBOT","469911","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"C.F.P. Martius","Martius 243","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,"1817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"38","2013-12-09 13:19:00-02","MO","MOBOT","2920517","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Ribeiro","Ribeiro 486","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.","Rio de Janeiro","Distr. de Araras, Reserva Biológica.",NA,"M. Nee","1984","5","4","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,"1",NA,NA
"39","2020-07-10 09:49:28-03","MBML","MBML-HERBARIO","22624",NA,"Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"L. Kollmann; et al","6691",NA,"Brasil",NA,NA,"Erva escandente 3m no sol, beira da estrada. Flores verdes.","MBML022624",NA,NA,"Mart.","Espírito Santo","Parque Estadual do Forno Grande",NA,"Marcia Vignoli-Silva/25-05-2008","2004","06","10","Castelo","-41.100556","-20.519167",NA,NA,NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA
"40","2020-07-10 09:49:28-03","MBML","MBML-HERBARIO","24635",NA,"Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"L. Kollmann; et al","7919",NA,"Brasil",NA,NA,"Arbusto 2m no sol. Flores verdes.","MBML024635",NA,NA,"Mart.","Espírito Santo","Parque Estadual do Forno Grande",NA,"Marcia Vignoli-Silva/25-05-2008","2005","07","09","Castelo","-41.100556","-20.519167",NA,NA,NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA
"41","2020-07-10 09:49:28-03","MBML","MBML-HERBARIO","31207",NA,"Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"L. Kollmann; P. Labiak & F. B. Matos","9989",NA,"Brasil",NA,NA,"Arbusto 1m. Flores verdes.","MBML031207",NA,NA,"Mart.","Espírito Santo","Forno Grande, Parque Estadual de Forno Grande",NA,"Marcia Vignoli-Silva/25-05-2008","2007","07","19","Castelo","-41.100556","-20.519167","1300","1300",NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA
"42","2020-12-28 10:31:34-03","ICAUFMG","MCCA","1374","S","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"FONSECA, R.S.","681",NA,"Brasil",NA,NA,NA,"MCCA01518",NA,NA,"Mart.","Minas Gerais","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso.","MCCA01518",NA,"2010","05","03","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,"13937","auto",NA,NA,NA,"-428586111.0","-208019444.0",NA,NA,NA,NA
"43","2020-12-28 10:31:34-03","ICAUFMG","MCCA","1376","S","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"FONSECA, R.S.; DOS SANTOS F.A.","536",NA,"Brasil",NA,NA,NA,"MCCA01520",NA,NA,"Mart.","Minas Gerais","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso.","MCCA01520",NA,"2010","05","07","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,"13937","auto",NA,NA,NA,"-428586111.0","-208019444.0",NA,NA,NA,NA
"44","2020-12-28 10:31:34-03","ICAUFMG","MCCA","1373","S","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"FONSECA, R.S.","1029",NA,"Brasil",NA,NA,NA,"MCCA01517",NA,NA,"Mart.","Minas Gerais","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso.","MCCA01517",NA,"2011","05","06","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,"13937","auto",NA,NA,NA,"-428586111.0","-208019444.0",NA,NA,NA,NA
"45","2020-12-28 10:31:34-03","ICAUFMG","MCCA","1389","S","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"FONSECA, R.S.","777",NA,"Brasil",NA,NA,NA,"MCCA01533",NA,NA,"Mart.","Minas Gerais","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso.","MCCA01533",NA,"2010","09","26","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,"13937","auto",NA,NA,NA,"-428586111.0","-208019444.0",NA,NA,NA,NA
"46","2020-12-28 10:31:34-03","ICAUFMG","MCCA","1375","S","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"FONSECA, R.S.; DOS SANTOS F.A.","524",NA,"Brasil",NA,NA,NA,"MCCA01519",NA,NA,"Mart.","Minas Gerais","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso.","MCCA01519 MCCA01519_01",NA,"2010","05","07","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,"13937","auto",NA,NA,NA,"-428586111.0","-208019444.0",NA,NA,NA,NA
"47","2020-12-28 10:31:34-03","ICAUFMG","MCCA","1377","S","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"FONSECA, R.S.","1026",NA,"Brasil",NA,NA,NA,"MCCA01521",NA,NA,"Mart.","Minas Gerais","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso.","MCCA01521",NA,"2011","05","04","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,"13937","auto",NA,NA,NA,"-428586111.0","-208019444.0",NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","1498735","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Y. Mexia","4679/a","South America - Neotropics","Brazil",NA,NA,NA,"US01935727",NA,"Solanales","Mart.","Minas Gerais","Fazenda de Faziuma","US01935727_01 US01935727_02",NA,"1930","5","10","Viçosa","-42.8819007873535","-20.7539005279541","700",NA,"Dicotyledonae","13937","auto",NA,NA,NA,NA,NA,NA,"1",NA,NA
"49","2020-09-12 05:00:02-03","US","US","1572191","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Y. Mexia","4679 a","South America - Neotropics","Brazil",NA,NA,NA,"US01935726",NA,"Solanales","Mart.","Minas Gerais","Fazenda de Faziuma","US01935726_01 US01935726_02",NA,"1930","5","10","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"Dicotyledonae","13937","auto",NA,NA,NA,NA,NA,NA,"1",NA,NA
"50","2019-09-04 18:54:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Solanaceae","Cestrum","glomeratum","Cestrum glomeratum","Type [status unknown]","H. W. Schott","4980","South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
