"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"16","2021-03-15 16:37:00-03","NY","NYBG","542104","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","L. H. Soares-Silva",NA,NA,NA,"L. H. Soares-Silva","1989","08","30","Brazil","Paraná","Londrina","Floresta do Godoy","-51.1628","-23.3106",NA,NA,NA,NA,"NY00542104","NY00542104_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246078' target='other'> <mi>dwc_moreinfo</mi></a>","233",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","990588","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium fendleri","Müll.Arg.",NA,NA,NA,NA,"A. Fendler","1854",NA,NA,"Venezuela","Aragua","Tovar",NA,"-67.283835","10.408321",NA,NA,NA,NA,"NY00990588","NY00990588_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084306' target='other'> <mi>dwc_moreinfo</mi></a>","1232",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales","syntype","fendleri",NA,NA,NA,NA,NA
"18","2016-10-19 09:46:00-02","NY","NYBG","542087","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium",NA,"M. J. Huft",NA,NA,NA,"H. Cuadros","1986","08","19","Colombia","La Guajira",NA,"Sierra Nevada de Santa Marta. Vertiente Río Cañas",NA,NA,NA,NA,"700","1000","NY00542087",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246098' target='other'> <mi>dwc_moreinfo</mi></a>","2941",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","642503","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","J. A. Kallunki",NA,NA,NA,"W. W. Thomas","1996","11","14","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Along road from park entrance to nature/conference center.","-40.5747","-15.2647",NA,NA,"150","150","NY00642503","NY00642503_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246093' target='other'> <mi>dwc_moreinfo</mi></a>","11339a",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1552435","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY01552435","NY01552435_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1943214' target='other'> <mi>dwc_moreinfo</mi></a>","s.n.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","542099","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","J. Cuatrecasas",NA,NA,NA,"R. Reitz","1956","09","27","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"20","20","NY00542099","NY00542099_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246088' target='other'> <mi>dwc_moreinfo</mi></a>","3775",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1018101","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","A. Souza",NA,NA,NA,"S. J. da Silva Neto","2001","12","16","Brazil","Rio de Janeiro","Nova Iguaçú","Estrada para Itacolomi.","-43.4508","-22.7594",NA,NA,NA,NA,"NY01018101","NY01018101_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248691' target='other'> <mi>dwc_moreinfo</mi></a>","1602",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","542098","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","W. Punt",NA,NA,NA,"P. J. M. Maas","1987","11","28","Brazil","Bahia","Uruçuca","Km 12 of new road from Uruçuca to Serra Grande","-39.2842","-14.5933",NA,NA,NA,NA,"NY00542098","NY00542098_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246091' target='other'> <mi>dwc_moreinfo</mi></a>","7075",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","542090","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1968","10","05","Brazil","Paraná","Morretes","Col. Floresta","-48.8342","-25.4769",NA,NA,"100","100","NY00542090","NY00542090_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246099' target='other'> <mi>dwc_moreinfo</mi></a>","19922",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","687372","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","I. Cordeiro",NA,NA,NA,"M. Kuhlmann","1949","08","30","Brazil","São Paulo",NA,"Entre Mogi das Cruzes e Jacareí. Km 76 da estrada de rodagem.",NA,NA,NA,NA,NA,NA,"NY00687372","NY00687372_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874369' target='other'> <mi>dwc_moreinfo</mi></a>","2002",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4144113","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.",NA,NA,NA,NA,"R. Gonto","2011","08","04","Venezuela","Miranda","Los Salias","Carretera Panamericana, km 11. Altos de Pipe. Bosque detrás del Centro de ecología","-66.97","10.4",NA,NA,"1700",NA,"NY04144113",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4462997' target='other'> <mi>dwc_moreinfo</mi></a>","04556",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","542089","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1982","09","21","Brazil","Paraná","Antonina","Mangue Maior Santo","-48.7117","-25.4286",NA,NA,NA,NA,"NY00542089","NY00542089_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246100' target='other'> <mi>dwc_moreinfo</mi></a>","45303",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02890585","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","I. Cordeiro",NA,NA,NA,"P. Fiaschi","2003","02","14","Brazil","Bahia","Arataca","BR 101, entre Jussari e Camacã. Entrada à direita, ca. 17.2 km da saída para Jussari, após km 574 da BR 101. Ca. 5 km da estrada para a Torre Serra Boa.","-39.48","-15.23",NA,NA,"670","670","NY02890585","NY02890585_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3154522' target='other'> <mi>dwc_moreinfo</mi></a>","1300",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01478592","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","W. Punt",NA,NA,NA,"G. T. Prance","1969","02","19","Brazil","Roraima",NA,"Serra dos Surucucus. Vicinity of Posto Surucucu Mission.",NA,NA,NA,NA,NA,NA,"NY01478592","NY01478592_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1732259' target='other'> <mi>dwc_moreinfo</mi></a>","10066",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","542100","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","L. B. Smith",NA,NA,NA,"L. B. Smith","1964","10","19","Brazil","Santa Catarina","Itapiranga","Santo Antonio","-53.78","-27.12",NA,NA,"200","250","NY00542100","NY00542100_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246097' target='other'> <mi>dwc_moreinfo</mi></a>","12727",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","542095","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","L. B. Smith",NA,NA,NA,"R. Reitz","1959","09","05","Brazil","Santa Catarina","Sombrio","Pirao Frio, Sombrio","-49.6167","-29.1142",NA,NA,"10","10","NY00542095","NY00542095_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246095' target='other'> <mi>dwc_moreinfo</mi></a>","9098",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","542093","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","P. C. Standley",NA,NA,NA,"Y. E. J. Mexia","1936","10","20","Peru","Huánuco",NA,"Left bank of Río Huallaga; above Cayumba",NA,NA,NA,NA,"810","810","NY00542093",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246090' target='other'> <mi>dwc_moreinfo</mi></a>","8322",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01478593","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","W. Punt",NA,NA,NA,"G. T. Prance","1969","02","17","Brazil","Roraima",NA,"Serra dos Surucucus. NE of mission station.",NA,NA,NA,NA,"1000","1400","NY01478593","NY01478593_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1326416' target='other'> <mi>dwc_moreinfo</mi></a>","9985",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","542097","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","J. Cuatrecasas",NA,NA,NA,"R. Reitz","1954","09","30","Brazil","Santa Catarina","Luiz Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"300","300","NY00542097","NY00542097_01","Pollen sample removed by M. Bush, 10/28/99 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246087' target='other'> <mi>dwc_moreinfo</mi></a>","2169",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","644146","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","K. J. Wurdack",NA,NA,NA,"L. R. Landrum","1981","12","05","Brazil","Santa Catarina","Itajaí","Hills at S end of PLaya Cabecudas","-48.58","-26.92",NA,NA,"30","30","NY00644146","NY00644146_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246085' target='other'> <mi>dwc_moreinfo</mi></a>","3973",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"36","2016-10-19 09:46:00-02","NY","NYBG","542092","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium",NA,"L. J. Dorr",NA,NA,NA,"L. J. Dorr","1995","07","15","Venezuela","Trujillo","Boconó","Parque Nacional Guaramacal, on road from Boconó to Guaramacal, SE od Guamaracal. N slope of mountain","-70.2","9.22",NA,NA,"1950","1950","NY00542092",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246079' target='other'> <mi>dwc_moreinfo</mi></a>","8135",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","777958","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","I. Cordeiro",NA,NA,NA,"R. Simão-Bianchini","2000","08","11","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Caminho para a Trilha da Mococa. Haras","-45.4097","-23.6203",NA,NA,NA,NA,"NY00777958","NY00777958_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246084' target='other'> <mi>dwc_moreinfo</mi></a>","1376",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","542103","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","G. L. Webster",NA,NA,NA,"R. S. Pinheiro","1971","03","19","Brazil","Bahia",NA,"Rodovia Banco Central a Ubaitaba",NA,NA,NA,NA,NA,NA,"NY00542103","NY00542103_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246086' target='other'> <mi>dwc_moreinfo</mi></a>","1176",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01478594","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","W. Milliken",NA,NA,NA,"W. Milliken","1995","06",NA,"Brazil","Roraima",NA,"Yanomani Indigenous area; vicinity of Xitei mission, on the Parima River.","-63.8744","2.6111",NA,NA,"620",NA,"NY01478594","NY01478594_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1732275' target='other'> <mi>dwc_moreinfo</mi></a>","2311",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","542094","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","R. Reitz",NA,NA,NA,"R. Reitz","1957","10","05","Brazil","Santa Catarina","Garuva","Mina Velha, Garuva, S. Francisco do Sul","-48.8547","-26.0269",NA,NA,"15","15","NY00542094","NY00542094_01","Lenho na xiloteca. Foto em preto <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246083' target='other'> <mi>dwc_moreinfo</mi></a>","4057",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1182128","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","H. C. de Lima",NA,NA,NA,"H. C. de Lima","1991","11","20","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Margens do rio Paraíso. Próximo a reserva da CEDAE. Área FP20. Indivíduo F0342.","-42.883","-22.483",NA,NA,NA,NA,"NY01182128","NY01182128_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397445' target='other'> <mi>dwc_moreinfo</mi></a>","4313",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","542102","PreservedSpecimen","Plantae","Euphorbiaceae","Tetrorchidium","rubrivenium","Tetrorchidium rubrivenium","Poepp. & Endl.","L. J. Gillespie",NA,NA,NA,"R. P. Belém","1966","05","18","Brazil","Bahia","Ibirapitanga","Ibirapitanga. Plantaçao de cacau","-42.48","-12.88",NA,NA,NA,NA,"NY00542102","NY00542102_01","coleçao de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246089' target='other'> <mi>dwc_moreinfo</mi></a>","2241",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA
