"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","occurrenceRemarks","locality","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","individualCount","fieldNumber","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","00742284","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"E. M. Zardini","2001","02","28","Paraguay","Amambay",NA,"-56.06666667","-22.6291667",NA,NA,"NY00742284","NY00742284_01","56330","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=873979' target='other'> <mi>dwc_moreinfo</mi></a>","Around Cerro Corá",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","771046","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. D. Whalen; M. H. Nee",NA,NA,NA,"T. C. Plowman","1969","05","27","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00771046","NY00771046_01","2792","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626437' target='other'> <mi>dwc_moreinfo</mi></a>","Itaipu: Restinga da Praia de Itaipu.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 19:47:00-03","NY","NYBG","00708980","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum",NA,NA,NA,NA,NA,"L. A. Bohs","2003","11","30","Paraguay","Concepción",NA,"-57.00025","-23.3290833",NA,NA,"NY00708980","NY00708980_01","3211","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846117' target='other'> <mi>dwc_moreinfo</mi></a>","E of Concepción, ca. 5 km E of Horqueta","160","160","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00701219","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil","Maranhão",NA,"-44.270872","-2.527775",NA,NA,"NY00701219","NY00701219_01","s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839789' target='other'> <mi>dwc_moreinfo</mi></a>","São Luiz",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","771016","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","L. de F. de Carvalho",NA,NA,NA,"R. M. Harley","1974","02","19","Brazil","Bahia",NA,"-39.8","-10.68",NA,NA,"NY00771016","NY00771016_01","16176","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626423' target='other'> <mi>dwc_moreinfo</mi></a>","Serra de Itiuba, about 6km E of Itiuba.","500","500","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00701228","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"M. Hermann","1993","09","15","Brazil","Ceará","Barro","-39.17","-3.37",NA,NA,"NY00701228","NY00701228_01","1262","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839811' target='other'> <mi>dwc_moreinfo</mi></a>","Lagoinha",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","771054","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"I. Silberbauer-Gottsberger","1977","03","31","Brazil","São Paulo","Botucatu","-48.4397","-22.88",NA,NA,"NY00771054","NY00771054_01","16-31377","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626418' target='other'> <mi>dwc_moreinfo</mi></a>","3km W of the old railwaystation Treze de Maio on the highway to Sao Manuel, Piracicaba.","500","500","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00701285","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"W. R. Anderson","1973","04","06","Brazil","Goiás","Cristalina","-47.35","-16.78",NA,NA,"NY00701285","NY00701285_01","8327","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839953' target='other'> <mi>dwc_moreinfo</mi></a>","35 km by road E of Cristalina","990","990","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","771013","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"R. M. Harley","1980","04","23","Brazil","Bahia",NA,"-44.63","-13.33",NA,NA,"NY00771013","NY00771013_01","21612","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626389' target='other'> <mi>dwc_moreinfo</mi></a>","Chapadao Ocidental da Bahia. Islets and banks of the Rio Corrente, by Correntina.","580","580","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00701241","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"M. Aparecida da Silva","1996","01","10","Brazil","Distrito Federal","Brasília","-47.88527778","-15.9447222",NA,NA,"NY00701241","NY00701241_01","2857","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839834' target='other'> <mi>dwc_moreinfo</mi></a>","Reserva Ecológica do IBGE. Campo sujo do lado esquerdo da estrada que dá acesso a guarita","1100","1100","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","771029","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"M. C. Tschá","1995","12","09","Brazil","Pernambuco","Inajá","-38.5708","-8.6",NA,NA,"NY00771029","NY00771029_01","375","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626409' target='other'> <mi>dwc_moreinfo</mi></a>","Reserva Biológica de Serra Negra.","444","444","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","771060","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"W. J. Hahn","1983","11","08","Paraguay","Amambay",NA,"-56.5","-22.17",NA,NA,"NY00771060","NY00771060_01","1813","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626393' target='other'> <mi>dwc_moreinfo</mi></a>","Bella Vista, Ranch of Sr. Ocariz.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","770999","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"S. A. Mori","1981","04","21","Brazil","Bahia","Ilhéus","-39.0492","-14.7892",NA,NA,"NY00770999","NY00770999_01","13716","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626379' target='other'> <mi>dwc_moreinfo</mi></a>","On road from Olivença to Una, 20km S of Olivença.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","771055","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.",NA,NA,NA,NA,"L. R. H. Bicudo","1998","10","13","Brazil","São Paulo","Castilho","-51.6169","-20.9297",NA,NA,"NY00771055","NY00771055_01","63","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626459' target='other'> <mi>dwc_moreinfo</mi></a>","Margem do Rio Paraná.","238","238","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00701238","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","L. B. Smith; S. F. Smith",NA,NA,NA,"H. S. Irwin","1965","09","20","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00701238","NY00701238_01","8489","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839831' target='other'> <mi>dwc_moreinfo</mi></a>","Paranoá, immediately S. of dam","1100","1100","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00742171","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"E. M. Zardini","1999","11","11","Paraguay","Amambay",NA,"-56.0069444","-22.6886111",NA,NA,"NY00742171","NY00742171_01","52445","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=873797' target='other'> <mi>dwc_moreinfo</mi></a>","National Park Cerro Corá. Around Lorito Picada",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01096354","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.",NA,NA,NA,NA,"A. C. Cervi","1994","12","09","Brazil","Alagoas","Quebrangulo","-36.42","-9.25",NA,NA,"NY01096354","NY01096354_01","7281","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236483' target='other'> <mi>dwc_moreinfo</mi></a>","Reserva Biológica de Pedra Talhada. Agreste, Area de transição Florestas Estacional Semidecidual/Decidual Contrafortes de Borborema,.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01802607","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","S. D. Knapp",NA,NA,NA,"R. C. Forzza","2007","10","24","Brazil","São Paulo","Itanhaém","-46.9086","-24.2386",NA,NA,"NY01802607","NY01802607_01","4804","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2218358' target='other'> <mi>dwc_moreinfo</mi></a>","Próximo à saída do Balneário Gaivota beirando a SP 055.","27","27","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00701237","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.",NA,NA,NA,NA,"D. E. Costich","1981","11","09","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00701237","NY00701237_01","1025","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839829' target='other'> <mi>dwc_moreinfo</mi></a>","Rodovia Brasília-Unaí, vicinity of Papuda",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00701281","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","L. B. Smith; S. F. Smith",NA,NA,NA,"H. S. Irwin","1965","11","16","Brazil","Goiás","Cabeceiras","-47","-16",NA,NA,"NY00701281","NY00701281_01","10339","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839940' target='other'> <mi>dwc_moreinfo</mi></a>","Ca. 14 km. E. of Cabeceiras. Serra do Rio Preto","1000","1000","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","771018","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"W. W. Thomas","1992","11","15","Brazil","Bahia","Itacaré","-39.07","-14.37",NA,NA,"NY00771018","NY00771018_01","9484","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626399' target='other'> <mi>dwc_moreinfo</mi></a>","Campo Cheiroso, 14 km north of Serra Grande off the road to Itacaré",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00701283","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"T. de S. Filgueiras","1992","04","28","Brazil","Goiás","Mineiros","-52.5508","-17.5694",NA,NA,"NY00701283","NY00701283_01","2321","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839946' target='other'> <mi>dwc_moreinfo</mi></a>","Ca. 50 km da cidade, em direção a Jataí",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00701239","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","L. B. Smith; S. F. Smith",NA,NA,NA,"H. S. Irwin","1965","09","20","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00701239","NY00701239_01","8496","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839832' target='other'> <mi>dwc_moreinfo</mi></a>","Paranoá, immediately S. of dam","1100","1100","South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","770990","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. D. Whalen; M. H. Nee",NA,NA,NA,"R. P. Belém","1965","04","05","Brazil","Bahia",NA,NA,NA,NA,NA,"NY00770990","NY00770990_01","667","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626435' target='other'> <mi>dwc_moreinfo</mi></a>","Rodovia Itabuna-Ilhéus.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00742294","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"E. M. Zardini","1999","11","11","Paraguay","Amambay",NA,"-56.0069444","-22.6886111",NA,NA,"NY00742294","NY00742294_01","52466","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=873944' target='other'> <mi>dwc_moreinfo</mi></a>","National Park Cerro Corá; around Lorito Picada",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00701244","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","1995","01","15","Brazil","Minas Gerais","Várzea da Palma","-44.7306","-17.5983",NA,NA,"NY00701244","NY00701244_01","64109","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839837' target='other'> <mi>dwc_moreinfo</mi></a>","Córrego Bebedouro",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","771056","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"S. Tsugaru","1987","11","22","Brazil","São Paulo","Tanabi","-49.6397","-20.6203",NA,NA,"NY00771056","NY00771056_01","B-2126","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626405' target='other'> <mi>dwc_moreinfo</mi></a>","Near Cargo do Meio. 50km NW from Sao José do Rio Petro.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","770998","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. D. Whalen; M. H. Nee",NA,NA,NA,"S. A. Mori","1979","09","29","Brazil","Bahia","Jequié","-40.0833","-13.8578",NA,NA,"NY00770998","NY00770998_01","12835","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626440' target='other'> <mi>dwc_moreinfo</mi></a>","BR 116, a 11km ao S de Jequié.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","770996","PreservedSpecimen","Plantae","Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","M. H. Nee",NA,NA,NA,"J. G. Jardim","1999","08","15","Brazil","Bahia","Maraú","-38.9522","-13.9883",NA,NA,"NY00770996","NY00770996_01","2240","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626415' target='other'> <mi>dwc_moreinfo</mi></a>","Rod. Maraú/Campinhos, ca. 6.5km do Povoado de Saquaíra.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
