"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","infraspecificEpithet","individualCount","class","typeStatus"
"13","2015-09-05 08:01:35-03","MNHN","RECOLNAT_MNHN_P","P04780750","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Gardner",NA,NA,"Brasil",NA,"Brésil. Province de Goyas.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04780750' target='other'> <mi>dwc_moreinfo</mi></a>","P04780750","P04780750_01","Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3635",NA,NA,NA,NA
"14","2015-10-05 06:19:37-03","MNHN","RECOLNAT_MNHN_P","P00700740","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Gardner, G.",NA,NA,"Brésil",NA,"Province de Goyaz","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700740' target='other'> <mi>dwc_moreinfo</mi></a>","P00700740","P00700740_01","(Pohl) Engl.","Sastre & Offroy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4106",NA,NA,NA,NA
"15","2015-10-05 06:19:46-03","MNHN","RECOLNAT_MNHN_P","P00700741","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Pohl, J.E.",NA,NA,"Brésil",NA,"Province de Goyaz, cerca Fazenda de Donna Severina","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700741' target='other'> <mi>dwc_moreinfo</mi></a>","P00700741","P00700741_01","(Pohl) Engl.","Sastre & Offroy",NA,NA,NA,"1820","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-10-01 14:22:57-03","JBB","HEPH","26361","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Oliveira, FCA","1301","Southern America","Brasil","Tocantins","Projeto Mapeamento e Inventario do Estado do Tocantins, Bacia de TO. Sub-bacia: Santo Antônio",NA,NA,NA,NA,"(Pohl) Engl.","Chacon, RG","2010","07","08","2008","10","10","Gurupi","-48.772778","-11.775556",NA,NA,"-48.772778","-11.775556","260","260",NA,NA,NA,NA,NA
"17","2020-10-01 14:22:57-03","JBB","HEPH","29795","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis ovalis","Pereira-Silva, G; Pereira, JB; Paganella, MB","6523","Southern America","Brasil","Tocantins","Local do futuro eixo da barragem (São Salvador)",NA,"Frequênte no local",NA,NA,"(Pohl) Engl.","Chacon, RG","2010","07",NA,"2002","07","03","Paranã ","-48.233056","-12.806389",NA,NA,"-48.233056","-12.806389","270","270",NA,"ovalis",NA,NA,NA
"18","2020-10-01 14:22:57-03","JBB","HEPH","25111","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Haidar, RF","1133","Southern America","Brasil","Tocantins","Sub-bacia so Rio Palma",NA,"Coordenadas : UTM 324152/ 8668421.",NA,NA,"(Pohl) Engl.","Chacon, RG","2010","07","09","2008","11","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-10-01 14:22:57-03","JBB","HEPH","29797","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Pereira-Silva, G; Guarino, ESG; Pereira, JB; Jesus, JA de","5394","Southern America","Brasil","Goiás","Estrada canteiro da obra rio São Félix, km 12",NA,"área de influencia indireta da futura Hidrelétrica Cana Brava",NA,NA,"(Pohl) Engl.","Chacon, RG","2010","07",NA,"2001","09","19","Cavalcante","-48.063611","-12.375556",NA,NA,"-48.063611","-12.375556","430","430",NA,NA,NA,NA,NA
"20","2020-10-01 14:22:57-03","JBB","HEPH","25154","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Souza, VC","23996","Southern America","Brasil","Tocantins","Estrada para Natividade, ca. 6km de Porto Nacional",NA,NA,NA,NA,"(Pohl) Engl.","Chacon, RG","2010","07","08","2000","07","16","Porto Nacional","-48.396111","-10.749167",NA,NA,"-48.396111","-10.749167",NA,NA,NA,NA,NA,NA,NA
"21","2020-10-01 14:22:57-03","JBB","HEPH","29379","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Françoso, RD","18","Southern America","Brasil","Goiás","Ilha do Reservatório de Serra da Mesa",NA,NA,NA,NA,"(Pohl) Engl.","Chacon, RG","2013","06",NA,"2011","06","01","Minaçu","-48.330556","-13.852778",NA,NA,"-48.330556","-13.852778",NA,NA,NA,NA,NA,NA,NA
"22","2020-10-01 14:22:57-03","JBB","HEPH","29728","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Sevilha, AC; et al.","3412","Southern America","Brasil","Tocantins","Fazenda São João, proprietário Aldair Freire",NA,NA,NA,NA,"(Pohl) Engl.","Chacon, RG","2013","10","25","2003","09","08","Paranã","-47.605278","-12.933333",NA,NA,"-47.605278","-12.933333","338","338",NA,NA,NA,NA,NA
"23","2020-10-01 14:22:57-03","JBB","HEPH","29745","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Walter, BMT; Rocha, DMS; Bianchetti, LB; Pereira-Silva, G; Silva, R; Santos, HGP dos; Silva","2461","Southern America","Brasil","Goiás","Margem direita do rio Bagagem, 5 km da bara do bagagem/ Tocântins",NA,"Bacia de inundação do AHE Serra da Mesa",NA,NA,"(Pohl) Engl.","Chacon, RG","2010","07",NA,"1995","07","22","Niquelândia","-48.283333","-14.016667",NA,NA,"-48.283333","-14.016667","360","360",NA,NA,NA,NA,NA
"24","2020-10-01 14:22:57-03","JBB","HEPH","29748","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Walter, BMT; Santos, AA dos; Silva, SPC da","3789","Southern America","Brasil","Goiás","Região do antigo córrego Praia Grande, arredores da Serra Negra, lago em formação",NA,"Futuro reservatório do AHE Serra da Mesa",NA,NA,"(Pohl) Engl.","Chacon, RG","2010","06",NA,"1997","07","09","Campinaçu","-48.5625","-13.8125",NA,NA,"-48.5625","-13.8125","430","430",NA,NA,NA,NA,NA
"25","2020-10-01 14:22:57-03","JBB","HEPH","29781","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Cavalcanti, TB; Sinigaglia, C; Pereira-Silva, G","3521","Southern America","Brasil","Goiás","Ponte sobre o rio Tocantins, km 79",NA,"crescendo ao lado de <em>O. hexasperma</em>",NA,NA,"(Pohl) Engl.","Chacon, RG","2010","07",NA,"2004","08","30","Cavalcante","-47.876389","-13.680556",NA,NA,"-47.876389","-13.680556","810","810",NA,NA,NA,NA,NA
"26","2020-10-01 14:22:57-03","JBB","HEPH","29960","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Pereira-Silva, G; Moreira, GA","10897","Southern America","Brasil","Tocantins","Canteiro de obras do UHE São Salvador",NA,"Frequente no local, área de influencia direta",NA,NA,"(Pohl) Engl.","Chacon, RG","2013","10","31","2006","10","19","Paranã","-48.233056","-12.805",NA,NA,"-48.233056","-12.805","260","260",NA,NA,NA,NA,NA
"27","2020-10-01 14:22:57-03","JBB","HEPH","30027","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Fonseca, ML; Oliveira, FCA; Silva Filho, AP; Oliveira, VC","6194","Southern America","Brasil","Tocantins","Bacia Tocantis, sub-bacia: Tocantins(T-1 área1, ponto2)",NA,NA,NA,NA,"(Pohl) Engl.","Chacon, RG","2016","02","18","2009","07","09","Palmeirópolis","-48.5275","-12.959722",NA,NA,"-48.5275","-12.959722","6778","6778",NA,NA,NA,NA,NA
"28","2020-10-01 14:22:57-03","JBB","HEPH","32042",NA,"Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Faria, JEQ","5095","Southern America","Brasil","Goiás","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio",NA,NA,NA,NA,"(Pohl) Engl.","Chacon, RG","2015","08",NA,"2015","08","24","Alto Horizonte","-49.292222","-14.198333",NA,NA,"-49.292222","-14.198333","404","404",NA,NA,NA,NA,NA
"29","2020-10-01 14:22:57-03","JBB","HEPH","32067","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Faria, JEQ","5147","Southern America","Brasil","Goiás","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio",NA,NA,NA,NA,"(Pohl) Engl.","Chacon, RG","2018","08","20","2015","09","26","Alto Horizonte","-49.292222","-14.198333",NA,NA,"-49.292222","-14.198333","404","404",NA,NA,NA,NA,NA
"30","2020-10-01 14:22:57-03","JBB","HEPH","9422","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Lima, IV","153","Southern America","Brasil","Tocantins","Serra do Lajeado",NA,NA,NA,NA,"(Pohl) Engl.","Chacon, RG","2010","07","08","1994","03","17","Palmas","-48.095833","-10.304722",NA,NA,"-48.095833","-10.304722",NA,NA,NA,NA,NA,NA,NA
"31","2020-10-01 14:22:57-03","JBB","HEPH","29848","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis ovalis","Vieira, RF; Silva, SPC da; Santos, HGP dos; Martins, MV","1414","Southern America","Brasil","Goiás","Beira de estrada, cerca de 5 km do rio peixe, futuro reservatório do aproveitamento hidrelétrico serra da mesa",NA,"Frequente no local",NA,NA,"(Pohl) Engl.","Chacon, RG","2010","11",NA,"1992","11","24","Colinas do Sul","-48.066667","-14.15",NA,NA,"-48.066667","-14.15","450","450",NA,"ovalis",NA,NA,NA
"32","2020-10-01 14:22:57-03","JBB","HEPH","29785","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Cavalcanti, TB; Rezende, JM de; Pereira-Silva, G","1560","Southern America","Brasil","Goiás","nas margens do Rio Tocantinzinho",NA,"Ocasional no local",NA,NA,"(Pohl) Engl.","Chacon, RG","2004","09",NA,"1995","07","21","Niquelândia","-48.3","-15.966667",NA,NA,"-48.3","-15.966667","420","420",NA,NA,NA,NA,NA
"33","2020-10-01 14:22:57-03","JBB","HEPH","25116","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Sousa-Silva, S","25","Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,"(Pohl) Engl.","Chacon, RG","2010",NA,NA,"1996","08","22","Mara Rosa","-49.1772003173828","-14.0164003372192","69476","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-19 11:19:56-03","UFG","UFG","13353","S","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Ferreira, H.D.; et al.","400",NA,"Brasil","Goiás","Encosta da Serra Negra. Cerrado, solo pedregoso.",NA,"Árvore ca. de 30m de altura e pilosidade ferrugínea.",NA,NA,"Engl.","Chacon, R.G.","2004","09","21","1987","07","28","Niquelândia","-48.4597015380859","-14.4738998413086","74171","auto",NA,NA,"1000","1000",NA,NA,NA,NA,NA
"35","2019-12-19 11:19:56-03","UFG","UFG","25122","S","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Silva, M.A.; Ferreira, C.C.S.; Fonseca, M.L. & Lopes, E.C.","3141",NA,"Brasil","Goiás","Estrada de terra, 7km da cidade em direção a Colinas. Cerrado.",NA,"Arbusto ca. 2m de altura, flores amarelas, botões florais amarelo vináceos, cálice vinho, folhas glabras, casca fina esfoliante.",NA,NA,"Engl.","Chacon, R.G.","2004","09","21","1996","09","19","Niquelândia","-48.326944","-14.450833",NA,NA,"-48.326944","-14.450833",NA,NA,NA,NA,NA,NA,NA
"36","2019-12-19 11:19:56-03","UFG","UFG","43508","S","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","V.C. Souza; Souza, J.P. & Romão, G.O.","23937",NA,"Brasil","Goiás",NA,NA,NA,"UFG0043508","UFG0043508","Engl.","Chacon, R.G.","2009","09","28","2000","07","15","Niquelândia","-48.697778","-14.539444",NA,NA,"-48.697778","-14.539444","600","600",NA,NA,NA,NA,NA
"37","2020-09-02 16:34:21-03","Cenargen","CEN","75446","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Roberta Gomes Chacon","611",NA,"Brasil","GO","Cerca de 20 km do trevo de Niquelândia em direção à Colinas do Sul, lado direito da pista.","Exsicatas",NA,"CEN00075446","CEN00075446","(Pohl) Engl.",NA,NA,NA,NA,"2010","03","30","NIQUELANDIA","-48.326944","-14.450555",NA,NA,"-48.326944","-14.450555",NA,NA,NA,NA,"2",NA,NA
"38","2020-09-02 16:34:21-03","Cenargen","CEN","104937","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Matheus Santos Martins","11",NA,"Brasil","TO",NA,"Exsicatas","Área de cerrado típico com cascalho e rochas no solo. Doação da Flora do Brasil - Tocantins.","CEN00104937","CEN00104937","(Pohl) Engl.","M. S. Martins",NA,NA,NA,"2018","01","03","PARANA","-47.825","-12.939722",NA,NA,"-47.825","-12.939722","391","391",NA,NA,"1",NA,NA
"39","2020-09-02 16:34:21-03","Cenargen","CEN","80055","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Jair Eustáquio Quintino de Faria Jr.","1525",NA,"Brasil","GO","Margem da estrada de Alto Horizonte para a localidade de Jacaré, na fazenda do Sr. Bráulio.","Exsicatas","Botões amarelados. HERBÁRIO UB - Goiás.","CEN00080055","CEN00080055","(Pohl) Engl.","R. G. Chacon","2012","10",NA,"2011","08","05","ALTO HORIZONTE","-49.3386001586914","-14.1955995559692","27619","auto",NA,NA,NA,NA,NA,NA,"1",NA,NA
"40","2020-09-02 16:34:21-03","Cenargen","CEN","80056","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Jair Eustáquio Quintino de Faria Jr.","1526",NA,"Brasil","GO","Margem da estrada de Alto Horizonte para a localidade de Jacaré, na fazenda do Sr. Bráulio.","Exsicatas","Botões amarelados. HERBÁRIO UB - Goiás.","CEN00080056","CEN00080056","(Pohl) Engl.","R. G. Chacon","2012","10",NA,"2011","08","05","ALTO HORIZONTE","-49.3386001586914","-14.1955995559692","27619","auto",NA,NA,NA,NA,NA,NA,"1",NA,NA
"41","2020-09-02 16:34:21-03","Cenargen","CEN","25795","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis","Benedito Alísio da Silva Pereira","2873",NA,"Brasil","GO","Cerrado em terreno pedregoso no km 15 da rodovia Teresina de Goiás/Campos Belos.","Exsicatas","Flores amarelas. Doação da Fundação Instituto Brasileiro de Geografia e Estatística. Herbário da Reserva Ecológica do IBGE.","CEN00025795","CEN00025795","(Pohl) Engl.","R. G. Chacon","2004","09",NA,"1995","08","16","TERESINA DE GOIAS","-47.2647018432617","-13.7763996124268","42211","auto",NA,"-13833333.0","800","800",NA,NA,"1",NA,NA
"42","2020-09-02 16:34:21-03","Cenargen","CEN","40031","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. glabrata","Glocimar Pereira-Silva","4351",NA,"Brasil","GO","Estrada Minaçu - balsa Porto dos Paulistas, cerca de 8,2 km de Minaçu (km marcados no rio Bonito).","Exsicatas","Área de influência da futura Hidrelétrica de Cana Brava.","CEN00040031","CEN00040031","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"2000","11","07","MINACU","-48.155833","-13.516666",NA,NA,"-48.155833","-13.516666","380","380",NA,"var. glabrata","4",NA,NA
"43","2020-09-02 16:34:21-03","Cenargen","CEN","25021","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Taciana Barbosa Cavalcanti","1560",NA,"Brasil","GO","Nas margens do rio Tocantinzinho.","Exsicatas","Botões vináceos.","CEN00025021","CEN00025021","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"1995","07","21","NIQUELANDIA","48.3125","-13.586111",NA,NA,"48.3125","-13.586111","420","420",NA,"var. ovalis","2",NA,NA
"44","2020-09-02 16:34:21-03","Cenargen","CEN","43683","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Glocimar Pereira-Silva","5394",NA,"Brasil","GO","Estrada canteiro da obra rio São Félix km 12.","Exsicatas","Área de influência da futura Hidrelétrica de Cana Brava, influência indireta.","CEN00043683","CEN00043683","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"2001","09","19","CAVALCANTE","-48.063611",NA,NA,NA,"-48.063611","-1337556.0","430","430",NA,"var. ovalis","4",NA,NA
"45","2020-09-02 16:34:21-03","Cenargen","CEN","50491","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Glocimar Pereira-Silva","6523",NA,"Brasil","TO","Local do futuro eixo da barragem (São Salvador).","Exsicatas",NA,"CEN00050491","CEN00050491","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"2002","07","03","PARANA","-48.233055",NA,NA,NA,"-48.233055","-1280639.0","270","270",NA,"var. ovalis","3",NA,NA
"46","2020-09-02 16:34:21-03","Cenargen","CEN","67922","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Glocimar Pereira-Silva","12341",NA,"Brasil","TO","Margem esquerda do rio Tocantins.","Exsicatas","Área de influência direta (lago).","CEN00067922","CEN00067922","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"2007","11","25","PARANA","-48.243055","-12.8125",NA,NA,"-48.243055","-12.8125","290","290",NA,"var. ovalis","4",NA,NA
"47","2020-09-02 16:34:21-03","Cenargen","CEN","17463","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Bruno Machado Teles Walter","1765",NA,"Brasil","GO","Fazenda Baião, local próximo a antiga moradia dentro da fazenda, a norte da sede, 23 km da cidade de Uruaçú.","Exsicatas","Botões florais ferrugíneos; cálice ferrugíneo. Pétalas amarelas. Anteras e estames amarelos. Bacia de inundação da UHE Serra da Mesa.","CEN00017463","CEN00017463","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"1992","08","03","URUACU",NA,NA,NA,NA,NA,NA,"450","450",NA,"var. ovalis","3",NA,NA
"48","2020-09-02 16:34:21-03","Cenargen","CEN","19591","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","ovalis","Ouratea ovalis var. ovalis","Sebastião Pinheiro Cordovil da Silva","10",NA,"Brasil","GO","Fazenda Macaco.","Exsicatas","Infrutescência com receptáculo vermelho-amarelado; frutículos verdes.","CEN00019591","CEN00019591","(Pohl) Engl.","R. G. Chacon","2010","07",NA,"1992","10","05","URUACU",NA,NA,NA,NA,NA,NA,NA,NA,NA,"var. ovalis","4",NA,NA
