"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","class","yearIdentified","monthIdentified","dayIdentified","individualCount","typeStatus","coordinatePrecision","geoFlag"
"11","2019-01-17 11:23:50-02","PUCRS","MPUC","11398","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","C.A. Mondin",NA,"2006","02","14","Brasil","RS","Alvorada",".","-51.0833333","-29.99","-51.0833333000","-29.9900000000",NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,NA,"Liliopsida","2010","01","01","1",NA,NA,NA
"12","2015-09-24 20:05:30-03","MNHN","RECOLNAT_MNHN_P","P00642214","PreservedSpecimen",NA,"Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","Chase","Balansa, B.","1875","11",NA,"Argentine",NA,NA,"Buénos Ayres",NA,NA,NA,NA,NA,NA,"P00642214","P00642214_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642214' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"isotype",NA,NA
"13","2014-04-28 11:20:55-03","MNHN","RECOLNAT_MNHN_P","P00642215","PreservedSpecimen",NA,"Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","Parodi","Balansa, B.","1875","11",NA,"Argentine",NA,NA,"Buénos Ayres",NA,NA,NA,NA,NA,NA,"P00642215","P00642215_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642215' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"isotype",NA,NA
"14","2013-08-23 04:12:00-03","MO","MOBOT","2990750","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.",NA,"W.G. Herter","1931","11","31","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herter 1827","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2010-01-25 20:07:00-02","MO","MOBOT","2990839","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","P. O'Connor","Troels M. Pedersen","1961","2","17","Argentina","Corrientes","Mburucuyá","Estancia, Santa Teresa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 1019","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2011-03-14 06:37:00-03","MO","MOBOT","2338377","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","Quarín, C. L., //","Sara G. Tressens|M. Beccaceci|Ricardo O. Vanni","1992","12","11","Argentina","Corrientes","Mercedes","Reserva Nat. Prov. Ibera. Paso Picada. Costa W de la laguna Ibera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tressens 4338","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2012-04-05 14:32:00-03","MO","MOBOT","2480999","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","J. Valls","José F.M. Valls|A. Pott|Hilda M. Longhi-Wagner",NA,NA,NA,"Brazil",NA,NA,"General Vargas, Estr. S. Pedro do Sul-Jaguari, 38 km apos S. Pedro-Varzea do rio Toropi, jun to a ponte de concreto de + 80 de extensão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valls 3024","South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"18","2009-06-24 20:50:00-03","MO","MOBOT","2990432","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.",NA,"Jason R. Swallen","1945","10","31","Brazil","Rio Grande do Sul",NA,"Sao Goncaies, instituto Agronomico do Sul, Pelotas. Wet ground along canal to arroyo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swallen 7252","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-15 05:15:00-02","MO","MOBOT","2990487","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","Gibbs","Antonio C. Krapovickas","1946","11","26","Argentina","Buenos Aires",NA,"Las Palmas Zral. Uribure.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 3101","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2013-01-13 18:24:00-02","MO","MOBOT","2991053","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.",NA,"Zulma E. Rúgolo de Agrasar","1980","11","2","Argentina",NA,NA,"Pdo. Gral. Lavalle, Ecia. Las Violetas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rúgolo de Agrasar 1004","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2013-01-22 05:51:00-02","MO","MOBOT","2991785","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.",NA,"Fernández","1978","3","8","Argentina","Corrientes",NA,"Estancia lavalle.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernández 512","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","2991915","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","P. O'Connor","Armando T. Hunziker","1946","11","26","Argentina","Buenos Aires",NA,"Las Palmas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunziker 7263","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2014-08-23 05:35:00-03","MO","MOBOT","2992546","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","P. O'Connor","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","1970","3","23","Brazil","Minas Gerais",NA,"River bank. Cut-over slope forest, ca. 15 km N. of São João da Chapada.",NA,NA,NA,NA,"975.00000000",NA,NA,NA,NA,NA,"Irwin 28161","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-02 16:38:03-03","Cenargen","CEN","3959","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","J. F. M. Valls","José Francisco Montenegro Valls","1973","12","03","Brasil",NA,NA,"General Vargas, estrada S. P. do Sul-Jaguari, 38 km após S. Pedro-Várzea do rio Toropi, junto a ponte de concreto de +/- 80 m de extensão.",NA,NA,NA,NA,NA,NA,"CEN00003959","CEN00003959 CEN00003959_1",NA,NA,"3024",NA,"Exsicatas","Doação - Herbário Depto. Bot. da U.F.R.G.S.- Porto Alegre. Nº ICN 24.782.",NA,"1973",NA,NA,"1",NA,NA,NA
"25","2019-04-02 09:32:26-03","URICER","HPBR","6808","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","IRGANG, B. E.","GASTAL, C. S. et. al.","2000","12","07","Brasil","RS","Rio Grande",NA,"-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,"HPBR006808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"82892","auto"
"26","2019-11-01 15:17:20-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","Connot, PO","Irwin, HS; Fonsêca, SF; Souza, P; Reis dos Santos, R; Ramos, J","1970","03","23","Brasil","Minas Gerais",NA,"Culms to ca. 2.5m tall. River bank. Ca. 15km N. of São João da Chapada",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"28161","Southern America",NA,"Slope forest",NA,"1982",NA,NA,NA,NA,NA,NA
"27","2020-08-20 20:41:45-03","UFSC","FLOR","19643","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","Jarenkow, J.A.","Jarenkow, J.A.; Cestaro, L.; Dillenburg, L.R. & Leite, S.L.C.","1985","11","03","Brasil","Rio Grande do Sul","Santa Vitória do Palmar","Estação Ecológica do Taim, margem noroeste da Lagoa Mangueira.","-53.3680992126465","-33.5189018249512",NA,NA,NA,NA,"FLOR0019643",NA,NA,"Poales","235",NA,NA,NA,NA,"1985",NA,NA,NA,NA,"130170","auto"
"28","2021-02-08 12:54:41-03","UFRGS","ICN","024782","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Bal. et Poitr.) Speg.","Valls, JFM","Valls, JFM; et al.","1973","12","03","Brasil","RS","General Vargas","estrada São Pedro do Sul-Jaguari 38 Km após São Pedro",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"3024","América do Sul",NA,"Espécie ameaçada de extinção (Vulnerável).; Várzea do Rio Toropi, junto a ponte de concreto de +- 80m de extensão.",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 12:54:41-03","UFRGS","ICN","040966","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Bal. et Poitr.) Speg.",NA,"Quarín, C; et al.","1974","12","06","Argentina","Corrientes",NA,"Santo Tomé Galarza",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"2491","América do Sul",NA,"Espécie ameaçada de extinção (Vulnerável).; En campos bajos, orillas del embalsado.",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-08 12:54:41-03","UFRGS","ICN","053098","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Bal. et Poitr.) Speg.","Longhi, H","Schwarzbold, A","1981","02","02","Brasil","RS","Palmares","Lagoa Figueira, sul de palmares",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"48","América do Sul",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 12:54:41-03","UFRGS","ICN","043405","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Bal. et Poitr.) Speg.","Waechter","Waechter, JL","1978","12","04","Brasil","RS","Rio Grande","Estação Ecológica do Taim","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"1070","América do Sul",NA,"Espécie ameaçada de extinção (Vulnerável).; Hidrófito; glumelas das flores masculinas brancas; anteras (6) amarelas; glumelas das flores femininas verdes; estigmas brancos.; emergente",NA,NA,NA,NA,NA,NA,"82892","auto"
"32","2021-02-08 12:54:41-03","UFRGS","ICN","049912","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Bal. et Poitr.) Speg.","Irgang et al, BE","Irgang, BE; et al.","1981","03",NA,"Brasil","RS","Rio Grande","Taim","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,NA,"82892","auto"
"33","2021-02-08 12:54:41-03","UFRGS","ICN","111866","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Bal. et Poitr.) Speg.","Matzenbacher, NI; Boechat, SC","Matzenbacher, NI","1996","11","30","Brasil","RS","Guaíba","Fazenda São Maximiano","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"2197","América do Sul",NA,"Espécie ameaçada de extinção (Vulnerável).; Gramínea aquática de grande porte.; na taipa de açude.",NA,NA,NA,NA,NA,NA,"28343","auto"
"34","2020-08-26 10:50:33-03","MCN-FZBRS","HAS","12766","PreservedSpecimen","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","Mariath, J.E.","Ribeiro, C.W.","1980","11",NA,"Brasil","Rio Grande do Sul","Viamão","Lagoa Negra.","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"HAS0012766",NA,"Magnoliophyta",NA,"s.n.",NA,NA,NA,NA,"1980",NA,NA,NA,NA,"41667","auto"
"35","2019-11-21 10:17:13-03","IBt","SP","199925","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.",NA,"Waechter, JL","1978","12","04","Brasil","Rio Grande do Sul",NA,"Estação Ecológica do Taim",NA,NA,NA,NA,NA,NA,"SP039854","SP039854",NA,NA,"1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 10:17:13-03","IBt","SP","199925a","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.",NA,"Waechter, JL","1978","12","04","Brasil","Rio Grande do Sul",NA,"Estação Ecológica do Taim",NA,NA,NA,NA,NA,NA,"SP039853","SP039853",NA,NA,"1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 10:17:13-03","IBt","SP","212269","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.",NA,"Rúgolo, Z","1980","11","02","Argentina",NA,NA,"[...] Las Violetas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1004","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 10:17:13-03","IBt","SP","318760","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.","Valls, J","Valls, J; Pott, A; Longhi, H",NA,NA,NA,"Brasil",NA,NA,"General Vargas, estrada S.P. do Sul-Jaguari, 38 km apos S. Pedro-Varzea do rio Toropi, junto a ponte de mais ou menos 80m de extensão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 10:17:13-03","IBt","SP","93425","S","Plantae","Poaceae","Zizaniopsis","bonariensis","Zizaniopsis bonariensis","(Balansa & Poitr.) Speg.",NA,"Burkart, A","1962","12","09","Argentina","Buenos Aires","Punta Lara",NA,NA,NA,NA,NA,NA,NA,"SP039856","SP039856",NA,NA,"23913","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
