"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"11","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","13701","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Marchiretto, M.S.","Bicudo, L.R.H.","185","1985","12","12",NA,"Brasil","São Paulo","Botucatu","À margem da rodovia João Melão, que liga São Manuel à Avaré.","-48.738611","-22.9",NA,NA,NA,"Campo cerrado. Flores brancas bem pequenas com estigmas vermelhos.","BOTU013701","(Seub. & Mart.) Pedersen","BOTU013701","2001","09",NA,"48°44'19w","22°54's",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","10345","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Gottsberger, G.","Gottsberger, I.S.","142r-14-1272","1972","07","14",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010345","(Seub. & Mart.) Pedersen","BOTU010345","1972",NA,NA,"48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","10344","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Smith, L.B.","Gottsberger, I.S.","703","1970","05","27",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010344","(Seub. & Mart.) Pedersen","BOTU010344","1972",NA,NA,"48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","13697","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Marchiretto, M.S.","Bicudo, L.R.H.","406","1986","01","28",NA,"Brasil","São Paulo","Botucatu","À margem da rodovia João Melão, que liga São Manuel à Avaré.","-48.738611","-22.9",NA,NA,NA,"Campo cerrado. Flores brancas com centro vermelho sem odor.","BOTU013697","(Seub. & Mart.) Pedersen","BOTU013697","2001","09",NA,"48°44'19w","22°54's",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","10346","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Gottsberger, G.","Gottsberger, I.S.","31872","1972","08","31",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010346","(Seub. & Mart.) Pedersen",NA,"1972",NA,NA,"48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","13703","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Bicudo, L.R.H.","Bicudo, L.R.H.","1669","1986","11","06",NA,"Brasil","São Paulo","Botucatu","À margem da rodovia João Melão, que liga São Manuel à Avaré.","-48.738611","-22.566667",NA,NA,NA,"Campo cerrado. Cálice amarelo-palha. Tubo da corola verde-claro, fauce amarelo-palha e centro vermelho.","BOTU013703","(Seub. & Mart.) Pedersen","BOTU013703","1986","11","06","48°44'19w","22°34's",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","77","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Marchiretto, M.S.","Gagioti, S.M.","7311072","1972","10","31",NA,"Brasil","São Paulo","Botucatu","Ao longo da estrada de São Manuel - Piracicaba. Próximo à estação m134 de maio da estrada de ferro Sorocabana.","-48.916667","-22.75",NA,NA,NA,"Cerrado, solo arenoso. Flores amarelas. Herbácea.","BOTU000077","(Seub. & Mart.) Pedersen","BOTU000077","2001","09",NA,"48°55'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","7463","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Marchiretto, M.S.","Almeida, C.M.P.R.","14","1979","12","22",NA,"Brasil","São Paulo","Botucatu","Distrito de Rubião Junior, a mais ou menos 10 Km à Sudoeste do Campus da Universidade.",NA,NA,NA,NA,NA,"Cerrado secundário, bastante degradado, com poucas árvores e arbustos, rico em plantas herbáceas. Arbustiva porém com aspecto de erva com 1,20m de altura, flor creme.","BOTU007463","(Seub. & Mart.) Pedersen","BOTU007463","2001","09",NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","59","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Amaral Jr., A.","Périco, I.C.","10","1972","10","03",NA,"Brasil","São Paulo","Botucatu","Cerrado entre o Rio Capivara e Araguá perto da antiga estação de trem 13 de maio.",NA,NA,NA,NA,NA,"Erva de 1,50m. Flor branca e estames vermelhos.","BOTU000059","(Seub. & Mart.) Pedersen","BOTU000059",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","10347","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Gottsberger, G.","Gottsberger, I.S.","231172","1972","11","23",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010347","(Seub. & Mart.) Pedersen","BOTU010347","1972",NA,NA,"48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","17870","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Amaral Jr., A.","Pinto, Y.A.N.",NA,"1979","12","18",NA,"Brasil","São Paulo","Botucatu","Cerrado de 13 de maio.",NA,NA,NA,NA,NA,NA,"BOTU017870","(Seub. & Mart.) Pedersen","BOTU017870","2000","08",NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","66","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Yida, A.T.","Yida, A.T.","2","1982","10","31",NA,"Brasil","São Paulo","Botucatu","Fazenda 4 Meninas a mais ou menos 20Km de Botucatu.",NA,NA,NA,NA,NA,"Mata densa com árvores de porte elevado, sub-bosque pouco denso com córregos em seu interior. Altitude de 900m. Erva.","BOTU000066","(Seub. & Mart.) Pedersen","BOTU000066","1982","10","31","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","13699","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Marchiretto, M.S.","Bicudo, L.R.H.","523","1986","02","13",NA,"Brasil","São Paulo","Botucatu","À margem da rodovia João Melão, que liga São Manuel à Avaré.","-48.738611","-22.9",NA,NA,NA,"Campo cerrado. Flores brancas com centro avermelhado sem odor.","BOTU013699","(Seub. & Mart.) Pedersen","BOTU013699","2001","09",NA,"48°44'19w","22°54's",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","71","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Atihe, S.A.","23","1972","10","30",NA,"Brasil","São Paulo","Botucatu","Cerrado na estrada de São Manuel a São Pedro, perto da ex-estação 13 de Maio. Alt. 550m","-48.416667","-22.75",NA,NA,NA,NA,"BOTU000071","(Seub. & Mart.) Pedersen","BOTU000071",NA,NA,NA,"48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","23715","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Campos, C.J.","129","2003","01","07",NA,"Brasil","São Paulo","Pratânia","Reserva Particular Palmeiras da Serra","-48.743278","-22.813944",NA,NA,NA,"Cerrado; inflorescência creme","BOTU023715","(Seub. & Mart.) Pedersen","BOTU023715",NA,NA,NA,"48°44'35,8w","22°48'50,2s",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","13702","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Bicudo, L.R.H.","Bicudo, L.R.H.","1505","1986","09","25",NA,"Brasil","São Paulo","Botucatu","À margem da rodovia João Melão, que liga São Manuel à Avaré.","-48.738611","-22.9",NA,NA,NA,"Campo cerrado. Flores brancas com centro avermelhado sem odor.","BOTU013702","(Seub. & Mart.) Pedersen","BOTU013702","1986","09","25","48°44'19w","22°54's",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","13698","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Marchiretto, M.S.","Bicudo, L.R.H.","288","1986","01","15",NA,"Brasil","São Paulo","Botucatu","À margem da rodovia João Melão, que liga São Manuel à Avaré.","-48.738611","-22.9",NA,NA,NA,"Flores tubuladas brancas por fora e vermelhas por dentro.","BOTU013698","(Seub. & Mart.) Pedersen","BOTU013698","2001","09",NA,"48°44'19w","22°54's",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:28:44-03","UFRJ","RFA","6253","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Nahya Paola S. de Souza","Dobereiner Tokarwia","506","1957","05","01",NA,"Brasil","Piauí","Parnaíba",NA,"-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"RFA26280","(Seub.) Pedersen",NA,"2004","01","12",NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:33:14-03","EAO","IAN","68990","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Marchioretto, MS","Black, GA","11148","1951","01","22","Southern America","Brasil","São Paulo","Itirapina","Campo Alegre.","-47.8199996948242","-22.25",NA,NA,NA,"Flor branca.","IAN068990","(Seub.) Pedersen",NA,"1998","11",NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:08:15-03","UFBA","ALCB","035112","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Souza, VC","Barreto, KD; Fernandes, GD; Fernandes, RD","3347","1994","12","07","Southern America","Brasil","São Paulo",NA,"Próximo ao Pedágio (Represa do Broa).","-47.88","-22.181111",NA,NA,NA,"60cm alt.; flores alvas com estames vermelhos.",NA,"(Seub.) Pedersen",NA,"1995","12",NA,"-47.88","-22.181111",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:08:15-03","UFBA","ALCB","056048","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Senna, LR","Filho, AG","212","1980","01","21","Southern America","Brasil","São Paulo",NA,"Fazenda Campininha.","-47.25","-22.333333",NA,NA,NA,"Flores amarelas.",NA,"(Seub.) Pedersen",NA,"2005","09",NA,"-47.25","-22.333333",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696068","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Pedersen TM",NA,"1975","02","16","Southern America","Brazil",NA,NA,"Plantae brasilienses. Mato Grosso, mun Dourados: BR 463, some 30 km from Dourados, on the road to Ponta Porá.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696068","(Seub.) Pedersen","NL-L1696068",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696069","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Pedersen TM",NA,"1971","11","24","Southern America","Argentina",NA,NA,"Plantae Argentinae. Estancia ''La Pastoril''. Dep. Lavalle. Prov. Corrientes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696069","(Seub.) Pedersen","NL-L1696069",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696070","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Pedersen TM",NA,"1970","02","26","Southern America","Argentina",NA,NA,"Estancia ''Esperanza''. Dep. Bella Vista. Prov. Corrientes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696070 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696070","(Seub.) Pedersen","NL-L1696070",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696071","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Hassler E",NA,"1913","01","01","Southern America","Paraguay",NA,NA,"Plantae Paraguarienses. Paraguaria Centralis: In regione lacus ypacaray.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696071","(Seub.) Pedersen","NL-L1696071",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.3709566","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Pedersen TM",NA,"1978","02","16","Southern America","Paraguay",NA,NA,"Lorito (about 40 km SW of Pedro Juan Caballero). Dep. Amambay.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3709566 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3709566","(Seub.) Pedersen","NL-L3709566",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.3709705","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Pedersen TM",NA,"1982","12","31","Southern America","Argentina",NA,NA,"Estancia 'Cerro Puita'. Dep. Concepcion. Prov.Corrientes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3709705 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3709705","(Seub.) Pedersen","NL-L3709705",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.3709706","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Pedersen TM",NA,"1982","12","31","Southern America","Argentina",NA,NA,"Estancia 'Cerro Puita'. Dep. Concepcion. Prov.Corrientes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3709706 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3709706","(Seub.) Pedersen","NL-L3709706",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060595","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Custodio Filho A",NA,"1980","01","21","Southern America","Brazil",NA,NA,"Sao Paulo - Brasil. Brasil-Estado de Sao Paulo: Mogi-Guassu, Fazenda Campininha.","-47.125","-22.25",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060595","(Seub.) Pedersen","NL-U1060595",NA,NA,NA,"-47.125","-22.25",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060596","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Froelichia","procera","Froelichia procera","Simonis JE","Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R",NA,"1983","03","18","Southern America","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060596","(Seub.) Pedersen","NL-U1060596","1984","05","01",NA,NA,NA,NA,"Magnoliopsidae","U 0141980",NA,NA,NA,NA
"41","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060607","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Meyer T",NA,"1944","02","03","Southern America","Argentina",NA,NA,"Argentina. Prov. De Corrientes. Dep. Ituzaingo. Ituzaingo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060607","(Seub.) Pedersen","NL-U1060607",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060608","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Froelichia","procera","Froelichia procera",NA,"Pedersen TM",NA,"1950","11","14","Southern America","Argentina",NA,NA,"Argentina. Estancia ''Santa Maria''. Dep. Mburucuya. Prov. Corrientes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060608","(Seub.) Pedersen","NL-U1060608",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-11-04 10:59:01-03","ESALQ","ESA","83768","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Souza, V.C.","Glória, B.A. ; Machado, S.","7.0","2002","04","15",NA,"Brasil","São Paulo","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"ESA083768","(Seub.) Pedersen","ESA083768",NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 10:59:01-03","ESALQ","ESA","83406","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Froelichia","procera","Froelichia procera","Souza, V.C.","Glória, B.A. ; Machado, S.","22.0","2002","12","12",NA,"Brasil","São Paulo","Pratânia",NA,"-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,"ESA083406","(Seub.) Pedersen","ESA083406",NA,NA,NA,NA,NA,"14688","auto",NA,NA,NA,NA,NA,NA
