"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","scientificNameAuthorship","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","fieldNumber","sex"
"11","2020-12-20 21:15:48-03","UFV","VIC","43219","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"Wasum, R.","4981","2012",NA,"Brasil","RS 122, em beira da estrada",NA,"Flora do Caminho de Caravaggio","VIC043219",NA,NA,"(Hieron) R.M.King & H.Rob.","04","15","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557","49662","auto","Pasini, E.","2013","04","03",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:15:49-03","UFV","VIC","26548","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"Almeida, G.S.S.; Custódio, J.","335","2006",NA,"Brasil","Parque Estadual do Itacolomi, Trilha da estrada de cima",NA,"Arbusto de 1,2 m, brácteas involucrais escariosas, ápice ciliado, vináceo, flores liláses, papilho creme.","VIC026548",NA,NA,"(Hieron.) R.M.King & H.Rob","03","15","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-11-21 14:31:35-03","UFJF","CESJ","71307","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"R.A. Wasum","4981","2012","América do Sul","Brasil","RS-122",NA,"Em beira de estrada. Flora do Caminho de Caravaggio","CESJ071307","CESJ071307",NA,"(Malme) R. M. King & H. Rob.","04","15","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557","49662","auto","E. Pasini","2013","04","03",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-07 11:41:21-03","UFMS","CGMS","20446","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"A. Guglieri; F.J.M. Caporal","1346","2007",NA,"Brasil","Fazenda Nova Esperança.",NA,"Fotótipo F-16320.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES - C","CGMS1049848",NA,NA,"(Hieron.) R.M.King & H.Rob.","06","12","Mato Grosso do Sul","Sidrolândia","-54.8422222","-20.755",NA,NA,"A.C. Fernandes",NA,NA,NA,"-54,8422222","-20,755",NA,NA,NA,NA,NA,NA
"15","2019-11-05 16:43:53-03","UFOP","OUPR","13920","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Badini, J.","s.n.","1975",NA,"Brasil","Serra do Caraça",NA,"Borda de massa. Arbusto. Flores azuis",NA,NA,NA,"(Malme) R.M.King & H.Rob.","07","24","Minas Gerais",NA,NA,NA,NA,NA,"Fernandes, A.C.","2014","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-05 16:43:53-03","UFOP","OUPR","13922","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Badini, J.; Silva, J.L.","s.n.","1975",NA,"Brasil","Cachoeira das Androinhas",NA,"Capoeira. Arbusto. Flores azuis",NA,NA,NA,"(Malme) R.M.King & H.Rob.","06","22","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","Fernandes, A.C.","2014","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-05 16:43:53-03","UFOP","OUPR","13916","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Badini, J.","s.n.","1975",NA,"Brasil","Cachoeira das Androinhas",NA,NA,NA,NA,NA,"(Malme) R.M.King & H.Rob.","06","22","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","Fernandes, A.C.","2014","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-05 16:43:53-03","UFOP","OUPR","13915","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Badini, J.","s.n.","1975",NA,"Brasil","Cachoeira das Androinhas",NA,"Subarbusto",NA,NA,NA,"(Malme) R.M.King & H.Rob.","06","22","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","Fernandes, A.C.","2014","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-05 16:43:53-03","UFOP","OUPR","13921","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Badini, J.; Silva, J.L.","s.n.","1975",NA,"Brasil","Campo Grande",NA,"Beira de corrego. Arbusto. Flores azuis",NA,NA,NA,"(Malme) R.M.King & H.Rob.","06","22","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","Fernandes, A.C.","2014","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-05 16:44:49-03","UFOP","OUPR","18559","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","angusticeps","Eupatorium angusticeps",NA,"Badini, J.; Zurlo, M.A.","s.n.",NA,NA,"Brasil","Cachoeira das Androinhas",NA,"Cerrado. Subarbusto. Flores azul-violáceas",NA,NA,NA,"Malme",NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","Badini, J.","1972","06","01",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-05 16:44:49-03","UFOP","OUPR","18557","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","angusticeps","Eupatorium angusticeps",NA,"Badini, J.","s.n.","1975",NA,"Brasil","Cachoeira do Campo",NA,NA,NA,NA,NA,"Malme","07","22","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","Lisboa, M.A.","1976","09","22",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-05 16:44:49-03","UFOP","OUPR","18560","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","angusticeps","Eupatorium angusticeps",NA,"Badini, J.","s.n.","1973",NA,"Brasil","Cachoeira do Campo",NA,"Subarbusto",NA,NA,NA,"Malme","07","23","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","Badini, J.","1973","07","23",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-05 16:44:49-03","UFOP","OUPR","18562","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","angusticeps","Eupatorium angusticeps",NA,"Badini, J.","s.n.","1975",NA,"Brasil","Santo Antônio do Leite",NA,"Campo. Subarbusto. Flores violáceas",NA,NA,NA,"Malme","05","09","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","Badini, J.","1975","05","09",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-05 16:44:49-03","UFOP","OUPR","18561","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","angusticeps","Eupatorium angusticeps",NA,"Badini, J.","s.n.",NA,NA,"Brasil","Santo Antônio do Leite",NA,NA,NA,NA,NA,"Malme",NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","Lisboa, M.A.","1975","05","20",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-01-17 11:24:18-02","PUCRS","MPUC","145","S","Plantae",NA,"Asterales","Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,NA,NA,"1943","South America","Brasil","Morro Santana",NA,"Coletada no campo",NA,NA,"Magnoliopsida","(Hieron.) R.M. King & H. Rob.","11","06","RS","Porto Alegre","-51.2372222222","-30.0191388889",NA,NA,"A.L. Christ","2018","01","01","-51.2372222222","-30.0191388889","1",NA,NA,NA,NA,NA
"26","2019-11-08 08:49:43-03","FURB","FURB","42007","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Wasum, R.","4983","2012",NA,"Brasil","rodovia RS-122.",NA,"Flora do Caminho de Caravaggio","FURB04552","FURB04552",NA,"(Malme) R.M.King & H.Rob.","04","15","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557","49662","auto","Pasini, E","2013","04","03",NA,NA,NA,"780","780",NA,NA,NA
"27","2021-03-16 17:50:40-03","UCS","HUCS","38634","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Wasum, R.A.","4983","2012",NA,"Brasil","RS 122",NA,"Flora do Caminho de Caravaggio; Em beira da estrada",NA,NA,NA,"(Malme) R.M. King & H. Rob.","04","15","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557","49662","auto","Pasini, E.","2013","04","03",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-16 17:50:49-03","UCS","HUCS","2620","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Eupatorium","angusticeps","Eupatorium angusticeps",NA,"Sehnem, A.","s.n.","1980",NA,"Brasil","Res. Ecol.",NA,"Coleção Sehnem 17092; Arbustiva herba in paludoso",NA,NA,NA,"Malme","10","30","Rio Grande do Sul","Esmeralda","-51.190299987793","-28.0536003112793","38649","auto","Sehnem, A.","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-20 18:12:47-03","UFSM","SMDB","15760","S","Plantae",NA,NA,"Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Schaefer, J","313","2015",NA,"Brasil","distrito de Santo Antão, Morro Pedra do Lagarto",NA,"Capítulos roxos. Espécie ameaçada de extinção. Material testemunho de Trabalho de Conclusão de Curso - Ciências Biológicas. Aluna: Juliana Schaefer. Orientadora: Liliana Essi","SMDB015760",NA,NA,"(Malme) R. M. King & H. Rob.","02","03","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652","37819","auto","Schaefer, J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:15:26-03","MBM","MBM","388460","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Wasum, R.","4981","2012","Southern America","Brazil","Rodovia RS-122, Flora do Caminho de Caravaggio",NA,"Beira de estrada.","MBM388460","MBM388460",NA,"(Malme) R.M. King & H. Rob.","04","15","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557","49662","auto","Pasini, E.","2013","04","03",NA,NA,NA,"780","780",NA,NA,NA
"31","2009-08-07 05:41:00-03","MO","MOBOT","2492730","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"Émile Hassler","Hassler 3771",NA,"South America","Paraguay","in campo Itacurubí",NA,NA,NA,NA,NA,"(Hieron.) R.M. King & H. Rob.",NA,NA,"Cordillera",NA,"-56.83333","-25.46666",NA,NA,"Soria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2009-07-17 07:39:00-03","MO","MOBOT","3304954","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"Émile Hassler","Hassler 11552","1913","South America","Paraguay","In regione lacus Ypacaray.",NA,NA,NA,NA,NA,"(Hieron.) R.M. King & H. Rob.",NA,NA,"Central",NA,"-57.35","-25.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-05-15 13:24:00-03","MO","MOBOT","3305404","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"Pedro Jörgensen","Jörgensen 4139","1929","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Hieron.) R.M. King & H. Rob.","2","9",NA,NA,NA,NA,NA,NA,"N. Soria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2009-08-21 07:03:00-03","MO","MOBOT","2611743","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","oxylepis","Eupatorium oxylepis paraguariense",NA,"Émile Hassler","Hassler 6526",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Hieron.) Hassl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paraguariense",NA,NA
"35","2019-03-29 10:41:14-03","UFSM","HDCF","6986","S","Plantae",NA,NA,"Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Oliveira, A. A.",NA,"2015","América","Brasil",NA,NA,"RS-496-4-10-10RN",NA,NA,NA,"(Malme) R. M. King & H. Rob.","04","27","Rio Grande do Sul","Viamão","-50.76","-30.06",NA,NA,"Pasini, E.",NA,NA,NA,"-50.76","-30.06",NA,NA,NA,NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","2626701","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"-- Brade","19484","1949","South America","Brazil","Pr. de Curitiba, Luna Las Luiz [interpreted]",NA,NA,"US01667707","US01667707_01","Dicotyledonae","(Malme) R.M. King & H. Rob.","2","12","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","900",NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","2746836","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"A. E. Burkart, N. Troncoso, N. M. Bacigalupo & S. Crespo","25519","1964","South America","Argentina","Dpto. Diamante, Diamante",NA,NA,"US01668821","US01668821_01","Dicotyledonae","(Hieron.) R.M. King & H. Rob.","5","15","Entre Rios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","1185820","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"E. Hassler","11552","1913","South America","Paraguay","Paraguaria Centralis: In regione lacus Ypacaray",NA,NA,"US01667732",NA,"Dicotyledonae","(Hieron.) R.M. King & H. Rob.","2",NA,"Paraguari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"39","2020-11-12 16:58:17-03","UEL","FUEL","52473","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Wasum, RA","4981","2012",NA,"Brasil","RS 122",NA,NA,"FUEL014582",NA,NA,"(Malme) R.M.King & H.Rob.","04","15","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557","49662","auto","Pasini, E","2013","04","03",NA,NA,NA,"780","780",NA,NA,NA
"40","2020-08-20 14:55:02-03","UFSC","FLOR","50313","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chromolaena","angusticeps","Chromolaena angusticeps",NA,"Wasum, R.","4981","2012",NA,"Brasil","Rs 122.",NA,"flora do Caminho de Caravaggio.","FLOR0050313","FLOR0050313",NA,"(Malme) R.M.King & H.Rob.","04","15","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557","49662","auto","Pasini, E.","2013","04","03",NA,NA,NA,"780","780",NA,NA,NA
"41","2021-02-08 12:36:08-03","UFRGS","ICN","173496","S","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"Pasini, E","905","2012","América do Sul","Brasil","BR-290",NA,"Campo nativo, em beira de estrada, solo úmido e argiloso",NA,NA,NA,"(Hieron.) R.M.King & H.Rob.","04","14","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525","auto","Christ, AL","2018","01","04",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:36:08-03","UFRGS","ICN","019061","S","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"Augusto, I","s.n.","1942","América do Sul","Brasil","Monserrado",NA,"Espécie ameaçada de extinção (Provavelmente extinto).; Flores rosas.",NA,NA,NA,"(Hieron.) R.M.King & H.Rob.","04","11","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto","Christ, AL","2018","01","04",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:36:08-03","UFRGS","ICN","158471","S","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"Fernandes, AC; Ritter, MR","s.n.","2007","América do Sul","Brasil","Morro Santana",NA,"Trilha de acesso pela face Sul e Norte (borda da mata). S30°03'22,7 W51°07'35,5",NA,NA,NA,"(Hieron.) R.M.King & H.Rob.","04","20","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto","Christ, AL","2018","01","04",NA,NA,NA,"298","298",NA,NA,NA
"44","2021-02-08 12:36:08-03","UFRGS","ICN","200535","S","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"Christ, AL","689","2019","América do Sul","Brasil","Morro Pedra do Lagarto",NA,"Arbustiva, ca. 1 m alt., abundante. Flores lilases.; Campo seco, próximo a afloramentos rochosos.",NA,NA,NA,"(Hieron.) R.M.King & H.Rob.","04","29","RS","Santa Maria","-53.8069000244141","-29.6842002868652","37819","auto","Christ, AL","2019","04","29",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 12:36:07-03","UFRGS","ICN","015547","S","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"Dutra, J","1547","1937","América do Sul","Brasil","Feitoria",NA,NA,NA,NA,NA,"(Hieron.) R.M.King & H.Rob.","03","18","RS","São Leopoldo","-51.1472015380859","-29.7602996826172","10287","auto","Christ, AL","2018","01","04",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-08-26 10:47:50-03","MCN-FZBRS","HAS","96304","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Chromolaena","paraguariensis","Chromolaena paraguariensis",NA,"Molz, M.","s.n.","2019",NA,"Brasil","Em remanescente de campo no bairro Mal. Rondon",NA,"Arbusto com 1,2 m de altura. na lista da flora ameaçada do RS (sob Eupatorium angusticeps Malme) e em perigo na Lista Vermelha da flora brasileira (versão 2012.2, sob Chromolaena angusticeps (Malme) R.M.King & H.Rob.).","HAS0096304",NA,NA,"(Hieron.) R.M.King & H.Rob.","02",NA,"Rio Grande do Sul","Canoas","-51.159709","-29.907316",NA,NA,"Silva Filho, P. J. S.","2019","02","26","-51,1597090","-29,9073160",NA,NA,NA,NA,NA,NA
"47","2020-08-26 10:47:52-03","MCN-FZBRS","HAS","47486","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eupatorium","angusticeps","Eupatorium angusticeps",NA,"Senna, R.M.","1364","2009",NA,"Brasil","Depressão Central; Av. Padre Cacique 1372, FASE CASE PADRE CACIQUE.",NA,"; campo pedregoso; subarbusto de infloresc.c/fls. azul-claras;","HAS0047486",NA,NA,"Malme","04",NA,"Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto","Senna, R. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2013-09-19 13:42:46-03","UM","RECOLNAT_UM_MPU","MPU022392","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","paraguariense","Eupatorium paraguariense nervosum","isotype","Hassler, E.",NA,NA,NA,"Paraguay","In campo Igatimi","hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu022392' target='other'> <mi>dwc_moreinfo</mi></a>","MPU022392",NA,NA,"Chodat","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nervosum","3771",NA
"49","2010-08-16 16:37:23-03","GH","HU-HERB","GH 00257122","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","oxylepis","Eupatorium oxylepis paraguariense",NA,"E. Hassler","6526","1900","South America","Paraguay","Cenos de Parag","Sheet",NA,NA,NA,NA,"(Hieronymus) Hassler","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paraguariense","6526","undetermined"
"50","2010-08-16 16:37:23-03","GH","HU-HERB","GH 00007875","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","paraguariense","Eupatorium paraguariense nervosum","Isotype","E. Hassler","3771",NA,"South America","Paraguay",NA,"Sheet",NA,NA,NA,NA,"Chodat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nervosum","3771","undetermined"
"51","2010-08-16 16:37:23-03","GH","HU-HERB","GH 00007876","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","paraguariense","Eupatorium paraguariense nervosum","Isotype","E. Hassler","3771",NA,"South America","Paraguay","Itacumba","Sheet",NA,NA,NA,NA,"Chodat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nervosum","3771","undetermined"
