"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","previousCatalogNumber"
"11","2020-11-04 11:12:42-03","ESALQ","ESA","27661","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Janusia","occhioni","Janusia occhioni","W.R.Anderson","Sebastiani, R.","Souza, V.C. et al.","10404.0","1996","01","24",NA,"Brasil","São Paulo","Avaré",NA,"-48.9199981689453","-23.0900001525879",NA,NA,"ESA027661","ESA027661",NA,"29856","auto",NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA
"12","2020-11-19 10:24:08-03","CPAP","CPAP","15088","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","W. R. Anderson","Hatschbach, G.","58574","1993","11","07",NA,"Brasil","MS","Eldorado","Rodovia MS-295, rio Iguatemi","-54.2835998535156","-23.7868995666504",NA,"Ramos apoiantes. FLOR: amarelo ouro. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Orla de brejo. SUBSTRATO: . RELEVO: .",NA,NA,NA,"27119","auto",NA,NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA
"13","2020-11-19 10:24:08-03","CPAP","CPAP","16750","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","W. Anderson","Hatschbach, G.","45853","1982","12","10",NA,"Brasil","MS","Iguatemi","Rio Panduí","-54.5611000061035","-23.6802997589111",NA,"Trepadeira lenhosa. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Matinha de solo arenoso. SUBSTRATO: solo arenoso. RELEVO: .",NA,NA,NA,"71460","auto",NA,NA,NA,NA,NA,NA,"1987",NA,NA,NA,NA,NA
"14","2019-02-15 11:45:00-02","IPA","IPA","60815","S","Plantae","Plantae",NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","Sebastiani, R.","Pietrobom-Silva, M.R.","3172","1996","03","10","Southern America","Brasil","São Paulo","Presidente Bernardes","região do Pontal do Paranapanema, rodovia SP-272, Pirapozinho-Mirante do Parapanema, entre Kms 22 e 23, margem da rodovia.","-51.566667","-22.016667",NA,"Escandente sobre arvoreta, flor amarela, barranco.; Região com capões de cerrado passando a mata seca semidecídua e baixadas com mata ciliar. Criação extensiva de gado bovino.","IPA0060815",NA,NA,NA,NA,"400","450","-51.566667","-22.016667",NA,NA,"2009","10","22",NA,NA,NA
"15","2019-08-27 13:30:05-03","IAP","PACA-AGP","84632","PreservedSpecimen","Plantae","Magnoliophyta","Geraniales","Malpighiaceae","Janusia","occhioni","Janusia occhioni","W. Anderson","M. S. Marchioretto","C. J. Campos","25572","1972","05","25",NA,"Brasil","SP","Rubião Junior","Botucatu",NA,NA,NA,"Trepadeira, folha na parte inferior prateada e na superior verde escuro, flores brancas e estames amarelos Habitat: cerrado ao lado da estrada de ferro sorocaba 500m do posto de gasolina","PACA084632",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"1997","05","20",NA,NA,NA
"16","2019-08-27 13:30:05-03","IAP","PACA-AGP","69383","PreservedSpecimen","Plantae","Magnoliophyta","Geraniales","Malpighiaceae","Janusia","occhioni","Janusia occhioni","W. Anderson","W. Anderson","Hatschbach, G.","14255","1966","04","28",NA,"Brasil","PR","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,"Volúvel, flor amarela Habitat: cerrado","PACA069383",NA,NA,"32009","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"17","2021-04-07 11:45:40-03","UFMS","CGMS","6026","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","R. Sebastiani","M.R. Pietrobom da Silva",NA,"1996","03","10",NA,"Brasil","São Paulo","Presidente Bernardes","Região do Pontal do Paranapanema. Rodovia SP 272. Pirapozino-Mirante do Paranapanema entre Kms 22 e 23. Margem da Rodovia.","-51.5666667","-22.0166667",NA,"Flor amarela. criação extensiva de gado bovino. Habitat: Região com capões de cerrado passando a mata seca semidescídua e baixadas com mata ciliar. Habito: Escandente sobre arvoreta.","CGMS1015409",NA,NA,NA,NA,"450","450","-51,5666667","-22,0166667",NA,NA,"2008","05","27",NA,NA,NA
"18","2019-08-20 10:17:39-03","UNICAMP","UEC","48124","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Sebastiani, R","Leitão Filho, HF; Martins, FR; Rodrigues, RR","20100","1988","02","18",NA,"Brazil","São Paulo","Assis","Estação Experimental do Instituto Flores","-50.4099998474121","-22.6599998474121",NA,"flor, Trepadeira. Flores amarelas. Em área de cerrado/cerradão.","UEC007157",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,"2008","05","21",NA,NA,NA
"19","2020-12-21 16:32:49-03","MBM","MBM","159987","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Anderson, W.R.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58574",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Eldorado","Rod. MS-295, Rio Iguatemi","-54.2835998535156","-23.7868995666504",NA,NA,"MBM159987","MBM159987",NA,"27119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:32:49-03","MBM","MBM","79511","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson",NA,"Hatschbach, G.","45853","1982","12","10","Southern America","Brazil","Mato Grosso do Sul","Iguatemi","Rio Piraí","-54.5611000061035","-23.6802997589111",NA,"Trepadeira lenhosa, flor amarela.; Matinha de solo arenoso.","MBM079511","MBM079511","PARATYPE","71460","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:32:49-03","MBM","MBM","132813","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Anderson, W.R.","Simonis, J.E.; et al.; et al.","114",NA,NA,NA,"Southern America","Paraguay",NA,NA,"Amambay",NA,NA,NA,NA,"MBM132813","MBM132813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:32:49-03","MBM","MBM","269092","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Anderson, W.R.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","72809","2002","05","10","Southern America","Brazil","Mato Grosso","Eldorado","Eldorado, arredores",NA,NA,NA,NA,"MBM269092","MBM269092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:32:49-03","MBM","MBM","11049","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson",NA,"Hatschbach, G.","21590","1969","05","20","Southern America","Brazil","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,"Arbusto, também escandente, flor amarela.; Cerrado.","MBM011049","MBM011049","PARATYPE","32009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:32:49-03","MBM","MBM","7259","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Anderson, W.R.","Hatschbach, G.","14253","1966","04","28","Southern America","Brazil","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,"Volúvel, flor amarela.; Cerrado.","MBM007259","MBM007259","PARATYPE","32009","auto",NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA
"25","2020-12-21 16:32:49-03","MBM","MBM","7348","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Anderson, W.R.","Lindeman, J.; Haas, H.; Haas, H.","979","1966","04","07","Southern America","Brazil","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,"MBM007348","MBM007348","PARATYPE","32009","auto",NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA
"26","2020-12-21 16:32:49-03","MBM","MBM","80354","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson",NA,"Hatschbach, G.","46204","1983","02","13","Southern America","Brazil","Mato Grosso do Sul","Coronel Sapucaia","Arredores.","-55.5292015075684","-23.2716999053955",NA,"Trepadeira lenhosa, flor amarela.; Orla de mata baixa de solo arenoso.","MBM080354","MBM080354","PARATYPE","41350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:32:49-03","MBM","MBM","150115","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Anderson, W.R.","Hatschbach, G.; Noblick, L.R.; Noblick, L.R.","57059",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Mourão","Aeroporto, Proximindades","-52.3830986022949","-24.0456008911133",NA,NA,"MBM150115",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:32:49-03","MBM","MBM","30355","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Anderson, W.R.","Hatschbach, G.","8852","1962","02","03","Southern America","Brazil","Paraná","Campo Mourão","Estrada do Aeroporto","-52.3830986022949","-24.0456008911133",NA,"Liana, flor amarela.; Cerrado.","MBM030355","MBM030355","PARATYPE","28572","auto",NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA
"29","2020-12-21 16:32:49-03","MBM","MBM","30356","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Anderson, W.R.","Hatschbach, G.","8862",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Mourão","Rio da Vargem","-52.3830986022949","-24.0456008911133",NA,NA,"MBM030356","MBM030356",NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-05 07:27:02-03","MNHN","RECOLNAT_MNHN_P","P04769555","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson",NA,"Hatschbach, G.",NA,"1962","2","3",NA,"Brasil","Paraná",NA,"Mun. Campo Mourão. Loc. Estr. do Aeroporto.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04769555' target='other'> <mi>dwc_moreinfo</mi></a>","P04769555","P04769555_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8852",NA,NA
"31","2015-09-05 07:27:02-03","MNHN","RECOLNAT_MNHN_P","P04769553","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson",NA,"Hatschbach, G.",NA,"1966","4","28",NA,"Brasil","Paraná","Cianorte","Fazenda Lagoa.","-52.6049995422363","-23.6632995605469","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04769553' target='other'> <mi>dwc_moreinfo</mi></a>","P04769553","P04769553_01",NA,"32009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14253",NA,NA
"32","2015-09-05 07:27:02-03","MNHN","RECOLNAT_MNHN_P","P04769556","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson",NA,"Hatschbach, G.",NA,"1969","5","20",NA,"Brasil","Paraná","Cianorte","Fazenda Lagoa.","-52.6049995422363","-23.6632995605469","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04769556' target='other'> <mi>dwc_moreinfo</mi></a>","P04769556","P04769556_01",NA,"32009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21590",NA,NA
"33","2015-09-05 07:27:02-03","MNHN","RECOLNAT_MNHN_P","P04769554","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson",NA,"Hatschbach, G.",NA,"1966","4","28",NA,"Brasil","Paraná","Cianorte","Fazenda Lagoa.","-52.6049995422363","-23.6632995605469","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04769554' target='other'> <mi>dwc_moreinfo</mi></a>","P04769554","P04769554_01",NA,"32009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14253",NA,NA
"34","2008-07-03 10:19:00-03","MO","MOBOT","100140020","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W. Anderson","William R. Anderson","Anderson 11151","1974","3","19","South America","Brazil","Paraná",NA,"Fazenda Lagôa, ca. 20 km N of Cianorte; dense cerrado on sandy soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"35","2017-03-16 11:26:00-03","MO","MOBOT","1226701","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W.R. Anderson (MICH)","Elsa M. Zardini|Leongino Guerrero","Zardini 46453","1997","2","26","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. Buffer zone.","-56.0105556","-22.6861111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1094","4",NA
"36","2011-02-28 16:38:00-03","MO","MOBOT","1227053","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W.R. Anderson (MICH)","Elsa M. Zardini|M. Vera","Zardini 46594","1997","2","27","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. Cerrado scrub and patches of cerrado forest on red sandy soil.","-56.0144444","-22.6477777",NA,NA,NA,NA,NA,NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1095","4",NA
"37","2014-08-22 10:35:00-03","MO","MOBOT","1580138","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W. Anderson","Elsa M. Zardini|A. Acosta","Zardini 56158","2001","2","27","South America","Paraguay","Amambay",NA,"Around Cerro Corá.","-55.9883333","-22.6647222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1228","4",NA
"38","2009-06-25 13:32:00-03","MO","MOBOT","1845087","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W. Anderson","William R. Anderson","Anderson 11175","1974","3","23","South America","Brazil","Mato Grosso",NA,"65 km. by road S. of Naviraí. Shrubby secondary growth at edge of forest.",NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2009-07-09 17:05:00-03","MO","MOBOT","2455989","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson",NA,"Gert G. Hatschbach","Hatschbach 14253",NA,NA,NA,"South America","Brazil","Paraná",NA,"Cianorte. Faz. Lagoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2011-02-28 10:08:00-03","MO","MOBOT","2515192","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W.R. Anderson (MICH)","J.E. Simonis","Simonis 114","1983","3","18","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"175.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","2856609","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W. Anderson","Gert G. Hatschbach","Hatschbach 21590","1969","5","20","South America","Brazil","Paraná",NA,"Fda. Lagoa (mun. Cianorte).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","2856659","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W. Anderson","Gert G. Hatschbach","Hatschbach 14255","1966","4","28","South America","Brazil","Paraná",NA,"Fazenda Lagia (mun.Cianorte).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2011-02-28 10:09:00-03","MO","MOBOT","2856719","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W.R. Anderson","F. Javier Fernández Casas|J. Molero","Fernández Casas 6077","1982","2","8","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, cerro de la Casa Forestal, arenas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2011-02-28 10:14:00-03","MO","MOBOT","2856877","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W.R. Anderson","Nélida Soria","Soria Rey 5987","1993","2","5","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Cora Cerrado del cerro Muralla. En el cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2014-03-26 15:25:00-03","MO","MOBOT","3165576","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W.D. Stevens","Nélida Soria","Soria Rey 7897a","1997","4","15","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. Camino a la administración. Orillas de bosque degradado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2011-02-28 10:04:00-03","MO","MOBOT","981209","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W.D. Stevens","Nélida Soria","Soria Rey 6159","1993","3","6","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, Picada Lorito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2011-02-28 10:13:00-03","MO","MOBOT","772377","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson","W.R. Anderson (MICH)","Elsa M. Zardini|et al.","Zardini 4116","1988","1","6","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. Cerrado camino al Cerro Muralla.","-57.96666","-22.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-4","3",NA
"48","2020-09-12 05:00:02-03","US","US","2532997","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson",NA,"G. Hatschbach","8852","1962","2","3","South America","Brazil","Paraná",NA,"Estr. do Aeroporto. Mun. Campo Mourão.",NA,NA,NA,NA,"US03326992","US03326992_01",NA,NA,NA,"625",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"49","2020-09-12 05:00:02-03","US","US","3117040","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson",NA,"G. Hatschbach","21590","1969","5","20","South America","Brazil","Paraná",NA,"Fda. Lagoa (mun. Cianorte).",NA,NA,NA,NA,"US03326990","US03326990_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
