"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","typeStatus","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","fieldNumber","sex"
"13","2020-12-20 21:16:25-03","UFV","VIC","35282","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","L. B. Sm.",NA,NA,NA,NA,"Guarçoni, E.","2011","11","13","Brasil","Minas Gerais","Santana do Riacho","Lapinha, Morro do Breu, 1246 m de altitude","-43","-19",NA,NA,"Campo Rupestre Quartzítico #?# afloramento rochoso; rupícola. Comum na área. Frutificando.",NA,NA,"1724",NA,NA,NA,NA,"VIC035282","VIC035282","-43","-19",NA,NA,NA
"14","2020-12-20 21:16:25-03","UFV","VIC","36940","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","L. B. Sm.",NA,NA,NA,NA,"Guarçoni, E.","2012","04","13","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 5, lado esquerdo em direção ao Alto Palácio, 1137 m de altitude","-43","-19",NA,NA,"Campo Rupestre Quartzítico #?# campo graminóide; terrestre. Comum. Sépala e pétala verdes.",NA,NA,"1787",NA,NA,NA,NA,"VIC036940","VIC036940","-43","-19",NA,NA,NA
"15","2020-12-20 21:16:25-03","UFV","VIC","34787","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","L. B. Sm.","Ribeiro, O B C","2013","10","08","Paixão-Souza, B.; Guarçoni, E.","2011","05","22","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Trilha para a pedra do Elefante.","-43.7144012451172","-19.1688995361328","26557",NA,"Rupícola. Frutos secos.","auto",NA,"s.n.",NA,NA,NA,NA,"VIC034787","VIC034787",NA,NA,NA,NA,NA
"16","2019-08-20 09:59:13-03","UNICAMP","UEC","48731","S","Plantae","Liliopsida",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) R.C.Forzza","Forzza, RC","2001",NA,NA,"Hutchison, PC; Páffaro, JL","1985","08","14","Brazil","Minas Gerais","Alto Palácio","Serra do Cipó. Several km by trail north",NA,NA,NA,NA,"ORI, Plant greener alnd larger here than at km 110. On rock outrcrops.",NA,NA,"8920",NA,"1420","1420",NA,"UEC005033","UEC005033",NA,NA,NA,NA,NA
"17","2019-08-20 09:59:13-03","UNICAMP","UEC","48744","S","Plantae","Liliopsida",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) R.C.Forzza","Hutchison, PC",NA,NA,NA,"Hutchison, PC; Páffaro, JL","1985","08","13","Brazil","Minas Gerais","Jaboticatubas","Chapéu de Sol, Ca. 3km north of Chapéu do Sol, just bef","-43.7449989318848","-19.513599395752","31264",NA,"vegetativo, Not uncommon on outcrops. Brown. Sterile now.","auto",NA,"8902",NA,NA,NA,NA,"UEC005036","UEC005036",NA,NA,NA,NA,NA
"18","2020-12-21 16:19:25-03","MBM","MBM","24554","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza","Smith, L.B.",NA,NA,NA,"Hatschbach, G.","1973","02","14","Brazil","Minas Gerais","Jaboticatubas","Fazenda Serra do Cipó","-43.7449989318848","-19.513599395752","31264",NA,NA,"auto",NA,"31544","Southern America",NA,NA,NA,"MBM024554","MBM024554",NA,NA,NA,NA,NA
"19","2020-12-21 16:19:25-03","MBM","MBM","20511","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza","Smith, L.B.",NA,NA,NA,"Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","1972","01","17","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752","31264",NA,NA,"auto",NA,"28785","Southern America",NA,NA,NA,"MBM020511","MBM020511",NA,NA,NA,NA,NA
"20","2020-12-11 11:43:31-03","UFMG","BHCB","17174","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae",NA,NA,NA,NA,NA,"Braga, PIS; Queiroz, LP de","1990","03","21","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:43:31-03","UFMG","BHCB","17174","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae",NA,NA,NA,NA,NA,"Braga, PIS; Queiroz, LP de","1990","03","21","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:43:31-03","UFMG","BHCB","23796","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:43:31-03","UFMG","BHCB","23796","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:43:31-03","UFMG","BHCB","24615","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:43:31-03","UFMG","BHCB","24615","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:43:31-03","UFMG","BHCB","70373","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae",NA,NA,NA,NA,NA,"Forzza, RC",NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Usina Coronel Américo Teixeira (UCAT).","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto",NA,"1081","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2013-09-03 10:51:00-03","MO","MOBOT","3002321","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B. Sm.) Forzza & Wand.","F. Santos-Silva (RB)",NA,NA,NA,"Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","1968","2","19","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Soil-filled crevices in rocks. Campo slopes and sandstone outcrops, Serra do Cipó, km 115 (ca. 140km N. of Belo Horizonte).",NA,NA,NA,"1",NA,NA,NA,"Irwin 20472","South America","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-15 15:29:40-03","UNESP-RC","HRCB","16178","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza & Wand.","Forzza, R.C.","2001",NA,NA,"Faria, G.M.","1991","02",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó","-43.6","-19.283333",NA,NA,"Porte semi-arbustivo, flor verde, floresce em fevereiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º36'W","19º17'S",NA,NA,NA
"29","2020-06-15 15:29:40-03","UNESP-RC","HRCB","28988","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza & Wand.","Versieux, L.M.","2006","05","30","Farinaccio, M.A.","1997","06","07","Brasil","Minas Gerais","Santana do Riacho-Cardeal","Serra do Cipó",NA,NA,NA,NA,"Frutos negros",NA,NA,"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-06-10 10:10:27-03","FZB-BH","BHZB","8911","S","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae",NA,NA,NA,NA,NA,"Ferreira Junior, C.A. et al.","2012","04","17","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.704722","-19.025",NA,NA,"Rupícola Ponto 88 636319 7895899 1223m",NA,NA,"377",NA,"1223","1223",NA,NA,NA,"43W 42' 17","19S 01' 30",NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","2120193","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","heloisae","Dyckia heloisae","L.B. Sm.",NA,NA,NA,NA,"L. B. Smith, F. Segadas-Vianna, W. A. Egler, L. Dau, Z. Lopes da Silva, W. T. Ormond & G. Machline","1952","4","29","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipo, 5 km norte do Chapeu de Sol.","-43.95","-19.6667",NA,"1",NA,NA,"Holotype","6698","South America - Neotropics","1100","1100",NA,"US00089059","US00089059_01",NA,NA,"Monocotyledonae",NA,NA
"32","2020-09-12 05:00:02-03","US","US","2120194","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","heloisae","Dyckia heloisae","L.B. Sm.",NA,NA,NA,NA,"L. B. Smith, F. Segadas-Vianna, W. A. Egler, L. Dau, Z. Lopes da Silva, W. T. Ormond & G. Machline","1952","4","29","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipo, 5 km norte do Chapeu de Sol.","-43.95","-19.6667",NA,"1",NA,NA,"Isotype","6698","South America - Neotropics","1100","1100",NA,"US01095365","US01095365_01",NA,NA,"Monocotyledonae",NA,NA
"33","2020-09-12 05:00:02-03","US","US","2957602","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B. Sm.) Forzza & Wand.",NA,NA,NA,NA,"H. van der Werff","1981","10","7","Brazil","Minas Gerais",NA,"Serra de Cipo. Grown in UCLA Botanical Garden",NA,NA,NA,"1",NA,NA,NA,"4417","South America - Neotropics",NA,NA,NA,"US01935058","US01935058_01",NA,NA,"Monocotyledonae",NA,NA
"34","2020-09-12 05:00:02-03","US","US","2785628","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B. Sm.) Forzza & Wand.",NA,NA,NA,NA,"G. Eiten & L. T. Eiten","1969","3","10","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó (along road from village of Almeida to city of Conceição doato Dentro). At km 121, or 6 km along road south of Palácio","-43.58","-19.3",NA,"1",NA,NA,NA,"10983","South America - Neotropics","1100","1200",NA,"US01935060","US01935060_01",NA,NA,"Monocotyledonae",NA,NA
"35","2020-09-12 05:00:02-03","US","US","2267015","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B. Sm.) Forzza & Wand.",NA,NA,NA,NA,"A. P. Duarte",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Jard. Bot. Rio","-43.2075004577637","-22.9027996063232","57442","1",NA,"auto",NA,"2747","South America - Neotropics",NA,NA,NA,"US01935062","US01935062_01",NA,NA,"Monocotyledonae",NA,NA
"36","2020-09-12 05:00:02-03","US","US","3078095","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B. Sm.) Forzza & Wand.",NA,NA,NA,NA,"P. C. Hutchison & J. Paffaro","1985","8","13","Brazil","Minas Gerais",NA,"Serra do Cipó, 3 km north of Chapeu do Sol, just below km 110",NA,NA,NA,"1",NA,NA,NA,"8906","South America - Neotropics",NA,NA,NA,"US01935057","US01935057_01",NA,NA,"Monocotyledonae",NA,NA
"37","2020-09-12 05:00:02-03","US","US","2647934","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B. Sm.) Forzza & Wand.",NA,NA,NA,NA,"G. Hatschbach, L. B. Smith & E. S. Ayensu","1972","1","17","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752","31264","1",NA,"auto",NA,"28785","South America - Neotropics",NA,NA,NA,"US01935059","US01935059_01",NA,NA,"Monocotyledonae",NA,NA
"38","2020-09-12 05:00:02-03","US","US","2652204","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B. Sm.) Forzza & Wand.",NA,NA,NA,NA,"E. P. Heringer & L. Castellanos","1958","3","3","Brazil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"1",NA,NA,NA,"5959","South America - Neotropics",NA,NA,NA,"US01935061","US01935061_01",NA,NA,"Monocotyledonae",NA,NA
"39","2020-09-12 05:00:02-03","US","US","3185700","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B. Sm.) Forzza & Wand.",NA,NA,NA,NA,"M. M. Arbo, V. C. Souza, A. Schinini & V. C. Souza","1990","5","15","Brazil","Minas Gerais",NA,"Serra do Cipó, 10-20 km NE de Cardealota, camino a Conceição do Mato Dentro","-43.58","-19.33",NA,"1",NA,NA,NA,"4133","South America - Neotropics","1000","1320",NA,"US01935056","US01935056_01",NA,NA,"Monocotyledonae",NA,NA
"40","2021-03-15 18:26:13-03","USP","SPF","218236","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza & Wand.","Machado, TM","2016","11",NA,"Pena, MA","2008","03","11","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 118 da rodovia MG 010. Próximo à estátua do Juquinha.","-43.550556","-19.261389",NA,NA,"Erva. Folhas rijas discolores com face adaxial castanho-esverdeado. Raque da inflorescência e flores verdes. Brácteas passadas. Pedicelo alvo-esverdeado.",NA,NA,"730",NA,"1326","1326",NA,"SPF00218236",NA,"-43.550556","-19.261389",NA,NA,NA
"41","2019-11-01 15:13:19-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza & Wand.","Forzza, RC","2001",NA,NA,"Eiten, G; Eiten, LT","1969","03","10","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó (along road from village of Almeida to city of Conceição do Mato Dentro). At km 121, or 6 km along road south of Palácio","-43.7449989318848","-19.513599395752","31264",NA,"Bromeliad in young fruit; Natural rocky open campo (campo rupestre vegetation)","auto",NA,"10983","Southern America","1100","1200",NA,"UB0002771","UB0002771",NA,NA,NA,NA,NA
"42","2019-11-01 15:13:19-03","UnB","UB","146489","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza & Wand.","Forzza, RC","2001",NA,NA,"Irwin, HS; Maxwell, H; Wasshausen, DC","1968","02","19","Brasil","Minas Gerais",NA,"Serra do Cipó, km 115 (ca. 140 km N of Belo Horizonte)",NA,NA,NA,NA,"Terrestrial, the leaves purplish gray. Fruit green; Soil-filled crevices in rocks. Campo slopes and sandstone outcrops",NA,NA,"20472","Southern America","1250","1250",NA,"UB0002768","UB0002768",NA,NA,NA,NA,NA
"43","2019-11-01 15:13:19-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza & Wand.","Forzza, RC","2001",NA,NA,"Heringer, EP; Castellanos","1958","03","03","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"5959","Southern America",NA,NA,NA,"UB0002770","UB0002770",NA,NA,NA,NA,NA
"44","2021-03-05 16:09:36-03","MN","R-TIPOS","108942","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","heloisae","Dyckia heloisae","L.B. Sm.","Till, W.","1997","08","21","Smith, L.B.; Segadas-Vianna, F.; Egler, W.A.; Dau, L.; Silva, Z.L.; Ormond, W.T. & Machline, G.C.","1952","04","29","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.95","-19.666667",NA,NA,NA,NA,"Isotypus","6698",NA,"1100","1100",NA,"R000108942","R000108942_001 R000108942_002","43°57'W","19°40'S",NA,NA,NA
"45","2019-11-21 10:02:37-03","IBt","SP","144940","S","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza & Wand.","Forzza, RC","2001",NA,NA,"Sazima, M; Semir, J","1973","02",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114 ao longo da rodovia Lagoa Santa- Conceição do Mato Dentro- Diamantina.","-43.7449989318848","-19.513599395752","31264",NA,NA,"auto",NA,"CFSC3934",NA,NA,NA,NA,"SP051737","SP051737",NA,NA,NA,NA,NA
"46","2019-11-21 10:02:37-03","IBt","SP","151070","S","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza & Wand.","Forzza, RC","2001",NA,NA,"Menezes, NL","1977","03","01","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114, bem no alto da serra.","-43.7449989318848","-19.513599395752","31264",NA,NA,"auto",NA,"825",NA,NA,NA,NA,"SP051745","SP051745",NA,NA,NA,NA,NA
"47","2019-11-21 10:02:37-03","IBt","SP","144941","S","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza & Wand.","Forzza, RC","2001",NA,NA,"Joly, AB; et al.","1970","06","06","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 116 ao longo da rodovia Lagoa Santa- Conceição do Mato Dentro- Diamantina.","-43.7449989318848","-19.513599395752","31264",NA,NA,"auto",NA,"CFSC94",NA,"1175","1175",NA,"SP051742","SP051742",NA,NA,NA,NA,NA
"48","2019-11-21 10:02:37-03","IBt","SP","144930","S","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza & Wand.","Forzza, RC","2001",NA,NA,"Joly, AB; et al.","1972","03","04","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 118 ao longo da rodovia Lagoa Santa- Conceição do Mato Dentro- Diamantina.","-43.7449989318848","-19.513599395752","31264",NA,NA,"auto",NA,"CFSC973",NA,NA,NA,NA,"SP051741","SP051741",NA,NA,NA,NA,NA
"49","2021-02-18 08:30:14-03","IBt","SP","186436","S","Plantae",NA,NA,"Bromeliaceae","Encholirium","heloisae","Encholirium heloisae","(L.B.Sm.) Forzza & Wand.","Forzza, RC","2001",NA,NA,"Wanderley, MGL; et al.","1983","03","21","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Estrada da Usina.","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto",NA,"584",NA,NA,NA,NA,"SP051738","SP051738",NA,NA,NA,NA,NA
