"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude"
"48","2019-10-07 09:13:37-03","UEFS","HUEFS","222246","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Faria, J.E.Q.","5319","2016","01","21",NA,"Brasil","Minas Gerais","Margem da estrada para Conselheiro Mata.",NA,"Cerrado rupestre, sobre rochas.","HUEFS0222246",NA,"Diamantina","-43.834167","-18.299722","A.Rapini","1225","1225",NA,NA,"2019","04",NA,"Asteranae",NA,NA,"43W50'3''","18S17'59''"
"49","2019-10-07 09:13:37-03","UEFS","HUEFS","76802","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Rapini, A.","1118","2003","09","13",NA,"Brasil","Minas Gerais","Diamantina Cristais",NA,NA,"HUEFS0076802","HUEFS0076802","Diamantina","-43.583333","-18.15","A.Rapini",NA,NA,NA,NA,"2006","07",NA,"Asteranae",NA,NA,"43W35'","18S9'"
"50","2019-10-07 09:13:37-03","UEFS","HUEFS","89191","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Souza, V.C.","25439","2001","07","08",NA,"Brasil","Minas Gerais","Estrada entre Diamantina e Conselheiro Mata, 22 km da Estrada Diamantina - Gouveia.",NA,NA,"HUEFS0089191","HUEFS0089191","Diamantina","-43.842778","-18.295278","A.Rapini","1180","1180",NA,NA,"2006","07",NA,"Asteranae",NA,NA,"43W50'34''","18S17'43''"
"51","2019-10-07 09:13:37-03","UEFS","HUEFS","91825","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Farinaccio, M.A.","677","2004","03","29",NA,"Brasil","Minas Gerais","Estrada para Biribiri, 10 km da rodovia Diamantina - Couto de Magalhães de Minas(BR 367).",NA,"Campo limpo, brejo e pequenos afloramentos rochosos.","HUEFS0091825","HUEFS0091825","Diamantina","-43.616944","-18.158056","A.Rapini","1000","1000",NA,NA,"2006","07",NA,"Asteranae",NA,NA,"43W37'1''","18S9'29''"
"52","2019-10-07 09:13:37-03","UEFS","HUEFS","230009","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Ribeiro, P.L.","542","2012","09","09",NA,"Brasil","Minas Gerais","Parque nacional da Sempre Vivas, morro à esquerda do alojamento.",NA,"Campo rupestre.","HUEFS0230009","HUEFS0230009","Diamantina","-43.798611","-17.908611","A.Rapini",NA,NA,NA,NA,"2019","04",NA,"Asteranae",NA,NA,"43W47'55''","17S54'31''"
"53","2019-10-07 09:13:37-03","UEFS","HUEFS","105232","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Rapini, A.","1308","2006","01","09",NA,"Brasil","Minas Gerais","Biribiri Biribiri: Cristais",NA,NA,"HUEFS0105232","HUEFS0105232","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"54","2019-07-09 14:14:26-03","F","FMNH-SEEDPLANTS","V0077549F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Astephanus","grazielae","Astephanus grazielae",NA,"Isotype","A. P. Duarte","9707","1966","3","25","South America","Brazil","Minas Gerais",NA,NA,NA,"V0077549F","V0077549F_01",NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"55","2019-07-09 14:15:58-03","F","FMNH-SEEDPLANTS","V0419941F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Minaria","grazielae","Minaria grazielae",NA,NA,"P. T. Sano","753","1997","12","10","South America","Brazil","Minas Gerais",NA,NA,NA,"V0419941F","V0419941F_01 V0419941F_02",NA,"-44","-18","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","753",NA,NA,NA
"56","2019-07-09 14:16:14-03","F","FMNH-SEEDPLANTS","V0419942F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Minaria","grazielae","Minaria grazielae",NA,NA,"A. Furlan","3354","1982","4","11","South America","Brazil","Minas Gerais",NA,NA,NA,"V0419942F","V0419942F_01 V0419942F_02",NA,"-44","-18","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","CFCR 3354",NA,NA,NA
"57","2020-07-23 11:58:19-03","CEPLAC","CEPEC","124820","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Astephanus","grazielae","Astephanus grazielae",NA,"Paratipo","A. P. Duarte","9709","1966","03","25",NA,"Brasil","Minas Gerais","Rio dos Cristais.",NA,NA,NA,NA,"diamantina","-43.6002998352051","-18.2493991851807","A. P. Duarte",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-01 14:52:38-03","UnB","UB","125045","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Astephanus","grazielae","Astephanus grazielae","Fontella & Marquete","isotype","Duarte, AP","9707","1966","03","25","Southern America","Brasil","Minas Gerais","Rio dos Cristais",NA,".","UB0036686","UB0036686","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-01 14:52:40-03","UnB","UB","117826","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Ditassa","grazielae","Ditassa grazielae","(Fontella & Marquete) Rapini",NA,"Hatschbach, G","36496","1975","02","25","Southern America","Brasil","Minas Gerais","Biribiri",NA,"Planta remosa, lactífera; flor alva.",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807","Konno, T",NA,NA,"101169","auto","2001","07",NA,NA,NA,NA,NA,NA
"60","2019-05-06 11:52:03-03","UFU","HUFU","62235","S","Plantae",NA,NA,"Apocynaceae","Ditassa","grazielae","Ditassa grazielae","(Fontella & Marquete) Rapini",NA,"Machado, A.I.M.R.; et al.","90","2012","03","13",NA,"Brasil","Minas Gerais","Estrada para Conselheiro da Mata, 10 km de Diamantina.",NA,"Subarbusto, ca. de 50 cm. Flores e estames brancos.; Campo rupestre.","HUFU00001272",NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-05-06 11:52:07-03","UFU","HUFU","51430","S","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O.; Soares, P.N. & Martins, C.A.","307","2008","05","18",NA,"Brasil","Minas Gerais","Parque do Biribiri, Cachoeira dos Cristais.",NA,"Subarbusto, ca. 0,3 m. Cálice e corola creme.; Campo rupestre.","HUFU00001534",NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-05-22 17:52:54-03","UFMT","UFMT","11122","S","Plantae",NA,NA,"Asclepiadaceae","Astephanus","grazielae","Astephanus grazielae","Fontella & Marquete","Isotype","Duarte, A.P.","9707","1966","03","25",NA,"Brasil","Minas Gerais","Rio dos Cristais.",NA,NA,"UFMT00011122",NA,"Diamantina","-43.6002998352051","-18.2493991851807","Fontella, J.",NA,NA,"101169","auto","1975","06",NA,NA,NA,NA,NA,NA
"63","2019-11-21 09:58:37-03","IBt","SP","413184","S","Plantae",NA,NA,"Apocynaceae","Astephanus","grazielae","Astephanus grazielae","Fontella & Marquete","Isotype","Duarte, AP","9707","1966","03","25",NA,"Brasil","Minas Gerais","Rio dos Cristais",NA,NA,"SP000326","SP000326","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 09:58:51-03","IBt","SP","359058","S","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Konno, T; Sousa, GM","845","2002","03","13",NA,"Brasil","Minas Gerais","Estrada para Biribiri, Cachoeira dos Cristais",NA,NA,NA,NA,"Diamantina","-43.601389","-18.106667","Rapini, A","115","115",NA,NA,"2008",NA,NA,NA,NA,NA,"-43.601389","-18.106667"
"65","2019-11-21 09:58:51-03","IBt","SP","367551","S","Plantae",NA,NA,"Apocynaceae","Minaria","grazielae","Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",NA,"Souza, VC; Souza, JP; Romão, GO; Araújo, AO","25439","2001","07","08",NA,"Brasil","Minas Gerais","Estrada entre Diamantina e Conselheiro da Mata, 22 km da Estrada Diamantina - Gouveia",NA,NA,NA,NA,"Diamantina","-45.842778","-18.295278","Rapini, A","1180","1180",NA,NA,"2008",NA,NA,NA,NA,NA,"-45.842778","-18.295278"
