"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00891565","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"J. A. Rizzo","9488","South America","Brazil","Tocantins","Proximo ao Rio Lontra, na fazenda Baixa.",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891565","1973","12","11","Magnoliophyta","Gentianales","Müll.Arg.","Araguaína","-48.2069","-7.1911",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00891595","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. C. Sevilha","1798","South America","Brazil","Minas Gerais","Parque Nacional Grande Sertão Veredas; mata ciliar no Rio Carinhanha","685","685","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891595","1999","02","14","Magnoliophyta","Gentianales","Müll.Arg.","Formoso","-45.7578","-15.12",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00891575","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"E. P. Heringer","2093","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959271' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891575","1979","09","27","Magnoliophyta","Gentianales","Müll.Arg.","Brasília","-47.9294","-15.7797",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00891594","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"P. Clausen","s.n.","South America","Brazil","Minas Gerais","Brésil (Minas Geraes)",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891594","1838",NA,NA,"Magnoliophyta","Gentianales","Müll.Arg.",NA,NA,NA,NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00891597","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"J. H. Kirkbride Jr.","3431","South America","Brazil","Goiás","Na Fazienda das Esmeraldas, perto Corrêgo Paciência e GO 164, ca 6 km NE de Goiás Velho","600","600","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891597","1980","02","12","Magnoliophyta","Gentianales","Müll.Arg.","Goiás","-50.12","-15.9",NA,"J. H. Kirkbride Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00891570","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"H. D. Ferreira","3618","South America","Brazil","Goiás",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891570","1998","11","08","Magnoliophyta","Gentianales","Müll.Arg.","Jataí","-51.7142","-17.8817",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00891573","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"J. A. Ratter","R4011","South America","Brazil","Goiás","Fazenda Lagoa Santa",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891573","1976","12","12","Magnoliophyta","Gentianales","Müll.Arg.","Padre Bernardo","-48.58","-15.5",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00891592","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"H. S. Irwin","17995","South America","Brazil","Goiás","Ca. 30 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","950","950","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891592","1966","06","29","Magnoliophyta","Gentianales","Müll.Arg.","Caiapônia","-51.82","-17.15",NA,"J. A. Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00891596","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"A. C. Sevilha","1797","South America","Brazil","Minas Gerais","Parque Nacional Grande Sertão Veredas; mata ciliar no Rio Carinhanha","685","685","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891596","1999","02","14","Magnoliophyta","Gentianales","Müll.Arg.","Formoso","-45.7578","-15.12",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00891591","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"H. S. Irwin","19094","South America","Brazil","Goiás","60 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","750","750","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891591","1968","01","23","Magnoliophyta","Gentianales","Müll.Arg.","Cocalzinho de Goiás","-48.58","-15.48",NA,"J. A. Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2683259","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"P. G. Delprete","6899","South America","Brazil","Ceará","Serra de Maranguape. Mun. Maranguape (divisa com Mun. Caucaia). Trilha de Pousada Serra Verde para Derretida","600","700","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2946521' target='other'> <mi>dwc_moreinfo</mi></a>","NY02683259","1998","11","07","Magnoliophyta","Gentianales","Müll.Arg.",NA,"-38.7","-3.9","NY02683259_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","885331","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"F. de Barros","2739","South America","Brazil","São Paulo","Distr. Itaqueri, Salto de Itaqueri",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885331","1993","02","15","Magnoliophyta","Gentianales","Müll.Arg.","Itirapina","-47.8197","-22.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00891566","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"J. A. Rizzo","2634","South America","Brazil","Goiás","A margem direita da rodovia Goiânia-Sao Paulo. Jardim Goiás",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891566","1968","11","04","Magnoliophyta","Gentianales","Müll.Arg.",NA,NA,NA,NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","949052","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"H. S. Irwin","26963","South America","Brazil","Minas Gerais","Ca. 2 km N. of Joaquim Felício, E. base of Serra do Cabral","650","650","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949052","1970","03","05","Magnoliophyta","Gentianales","Müll.Arg.","Joaquim Felício","-44.1708333","-17.7588",NA,"J. A. Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1145348","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"P. G. Delprete","9106","South America","Brazil","Goiás","Serra dos Pireneus. Córrego da Barriguda.","1080","1080","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1310825' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145348","2004","11","06","Magnoliophyta","Gentianales","Müll.Arg.","Pirenópolis","-48.8842","-15.8175",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01067503","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"P. G. Delprete","6834","South America","Brazil","Goiás","Serra dos Caiapos, estrada Caiapônia-Montevidiu, 5-20 km de Caiapônia","680","700","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408922' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067503","1998","10","12","Magnoliophyta","Gentianales","Müll.Arg.","Caiapônia","-51.73","-17.08",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01060759","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"M. dos R. Cordeiro","1307","South America","Brazil","Amazonas","Arredores do aeroporto Velho.",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268853' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060759","1976","12","02","Magnoliophyta","Gentianales","Müll.Arg.","Manaus","-60.025","-3.10194","NY01060759_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00891568","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"J. A. Rizzo","3575","South America","Brazil","Goiás","No km 14 da rodovia Goiânia para Nerópolis, a margem direita",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891568","1969","01","30","Magnoliophyta","Gentianales","Müll.Arg.","Goiânia","-49.2539","-16.6786",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00891574","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"P. Clausen","s.n.","South America","Brazil","Minas Gerais","Brésil (Minas Geraes)",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891574",NA,NA,NA,"Magnoliophyta","Gentianales","Müll.Arg.",NA,NA,NA,NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 12:59:00-03","NY","NYBG","949050","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"P. Clausen","s.n.","South America","Brazil","Minas Gerais",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949050","1840",NA,NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,"NY00949050_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01067416","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"P. G. Delprete","6845","South America","Brazil","Goiás","Ca. 9 km. de Caiapônia em direçao para Doverlandia, Rio Pântano",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408923' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067416","1998","10","12","Magnoliophyta","Gentianales","Müll.Arg.","Caiapônia","-51.8103","-16.9569",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00891588","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"H. S. Irwin","26783","South America","Brazil","Minas Gerais","Ca. 15 km W of Corinto, near Minas Gerais","600","600","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891588","1970","03","02","Magnoliophyta","Gentianales","Müll.Arg.","Corinto","-44.5792","-18.33865",NA,"J. A. Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00891571","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"G. G. Hatschbach","30517","South America","Brazil","Mato Grosso do Sul","Rio Verde",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891571","1972","10","18","Magnoliophyta","Gentianales","Müll.Arg.","Brasilândia","-52.0367","-21.2558",NA,"J. H. Kirkbride Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","396548","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"H. S. Irwin","7598","South America","Brazil","Goiás","Ca. 20 km S of Caiaponia on road to Jataí","800","1000","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396548","1964","10","31","Magnoliophyta","Gentianales","Müll.Arg.","Caiapônia","-51.78","-17.2",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00891598","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"E. P. Heringer","14430","South America","Brazil","Goiás","Sítio do Dr. Jesus Reis",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959269' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891598","1975","02","26","Magnoliophyta","Gentianales","Müll.Arg.","Luziânia","-47.9503","-16.2528",NA,"J. H. Kirkbride Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1146659","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"P. G. Delprete","10015-C","South America","Brazil","Goiás","Serra dos Pireneus. Estrada principal para a subida ao parque, 5-6 km, de Pirenópolis.","950","950","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362978' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146659","2006","12","23","Magnoliophyta","Gentianales","Müll.Arg.","Pirenópolis","-48.9153","-15.8425",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01067427","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"P. G. Delprete","6587","South America","Brazil","Goiás","Estaçao Florestal de Experimentaçao - IBAMA (EFLEX)",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408918' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067427","1998","09","12","Magnoliophyta","Gentianales","Müll.Arg.","Silvânia","-48.6081","-16.6592",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00891560","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"S. Teles","3","South America","Brazil","Goiás","EMGOBA- Estaçao de Zootecnia, ponto 04",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891560","1995","12","20","Magnoliophyta","Gentianales","Müll.Arg.","Senador Canedo","-49.0931","-16.7083",NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00891589","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"H. S. Irwin","26209","South America","Brazil","Minas Gerais","Serra da Anta, summit of chapada, ca. 5 km S.E. of Paracatú","675","675","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891589","1970","02","06","Magnoliophyta","Gentianales","Müll.Arg.","Paracatú","-46.8727778","-17.22555",NA,"J. A. Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-28 10:06:00-03","NY","NYBG","949996","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"M. dos R. Cordeiro","1223","South America","Brazil","Mato Grosso","Fazenda Cachimbo, sub. Base Projeto RADAM.SC.21-ZB-PT. estrada BR.80.",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1046840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949996","1976","11","28","Magnoliophyta","Gentianales",NA,"Matupá","-54.9328","-10.0575","NY00949996_01","M. R. de V. Barbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","949049","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"P. Clausen","656","South America","Brazil","Minas Gerais",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023527' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949049","1838",NA,NA,"Magnoliophyta","Gentianales","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","131075","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana","type","J. B. E. Pohl","592","South America","Brazil",NA,"{From protologue: Ad Serra da Piedade]",NA,NA,"sheet",NA,"Duplum ex Herb. Mus. Hist. Nat. Vindobon. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408924' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131075",NA,NA,NA,"Magnoliophyta","Gentianales","Müll.Arg.",NA,NA,NA,"NY00131075_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00891593","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","pohliana","Chomelia pohliana",NA,"H. S. Irwin","17740","South America","Brazil","Goiás","Córrego d'Anta, ca. 40 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","900","900","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891593","1966","06","26","Magnoliophyta","Gentianales","Müll.Arg.","Caiapônia","-51.8","-17.25",NA,"J. A. Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
