"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-04-08 17:40:59-03","EAO","IAN","206479","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Silva, SB da","157","1980","11","20","Southern America","Brasil","Bahia",NA,NA,NA,"IAN206479",NA,"altissima","Baianópolis","-44.516667","-12.333333",NA,NA,NA,NA,NA,"-44.516667","-12.333333",NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:40:59-03","EAO","IAN","204140","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Guimarães, JL","1310","1980","11","20","Southern America","Brasil","Minas Gerais","Aprox. 20km de Taunay.",NA,NA,"IAN204140",NA,"altissima",NA,"-56.083333","-20.15",NA,NA,NA,NA,NA,"-56.083333","-20.15",NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 17:40:59-03","EAO","IAN","153818","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Sucre, D","9117","1972","05","17","Southern America","Brasil","Rio de Janeiro","Estrada da Guanabara, mata Taquara da Tijuca.",NA,NA,"IAN153818",NA,"altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-08 17:40:59-03","EAO","IAN","168794","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Sucre, D; Martinelli, GM","10110","1973","08","29","Southern America","Brasil","Minas Gerais","Reserva Florestal do Rio Doce, mata do Aníbal.",NA,NA,"IAN168794",NA,"altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:40:59-03","EAO","IAN","180702","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Pena, BS da","s.n.",NA,NA,NA,"Southern America","Brasil",NA,"Margem do igarapé São Domingos, afluente do rio Guaporé. N.RADAM 010/operação 004).",NA,NA,"IAN180702",NA,"altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:40:59-03","EAO","IAN","250264","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Harley, RM","21634","1980","04","23","Southern America","Brasil","Bahia","Chapadão Ocidental.",NA,"Estéril.","IAN250264",NA,"altissima",NA,"-44.633333","-13.333333",NA,NA,NA,NA,NA,"-44.633333","-13.333333","580","580",NA,NA,NA,NA,NA
"17","2021-04-08 17:40:59-03","EAO","IAN","312326","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Pereira, BAS; Alvarenga, D","2580","1993","09","21","Southern America","Brasil","Distrito Federal","APA de Cafuringa.",NA,NA,"IAN312326",NA,"altissima",NA,"-48.133333","-15.55",NA,NA,NA,NA,NA,"-48.133333","-15.55","950","950",NA,NA,NA,NA,NA
"18","2021-04-08 17:40:59-03","EAO","IAN","6301","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"sc","s.n.","1912","10","26","Southern America","Brasil","Bahia","Boi Manso.",NA,NA,"IAN006301",NA,"altissima","Barreiras","-44.9900016784668","-12.1527996063232",NA,NA,NA,"152720","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:40:59-03","EAO","IAN","282981","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Alvarenga, D","245","1989","05","15","Southern America","Brasil","Distrito Federal","Reserva Ecológica do IBGE.",NA,NA,"IAN282981",NA,"altissima","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,"1100","1100",NA,NA,NA,NA,NA
"20","2021-04-08 17:40:59-03","EAO","IAN","307584","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Moura, LC de","24","1994","08","04","Southern America","Brasil","Pará","Subindo morro do Corisquinho, 215 msm.",NA,NA,"IAN307584",NA,"altissima","Pau D'arco","-50.0443992614746","-7.83305978775024",NA,NA,NA,"50942","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:40:59-03","EAO","IAN","318268","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Barbara, T","18","1994","08","04","Southern America","Brasil","Rio de Janeiro","Margem do rio Corisquinho.",NA,NA,"IAN318268",NA,"altissima","Parati","-44.7131004333496","-23.2178001403809",NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:40:59-03","EAO","IAN","2188","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Occhioni, P","s.n.","1922","03",NA,"Southern America","Brasil","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.",NA,NA,"IAN002188","IAN002188_f","altissima","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:40:59-03","EAO","IAN","316567","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Hymenaea","courbaril","Hymenaea courbaril altissima","L.",NA,"Faria, SM de; Cunha, CF da","575","1993","03","06","Southern America","Brasil","Rio de Janeiro","Embrapa-CNPBS.",NA,"Estéril.","IAN316567",NA,"altissima","Seropédica","-43.7075004577637","-22.7439002990723",NA,NA,NA,"13730","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U 0270828","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Hymenaea","altissima","Hymenaea altissima","Ducke",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13201a",NA,NA,NA
"25","2020-02-08 09:07:33-03","NBC","NL-BOTANY","U 0007975","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Hymenaea","courbaril","Hymenaea courbaril altissima","(Ducke) Y.T.Lee & Langenh.","Lee YT","Kuhlmann JG",NA,"1927","12","06","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro ad urbem in silvis inter Vista Chinesa et Horto Florestal.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200007975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0007975","NL-U0007975","altissima",NA,NA,NA,"1973","06","01",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","17836 A","syntype",NA,NA
"26","2020-11-04 11:09:33-03","ESALQ","ESA","96652","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, R.B.","Farag, P.R.C.","204.0","1995","12","06",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA096652","ESA096652",NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561","2016","04","29","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:09:33-03","ESALQ","ESA","39345","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, R.B.","Hoehne, F.C.",NA,"1931","12","04",NA,"Brasil","São Paulo",NA,NA,NA,"ESA039345","ESA039345",NA,"São Paulo","-46.6300010681152","-23.5400009155273","2016","04","29","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:09:33-03","ESALQ","ESA","43733","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, R.B.","Rodrigues, E.A.","55.0","1990","08","05",NA,"Brasil","São Paulo",NA,NA,NA,"ESA043733","ESA043733",NA,"Jaboticabal","-48.3199996948242","-21.25","2016","04","29","22420","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:09:33-03","ESALQ","ESA","28763","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, R.B.","Ivanauskas, N.M.","327.0","1995","08","26",NA,"Brasil","São Paulo",NA,NA,NA,"ESA028763","ESA028763",NA,"Pariquera-Açu","-47.8800010681152","-24.7099990844727","2016","04","29","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:09:33-03","ESALQ","ESA","39344","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, R.B.","Kirizawa, M. et al.","326.0","1978","02","16",NA,"Brasil","São Paulo",NA,NA,NA,"ESA039344","ESA039344",NA,"São Paulo","-46.6300010681152","-23.5400009155273","2016","04","29","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:09:33-03","ESALQ","ESA","71349","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, R.B.","Hoehne, W.",NA,"1931","12","04",NA,"Brasil","São Paulo",NA,NA,NA,"ESA071349","ESA071349",NA,"São Paulo","-46.6300010681152","-23.5400009155273","2016","04","29","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:09:33-03","ESALQ","ESA","33938","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, R.B.","Baitello, J.B. et al.","806.0","1995","09","06",NA,"Brasil","São Paulo",NA,NA,NA,"ESA033938","ESA033938",NA,"Miracatu","-47.4599990844727","-24.2800006866455","2016","04","29","43974","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:09:33-03","ESALQ","ESA","52176","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, R.B.","Lima, R.A.F.","478.0",NA,NA,NA,NA,"Brasil","São Paulo","Parcela permanente - Parque Estadual de Carlos Botelho",NA,NA,"ESA052176","ESA052176",NA,"Sete Barras","-47.9199981689453","-24.3799991607666","2016","04","29","34059","auto",NA,NA,"400","400",NA,NA,NA,NA,NA
"34","2019-02-22 11:44:33-03","IPA","IPA","9483","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Hymenaea","altissima","Hymenaea altissima","Ducke","Lee","Pickel, B.","5550","1941","12","06","Southern America","Brasil","São Paulo","Helvétia",NA,NA,"IPA0009483",NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:17:24-03","UFV","VIC","10928","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima","(Ducke) Y.T. Lee & Langenh.","Langenh.; Lee","Silva, A.F. da","1285","1985","10","10",NA,"Brasil","São Paulo","Reserva Florestal Prof. Augusto Ruschi, Estrada Turvo, Km 1 - 2.",NA,"Árvore, c.a. de 8,0 metros de altura; frutos castanhos; flores coletadas em 12-01-1986; cálice verde-acastanhado, pétalas brancas; casca grossa castaneo-rosada; lenho creme.","VIC010928","VIC010928","altissima","São José dos Campos","-45.9375","-23.075",NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:36:34-03","UFJF","CESJ","970","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke",NA,"F.C. Favoreto","970","1931","12","04","América do Sul","Brasil","São Paulo",NA,NA,"Nativa no Jardim Botânico. Árvore grande da mata. Os frutos levam um ano para seu completo desenvolvimento. N.V: Jatobá.","CESJ000970",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:13:37-03","UNICAMP","UEC","117476","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, RB","Silva, AF","1284","1985","10","10",NA,"Brazil","São Paulo","Flora da Reserva Florestal da Boa Vista",NA,"Árvore com 8m, frutos castanhos, flores coletadas em 12/01/86, cálice verde-acastanhado, pétalas brancas, casca grossa castaneo-rosada, lenho creme.","UEC051798",NA,NA,"São José dos Campos","-45.9375","-23.075","2016","07","13",NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-20 10:13:37-03","UNICAMP","UEC","91958","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, RB","Ivanauskas, NM","327","1995","08","26",NA,"Brazil","São Paulo","Estação Experimental do Inst. Agron., Floresta Atlântica.",NA,"Árvore de 20 m. Casca externa cinza, fissurada longitudinalmente.","UEC049502",NA,NA,"Campinas","-47.876944","-24.608333","2016","07","13",NA,NA,"-47.876944","-24.608333",NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:13:37-03","UNICAMP","UEC","46052","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, RB","Gentry, A; Vieira, MC; Calos, A","59164","1987","09","07",NA,"Brazil","Minas Gerais","Fazenda da Ilha., Trees left in hacienda yard, S side of Represa de Furnas.",NA,"Tree 30 m, fruits brown","UEC125426",NA,NA,"Alfenas","-46.2","-21.45","2014","08",NA,NA,NA,"-46.2","-21.45",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-20 10:13:37-03","UNICAMP","UEC","57392","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, RB","Sucre, D","9117","1972","05","17",NA,"Brazil","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.",NA,"Árvore 19m. altura x 1,3 cm de eixo e reto mais ou menos 13m. alt. x 1,30 feixe. Fruto coletado no chão. Sementes germinando dentro do fruto.Plântula na germinação com os cotilédones e radículas vermelha. Material fixado em FAA. Fo","UEC042001",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","2016","07","13","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:30:38-03","UNICAMP","UEC","130210","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, RB","Arzolla, FARDP","153","2000","06","17",NA,"Brazil","São Paulo","Parque Estadual da Cantareira, Região de Águas Claras.",NA,"Árvore 28 m altura, frutos imaturos verdes.","UEC125423",NA,NA,"Mairiporã","-46.5800018310547","-23.3099994659424","2014","08",NA,"15840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:13:37-03","UNICAMP","UEC","6679","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, RB","Paulo","s.n.","1976","02",NA,NA,"Brazil","São Paulo",NA,NA,"Árvore; 15m; em vegetação.","UEC042003",NA,NA,"Tapiraí","-47.5","-23.9599990844727","2016","07","13","41034","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:30:38-03","UNICAMP","UEC","171979","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, RB","Silva, ED","1045","2007","01","10",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar, Fazenda Capricórnio, Parcela I.",NA,"Árvore 13m, flores brancas.; Floresta Ombrófila Densa Submontana.","UEC045073","UEC045073",NA,"Ubatuba","-45.0699996948242","-23.4300003051758","2016","07","13","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:30:38-03","UNICAMP","UEC","192354","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima","(Ducke) Y.T.Lee & Langenh.","Correia, CMB","Lima, HC; et al.","3510","1989","04","18",NA,"Brazil","Rio de Janeiro","Boca do Mato, km 52 da estrada para N. Friburgo, margens do Rio Macacú, Parada Gaúcho",NA,"Árvore com 18 metros de altura, DAP 70 cm tronco comcasca levemente fissurada e acinzentada, frutos jovens verde escuro com pontuações resinosas, ocasional","UEC129625","UEC129625","altissima","Cachoeiras de Macacú","-42.6530990600586","-22.4624996185303","1989","06",NA,"32671","auto",NA,NA,"350","350",NA,NA,NA,NA,NA
"45","2019-08-20 10:13:37-03","UNICAMP","UEC","57390","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima","(Ducke) Y.T.Lee & Langenh.",NA,"Sucre, D","8312","1972","01","31",NA,"Brazil","Rio de Janeiro","Jardim Botânico",NA,"Árvore com 18, alt., fronte reto com 10 m. alt., Fruto maduro, N.V. Jatobá.","UEC130909","UEC130909","altissima","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-20 10:13:37-03","UNICAMP","UEC","6679","S","Plantae","Magnoliopsida",NA,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril altissima","(Ducke) Y.T.Lee & Langenh.",NA,"Paulo","s.n.","1976","02",NA,NA,"Brazil","São Paulo",NA,NA,"Árvore; 15m; em vegetação.",NA,NA,"altissima","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-09-27 18:04:46-03","UFES","VIES","17113","S","Plantae",NA,NA,"Fabaceae","Hymenaea","altissima","Hymenaea altissima","Ducke","Pinto, R.B.","Pereira, O.J.","6223","2000","06","28",NA,"Brasil","Espírito Santo","Reserva Biológica de Jacaranema.",NA,NA,"VIES017113","VIES017113",NA,"Vila Velha","-40.2924995422363","-20.3297004699707","2014","10","14","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-06-29 09:30:40-03","UFRRJ","RBR","22425","S","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","H.C. Lima","P.R.C. Farag","157","1995","11","14",NA,"Brasil","Rio de Janeiro","Picada para Serra do Beco",NA,NA,"RBR00022425","RBR00022425",NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561","2015","09",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-29 09:30:40-03","UFRRJ","RBR","22426","S","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","H.C. Lima","I.M. Silva","462","1995","11","15",NA,"Brasil","Rio de Janeiro","Barrelão",NA,NA,"RBR00022426","RBR00022426",NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561","2015","09",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-06-29 09:30:40-03","UFRRJ","RBR","17842","S","Plantae",NA,NA,"Leguminosae","Hymenaea","altissima","Hymenaea altissima","Ducke","H.C. Lima","P.R.C. Farag","204","1995","12","06",NA,"Brasil","Rio de Janeiro","Barrelão, área de Reunião, estrada para serrinha",NA,NA,"RBR00017842","RBR00017842",NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561","2015","09",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
